0	Index      	Bounty	 *	Score 	Summary	Detail	
1	21221 46362	2	 * 	295.44	DCR|5VULN|3DMG|2LIT	13789VULN|237DMG|37BPWR|4RCVC|57LIT|6BBNT|aRCR
16	21233 15641	10	   	284.66	DCR|3VULN|2DMG|2DUR|2ASPD|1AART	17aVULN|27DMG|3AART|4aDUR|5LWND|67LHND|7aBPWR|8RCR|9aASPD
17	21113 16163	3	 * 	284.09	DCR|3VULN|3DMG|2DUR|2LIT	19aVULN|258DMG|3LHND|4aDUR|6RCR|7aLIT|aBPWR
18	21113 16163	2	   	284.09	DCR|3VULN|3DMG|2DUR|2LIT	19aVULN|258DMG|3LHND|4aDUR|6RCR|7aLIT|aBPWR
19	21513 16163	3	   	284.09	DCR|3VULN|3DMG|2DUR|2LIT	19aVULN|258DMG|3BEXP|4aDUR|6RCR|7aLIT|aBPWR
20	21221 16622	7	 * 	283.34	DCR|3VULN|2DMG|2TLV|2CDMG|1ASPD|1AART	18aVULN|25DMG|3AART|48TLV|68CDMG|7RCR|8BPWR|9ASPD
21	21251 25233	2	   	282.92	DCR|3VULN|3DMG|1TLV|2LIT|1CDMG|1SELL	13aVULN|23aDMG|3aBPWR|4BBNT|5SELL|6RCR|7TLV|8CDMG|9aLIT
22	21312 43216	4	 * 	282.85	DCR|4VULN|2DMG|2ASPD|1TLV	179aVULN|2aDMG|3DMSP|4LWND|5TLV|6RCR|8aASPD|aBPWR
23	21532 43216	2	   	282.85	DCR|4VULN|2DMG|2ASPD|1TLV	179aVULN|2aDMG|3TLV|4RCVC|5LWND|6RCR|8aASPD|aBPWR
24	21216 26511	2	 * 	282.82	DCR|3VULN|3DMG|2CDMG|1DUR	138VULN|238DMG|38BPWR|4ERES|5LIT|6RCR|78CDMG|9MBVNT|aDUR
25	21216 26531	2	   	282.82	DCR|3VULN|3DMG|2CDMG|1TLV	138VULN|238DMG|38BPWR|49ERES|5LIT|6RCR|78CDMG|aTLV
26	21242 43212	2	   	282.20	DCR|4VULN|2DMG|1TLV|1ASPD|1AART	1379VULN|23DMG|3BPWR|4FEWX|5TLV|6RCR|8ASPD|aAART
27	21221 16541	7	   	281.89	DCR|2VULN|3DMG|2DUR|1TLV|1CDMG|1AART	1aVULN|25aDMG|3AART|4TLV|6CDMG|7RCR|8RPLT|9aDUR|aBPWR
28	21115 12145	5	   	281.89	DCR|2VULN|3DMG|2DUR|1TLV|1CDMG|1AART	17VULN|278DMG|3LHND|4AART|5CDMG|67DUR|7BPWR|9TLV|aRCR
29	21215 12145	5	   	281.89	DCR|2VULN|3DMG|2DUR|1TLV|1CDMG|1AART	17VULN|278DMG|3AART|4BEXP|5CDMG|67DUR|7BPWR|9TLV|aRCR
30	21221 11635	6	   	281.89	DCR|2VULN|3DMG|2DUR|1TLV|1CDMG|1AART	18VULN|258DMG|3AART|4TLV|6CDMG|78DUR|8BPWR|9LWND|aRCR
31	21222 41635	6	   	281.89	DCR|2VULN|3DMG|2DUR|1TLV|1CDMG|1AART	18VULN|278DMG|3AART|4TLV|5CDMG|68DUR|8BPWR|9LWND|aRCR
32	25244 13311	2	 * 	281.62	DCR|4VULN|3DUR|2TLV|1AART	138aVULN|23TLV|38aBPWR|48aFEWX|5MBVNT|6RCR|78aDUR|9AART
33	25244 24311	2	   	281.62	DCR|4VULN|3DUR|2TLV|1AART	138aVULN|23TLV|38aBPWR|48aFEWX|5MBVNT|68aDUR|7RCR|9AART
34	21212 42413	2	   	280.98	DCR|5VULN|2DMG|1TLV	1389aVULN|23DMG|3BPWR|4ERES|5LWND|6RCR|7TLV
35	21214 42413	2	   	280.98	DCR|5VULN|2DMG|1TLV	1389aVULN|23DMG|3BPWR|4ERES|5LHND|6RCR|7TLV
36	21242 43216	2	   	280.85	DCR|4VULN|2DMG|1TLV|1ASPD	1379VULN|23DMG|3BPWR|4FEWX|5TLV|6RCR|8ASPD|aLIT
37	21251 21352	2	 * 	280.76	DCR|4VULN|3DMG|2CDMG|1SELL	138aVULN|238DMG|38BPWR|4BBNT|5SELL|6RCR|78CDMG|9RCVC
38	21251 24232	2	   	280.74	DCR|5VULN|2DMG|1DUR|1SELL	1378aVULN|23DMG|3BPWR|4BBNT|5SELL|6RCR|9DUR
39	21345 22335	10	   	280.48	DCR|5VULN|3DMG	15679VULN|27aDMG|3DMSP|4RPLT|7BPWR|8RCR
40	21251 24254	2	   	280.14	DCR|5VULN|3DMG|1SELL	1378aVULN|23aDMG|3aBPWR|4BBNT|5SELL|6RCR|9MBVNT
41	25223 33124	2	 * 	279.85	DCR|4VULN|2DUR|2ASPD|2TLV	137aVULN|23TLV|3aBPWR|4RCVC|5RPLT|6aDUR|8RCR|9aASPD
42	21213 25614	10	   	279.49	DCR|3VULN|2DMG|2DUR|1TLV|1AART	179VULN|27DMG|3AART|4BEXP|5LWND|67DUR|7BPWR|8RCR|aTLV
43	21223 52412	6	   	279.49	DCR|3VULN|2DMG|2DUR|1TLV|1AART	19aVULN|29DMG|3AART|4TLV|58DUR|6RCR|79LHND|9BPWR
44	21223 53412	7	   	279.49	DCR|3VULN|2DMG|2DUR|1TLV|1AART	19aVULN|29DMG|3AART|4TLV|58DUR|6RCR|79LHND|9BPWR
45	21223 55412	6	   	279.49	DCR|3VULN|2DMG|2DUR|1TLV|1AART	19aVULN|29DMG|3AART|4TLV|58DUR|6RCR|79LWND|9BPWR
46	21225 53612	6	   	279.49	DCR|3VULN|2DMG|2DUR|1TLV|1AART	19aVULN|29DMG|3AART|4TLV|5FEWX|6RCR|7DMSP|89DUR|9BPWR
47	23533 41214	3	 * 	279.33	DCR|5VULN|2DUR|2ASPD	1359aVULN|27BEXP|4aDUR|6RCR|8aASPD|aBPWR
48	23533 43214	3	   	279.33	DCR|5VULN|2DUR|2ASPD	1359aVULN|2BEXP|4aDUR|6RCR|7DMSP|8aASPD|aBPWR
49	23563 13114	7	   	279.33	DCR|5VULN|2DUR|2ASPD	1379aVULN|25BEXP|4aASPD|6RCR|8aDUR|aBPWR
50	21223 52412	7	   	279.29	DCR|3VULN|2DMG|2DUR|1TLV|1AART	19aVULN|29DMG|3AART|4TLV|58DUR|6RCR|79DUST|9BPWR
51	21566 13332	2	   	279.29	DCR|3VULN|2DMG|2DUR|1TLV|1AART	18aVULN|28DMG|3TLV|4LEGI|5ERES|6RCR|78DUR|8BPWR|9AART
52	21242 43235	2	   	279.21	DCR|3VULN|3DMG|1TLV|1CDMG|1ASPD	137VULN|239DMG|3BPWR|4FEWX|5TLV|6RCR|8ASPD|aCDMG
53	21213 25662	10	   	278.30	DCR|3VULN|2DMG|2DUR|2LIT|1AART	17aVULN|27DMG|3AART|4aBEXP|5LWND|67DUR|7aBPWR|8RCR|9aLIT
54	21234 63153	8	   	278.10	DCR|3VULN|2DMG|2DUR|2LIT|1AART	18aVULN|2aDMG|3AART|45DUR|6RCR|7LHND|9aLIT|aBPWR
55	25344 13311	2	   	277.81	DCR|4VULN|3DUR|1TLV|1AART	138aVULN|2TLV|48aFEWX|5MBVNT|6RCR|78aDUR|8aBPWR|9AART
56	25344 24311	2	   	277.81	DCR|4VULN|3DUR|1TLV|1AART	138aVULN|2TLV|48aFEWX|5MBVNT|68aDUR|7RCR|8aBPWR|9AART
57	21345 22313	10	   	277.79	DCR|4VULN|2DMG|1TLV|1DUR	1567VULN|27DMG|3DMSP|4RPLT|7BPWR|8RCR|9DUR|aTLV
58	21212 42412	2	   	277.69	DCR|4VULN|2DMG|1DUR|1TLV	1389VULN|23DMG|3BPWR|4ERES|5LWND|6RCR|7TLV|aDUR
59	21214 42412	2	   	277.69	DCR|4VULN|2DMG|1DUR|1TLV	1389VULN|23DMG|3BPWR|4ERES|5LHND|6RCR|7TLV|aDUR
60	21222 26631	7	   	277.39	DCR|4VULN|2TLV|1DMG|2CDMG|1AART	168aVULN|2DMG|3AART|48TLV|58CDMG|7RCR|8BPWR|9RPLT
61	21222 26661	7	   	277.39	DCR|4VULN|2TLV|1DMG|2CDMG|1AART	168aVULN|2DMG|3AART|48TLV|58CDMG|7RCR|8BPWR|9LHND
62	21222 26652	7	   	277.29	DCR|4VULN|2TLV|1DMG|2CDMG|1AART	168aVULN|2DMG|3AART|48TLV|58CDMG|7RCR|8BPWR|9ERES
63	21211 46241	2	   	277.09	DCR|4VULN|3DMG|1DUR	1359VULN|238DMG|3BPWR|4ERES|6ZMB|7DUR|aRCR
64	21232 13441	2	 * 	276.60	ACR|3VULN|3DMG|2DUR|1TLV|1CDMG|1AART	13aVULN|23aDMG|3aBPWR|4RCR|5TLV|6RPLT|7AART|8CDMG|9aDUR
65	21212 41612	5	   	276.47	DCR|3VULN|3DUR|2DMG|1AART	169VULN|29DMG|3AART|4BEXP|5CGEN|79aDUR|8RCR|9BPWR
66	21215 41612	4	   	276.47	DCR|3VULN|3DUR|2DMG|1AART	169VULN|29DMG|3AART|4BEXP|5CGEN|79aDUR|8RCR|9BPWR
67	21215 41612	3	   	276.37	DCR|3VULN|3DUR|2DMG|1AART	169VULN|29DMG|3AART|4DUST|5CGEN|79aDUR|8RCR|9BPWR
68	21262 41612	5	   	276.37	DCR|3VULN|3DUR|2DMG|1AART	169VULN|29DMG|3AART|4DUST|5CGEN|79aDUR|8RCR|9BPWR
69	21113 11414	3	   	276.22	DCR|4VULN|2DMG|2DUR	189aVULN|25DMG|37aLHND|4aDUR|6RCR|aBPWR
70	21113 11414	2	   	276.22	DCR|4VULN|2DMG|2DUR	189aVULN|25DMG|37aLHND|4aDUR|6RCR|aBPWR
71	21113 13414	2	   	276.22	DCR|4VULN|2DMG|2DUR	189aVULN|25DMG|3aLHND|4aDUR|6RCR|7DMSP|aBPWR
72	21113 13414	3	   	276.22	DCR|4VULN|2DMG|2DUR	189aVULN|25DMG|3aLHND|4aDUR|6RCR|7DMSP|aBPWR
73	31313 11414	3	   	276.22	DCR|4VULN|2DMG|2DUR	17aLHND|25DMG|389aVULN|4aDUR|6RCR|aBPWR
74	31313 13414	3	   	276.22	DCR|4VULN|2DMG|2DUR	1aLHND|25DMG|389aVULN|4aDUR|6RCR|7DMSP|aBPWR
75	61213 43341	2	   	276.22	DCR|4VULN|2DMG|2DUR	136ZMB|2389VULN|38BPWR|4ERES|58DMG|78DUR|aRCR
76	23142 14411	1	   	276.12	DCR|4VULN|2DMG|2DUR	146aVULN|2aDUR|3TBNT|5FEWX|7LHND|8RCR|9aDMG|aBPWR
77	25323 33124	2	   	276.04	DCR|4VULN|2DUR|2ASPD|1TLV	137aVULN|2TLV|4RCVC|5RPLT|6aDUR|8RCR|9aASPD|aBPWR
78	21221 46335	2	   	275.90	DCR|4VULN|3DMG|2LIT	1378VULN|237DMG|37BPWR|4RCVC|57LIT|6BBNT|9RPLT|aRCR
79	21225 32141	2	 * 	275.87	DCR|3VULN|3DMG|2ASPD|1TLV	139VULN|236DMG|36BPWR|4RCVC|56ASPD|7TLV|8FEWX|aRCR
80	21225 32241	2	   	275.87	DCR|3VULN|3DMG|2ASPD|1TLV	139VULN|236DMG|36BPWR|4RCVC|56ASPD|7TLV|8LWND|aRCR
81	21225 32451	2	   	275.87	DCR|3VULN|3DMG|2ASPD|1TLV	138VULN|236DMG|36BPWR|4RCVC|56ASPD|7TLV|9FEWX|aRCR
82	21312 43236	4	   	275.87	DCR|3VULN|3DMG|2ASPD|1TLV	17aVULN|29aDMG|3DMSP|4LWND|5TLV|6RCR|8aASPD|aBPWR
83	21532 43236	2	   	275.87	DCR|3VULN|3DMG|2ASPD|1TLV	17aVULN|29aDMG|3TLV|4RCVC|5LWND|6RCR|8aASPD|aBPWR
84	21345 22334	10	   	275.83	DCR|5VULN|2DMG|1ASPD	15679VULN|27DMG|3DMSP|4RPLT|7BPWR|8RCR|aASPD
85	21225 32355	2	   	275.77	DCR|3VULN|3DMG|2ASPD|1TLV	139VULN|236DMG|36BPWR|4RCVC|56ASPD|7TLV|8MBVNT|aRCR
86	21243 42413	2	   	275.19	DCR|4VULN|2DMG|1TLV|1CDMG	1389VULN|23DMG|3BPWR|4FEWX|5RMIN|6RCR|7TLV|aCDMG
87	21345 22362	10	   	275.19	DCR|4VULN|2DMG|1TLV|1CDMG	1567VULN|27DMG|3DMSP|4RPLT|7BPWR|8RCR|9TLV|aCDMG
88	21232 52263	2	 * 	274.52	ACR|4VULN|3DMG|2ASPD|1TLV	139aVULN|23aDMG|3aBPWR|4RCR|5TLV|6TBNT|7LIT|8aASPD
89	21251 21342	2	   	274.37	DCR|3VULN|3DMG|2CDMG|1DUR|1SELL	138VULN|238DMG|38BPWR|4BBNT|5SELL|6RCR|78CDMG|9DUR|aFEWX
90	21251 21343	2	   	274.37	DCR|3VULN|3DMG|2CDMG|1DUR|1SELL	138VULN|238DMG|38BPWR|4BBNT|5SELL|6RCR|78CDMG|9DUR|aZMB
91	21251 21344	2	   	274.37	DCR|3VULN|3DMG|2CDMG|1DUR|1SELL	138VULN|238DMG|38BPWR|4BBNT|5SELL|6RCR|78CDMG|9DUR|aCGEN
92	21251 21346	2	   	274.37	DCR|3VULN|3DMG|2CDMG|1DUR|1SELL	138VULN|238DMG|38BPWR|4BBNT|5SELL|6RCR|78CDMG|9DUR|aRCVC
93	21222 26621	7	   	274.06	DCR|3VULN|2TLV|1DMG|2CDMG|1ASPD|1AART	168VULN|2DMG|3AART|48TLV|58CDMG|7RCR|8BPWR|9ASPD|aLIT
94	21213 16662	2	   	273.76	DCR|3VULN|3DMG|1DUR|1ASPD	136VULN|235DMG|3BPWR|4ERES|7LIT|8ASPD|9RCR|aDUR
95	23333 42413	1	   	273.65	DCR|4VULN|1DMG|1TLV|1DUR|1CDMG	1589VULN|2DUR|3ERES|4DMG|6RCR|7TLV|aCDMG
96	21223 21635	5	   	273.62	DCR|2VULN|3DMG|2CDMG|1TLV|1DUR|1AART	18VULN|278DMG|3AART|4TLV|5DUR|68CDMG|8BPWR|9LWND|aRCR
97	25233 33431	2	   	273.58	DCR|4VULN|2TLV|1DMG|1DUR|1AART	1379VULN|23TLV|3BPWR|4ZMB|5DMG|6AART|8DUR|aRCR
98	25236 11313	2	 * 	273.56	DCR|4VULN|2DMG|3TLV	137aVULN|23aTLV|3aBPWR|4ZMB|5LIT|6BBNT|8aDMG|9RCR
99	25336 11313	2	   	273.56	DCR|4VULN|2DMG|2TLV	137aVULN|2aTLV|4ZMB|5LIT|6BBNT|8aDMG|9RCR|aBPWR
100	22116 12416	2	 * 	273.45	DCR|3VULN|2DMG|2DUR|2TLV	16aVULN|2DUST|3TBNT|4aTLV|56DUR|6aBPWR|7MLV|8RCR|9aDMG
101	21256 12351	2	   	272.69	DCR|3VULN|2DMG|2DUR|1ASPD	138VULN|23DMG|3BPWR|4BBNT|5aDUR|6ASPD|7LIT|9RCR
102	21242 43214	2	   	272.54	DCR|4VULN|2DMG|1TLV|1ASPD	1379VULN|23DMG|3BPWR|4FEWX|5TLV|6RCR|8ASPD|aLWND
103	21242 43215	2	   	272.54	DCR|4VULN|2DMG|1TLV|1ASPD	1379VULN|23DMG|3BPWR|4FEWX|5TLV|6RCR|8ASPD|aRMIN
104	21242 43242	2	   	272.54	DCR|4VULN|2DMG|1TLV|1ASPD	137aVULN|23DMG|3BPWR|4FEWX|5TLV|6RCR|8ASPD|9RPLT
105	21242 43211	2	   	272.44	DCR|4VULN|2DMG|1TLV|1ASPD	1379VULN|23DMG|3BPWR|4FEWX|5TLV|6RCR|8ASPD|aDUST
106	21221 16631	7	   	272.34	DCR|3VULN|2DMG|2TLV|2CDMG|1AART	18aVULN|25DMG|3AART|48TLV|68CDMG|7RCR|8BPWR|9RPLT
107	21221 16661	7	   	272.34	DCR|3VULN|2DMG|2TLV|2CDMG|1AART	18aVULN|25DMG|3AART|48TLV|68CDMG|7RCR|8BPWR|9LHND
108	21223 55621	6	 * 	272.25	DCR|3VULN|2ASPD|2TLV|1DMG|1DUR|1AART	19aVULN|2DMG|3AART|4aTLV|5DUR|6RCR|7LWND|8aASPD|aBPWR
109	21221 16652	7	   	272.24	DCR|3VULN|2DMG|2TLV|2CDMG|1AART	18aVULN|25DMG|3AART|48TLV|68CDMG|7RCR|8BPWR|9ERES
110	21323 13414	5	   	271.86	DCR|4VULN|3DUR|1DMG	189aVULN|2DMG|3DMSP|47aDUR|5aBEXP|6RCR|aBPWR
111	21213 13641	2	   	271.85	DCR|4VULN|3DMG|1ASPD	1369VULN|235DMG|3BPWR|4ERES|7LHND|8ASPD|aRCR
112	21213 43641	2	   	271.85	DCR|4VULN|3DMG|1ASPD	1379VULN|235DMG|3BPWR|4ERES|6LWND|8ASPD|aRCR
113	21213 63641	2	   	271.85	DCR|4VULN|3DMG|1ASPD	1379VULN|235DMG|3BPWR|4ERES|6LHND|8ASPD|aRCR
114	21212 23641	2	   	271.85	DCR|4VULN|3DMG|1ASPD	1379VULN|236DMG|3BPWR|4ERES|5LWND|8ASPD|aRCR
115	21214 23641	2	   	271.85	DCR|4VULN|3DMG|1ASPD	1379VULN|236DMG|3BPWR|4ERES|5LHND|8ASPD|aRCR
116	21213 33241	2	   	271.75	DCR|4VULN|3DMG|1ASPD	1379VULN|235DMG|3BPWR|4ERES|6DUST|8ASPD|aRCR
117	21325 13414	5	   	271.66	DCR|4VULN|3DUR|1DMG	189aVULN|2DMG|3DMSP|47aDUR|5aDUST|6RCR|aBPWR
118	21212 41616	5	   	271.55	DCR|3VULN|2DMG|2DUR|1AART	169VULN|29DMG|3AART|4BEXP|5CGEN|79DUR|8RCR|9BPWR|aLIT
119	21213 24313	6	   	271.55	DCR|3VULN|2DMG|2DUR|1AART	178VULN|27DMG|3AART|4BEXP|5LWND|67DUR|7BPWR|9RCR|aLIT
120	21213 25113	8	   	271.55	DCR|3VULN|2DMG|2DUR|1AART	178VULN|27DMG|3AART|4BEXP|5LWND|67DUR|7BPWR|9RCR|aLIT
121	21213 25313	7	   	271.55	DCR|3VULN|2DMG|2DUR|1AART	178VULN|27DMG|3AART|4BEXP|5LWND|67DUR|7BPWR|9RCR|aLIT
122	21213 25613	9	   	271.55	DCR|3VULN|2DMG|2DUR|1AART	179VULN|27DMG|3AART|4BEXP|5LWND|67DUR|7BPWR|8RCR|aLIT
123	21213 25622	8	   	271.55	DCR|3VULN|2DMG|2DUR|1AART	17aVULN|27DMG|3AART|4BEXP|5LWND|67DUR|7BPWR|8RCR|9LIT
124	21213 25633	8	   	271.55	DCR|3VULN|2DMG|2DUR|1AART	179VULN|27DMG|3AART|4BEXP|5LWND|67DUR|7BPWR|8RCR|aLIT
125	21213 25662	9	   	271.55	DCR|3VULN|2DMG|2DUR|1AART	17aVULN|27DMG|3AART|4BEXP|5LWND|67DUR|7BPWR|8RCR|9LIT
126	21234 65313	6	   	271.55	DCR|3VULN|2DMG|2DUR|1AART	17aVULN|2aDMG|3AART|45DUR|6RCR|8LIT|9aBEXP|aBPWR
127	21526 24313	6	   	271.55	DCR|3VULN|2DMG|2DUR|1AART	178VULN|27DMG|3BEXP|4LWND|5AART|67DUR|7BPWR|9RCR|aLIT
128	21526 25113	8	   	271.55	DCR|3VULN|2DMG|2DUR|1AART	178VULN|27DMG|3BEXP|4LWND|5AART|67DUR|7BPWR|9RCR|aLIT
129	21526 25313	7	   	271.55	DCR|3VULN|2DMG|2DUR|1AART	178VULN|27DMG|3BEXP|4LWND|5AART|67DUR|7BPWR|9RCR|aLIT
130	21263 25613	9	   	271.45	DCR|3VULN|2DMG|2DUR|1AART	179VULN|27DMG|3AART|4DUST|5LWND|67DUR|7BPWR|8RCR|aLIT
131	21263 25633	8	   	271.45	DCR|3VULN|2DMG|2DUR|1AART	179VULN|27DMG|3AART|4DUST|5LWND|67DUR|7BPWR|8RCR|aLIT
132	21263 25622	8	   	271.45	DCR|3VULN|2DMG|2DUR|1AART	17aVULN|27DMG|3AART|4DUST|5LWND|67DUR|7BPWR|8RCR|9LIT
133	21263 25113	8	   	271.45	DCR|3VULN|2DMG|2DUR|1AART	178VULN|27DMG|3AART|4DUST|5LWND|67DUR|7BPWR|9RCR|aLIT
134	21114 34316	6	   	271.30	DCR|4VULN|2DMG|1DUR|1AART	178aVULN|27DMG|3LHND|4AART|5DUR|67BEXP|7BPWR|9RCR
135	21114 35116	8	   	271.30	DCR|4VULN|2DMG|1DUR|1AART	178aVULN|27DMG|3LHND|4AART|5DUR|67BEXP|7BPWR|9RCR
136	21114 35133	9	   	271.30	DCR|4VULN|2DMG|1DUR|1AART	1789VULN|27DMG|3LHND|4AART|5DUR|67BEXP|7BPWR|aRCR
137	21114 35316	7	   	271.30	DCR|4VULN|2DMG|1DUR|1AART	178aVULN|27DMG|3LHND|4AART|5DUR|67BEXP|7BPWR|9RCR
138	21214 14316	6	   	271.30	DCR|4VULN|2DMG|1DUR|1AART	178aVULN|27DMG|3AART|4BEXP|5DUR|67LHND|7BPWR|9RCR
139	21214 15116	8	   	271.30	DCR|4VULN|2DMG|1DUR|1AART	178aVULN|27DMG|3AART|4BEXP|5DUR|67LHND|7BPWR|9RCR
140	21214 15133	9	   	271.30	DCR|4VULN|2DMG|1DUR|1AART	1789VULN|27DMG|3AART|4BEXP|5DUR|67LHND|7BPWR|aRCR
141	21214 15316	7	   	271.30	DCR|4VULN|2DMG|1DUR|1AART	178aVULN|27DMG|3AART|4BEXP|5DUR|67LHND|7BPWR|9RCR
142	21214 24316	5	   	271.30	DCR|4VULN|2DMG|1DUR|1AART	178aVULN|27DMG|3AART|4BEXP|5DUR|67LWND|7BPWR|9RCR
143	21231 24316	4	   	271.30	DCR|4VULN|2DMG|1DUR|1AART	178aVULN|27DMG|3AART|4DUR|5BEXP|67LWND|7BPWR|9RCR
144	21231 44316	4	   	271.30	DCR|4VULN|2DMG|1DUR|1AART	178aVULN|27DMG|3AART|4DUR|5BEXP|67FEWX|7BPWR|9RCR
145	21233 15116	8	   	271.30	DCR|4VULN|2DMG|1DUR|1AART	178aVULN|27DMG|3AART|4DUR|5LWND|67LHND|7BPWR|9RCR
146	21233 15133	9	   	271.30	DCR|4VULN|2DMG|1DUR|1AART	1789VULN|27DMG|3AART|4DUR|5LWND|67LHND|7BPWR|aRCR
147	21233 15616	9	   	271.30	DCR|4VULN|2DMG|1DUR|1AART	179aVULN|27DMG|3AART|4DUR|5LWND|67LHND|7BPWR|8RCR
148	21233 15636	8	   	271.30	DCR|4VULN|2DMG|1DUR|1AART	179aVULN|27DMG|3AART|4DUR|5LWND|67LHND|7BPWR|8RCR
149	21236 15116	8	   	271.30	DCR|4VULN|2DMG|1DUR|1AART	178aVULN|27DMG|3AART|4DUR|5FEWX|67LHND|7BPWR|9RCR
150	21236 15133	9	   	271.30	DCR|4VULN|2DMG|1DUR|1AART	1789VULN|27DMG|3AART|4DUR|5FEWX|67LHND|7BPWR|aRCR
151	21243 42412	2	   	271.20	DCR|4VULN|2DMG|1TLV|1AART	1389VULN|23DMG|3BPWR|4FEWX|5RMIN|6RCR|7TLV|aAART
152	21345 22314	10	   	271.20	DCR|4VULN|2DMG|1DUR|1AART	1567VULN|27DMG|3DMSP|4RPLT|7BPWR|8RCR|9DUR|aAART
153	21222 53432	2	   	271.20	DCR|4VULN|2DMG|1DUR|1AART	1379VULN|23DMG|3BPWR|4RCVC|5AART|6LHND|8DUR|aRCR
154	21245 13432	2	   	271.20	DCR|4VULN|2DMG|1DUR|1AART	1379VULN|23DMG|3BPWR|4FEWX|5RCVC|6DUR|8AART|aRCR
155	21213 24312	6	   	271.02	DCR|3VULN|2DMG|2DUR|2AART	178VULN|27DMG|3aAART|4BEXP|5LWND|67DUR|7BPWR|9RCR
156	21213 25112	8	   	271.02	DCR|3VULN|2DMG|2DUR|2AART	178VULN|27DMG|3aAART|4BEXP|5LWND|67DUR|7BPWR|9RCR
157	21213 25312	7	   	271.02	DCR|3VULN|2DMG|2DUR|2AART	178VULN|27DMG|3aAART|4BEXP|5LWND|67DUR|7BPWR|9RCR
158	21213 25612	9	   	271.02	DCR|3VULN|2DMG|2DUR|2AART	179VULN|27DMG|3aAART|4BEXP|5LWND|67DUR|7BPWR|8RCR
159	21213 25632	8	   	271.02	DCR|3VULN|2DMG|2DUR|2AART	179VULN|27DMG|3aAART|4BEXP|5LWND|67DUR|7BPWR|8RCR
160	21526 24312	6	   	271.02	DCR|3VULN|2DMG|2DUR|2AART	178VULN|27DMG|3BEXP|4LWND|5aAART|67DUR|7BPWR|9RCR
161	21526 25112	8	   	271.02	DCR|3VULN|2DMG|2DUR|2AART	178VULN|27DMG|3BEXP|4LWND|5aAART|67DUR|7BPWR|9RCR
162	21526 25312	7	   	271.02	DCR|3VULN|2DMG|2DUR|2AART	178VULN|27DMG|3BEXP|4LWND|5aAART|67DUR|7BPWR|9RCR
163	21222 35633	4	   	271.00	DCR|4VULN|2DMG|1TLV|1AART	159aVULN|26DMG|3AART|4TLV|7BBNT|8RCR
164	21263 25612	9	   	270.92	DCR|3VULN|2DMG|2DUR|2AART	179VULN|27DMG|3aAART|4DUST|5LWND|67DUR|7BPWR|8RCR
165	21263 25632	8	   	270.92	DCR|3VULN|2DMG|2DUR|2AART	179VULN|27DMG|3aAART|4DUST|5LWND|67DUR|7BPWR|8RCR
