0	Index      	Bounty	 *	Score 	Summary	Detail	
1	63162 33134	10	 * 	274.30	DCR|5VULN|2TLV|1DUR|1ASPD	1DUST|24578VULN|34TLV|4BPWR|6DUR|9ASPD|aRCR
48	24112 53421	10	   	258.11	DCR|5VULN|2DUR	1RMIN|238FEWX|4578aVULN|68DUR|8BPWR|9RCR
49	24152 13421	10	   	258.11	DCR|5VULN|2DUR	1RMIN|238FEWX|48DUR|5678aVULN|8BPWR|9RCR
50	24352 13421	10	   	258.11	DCR|5VULN|2DUR	1RMIN|248FEWX|38DUR|5678aVULN|8BPWR|9RCR
51	61313 24163	3	   	256.64	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	18DUST|2FEWX|38aVULN|4CDMG|5TLV|68DUR|7RCR|8BPWR|9ASPD
52	22651 26332	1	   	256.34	DCR|4VULN|2DUR|1AART	1RMIN|2AART|3LIT|478aVULN|59DUR|6RCR
53	33521 64122	3	   	256.07	DCR|3VULN|3DMG|1AART	137ERES|267DMG|467VULN|5AART|67BPWR|8DUST|9LIT|aRCR
54	33152 55223	9	   	256.05	DCR|2VULN|3DUR|2DMG|1TLV	1ERES|28DMG|3BEXP|4CGEN|58VULN|6TLV|78aDUR|8BPWR|9RCR
55	33352 55223	9	   	255.95	DCR|2VULN|3DUR|2DMG|1TLV	1ERES|28DMG|3DUST|4CGEN|58VULN|6TLV|78aDUR|8BPWR|9RCR
56	63161 13331	7	   	255.87	DCR|4VULN|1DMG|2TLV	1DUST|2467VULN|34TLV|4BPWR|5LHND|8DMG|9RCR|aLIT
57	63162 23361	7	   	255.77	DCR|4VULN|2TLV|1DMG	1DUST|2457VULN|34TLV|4BPWR|6MBVNT|8DMG|9RCR|aLIT
58	63135 15332	6	   	255.76	DCR|3VULN|2DUR|2TLV|1DMG	17DUST|256VULN|37TLV|47DUR|7BPWR|8DMG|9RCR|aCGEN
59	63135 15333	6	   	255.76	DCR|3VULN|2DUR|2TLV|1DMG	17DUST|256VULN|37TLV|47DUR|7BPWR|8DMG|9RCR|aBEXP
60	63162 36332	7	   	255.76	DCR|3VULN|2DUR|2TLV|1DMG	1DUST|245VULN|34TLV|4BPWR|67DUR|8DMG|9RCR|aCGEN
61	63162 36333	7	   	255.76	DCR|3VULN|2DUR|2TLV|1DMG	1DUST|245VULN|34TLV|4BPWR|67DUR|8DMG|9RCR|aBEXP
62	63522 32412	3	   	255.19	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	1DUST|259VULN|3CDMG|47DUR|6AART|8RCR|aTLV
63	63136 13523	5	   	254.85	DCR|3VULN|2DMG|1TLV|1DUR	178DUST|28aVULN|3TLV|4DUR|58DMG|6TBNT|8BPWR|9RCR
64	63136 33523	5	   	254.85	DCR|3VULN|2DMG|1TLV|1DUR	178DUST|28aVULN|3TLV|4DUR|58DMG|6BBNT|8BPWR|9RCR
65	63164 31133	9	   	254.82	DCR|3VULN|2TLV|1DMG|1DUR|1CDMG	1DUST|24aVULN|34TLV|4BPWR|5DMG|6LWND|7CDMG|8DUR|9RCR
66	63132 16225	9	   	254.77	DCR|3VULN|3DUR|1TLV|1AART	15DUST|269VULN|3TLV|457DUR|5BPWR|8AART|aRCR
67	63335 13134	10	   	254.23	DCR|5VULN|1DUR|1ASPD	1DUST|25678VULN|3MLV|4DUR|9ASPD|aRCR
68	25213 11517	1	   	253.75	DCR|3VULN|2DMG|1TLV|2LIT	1RMIN|27LIT|3FEWX|4MBVNT|579VULN|67DMG|7BPWR|8TLV|aRCR
69	25333 11517	3	   	253.65	DCR|3VULN|2DMG|1TLV|2LIT	1RMIN|2LEGI|3MBVNT|47LIT|579VULN|67DMG|7BPWR|8TLV|aRCR
70	24232 35312	1	   	253.51	DCR|4VULN|1DMG|1TLV|1AART	1RMIN|2379VULN|4RPLT|5DMG|6AART|8RCR|aTLV
71	63162 33521	9	   	253.41	DCR|4VULN|2TLV|1DUR|1AART	1DUST|2457VULN|34TLV|4BPWR|6DUR|8RPLT|9AART|aRCR
72	24231 62243	1	   	253.39	DCR|3VULN|2DUR|2ASPD|1TLV	1RMIN|237VULN|4RPLT|57ASPD|67DUR|7BPWR|8RCVC|9TLV|aRCR
73	24231 62353	1	   	253.39	DCR|3VULN|2DUR|2ASPD|1TLV	19RMIN|237VULN|4RPLT|57ASPD|67DUR|7BPWR|8TLV|aRCR
74	24336 22243	1	   	253.39	DCR|3VULN|2DUR|2ASPD|1TLV	1RMIN|267VULN|37DUR|4RPLT|57ASPD|7BPWR|8RCVC|9TLV|aRCR
75	24336 22353	1	   	253.39	DCR|3VULN|2DUR|2ASPD|1TLV	19RMIN|267VULN|37DUR|4RPLT|57ASPD|7BPWR|8TLV|aRCR
76	33422 25313	2	   	253.38	DCR|3VULN|2DMG|2DUR	17ERES|29DMG|3RPLT|47DUR|567VULN|7BPWR|8MLV|aRCR
77	33622 25313	3	   	253.38	DCR|3VULN|2DMG|2DUR	17ERES|29DMG|3RPLT|47DUR|567VULN|7BPWR|8MLV|aRCR
78	33652 25313	4	   	253.38	DCR|3VULN|2DMG|2DUR	17ERES|29DMG|3RPLT|47DUR|567VULN|7BPWR|8MLV|aRCR
79	32232 35261	1	   	253.38	DCR|3VULN|2DMG|2DUR	17ERES|239VULN|4RPLT|57DMG|67DUR|7BPWR|8RCVC|aRCR
80	32355 64113	8	   	253.13	DCR|4VULN|2DUR|2LIT	1ERES|24LIT|34DUR|4BPWR|5MBVNT|6RCR|789aVULN
81	63162 33231	7	   	252.06	DCR|4VULN|2TLV|1DUR	1DUST|2457VULN|34TLV|4BPWR|6DUR|8MLV|9RCR|aLIT
82	63162 33531	8	   	252.06	DCR|4VULN|2TLV|1DUR	1DUST|2457VULN|34TLV|4BPWR|6DUR|8RPLT|9RCR|aLIT
83	25535 13331	7	   	252.06	DCR|4VULN|1DMG|1DUR	1RMIN|2LEGI|3567VULN|4DUR|8DMG|9RCR|aLIT
84	33422 25243	2	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	17ERES|2DMG|3RPLT|47DUR|567VULN|7BPWR|8RCVC|9TLV|aRCR
85	33622 25243	3	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	17ERES|2DMG|3RPLT|47DUR|567VULN|7BPWR|8RCVC|9TLV|aRCR
86	63162 33431	7	   	251.96	DCR|4VULN|2TLV|1DUR|1NUKE	1DUST|2457VULN|34TLV|4BPWR|6DUR|8NUKE|9RCR|aLIT
87	63435 13331	7	   	251.96	DCR|4VULN|1DMG|1DUR	1DUST|2567VULN|3ERES|4DUR|8DMG|9RCR|aLIT
88	63135 16332	7	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1DUST|256VULN|3TLV|47DUR|8DMG|9RCR|aCGEN
89	63135 16333	7	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1DUST|256VULN|3TLV|47DUR|8DMG|9RCR|aBEXP
90	63132 13332	7	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	15DUST|267VULN|3TLV|45DUR|5BPWR|8DMG|9RCR|aCGEN
91	63132 13333	7	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	15DUST|267VULN|3TLV|45DUR|5BPWR|8DMG|9RCR|aBEXP
92	63132 13334	7	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	15DUST|267VULN|3TLV|45DUR|5BPWR|8DMG|9RCR|aRCVC
93	63132 13335	7	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	15DUST|267VULN|3TLV|45DUR|5BPWR|8DMG|9RCR|aRMIN
94	63132 13336	7	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	15DUST|267VULN|3TLV|45DUR|5BPWR|8DMG|9RCR|aRPLT
95	63132 13534	8	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	15DUST|267VULN|3TLV|45DUR|5BPWR|8RPLT|9RCR|aDMG
96	63135 23332	7	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1DUST|257VULN|3TLV|46DUR|8DMG|9RCR|aCGEN
97	63135 23333	7	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1DUST|257VULN|3TLV|46DUR|8DMG|9RCR|aBEXP
98	63135 23334	7	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1DUST|257VULN|3TLV|46DUR|8DMG|9RCR|aRCVC
99	63135 23335	7	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1DUST|257VULN|3TLV|46DUR|8DMG|9RCR|aRMIN
100	63135 23336	7	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1DUST|257VULN|3TLV|46DUR|8DMG|9RCR|aRPLT
101	33136 63233	8	   	251.85	DCR|3VULN|3DMG|1CDMG	1ERES|247DMG|34BEXP|4BPWR|5CDMG|68aVULN|9RCR
102	24332 13414	10	   	251.80	DCR|4VULN|3DUR	1RMIN|28FEWX|348DUR|5678VULN|8BPWR|9MLV|aRCR
103	24332 13422	10	   	251.80	DCR|4VULN|3DUR	1RMIN|28FEWX|348DUR|5678VULN|8BPWR|9RCR|aCGEN
104	24332 13422	9	   	251.80	DCR|4VULN|3DUR	1RMIN|28FEWX|348DUR|5678VULN|8BPWR|9RCR|aLWND
105	24332 13423	10	   	251.80	DCR|4VULN|3DUR	1RMIN|28aFEWX|348DUR|5678VULN|8BPWR|9RCR
106	24332 13424	10	   	251.80	DCR|4VULN|3DUR	1RMIN|28FEWX|348DUR|5678VULN|8BPWR|9RCR|aBELT
107	24332 13426	9	   	251.80	DCR|4VULN|3DUR	1RMIN|28FEWX|348DUR|5678VULN|8BPWR|9RCR|aMLV
108	24332 15113	6	   	251.80	DCR|4VULN|3DUR	1RMIN|27FEWX|347DUR|567aVULN|7BPWR|8LHND|9RCR
109	24332 13425	9	   	251.70	DCR|4VULN|3DUR	1RMIN|28FEWX|348DUR|5678VULN|8BPWR|9RCR|aDUST
110	24332 13426	10	   	251.70	DCR|4VULN|3DUR	1RMIN|28FEWX|348DUR|5678VULN|8BPWR|9RCR|aERES
111	24332 15413	6	   	251.70	DCR|4VULN|3DUR	1RMIN|27FEWX|347DUR|567aVULN|7BPWR|8LEGI|9RCR
112	25132 12213	7	   	251.70	DCR|4VULN|3DUR	1RMIN|2LEGI|348DUR|568aVULN|78BEXP|8BPWR|9RCR
113	25535 22213	7	   	251.70	DCR|4VULN|3DUR	1RMIN|2LEGI|358aVULN|468DUR|78BEXP|8BPWR|9RCR
114	25132 13414	10	   	251.60	DCR|4VULN|3DUR	1RMIN|2LEGI|348DUR|5678VULN|8BPWR|9MLV|aRCR
115	25132 13422	9	   	251.60	DCR|4VULN|3DUR	1RMIN|2LEGI|348DUR|5678VULN|8BPWR|9RCR|aLWND
116	25132 13422	10	   	251.60	DCR|4VULN|3DUR	1RMIN|2LEGI|348DUR|5678VULN|8BPWR|9RCR|aCGEN
117	25132 13423	10	   	251.60	DCR|4VULN|3DUR	1RMIN|2LEGI|348DUR|5678VULN|8BPWR|9RCR|aFEWX
118	25132 13424	10	   	251.60	DCR|4VULN|3DUR	1RMIN|2LEGI|348DUR|5678VULN|8BPWR|9RCR|aBELT
119	25132 13426	9	   	251.60	DCR|4VULN|3DUR	1RMIN|2LEGI|348DUR|5678VULN|8BPWR|9RCR|aMLV
120	24332 13421	9	   	251.56	DCR|4VULN|3DUR|1SELL	1RMIN|28FEWX|348DUR|5678VULN|8BPWR|9RCR|aSELL
121	25132 13425	9	   	251.50	DCR|4VULN|3DUR	1RMIN|2LEGI|348DUR|5678VULN|8BPWR|9RCR|aDUST
122	25132 13426	10	   	251.50	DCR|4VULN|3DUR	1RMIN|2LEGI|348DUR|5678VULN|8BPWR|9RCR|aERES
123	25132 13421	9	   	251.36	DCR|4VULN|3DUR|1SELL	1RMIN|2LEGI|348DUR|5678VULN|8BPWR|9RCR|aSELL
124	63313 23134	2	   	250.91	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1DUST|278VULN|3MBVNT|4CDMG|5TLV|6DUR|9RCR|aDMG
125	66332 13321	6	   	250.49	DCR|3VULN|2DUR|2ASPD|1CDMG	123DUST|28BPWR|48DUR|589VULN|6RCR|78ASPD|aCDMG
126	25531 62213	7	 * 	250.27	DCR|3VULN|3DUR|2ASPD	1RMIN|2LEGI|37aVULN|467DUR|57ASPD|7BPWR|8RCR|9MLV
127	25531 62223	7	   	250.27	DCR|3VULN|3DUR|2ASPD	1RMIN|2LEGI|37aVULN|467DUR|57ASPD|7BPWR|8RCR|9LHND
128	25531 62323	7	   	250.17	DCR|3VULN|3DUR|2ASPD	1RMIN|2LEGI|37aVULN|467DUR|57ASPD|7BPWR|8TBNT|9RCR
129	24232 61113	1	   	249.80	DCR|3VULN|2DMG|1DUR|1ASPD	1RMIN|238VULN|4RPLT|59DMG|6DUR|7ASPD|aRCR
130	33422 21113	2	   	249.70	DCR|3VULN|2DMG|1DUR|1ASPD	1ERES|29DMG|3RPLT|4DUR|568VULN|7ASPD|aRCR
131	33622 21113	3	   	249.70	DCR|3VULN|2DMG|1DUR|1ASPD	1ERES|29DMG|3RPLT|4DUR|568VULN|7ASPD|aRCR
132	33652 21113	4	   	249.70	DCR|3VULN|2DMG|1DUR|1ASPD	1ERES|29DMG|3RPLT|4DUR|568VULN|7ASPD|aRCR
133	32232 31113	1	   	249.70	DCR|3VULN|2DMG|1DUR|1ASPD	1ERES|238VULN|4RPLT|59DMG|6DUR|7ASPD|aRCR
134	63135 13521	9	   	249.60	DCR|4VULN|1TLV|1DUR|1AART	1DUST|2567VULN|3TLV|4DUR|8RPLT|9AART|aRCR
135	35221 63316	2	 * 	249.49	DCR|3VULN|2ASPD|1DMG|1CDMG|1AART	1ERES|2DMSP|36ASPD|469VULN|5AART|6BPWR|7CDMG|8RCR|aDMG
136	36221 63316	1	   	249.49	DCR|3VULN|2ASPD|1DMG|1CDMG|1AART	1ERES|2DMSP|36ASPD|469VULN|5AART|6BPWR|7CDMG|8RCR|aDMG
137	25126 32143	6	   	249.46	DCR|2VULN|3DUR|2DMG|1AART	1RMIN|2LEGI|39aDUR|49DMG|5AART|6RCR|7BELT|89VULN|9BPWR
138	25134 52211	7	   	249.46	DCR|2VULN|3DUR|2DMG|1AART	1RMIN|2LEGI|347DUR|57DMG|67VULN|7BPWR|8RCR|9MLV|aAART
139	24132 52222	1	   	249.45	DCR|3VULN|2DUR|2TLV|1CDMG	1RMIN|257VULN|3BELT|45TLV|5BPWR|69DUR|8CDMG|aRCR
140	63135 33331	7	   	249.38	DCR|3VULN|2TLV|1DMG|1DUR	1DUST|257VULN|36TLV|4DUR|8DMG|9RCR|aLIT
141	33422 15232	2	   	249.36	DCR|2VULN|3DUR|2DMG|1AART	17ERES|28DMG|3RPLT|467DUR|57VULN|7BPWR|9AART|aRCR
142	33622 15232	3	   	249.36	DCR|2VULN|3DUR|2DMG|1AART	17ERES|28DMG|3RPLT|467DUR|57VULN|7BPWR|9AART|aRCR
143	33652 15232	4	   	249.36	DCR|2VULN|3DUR|2DMG|1AART	17ERES|28DMG|3RPLT|467DUR|57VULN|7BPWR|9AART|aRCR
144	63315 71143	1	   	249.35	DCR|3VULN|2DUR|1DMG|1CDMG	18DUST|28DUR|3MBVNT|4CDMG|5DMG|6RCR|78aVULN|8BPWR|9MLV
145	32232 34132	1	   	249.35	DCR|3VULN|2DUR|1DMG|1CDMG	1ERES|23aVULN|4RPLT|5DMG|68DUR|7CDMG|9RCR
146	33422 24132	2	   	249.35	DCR|3VULN|2DUR|1DMG|1CDMG	1ERES|2DMG|3RPLT|48DUR|56aVULN|7CDMG|9RCR
147	33622 24132	3	   	249.35	DCR|3VULN|2DUR|1DMG|1CDMG	1ERES|2DMG|3RPLT|48DUR|56aVULN|7CDMG|9RCR
148	33652 24132	4	   	249.35	DCR|3VULN|2DUR|1DMG|1CDMG	1ERES|2DMG|3RPLT|48DUR|56aVULN|7CDMG|9RCR
149	63315 71123	1	   	249.25	DCR|3VULN|2DUR|1DMG|1CDMG	18DUST|28DUR|3MBVNT|4CDMG|5DMG|6RCR|78aVULN|8BPWR|9ERES
150	63163 12611	10	   	249.20	DCR|3VULN|2DUR|2TLV|1CDMG|1SELL	19DUST|249VULN|34TLV|49BPWR|5SELL|6BEXP|79DUR|8RCR|aCDMG
151	63163 22611	10	   	249.20	DCR|3VULN|2DUR|2TLV|1CDMG|1SELL	19DUST|249VULN|34TLV|49BPWR|5SELL|6FEWX|79DUR|8RCR|aCDMG
152	62252 15333	6	   	249.02	DCR|3VULN|3DUR|1DMG	17DUST|23CGEN|47aDUR|567VULN|7BPWR|8DMG|9RCR
153	63135 25213	6	 * 	248.92	DCR|3VULN|3DUR|2TLV	17DUST|25aVULN|37TLV|467DUR|7BPWR|8LWND|9RCR
154	63161 26113	7	   	248.92	DCR|3VULN|3DUR|2TLV	1DUST|24aVULN|34TLV|4BPWR|5LHND|678DUR|9RCR
155	63162 35111	6	 * 	248.82	DCR|3VULN|3DUR|3TLV	17DUST|245VULN|347TLV|47BPWR|67aDUR|8TBNT|9RCR
156	63135 25113	6	   	248.82	DCR|3VULN|3DUR|2TLV	17DUST|25aVULN|37TLV|467DUR|7BPWR|8LEGI|9RCR
157	63163 12612	10	   	248.78	DCR|3VULN|3DUR|2TLV|1SELL	19DUST|249VULN|34TLV|49BPWR|5SELL|6BEXP|79aDUR|8RCR
158	63163 22612	10	   	248.78	DCR|3VULN|3DUR|2TLV|1SELL	19DUST|249VULN|34TLV|49BPWR|5SELL|6FEWX|79aDUR|8RCR
159	25324 52471	5	 * 	248.71	DCR|4VULN|2ASPD|2CDMG	1RMIN|2LEGI|3MBVNT|47CDMG|5789VULN|67ASPD|7BPWR|aRCR
160	63135 13231	7	   	248.25	DCR|4VULN|1DUR|1TLV	1DUST|2567VULN|3TLV|4DUR|8MLV|9RCR|aLIT
161	63135 13531	8	   	248.25	DCR|4VULN|1TLV|1DUR	1DUST|2567VULN|3TLV|4DUR|8RPLT|9RCR|aLIT
162	22334 33514	10	   	248.21	DCR|2VULN|3DUR|2DMG	1RMIN|28LWND|348DUR|59DMG|6LIT|78VULN|8BPWR|aRCR
163	63135 13431	7	   	248.15	DCR|4VULN|1TLV|1DUR|1NUKE	1DUST|2567VULN|3TLV|4DUR|8NUKE|9RCR|aLIT
164	32231 35613	1	 * 	247.69	DCR|2VULN|2DMG|2DUR|2ASPD	17ERES|23VULN|4RPLT|57ASPD|67DUR|7BPWR|89DMG|aRCR
165	32336 25613	1	   	247.69	DCR|2VULN|2DMG|2DUR|2ASPD	17ERES|26VULN|37DUR|4RPLT|57ASPD|7BPWR|89DMG|aRCR
166	63161 13332	7	   	247.57	DCR|4VULN|2TLV|1DMG	1DUST|2467VULN|34TLV|4BPWR|5LHND|8DMG|9RCR|aCGEN
167	63161 13333	7	   	247.57	DCR|4VULN|2TLV|1DMG	1DUST|2467VULN|34TLV|4BPWR|5LHND|8DMG|9RCR|aBEXP
168	63161 13334	7	   	247.57	DCR|4VULN|2TLV|1DMG	1DUST|2467VULN|34TLV|4BPWR|5LHND|8DMG|9RCR|aRCVC
169	63161 13335	7	   	247.57	DCR|4VULN|2TLV|1DMG	1DUST|2467VULN|34TLV|4BPWR|5LHND|8DMG|9RCR|aRMIN
170	63161 13336	7	   	247.57	DCR|4VULN|2TLV|1DMG	1DUST|2467VULN|34TLV|4BPWR|5LHND|8DMG|9RCR|aRPLT
171	63162 23362	7	   	247.47	DCR|4VULN|2TLV|1DMG	1DUST|2457VULN|34TLV|4BPWR|6MBVNT|8DMG|9RCR|aCGEN
172	63162 23363	7	   	247.47	DCR|4VULN|2TLV|1DMG	1DUST|2457VULN|34TLV|4BPWR|6MBVNT|8DMG|9RCR|aFEWX
173	63162 23364	7	   	247.47	DCR|4VULN|2TLV|1DMG	1DUST|2457VULN|34TLV|4BPWR|6MBVNT|8DMG|9RCR|aRCVC
174	25324 24441	6	 * 	247.47	DCR|4VULN|2TLV|2CDMG	1RMIN|2LEGI|3MBVNT|49CDMG|5789VULN|69TLV|9BPWR|aRCR
175	23411 56313	1	   	247.12	DCR|3VULN|2CDMG|1TLV|1DUR|1AART	12RMIN|36CDMG|4AART|569VULN|6BPWR|7TLV|8RCR|aDUR
176	61312 35412	3	   	247.00	DCR|4VULN|1TLV|1CDMG|1AART	1DUST|2FEWX|3579VULN|4CDMG|6AART|8RCR|aTLV
