0	Index      	Bounty	 *	Score 	Summary	Detail	
1	21326 43131	2	 * 	296.09	DCR|4VULN|2DMG|3ASPD|3TLV	147TLV|247ASPD|3TBNT|47aBPWR|579aVULN|6RCR|8aDMG
46	32121 31531	9	   	276.22	DCR|4VULN|2DMG|2DUR	17DMG|27DUR|3RCVC|4BELT|5678VULN|7BPWR|9MLV|aRCR
47	32121 31551	8	   	276.22	DCR|4VULN|2DMG|2DUR	17DMG|27DUR|3RCVC|4BELT|5678VULN|7BPWR|9CGEN|aRCR
48	32644 21313	2	   	276.12	DCR|4VULN|2DMG|2DUR	19DMG|29DUR|3BBNT|479aVULN|58RMIN|6RCR|9BPWR
49	33644 21313	1	   	276.12	DCR|4VULN|2DMG|2DUR	19DMG|29DUR|3BBNT|479aVULN|58RMIN|6RCR|9BPWR
50	32543 33315	2	 * 	276.03	ACR|4VULN|3DMG|2DUR|1TLV	189DMG|26DUR|3RCR|4TBNT|5689VULN|689BPWR|789CGEN|aTLV
51	32643 33315	1	   	276.03	ACR|4VULN|3DMG|2DUR|1TLV	189DMG|2RCR|36DUR|4TBNT|5689VULN|689BPWR|789CGEN|aTLV
52	33543 33315	1	   	276.03	ACR|4VULN|3DMG|2DUR|1TLV	189DMG|26DUR|3RCR|4TBNT|5689VULN|689BPWR|789CGEN|aTLV
53	32641 33315	2	   	276.03	ACR|4VULN|3DMG|2DUR|1TLV	189DMG|26DUR|3BBNT|4689VULN|5RCR|689BPWR|789CGEN|aTLV
54	33641 33315	1	   	276.03	ACR|4VULN|3DMG|2DUR|1TLV	189DMG|26DUR|3BBNT|4689VULN|5RCR|689BPWR|789CGEN|aTLV
55	31122 21212	3	   	275.77	DCR|3VULN|3DMG|2ASPD|1DUR	18aDMG|2aASPD|3DUR|4BBNT|5LHND|6RCR|79aVULN|aBPWR
56	31143 21212	3	   	275.77	DCR|3VULN|3DMG|2ASPD|1DUR	18aDMG|2aASPD|3DUR|4LHND|5BBNT|6RCR|79aVULN|aBPWR
57	31122 21512	3	   	274.70	DCR|3VULN|2DMG|2DUR|2ASPD	1aDMG|2aASPD|38DUR|4BBNT|5LHND|6RCR|79aVULN|aBPWR
58	31143 21512	3	   	274.70	DCR|3VULN|2DMG|2DUR|2ASPD	1aDMG|2aASPD|38DUR|4LHND|5BBNT|6RCR|79aVULN|aBPWR
59	31432 23246	10	   	273.80	DCR|2VULN|2DMG|2DUR|2ASPD|1TLV	1aDMG|23ASPD|4aDUR|5AART|6LHND|7RCR|8TLV|9aVULN|aBPWR
60	32543 33316	2	   	273.43	ACR|4VULN|3DMG|2DUR|1CDMG	189DMG|26DUR|3RCR|4TBNT|5689VULN|689BPWR|789CGEN|aCDMG
61	32643 33316	1	   	273.43	ACR|4VULN|3DMG|2DUR|1CDMG	189DMG|2RCR|36DUR|4TBNT|5689VULN|689BPWR|789CGEN|aCDMG
62	33543 33316	1	   	273.43	ACR|4VULN|3DMG|2DUR|1CDMG	189DMG|26DUR|3RCR|4TBNT|5689VULN|689BPWR|789CGEN|aCDMG
63	32641 33316	2	   	273.43	ACR|4VULN|3DMG|2DUR|1CDMG	189DMG|26DUR|3BBNT|4689VULN|5RCR|689BPWR|789CGEN|aCDMG
64	33641 33316	1	   	273.43	ACR|4VULN|3DMG|2DUR|1CDMG	189DMG|26DUR|3BBNT|4689VULN|5RCR|689BPWR|789CGEN|aCDMG
65	32543 33313	2	 * 	273.01	ACR|4VULN|3DMG|3DUR	189DMG|26aDUR|3RCR|4TBNT|5689VULN|689BPWR|789CGEN
66	32641 33313	2	   	273.01	ACR|4VULN|3DMG|3DUR	189DMG|26aDUR|3BBNT|4689VULN|5RCR|689BPWR|789CGEN
67	32643 33313	1	   	273.01	ACR|4VULN|3DMG|3DUR	189DMG|2RCR|36aDUR|4TBNT|5689VULN|689BPWR|789CGEN
68	33543 33313	1	   	273.01	ACR|4VULN|3DMG|3DUR	189DMG|26aDUR|3RCR|4TBNT|5689VULN|689BPWR|789CGEN
69	33641 33313	1	   	273.01	ACR|4VULN|3DMG|3DUR	189DMG|26aDUR|3BBNT|4689VULN|5RCR|689BPWR|789CGEN
70	31431 31213	6	 * 	272.96	DCR|2VULN|3DMG|3ASPD|2DUR	18aDMG|235ASPD|45DUR|5BPWR|67VULN|9RCR
71	31116 16352	10	   	272.86	DCR|2VULN|3DUR|2DMG|1CDMG|1ASPD	19DMG|2ASPD|349DUR|5CDMG|6ZMB|7RCR|89VULN|9BPWR|aLIT
72	32643 22512	2	   	272.45	DCR|2VULN|2DMG|2DUR|2CDMG|1TLV	19DMG|29DUR|3BBNT|4aVULN|5TLV|6RCR|7AART|89CDMG|9BPWR
73	33643 22512	1	   	272.45	DCR|2VULN|2DMG|2DUR|2CDMG|1TLV	19DMG|29DUR|3BBNT|4aVULN|5TLV|6RCR|7AART|89CDMG|9BPWR
74	21326 43133	2	   	272.01	DCR|3VULN|3ASPD|3TLV|1DMG|1DUR	147TLV|247ASPD|3TBNT|47BPWR|579VULN|6RCR|8DMG|aDUR
75	31615 42313	4	   	271.75	DCR|4VULN|3DMG|1ASPD	169DMG|2ASPD|3ERES|456aVULN|6BPWR|7DUST|8RCR
76	36541 21231	7	   	271.70	DCR|2VULN|3DMG|3DUR|1TLV	148DMG|2LEGI|346DUR|46BPWR|56VULN|7TLV|9RCR|aLWND
77	36541 21232	7	   	271.70	DCR|2VULN|3DMG|3DUR|1TLV	148DMG|2LEGI|346DUR|46BPWR|56VULN|7TLV|9RCR|aMLV
78	36541 21233	7	   	271.70	DCR|2VULN|3DMG|3DUR|1TLV	148DMG|2LEGI|346DUR|46BPWR|56VULN|7TLV|9RCR|aRMIN
79	36541 21213	7	   	271.70	DCR|2VULN|3DMG|3DUR|1TLV	148DMG|2LEGI|346DUR|46BPWR|56VULN|7TLV|9BEXP|aRCR
80	36331 64313	2	   	271.42	DCR|2VULN|3DUR|2DMG|1CDMG	17DMG|2LEGI|3LIT|47VULN|5AART|679DUR|7BPWR|8CDMG|aRCR
81	32531 35113	4	   	271.29	DCR|3VULN|2DMG|2AART|1DUR|2LIT	18DMG|2DUR|3aAART|4RCVC|58LIT|678VULN|8BPWR|9RCR
82	31544 32511	10	   	271.10	DCR|2VULN|2DMG|2DUR|2ASPD|1CDMG	17DMG|27ASPD|3CDMG|4MBVNT|58VULN|67DUR|7BPWR|9AART|aRCR
83	31544 32261	10	   	271.10	DCR|2VULN|2DMG|2DUR|2ASPD|1CDMG	17DMG|27ASPD|3CDMG|4MBVNT|59VULN|67DUR|7BPWR|8AART|aRCR
84	31116 16352	9	   	270.87	DCR|2VULN|3DUR|2DMG|2CDMG|1ASPD	19DMG|2ASPD|349DUR|5aCDMG|6ZMB|7RCR|89VULN|9BPWR
85	32125 16621	1	   	270.81	ACR|4VULN|3DUR|2DMG|1CDMG	18DMG|2RCR|3LWND|478DUR|5689VULN|8BPWR|aCDMG
86	34111 16631	5	   	270.81	ACR|4VULN|3DUR|2DMG|1CDMG	18DMG|2FEWX|378DUR|4RCR|5689VULN|8BPWR|aCDMG
87	31431 33216	8	 * 	270.73	DCR|2VULN|3DUR|2DMG|3ASPD	18DMG|235ASPD|458DUR|58BPWR|68VULN|7BELT|9FEWX|aRCR
88	31431 33226	9	   	270.73	DCR|2VULN|3DUR|2DMG|3ASPD	18DMG|235ASPD|458DUR|58BPWR|68VULN|7BELT|9RCVC|aRCR
89	31431 33246	9	   	270.73	DCR|2VULN|3DUR|2DMG|3ASPD	18DMG|235ASPD|458DUR|58BPWR|68VULN|7BELT|9FEWX|aRCR
90	31431 33246	8	   	270.73	DCR|2VULN|3DUR|2DMG|3ASPD	18DMG|235ASPD|458DUR|58BPWR|68VULN|7BELT|9DMSP|aRCR
91	12141 25111	4	   	269.91	DCR|4VULN|2DMG|2LIT	18LIT|2LWND|3678VULN|48DMG|5AART|8BPWR|9RCR|aBEXP
92	12141 25112	4	   	269.91	DCR|4VULN|2DMG|2LIT	18LIT|2LWND|3678VULN|48DMG|5AART|8BPWR|9RCR|aFEWX
93	12141 25115	4	   	269.91	DCR|4VULN|2DMG|2LIT	18LIT|2LWND|3678VULN|48DMG|5AART|8BPWR|9RCR|aZMB
94	12231 25111	2	   	269.91	DCR|4VULN|2DMG|2LIT	18LIT|2LWND|38DMG|4678VULN|5AART|8BPWR|9RCR|aBEXP
95	12231 25112	2	   	269.91	DCR|4VULN|2DMG|2LIT	18LIT|2LWND|38DMG|4678VULN|5AART|8BPWR|9RCR|aFEWX
96	12231 25115	2	   	269.91	DCR|4VULN|2DMG|2LIT	18LIT|2LWND|38DMG|4678VULN|5AART|8BPWR|9RCR|aZMB
97	16141 25111	4	   	269.91	DCR|4VULN|2DMG|2LIT	18LIT|2LHND|3678VULN|48DMG|5AART|8BPWR|9RCR|aBEXP
98	16141 25112	4	   	269.91	DCR|4VULN|2DMG|2LIT	18LIT|2LHND|3678VULN|48DMG|5AART|8BPWR|9RCR|aFEWX
99	16231 25111	2	   	269.91	DCR|4VULN|2DMG|2LIT	18LIT|2LHND|38DMG|4678VULN|5AART|8BPWR|9RCR|aBEXP
100	16231 25112	2	   	269.91	DCR|4VULN|2DMG|2LIT	18LIT|2LHND|38DMG|4678VULN|5AART|8BPWR|9RCR|aFEWX
101	16231 25115	2	   	269.91	DCR|4VULN|2DMG|2LIT	18LIT|2LHND|38DMG|4678VULN|5AART|8BPWR|9RCR|aZMB
102	35313 31432	7	   	269.91	DCR|4VULN|2DMG|2LIT	18DMG|28LIT|3RMIN|4DMSP|5AART|6789VULN|8BPWR|aRCR
103	35313 33432	6	   	269.91	DCR|4VULN|2DMG|2LIT	18DMG|28LIT|3RMIN|4DMSP|5AART|6789VULN|8BPWR|aRCR
104	31514 52122	4	   	269.84	DCR|4VULN|2DMG|1CDMG|1ASPD	15DMG|2ASPD|3CDMG|4678VULN|9FEWX|aRCR
105	36331 25111	2	   	269.81	DCR|4VULN|2DMG|2LIT	18DMG|2LEGI|38LIT|4678VULN|5AART|8BPWR|9RCR|aBEXP
106	36331 25112	2	   	269.81	DCR|4VULN|2DMG|2LIT	18DMG|2LEGI|38LIT|4678VULN|5AART|8BPWR|9RCR|aFEWX
107	36331 25115	2	   	269.81	DCR|4VULN|2DMG|2LIT	18DMG|2LEGI|38LIT|4678VULN|5AART|8BPWR|9RCR|aZMB
108	12141 25114	4	   	269.81	DCR|4VULN|2DMG|2LIT	18LIT|2LWND|3678VULN|48DMG|5AART|8BPWR|9RCR|aDUST
109	12231 25114	2	   	269.81	DCR|4VULN|2DMG|2LIT	18LIT|2LWND|38DMG|4678VULN|5AART|8BPWR|9RCR|aDUST
110	16231 25114	2	   	269.81	DCR|4VULN|2DMG|2LIT	18LIT|2LHND|38DMG|4678VULN|5AART|8BPWR|9RCR|aDUST
111	31513 32642	6	   	269.77	DCR|3VULN|2DMG|2CDMG|1DUR|1ASPD	19DMG|2ASPD|35CDMG|467VULN|8DUR|aRCR
112	36331 25114	2	   	269.71	DCR|4VULN|2DMG|2LIT	18DMG|2LEGI|38LIT|4678VULN|5AART|8BPWR|9RCR|aDUST
113	53612 21413	10	   	269.46	DCR|3VULN|3DMG|1TLV|2LIT|1SELL	1SELL|279LWND|379DMG|48LIT|5TLV|679VULN|79BPWR|aRCR
114	21326 43134	2	   	269.41	DCR|3VULN|3ASPD|3TLV|1DMG|1CDMG	147TLV|247ASPD|3TBNT|47BPWR|579VULN|6RCR|8DMG|aCDMG
115	32144 22613	6	   	269.24	DCR|3VULN|3DMG|2DUR	189DMG|25DUR|3RCVC|48aVULN|6RCR|78FEWX|8BPWR
116	31332 42713	10	 * 	269.24	DCR|3VULN|3DMG|3ASPD	19aDMG|29aASPD|3RPLT|4ZMB|5MBVNT|6RCR|7FEWX|89aVULN|9aBPWR
117	31332 45413	10	   	269.24	DCR|3VULN|3DMG|3ASPD	19aDMG|29aASPD|3RPLT|4ZMB|5MBVNT|6RCR|7LHND|89aVULN|9aBPWR
118	31332 41713	10	   	269.14	DCR|3VULN|3DMG|3ASPD	19aDMG|29aASPD|3RPLT|4ZMB|5MBVNT|6RCR|7DUST|89aVULN|9aBPWR
119	32223 38481	5	   	269.14	DCR|3VULN|3DMG|2DUR	19aDMG|29DUR|3LWND|4CGEN|589VULN|6MBVNT|7RCR|9BPWR
120	32323 38481	5	   	269.14	DCR|3VULN|3DMG|2DUR	19aDMG|29DUR|3CGEN|4BEXP|589VULN|6MBVNT|7RCR|9BPWR
121	31331 62413	6	   	269.09	DCR|3VULN|3DMG|3ASPD|1SELL	18aDMG|28aASPD|3RPLT|4ZMB|5FEWX|68aVULN|7SELL|8aBPWR|9RCR
122	36313 38481	5	   	269.04	DCR|3VULN|3DMG|2DUR	19aDMG|2LEGI|3CGEN|49DUR|589VULN|6MBVNT|7RCR|9BPWR
123	21261 43423	1	   	268.52	DCR|3VULN|2DMG|2TLV|1DUR	17TLV|2TBNT|37aVULN|47DMG|5RCVC|6RCR|7BPWR|8AART|9DUR
124	11145 13224	8	 * 	268.25	ACR|5VULN|3DMG|3LIT	17aLIT|2RCR|35789VULN|47aDMG|6BELT|7aBPWR
125	31161 23325	7	   	268.20	DCR|3VULN|3ASPD|1DMG|1TLV|1DUR	1DMG|267ASPD|3DUR|4TLV|569VULN|6BPWR|8TBNT|aRCR
126	31161 23625	7	   	268.20	DCR|3VULN|3ASPD|1DMG|1TLV|1DUR	1DMG|267ASPD|3DUR|4TLV|569VULN|6BPWR|8BBNT|aRCR
127	31161 24325	6	   	268.20	DCR|3VULN|3ASPD|1DMG|1TLV|1DUR	1DMG|267ASPD|3DUR|4TLV|569VULN|6BPWR|8TBNT|aRCR
128	31161 26325	6	   	268.20	DCR|3VULN|3ASPD|1DMG|1TLV|1DUR	1DMG|268ASPD|3DUR|4TLV|569VULN|6BPWR|7BBNT|aRCR
129	32125 16622	1	   	268.16	ACR|4VULN|3DUR|2DMG|1ASPD	18DMG|2RCR|3LWND|478DUR|5689VULN|8BPWR|aASPD
130	34111 16632	5	   	268.16	ACR|4VULN|3DUR|2DMG|1ASPD	18DMG|2FEWX|378DUR|4RCR|5689VULN|8BPWR|aASPD
131	31511 32344	10	 * 	267.85	DCR|2VULN|2DMG|2DUR|2ASPD|2CDMG	17DMG|28ASPD|37CDMG|49VULN|5LHND|67DUR|7BPWR|aRCR
132	32155 22421	2	   	267.13	DCR|3VULN|2DMG|2DUR|1CDMG	18DMG|28DUR|3LWND|4BEXP|589VULN|6RCR|7BBNT|8BPWR|aCDMG
133	32255 22421	3	   	267.13	DCR|3VULN|2DMG|2DUR|1CDMG	18DMG|28DUR|3LWND|4BEXP|589VULN|6RCR|7BBNT|8BPWR|aCDMG
134	33155 22421	1	   	267.13	DCR|3VULN|2DMG|2DUR|1CDMG	18DMG|28DUR|3LWND|4BEXP|589VULN|6RCR|7BBNT|8BPWR|aCDMG
135	36541 21131	10	   	267.05	DCR|2VULN|3DUR|2DMG|1TLV|1ASPD	14DMG|2LEGI|346DUR|46BPWR|56VULN|7TLV|8ASPD|9RCR|aCGEN
136	36541 21131	9	   	267.05	DCR|2VULN|3DUR|2DMG|1TLV|1ASPD	14DMG|2LEGI|346DUR|46BPWR|56VULN|7TLV|8ASPD|9RCR|aFEWX
137	36541 21132	10	   	267.05	DCR|2VULN|3DUR|2DMG|1TLV|1ASPD	14DMG|2LEGI|346DUR|46BPWR|56VULN|7TLV|8ASPD|9RCR|aBEXP
138	36541 21132	9	   	267.05	DCR|2VULN|3DUR|2DMG|1TLV|1ASPD	14DMG|2LEGI|346DUR|46BPWR|56VULN|7TLV|8ASPD|9RCR|aBEXP
139	36541 21133	10	   	267.05	DCR|2VULN|3DUR|2DMG|1TLV|1ASPD	14DMG|2LEGI|346DUR|46BPWR|56VULN|7TLV|8ASPD|9RCR|aLHND
140	36125 22421	2	   	267.03	DCR|3VULN|2DMG|2DUR|1CDMG	18DMG|2LEGI|3LWND|48DUR|589VULN|6RCR|7BBNT|8BPWR|aCDMG
141	36225 22421	3	   	267.03	DCR|3VULN|2DMG|2DUR|1CDMG	18DMG|2LEGI|3LWND|48DUR|589VULN|6RCR|7BBNT|8BPWR|aCDMG
142	32531 33116	3	   	266.85	DCR|2VULN|3DMG|2DUR|2LIT	18aDMG|24DUR|3AART|58LIT|68VULN|7RCVC|8BPWR|9RCR
143	32121 31241	9	   	266.81	DCR|3VULN|3DUR|2DMG	17DMG|279DUR|3RCVC|4BELT|567VULN|7BPWR|8CGEN|aRCR
144	32121 31261	8	   	266.81	DCR|3VULN|3DUR|2DMG	17DMG|279DUR|3RCVC|4BELT|567VULN|7BPWR|8CGEN|aRCR
145	32121 31661	7	   	266.81	DCR|3VULN|3DUR|2DMG	17DMG|279DUR|3RCVC|4BELT|567VULN|7BPWR|8CGEN|aRCR
146	32223 38483	5	   	266.71	DCR|3VULN|3DUR|2DMG	19DMG|29aDUR|3LWND|4CGEN|589VULN|6MBVNT|7RCR|9BPWR
147	32323 38484	5	   	266.71	DCR|3VULN|3DUR|2DMG	19DMG|29aDUR|3CGEN|4BEXP|589VULN|6MBVNT|7RCR|9BPWR
148	31232 26512	1	   	266.71	DCR|3VULN|3DUR|2DMG	1aDMG|2TBNT|39aVULN|4ZMB|5LHND|6RCR|78aDUR|aBPWR
149	32121 31341	9	   	266.71	DCR|3VULN|3DUR|2DMG	17DMG|279DUR|3RCVC|4BELT|567VULN|7BPWR|8ERES|aRCR
150	32121 31361	8	   	266.71	DCR|3VULN|3DUR|2DMG	17DMG|279DUR|3RCVC|4BELT|567VULN|7BPWR|8ERES|aRCR
151	32632 21512	2	   	266.71	DCR|3VULN|3DUR|2DMG	1aDMG|28aDUR|3BBNT|4ZMB|5LHND|6RCR|79aVULN|aBPWR
152	33632 21512	1	   	266.71	DCR|3VULN|3DUR|2DMG	1aDMG|28aDUR|3BBNT|4ZMB|5LHND|6RCR|79aVULN|aBPWR
153	36313 38483	5	   	266.61	DCR|3VULN|3DUR|2DMG	19DMG|2LEGI|3CGEN|49aDUR|589VULN|6MBVNT|7RCR|9BPWR
