0	Index      	Bounty	 *	Score 	Summary	Detail	
1	64132 26121	7	 * 	291.20	DCR|5VULN|3DUR|1DMG	12345VULN|6DMG|78aDUR|9RCR
13	61112 34531	5	 * 	281.42	DCR|4VULN|3DUR|2CDMG|1AART	168aVULN|2AART|34aDUR|5RPLT|7RCR|9aCDMG|aBPWR
14	43313 34531	2	   	281.42	DCR|4VULN|3DUR|2CDMG|1AART	15aDUR|2RPLT|3AART|468aVULN|7RCR|9aCDMG|aBPWR
15	61211 42431	7	   	281.20	DCR|5VULN|3DUR|1AART	1379aVULN|2AART|47aDUR|57aFEWX|6RCR|7aBPWR|8RMIN
16	61213 42431	7	   	281.20	DCR|5VULN|3DUR|1AART	1379aVULN|2AART|47aDUR|57aBEXP|6RCR|7aBPWR|8RMIN
17	64113 14321	4	 * 	281.18	DCR|5VULN|2DMG|1DUR	12358VULN|4RMIN|68DMG|78MLV|8BPWR|9RCR|aDUR
18	64113 16321	4	   	281.18	DCR|5VULN|2DMG|1DUR	12358VULN|4RMIN|68DMG|78CGEN|8BPWR|9RCR|aDUR
19	64131 13423	4	   	281.18	DCR|5VULN|2DMG|1TLV	12348VULN|5RPLT|68ZMB|78DMG|8BPWR|9RCR|aTLV
20	64131 15321	5	   	281.18	DCR|5VULN|2DMG|1DUR	12348VULN|58CGEN|68DMG|7RMIN|8BPWR|9RCR|aDUR
21	64133 14321	3	   	281.18	DCR|5VULN|2DMG|1DUR	12358VULN|4RMIN|68DMG|78MLV|8BPWR|9RCR|aDUR
22	64133 16321	3	   	281.18	DCR|5VULN|2DMG|1DUR	12358VULN|4RMIN|68DMG|78CGEN|8BPWR|9RCR|aDUR
23	64131 14121	5	   	281.08	DCR|5VULN|2DMG|1DUR	12347VULN|57CGEN|67DMG|7BPWR|8ERES|9RCR|aDUR
24	64123 33423	4	   	280.98	DCR|5VULN|2DMG|1TLV|1NUKE	12358VULN|4NUKE|6RPLT|78DMG|8BPWR|9RCR|aTLV
25	64132 25311	7	   	280.74	DCR|5VULN|2DMG|1TLV|1SELL	12345VULN|68DMG|7SELL|9RCR|aTLV
26	64132 22613	10	   	277.98	DCR|5VULN|2DUR|1DMG	12345VULN|6DMG|7MLV|8aDUR|9RCR
27	64132 26122	7	   	277.98	DCR|5VULN|2DUR|1DMG	12345VULN|6DMG|78DUR|9RCR|aLWND
28	64132 26313	10	   	277.98	DCR|5VULN|2DUR|1DMG	12345VULN|6DMG|7aDUR|8MLV|9RCR
29	64132 33533	10	   	277.98	DCR|5VULN|2DUR|1DMG	12345VULN|6RMIN|7RCR|8aDUR|9DMG
30	64132 26123	7	   	277.88	DCR|5VULN|2DUR|1DMG	12345VULN|6DMG|78DUR|9RCR|aTBNT
31	64132 61222	4	   	277.22	DCR|5VULN|2DUR|1ASPD	12346VULN|5LIT|79DUR|8RCR|aASPD
32	64132 22613	9	   	277.04	DCR|5VULN|1DMG|1DUR|1CDMG	12345VULN|6DMG|7MLV|8DUR|9RCR|aCDMG
33	64132 26313	9	   	277.04	DCR|5VULN|1DMG|1DUR|1CDMG	12345VULN|6DMG|7DUR|8MLV|9RCR|aCDMG
34	64132 33533	9	   	277.04	DCR|5VULN|1DMG|1DUR|1CDMG	12345VULN|6RMIN|7RCR|8DUR|9DMG|aCDMG
35	61232 15161	9	   	276.57	DCR|3VULN|3DMG|2LIT|1CDMG|1AART	139VULN|2AART|4ZMB|59LIT|679DMG|8RCR|9BPWR|aCDMG
36	44133 24344	7	   	276.46	DCR|4VULN|3DUR|1TLV	18aDUR|278aVULN|3LIT|4TLV|58aZMB|6MBVNT|8aBPWR|9RCR
37	64113 14322	4	   	275.93	DCR|5VULN|2DMG|1ASPD	12358VULN|4RMIN|68DMG|78MLV|8BPWR|9RCR|aASPD
38	64113 16322	4	   	275.93	DCR|5VULN|2DMG|1ASPD	12358VULN|4RMIN|68DMG|78CGEN|8BPWR|9RCR|aASPD
39	64131 15322	5	   	275.93	DCR|5VULN|2DMG|1ASPD	12348VULN|58CGEN|68DMG|7RMIN|8BPWR|9RCR|aASPD
40	64133 14322	3	   	275.93	DCR|5VULN|2DMG|1ASPD	12358VULN|4RMIN|68DMG|78MLV|8BPWR|9RCR|aASPD
41	64133 16322	3	   	275.93	DCR|5VULN|2DMG|1ASPD	12358VULN|4RMIN|68DMG|78CGEN|8BPWR|9RCR|aASPD
42	64131 14122	5	   	275.83	DCR|5VULN|2DMG|1ASPD	12347VULN|57CGEN|67DMG|7BPWR|8ERES|9RCR|aASPD
43	61211 42353	8	   	275.56	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG|1AART	137VULN|2AART|47DUR|57FEWX|6RCR|7BPWR|8TLV|9CDMG|aDMG
44	61213 42353	8	   	275.56	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG|1AART	137VULN|2AART|47DUR|57BEXP|6RCR|7BPWR|8TLV|9CDMG|aDMG
45	61211 42332	8	   	275.49	DCR|4VULN|2DUR|1TLV|1ASPD|1AART	1379VULN|2AART|47DUR|57FEWX|6RCR|7BPWR|8TLV|aASPD
46	61213 42332	8	   	275.49	DCR|4VULN|2DUR|1TLV|1ASPD|1AART	1379VULN|2AART|47DUR|57BEXP|6RCR|7BPWR|8TLV|aASPD
47	61141 42332	8	   	275.49	DCR|4VULN|2DUR|1TLV|1ASPD|1AART	1479VULN|2AART|37DUR|57FEWX|6RCR|7BPWR|8TLV|aASPD
48	61143 42332	8	   	275.49	DCR|4VULN|2DUR|1TLV|1ASPD|1AART	1479VULN|2AART|37DUR|57BEXP|6RCR|7BPWR|8TLV|aASPD
49	61211 42341	10	   	275.13	DCR|3VULN|3DUR|1DMG|1TLV|1AART	137VULN|2AART|47aDUR|57FEWX|6RCR|7BPWR|8TLV|9DMG
50	61213 42341	10	   	275.13	DCR|3VULN|3DUR|1DMG|1TLV|1AART	137VULN|2AART|47aDUR|57BEXP|6RCR|7BPWR|8TLV|9DMG
51	61111 42251	10	   	275.11	DCR|4VULN|3DUR|1CDMG|1AART	179aVULN|2AART|347DUR|57FEWX|6RCR|7BPWR|8CDMG
52	61113 42251	10	   	275.11	DCR|4VULN|3DUR|1CDMG|1AART	179aVULN|2AART|347DUR|57BEXP|6RCR|7BPWR|8CDMG
53	43312 54313	1	 * 	274.93	DCR|3VULN|3DUR|2ASPD|1TLV	18aDUR|258VULN|3MLV|4LIT|68ASPD|7RCR|8BPWR|9TLV
54	61312 54313	1	   	274.93	DCR|3VULN|3DUR|2ASPD|1TLV	158VULN|28aDUR|3MLV|4LIT|68ASPD|7RCR|8BPWR|9TLV
55	61232 15162	9	   	273.92	DCR|3VULN|3DMG|2LIT|1ASPD|1AART	139VULN|2AART|4ZMB|59LIT|679DMG|8RCR|9BPWR|aASPD
56	64132 43233	7	   	273.23	DCR|5VULN|1TLV|1DUR|1CDMG	12345VULN|6DUR|7LHND|8CDMG|9RCR|aTLV
57	64132 43333	8	   	273.23	DCR|5VULN|1TLV|1DUR|1CDMG	12345VULN|6DUR|7LHND|8CDMG|9RCR|aTLV
58	61255 12331	3	 * 	273.13	ACR|5VULN|2DMG|2DUR|1AART	1348aVULN|2AART|5RCR|6BEXP|7aDMG|9aDUR|aBPWR
59	64132 22612	9	   	273.05	DCR|5VULN|1DMG|1DUR|1AART	12345VULN|6DMG|7MLV|8DUR|9RCR|aAART
60	64132 26312	9	   	273.05	DCR|5VULN|1DMG|1DUR|1AART	12345VULN|6DMG|7DUR|8MLV|9RCR|aAART
61	64132 33532	9	   	273.05	DCR|5VULN|1DMG|1DUR|1AART	12345VULN|6RMIN|7RCR|8DUR|9DMG|aAART
62	64132 33114	8	   	273.05	DCR|5VULN|1DMG|1DUR|1AART	12345VULN|6RMIN|7RCR|8DMG|9AART|aDUR
63	64134 13333	10	   	272.97	DCR|5VULN|2DUR|2LIT	1234aVULN|58DUR|6aZMB|7aLIT|9RCR|aBPWR
64	61113 42235	8	   	272.53	DCR|3VULN|3DUR|1DMG|1CDMG|1AART	179VULN|2AART|347DUR|57BEXP|6RCR|7BPWR|8CDMG|aDMG
65	61232 45223	10	   	271.86	DCR|5VULN|1DMG|2LIT|1AART	13789VULN|2AART|48ZMB|58LIT|6RCR|8BPWR|aDMG
66	61211 42221	6	 * 	271.66	DCR|3VULN|2DUR|3CDMG|1DMG|1AART	139VULN|2AART|49DUR|5FEWX|6RCR|7DMG|89aCDMG|9BPWR
67	61213 42221	6	   	271.66	DCR|3VULN|2DUR|3CDMG|1DMG|1AART	139VULN|2AART|49DUR|5BEXP|6RCR|7DMG|89aCDMG|9BPWR
68	61141 42221	6	   	271.66	DCR|3VULN|2DUR|3CDMG|1DMG|1AART	149VULN|2AART|39DUR|5FEWX|6RCR|7DMG|89aCDMG|9BPWR
69	61143 42221	6	   	271.66	DCR|3VULN|2DUR|3CDMG|1DMG|1AART	149VULN|2AART|39DUR|5BEXP|6RCR|7DMG|89aCDMG|9BPWR
70	64132 23184	6	   	271.60	DCR|5VULN|1DMG|1DUR	12345VULN|6DMG|7MBVNT|8DUR|9LIT|aRCR
71	43312 54312	1	 * 	271.22	DCR|3VULN|3ASPD|2DUR|1TLV	18DUR|258VULN|3MLV|4LIT|68aASPD|7RCR|8BPWR|9TLV
72	61312 54312	1	   	271.22	DCR|3VULN|3ASPD|2DUR|1TLV	158VULN|28DUR|3MLV|4LIT|68aASPD|7RCR|8BPWR|9TLV
73	64132 32121	7	   	271.14	DCR|5VULN|3DUR	12345VULN|6RMIN|78aDUR|9RCR
74	64132 36121	6	   	271.14	DCR|5VULN|3DUR	12345VULN|6RMIN|78aDUR|9RCR
75	64132 41121	7	   	271.14	DCR|5VULN|3DUR	12345VULN|68aDUR|7CGEN|9RCR
76	64132 42121	6	   	271.14	DCR|5VULN|3DUR	12345VULN|68aDUR|7RMIN|9RCR
77	64134 21233	10	   	271.14	DCR|5VULN|3DUR	12349VULN|568DUR|7LHND|aRCR
78	61255 23322	6	   	271.10	DCR|4VULN|2DMG|1TLV|1AART	1358VULN|2AART|4RMIN|67DMG|9RCR|aTLV
79	46223 14331	3	   	269.83	DCR|3VULN|2DMG|2DUR|1TLV	17DUR|27DMG|3BEXP|4FEWX|5RMIN|67aVULN|7BPWR|8RCR|9TLV
80	31126 44331	3	   	269.73	DCR|3VULN|2DMG|2DUR|1TLV	1RMIN|27DMG|37aVULN|4BEXP|5DUST|67DUR|7BPWR|8RCR|9TLV
81	46233 14331	3	   	269.73	DCR|3VULN|2DMG|2DUR|1TLV	17DUR|27DMG|3BEXP|4DUST|5RMIN|67aVULN|7BPWR|8RCR|9TLV
82	46233 14331	4	   	269.73	DCR|3VULN|2DMG|2DUR|1TLV	17DUR|27DMG|3BEXP|4DUST|5RMIN|67aVULN|7BPWR|8RCR|9TLV
83	33242 62336	8	   	269.73	DCR|3VULN|2DMG|2DUR|1TLV	1RMIN|279VULN|3BEXP|47DMG|57DUR|6DLOT|7BPWR|8TLV|aRCR
84	65233 51331	7	   	269.63	DCR|3VULN|2DMG|2DUR|1TLV|1NUKE	17aVULN|27DMG|3BEXP|4DUST|57DUR|6NUKE|7BPWR|8RCR|9TLV
85	61514 22122	1	   	269.14	DCR|3VULN|3DMG|2DUR	14aVULN|28DUR|3TBNT|56aDMG|7aLHND|9RCR|aBPWR
86	64325 13231	10	   	268.89	DCR|3VULN|3DMG|2DUR|1SELL	129VULN|3RMIN|4MBVNT|589DMG|6SELL|79DUR|9BPWR|aRCR
87	61111 42253	10	   	268.72	DCR|3VULN|3DUR|1TLV|1CDMG|1AART	179VULN|2AART|347DUR|57FEWX|6RCR|7BPWR|8CDMG|aTLV
88	61113 42253	10	   	268.72	DCR|3VULN|3DUR|1TLV|1CDMG|1AART	179VULN|2AART|347DUR|57BEXP|6RCR|7BPWR|8CDMG|aTLV
89	61224 32331	5	   	268.20	DCR|4VULN|2DUR|2CDMG|1AART	138aVULN|2AART|4aCDMG|5RCVC|6RCR|7RPLT|9aDUR|aBPWR
90	61224 52331	6	   	268.20	DCR|4VULN|2DUR|2CDMG|1AART	138aVULN|2AART|4aCDMG|5RCVC|6RCR|7RPLT|9aDUR|aBPWR
91	61553 11331	5	   	268.20	DCR|4VULN|2DUR|2CDMG|1AART	168aVULN|2AART|3RPLT|4RCVC|5aCDMG|7RCR|9aDUR|aBPWR
92	61232 15163	10	 * 	267.93	DCR|3VULN|3DMG|3LIT|1AART	139VULN|2AART|4ZMB|59aLIT|679DMG|8RCR|9BPWR
93	61211 41431	7	   	267.77	DCR|5VULN|2DUR|1AART	1379aVULN|2AART|4aDUR|5aFEWX|6RCR|8RMIN|aBPWR
94	61211 43431	6	   	267.77	DCR|5VULN|2DUR|1AART	1379aVULN|2AART|4aDUR|5aFEWX|6RCR|8RMIN|aBPWR
95	61213 41431	7	   	267.77	DCR|5VULN|2DUR|1AART	1379aVULN|2AART|4aDUR|5aBEXP|6RCR|8RMIN|aBPWR
96	61213 43431	6	   	267.77	DCR|5VULN|2DUR|1AART	1379aVULN|2AART|4aDUR|5aBEXP|6RCR|8RMIN|aBPWR
97	61235 52231	6	   	267.77	DCR|5VULN|2DUR|1AART	1357aVULN|2AART|4ZMB|6RCR|8aFEWX|9aDUR|aBPWR
98	61235 52311	7	   	267.77	DCR|5VULN|2DUR|1AART	13589VULN|2AART|49ZMB|6RCR|79DUR|9BPWR|aBEXP
99	61235 52312	7	   	267.77	DCR|5VULN|2DUR|1AART	13589VULN|2AART|49ZMB|6RCR|79DUR|9BPWR|aMLV
100	61235 52313	7	   	267.77	DCR|5VULN|2DUR|1AART	13589VULN|2AART|49ZMB|6RCR|79DUR|9BPWR|aLWND
101	61235 52231	7	   	267.77	DCR|5VULN|2DUR|1AART	1359aVULN|2AART|4ZMB|6RCR|7aDUR|8aLHND|aBPWR
102	44612 32332	6	   	267.03	DCR|3VULN|2DMG|2DUR|1CDMG	1aDUR|259VULN|36DMG|4CDMG|7RCR|8RMIN
103	46236 11231	2	   	266.92	ACR|4VULN|3DUR|2DMG|1AART	13aDUR|23DMG|3aBPWR|4RCR|5AART|679aVULN|8aLHND
104	61131 41312	10	 * 	266.77	DCR|3VULN|2DUR|2ASPD|2TLV|1AART	17aVULN|2AART|3aDUR|4ZMB|58TLV|6RCR|9aASPD|aBPWR
105	64134 13333	9	   	266.74	DCR|4VULN|2DUR|1DMG	1234VULN|58DUR|6ZMB|7LIT|9RCR|aDMG
106	64233 32422	3	   	266.71	DCR|3VULN|3DUR|2DMG	12aVULN|38LWND|47aDUR|5aDMG|6TBNT|9RCR|aBPWR
107	64233 35122	3	   	266.71	DCR|3VULN|3DUR|2DMG	12aVULN|37LWND|48aDUR|5aDMG|6TBNT|9RCR|aBPWR
108	64263 33122	2	   	266.71	DCR|3VULN|3DUR|2DMG	12aVULN|3RCVC|4LHND|5aDMG|6TBNT|78aDUR|9RCR|aBPWR
109	43484 24431	1	   	266.61	DCR|3VULN|3DUR|2DMG	178DUR|257VULN|3MBVNT|4LEGI|67DMG|7BPWR|9RCR|aFEWX
110	43484 24433	1	   	266.61	DCR|3VULN|3DUR|2DMG	178DUR|257VULN|3MBVNT|4LEGI|67DMG|7BPWR|9RCR|aZMB
111	61484 24431	1	   	266.61	DCR|3VULN|3DUR|2DMG	157VULN|278DUR|3MBVNT|4LEGI|67DMG|7BPWR|9RCR|aFEWX
112	61484 24433	1	   	266.61	DCR|3VULN|3DUR|2DMG	157VULN|278DUR|3MBVNT|4LEGI|67DMG|7BPWR|9RCR|aZMB
113	43484 24432	1	   	266.51	DCR|3VULN|3DUR|2DMG	178DUR|257VULN|3MBVNT|4LEGI|67DMG|7BPWR|9RCR|aERES
114	43484 24434	1	   	266.51	DCR|3VULN|3DUR|2DMG	178DUR|257VULN|3MBVNT|4LEGI|67DMG|7BPWR|9RCR|aTBNT
115	61484 24432	1	   	266.51	DCR|3VULN|3DUR|2DMG	157VULN|278DUR|3MBVNT|4LEGI|67DMG|7BPWR|9RCR|aERES
116	61484 24434	1	   	266.51	DCR|3VULN|3DUR|2DMG	157VULN|278DUR|3MBVNT|4LEGI|67DMG|7BPWR|9RCR|aTBNT
117	21354 11314	3	 * 	266.50	DCR|4VULN|2DMG|2ASPD	19ZMB|2aDMG|3DLOT|4689VULN|59ASPD|7RCR|9BPWR
118	21364 11314	4	   	266.50	DCR|4VULN|2DMG|2ASPD	19ZMB|2aDMG|3DLOT|4689VULN|59ASPD|7RCR|9BPWR
119	64132 61221	4	   	266.22	DCR|5VULN|2DUR	12346VULN|5LIT|79DUR|8RCR|aRMIN
120	64132 61223	4	   	266.22	DCR|5VULN|2DUR	12346VULN|5LIT|79DUR|8RCR|aFEWX
121	61211 42222	6	   	265.62	DCR|3VULN|2DUR|1DMG|2CDMG|1AART	139VULN|2AART|49DUR|5FEWX|6RCR|7DMG|89CDMG|9BPWR|aLHND
122	61211 42224	6	   	265.62	DCR|3VULN|2DUR|1DMG|2CDMG|1AART	139VULN|2AART|49DUR|5aFEWX|6RCR|7DMG|89CDMG|9BPWR
123	61211 42225	6	   	265.62	DCR|3VULN|2DUR|1DMG|2CDMG|1AART	139VULN|2AART|49DUR|5FEWX|6RCR|7DMG|89CDMG|9BPWR|aBEXP
124	61211 42226	6	   	265.62	DCR|3VULN|2DUR|1DMG|2CDMG|1AART	139VULN|2AART|49DUR|5FEWX|6RCR|7DMG|89CDMG|9BPWR|aCGEN
125	61213 42222	6	   	265.62	DCR|3VULN|2DUR|1DMG|2CDMG|1AART	139VULN|2AART|49DUR|5BEXP|6RCR|7DMG|89CDMG|9BPWR|aLHND
126	61213 42224	6	   	265.62	DCR|3VULN|2DUR|1DMG|2CDMG|1AART	139VULN|2AART|49DUR|5BEXP|6RCR|7DMG|89CDMG|9BPWR|aFEWX
127	61213 42225	6	   	265.62	DCR|3VULN|2DUR|1DMG|2CDMG|1AART	139VULN|2AART|49DUR|5BEXP|6RCR|7DMG|89CDMG|9BPWR|aBELT
128	61141 42222	6	   	265.62	DCR|3VULN|2DUR|1DMG|2CDMG|1AART	149VULN|2AART|39DUR|5FEWX|6RCR|7DMG|89CDMG|9BPWR|aLHND
129	61143 42222	6	   	265.62	DCR|3VULN|2DUR|1DMG|2CDMG|1AART	149VULN|2AART|39DUR|5BEXP|6RCR|7DMG|89CDMG|9BPWR|aLHND
130	43634 21312	7	   	265.32	DCR|2VULN|3DMG|3DUR|1AART	157DUR|2RPLT|357DMG|4BELT|57BPWR|67VULN|8LWND|9AART|aRCR
131	31362 34531	5	 * 	265.25	DCR|4VULN|2DMG|2CDMG	1RMIN|2aDMG|3DLOT|468aVULN|5RPLT|7RCR|9aCDMG|aBPWR
132	64134 23214	9	   	265.15	DCR|4VULN|3DUR|1CDMG	1234VULN|568DUR|7MBVNT|9RCR|aCDMG
133	64132 33163	10	   	265.11	DCR|5VULN|1DMG|1AART	12345VULN|6RMIN|7RCR|8DMG|9AART|aLIT
134	64113 14323	4	   	264.93	DCR|5VULN|2DMG	12358VULN|4RMIN|68DMG|78MLV|8BPWR|9RCR|aFEWX
135	64113 16323	4	   	264.93	DCR|5VULN|2DMG	12358VULN|4RMIN|68DMG|78CGEN|8BPWR|9RCR|aFEWX
136	64131 13421	4	   	264.93	DCR|5VULN|2DMG	12348VULN|5RPLT|68ZMB|78DMG|8BPWR|9RCR|aBEXP
137	64131 13422	4	   	264.93	DCR|5VULN|2DMG	12348VULN|5RPLT|68ZMB|78DMG|8BPWR|9RCR|aCGEN
138	64131 15323	5	   	264.93	DCR|5VULN|2DMG	12348VULN|58CGEN|68DMG|7RMIN|8BPWR|9RCR|aFEWX
139	64133 14323	3	   	264.93	DCR|5VULN|2DMG	12358VULN|4RMIN|68DMG|78MLV|8BPWR|9RCR|aFEWX
140	64133 16323	3	   	264.93	DCR|5VULN|2DMG	12358VULN|4RMIN|68DMG|78CGEN|8BPWR|9RCR|aFEWX
141	61211 41532	6	   	264.91	DCR|3VULN|2DMG|1TLV|1DUR|1AART	13aVULN|2AART|4DUR|5aFEWX|6RCR|7CGEN|8TLV|9aDMG|aBPWR
142	61213 41532	6	   	264.91	DCR|3VULN|2DMG|1TLV|1DUR|1AART	13aVULN|2AART|4DUR|5aBEXP|6RCR|7CGEN|8TLV|9aDMG|aBPWR
143	64131 14123	5	   	264.83	DCR|5VULN|2DMG	12347VULN|57CGEN|67DMG|7BPWR|8ERES|9RCR|aBEXP
144	64123 33421	4	   	264.73	DCR|5VULN|2DMG|1NUKE	12358VULN|4NUKE|6RPLT|78DMG|8BPWR|9RCR|aBEXP
145	64123 33422	4	   	264.73	DCR|5VULN|2DMG|1NUKE	12358VULN|4NUKE|6RPLT|78DMG|8BPWR|9RCR|aCGEN
146	64132 33143	10	   	264.73	DCR|5VULN|2DMG	12345VULN|6RMIN|7RCR|8aDMG|9ZMB
147	64132 33151	8	   	264.73	DCR|5VULN|2DMG	12345VULN|6RMIN|7RCR|89DMG|aLWND
148	64132 33152	8	   	264.73	DCR|5VULN|2DMG	12345VULN|6RMIN|7RCR|89DMG|aLHND
149	64132 21413	10	   	264.63	DCR|5VULN|2DMG	12345VULN|6aDMG|7BEXP|8ERES|9RCR
150	64132 23413	10	   	264.63	DCR|5VULN|2DMG	12345VULN|6aDMG|7LWND|8ERES|9RCR
151	64132 33153	8	   	264.63	DCR|5VULN|2DMG	12345VULN|6RMIN|7RCR|89DMG|aDUST
152	64132 24313	10	   	264.53	DCR|5VULN|2DMG	12345VULN|6aDMG|7ERES|8LEGI|9RCR
153	46261 21311	7	   	264.49	DCR|3VULN|2DMG|2DUR|1ASPD	17DUR|27DMG|3BEXP|4LEGI|5ASPD|67aVULN|7BPWR|8RCR|9CGEN
154	46261 21331	7	   	264.49	DCR|3VULN|2DMG|2DUR|1ASPD	17DUR|27DMG|3BEXP|4LEGI|5ASPD|67aVULN|7BPWR|8RCR|9ZMB
155	64132 25312	7	   	264.49	DCR|5VULN|2DMG|1SELL	12345VULN|68DMG|7SELL|9RCR|aBELT
156	61211 42314	8	   	264.48	DCR|4VULN|2DUR|1TLV|1AART	137aVULN|2AART|47DUR|57FEWX|6RCR|7BPWR|8TLV|9RPLT
157	61211 42331	8	   	264.48	DCR|4VULN|2DUR|1TLV|1AART	1379VULN|2AART|47DUR|57FEWX|6RCR|7BPWR|8TLV|aLWND
158	61211 42334	8	   	264.48	DCR|4VULN|2DUR|1TLV|1AART	1379VULN|2AART|47DUR|57FEWX|6RCR|7BPWR|8TLV|aCGEN
159	61211 42335	8	   	264.48	DCR|4VULN|2DUR|1TLV|1AART	1379VULN|2AART|47DUR|57FEWX|6RCR|7BPWR|8TLV|aBELT
160	61211 42336	8	   	264.48	DCR|4VULN|2DUR|1TLV|1AART	1379VULN|2AART|47DUR|57FEWX|6RCR|7BPWR|8TLV|aZMB
161	61213 42314	8	   	264.48	DCR|4VULN|2DUR|1TLV|1AART	137aVULN|2AART|47DUR|57BEXP|6RCR|7BPWR|8TLV|9RPLT
162	61213 42331	8	   	264.48	DCR|4VULN|2DUR|1TLV|1AART	1379VULN|2AART|47DUR|57BEXP|6RCR|7BPWR|8TLV|aLWND
163	61213 42334	8	   	264.48	DCR|4VULN|2DUR|1TLV|1AART	1379VULN|2AART|47DUR|57BEXP|6RCR|7BPWR|8TLV|aCGEN
164	61213 42335	8	   	264.48	DCR|4VULN|2DUR|1TLV|1AART	1379VULN|2AART|47DUR|57BEXP|6RCR|7BPWR|8TLV|aBELT
165	61213 42336	8	   	264.48	DCR|4VULN|2DUR|1TLV|1AART	1379VULN|2AART|47DUR|57BEXP|6RCR|7BPWR|8TLV|aZMB
166	61141 42331	8	   	264.48	DCR|4VULN|2DUR|1TLV|1AART	1479VULN|2AART|37DUR|57FEWX|6RCR|7BPWR|8TLV|aLWND
167	61143 42331	8	   	264.48	DCR|4VULN|2DUR|1TLV|1AART	1479VULN|2AART|37DUR|57BEXP|6RCR|7BPWR|8TLV|aLWND
168	64132 25313	7	   	264.39	DCR|5VULN|2DMG|1SELL	12345VULN|68DMG|7SELL|9RCR|aLEGI
169	36112 43344	1	 * 	263.98	DCR|3VULN|3DUR|3TLV|2LIT	1RMIN|2MBVNT|38aDUR|47LIT|58aVULN|68aTLV|8aBPWR|9RCR
170	61232 14152	6	   	263.52	DCR|3VULN|2DMG|1DUR|2LIT|1AART	138VULN|2AART|4ZMB|58LIT|68DMG|7RCR|8BPWR|9MLV|aDUR
171	61232 14162	6	   	263.52	DCR|3VULN|2DMG|1DUR|2LIT|1AART	138VULN|2AART|4ZMB|58LIT|68DMG|7RCR|8BPWR|9RMIN|aDUR
172	61111 42232	8	   	263.47	DCR|3VULN|3DUR|1CDMG|1ASPD|1AART	179VULN|2AART|347DUR|57FEWX|6RCR|7BPWR|8CDMG|aASPD
173	61111 42252	9	   	263.47	DCR|3VULN|3DUR|1CDMG|1ASPD|1AART	179VULN|2AART|347DUR|57FEWX|6RCR|7BPWR|8CDMG|aASPD
174	61113 42232	8	   	263.47	DCR|3VULN|3DUR|1CDMG|1ASPD|1AART	179VULN|2AART|347DUR|57BEXP|6RCR|7BPWR|8CDMG|aASPD
175	61113 42252	9	   	263.47	DCR|3VULN|3DUR|1CDMG|1ASPD|1AART	179VULN|2AART|347DUR|57BEXP|6RCR|7BPWR|8CDMG|aASPD
176	64132 21221	6	   	263.39	DCR|5VULN|1DMG|1DUR	12345VULN|6DMG|78FEWX|9RCR|aDUR
177	64132 21313	10	   	263.39	DCR|5VULN|1DMG|1DUR	12345VULN|6DMG|7BEXP|8MLV|9RCR|aDUR
178	64132 21316	10	   	263.39	DCR|5VULN|1DMG|1TLV	12345VULN|6DMG|7BEXP|8MLV|9RCR|aTLV
179	64132 21521	8	   	263.39	DCR|5VULN|1DMG|1DUR	12345VULN|6DMG|7BEXP|8DMSP|9RCR|aDUR
