0	Index      	Bounty	 *	Score 	Summary	Detail	
1	36324 13151	5	 * 	289.25	DCR|4VULN|3DUR|2DMG	1268VULN|349DUR|58DMG|78DUST|8BPWR|aRCR
28	32513 16531	1	   	282.96	DCR|3VULN|3DUR|2DMG|1TLV	178VULN|237DUR|4ERES|5LHND|67DMG|7BPWR|9TLV|aRCR
29	32522 16531	1	   	282.96	DCR|3VULN|3DUR|2DMG|1TLV	178VULN|237DUR|4FEWX|5TLV|67DMG|7BPWR|9ERES|aRCR
30	36322 16131	3	   	282.96	DCR|3VULN|3DUR|2DMG|1TLV	127VULN|378DUR|4FEWX|5TLV|67DMG|7BPWR|9ERES|aRCR
31	36322 16131	2	   	282.96	DCR|3VULN|3DUR|2DMG|1TLV	127VULN|378DUR|4FEWX|5TLV|67DMG|7BPWR|9ERES|aRCR
32	36313 16131	2	   	282.96	DCR|3VULN|3DUR|2DMG|1TLV	127VULN|378DUR|4ERES|5LHND|67DMG|7BPWR|9TLV|aRCR
33	36313 16131	3	   	282.96	DCR|3VULN|3DUR|2DMG|1TLV	127VULN|378DUR|4ERES|5LHND|67DMG|7BPWR|9TLV|aRCR
34	34121 43214	8	   	281.75	DCR|4VULN|2DUR|1DMG|1CDMG|1AART	156aVULN|27DUR|3CDMG|4DMG|8AART|9RCR
35	36322 11541	3	   	280.74	DCR|3VULN|2DMG|2DUR|1TLV|1ASPD	128VULN|38DUR|4FEWX|5TLV|68DMG|7BBNT|8BPWR|9ASPD|aRCR
36	36322 11541	2	   	280.74	DCR|3VULN|2DMG|2DUR|1TLV|1ASPD	128VULN|38DUR|4FEWX|5TLV|68DMG|7BBNT|8BPWR|9ASPD|aRCR
37	36222 21121	5	 * 	279.33	DCR|5VULN|2DUR|2ASPD	12689VULN|37BEXP|48DUR|58ASPD|8BPWR|aRCR
38	32316 23165	1	 * 	278.60	DCR|4VULN|2DUR|1DMG|2CDMG	189aVULN|29DUR|3BELT|4BEXP|5DMG|6RCR|79CDMG|9BPWR
39	36621 35121	2	 * 	278.18	DCR|5VULN|2DUR|1DMG	12389VULN|4RCVC|5DMG|68BEXP|78DUR|8BPWR|aRCR
40	36324 11142	10	   	277.61	DCR|3VULN|3DUR|2DMG|1ASPD	127VULN|349DUR|56DMG|8ASPD|aRCR
41	34121 43211	8	   	276.69	DCR|3VULN|2DMG|2DUR|1CDMG|1AART	156VULN|27DUR|3CDMG|4aDMG|8AART|9RCR
42	33552 33413	1	   	276.47	DCR|3VULN|3DMG|2LIT|1CDMG|1AART	148VULN|2CDMG|38LIT|58aDMG|6RCR|7AART|8BPWR|9TBNT
43	36322 12251	5	   	276.27	DCR|3VULN|3DUR|1DMG|1TLV|1ASPD	126VULN|349DUR|5ASPD|7TLV|8DMG|aRCR
44	36322 35251	7	   	276.27	DCR|3VULN|3DUR|1DMG|1TLV|1ASPD	127VULN|349DUR|5ASPD|6TLV|8DMG|aRCR
45	36324 12251	5	   	276.27	DCR|3VULN|3DUR|1DMG|1TLV|1ASPD	126VULN|349DUR|5DMG|7TLV|8ASPD|aRCR
46	36422 23125	4	 * 	275.87	DCR|4VULN|2DUR|2TLV|2AART	1289VULN|36AART|49TLV|5DLOT|79DUR|9BPWR|aRCR
47	31123 24112	6	   	275.19	DCR|4VULN|2DMG|1DUR|1CDMG	168aVULN|2LWND|3CDMG|46DMG|5RPLT|6BPWR|7RCR|9DUR
48	31123 24163	6	   	275.19	DCR|4VULN|2DMG|1TLV|1CDMG	168aVULN|2LWND|3CDMG|46DMG|5RPLT|6BPWR|7RCR|9TLV
49	36616 32211	2	   	274.30	DCR|5VULN|1DMG|1TLV|1ASPD	12356VULN|46DUST|6BPWR|7DMG|8ASPD|9TLV|aRCR
50	36322 14151	5	 * 	273.01	DCR|4VULN|3DUR|2ASPD	1268VULN|349DUR|58ASPD|78LHND|8BPWR|aRCR
51	36322 13151	5	   	272.81	DCR|4VULN|3DUR|2ASPD	1268VULN|349DUR|58ASPD|78DUST|8BPWR|aRCR
52	34121 43215	8	   	272.33	DCR|3VULN|3DUR|1DMG|1CDMG|1AART	156VULN|27aDUR|3CDMG|4DMG|8AART|9RCR
53	32522 16215	1	 * 	271.80	DCR|2VULN|3DMG|3DUR|1TLV	17VULN|237DUR|4FEWX|5TLV|678DMG|7BPWR|9MLV|aRCR
54	32522 16234	1	   	271.80	DCR|2VULN|3DMG|3DUR|1TLV	17VULN|237DUR|4FEWX|5TLV|678DMG|7BPWR|9LHND|aRCR
55	32522 16224	1	   	271.70	DCR|2VULN|3DMG|3DUR|1TLV	17VULN|237DUR|4FEWX|5TLV|678DMG|7BPWR|9DUST|aRCR
56	31121 22141	6	   	271.29	DCR|4VULN|2DMG|3CDMG	1567VULN|2LWND|379CDMG|47DMG|7BPWR|8BBNT|aRCR
57	31121 22241	6	   	271.29	DCR|4VULN|2DMG|3CDMG	1567VULN|2LWND|379CDMG|47DMG|7BPWR|8TBNT|aRCR
58	32233 65133	4	   	269.76	DCR|4VULN|2ASPD|1TLV|1DUR	1678VULN|27MLV|3TLV|4LIT|57ASPD|7BPWR|9DUR|aRCR
59	32151 11511	1	   	269.73	DCR|3VULN|2DMG|2DUR|1TLV	148VULN|28DUR|3MLV|5FEWX|68DMG|7BBNT|8BPWR|9TLV|aRCR
60	32152 11511	1	   	269.73	DCR|3VULN|2DMG|2DUR|1TLV	148VULN|28DUR|3MLV|5BEXP|68DMG|7BBNT|8BPWR|9TLV|aRCR
61	32153 11511	1	   	269.73	DCR|3VULN|2DMG|2DUR|1TLV	148VULN|28DUR|3MLV|5LHND|68DMG|7BBNT|8BPWR|9TLV|aRCR
62	34151 11511	2	   	269.73	DCR|3VULN|2DMG|2DUR|1TLV	148VULN|28DUR|3MLV|5FEWX|68DMG|7BBNT|8BPWR|9TLV|aRCR
63	34152 11511	2	   	269.73	DCR|3VULN|2DMG|2DUR|1TLV	148VULN|28DUR|3MLV|5BEXP|68DMG|7BBNT|8BPWR|9TLV|aRCR
64	34153 11511	2	   	269.73	DCR|3VULN|2DMG|2DUR|1TLV	148VULN|28DUR|3MLV|5LHND|68DMG|7BBNT|8BPWR|9TLV|aRCR
65	36311 11511	2	   	269.63	DCR|3VULN|2DMG|2DUR|1TLV	128VULN|38DUR|4ERES|5FEWX|68DMG|7BBNT|8BPWR|9TLV|aRCR
66	36311 11511	3	   	269.63	DCR|3VULN|2DMG|2DUR|1TLV	128VULN|38DUR|4ERES|5FEWX|68DMG|7BBNT|8BPWR|9TLV|aRCR
67	36312 11511	3	   	269.63	DCR|3VULN|2DMG|2DUR|1TLV	128VULN|38DUR|4ERES|5BEXP|68DMG|7BBNT|8BPWR|9TLV|aRCR
68	36312 11511	2	   	269.63	DCR|3VULN|2DMG|2DUR|1TLV	128VULN|38DUR|4ERES|5BEXP|68DMG|7BBNT|8BPWR|9TLV|aRCR
69	36313 11511	3	   	269.63	DCR|3VULN|2DMG|2DUR|1TLV	128VULN|38DUR|4ERES|5LHND|68DMG|7BBNT|8BPWR|9TLV|aRCR
70	36313 11511	2	   	269.63	DCR|3VULN|2DMG|2DUR|1TLV	128VULN|38DUR|4ERES|5LHND|68DMG|7BBNT|8BPWR|9TLV|aRCR
71	32236 25163	5	   	269.61	DCR|3VULN|3DMG|1TLV|2LIT	178VULN|257MLV|3TLV|48LIT|678DMG|78BPWR|9TBNT|aRCR
72	32236 35163	6	   	269.61	DCR|3VULN|3DMG|1TLV|2LIT	178VULN|257MLV|3TLV|48LIT|678DMG|78BPWR|9TBNT|aRCR
73	33322 15526	8	   	269.44	DCR|4VULN|2DUR|1DMG|1ASPD	1789VULN|2RCVC|34DUR|5ASPD|6DMG|aRCR
74	36322 12526	8	   	269.44	DCR|4VULN|2DUR|1DMG|1ASPD	1289VULN|34DUR|5ASPD|6DMG|7RCVC|aRCR
75	32316 23161	1	 * 	269.19	DCR|3VULN|3DUR|1DMG|2CDMG	189VULN|29aDUR|3BELT|4BEXP|5DMG|6RCR|79CDMG|9BPWR
76	34316 23161	2	   	269.19	DCR|3VULN|3DUR|1DMG|2CDMG	189VULN|29aDUR|3BELT|4BEXP|5DMG|6RCR|79CDMG|9BPWR
77	36323 12515	4	 * 	269.09	DCR|3VULN|3DUR|2TLV|1DMG	12aVULN|34aDUR|5BBNT|6RCR|7DMG|8CGEN|9aTLV|aBPWR
78	36221 65221	7	   	268.92	DCR|5VULN|2DUR|1ASPD	12679VULN|3BEXP|45DUR|8ASPD|aRCR
79	36323 65221	7	   	268.92	DCR|5VULN|2DUR|1ASPD	12679VULN|34DUR|5BEXP|8ASPD|aRCR
80	31123 24161	6	   	268.80	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	168VULN|2LWND|3CDMG|46DMG|5RPLT|6BPWR|7RCR|9TLV|aDUR
81	33552 33431	1	   	268.69	DCR|3VULN|2DMG|2AART|2LIT|1CDMG	148VULN|2CDMG|38LIT|58DMG|6RCR|79AART|8BPWR|aZMB
82	33552 33432	1	   	268.69	DCR|3VULN|2DMG|2AART|2LIT|1CDMG	148VULN|2CDMG|38LIT|58DMG|6RCR|79AART|8BPWR|aLWND
83	33552 33433	1	   	268.59	DCR|3VULN|2DMG|2AART|2LIT|1CDMG	148VULN|2CDMG|38LIT|58DMG|6RCR|79AART|8BPWR|aERES
84	36521 12613	9	   	268.30	DCR|4VULN|2DUR|1DMG|1AART	125aVULN|3RPLT|4DMG|6aLHND|7AART|8RCR|9aDUR|aBPWR
85	36522 13613	9	   	268.30	DCR|4VULN|2DUR|1DMG|1AART	127aVULN|3RPLT|4DMG|5aLHND|6AART|8RCR|9aDUR|aBPWR
86	36522 15113	8	   	268.30	DCR|4VULN|2DUR|1DMG|1AART	128aVULN|3RPLT|4DMG|5aLHND|6AART|7aDUR|9RCR|aBPWR
87	36332 15212	5	   	268.27	DCR|4VULN|2DUR|1TLV|1CDMG	125aVULN|39DUR|4RPLT|6TLV|7RCR|8CDMG
88	34355 32232	3	   	268.10	DCR|4VULN|2DUR|1DMG|1NUKE|1AART	1457VULN|25DUR|3NUKE|5BPWR|6AART|8RPLT|9DMG|aRCR
89	36211 25131	7	   	267.95	DCR|4VULN|3DUR|1TLV	1267VULN|3BEXP|4LWND|568DUR|6BPWR|9TLV|aRCR
90	31461 25131	7	   	267.85	DCR|4VULN|3DUR|1TLV	1467VULN|2LWND|3DUST|568DUR|6BPWR|9TLV|aRCR
91	36241 25131	7	   	267.85	DCR|4VULN|3DUR|1TLV	1267VULN|3BEXP|4DUST|568DUR|6BPWR|9TLV|aRCR
92	34121 43321	6	   	267.41	DCR|3VULN|2DUR|1DMG|1CDMG|1AART	156VULN|28DUR|3CDMG|4DMG|7RCR|9LIT|aAART
93	34121 42214	8	   	267.16	DCR|4VULN|1DMG|1DUR|1CDMG|1AART	156aVULN|2DUR|3CDMG|4DMG|7RCVC|8AART|9RCR
94	36423 11511	7	   	267.09	DCR|3VULN|1DMG|2CDMG|1TLV|1DUR|1AART	127VULN|3AART|4TLV|56CDMG|8DUR|9RCR|aDMG
95	36324 12251	6	   	266.95	DCR|2VULN|3DUR|2DMG|1TLV|1ASPD	12VULN|349DUR|56DMG|7TLV|8ASPD|aRCR
96	32151 16151	1	   	266.81	DCR|3VULN|3DUR|2DMG	147VULN|278DUR|3MLV|5FEWX|67DMG|7BPWR|9CGEN|aRCR
97	33324 14151	5	   	266.81	DCR|3VULN|3DUR|2DMG	168VULN|2RCVC|349DUR|58DMG|78LHND|8BPWR|aRCR
98	32122 11536	1	   	266.71	DCR|3VULN|3DUR|2DMG	18aVULN|258DUR|3MLV|4LHND|68DMG|7BBNT|8BPWR|9RCR
99	32122 16136	1	   	266.71	DCR|3VULN|3DUR|2DMG	17aVULN|257DUR|3MLV|4LHND|67DMG|7BPWR|8TBNT|9RCR
100	32531 16531	1	   	266.71	DCR|3VULN|3DUR|2DMG	178VULN|237DUR|4CGEN|5FEWX|67DMG|7BPWR|9ERES|aRCR
101	34122 11536	2	   	266.71	DCR|3VULN|3DUR|2DMG	18aVULN|258DUR|3MLV|4LHND|68DMG|7BBNT|8BPWR|9RCR
102	34122 16136	2	   	266.71	DCR|3VULN|3DUR|2DMG	17aVULN|257DUR|3MLV|4LHND|67DMG|7BPWR|8TBNT|9RCR
103	32151 16131	1	   	266.71	DCR|3VULN|3DUR|2DMG	147VULN|278DUR|3MLV|5FEWX|67DMG|7BPWR|9ERES|aRCR
104	32251 16131	1	   	266.71	DCR|3VULN|3DUR|2DMG	147VULN|278DUR|3CGEN|5FEWX|67DMG|7BPWR|9ERES|aRCR
105	34151 16131	2	   	266.71	DCR|3VULN|3DUR|2DMG	147VULN|278DUR|3MLV|5FEWX|67DMG|7BPWR|9ERES|aRCR
106	34251 16131	2	   	266.71	DCR|3VULN|3DUR|2DMG	147VULN|278DUR|3CGEN|5FEWX|67DMG|7BPWR|9ERES|aRCR
107	34251 16131	3	   	266.71	DCR|3VULN|3DUR|2DMG	147VULN|278DUR|3CGEN|5FEWX|67DMG|7BPWR|9ERES|aRCR
108	36311 16151	2	   	266.71	DCR|3VULN|3DUR|2DMG	127VULN|378DUR|4ERES|5FEWX|67DMG|7BPWR|9CGEN|aRCR
109	36311 16151	3	   	266.71	DCR|3VULN|3DUR|2DMG	127VULN|378DUR|4ERES|5FEWX|67DMG|7BPWR|9CGEN|aRCR
110	36331 16131	3	   	266.71	DCR|3VULN|3DUR|2DMG	127VULN|378DUR|4CGEN|5FEWX|67DMG|7BPWR|9ERES|aRCR
111	36331 16131	2	   	266.71	DCR|3VULN|3DUR|2DMG	127VULN|378DUR|4CGEN|5FEWX|67DMG|7BPWR|9ERES|aRCR
112	36316 16131	6	   	266.62	DCR|3VULN|3DUR|2ASPD|1TLV	127VULN|378DUR|4LWND|5CGEN|67ASPD|7BPWR|9TLV|aRCR
113	32513 11536	1	   	266.61	DCR|3VULN|3DUR|2DMG	18aVULN|238DUR|4ERES|5LHND|68DMG|7BBNT|8BPWR|9RCR
114	33324 13151	5	   	266.61	DCR|3VULN|3DUR|2DMG	168VULN|2RCVC|349DUR|58DMG|78DUST|8BPWR|aRCR
115	36324 11151	7	   	266.61	DCR|3VULN|3DUR|2DMG	127VULN|349DUR|56DMG|8FEWX|aRCR
116	32122 16265	1	   	266.56	DCR|2VULN|3DMG|3DUR|1ASPD	17VULN|257DUR|3MLV|4LHND|678DMG|7BPWR|9ASPD|aRCR
117	33522 33412	1	 * 	266.27	DCR|2VULN|2DMG|3LIT|1DUR|1CDMG|1ASPD|1AART	18VULN|2CDMG|348LIT|58DMG|6RCR|7AART|8BPWR|9DUR|aASPD
118	36222 11541	4	   	266.15	DCR|3VULN|2DMG|1TLV|1DUR|1ASPD	128VULN|38BEXP|4DUR|5TLV|68DMG|7BBNT|8BPWR|9ASPD|aRCR
119	33552 33412	1	 * 	265.82	DCR|3VULN|2DMG|3LIT|1CDMG|1AART	148VULN|2CDMG|38aLIT|58DMG|6RCR|7AART|8BPWR|9TBNT
120	34121 43142	6	   	265.81	DCR|4VULN|1DMG|1DUR|1CDMG	1569VULN|2DUR|3CDMG|4DMG|7RCR|8LWND|aLIT
121	34121 24161	6	   	265.70	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	158VULN|2aDUR|3CDMG|4DMG|6RPLT|7RCR|9TLV
122	36333 14161	4	   	265.70	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	128VULN|3aDUR|4RPLT|5CDMG|6DMG|7RCR|9TLV
123	36634 12232	6	   	265.46	DCR|3VULN|3DMG|1TLV|1ASPD	12aVULN|3MLV|4ASPD|568DMG|7TLV|9RCR
124	13235 33316	6	   	265.35	DCR|4VULN|2DMG|2CDMG	1RMIN|28DMG|3FEWX|478aVULN|58CDMG|6RCR|8BPWR|9LWND
125	13235 33336	6	   	265.35	DCR|4VULN|2DMG|2CDMG	1RMIN|28DMG|3FEWX|478aVULN|58CDMG|6RCR|8BPWR|9BEXP
126	13235 36233	8	   	265.35	DCR|4VULN|2DMG|2CDMG	1RMIN|29DMG|3FEWX|489aVULN|59CDMG|6RCR|7RPLT|9BPWR
127	12451 13633	2	   	265.25	DCR|4VULN|2DMG|2CDMG	1RMIN|28CDMG|3589VULN|4BBNT|68DMG|7RCR|8BPWR|aDMSP
128	48124 42712	1	   	265.25	DCR|4VULN|2DMG|2CDMG	1MBVNT|23DMSP|47DMG|578aVULN|67CDMG|7BPWR|9RCR
129	48132 22712	1	   	265.25	DCR|4VULN|2DMG|2CDMG	1MBVNT|23DMSP|47CDMG|57DMG|678aVULN|7BPWR|9RCR
130	33521 42312	6	   	264.83	DCR|5VULN|2DMG	1567aVULN|28RCVC|3RPLT|47DMG|7BPWR|9RCR
131	13235 31354	6	   	264.61	DCR|3VULN|3DMG|3CDMG	1RMIN|28aDMG|37FEWX|48aVULN|58aCDMG|6RCR|8aBPWR|9RCVC
132	36425 33233	9	   	264.59	DCR|3VULN|2TLV|1DMG|1DUR|1CDMG|1AART	125VULN|3AART|45TLV|5BPWR|6LHND|7DUR|8DMG|9CDMG|aRCR
133	34141 32112	6	 * 	264.58	DCR|4VULN|2DUR|3CDMG	1578VULN|29DUR|367CDMG|47ZMB|7BPWR|aRCR
134	32151 11541	1	   	264.49	DCR|3VULN|2DMG|2DUR|1ASPD	148VULN|28DUR|3MLV|5FEWX|68DMG|7BBNT|8BPWR|9ASPD|aRCR
135	32152 11541	1	   	264.49	DCR|3VULN|2DMG|2DUR|1ASPD	148VULN|28DUR|3MLV|5BEXP|68DMG|7BBNT|8BPWR|9ASPD|aRCR
136	32153 11541	1	   	264.49	DCR|3VULN|2DMG|2DUR|1ASPD	148VULN|28DUR|3MLV|5LHND|68DMG|7BBNT|8BPWR|9ASPD|aRCR
137	33322 15226	7	   	264.39	DCR|3VULN|2DMG|2DUR|1ASPD	179VULN|2RCVC|34DUR|5ASPD|68DMG|aRCR
138	36322 11226	6	   	264.39	DCR|3VULN|2DMG|2DUR|1ASPD	129VULN|34DUR|5ASPD|68DMG|7RCVC|aRCR
139	36322 12226	7	   	264.39	DCR|3VULN|2DMG|2DUR|1ASPD	129VULN|34DUR|5ASPD|68DMG|7RCVC|aRCR
140	36322 15216	7	   	264.39	DCR|3VULN|2DMG|2DUR|1ASPD	127VULN|34DUR|5ASPD|68DMG|9DMSP|aRCR
141	33324 11126	8	   	264.39	DCR|3VULN|2DMG|2DUR|1ASPD	179VULN|2RCVC|34DUR|56DMG|8ASPD|aRCR
142	33324 11156	9	   	264.39	DCR|3VULN|2DMG|2DUR|1ASPD	179VULN|2RCVC|34DUR|56DMG|8ASPD|aRCR
143	36324 11116	8	   	264.39	DCR|3VULN|2DMG|2DUR|1ASPD	127VULN|34DUR|56DMG|8ASPD|9DMSP|aRCR
144	36324 11126	9	   	264.39	DCR|3VULN|2DMG|2DUR|1ASPD	127VULN|34DUR|56DMG|8ASPD|9RCVC|aRCR
145	36311 11541	2	   	264.39	DCR|3VULN|2DMG|2DUR|1ASPD	128VULN|38DUR|4ERES|5FEWX|68DMG|7BBNT|8BPWR|9ASPD|aRCR
146	36311 11541	3	   	264.39	DCR|3VULN|2DMG|2DUR|1ASPD	128VULN|38DUR|4ERES|5FEWX|68DMG|7BBNT|8BPWR|9ASPD|aRCR
147	36312 11541	2	   	264.39	DCR|3VULN|2DMG|2DUR|1ASPD	128VULN|38DUR|4ERES|5BEXP|68DMG|7BBNT|8BPWR|9ASPD|aRCR
148	36312 11541	3	   	264.39	DCR|3VULN|2DMG|2DUR|1ASPD	128VULN|38DUR|4ERES|5BEXP|68DMG|7BBNT|8BPWR|9ASPD|aRCR
149	36313 11541	3	   	264.39	DCR|3VULN|2DMG|2DUR|1ASPD	128VULN|38DUR|4ERES|5LHND|68DMG|7BBNT|8BPWR|9ASPD|aRCR
150	36313 11541	2	   	264.39	DCR|3VULN|2DMG|2DUR|1ASPD	128VULN|38DUR|4ERES|5LHND|68DMG|7BBNT|8BPWR|9ASPD|aRCR
151	43326 16121	1	   	264.33	DCR|4VULN|2DUR|3CDMG|1SELL	1MBVNT|258CDMG|3SELL|4568VULN|58BPWR|78DUR|9LHND|aRCR
152	43326 16131	1	   	264.33	DCR|4VULN|2DUR|3CDMG|1SELL	1MBVNT|258CDMG|3SELL|4568VULN|58BPWR|78DUR|9BEXP|aRCR
153	36314 31613	3	   	264.17	DCR|3VULN|2DUR|1DMG|2TLV	129VULN|39DUR|4ERES|5LIT|69TLV|7RMIN|8RCR|9BPWR|aDMG
154	36314 31613	2	   	264.17	DCR|3VULN|2DUR|1DMG|2TLV	129VULN|39DUR|4ERES|5LIT|69TLV|7RMIN|8RCR|9BPWR|aDMG
155	31123 24165	6	   	263.55	DCR|3VULN|2DMG|1TLV|1CDMG|1ASPD	168VULN|2LWND|3CDMG|46DMG|5RPLT|6BPWR|7RCR|9TLV|aASPD
156	36332 31156	10	   	263.39	DCR|5VULN|1DMG|1DUR	12579VULN|3DUR|4RPLT|6DMSP|8DMG|aRCR
157	36324 31413	5	   	263.24	DCR|3VULN|2DMG|2DUR|1AART	12aVULN|34DUR|5aDMG|6AART|7RPLT|8aLWND|9RCR|aBPWR
158	36324 31613	5	   	263.24	DCR|3VULN|2DMG|2DUR|1AART	12aVULN|34DUR|5aDMG|6AART|7RPLT|8aLHND|9RCR|aBPWR
159	36324 33213	5	   	263.24	DCR|3VULN|2DMG|2DUR|1AART	12aVULN|34DUR|5aDMG|6AART|7aLHND|8RPLT|9RCR|aBPWR
160	36324 35213	5	   	263.24	DCR|3VULN|2DMG|2DUR|1AART	12aVULN|34DUR|5aDMG|6AART|7aLWND|8RPLT|9RCR|aBPWR
161	33413 41363	5	   	263.24	DCR|3VULN|2DMG|2DUR|1AART	18aVULN|2RCVC|3AART|4LHND|5RPLT|6aDUR|7RCR|9aDMG|aBPWR
162	33413 51363	6	   	263.24	DCR|3VULN|2DMG|2DUR|1AART	18aVULN|2RCVC|3AART|4LHND|5RPLT|6aDUR|7RCR|9aDMG|aBPWR
163	33413 53363	7	   	263.24	DCR|3VULN|2DMG|2DUR|1AART	18aVULN|2RCVC|3AART|4LHND|5RPLT|6aDUR|7RCR|9aDMG|aBPWR
164	33532 12613	9	   	263.24	DCR|3VULN|2DMG|2DUR|1AART	15aVULN|2RCVC|3RPLT|4LWND|6aDMG|7AART|8RCR|9aDUR|aBPWR
165	33532 32613	9	   	263.24	DCR|3VULN|2DMG|2DUR|1AART	15aVULN|2RCVC|3RPLT|4LWND|6AART|7aDMG|8RCR|9aDUR|aBPWR
166	33552 12613	9	   	263.24	DCR|3VULN|2DMG|2DUR|1AART	15aVULN|2RCVC|3RPLT|4LHND|6aDMG|7AART|8RCR|9aDUR|aBPWR
167	33552 32613	9	   	263.24	DCR|3VULN|2DMG|2DUR|1AART	15aVULN|2RCVC|3RPLT|4LHND|6AART|7aDMG|8RCR|9aDUR|aBPWR
168	36413 22613	9	   	263.24	DCR|3VULN|2DMG|2DUR|1AART	12aVULN|3AART|46LHND|5RPLT|7aDMG|8RCR|9aDUR|aBPWR
169	36522 15313	8	   	263.24	DCR|3VULN|2DMG|2DUR|1AART	12aVULN|3RPLT|48DMG|5aLHND|6AART|7aDUR|9RCR|aBPWR
170	44422 26321	7	 * 	263.15	ACR|5VULN|3DMG|2LIT	1MBVNT|2RMIN|3RCR|4679aVULN|569DMG|69BPWR|89LIT
