0	Index      	Bounty	 *	Score 	Summary	Detail	
1	13323 42424	4	 * 	286.56	DCR|3VULN|2DMG|2TLV|2DUR|1AART	1aDMG|2RMIN|357VULN|4aTLV|6AART|8aDUR|9RCR|aBPWR
36	31311 47223	3	   	268.72	DCR|3VULN|2DMG|2DUR|1TLV	1RPLT|2MBVNT|3aDMG|4TLV|5aDUR|6RCVC|7RCR|89aVULN|aBPWR
37	31611 47223	2	   	268.72	DCR|3VULN|2DMG|2DUR|1TLV	1RPLT|2MBVNT|3aDMG|4TLV|5aDUR|6RCVC|7RCR|89aVULN|aBPWR
38	33313 57273	5	   	268.51	DCR|4VULN|2TLV|2DUR	1RPLT|2aTLV|3ASPD|468aVULN|5MBVNT|7RCR|9aDUR|aBPWR
39	33313 87273	6	   	268.51	DCR|4VULN|2TLV|2DUR	1RPLT|2aTLV|3ASPD|468aVULN|5MBVNT|7RCR|9aDUR|aBPWR
40	31252 63183	7	 * 	268.35	DCR|4VULN|3DMG|2CDMG	1RPLT|2MBVNT|39CDMG|459DMG|689aVULN|7RCR|9BPWR
41	31252 63383	8	   	268.35	DCR|4VULN|3DMG|2CDMG	1RPLT|2MBVNT|39CDMG|459DMG|689aVULN|7RCR|9BPWR
42	13355 32513	5	   	267.93	DCR|3VULN|2DMG|2TLV|1CDMG	1aDMG|2RMIN|37aVULN|4CDMG|5ASPD|6aTLV|8RCR|9LEGI|aBPWR
43	13355 32533	5	   	267.93	DCR|3VULN|2DMG|2TLV|1CDMG	1aDMG|2RMIN|37aVULN|4CDMG|5ASPD|6aTLV|8RCR|9BBNT|aBPWR
44	13355 33613	5	   	267.93	DCR|3VULN|2DMG|2TLV|1CDMG	1aDMG|2RMIN|39aVULN|4CDMG|5ASPD|6aTLV|7MBVNT|8RCR|aBPWR
45	13253 15611	2	   	267.86	DCR|2VULN|3DMG|2TLV|2DUR	179DMG|2RMIN|35VULN|49DUR|6RCR|89TLV|9BPWR|aRCVC
46	13253 15613	2	   	267.86	DCR|2VULN|3DMG|2TLV|2DUR	179DMG|2RMIN|35VULN|49DUR|6RCR|89TLV|9BPWR|aBEXP
47	13353 15611	3	   	267.86	DCR|2VULN|3DMG|2TLV|2DUR	179DMG|2RMIN|35VULN|49DUR|6RCR|89TLV|9BPWR|aRCVC
48	13353 15613	3	   	267.86	DCR|2VULN|3DMG|2TLV|2DUR	179DMG|2RMIN|35VULN|49DUR|6RCR|89TLV|9BPWR|aBEXP
49	11211 42424	1	   	267.84	DCR|3VULN|3DMG|2DUR|1AART	15aDMG|2ERES|37aVULN|4RMIN|6AART|8aDUR|9RCR|aBPWR
50	35112 61523	5	   	267.39	DCR|3VULN|2DUR|1TLV|1DMG|2ASPD	1RPLT|258VULN|38DUR|4CGEN|6TLV|78ASPD|8BPWR|9RCR|aDMG
51	35113 61523	4	   	267.39	DCR|3VULN|2DUR|1TLV|1DMG|2ASPD	1RPLT|258VULN|38DUR|4CGEN|6TLV|78ASPD|8BPWR|9RCR|aDMG
52	35123 61523	3	   	267.39	DCR|3VULN|2DUR|1TLV|1DMG|2ASPD	1RPLT|258VULN|38DUR|4CGEN|6TLV|78ASPD|8BPWR|9RCR|aDMG
53	35113 61523	3	   	267.29	DCR|3VULN|2DUR|1TLV|1DMG|2ASPD	1RPLT|258VULN|38DUR|4ERES|6TLV|78ASPD|8BPWR|9RCR|aDMG
54	13323 42423	4	   	267.16	DCR|4VULN|1TLV|1DMG|1DUR|1AART	1DMG|2RMIN|357aVULN|4TLV|6AART|8DUR|9RCR
55	14323 42423	4	   	267.16	DCR|4VULN|1TLV|1DMG|1DUR|1AART	1DMG|2ZMB|357aVULN|4TLV|6AART|8DUR|9RCR
56	35623 22332	7	   	267.07	DCR|2VULN|2DMG|2TLV|2DUR|2LIT	1RPLT|29VULN|39DMG|4aLIT|57DUR|6RCR|89TLV|9BPWR
57	31311 87273	3	   	265.34	DCR|2VULN|3DUR|2DMG|2TLV	1RPLT|2MBVNT|3aDMG|49TLV|56aDUR|7RCR|8aVULN|aBPWR
58	31311 87252	3	   	265.34	DCR|2VULN|3DUR|2DMG|2TLV	1RPLT|2MBVNT|3aDMG|4aTLV|569DUR|7RCR|8aVULN|aBPWR
59	13622 52226	1	   	264.64	DCR|4VULN|3DMG|1DUR	178DMG|278DUST|3BELT|4DUR|5CGEN|6789VULN|78BPWR|aRCR
60	15335 12533	6	   	264.48	DCR|3VULN|2DMG|2DUR|1CDMG	1aDMG|2ERES|37aVULN|4CDMG|5ASPD|6RMIN|8RCR|9aDUR|aBPWR
61	31326 33645	6	   	263.94	DCR|3VULN|2DMG|2TLV|1AART	1RPLT|2MBVNT|39DMG|4LIT|569VULN|7RCR|89TLV|9BPWR|aAART
62	13321 42423	4	   	263.70	DCR|3VULN|2DMG|1TLV|1DUR|1AART	15DMG|2RMIN|37aVULN|4TLV|6AART|8DUR|9RCR
63	14321 42423	4	   	263.70	DCR|3VULN|2DMG|1TLV|1DUR|1AART	15DMG|2ZMB|37aVULN|4TLV|6AART|8DUR|9RCR
64	35162 35331	5	   	263.57	DCR|4VULN|2DMG|2DUR	1RPLT|2579VULN|37DUR|47DMG|6TBNT|7BPWR|8RCR|aRCVC
65	35163 35331	4	   	263.57	DCR|4VULN|2DMG|2DUR	1RPLT|2579VULN|37DUR|47DMG|6TBNT|7BPWR|8RCR|aRCVC
66	35633 35331	3	   	263.57	DCR|4VULN|2DMG|2DUR	1RPLT|2579VULN|37DMG|47DUR|6TBNT|7BPWR|8RCR|aRCVC
67	35162 35333	5	   	263.47	DCR|4VULN|2DMG|2DUR	1RPLT|2579VULN|37DUR|47DMG|6TBNT|7BPWR|8RCR|aMBVNT
68	35163 35333	4	   	263.47	DCR|4VULN|2DMG|2DUR	1RPLT|2579VULN|37DUR|47DMG|6TBNT|7BPWR|8RCR|aMBVNT
69	35633 35333	3	   	263.47	DCR|4VULN|2DMG|2DUR	1RPLT|2579VULN|37DMG|47DUR|6TBNT|7BPWR|8RCR|aMBVNT
70	15423 15223	4	   	263.45	DCR|3VULN|3DMG|2CDMG|1DUR	147DMG|2aERES|3DUR|59aVULN|6RCR|8aCDMG|aBPWR
71	31376 27443	5	   	263.40	DCR|3VULN|2DMG|2TLV|2AART	1RPLT|2MBVNT|3aDMG|49AART|58aVULN|6aTLV|7RCR|aBPWR
72	13223 34624	4	   	263.40	DCR|3VULN|2DMG|2TLV|2AART	1aDMG|2RMIN|3DUST|4aTLV|57aVULN|68AART|9RCR|aBPWR
73	13223 53616	2	   	262.32	DCR|3VULN|2DMG|2TLV|1DUR	19DMG|2RMIN|359VULN|46LHND|7DUR|89TLV|9BPWR|aRCR
74	13231 34616	2	   	262.32	DCR|3VULN|2DMG|2TLV|1DUR	19DMG|25RMIN|349VULN|6DUR|7BEXP|89TLV|9BPWR|aRCR
75	13231 35616	2	   	262.32	DCR|3VULN|2DMG|2TLV|1DUR	19DMG|25RMIN|349VULN|6DUR|7LHND|89TLV|9BPWR|aRCR
76	13231 43616	2	   	262.32	DCR|3VULN|2DMG|2TLV|1DUR	19DMG|25RMIN|349VULN|6LHND|7DUR|89TLV|9BPWR|aRCR
77	13323 53616	3	   	262.32	DCR|3VULN|2DMG|2TLV|1DUR	19DMG|2RMIN|359VULN|46LHND|7DUR|89TLV|9BPWR|aRCR
78	13331 34616	3	   	262.32	DCR|3VULN|2DMG|2TLV|1DUR	19DMG|25RMIN|349VULN|6DUR|7BEXP|89TLV|9BPWR|aRCR
79	13331 35616	3	   	262.32	DCR|3VULN|2DMG|2TLV|1DUR	19DMG|25RMIN|349VULN|6DUR|7LHND|89TLV|9BPWR|aRCR
80	13331 43616	3	   	262.32	DCR|3VULN|2DMG|2TLV|1DUR	19DMG|25RMIN|349VULN|6LHND|7DUR|89TLV|9BPWR|aRCR
81	33613 45343	4	   	262.22	DCR|3VULN|2DMG|2TLV|1DUR	1RPLT|2aTLV|37aVULN|4LHND|5MBVNT|6DUR|8RCR|9aDMG|aBPWR
82	33622 23515	3	 * 	262.04	DCR|3VULN|3DUR|3TLV|1AART	1RPLT|268TLV|38aVULN|48aDUR|5AART|7RCR|8aBPWR|9BBNT
83	33622 23535	3	   	262.04	DCR|3VULN|3DUR|3TLV|1AART	1RPLT|268TLV|38aVULN|48aDUR|5AART|7RCR|8aBPWR|9TBNT
84	33622 43325	3	   	262.04	DCR|3VULN|3DUR|2TLV|1AART	1RPLT|2aTLV|39aVULN|46aDUR|5AART|7RCR|8BBNT|aBPWR
85	13231 36424	2	   	261.87	DCR|2VULN|2DMG|2TLV|2DUR|1AART	1aDMG|25RMIN|34VULN|6aDUR|7AART|8aTLV|9RCR|aBPWR
86	13331 36424	3	   	261.87	DCR|2VULN|2DMG|2TLV|2DUR|1AART	1aDMG|25RMIN|34VULN|6aDUR|7AART|8aTLV|9RCR|aBPWR
87	31281 43283	7	 * 	261.85	DCR|3VULN|3DMG|3CDMG	1RPLT|2MBVNT|389CDMG|489VULN|5RCVC|689DMG|7RCR|89BPWR|aLIT
88	31281 45283	6	   	261.85	DCR|3VULN|3DMG|3CDMG	1RPLT|2MBVNT|389CDMG|489VULN|5RCVC|689DMG|7RCR|89BPWR|aLIT
89	31281 81283	6	   	261.85	DCR|3VULN|3DMG|3CDMG	1RPLT|2MBVNT|389CDMG|489VULN|5RCVC|6RCR|789DMG|89BPWR|aLIT
90	31284 43283	7	   	261.85	DCR|3VULN|3DMG|3CDMG	15RPLT|2MBVNT|389CDMG|489VULN|689DMG|7RCR|89BPWR|aLIT
91	31284 45283	6	   	261.85	DCR|3VULN|3DMG|3CDMG	15RPLT|2MBVNT|389CDMG|489VULN|689DMG|7RCR|89BPWR|aLIT
92	31284 81283	6	   	261.85	DCR|3VULN|3DMG|3CDMG	15RPLT|2MBVNT|389CDMG|489VULN|6RCR|789DMG|89BPWR|aLIT
93	13323 43424	4	 * 	261.77	DCR|2VULN|2DMG|3TLV|2DUR|1AART	1aDMG|2RMIN|35VULN|47aTLV|6AART|8aDUR|9RCR|aBPWR
94	13211 45212	2	   	261.72	DCR|3VULN|3DMG|2TLV	179DMG|245RMIN|369VULN|89TLV|9BPWR|aRCR
95	13223 15213	2	   	261.72	DCR|3VULN|3DMG|2TLV	179DMG|2RMIN|35aVULN|49LHND|6RCR|89TLV|9BPWR
96	13311 45212	3	   	261.72	DCR|3VULN|3DMG|2TLV	179DMG|245RMIN|369VULN|89TLV|9BPWR|aRCR
97	13323 15213	3	   	261.72	DCR|3VULN|3DMG|2TLV	179DMG|2RMIN|35aVULN|49LHND|6RCR|89TLV|9BPWR
98	13333 15213	4	   	261.72	DCR|3VULN|3DMG|2TLV	179DMG|2RMIN|35aVULN|49LWND|6RCR|89TLV|9BPWR
99	13233 15212	3	   	261.62	DCR|3VULN|3DMG|2TLV	179DMG|2aRMIN|3DUST|459VULN|6RCR|89TLV|9BPWR
100	13233 15213	3	   	261.62	DCR|3VULN|3DMG|2TLV	179DMG|2RMIN|3DUST|459VULN|6RCR|89TLV|9BPWR|aMLV
101	13233 15215	3	   	261.62	DCR|3VULN|3DMG|2TLV	179DMG|2RMIN|3DUST|459VULN|6RCR|89TLV|9BPWR|aLHND
102	13233 15216	3	   	261.62	DCR|3VULN|3DMG|2TLV	179DMG|2RMIN|3DUST|459VULN|6RCR|89TLV|9BPWR|aBEXP
103	31326 33642	6	   	260.83	DCR|3VULN|2DMG|2TLV|2LIT	1RPLT|2MBVNT|39DMG|4aLIT|569VULN|7RCR|89TLV|9BPWR
104	35622 24332	7	   	260.83	DCR|3VULN|2DMG|2TLV|2LIT	1RPLT|279VULN|39DMG|4aLIT|5DUST|6RCR|89TLV|9BPWR
105	35622 26332	6	   	260.83	DCR|3VULN|2DMG|2TLV|2LIT	1RPLT|279VULN|39DMG|4aLIT|5DUST|6RCR|89TLV|9BPWR
106	33623 21523	3	   	260.78	DCR|3VULN|2TLV|1DMG|2ASPD|1DUR	1RPLT|28TLV|358VULN|4DUR|6ERES|78ASPD|8BPWR|9RCR|aDMG
107	13323 42421	4	   	260.70	DCR|3VULN|2DUR|1TLV|1DMG|1AART	1DMG|2RMIN|357VULN|4TLV|6AART|8aDUR|9RCR
108	14323 42421	4	   	260.70	DCR|3VULN|2DUR|1TLV|1DMG|1AART	1DMG|2ZMB|357VULN|4TLV|6AART|8aDUR|9RCR
109	33353 34523	7	   	260.69	DCR|3VULN|3DUR|2TLV	1RPLT|2aTLV|3ASPD|48aDUR|5MBVNT|69aVULN|7RCR|aBPWR
110	33353 87223	5	   	260.69	DCR|3VULN|3DUR|2TLV	1RPLT|2aTLV|3ASPD|46aDUR|5MBVNT|7RCR|89aVULN|aBPWR
111	35623 22335	7	   	260.52	DCR|2VULN|2DMG|2TLV|2DUR	1RPLT|29VULN|39DMG|4LIT|57DUR|6RCR|89TLV|9BPWR|aCGEN
112	35623 22336	7	   	260.52	DCR|2VULN|2DMG|2TLV|2DUR	1RPLT|29VULN|39DMG|4LIT|57DUR|6RCR|89TLV|9BPWR|aFEWX
113	35623 22331	7	   	260.42	DCR|2VULN|2DMG|2TLV|2DUR	1RPLT|29VULN|39DMG|4LIT|57DUR|6RCR|89TLV|9BPWR|aTBNT
114	35623 22333	7	   	260.42	DCR|2VULN|2DMG|2TLV|2DUR	1RPLT|29VULN|39DMG|4LIT|57DUR|6RCR|89TLV|9BPWR|aDUST
115	35162 11532	4	   	259.76	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG|1AART	1RPLT|28aVULN|3DUR|4DMG|5AART|6CDMG|7TLV|9RCR
116	35632 11532	3	   	259.76	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG|1AART	1RPLT|28aVULN|3DMG|4DUR|5AART|6CDMG|7TLV|9RCR
117	31311 47413	3	   	259.69	DCR|2VULN|3DMG|2DUR|1TLV	1RPLT|2MBVNT|38aDMG|4TLV|5aDUR|6RCVC|7RCR|9aVULN|aBPWR
118	31611 47413	2	   	259.69	DCR|2VULN|3DMG|2DUR|1TLV	1RPLT|2MBVNT|38aDMG|4TLV|5aDUR|6RCVC|7RCR|9aVULN|aBPWR
119	13531 41613	4	   	259.62	DCR|3VULN|2DMG|2TLV|1CDMG	1aDMG|2RMIN|3aTLV|4CDMG|5ZMB|6MBVNT|79aVULN|8RCR|aBPWR
120	13531 41613	3	   	259.62	DCR|3VULN|2DMG|2TLV|1CDMG	1aDMG|2RMIN|3aTLV|4CDMG|5ZMB|6MBVNT|79aVULN|8RCR|aBPWR
121	11255 12513	1	   	259.59	DCR|2VULN|3DMG|2DUR|1TLV	167DMG|29ERES|37VULN|47DUR|5BELT|7BPWR|8TLV|aRCR
122	35233 62512	2	   	259.40	DCR|4VULN|1TLV|1DUR|1CDMG	1RPLT|2579VULN|3ASPD|4DUR|6TLV|8RCR|aCDMG
123	16133 33215	1	   	259.22	DCR|3VULN|2TLV|2DUR|1DMG	1DMG|2aDUR|3MLV|4ERES|59aVULN|6FEWX|7RCR|8aTLV|aBPWR
124	36621 32532	7	   	258.99	DCR|2VULN|2DMG|2DUR|1TLV|2LIT	1RPLT|29DUR|39DMG|4aLIT|5TLV|6DMSP|7RCR|89VULN|9BPWR
125	31268 43183	7	 * 	258.74	DCR|4VULN|2DMG|3CDMG	1RPLT|2MBVNT|349CDMG|589aVULN|69DMG|7RCR|9BPWR
126	31268 43383	8	   	258.74	DCR|4VULN|2DMG|3CDMG	1RPLT|2MBVNT|349CDMG|589aVULN|69DMG|7RCR|9BPWR
127	13521 24363	9	 * 	258.55	ACR|4VULN|3DMG|1TLV|2ASPD	149DMG|2RMIN|3TLV|5RCR|69ASPD|789aVULN|9BPWR
128	13365 11243	2	   	258.55	DCR|3VULN|3DMG|2ASPD|2LIT	14aDMG|2RMIN|34ASPD|4aBPWR|5BELT|6RCR|78aVULN|9aLIT
129	31326 31552	7	   	258.45	DCR|3VULN|3DMG|1DUR|2LIT	1RPLT|2MBVNT|378DMG|48LIT|568VULN|8BPWR|9DUR|aRCR
130	13321 16625	9	   	258.41	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DMG|2RMIN|37aVULN|4TLV|5LIT|6CDMG|8RCR|9DUR
131	36621 41313	10	   	258.41	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1RPLT|2DUR|3DMG|4LIT|5TLV|6CDMG|78aVULN|9RCR
132	15422 12113	4	   	258.17	DCR|3VULN|3DMG|2DUR	14aDMG|2ERES|3aDUR|5LHND|6RCR|7FEWX|89aVULN|aBPWR
133	15425 12113	5	   	258.17	DCR|3VULN|3DMG|2DUR	14aDMG|2ERES|3aDUR|5LHND|6RCR|7FEWX|89aVULN|aBPWR
134	11255 12223	1	   	258.17	DCR|3VULN|3DMG|2DUR	167DMG|2ERES|378VULN|47DUR|5BELT|7BPWR|9ZMB|aRCR
135	11255 12263	1	   	258.17	DCR|3VULN|3DMG|2DUR	167DMG|2ERES|378VULN|47DUR|5BELT|7BPWR|9RMIN|aRCR
136	13622 52216	1	   	258.17	DCR|3VULN|3DMG|2DUR	178DMG|278DUST|3BELT|49DUR|5CGEN|678VULN|78BPWR|aRCR
137	15255 12223	2	   	258.17	DCR|3VULN|3DMG|2DUR	167DMG|2ERES|378VULN|47DUR|5BELT|7BPWR|9ZMB|aRCR
138	15355 12223	3	   	258.17	DCR|3VULN|3DMG|2DUR	167DMG|2ERES|378VULN|47DUR|5BELT|7BPWR|9ZMB|aRCR
139	31356 37223	6	   	258.17	DCR|3VULN|3DMG|2DUR	1RPLT|2MBVNT|35aDMG|4MLV|6aDUR|7RCR|89aVULN|aBPWR
140	15323 37273	5	   	258.07	DCR|3VULN|3DMG|2DUR	14aDMG|2ERES|38aVULN|5MBVNT|6RPLT|7RCR|9aDUR|aBPWR
141	15423 37223	5	   	258.07	DCR|3VULN|3DMG|2DUR	14aDMG|2ERES|3aDUR|5MBVNT|6RPLT|7RCR|89aVULN|aBPWR
142	31254 87313	9	 * 	257.75	DCR|3VULN|2DMG|1TLV|2CDMG	1RPLT|2MBVNT|39CDMG|49DMG|5ERES|6RCR|7TLV|89aVULN|9BPWR
143	35625 22332	8	   	257.48	DCR|3VULN|2DMG|2DUR|2LIT	1RPLT|259VULN|39DMG|4aLIT|6CGEN|7RCR|89DUR|9BPWR
144	31311 52216	3	   	257.40	DCR|4VULN|1TLV|1DMG|1DUR	1RPLT|2MBVNT|3DMG|4TLV|5DUR|6789VULN|aRCR
145	31611 52216	2	   	257.40	DCR|4VULN|1TLV|1DMG|1DUR	1RPLT|2MBVNT|3DMG|4TLV|5DUR|6789VULN|aRCR
146	35625 12332	8	   	257.38	DCR|3VULN|2DMG|2DUR|2LIT	1RPLT|259VULN|39DMG|4aLIT|6ERES|7RCR|89DUR|9BPWR
147	13253 12263	2	   	257.36	DCR|2VULN|3DUR|2DMG|1TLV	18DMG|2RMIN|35VULN|489DUR|6RCR|78FEWX|8BPWR|aTLV
148	13353 12263	3	   	257.36	DCR|2VULN|3DUR|2DMG|1TLV	18DMG|2RMIN|35VULN|489DUR|6RCR|78FEWX|8BPWR|aTLV
149	16443 13213	1	   	257.36	DCR|2VULN|3DUR|2DMG|1TLV	19DMG|289DUR|3ZMB|45VULN|6RCR|79CGEN|9BPWR|aTLV
150	13253 13213	2	   	257.36	DCR|2VULN|3DUR|2DMG|1TLV	19DMG|2RMIN|35VULN|489DUR|6RCR|79CGEN|9BPWR|aTLV
151	13353 13213	3	   	257.36	DCR|2VULN|3DUR|2DMG|1TLV	19DMG|2RMIN|35VULN|489DUR|6RCR|79CGEN|9BPWR|aTLV
152	31311 43584	10	   	257.26	DCR|2VULN|3DUR|2DMG|1TLV	1RPLT|2MBVNT|37DMG|4LHND|578DUR|67VULN|7BPWR|9TLV|aRCR
153	31311 47253	3	   	257.26	DCR|2VULN|3DUR|2DMG|1TLV	1RPLT|2MBVNT|3aDMG|4TLV|59aDUR|6RCVC|7RCR|8aVULN|aBPWR
154	31611 47253	2	   	257.26	DCR|2VULN|3DUR|2DMG|1TLV	1RPLT|2MBVNT|3aDMG|4TLV|59aDUR|6RCVC|7RCR|8aVULN|aBPWR
155	36113 11343	6	   	257.26	DCR|2VULN|3DUR|2DMG|1TLV	1RPLT|23aDUR|4aVULN|5MBVNT|6LHND|7TLV|8RCR|9aDMG|aBPWR
156	36113 37343	6	   	257.26	DCR|2VULN|3DUR|2DMG|1TLV	1RPLT|23aDUR|4aVULN|5MBVNT|6TLV|7LHND|8RCR|9aDMG|aBPWR
157	36113 38343	7	   	257.26	DCR|2VULN|3DUR|2DMG|1TLV	1RPLT|23aDUR|4aVULN|5MBVNT|6TLV|7LWND|8RCR|9aDMG|aBPWR
158	36113 51343	6	   	257.26	DCR|2VULN|3DUR|2DMG|1TLV	1RPLT|23aDUR|4aVULN|5MBVNT|6LWND|7TLV|8RCR|9aDMG|aBPWR
159	11522 13153	7	 * 	257.09	DCR|2VULN|3DMG|2TLV|2CDMG	134DMG|23aLWND|3aBPWR|56TLV|7RCR|8aVULN|9aCDMG
160	11522 13353	8	   	257.09	DCR|2VULN|3DMG|2TLV|2CDMG	134DMG|23aLWND|3aBPWR|56TLV|7RCR|8aVULN|9aCDMG
161	15332 43413	8	   	257.04	DCR|3VULN|3DMG|1DUR|1CDMG	18aDMG|2ERES|39aVULN|4CDMG|5DUR|6aDUST|7RCR|aBPWR
162	33622 23552	3	   	256.58	DCR|3VULN|3TLV|2DUR|2AART	1RPLT|268TLV|38aVULN|48DUR|59AART|7RCR|8BPWR
