0	Index      	Bounty	 *	Score 	Summary	Detail	
1	23143 63513	1	 * 	274.90	DCR|3VULN|2DMG|2DUR|2ASPD	17aLWND|2aASPD|367VULN|47DUR|5DLOT|7aBPWR|8RCR|9aDMG
53	32326 12214	7	   	253.38	DCR|3VULN|2DMG|2DUR	1BEXP|24DMG|38DUR|56aVULN|7LWND|9RCR
54	32326 14114	8	   	253.38	DCR|3VULN|2DMG|2DUR	1BEXP|24DMG|37DUR|56aVULN|8LWND|9RCR
55	32326 14114	7	   	253.38	DCR|3VULN|2DMG|2DUR	1BEXP|24DMG|37DUR|56aVULN|8FEWX|9RCR
56	32326 14214	6	   	253.38	DCR|3VULN|2DMG|2DUR	1BEXP|24DMG|38DUR|56aVULN|7LHND|9RCR
57	32342 11214	7	   	253.38	DCR|3VULN|2DMG|2DUR	1BEXP|27DMG|38DUR|46aVULN|5LWND|9RCR
58	32342 21414	8	   	253.38	DCR|3VULN|2DMG|2DUR	1BEXP|27DMG|36DUR|48aVULN|5LWND|9RCR
59	32345 11214	7	   	253.38	DCR|3VULN|2DMG|2DUR	1BEXP|27DMG|38DUR|46aVULN|5LHND|9RCR
60	32316 14112	9	   	253.35	DCR|2VULN|3DUR|2DMG|1CDMG	1BEXP|2aDMG|347DUR|56VULN|8RCR|9CDMG
61	32316 14115	10	   	253.35	DCR|2VULN|3DUR|2DMG|1CDMG	1BEXP|2aDMG|347DUR|56VULN|8RCR|9CDMG
62	32313 11414	8	   	253.28	DCR|3VULN|2DMG|2DUR	1BEXP|27DMG|34DUR|5DUST|68aVULN|9RCR
63	32316 11124	8	   	253.28	DCR|3VULN|2DMG|2DUR	1BEXP|29DMG|34DUR|56aVULN|7LEGI|8RCR
64	32326 11214	7	   	253.28	DCR|3VULN|2DMG|2DUR	1BEXP|24DMG|38DUR|56aVULN|7LEGI|9RCR
65	32326 12122	10	   	252.45	DCR|3VULN|2DMG|1DUR|1CDMG	1BEXP|24DMG|3DUR|56aVULN|7LWND|8RCR|9CDMG
66	32342 11122	10	   	252.45	DCR|3VULN|2DMG|1DUR|1CDMG	1BEXP|27DMG|3DUR|46aVULN|5LWND|8RCR|9CDMG
67	32345 11122	10	   	252.45	DCR|3VULN|2DMG|1DUR|1CDMG	1BEXP|27DMG|3DUR|46aVULN|5LHND|8RCR|9CDMG
68	32326 11122	10	   	252.35	DCR|3VULN|2DMG|1DUR|1CDMG	1BEXP|24DMG|3DUR|56aVULN|7LEGI|8RCR|9CDMG
69	12232 24133	1	   	252.30	DCR|4VULN|1DUR|2LIT|1CDMG	1BELT|249aVULN|39LIT|5DUR|6CDMG|79ERES|8RCR|9BPWR
70	12516 22631	1	 * 	252.15	DCR|3VULN|2DUR|2CDMG|1TLV	1BELT|269VULN|39CDMG|4FEWX|5TLV|7RMIN|89DUR|9BPWR|aRCR
71	32341 24214	6	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1BEXP|2DMG|38DUR|47aVULN|5CGEN|6TLV|9RCR
72	22316 33314	8	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1LWND|2RMIN|34DUR|57aVULN|6TLV|8DMG|9RCR
73	32316 11514	6	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1BEXP|2DMG|34DUR|56aVULN|7TLV|8CGEN|9RCR
74	32316 33114	8	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1BEXP|2DMG|34DUR|57aVULN|6TLV|8RMIN|9RCR
75	32316 33514	7	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1BEXP|2DMG|34DUR|57aVULN|6TLV|8CGEN|9RCR
76	32321 54214	3	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1BEXP|2DMG|38DUR|4TLV|5CGEN|67aVULN|9RCR
77	32323 54214	3	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1BEXP|2DMG|38DUR|4TLV|57aVULN|6CGEN|9RCR
78	32323 64214	3	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1BEXP|2DMG|38DUR|4TLV|57aVULN|6ERES|9RCR
79	32323 42121	3	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1BEXP|2DMG|39DUR|4TLV|58aVULN|6RCR|7BBNT
80	32323 44121	3	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1BEXP|2DMG|39DUR|4TLV|58aVULN|6RCR|7TBNT
81	12535 23361	10	   	251.33	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD	1BELT|2aDMG|3RMIN|4LWND|5aDUR|6CDMG|7ASPD|8RCR|9aVULN|aBPWR
82	12241 41326	7	   	251.08	DCR|3VULN|2DMG|2AART|1ASPD	1BELT|28DMG|3RCVC|49AART|568VULN|7RCR|8BPWR|aASPD
83	12241 41335	7	   	251.08	DCR|3VULN|2DMG|2AART|1ASPD	1BELT|28DMG|3RCVC|4aAART|568VULN|7RCR|8BPWR|9ASPD
84	32326 32265	10	   	251.03	DCR|2VULN|2DMG|2DUR|1TLV	1BEXP|24DMG|37DUR|5aVULN|6TLV|8LIT|9RCR
85	32326 33261	9	   	251.03	DCR|2VULN|2DMG|2DUR|1TLV	1BEXP|24DMG|3aDUR|57VULN|6TLV|8LIT|9RCR
86	32366 23114	5	   	250.87	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG|1SELL	1BEXP|2DMG|3DUR|4CDMG|56aVULN|7TLV|8SELL|9RCR
87	32323 26224	10	   	250.80	DCR|2VULN|3DUR|2DMG|1ASPD	1aBEXP|24DMG|36aDUR|5DUST|7RCR|8ASPD|9aVULN|aBPWR
88	32618 18433	10	   	250.80	DCR|2VULN|3DUR|2DMG|1ASPD	19BEXP|29DMG|3MBVNT|457DUR|69VULN|8RCR|9BPWR|aASPD
89	32618 18434	9	   	250.80	DCR|2VULN|3DUR|2DMG|1ASPD	19BEXP|29DMG|3MBVNT|457DUR|69VULN|8RCR|9BPWR|aASPD
90	32648 28433	10	   	250.80	DCR|2VULN|3DUR|2DMG|1ASPD	19BEXP|29DMG|3MBVNT|49VULN|567DUR|8RCR|9BPWR|aASPD
91	32648 28434	9	   	250.80	DCR|2VULN|3DUR|2DMG|1ASPD	19BEXP|29DMG|3MBVNT|49VULN|567DUR|8RCR|9BPWR|aASPD
92	12332 52526	7	 * 	250.53	DCR|2VULN|3DMG|2DUR	1BELT|26aDMG|3BEXP|4LIT|56DUR|6BPWR|79VULN|8RCR
93	32617 24452	9	   	249.90	DCR|3VULN|2DMG|1DUR|1ASPD	19BEXP|29DMG|3MBVNT|4DUR|5ASPD|679VULN|8RCVC|9BPWR|aRCR
94	23323 41313	1	   	249.82	DCR|3VULN|3DUR|1ASPD|1AART	1aLWND|2ASPD|3RMIN|48aDUR|59aVULN|6RCR|7AART|aBPWR
95	32687 14432	8	   	249.80	DCR|3VULN|2DMG|1DUR|1ASPD	14BEXP|24DMG|3MBVNT|4BPWR|567VULN|8DUR|9ASPD|aRCR
96	32617 24482	7	   	249.70	DCR|3VULN|2DMG|1DUR|1ASPD	1BEXP|29DMG|3MBVNT|4DUR|5ASPD|678VULN|aRCR
97	32648 11532	8	   	249.70	DCR|3VULN|2DMG|1DUR|1ASPD	1BEXP|27DMG|3MBVNT|468VULN|5DUR|9ASPD|aRCR
98	43223 12543	9	   	249.65	DCR|3VULN|2DUR|1DMG|1CDMG	1RCVC|29LWND|3RMIN|4DMG|569VULN|7RCR|89DUR|9BPWR|aCDMG
99	12523 41263	1	   	249.55	DCR|3VULN|2DUR|1DMG|1CDMG	1BELT|268VULN|3CDMG|4CGEN|56DUR|6BPWR|7DMG|9RPLT|aRCR
100	12523 41313	1	   	249.55	DCR|3VULN|2DUR|1DMG|1CDMG	1BELT|269VULN|3CDMG|4CGEN|56DUR|6BPWR|7DMG|8RPLT|aRCR
101	23143 63532	1	   	249.48	DCR|4VULN|2DUR|1ASPD	179LWND|2ASPD|367aVULN|47DUR|5DLOT|7BPWR|8RCR
102	15231 15133	6	 * 	249.45	DCR|3VULN|2DUR|3LIT|1CDMG	1BELT|29DUR|379LIT|4CDMG|5CGEN|69aVULN|8RCR|9BPWR
103	32366 24122	5	   	249.45	DCR|3VULN|2DUR|1DMG|1CDMG	1BEXP|2DMG|37DUR|4CDMG|569VULN|8RCR|aBELT
104	32316 12122	10	   	249.45	DCR|3VULN|2DUR|1DMG|1CDMG	1BEXP|2DMG|34DUR|56aVULN|7LWND|8RCR|9CDMG
105	23143 63521	1	   	249.38	DCR|4VULN|2DUR|1ASPD	17LWND|2ASPD|367aVULN|47DUR|5DLOT|7BPWR|8RCR|9BBNT
106	32316 14135	8	   	249.36	DCR|2VULN|3DUR|2DMG|1AART	1BEXP|2aDMG|347DUR|56VULN|8RCR|9AART
107	15235 15133	6	   	249.35	DCR|3VULN|2DUR|3LIT|1CDMG	1BELT|29DUR|379LIT|4CDMG|5ERES|69aVULN|8RCR|9BPWR
108	32366 24121	5	   	249.35	DCR|3VULN|2DUR|1DMG|1CDMG	1BEXP|2DMG|37DUR|4CDMG|569VULN|8RCR|aBBNT
109	32366 24123	5	   	249.35	DCR|3VULN|2DUR|1DMG|1CDMG	1BEXP|2DMG|37DUR|4CDMG|569VULN|8RCR|aDUST
110	32316 11122	10	   	249.35	DCR|3VULN|2DUR|1DMG|1CDMG	1BEXP|2DMG|34DUR|56aVULN|7LEGI|8RCR|9CDMG
111	32627 24353	9	   	249.31	DCR|3VULN|3DMG|1ASPD	19BEXP|289DMG|3MBVNT|4FEWX|5ASPD|679VULN|9BPWR|aRCR
112	32637 24353	9	   	249.31	DCR|3VULN|3DMG|1ASPD	19BEXP|289DMG|3MBVNT|4LHND|5ASPD|679VULN|9BPWR|aRCR
113	35123 11625	7	   	249.31	DCR|3VULN|3DMG|1ASPD	127BEXP|3ERES|479DMG|567VULN|7BPWR|8RCR|aASPD
114	22423 12543	10	   	249.22	DCR|3VULN|3DUR|1DMG	139LWND|2RMIN|4DMG|569VULN|7RCR|89aDUR|9BPWR
115	12232 61663	1	 * 	249.02	DCR|3VULN|3DUR|3LIT	1BELT|248VULN|368LIT|568DUR|68BPWR|7TBNT|9RPLT|aRCR
116	32316 13663	10	   	249.02	DCR|3VULN|3DUR|1DMG	17BEXP|2DMG|348DUR|569VULN|aRCR
117	15315 11471	3	 * 	248.92	DCR|3VULN|3DUR|2TLV	1BELT|27aDUR|3MBVNT|47TLV|5BBNT|679VULN|7BPWR|8RCR
118	15311 21268	7	 * 	248.91	DCR|2VULN|2DUR|2TLV|1DMG|2CDMG	1BELT|2aDUR|3MBVNT|4aCDMG|5DMG|67TLV|8aVULN|9RCR|aBPWR
119	32648 11253	9	 * 	248.86	DCR|2VULN|3DMG|2ASPD|1DUR	19BEXP|279DMG|3MBVNT|46VULN|5DUR|89ASPD|9BPWR|aRCR
120	22323 41213	4	   	248.66	DCR|3VULN|2DMG|1DUR|1AART	18aLWND|2RMIN|3DUR|4aDMG|59aVULN|6RCR|7AART|aBPWR
121	12241 41343	7	   	248.56	DCR|3VULN|2DMG|1TLV|1AART	1BELT|28DMG|3RCVC|4AART|568VULN|7RCR|8BPWR|9RMIN|aTLV
122	22346 23121	8	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1LWND|2RMIN|3DUR|47aVULN|5ASPD|6TLV|8RCR|9DMG
123	12241 41313	7	   	248.46	DCR|3VULN|2DMG|1DUR|1AART	1BELT|28DMG|3RCVC|4AART|568VULN|7RCR|8BPWR|9TBNT|aDUR
124	12241 41316	7	   	248.46	DCR|3VULN|2DMG|1TLV|1AART	1BELT|28DMG|3RCVC|4AART|568VULN|7RCR|8BPWR|9TBNT|aTLV
125	32618 18433	9	   	248.11	DCR|2VULN|3DUR|2DMG	19BEXP|29DMG|3MBVNT|457DUR|69VULN|8RCR|9BPWR|aLIT
126	32648 28433	9	   	248.11	DCR|2VULN|3DUR|2DMG	19BEXP|29DMG|3MBVNT|49VULN|567DUR|8RCR|9BPWR|aLIT
127	12332 52521	7	   	248.11	DCR|2VULN|3DUR|2DMG	1BELT|26DMG|3BEXP|4LIT|56aDUR|6BPWR|79VULN|8RCR
128	32436 11131	9	   	248.06	DCR|3VULN|3DMG|1AART	1aBEXP|27aDMG|3LWND|4LHND|56aVULN|8RCR|9AART|aBPWR
129	12632 13612	6	   	248.01	DCR|2VULN|3DUR|2DMG	1BELT|25DMG|3LIT|479DUR|68VULN|aRCR
130	15262 13612	6	   	248.01	DCR|2VULN|3DUR|2DMG	1BELT|279DUR|3LIT|45DMG|68VULN|aRCR
131	22325 22514	7	   	247.89	DCR|2VULN|2DMG|2DUR|2ASPD	17LWND|2RMIN|35DUR|47DMG|67ASPD|7BPWR|8aVULN|9RCR
132	12361 43361	10	 * 	247.81	DCR|2VULN|3DMG|2CDMG|1DUR	1BELT|24aDMG|34BEXP|4aBPWR|5aCDMG|6DUR|7LWND|8RCR|9aVULN
133	35123 11643	7	   	247.30	DCR|3VULN|2DMG|1CDMG|1ASPD	127BEXP|3ERES|47DMG|567VULN|7BPWR|8RCR|9CDMG|aASPD
134	32322 13265	10	   	247.11	DCR|3VULN|2DMG|1DUR	1BEXP|24DMG|3DUR|5MLV|67aVULN|8LIT|9RCR
135	32326 12164	8	   	247.11	DCR|3VULN|2DMG|1DUR	1BEXP|24DMG|3DUR|56aVULN|7LWND|8RCR|9LIT
136	32326 12413	8	   	247.11	DCR|3VULN|2DMG|1DUR	1BEXP|24DMG|3DUR|568VULN|7LWND|9RCR|aLIT
137	32342 11164	8	   	247.11	DCR|3VULN|2DMG|1DUR	1BEXP|27DMG|3DUR|46aVULN|5LWND|8RCR|9LIT
138	32342 11413	8	   	247.11	DCR|3VULN|2DMG|1DUR	1BEXP|27DMG|3DUR|468VULN|5LWND|9RCR|aLIT
139	32345 11413	8	   	247.11	DCR|3VULN|2DMG|1DUR	1BEXP|27DMG|3DUR|468VULN|5LHND|9RCR|aLIT
140	22355 23321	8	   	247.10	DCR|4VULN|1DUR|1CDMG|1AART	1LWND|2RMIN|3DUR|4AART|5CDMG|6RCR|789aVULN
141	32326 11164	8	   	247.01	DCR|3VULN|2DMG|1DUR	1BEXP|24DMG|3DUR|56aVULN|7LEGI|8RCR|9LIT
142	32326 11413	8	   	247.01	DCR|3VULN|2DMG|1DUR	1BEXP|24DMG|3DUR|568VULN|7LEGI|9RCR|aLIT
143	23143 63511	1	   	246.90	DCR|3VULN|2DUR|1DMG|1ASPD	17LWND|2ASPD|367VULN|47DUR|5DLOT|7BPWR|8RCR|9DMG|aLHND
144	22341 41313	4	   	246.81	DCR|3VULN|2DUR|2ASPD|1AART	1aLWND|2RMIN|38DUR|49aVULN|5aASPD|6RCR|7AART|aBPWR
145	22346 41313	5	   	246.81	DCR|3VULN|2DUR|2ASPD|1AART	1aLWND|2RMIN|38DUR|49aVULN|5aASPD|6RCR|7AART|aBPWR
146	22325 13214	8	   	246.80	DCR|3VULN|2DUR|1DMG|1ASPD	1LWND|2RMIN|35DUR|4DMG|67aVULN|8ASPD|9RCR
147	22325 13314	7	   	246.80	DCR|3VULN|2DUR|1DMG|1ASPD	1LWND|2RMIN|35DUR|4DMG|67aVULN|8ASPD|9RCR
148	36286 14411	5	   	246.80	DCR|3VULN|2DUR|2CDMG|1ASPD	18BEXP|2LEGI|3MBVNT|46CDMG|568VULN|68BPWR|78DUR|9ASPD|aRCR
149	32316 14113	9	   	246.77	DCR|2VULN|3DUR|1DMG|1CDMG|1ASPD	1BEXP|2DMG|347DUR|56VULN|8RCR|9CDMG|aASPD
150	32316 14116	10	   	246.77	DCR|2VULN|3DUR|1DMG|1CDMG|1ASPD	1BEXP|2DMG|347DUR|56VULN|8RCR|9CDMG|aASPD
151	12141 61333	1	   	246.75	DCR|2VULN|2DMG|2ASPD|1DUR|1CDMG|1NUKE	1BELT|29VULN|39ASPD|4CDMG|5ERES|69DMG|7NUKE|8RCR|9BPWR|aDUR
152	15384 54123	7	   	246.70	DCR|3VULN|2DUR|1DMG|1ASPD	1BELT|25DUR|3MBVNT|4DMG|6RCR|79aVULN|8ASPD
153	15384 54243	8	   	246.70	DCR|3VULN|2DUR|1DMG|1ASPD	1BELT|25DUR|3MBVNT|4DMG|6RCR|78aVULN|9ASPD
154	15384 54443	7	   	246.70	DCR|3VULN|2DUR|1DMG|1ASPD	1BELT|25DUR|3MBVNT|4DMG|6RCR|78aVULN|9ASPD
155	23142 14214	1	   	246.70	DCR|3VULN|2DUR|1DMG|1ASPD	1LWND|2ASPD|37aVULN|48DUR|5ERES|6DMG|9RCR
156	32252 13414	8	   	246.70	DCR|3VULN|2DUR|1DMG|1ASPD	1BEXP|2DMG|3ERES|47DUR|5ASPD|68aVULN|9RCR
157	22316 12563	10	   	246.68	DCR|4VULN|2DUR	1LWND|2RMIN|34DUR|5689VULN|7LIT|aRCR
158	32316 33261	9	   	246.67	DCR|2VULN|3DUR|1DMG|1TLV	1BEXP|2DMG|34aDUR|57VULN|6TLV|8LIT|9RCR
159	15111 33361	10	 * 	246.64	DCR|2VULN|2DMG|2DUR|2CDMG	1BELT|2aDUR|3BEXP|4aCDMG|56DMG|7LWND|8RCR|9aVULN|aBPWR
160	32341 22124	8	 * 	246.64	DCR|2VULN|2DMG|2DUR|2TLV	17BEXP|29DMG|37DUR|4aVULN|5CGEN|67TLV|7BPWR|8RCR
161	15311 31268	7	   	246.54	DCR|2VULN|2DMG|2DUR|2CDMG	1BELT|2aDUR|3MBVNT|4aCDMG|56DMG|7CGEN|8aVULN|9RCR|aBPWR
162	15311 33268	6	   	246.54	DCR|2VULN|2DMG|2DUR|2CDMG	1BELT|2aDUR|3MBVNT|4aCDMG|56DMG|7CGEN|8aVULN|9RCR|aBPWR
163	32346 23214	8	   	246.35	DCR|2VULN|2DUR|2ASPD|1DMG|1TLV	1BEXP|2DMG|37DUR|4aVULN|58ASPD|6TLV|9RCR
164	32326 33262	10	   	246.11	DCR|2VULN|2DMG|1TLV|1DUR|1AART	1BEXP|24DMG|3DUR|57VULN|6TLV|8LIT|9RCR|aAART
165	12616 22631	1	   	245.83	DCR|3VULN|2DUR|1TLV|1CDMG	1BELT|269VULN|39FEWX|4TLV|5CDMG|7RMIN|89DUR|9BPWR|aRCR
166	15336 43213	3	   	245.78	DCR|2VULN|2DMG|2DUR|1ASPD	1BELT|2aDUR|3MBVNT|4BBNT|5aDMG|6LIT|7ASPD|8RCR|9aVULN|aBPWR
167	15385 13213	5	   	245.78	DCR|2VULN|2DMG|2DUR|1ASPD	1BELT|2aDUR|3MBVNT|4aDMG|5LIT|6TBNT|7ASPD|8RCR|9aVULN|aBPWR
168	15385 43213	4	   	245.78	DCR|2VULN|2DMG|2DUR|1ASPD	1BELT|2aDUR|3MBVNT|4aDMG|5BBNT|6LIT|7ASPD|8RCR|9aVULN|aBPWR
169	12634 43213	2	   	245.78	DCR|2VULN|2DMG|2DUR|1ASPD	1BELT|2aDMG|3aDUR|4LIT|5BBNT|6MBVNT|7ASPD|8RCR|9aVULN|aBPWR
170	12635 43213	2	   	245.78	DCR|2VULN|2DMG|2DUR|1ASPD	1BELT|2aDMG|3aDUR|4LIT|5TBNT|6MBVNT|7ASPD|8RCR|9aVULN|aBPWR
171	32343 33265	10	   	245.77	DCR|3VULN|1DMG|1DUR|1TLV	15BEXP|2DMG|3DUR|47aVULN|6TLV|8LIT|9RCR
172	32336 33265	10	   	245.77	DCR|3VULN|1DMG|1TLV|1DUR	1BEXP|2DMG|3DUR|4RCVC|57aVULN|6TLV|8LIT|9RCR
