0	Index      	Bounty	 *	Score 	Summary	Detail	
1	52232 13244	9	 * 	285.51	DCR|4VULN|3DUR|1TLV|1DMG	168aVULN|29aDUR|3TLV|4DMG|5aBEXP|7RCR|aBPWR
12	53621 42221	8	   	277.03	DCR|3VULN|2DMG|2DUR|1TLV	16aVULN|2FEWX|34DUR|56DMG|6BPWR|7LIT|8TLV|9RCR
13	22211 46214	6	 * 	276.12	ACR|5VULN|2DMG|2DUR|1TLV	14aBEXP|2RCR|3468aVULN|46aBPWR|56DMG|7TLV|9aDUR
14	12211 46214	6	   	275.82	ACR|5VULN|2DMG|2DUR|1TLV	14aDUST|2RCR|3468aVULN|46aBPWR|56DMG|7TLV|9aDUR
15	52231 52263	10	 * 	274.07	DCR|3VULN|2TLV|2DUR|1DMG|2LIT|1NUKE	169VULN|29DUR|38TLV|4DMG|5NUKE|79LIT|9BPWR|aRCR
16	51233 11155	9	 * 	273.43	DCR|4VULN|3DUR|2TLV	147aVULN|2DMSP|348DUR|47BPWR|57TLV|67ERES|9RCR
17	52221 11155	9	   	273.33	DCR|4VULN|3DUR|2TLV	157aVULN|248DUR|37TLV|67ERES|7BPWR|9RCR
18	52232 13234	8	   	272.29	DCR|4VULN|2DUR|1TLV|1DMG	168aVULN|2aDUR|3TLV|4DMG|59aBEXP|7RCR|aBPWR
19	52236 13214	8	   	272.29	DCR|4VULN|2DUR|1TLV|1DMG	168aVULN|2aDUR|3TLV|4DMG|59aLWND|7RCR|aBPWR
20	52232 13225	8	   	271.15	DCR|4VULN|1TLV|1DMG|1DUR|1CDMG	168aVULN|2DUR|3TLV|4DMG|5BEXP|7RCR|9CDMG
21	52234 13225	7	   	271.15	DCR|4VULN|1TLV|1DMG|1DUR|1CDMG	168aVULN|2DUR|3TLV|4DMG|5FEWX|7RCR|9CDMG
22	52234 13225	8	   	271.15	DCR|4VULN|1TLV|1DMG|1DUR|1CDMG	168aVULN|2DUR|3TLV|4DMG|5FEWX|7RCR|9CDMG
23	23435 22621	3	 * 	269.50	DCR|3VULN|3DUR|2DMG|1CDMG	19BEXP|2CDMG|347DUR|59DMG|69aVULN|8RCR|9BPWR
24	52531 32621	6	   	269.30	DCR|3VULN|3DUR|2DMG|1CDMG	19aVULN|267DUR|3CDMG|49DUST|59DMG|8RCR|9BPWR
25	13435 22621	3	   	269.30	DCR|3VULN|3DUR|2DMG|1CDMG	19DUST|2CDMG|347DUR|59DMG|69aVULN|8RCR|9BPWR
26	51321 11541	6	 * 	269.26	DCR|5VULN|1TLV|1DMG|1AART	13469VULN|2DMSP|4BPWR|5AART|7TLV|8RCR|aDMG
27	52232 13434	7	   	268.82	DCR|3VULN|2DMG|2DUR|1TLV	16aVULN|2aDUR|3TLV|48DMG|59aBEXP|7RCR|aBPWR
28	53235 32521	7	   	268.61	DCR|4VULN|2TLV|2DUR	168aVULN|2FEWX|38TLV|4CGEN|5LIT|78DUR|8BPWR|9RCR
29	52232 13425	7	   	267.69	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	16aVULN|2DUR|3TLV|48DMG|5BEXP|7RCR|9CDMG
30	52123 25363	10	   	267.62	DCR|3VULN|2TLV|2DUR|1DMG	179VULN|24DUR|39ZMB|5LIT|6DMG|89TLV|9BPWR|aRCR
31	21211 42221	8	 * 	267.25	DCR|4VULN|2DMG|1TLV	14BEXP|2LEGI|346aVULN|46BPWR|56DMG|7LIT|8TLV|9RCR
32	21211 46421	6	   	267.25	DCR|4VULN|2DMG|1TLV	14BEXP|2LEGI|346aVULN|46BPWR|56DMG|7TLV|8LIT|9RCR
33	61211 42221	8	   	267.25	DCR|4VULN|2DMG|1TLV	14FEWX|2LEGI|346aVULN|46BPWR|56DMG|7LIT|8TLV|9RCR
34	11211 42221	8	   	267.05	DCR|4VULN|2DMG|1TLV	14DUST|2LEGI|346aVULN|46BPWR|56DMG|7LIT|8TLV|9RCR
35	11211 46421	6	   	267.05	DCR|4VULN|2DMG|1TLV	14DUST|2LEGI|346aVULN|46BPWR|56DMG|7TLV|8LIT|9RCR
36	52231 62263	10	 * 	266.97	DCR|2VULN|2DMG|2TLV|2DUR|2LIT|1NUKE	19VULN|29DUR|38TLV|46DMG|5NUKE|79LIT|9BPWR|aRCR
37	52235 26123	5	 * 	266.83	DCR|2VULN|3DMG|2TLV|1DUR|1CDMG	17VULN|2DUR|37TLV|467DMG|5LEGI|7BPWR|8RCVC|9CDMG|aRCR
38	51233 11153	9	   	266.03	DCR|3VULN|3DUR|2TLV|1CDMG	147VULN|2DMSP|348DUR|47BPWR|57TLV|67ERES|9RCR|aCDMG
39	52221 11153	9	   	265.93	DCR|3VULN|3DUR|2TLV|1CDMG	157VULN|248DUR|37TLV|67ERES|7BPWR|9RCR|aCDMG
40	21264 31421	1	   	265.81	DCR|4VULN|1TLV|1DMG|1DUR	1BEXP|2DUR|3TLV|4DMG|567aVULN|8LIT|9RCR
41	52232 11421	6	   	265.81	DCR|4VULN|1TLV|1DMG|1DUR	167aVULN|2DUR|3TLV|4DMG|5BEXP|8LIT|9RCR
42	52232 13211	9	   	265.81	DCR|4VULN|1TLV|1DMG|1DUR	168aVULN|2DUR|3TLV|4DMG|5BEXP|7RCR|9LIT
43	52232 31421	5	   	265.81	DCR|4VULN|1TLV|1DMG|1DUR	167aVULN|2DUR|3TLV|4DMG|5BEXP|8LIT|9RCR
44	52234 11421	6	   	265.81	DCR|4VULN|1TLV|1DMG|1DUR	167aVULN|2DUR|3TLV|4DMG|5FEWX|8LIT|9RCR
45	52234 13211	9	   	265.81	DCR|4VULN|1TLV|1DMG|1DUR	168aVULN|2DUR|3TLV|4DMG|5FEWX|7RCR|9LIT
46	52234 31421	5	   	265.81	DCR|4VULN|1TLV|1DMG|1DUR	167aVULN|2DUR|3TLV|4DMG|5FEWX|8LIT|9RCR
47	52236 11421	6	   	265.81	DCR|4VULN|1TLV|1DMG|1DUR	167aVULN|2DUR|3TLV|4DMG|5LWND|8LIT|9RCR
48	52236 13211	9	   	265.81	DCR|4VULN|1TLV|1DMG|1DUR	168aVULN|2DUR|3TLV|4DMG|5LWND|7RCR|9LIT
49	53261 31421	2	   	265.81	DCR|4VULN|1TLV|1DMG|1DUR	167aVULN|2FEWX|3TLV|4DMG|5DUR|8LIT|9RCR
50	53261 31421	3	   	265.81	DCR|4VULN|1TLV|1DMG|1DUR	167aVULN|2FEWX|3TLV|4DMG|5DUR|8LIT|9RCR
51	11264 31421	1	   	265.71	DCR|4VULN|1TLV|1DMG|1DUR	1DUST|2DUR|3TLV|4DMG|567aVULN|8LIT|9RCR
52	52235 11421	6	   	265.71	DCR|4VULN|1TLV|1DMG|1DUR	167aVULN|2DUR|3TLV|4DMG|5LEGI|8LIT|9RCR
53	52235 13211	9	   	265.71	DCR|4VULN|1TLV|1DMG|1DUR	168aVULN|2DUR|3TLV|4DMG|5LEGI|7RCR|9LIT
54	52623 22363	10	   	265.63	DCR|2VULN|2TLV|2DUR|1DMG|2ASPD|2LIT	19VULN|24DUR|39ASPD|57LIT|6DMG|89TLV|9BPWR|aRCR
55	51321 11543	6	   	265.44	DCR|5VULN|1TLV|1DUR|1AART	13469VULN|2DMSP|4BPWR|5AART|7TLV|8RCR|aDUR
56	52233 23244	9	   	264.26	DCR|3VULN|3DUR|1TLV|1DMG	18aVULN|29aDUR|3TLV|4DMG|5RCVC|6aDUST|7RCR|aBPWR
57	52364 43425	1	 * 	263.47	DCR|4VULN|2DMG|2DUR	158aVULN|2ERES|3aDUR|4MBVNT|6RCR|7RCVC|9aDMG|aBPWR
58	52331 63226	8	   	262.45	DCR|3VULN|2DMG|1TLV|1DUR	16aVULN|2DUR|3LHND|46DMG|5RPLT|6BPWR|7TLV|8LIT|9RCR
59	52341 42221	8	   	262.45	DCR|3VULN|2DMG|1TLV|1DUR	16aVULN|2DUR|34LHND|56DMG|6BPWR|7LIT|8TLV|9RCR
60	51261 42221	8	   	262.35	DCR|3VULN|2DMG|1TLV|1DUR	16aVULN|2DMSP|3DUR|4DUST|56DMG|6BPWR|7LIT|8TLV|9RCR
61	52232 13261	9	   	262.35	DCR|3VULN|2DMG|1TLV|1DUR	168VULN|2DUR|3TLV|4aDMG|5BEXP|7RCR|9ASPD
62	52232 41421	5	   	262.35	DCR|3VULN|2DMG|1TLV|1DUR	17aVULN|2DUR|3TLV|46DMG|5BEXP|8LIT|9RCR
63	52234 13261	9	   	262.35	DCR|3VULN|2DMG|1TLV|1DUR	168VULN|2DUR|3TLV|4aDMG|5FEWX|7RCR|9ASPD
64	52236 13261	9	   	262.35	DCR|3VULN|2DMG|1TLV|1DUR	168VULN|2DUR|3TLV|4aDMG|5LWND|7RCR|9ASPD
65	52236 21421	5	   	262.35	DCR|3VULN|2DMG|1TLV|1DUR	17aVULN|2DUR|3TLV|46DMG|5LWND|8LIT|9RCR
66	52236 21421	4	   	262.35	DCR|3VULN|2DMG|1TLV|1DUR	17aVULN|2DUR|3TLV|46DMG|5LHND|8LIT|9RCR
67	52235 13261	9	   	262.25	DCR|3VULN|2DMG|1TLV|1DUR	168VULN|2DUR|3TLV|4aDMG|5LEGI|7RCR|9ASPD
68	52235 21421	5	   	262.25	DCR|3VULN|2DMG|1TLV|1DUR	17aVULN|2DUR|3TLV|46DMG|5LEGI|8LIT|9RCR
69	52223 52133	10	   	262.17	DCR|3VULN|3DUR|1TLV|1AART	16aVULN|247DUR|3TLV|5LIT|8RCR|9AART
70	51233 12214	8	   	261.68	DCR|4VULN|2DUR|1TLV|1AART	1489VULN|2DMSP|34DUR|4BPWR|5TLV|6ERES|7AART|aRCR
71	52221 12214	8	   	261.58	DCR|4VULN|2DUR|1TLV|1AART	1589VULN|24DUR|3TLV|6ERES|7AART|aRCR
72	52223 52151	10	   	261.53	DCR|2VULN|3DUR|1TLV|1DMG|1CDMG	16VULN|247DUR|3TLV|5LIT|8RCR|9CDMG|aDMG
73	52223 14243	6	   	261.01	DCR|3VULN|3DUR|1TLV	178VULN|247DUR|3TLV|5LIT|67LHND|7BPWR|9ASPD|aRCR
74	52223 14243	5	   	260.81	DCR|3VULN|3DUR|1TLV	178VULN|247DUR|3TLV|5LIT|67DUST|7BPWR|9ASPD|aRCR
75	52223 52143	9	   	260.81	DCR|3VULN|3DUR|1TLV	169VULN|247DUR|3TLV|5LIT|8RCR|aASPD
76	52311 42223	10	   	260.74	DCR|2VULN|2DMG|2DUR|1TLV	16VULN|24DUR|34LHND|46BPWR|56DMG|7LIT|8TLV|9ASPD|aRCR
77	52236 13241	9	   	260.70	DCR|3VULN|2DUR|1TLV|1DMG|1AART	168VULN|29DUR|3TLV|4DMG|5LWND|7RCR|aAART
78	52321 42223	10	   	260.64	DCR|2VULN|2DMG|2DUR|1TLV	16VULN|24DUR|3LHND|56DMG|6BPWR|7LIT|8TLV|9ASPD|aRCR
79	52235 13241	9	   	260.60	DCR|3VULN|2DUR|1TLV|1DMG|1AART	168VULN|29DUR|3TLV|4DMG|5LEGI|7RCR|aAART
80	52123 24363	10	   	260.52	DCR|2VULN|2DMG|2TLV|2DUR	19VULN|24DUR|39ZMB|5LIT|67DMG|89TLV|9BPWR|aRCR
81	55132 12222	1	 * 	259.89	DCR|2VULN|3DMG|2DUR|1TLV	17VULN|247DMG|345ZMB|47BPWR|67DUR|8RPLT|9TLV|aRCR
82	52234 13223	8	   	259.76	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG|1AART	168VULN|2DUR|3TLV|4DMG|5FEWX|7RCR|9CDMG|aAART
83	52234 13223	7	   	259.76	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG|1AART	168VULN|2DUR|3TLV|4DMG|5FEWX|7RCR|9CDMG|aAART
84	52234 15223	6	   	259.76	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG|1AART	168VULN|2DUR|3TLV|4DMG|5FEWX|7RCR|9CDMG|aAART
85	52234 35223	5	   	259.76	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG|1AART	168VULN|2DUR|3TLV|4DMG|5FEWX|7RCR|9CDMG|aAART
86	53261 35223	3	   	259.76	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG|1AART	168VULN|2FEWX|3TLV|4DMG|5DUR|7RCR|9CDMG|aAART
87	53261 35223	2	   	259.76	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG|1AART	168VULN|2FEWX|3TLV|4DMG|5DUR|7RCR|9CDMG|aAART
88	52235 13222	8	   	259.66	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG|1AART	168VULN|2DUR|3TLV|4DMG|5LEGI|7RCR|9CDMG|aAART
89	52232 16423	6	   	259.54	DCR|3VULN|2DUR|1TLV|1DMG	167VULN|27DUR|3TLV|4DMG|57BEXP|7BPWR|8LIT|9RCR|aCGEN
90	52232 36423	5	   	259.54	DCR|3VULN|2DUR|1TLV|1DMG	167VULN|27DUR|3TLV|4DMG|57BEXP|7BPWR|8LIT|9RCR|aCGEN
91	52311 43113	7	   	259.54	DCR|2VULN|3DMG|2DUR|1TLV|1SELL	16VULN|24DUR|34LHND|46BPWR|569DMG|7SELL|8TLV|aRCR
92	52411 43113	7	   	259.54	DCR|2VULN|3DMG|2DUR|1TLV|1SELL	16VULN|24DUR|34FEWX|46BPWR|569DMG|7SELL|8TLV|aRCR
93	53611 43113	7	   	259.54	DCR|2VULN|3DMG|2DUR|1TLV|1SELL	16VULN|24FEWX|34DUR|46BPWR|569DMG|7SELL|8TLV|aRCR
94	51236 11413	5	   	259.53	DCR|4VULN|2DUR|1DMG|1CDMG	1456VULN|2DMSP|34DUR|4BPWR|7BBNT|8DMG|9CDMG|aRCR
95	51323 62221	4	   	259.50	DCR|5VULN|1TLV|1DMG	13456VULN|2DMSP|456BPWR|7BBNT|8DMG|9TLV|aRCR
96	51233 31421	6	   	259.44	DCR|3VULN|2DUR|1TLV|1DMG	14aVULN|2DMSP|34DUR|4BPWR|5TLV|6LWND|7DMG|8LIT|9RCR
97	51233 41421	6	   	259.44	DCR|3VULN|2DUR|1TLV|1DMG	14aVULN|2DMSP|34DUR|4BPWR|5TLV|6BEXP|7DMG|8LIT|9RCR
98	51233 51421	6	   	259.44	DCR|3VULN|2DUR|1TLV|1DMG	14aVULN|2DMSP|34DUR|4BPWR|5TLV|6DMG|7LHND|8LIT|9RCR
99	51233 55221	8	   	259.44	DCR|3VULN|2DUR|1TLV|1DMG	14aVULN|2DMSP|34DUR|4BPWR|5TLV|6DMG|7LHND|8LIT|9RCR
100	52321 43113	7	   	259.44	DCR|2VULN|3DMG|2DUR|1TLV|1SELL	16VULN|24DUR|3LHND|569DMG|6BPWR|7SELL|8TLV|aRCR
101	52421 43113	7	   	259.44	DCR|2VULN|3DMG|2DUR|1TLV|1SELL	16VULN|24DUR|3FEWX|569DMG|6BPWR|7SELL|8TLV|aRCR
102	53621 43113	7	   	259.44	DCR|2VULN|3DMG|2DUR|1TLV|1SELL	16VULN|2FEWX|34DUR|569DMG|6BPWR|7SELL|8TLV|aRCR
103	21264 11421	1	   	259.34	DCR|3VULN|2DUR|1TLV|1DMG	1BEXP|26DUR|3TLV|4DMG|57aVULN|8LIT|9RCR
104	51233 21421	6	   	259.34	DCR|3VULN|2DUR|1TLV|1DMG	14aVULN|2DMSP|34DUR|4BPWR|5TLV|6LEGI|7DMG|8LIT|9RCR
105	51233 52421	6	   	259.34	DCR|3VULN|2DUR|1TLV|1DMG	14aVULN|2DMSP|34DUR|4BPWR|5TLV|6DMG|7DUST|8LIT|9RCR
106	51233 61421	3	   	259.34	DCR|3VULN|2DUR|1TLV|1DMG	14aVULN|2DMSP|34DUR|4BPWR|5DUST|6TLV|7DMG|8LIT|9RCR
107	51233 61421	4	   	259.34	DCR|3VULN|2DUR|1TLV|1DMG	14aVULN|2DMSP|34DUR|4BPWR|5DUST|6TLV|7DMG|8LIT|9RCR
108	52221 31421	6	   	259.34	DCR|3VULN|2DUR|1TLV|1DMG	15aVULN|24DUR|3TLV|6LWND|7DMG|8LIT|9RCR
109	52221 41421	6	   	259.34	DCR|3VULN|2DUR|1TLV|1DMG	15aVULN|24DUR|3TLV|6BEXP|7DMG|8LIT|9RCR
110	52221 51421	6	   	259.34	DCR|3VULN|2DUR|1TLV|1DMG	15aVULN|24DUR|3TLV|6DMG|7LHND|8LIT|9RCR
111	52221 55221	8	   	259.34	DCR|3VULN|2DUR|1TLV|1DMG	15aVULN|24DUR|3TLV|6DMG|7LHND|8LIT|9RCR
112	52223 25114	8	   	259.34	DCR|3VULN|2DUR|1TLV|1DMG	179VULN|24DUR|3TLV|5LIT|6DMG|8MLV|aRCR
113	52223 25136	8	   	259.34	DCR|3VULN|2DUR|1TLV|1DMG	17aVULN|24DUR|3TLV|5LIT|6DMG|8MLV|9RCR
114	52223 25221	8	   	259.34	DCR|3VULN|2DUR|1TLV|1DMG	17aVULN|24DUR|3TLV|5LIT|6DMG|8LHND|9RCR
115	52223 25521	7	   	259.34	DCR|3VULN|2DUR|1TLV|1DMG	17aVULN|24DUR|3TLV|5LIT|6DMG|8FEWX|9RCR
116	52223 25621	8	   	259.34	DCR|3VULN|2DUR|1TLV|1DMG	17aVULN|24DUR|3TLV|5LIT|6DMG|8BEXP|9RCR
117	52232 13243	9	   	259.34	DCR|3VULN|2DUR|1TLV|1DMG	168VULN|29DUR|3TLV|4DMG|5BEXP|7RCR|aLIT
118	52234 13243	9	   	259.34	DCR|3VULN|2DUR|1TLV|1DMG	168VULN|29DUR|3TLV|4DMG|5FEWX|7RCR|aLIT
119	52236 13216	10	   	259.34	DCR|3VULN|2DUR|1TLV|1DMG	168VULN|2aDUR|3TLV|4DMG|5LWND|7RCR|9LIT
120	52236 13242	9	   	259.34	DCR|3VULN|2DUR|1TLV|1DMG	168VULN|29DUR|3TLV|4DMG|5LWND|7RCR|aLIT
121	52232 11421	5	   	259.34	DCR|3VULN|2DUR|1TLV|1DMG	17aVULN|26DUR|3TLV|4DMG|5BEXP|8LIT|9RCR
122	52233 24421	4	   	259.34	DCR|3VULN|2DUR|1TLV|1DMG	17aVULN|27DUR|3TLV|4DMG|5RMIN|67ERES|7BPWR|8LIT|9RCR
123	52233 26421	6	   	259.34	DCR|3VULN|2DUR|1TLV|1DMG	17aVULN|27DUR|3TLV|4DMG|5RCVC|67DUST|7BPWR|8LIT|9RCR
124	52234 11421	5	   	259.34	DCR|3VULN|2DUR|1TLV|1DMG	17aVULN|26DUR|3TLV|4DMG|5FEWX|8LIT|9RCR
125	53261 11421	3	   	259.34	DCR|3VULN|2DUR|1TLV|1DMG	17aVULN|2FEWX|3TLV|4DMG|56DUR|8LIT|9RCR
126	53261 11421	2	   	259.34	DCR|3VULN|2DUR|1TLV|1DMG	17aVULN|2FEWX|3TLV|4DMG|56DUR|8LIT|9RCR
127	52232 16422	6	   	259.30	DCR|3VULN|2DUR|1TLV|1DMG|1SELL	167VULN|27DUR|3TLV|4DMG|57BEXP|7BPWR|8LIT|9RCR|aSELL
128	52232 36422	5	   	259.30	DCR|3VULN|2DUR|1TLV|1DMG|1SELL	167VULN|27DUR|3TLV|4DMG|57BEXP|7BPWR|8LIT|9RCR|aSELL
129	11264 11421	1	   	259.24	DCR|3VULN|2DUR|1TLV|1DMG	1DUST|26DUR|3TLV|4DMG|57aVULN|8LIT|9RCR
130	52221 21421	6	   	259.24	DCR|3VULN|2DUR|1TLV|1DMG	15aVULN|24DUR|3TLV|6LEGI|7DMG|8LIT|9RCR
131	52221 52421	6	   	259.24	DCR|3VULN|2DUR|1TLV|1DMG	15aVULN|24DUR|3TLV|6DMG|7DUST|8LIT|9RCR
132	52223 25121	7	   	259.24	DCR|3VULN|2DUR|1TLV|1DMG	17aVULN|24DUR|3TLV|5LIT|6DMG|8DUST|9RCR
133	52223 25214	7	   	259.24	DCR|3VULN|2DUR|1TLV|1DMG	179VULN|24DUR|3TLV|5LIT|6DMG|8ERES|aRCR
134	52235 13216	10	   	259.24	DCR|3VULN|2DUR|1TLV|1DMG	168VULN|2aDUR|3TLV|4DMG|5LEGI|7RCR|9LIT
135	52235 13242	9	   	259.24	DCR|3VULN|2DUR|1TLV|1DMG	168VULN|29DUR|3TLV|4DMG|5LEGI|7RCR|aLIT
136	22211 41254	6	 * 	258.65	ACR|4VULN|3DMG|1TLV|1DUR	14BEXP|2RCR|3468VULN|46BPWR|567DMG|9DUR|aTLV
137	12211 41254	6	   	258.45	ACR|4VULN|3DMG|1TLV|1DUR	14DUST|2RCR|3468VULN|46BPWR|567DMG|9DUR|aTLV
138	22214 61214	4	   	258.43	ACR|5VULN|2DUR|1TLV|1DMG	14aBEXP|2RCR|3458aVULN|4aBPWR|6TLV|7DMG|9aDUR
139	55132 12234	1	 * 	258.37	DCR|3VULN|3DMG|2DUR	179VULN|247DMG|345ZMB|47BPWR|67DUR|8RPLT|aRCR
140	55132 12263	1	   	258.37	DCR|3VULN|3DMG|2DUR	17aVULN|247DMG|345ZMB|47BPWR|67DUR|8RPLT|9RCR
141	12214 61214	4	   	258.13	ACR|5VULN|2DUR|1TLV|1DMG	14aDUST|2RCR|3458aVULN|4aBPWR|6TLV|7DMG|9aDUR
142	55261 31211	3	   	258.13	ACR|5VULN|2DUR|1TLV|1DMG	1678aVULN|2RCR|3TLV|4DMG|59DUR
143	55261 31211	2	   	258.13	ACR|5VULN|2DUR|1TLV|1DMG	1678aVULN|2RCR|3TLV|4DMG|59DUR
144	52222 32231	5	   	257.85	DCR|3VULN|3DUR|1TLV|1CDMG	19aVULN|246DUR|3TLV|5CDMG|7RCR|8LHND
145	52222 32331	5	   	257.85	DCR|3VULN|3DUR|1TLV|1CDMG	19aVULN|246DUR|3TLV|5CDMG|7RCR|8FEWX
146	52222 23432	4	   	257.75	DCR|3VULN|3DUR|1TLV|1CDMG	167VULN|24aDUR|3TLV|5BBNT|8CDMG|9RCR
147	52236 13223	10	   	257.50	DCR|4VULN|1TLV|1DMG|1DUR	168aVULN|2DUR|3TLV|4DMG|5LWND|7RCR|9RPLT
148	51347 17442	1	   	257.48	DCR|3VULN|2DMG|2DUR|2LIT	18aVULN|28DUR|3MBVNT|4aLIT|5ERES|6RCR|78CGEN|8aBPWR|9aDMG
149	52347 17442	2	   	257.48	DCR|3VULN|2DMG|2DUR|2LIT	18aVULN|28DUR|3MBVNT|4aLIT|5ERES|6RCR|78CGEN|8aBPWR|9aDMG
150	51342 14442	1	   	257.38	DCR|3VULN|2DMG|2DUR|2LIT	18aVULN|28DUR|3MBVNT|4aLIT|5CGEN|6RCR|78ERES|8aBPWR|9aDMG
151	52342 14442	2	   	257.38	DCR|3VULN|2DMG|2DUR|2LIT	18aVULN|28DUR|3MBVNT|4aLIT|5CGEN|6RCR|78ERES|8aBPWR|9aDMG
152	52336 21421	4	   	257.19	DCR|4VULN|2DMG|1DUR	157aVULN|2DUR|3LHND|45DMG|5BPWR|6ERES|8LIT|9RCR
153	52235 13223	8	 * 	256.32	DCR|3VULN|1TLV|1DMG|2CDMG|1DUR	168VULN|2DUR|3TLV|4DMG|5LEGI|7RCR|9aCDMG
154	52623 25333	10	   	256.18	DCR|2VULN|3DUR|1TLV|1DMG	17VULN|249DUR|3ASPD|5LIT|6DMG|8TLV|aRCR
155	51252 13613	4	   	256.17	DCR|3VULN|2DMG|2DUR|1CDMG	178VULN|2DMSP|38DUR|48DMG|5BBNT|6RCVC|8BPWR|9CDMG|aRCR
156	51252 23613	4	   	256.17	DCR|3VULN|2DMG|2DUR|1CDMG	178VULN|26DMSP|38DUR|48DMG|5BBNT|8BPWR|9CDMG|aRCR
157	52232 56111	4	 * 	256.17	DCR|2VULN|2DUR|1TLV|1DMG|2CDMG|1AART	18VULN|28DUR|3TLV|4DMG|58CDMG|6AART|7RPLT|8BPWR|9LHND|aRCR
158	52533 35132	3	 * 	255.64	DCR|4VULN|2DUR|2CDMG|1AART	1689VULN|29DUR|39CDMG|4RCVC|5AART|7RCR|9BPWR|aLWND
159	52533 35133	3	   	255.64	DCR|4VULN|2DUR|2CDMG|1AART	1689VULN|29DUR|39CDMG|4RCVC|5AART|7RCR|9BPWR|aZMB
160	52533 35131	3	   	255.54	DCR|4VULN|2DUR|2CDMG|1AART	1689VULN|29DUR|39CDMG|4RCVC|5AART|7RCR|9BPWR|aTBNT
