0	Index      	Bounty	 *	Score 	Summary	Detail	
1	22422 62233	5	 * 	300.20	DCR|3VULN|3DMG|2DUR|2TLV|1ASPD	158DMG|28aVULN|3ASPD|45TLV|58BPWR|6BBNT|78DUR|9RCR
18	22522 56131	2	   	284.76	DCR|4VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1DMG|2458VULN|3CDMG|6DUR|7ASPD|9RCR|aTLV
19	22432 12451	10	   	284.73	DCR|3VULN|2DMG|2ASPD|1DUR|2LIT	19DMG|29aVULN|36ASPD|4DUR|5AART|79LIT|8RCR|9BPWR
20	22422 62235	5	 * 	283.50	DCR|2VULN|3DMG|2DUR|2ASPD|2TLV	158DMG|28VULN|3aASPD|45TLV|58BPWR|6BBNT|78DUR|9RCR
21	32142 21235	5	   	283.38	DCR|3VULN|2DMG|2DUR|1TLV|1CDMG	1ERES|27aVULN|3BEXP|4TLV|5aDUR|6CDMG|8RCR|9aDMG|aBPWR
22	32142 63235	5	   	283.38	DCR|3VULN|2DMG|2DUR|1TLV|1CDMG	1ERES|26aVULN|3BEXP|4TLV|5aDUR|7CDMG|8RCR|9aDMG|aBPWR
23	32143 21235	4	   	283.38	DCR|3VULN|2DMG|2DUR|1TLV|1CDMG	1ERES|27aVULN|3BEXP|4TLV|5aDUR|6CDMG|8RCR|9aDMG|aBPWR
24	32143 63235	4	   	283.38	DCR|3VULN|2DMG|2DUR|1TLV|1CDMG	1ERES|26aVULN|3BEXP|4TLV|5aDUR|7CDMG|8RCR|9aDMG|aBPWR
25	32512 21235	5	   	283.38	DCR|3VULN|2DMG|2DUR|1TLV|1CDMG	1ERES|27aVULN|3TLV|4LWND|5aDUR|6CDMG|8RCR|9aDMG|aBPWR
26	32543 21235	3	   	283.38	DCR|3VULN|2DMG|2DUR|1TLV|1CDMG	1ERES|27aVULN|3TLV|4FEWX|5aDUR|6CDMG|8RCR|9aDMG|aBPWR
27	32642 21235	5	   	283.38	DCR|3VULN|2DMG|2DUR|1TLV|1CDMG	1ERES|27aVULN|3LHND|4TLV|5aDUR|6CDMG|8RCR|9aDMG|aBPWR
28	22532 56331	2	 * 	283.11	DCR|3VULN|2DUR|1DMG|2CDMG|1TLV|1ASPD	1DMG|245VULN|34CDMG|4BPWR|68DUR|7ASPD|9RCR|aTLV
29	21134 12116	10	   	283.09	DCR|3VULN|3DMG|3ASPD|1CDMG	168DMG|2RPLT|38aLWND|4CDMG|56aVULN|68aBPWR|78aASPD|9RCR
30	21334 12116	10	   	283.09	DCR|3VULN|3DMG|3ASPD|1CDMG	168DMG|2RPLT|38aBEXP|4CDMG|56aVULN|68aBPWR|78aASPD|9RCR
31	22422 62231	5	   	282.96	DCR|2VULN|3DMG|2DUR|2TLV|1ASPD	158DMG|28VULN|3ASPD|45TLV|58BPWR|6BBNT|78DUR|9RCR|aAART
32	22135 12662	10	 * 	282.85	DCR|4VULN|2DMG|2ASPD|1DUR	1aDMG|268aVULN|3FEWX|4RPLT|5DUR|7RCR|9aASPD|aBPWR
33	24155 14432	6	   	282.79	DCR|3VULN|3DMG|3ASPD|1CDMG	167DMG|2MBVNT|3FEWX|478VULN|567ASPD|67BPWR|9CDMG|aRCR
34	22235 12662	10	   	282.75	DCR|4VULN|2DMG|2ASPD|1DUR	1aDMG|268aVULN|3DUST|4RPLT|5DUR|7RCR|9aASPD|aBPWR
35	64633 12322	10	 * 	282.73	DCR|4VULN|3DUR|3ASPD	138aVULN|2FEWX|48aDUR|58aASPD|6RPLT|7RCR|8aBPWR|9RMIN
36	64135 12322	10	 * 	282.66	DCR|3VULN|3DMG|3DUR	18aVULN|2FEWX|3DMSP|48aDUR|58aDMG|6RPLT|7RCR|8aBPWR|9RMIN
37	24153 35121	10	   	282.46	DCR|3VULN|3DMG|3DUR	168DMG|2MBVNT|37FEWX|48aVULN|568DUR|68BPWR|9RCR
38	24153 37121	10	   	282.46	DCR|3VULN|3DMG|3DUR	168DMG|2MBVNT|3FEWX|48aVULN|568DUR|68BPWR|7DMSP|9RCR
39	24253 37121	10	   	282.36	DCR|3VULN|3DMG|3DUR	168DMG|2MBVNT|3DUST|48aVULN|568DUR|68BPWR|7DMSP|9RCR
40	22123 23525	4	 * 	280.76	DCR|3VULN|3DMG|3CDMG|1DUR	18aDMG|28aVULN|3FEWX|4DUR|5TBNT|68aCDMG|7RCR|8aBPWR|9RMIN
41	22123 23525	3	   	280.76	DCR|3VULN|3DMG|3CDMG|1DUR	18aDMG|28aVULN|3FEWX|4DUR|5TBNT|68aCDMG|7RCR|8aBPWR|9RMIN
42	22123 23525	2	   	280.76	DCR|3VULN|3DMG|3CDMG|1DUR	18aDMG|28aVULN|3FEWX|4DUR|5TBNT|68aCDMG|7RCR|8aBPWR|9RMIN
43	24643 12322	10	   	280.76	DCR|3VULN|3DMG|3CDMG|1DUR	18aDMG|2MBVNT|38aVULN|4LHND|5DUR|68aCDMG|7RCR|8aBPWR|9RMIN
44	24683 12322	10	   	280.76	DCR|3VULN|3DMG|3CDMG|1DUR	18aDMG|2MBVNT|38aVULN|4FEWX|5DUR|68aCDMG|7RCR|8aBPWR|9RMIN
45	22223 23525	3	   	280.66	DCR|3VULN|3DMG|3CDMG|1DUR	18aDMG|28aVULN|3DUST|4DUR|5TBNT|68aCDMG|7RCR|8aBPWR|9RMIN
46	22223 23525	4	   	280.66	DCR|3VULN|3DMG|3CDMG|1DUR	18aDMG|28aVULN|3DUST|4DUR|5TBNT|68aCDMG|7RCR|8aBPWR|9RMIN
47	22532 52131	2	   	280.17	DCR|4VULN|1DMG|2CDMG|1TLV|1DUR	1DMG|2458VULN|34CDMG|4BPWR|6DUR|7MLV|9RCR|aTLV
48	22143 52122	10	   	280.15	DCR|4VULN|2DMG|2ASPD|1CDMG	18DMG|248aVULN|3FEWX|5ERES|6RCR|78ASPD|8BPWR|9CDMG
49	22532 25131	2	   	280.07	DCR|4VULN|1DMG|2CDMG|1TLV|1DUR	1DMG|2458VULN|34CDMG|4BPWR|6ERES|7DUR|9RCR|aTLV
50	22532 53131	2	   	280.07	DCR|4VULN|1DMG|2CDMG|1TLV|1DUR	1DMG|2458VULN|34CDMG|4BPWR|6DUR|7ERES|9RCR|aTLV
51	63633 22163	9	 * 	280.05	DCR|4VULN|2DUR|2ASPD|3TLV	1789VULN|2ZMB|378TLV|49DUR|59ASPD|678FEWX|789BPWR|aRCR
52	63633 32163	9	   	280.05	DCR|4VULN|2DUR|2ASPD|3TLV	1789VULN|2ZMB|378TLV|49DUR|59ASPD|678BEXP|789BPWR|aRCR
53	62612 12163	8	 * 	279.95	DCR|4VULN|2DUR|2ASPD|1DMG	1368VULN|28BEXP|4LWND|56DUR|68BPWR|78ASPD|9DMG|aRCR
54	22335 52116	8	   	279.79	DCR|2VULN|3DMG|2DUR|2ASPD|1TLV	158DMG|28VULN|3CGEN|4aDUR|6RCR|78ASPD|8BPWR|9TLV
55	22636 52123	10	   	279.69	DCR|2VULN|3DMG|2DUR|2ASPD|1TLV	18aDMG|28VULN|3TLV|45DUR|6RCR|78ASPD|8BPWR|9ERES
56	62633 31115	10	 * 	279.33	DCR|5VULN|2DUR|2ASPD	1389aVULN|2BEXP|49DUR|59ASPD|6BELT|7RCR|9BPWR
57	62322 52136	8	   	279.15	DCR|4VULN|3DUR|1TLV|1ASPD	157aVULN|2BEXP|37MLV|457DUR|57BPWR|6RCR|8TLV|9ASPD
58	53521 22121	10	   	277.49	DCR|4VULN|3DMG|1DUR	178FEWX|2ZMB|378aVULN|4DUR|5CGEN|678DMG|78BPWR|9RCR
59	53522 22121	10	   	277.49	DCR|4VULN|3DMG|1DUR	178FEWX|2ZMB|378aVULN|4DUR|5MLV|678DMG|78BPWR|9RCR
60	63121 22121	10	   	277.49	DCR|4VULN|3DMG|1DUR	178aVULN|2ZMB|378FEWX|4DUR|5CGEN|678DMG|78BPWR|9RCR
61	63122 22121	10	   	277.49	DCR|4VULN|3DMG|1DUR	178aVULN|2ZMB|378FEWX|4DUR|5MLV|678DMG|78BPWR|9RCR
62	63221 22121	10	   	277.19	DCR|4VULN|3DMG|1DUR	178aVULN|2ZMB|378DUST|4DUR|5CGEN|678DMG|78BPWR|9RCR
63	63222 22121	10	   	277.19	DCR|4VULN|3DMG|1DUR	178aVULN|2ZMB|378DUST|4DUR|5MLV|678DMG|78BPWR|9RCR
64	24652 12132	7	   	277.09	DCR|4VULN|3DMG|1TLV	157DMG|2MBVNT|345aVULN|5BPWR|6RPLT|8TLV|9RCR
65	26121 12362	10	 * 	276.97	DCR|2VULN|3DMG|3DUR|2ASPD	18aDMG|24aDUR|38FEWX|58VULN|6RPLT|7RCR|8aBPWR|9aASPD
66	26143 12362	10	   	276.97	DCR|2VULN|3DMG|3DUR|2ASPD	18aDMG|25aDUR|38FEWX|48VULN|6RPLT|7RCR|8aBPWR|9aASPD
67	26522 36131	5	   	276.80	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG|1ASPD	1DMG|25DUR|358VULN|4RCVC|5BPWR|6CDMG|7ASPD|9RCR|aTLV
68	22522 56331	2	   	276.70	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG|1ASPD	1DMG|245VULN|3CDMG|68DUR|7ASPD|9RCR|aTLV
69	63135 12352	10	   	276.42	DCR|4VULN|2DMG|2DUR	168aVULN|2aZMB|38FEWX|4RPLT|58DUR|7RCR|8aBPWR|9aDMG
70	25523 31115	9	   	276.37	DCR|3VULN|3DUR|2DMG	19DMG|2DUST|389VULN|459DUR|6BELT|7RCR|9BPWR|aAART
71	22141 66113	10	   	276.22	DCR|4VULN|2DMG|2DUR	18DMG|2458VULN|39FEWX|6LHND|78DUR|8BPWR|aRCR
72	22321 61632	9	   	276.22	DCR|4VULN|2DMG|2DUR	19DMG|2589VULN|3CGEN|47MLV|69DUR|9BPWR|aRCR
73	22321 63632	9	   	276.22	DCR|4VULN|2DMG|2DUR	19DMG|2589VULN|3CGEN|4MLV|69DUR|7RCVC|9BPWR|aRCR
74	22321 64632	9	   	276.22	DCR|4VULN|2DMG|2DUR	19DMG|2589VULN|37CGEN|4MLV|69DUR|9BPWR|aRCR
75	62135 31115	10	   	276.22	DCR|4VULN|2DMG|2DUR	189aVULN|2BEXP|3DMSP|49DUR|59DMG|6BELT|7RCR|9BPWR
76	62235 31115	10	   	276.22	DCR|4VULN|2DMG|2DUR	189aVULN|23BEXP|49DUR|59DMG|6BELT|7RCR|9BPWR
77	62635 31111	9	   	276.22	DCR|4VULN|2DMG|2DUR	1389VULN|2BEXP|49DUR|59DMG|6BELT|7RCR|9BPWR|aMLV
78	62635 31111	10	   	276.22	DCR|4VULN|2DMG|2DUR	1389VULN|2BEXP|49DUR|59DMG|6BELT|7RCR|9BPWR|aFEWX
79	62635 31112	9	   	276.22	DCR|4VULN|2DMG|2DUR	1389VULN|2aBEXP|49DUR|59DMG|6BELT|7RCR|9BPWR
80	62635 31112	10	   	276.22	DCR|4VULN|2DMG|2DUR	1389VULN|2BEXP|49DUR|59DMG|6BELT|7RCR|9BPWR|aRPLT
81	62635 31113	9	   	276.22	DCR|4VULN|2DMG|2DUR	1389VULN|2BEXP|49DUR|59DMG|6BELT|7RCR|9BPWR|aFEWX
82	62635 31113	10	   	276.22	DCR|4VULN|2DMG|2DUR	1389VULN|2BEXP|49DUR|59DMG|6BELT|7RCR|9BPWR|aLHND
83	22142 56133	9	   	276.22	DCR|4VULN|2DMG|2DUR	18DMG|2458VULN|35FEWX|58BPWR|6BEXP|78DUR|9ERES|aRCR
84	22142 66133	9	   	276.22	DCR|4VULN|2DMG|2DUR	18DMG|2458VULN|35FEWX|58BPWR|6LHND|78DUR|9ERES|aRCR
85	63613 14138	2	   	276.12	DCR|4VULN|2DMG|2DUR	178aVULN|2ZMB|3MBVNT|4aDMG|5aDUR|6RMIN|9RCR|aBPWR
86	22141 56133	9	   	276.12	DCR|4VULN|2DMG|2DUR	18DMG|2458VULN|3FEWX|6BEXP|78DUR|8BPWR|9ERES|aRCR
87	22141 66133	9	   	276.12	DCR|4VULN|2DMG|2DUR	18DMG|2458VULN|3FEWX|6LHND|78DUR|8BPWR|9ERES|aRCR
88	22231 44323	8	   	276.12	DCR|4VULN|2DMG|2DUR	18DMG|289aVULN|3DUST|4RPLT|5LWND|68DUR|7RCR|8BPWR
89	64633 12333	9	   	276.04	DCR|4VULN|2DUR|2ASPD|1TLV	138aVULN|2FEWX|48DUR|58ASPD|6RPLT|7RCR|8BPWR|9TLV
90	62633 31116	9	   	276.04	DCR|4VULN|2DUR|2ASPD|1TLV	1389VULN|2BEXP|49DUR|59ASPD|6BELT|7RCR|9BPWR|aTLV
91	26221 31115	10	   	276.02	DCR|4VULN|2DMG|2DUR	19DMG|24DUR|39DUST|589aVULN|6BELT|7RCR|9BPWR
92	24613 14138	3	   	276.02	DCR|4VULN|2DMG|2DUR|1NUKE	1aDMG|2MBVNT|378aVULN|4NUKE|5aDUR|6RMIN|9RCR|aBPWR
93	26243 31115	10	   	276.02	DCR|4VULN|2DMG|2DUR	19DMG|25DUR|39DUST|489aVULN|6BELT|7RCR|9BPWR
94	22115 52123	9	   	275.87	DCR|3VULN|3DMG|2ASPD|1DUR	158DMG|28aVULN|3FEWX|4CGEN|6RCR|78ASPD|8BPWR|9DUR
95	22115 52126	10	   	275.87	DCR|3VULN|3DMG|2ASPD|1DUR	158DMG|28aVULN|3FEWX|4CGEN|6RCR|78ASPD|8BPWR|9DUR
96	22115 52133	8	   	275.87	DCR|3VULN|3DMG|2ASPD|1DUR	158DMG|28aVULN|3FEWX|4CGEN|6RCR|78ASPD|8BPWR|9DUR
97	22335 52123	9	   	275.87	DCR|3VULN|3DMG|2ASPD|1DUR	158DMG|28aVULN|3CGEN|4DUR|6RCR|78ASPD|8BPWR|9RCVC
98	22335 52133	8	   	275.87	DCR|3VULN|3DMG|2ASPD|1DUR	158DMG|28aVULN|3CGEN|4DUR|6RCR|78ASPD|8BPWR|9RCVC
99	22215 52126	10	   	275.77	DCR|3VULN|3DMG|2ASPD|1DUR	158DMG|28aVULN|3DUST|4CGEN|6RCR|78ASPD|8BPWR|9DUR
100	22215 52126	9	   	275.77	DCR|3VULN|3DMG|2ASPD|1DUR	158DMG|28aVULN|3DUST|4CGEN|6RCR|78ASPD|8BPWR|9DUR
101	22215 52136	8	   	275.77	DCR|3VULN|3DMG|2ASPD|1DUR	158DMG|28aVULN|3DUST|4CGEN|6RCR|78ASPD|8BPWR|9DUR
102	62324 22151	8	   	275.52	DCR|3VULN|3DMG|1DUR|1ASPD	178VULN|2BEXP|378MLV|4DUR|5ASPD|678DMG|78BPWR|9RCR|aAART
103	21134 16242	10	   	275.19	DCR|4VULN|2DMG|1DUR|1CDMG	16DMG|2RPLT|3LWND|4CDMG|5678VULN|6BPWR|9DUR|aRCR
104	22123 23543	2	   	275.11	DCR|3VULN|2DMG|2CDMG|1TLV|1DUR	18DMG|289VULN|3FEWX|4DUR|5TBNT|68CDMG|7RCR|8BPWR|aTLV
105	22123 23543	3	   	275.11	DCR|3VULN|2DMG|2CDMG|1TLV|1DUR	18DMG|289VULN|3FEWX|4DUR|5TBNT|68CDMG|7RCR|8BPWR|aTLV
106	22123 23543	4	   	275.11	DCR|3VULN|2DMG|2CDMG|1TLV|1DUR	18DMG|289VULN|3FEWX|4DUR|5TBNT|68CDMG|7RCR|8BPWR|aTLV
107	26141 33633	4	   	275.09	DCR|4VULN|2DMG|1DUR|1CDMG	15DMG|2DUR|3FEWX|458aVULN|5BPWR|6CDMG|7ERES|9RCR
108	22223 23543	4	   	275.01	DCR|3VULN|2DMG|2CDMG|1TLV|1DUR	18DMG|289VULN|3DUST|4DUR|5TBNT|68CDMG|7RCR|8BPWR|aTLV
109	22223 23543	3	   	275.01	DCR|3VULN|2DMG|2CDMG|1TLV|1DUR	18DMG|289VULN|3DUST|4DUR|5TBNT|68CDMG|7RCR|8BPWR|aTLV
110	64133 12352	10	   	275.00	DCR|3VULN|2DMG|2DUR|2ASPD	18aVULN|2aFEWX|3DMSP|48DUR|58ASPD|6RPLT|7RCR|8aBPWR|9aDMG
111	26241 33633	4	   	274.99	DCR|4VULN|2DMG|1DUR|1CDMG	15DMG|2DUR|3DUST|458aVULN|5BPWR|6CDMG|7ERES|9RCR
112	61435 22121	10	 * 	274.99	DCR|4VULN|3ASPD|1DMG|1DUR	178aVULN|2CGEN|378ASPD|4DUR|5DMG|678FEWX|78BPWR|9RCR
113	61435 32121	10	   	274.99	DCR|4VULN|3ASPD|1DMG|1DUR	178aVULN|2CGEN|378ASPD|4DUR|5DMG|678BEXP|78BPWR|9RCR
114	22434 22152	10	   	274.93	DCR|2VULN|3DMG|3ASPD|1TLV|1DUR	178DMG|29VULN|378ASPD|4DUR|5TLV|678FEWX|78BPWR|aRCR
115	22434 32152	10	   	274.93	DCR|2VULN|3DMG|3ASPD|1TLV|1DUR	178DMG|29VULN|378ASPD|4DUR|5TLV|678BEXP|78BPWR|aRCR
116	26421 22152	10	   	274.93	DCR|2VULN|3DMG|3ASPD|1TLV|1DUR	178DMG|2DUR|378ASPD|4TLV|59VULN|678FEWX|78BPWR|aRCR
117	26421 32152	10	   	274.93	DCR|2VULN|3DMG|3ASPD|1TLV|1DUR	178DMG|2DUR|378ASPD|4TLV|59VULN|678BEXP|78BPWR|aRCR
118	22532 16131	2	   	274.92	DCR|4VULN|1DMG|2CDMG|1TLV|1ASPD	1DMG|2458VULN|34CDMG|4BPWR|6FEWX|7ASPD|9RCR|aTLV
119	22532 16135	2	   	274.92	DCR|4VULN|1DMG|2CDMG|1DUR|1ASPD	1DMG|2458VULN|34CDMG|4BPWR|6FEWX|7ASPD|9RCR|aDUR
120	22532 56133	2	   	274.82	DCR|4VULN|1DMG|2CDMG|1DUR|1ASPD	1DMG|2458VULN|34CDMG|4BPWR|6DUR|7ASPD|9RCR|aTBNT
121	22123 12662	10	   	274.80	DCR|3VULN|2DMG|2DUR|2ASPD	1aDMG|28aVULN|3FEWX|45DUR|6RPLT|7RCR|9aASPD|aBPWR
122	62422 12353	9	   	274.79	DCR|4VULN|2DUR|1DMG|1TLV	158aVULN|2BEXP|3TLV|45DUR|5BPWR|6RPLT|7RCR|9DMG
123	24623 42138	7	   	274.70	DCR|3VULN|2DMG|2DUR|2ASPD	1aDMG|2MBVNT|38aVULN|45DUR|6ZMB|7aASPD|9RCR|aBPWR
124	24623 42438	8	   	274.70	DCR|3VULN|2DMG|2DUR|2ASPD	1aDMG|2MBVNT|38aVULN|45DUR|6ZMB|7aASPD|9RCR|aBPWR
125	22223 12662	10	   	274.70	DCR|3VULN|2DMG|2DUR|2ASPD	1aDMG|28aVULN|3DUST|45DUR|6RPLT|7RCR|9aASPD|aBPWR
126	22123 23532	3	   	274.52	DCR|3VULN|3DMG|2CDMG|1DUR	189DMG|28aVULN|3FEWX|4DUR|5TBNT|68CDMG|7RCR|8BPWR
127	22123 23532	2	   	274.52	DCR|3VULN|3DMG|2CDMG|1DUR	189DMG|28aVULN|3FEWX|4DUR|5TBNT|68CDMG|7RCR|8BPWR
128	22123 23532	4	   	274.52	DCR|3VULN|3DMG|2CDMG|1DUR	189DMG|28aVULN|3FEWX|4DUR|5TBNT|68CDMG|7RCR|8BPWR
129	22223 23532	3	   	274.42	DCR|3VULN|3DMG|2CDMG|1DUR	189DMG|28aVULN|3DUST|4DUR|5TBNT|68CDMG|7RCR|8BPWR
130	22223 23532	4	   	274.42	DCR|3VULN|3DMG|2CDMG|1DUR	189DMG|28aVULN|3DUST|4DUR|5TBNT|68CDMG|7RCR|8BPWR
131	26513 22121	9	   	274.16	DCR|3VULN|3DMG|1DUR|1ASPD	178DMG|2DUR|378VULN|4CGEN|5ASPD|678FEWX|78BPWR|9RCR|aLIT
132	26513 32121	9	   	274.16	DCR|3VULN|3DMG|1DUR|1ASPD	178DMG|2DUR|378VULN|4CGEN|5ASPD|678BEXP|78BPWR|9RCR|aLIT
133	22424 22121	9	   	274.06	DCR|3VULN|3DMG|1TLV|1ASPD	178DMG|278VULN|3ASPD|4TLV|5LEGI|678FEWX|78BPWR|9RCR|aLIT
134	22424 32121	9	   	274.06	DCR|3VULN|3DMG|1TLV|1ASPD	178DMG|278VULN|3ASPD|4TLV|5LEGI|678BEXP|78BPWR|9RCR|aLIT
135	12333 12333	9	   	273.86	DCR|3VULN|2DMG|2ASPD|1TLV|1CDMG	1CGEN|29aVULN|3CDMG|4TLV|59ASPD|6LWND|79DMG|8RCR|9BPWR
136	22143 52121	10	   	273.76	DCR|3VULN|2DMG|2ASPD|1DUR|1CDMG	18DMG|248VULN|3FEWX|5ERES|6RCR|78ASPD|8BPWR|9CDMG|aDUR
137	32333 12333	9	   	273.76	DCR|3VULN|2DMG|2ASPD|1TLV|1CDMG	1ERES|29aVULN|3CDMG|4TLV|59ASPD|6LWND|79DMG|8RCR|9BPWR
138	22522 52131	2	   	273.75	DCR|4VULN|1DMG|1TLV|1DUR|1CDMG	1DMG|2458VULN|3CDMG|6DUR|7MLV|9RCR|aTLV
139	22546 32131	3	   	273.75	DCR|4VULN|1DMG|1TLV|1DUR|1CDMG	1DMG|2358VULN|4DUR|6CDMG|7MLV|9RCR|aTLV
140	26541 32131	5	   	273.75	DCR|4VULN|1DMG|1TLV|1DUR|1CDMG	1DMG|2DUR|3458VULN|6CDMG|7MLV|9RCR|aTLV
141	22532 66313	10	   	273.73	ACR|4VULN|2DMG|2DUR|1TLV|1CDMG	15DMG|235aVULN|4RCR|5BPWR|67DUR|8CDMG|9TLV
142	22522 25131	2	   	273.65	DCR|4VULN|1DMG|1TLV|1DUR|1CDMG	1DMG|2458VULN|3CDMG|6ERES|7DUR|9RCR|aTLV
143	22522 53131	2	   	273.65	DCR|4VULN|1DMG|1TLV|1DUR|1CDMG	1DMG|2458VULN|3CDMG|6DUR|7ERES|9RCR|aTLV
144	22546 33131	3	   	273.65	DCR|4VULN|1DMG|1TLV|1DUR|1CDMG	1DMG|2358VULN|4DUR|6CDMG|7ERES|9RCR|aTLV
145	26541 33131	5	   	273.65	DCR|4VULN|1DMG|1TLV|1DUR|1CDMG	1DMG|2DUR|3458VULN|6CDMG|7ERES|9RCR|aTLV
146	24533 34133	10	 * 	273.49	DCR|3VULN|2DMG|2ASPD|2TLV	18DMG|2MBVNT|39ASPD|4AART|58TLV|678VULN|8BPWR|aRCR
147	24535 34133	10	   	273.49	DCR|3VULN|2DMG|2ASPD|2TLV	18DMG|2MBVNT|39ASPD|4AART|578VULN|68TLV|8BPWR|aRCR
148	22532 36122	5	 * 	273.44	ACR|5VULN|2DMG|1TLV|1CDMG|1ASPD	15DMG|2358aVULN|4RCR|5BPWR|6CDMG|7ASPD|9TLV
149	22422 62232	5	   	273.29	DCR|2VULN|3DMG|2DUR|2TLV|1ASPD	158DMG|28VULN|3ASPD|45TLV|58BPWR|6BBNT|78DUR|9RCR|aLHND
150	22532 66132	5	   	273.27	ACR|4VULN|3DMG|2CDMG|1DUR	158DMG|2358VULN|4RCR|58BPWR|6BBNT|78CDMG|9DUR|aLIT
151	24624 22334	9	 * 	273.19	DCR|2VULN|3DMG|2DUR|2CDMG|1ASPD	167DMG|2MBVNT|38VULN|48DUR|58CDMG|8BPWR|9ASPD|aRCR
152	22532 33142	10	 * 	272.91	ACR|4VULN|3DMG|3DUR	15aDMG|235aVULN|4RCR|5aBPWR|6aMLV|789DUR
153	22532 61142	10	   	272.91	ACR|4VULN|3DMG|3DUR	15aDMG|235aVULN|4RCR|5aBPWR|689DUR|7aMLV
154	22462 37131	8	   	272.69	DCR|3VULN|2DMG|2DUR|1ASPD	18DMG|248VULN|3ASPD|5MBVNT|6ERES|78DUR|8BPWR|9RCR|aLIT
155	62633 12352	10	   	272.64	DCR|4VULN|2DMG|1DUR|1ASPD	138aVULN|2aBEXP|4DUR|5ASPD|6RPLT|7RCR|9aDMG|aBPWR
156	22636 52111	10	   	272.44	DCR|2VULN|2DMG|2DUR|2ASPD|1TLV	18DMG|28VULN|3TLV|45DUR|6RCR|78ASPD|8BPWR|9FEWX|aLIT
157	22636 52111	9	   	272.44	DCR|2VULN|2DMG|2DUR|2ASPD|1TLV	18DMG|28VULN|3TLV|45DUR|6RCR|78ASPD|8BPWR|9FEWX|aLIT
158	22636 52121	8	   	272.44	DCR|2VULN|2DMG|2DUR|2ASPD|1TLV	18DMG|28VULN|3TLV|45DUR|6RCR|78ASPD|8BPWR|9FEWX|aLIT
159	22636 52131	10	   	272.44	DCR|2VULN|2DMG|2DUR|2ASPD|1TLV	18DMG|28VULN|3TLV|45DUR|6RCR|78ASPD|8BPWR|9LHND|aLIT
160	22636 52131	9	   	272.44	DCR|2VULN|2DMG|2DUR|2ASPD|1TLV	18DMG|28VULN|3TLV|45DUR|6RCR|78ASPD|8BPWR|9LHND|aLIT
