0	Index      	Bounty	 *	Score 	Summary	Detail	
1	11222 65125	2	 * 	284.62	DCR|3VULN|2DMG|3ASPD|2DUR	18aASPD|248VULN|34aFEWX|48aBPWR|5ZMB|68DUR|7RCR|9aDMG
39	11224 24412	9	 * 	268.15	DCR|3VULN|3DUR|3ASPD|1SELL	19aASPD|29aVULN|3SELL|4CGEN|5LIT|6RPLT|79aDUR|8RCR|9aBPWR
40	41123 43323	2	 * 	268.10	DCR|4VULN|2DUR|2TLV|1AART	1AART|2aDUR|3MLV|4TBNT|5aTLV|6RCR|789aVULN|aBPWR
41	41331 62413	8	   	268.00	DCR|4VULN|2DUR|1DMG|1AART	1AART|27DUR|3467VULN|57DUST|7BPWR|8DMG|9TBNT|aRCR
42	41331 62423	8	   	268.00	DCR|4VULN|2DUR|1DMG|1AART	1AART|27DUR|3467VULN|57DUST|7BPWR|8DMG|9BBNT|aRCR
43	16413 22213	10	   	267.48	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG|1ASPD	1ASPD|26DUR|3FEWX|4CDMG|56DMG|6BPWR|7RCR|8aVULN|9TLV
44	16413 22216	9	   	267.48	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG|1ASPD	1ASPD|26DUR|3FEWX|4CDMG|56DMG|6BPWR|7RCR|8aVULN|9TLV
45	16613 22213	10	   	267.48	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG|1ASPD	1ASPD|26DUR|3LHND|4CDMG|56DMG|6BPWR|7RCR|8aVULN|9TLV
46	16613 22216	9	   	267.48	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG|1ASPD	1ASPD|26DUR|3LHND|4CDMG|56DMG|6BPWR|7RCR|8aVULN|9TLV
47	45221 46422	6	   	267.17	DCR|3VULN|2DMG|2ASPD|1CDMG|1AART	1AART|27aVULN|3CDMG|4MBVNT|57DMG|67ASPD|7BPWR|8BELT|9RCR
48	41626 32311	7	 * 	267.08	DCR|3DMG|3DUR|1VULN|2TLV|2LIT|1AART	1AART|279DUR|37TLV|479DMG|5RCVC|6RCR|79BPWR|89LIT|aVULN
49	15223 32532	9	   	267.04	DCR|3VULN|2DUR|2ASPD|1TLV|1CDMG	1aASPD|2CDMG|3aDUR|49CGEN|5TLV|67aVULN|8RCR|aBPWR
50	15223 32552	9	   	267.04	DCR|3VULN|2DUR|2ASPD|1TLV|1CDMG	1aASPD|2CDMG|3aDUR|4CGEN|5TLV|67aVULN|8RCR|9RCVC|aBPWR
51	11322 13483	6	   	266.94	DCR|3VULN|2DUR|2ASPD|1TLV|1CDMG	17ASPD|257VULN|3CDMG|4CGEN|67DUR|7BPWR|8MBVNT|9RCR|aTLV
52	11323 13483	5	   	266.94	DCR|3VULN|2DUR|2ASPD|1TLV|1CDMG	17ASPD|267VULN|3CDMG|4CGEN|57DUR|7BPWR|8MBVNT|9RCR|aTLV
53	16322 13483	5	   	266.94	DCR|3VULN|2DUR|2ASPD|1TLV|1CDMG	17ASPD|27DUR|3CDMG|4CGEN|567VULN|7BPWR|8MBVNT|9RCR|aTLV
54	31251 15125	5	   	266.81	DCR|3VULN|3DUR|2DMG|1NUKE	18aZMB|268VULN|3NUKE|4LEGI|58aDUR|7RCR|8aBPWR|9aDMG
55	31252 15125	4	   	266.81	DCR|3VULN|3DUR|2DMG|1NUKE	18aZMB|268VULN|3NUKE|4LEGI|58aDUR|7RCR|8aBPWR|9aDMG
56	31324 35141	3	   	266.71	DCR|3VULN|3DUR|2DMG	18ZMB|24aVULN|348DUR|48BPWR|58DMG|6LEGI|7RCR|9ERES
57	11222 35525	2	 * 	266.60	DCR|4VULN|2DMG|2ASPD	1aASPD|248aVULN|34FEWX|4aBPWR|5ZMB|6LEGI|7RCR|9aDMG
58	16223 32512	9	   	266.38	DCR|3VULN|3DUR|2ASPD|1TLV|1SELL	1aASPD|29aDUR|3SELL|4CGEN|5TLV|67aVULN|8RCR|aBPWR
59	16223 32562	8	   	266.38	DCR|3VULN|3DUR|2ASPD|1TLV|1SELL	1aASPD|29aDUR|3SELL|4CGEN|5TLV|67aVULN|8RCR|aBPWR
60	31322 62266	3	   	265.73	DCR|4VULN|2DUR|1TLV|1ASPD	1ZMB|248aVULN|34DUR|4BPWR|5RPLT|6ASPD|7RCR|9TLV
61	11224 35142	2	   	265.36	DCR|4VULN|2ASPD|1DMG|1DUR	18ASPD|248aVULN|34FEWX|48BPWR|5DMG|68LHND|7RCR|9DUR
62	11125 13146	7	 * 	265.14	ACR|4VULN|2DMG|2DUR|2ASPD	18ASPD|268aVULN|3RCR|4LWND|59DUR|78DMG|8BPWR
63	11124 63522	3	   	265.04	ACR|4VULN|2DMG|2DUR|2ASPD	14ASPD|2478VULN|3RCR|4BPWR|59DMG|6aDUR
64	11223 32532	9	 * 	264.92	DCR|4VULN|2ASPD|2TLV|1DUR|1SELL	1aASPD|279aVULN|3SELL|4CGEN|5DUR|6aTLV|8RCR|aBPWR
65	11226 13226	2	 * 	264.84	DCR|5VULN|2ASPD|1TLV	18ASPD|2478aVULN|34FEWX|48BPWR|5TLV|68MLV|9RCR
66	11426 13226	3	   	264.84	DCR|5VULN|2ASPD|1TLV	18ASPD|2478aVULN|34FEWX|48BPWR|5TLV|68MLV|9RCR
67	11312 73271	4	 * 	264.68	DCR|4VULN|3ASPD|3CDMG	179ASPD|259aVULN|357CDMG|4MBVNT|579BPWR|679ZMB|8RCR
68	16413 22224	8	   	264.45	DCR|2VULN|3DUR|2DMG|1CDMG|1ASPD	1ASPD|269DUR|3FEWX|4CDMG|56DMG|6BPWR|7RCR|8aVULN
69	16613 22224	8	   	264.45	DCR|2VULN|3DUR|2DMG|1CDMG|1ASPD	1ASPD|269DUR|3LHND|4CDMG|56DMG|6BPWR|7RCR|8aVULN
70	41623 43323	3	   	264.38	DCR|4VULN|2DUR|1TLV|1AART	1AART|2aDUR|3TLV|4TBNT|5aMLV|6RCR|789aVULN|aBPWR
71	11222 65142	2	   	264.12	DCR|3VULN|3DUR|2ASPD|1CDMG	18ASPD|248VULN|34FEWX|48BPWR|5ZMB|689DUR|7RCR|aCDMG
72	13511 15142	5	   	264.02	DCR|3VULN|3DUR|2ASPD|1CDMG	18ASPD|2RMIN|3LWND|468VULN|589DUR|7RCR|8BPWR|aCDMG
73	11322 13487	6	   	263.92	DCR|3VULN|3DUR|2ASPD|1CDMG	17ASPD|257VULN|3CDMG|4CGEN|67aDUR|7BPWR|8MBVNT|9RCR
74	11323 13487	5	   	263.92	DCR|3VULN|3DUR|2ASPD|1CDMG	17ASPD|267VULN|3CDMG|4CGEN|57aDUR|7BPWR|8MBVNT|9RCR
75	11614 23422	5	   	263.92	DCR|3VULN|3DUR|2ASPD|1CDMG	1aASPD|27aVULN|3LHND|4CDMG|58aDUR|6BBNT|9RCR|aBPWR
76	11313 77327	10	   	263.35	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	1ASPD|27aVULN|3CDMG|4MBVNT|56DMG|8DUR|9RCR
77	31324 35122	3	   	263.21	DCR|2VULN|3DUR|2DMG|1CDMG|1AART	18ZMB|24VULN|348DUR|48BPWR|58DMG|6LEGI|7RCR|9AART|aCDMG
78	15111 13361	7	   	263.20	DCR|2VULN|2DMG|2ASPD|1TLV|1DUR|1CDMG	19ASPD|2CDMG|3RPLT|49VULN|5DUR|6LHND|79DMG|8RCR|9BPWR|aTLV
79	51116 63223	4	   	263.13	DCR|4VULN|2DUR|1TLV	18MLV|2478VULN|3ZMB|5TLV|68DUR|8BPWR|9RCR|aLIT
80	45221 36114	5	   	263.11	DCR|2VULN|3DUR|2DMG|1CDMG|1AART	1AART|2aVULN|3CDMG|4MBVNT|5aDMG|6RCR|7RMIN|89aDUR|aBPWR
81	41221 46814	5	   	263.11	DCR|2VULN|3DUR|2DMG|1CDMG|1AART	1AART|29aDUR|3CDMG|4MBVNT|5aDMG|6aVULN|7RCR|8RMIN|aBPWR
82	15111 23361	7	   	263.10	DCR|2VULN|2DMG|2ASPD|1TLV|1DUR|1CDMG	19ASPD|2CDMG|3RPLT|49VULN|5DUR|6DUST|79DMG|8RCR|9BPWR|aTLV
83	11262 62112	10	   	263.10	DCR|5VULN|2ASPD|2LIT|1SELL	18ASPD|25789VULN|3SELL|4RMIN|68LIT|8BPWR|aRCR
84	41351 21213	3	   	263.04	DCR|3VULN|2DMG|2DUR|1AART	1AART|28DUR|357VULN|45DMG|5BPWR|6LWND|9TBNT|aRCR
85	41351 21223	3	   	263.04	DCR|3VULN|2DMG|2DUR|1AART	1AART|28DUR|357VULN|45DMG|5BPWR|6LWND|9BBNT|aRCR
86	41351 21513	3	   	263.04	DCR|3VULN|2DMG|2DUR|1AART	1AART|29DUR|357VULN|45DMG|5BPWR|6LWND|8BBNT|aRCR
87	11322 16336	8	   	263.03	DCR|4VULN|2DUR|1CDMG|1ASPD	1ASPD|2579VULN|3CDMG|4CGEN|68DUR|aRCR
88	31322 62224	3	 * 	262.70	DCR|4VULN|3DUR|1ASPD	1ZMB|248aVULN|349DUR|4BPWR|5RPLT|6ASPD|7RCR
89	16323 32542	8	 * 	262.49	DCR|3VULN|2ASPD|2TLV|2CDMG|1DUR	1aASPD|2DUR|3aCDMG|4CGEN|59TLV|67aVULN|8RCR|aBPWR
90	11213 42346	6	 * 	262.24	DCR|3VULN|2ASPD|1DMG|2CDMG|1DUR|1SELL	1aASPD|29aVULN|3SELL|4MBVNT|5DMG|6DUR|7RCR|8aCDMG|aBPWR
91	22616 31223	8	 * 	262.19	DCR|2VULN|3DMG|2DUR|3LIT	125LIT|3BELT|49VULN|69DUR|7RCR|89aDMG|9BPWR
92	11322 13545	8	   	262.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1ASPD|25aVULN|3CDMG|4CGEN|6DUR|7DMG|8RCR|9TLV
93	11123 23266	3	 * 	262.03	ACR|5VULN|3ASPD|2CDMG|1TLV	147ASPD|2478aVULN|3RCR|47BPWR|5RMIN|67CDMG|9TLV
94	11313 42277	6	   	262.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1ASPD|28aVULN|3CDMG|4MBVNT|5DMG|6DUR|7RCR|9TLV
95	15213 12277	5	   	262.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1ASPD|2CDMG|3DUR|4MBVNT|5DMG|68aVULN|7RCR|9TLV
96	16313 12277	5	   	262.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1ASPD|2DUR|3CDMG|4MBVNT|5DMG|68aVULN|7RCR|9TLV
97	11412 33425	8	   	261.94	DCR|5VULN|2ASPD|1CDMG	15ASPD|2678aVULN|3FEWX|4CDMG|9RCR
98	45222 45324	8	   	261.78	DCR|4VULN|2DUR|1CDMG|1AART	1AART|278aVULN|3CDMG|4MBVNT|5aBEXP|6RCR|9aDUR|aBPWR
99	45222 45344	9	   	261.78	DCR|4VULN|2DUR|1CDMG|1AART	1AART|278aVULN|3CDMG|4MBVNT|5aBEXP|6RCR|9aDUR|aBPWR
100	11213 22386	6	 * 	261.75	DCR|3VULN|3ASPD|3CDMG|1DMG|1SELL	19aASPD|29aVULN|3SELL|4MBVNT|5DMG|6LWND|7RCR|89aCDMG|9aBPWR
101	11213 72386	5	 * 	261.75	DCR|3VULN|3ASPD|3CDMG|1DMG|1SELL	19aASPD|29aVULN|3SELL|4MBVNT|5DMG|6LWND|7RCR|89aCDMG|9aBPWR
102	41263 43133	9	   	261.67	DCR|2VULN|3DUR|1DMG|1TLV|1CDMG|1AART	1AART|267DUR|3CDMG|4DMG|56VULN|6BPWR|8LEGI|9RCR|aTLV
103	11213 32386	5	 * 	261.65	DCR|3VULN|3ASPD|3CDMG|1DMG|1SELL	19aASPD|29aVULN|3SELL|4MBVNT|5DMG|6DUST|7RCR|89aCDMG|9aBPWR
104	41331 33113	4	   	261.61	DCR|3VULN|2DUR|1DMG|1TLV|1AART	1AART|27DUR|349VULN|5ERES|6RCR|8DMG|aTLV
105	41336 33113	5	   	261.61	DCR|3VULN|2DUR|1DMG|1TLV|1AART	1AART|27DUR|349VULN|5ERES|6RCR|8DMG|aTLV
106	45321 33113	4	   	261.61	DCR|3VULN|2DUR|1DMG|1TLV|1AART	1AART|239VULN|47DUR|5ERES|6RCR|8DMG|aTLV
107	45326 33113	5	   	261.61	DCR|3VULN|2DUR|1DMG|1TLV|1AART	1AART|239VULN|47DUR|5ERES|6RCR|8DMG|aTLV
108	45531 33113	4	   	261.61	DCR|3VULN|2DUR|1DMG|1TLV|1AART	1AART|249VULN|37DUR|5ERES|6RCR|8DMG|aTLV
109	15111 13362	7	   	261.54	DCR|2VULN|2DMG|2DUR|2ASPD|1CDMG	19ASPD|2CDMG|3RPLT|49VULN|5aDUR|6LHND|79DMG|8RCR|9BPWR
110	41333 22436	9	   	261.46	DCR|4VULN|3DUR|1AART	1AART|267DUR|347aVULN|57LWND|7BPWR|8MLV|9RCR
111	21142 11414	1	   	261.42	DCR|3VULN|3ASPD|2DUR|2LIT|1NUKE	18LIT|259ASPD|38DUR|468VULN|7NUKE|8BPWR|aRCR
112	11124 13164	3	 * 	260.74	ACR|5VULN|3ASPD|1DMG|2LIT	14aASPD|2479aVULN|3RCR|4aBPWR|5DMG|6MLV|8aLIT
113	11315 14484	10	   	260.63	DCR|3VULN|2ASPD|1DUR|2LIT|1CDMG|1AART	1aASPD|27aVULN|3CDMG|4MBVNT|5DUR|6aLIT|8AART|9RCR|aBPWR
114	11322 33153	5	   	260.56	DCR|4VULN|1DMG|1CDMG|1ASPD	1ASPD|256aVULN|3CDMG|4CGEN|7RCR|8LIT|9DMG
115	15532 33153	5	   	260.46	DCR|4VULN|1DMG|1CDMG|1ASPD	1ASPD|2CDMG|3ERES|456aVULN|7RCR|8LIT|9DMG
116	11322 13515	9	   	260.45	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	1ASPD|25aVULN|3CDMG|4CGEN|69DUR|7DMG|8RCR
117	11322 13565	8	   	260.45	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	1ASPD|25aVULN|3CDMG|4CGEN|69DUR|7DMG|8RCR
118	11323 62515	9	   	260.45	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	1ASPD|27aVULN|3CDMG|4CGEN|59DUR|6DMG|8RCR
119	11612 32422	6	   	260.22	DCR|3VULN|3ASPD|2DUR|1CDMG	15aASPD|26aVULN|3LHND|4CDMG|7aDUR|8BBNT|9RCR|aBPWR
120	11612 36422	7	   	260.22	DCR|3VULN|3ASPD|2DUR|1CDMG	15aASPD|26aVULN|3LHND|4CDMG|7aDUR|8BBNT|9RCR|aBPWR
121	11612 36532	8	   	260.22	DCR|3VULN|3ASPD|2DUR|1CDMG	15aASPD|26aVULN|3LHND|4CDMG|7aDUR|8RCR|9BBNT|aBPWR
122	15116 53222	1	   	260.11	DCR|3VULN|2DMG|2ASPD|1DUR	18ASPD|28DMG|3CGEN|4ERES|578VULN|6RMIN|8BPWR|9RCR|aDUR
123	15116 53223	1	   	260.11	DCR|3VULN|2DMG|2ASPD|1TLV	18ASPD|28DMG|3CGEN|4ERES|578VULN|6RMIN|8BPWR|9RCR|aTLV
124	11621 13154	7	   	260.11	DCR|3VULN|2DMG|2ASPD|1TLV	18ASPD|268VULN|3LHND|4LWND|5LEGI|78DMG|8BPWR|9TLV|aRCR
125	11215 34663	9	 * 	259.75	DCR|3VULN|3DUR|3ASPD|1SELL	178ASPD|278VULN|3SELL|4MBVNT|578DUR|6BELT|78BPWR|9LWND|aRCR
126	11215 34673	8	 * 	259.75	DCR|3VULN|3DUR|3ASPD|1SELL	178ASPD|278VULN|3SELL|4MBVNT|578DUR|6BELT|78BPWR|9FEWX|aRCR
127	11215 34621	8	 * 	259.75	DCR|3VULN|3DUR|3ASPD|1SELL	178ASPD|278VULN|3SELL|4MBVNT|578DUR|6BELT|78BPWR|9RCR|aLHND
128	11215 34623	8	 * 	259.75	DCR|3VULN|3DUR|3ASPD|1SELL	178ASPD|278VULN|3SELL|4MBVNT|578DUR|6BELT|78BPWR|9RCR|aRMIN
129	11215 34625	8	 * 	259.75	DCR|3VULN|3DUR|3ASPD|1SELL	178ASPD|278VULN|3SELL|4MBVNT|578DUR|6aBELT|78BPWR|9RCR
130	11215 34627	8	 * 	259.75	DCR|3VULN|3DUR|3ASPD|1SELL	178ASPD|278VULN|3SELL|4MBVNT|578DUR|6BELT|78BPWR|9RCR|aBEXP
131	11215 34681	9	 * 	259.75	DCR|3VULN|3DUR|3ASPD|1SELL	178ASPD|278VULN|3SELL|4MBVNT|578DUR|6BELT|78BPWR|9RCR|aLHND
132	11215 34681	10	 * 	259.75	DCR|3VULN|3DUR|3ASPD|1SELL	178ASPD|278VULN|3SELL|4MBVNT|578DUR|6BELT|78BPWR|9RCR|aLHND
133	11215 34682	10	 * 	259.75	DCR|3VULN|3DUR|3ASPD|1SELL	178ASPD|278VULN|3SELL|4MBVNT|578DUR|6BELT|78BPWR|9RCR|aCGEN
134	11215 34683	9	 * 	259.75	DCR|3VULN|3DUR|3ASPD|1SELL	178ASPD|278VULN|3SELL|4MBVNT|578DUR|6BELT|78BPWR|9RCR|aRMIN
135	11162 13515	2	   	259.69	DCR|4VULN|2DUR|2ASPD	17ASPD|2678VULN|3MLV|4DUST|57DUR|7BPWR|9FEWX|aRCR
136	11162 13551	2	   	259.69	DCR|4VULN|2DUR|2ASPD	17ASPD|2678VULN|3MLV|4DUST|57DUR|7BPWR|9RCR|aBEXP
137	11162 13552	2	   	259.69	DCR|4VULN|2DUR|2ASPD	17ASPD|2678VULN|3MLV|4DUST|57DUR|7BPWR|9RCR|aRMIN
138	11162 13553	2	   	259.69	DCR|4VULN|2DUR|2ASPD	17ASPD|2678VULN|3MLV|4DUST|57DUR|7BPWR|9RCR|aZMB
139	11315 33226	2	   	259.69	DCR|4VULN|2DUR|2ASPD	18ASPD|278aVULN|3DMSP|4ERES|5CGEN|68DUR|8BPWR|9RCR
140	11325 33226	2	   	259.69	DCR|4VULN|2DUR|2ASPD	18ASPD|278aVULN|3DMSP|4CGEN|5ERES|68DUR|8BPWR|9RCR
141	12115 33226	1	   	259.69	DCR|4VULN|2DUR|2ASPD	18ASPD|2DMSP|378aVULN|4ERES|5CGEN|68DUR|8BPWR|9RCR
142	12125 33226	1	   	259.69	DCR|4VULN|2DUR|2ASPD	18ASPD|2DMSP|378aVULN|4CGEN|5ERES|68DUR|8BPWR|9RCR
143	11215 34626	8	 * 	259.65	DCR|3VULN|3DUR|3ASPD|1SELL	178ASPD|278VULN|3SELL|4MBVNT|578DUR|6BELT|78BPWR|9RCR|aDUST
144	11215 34633	8	 * 	259.65	DCR|3VULN|3DUR|3ASPD|1SELL	178ASPD|278VULN|3SELL|4MBVNT|578DUR|6BELT|78BPWR|9LEGI|aRCR
145	11215 34683	10	 * 	259.65	DCR|3VULN|3DUR|3ASPD|1SELL	178ASPD|278VULN|3SELL|4MBVNT|578DUR|6BELT|78BPWR|9RCR|aERES
146	11215 34684	10	 * 	259.65	DCR|3VULN|3DUR|3ASPD|1SELL	178ASPD|278VULN|3SELL|4MBVNT|578DUR|6BELT|78BPWR|9RCR|aLEGI
147	11413 33155	5	   	259.63	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD	1ASPD|2aVULN|3FEWX|4CDMG|5aDMG|6LIT|7RCR|8aDUR|9RMIN|aBPWR
148	11613 33155	5	   	259.63	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD	1ASPD|2aVULN|3LHND|4CDMG|5aDMG|6LIT|7RCR|8aDUR|9RMIN|aBPWR
149	11162 13356	2	   	259.59	DCR|4VULN|2DUR|2ASPD	17ASPD|267aVULN|3MLV|48DUST|57DUR|7BPWR|9RCR
150	11126 13125	7	   	259.58	ACR|4VULN|3DMG|3ASPD|1NUKE	18aASPD|258aVULN|3RCR|4LWND|6FEWX|78aDMG|8aBPWR|9NUKE
151	11121 13125	7	   	259.58	ACR|4VULN|3DMG|3ASPD|1NUKE	18aASPD|268aVULN|3RCR|4LWND|5LHND|78aDMG|8aBPWR|9NUKE
152	11141 13125	7	   	259.58	ACR|4VULN|3DMG|3ASPD|1NUKE	18aASPD|268aVULN|3RCR|4FEWX|5LHND|78aDMG|8aBPWR|9NUKE
153	11151 13125	7	   	259.58	ACR|4VULN|3DMG|3ASPD|1NUKE	18aASPD|268aVULN|3RCR|4BEXP|5LHND|78aDMG|8aBPWR|9NUKE
154	11215 34624	8	 * 	259.50	DCR|3VULN|3DUR|3ASPD|2SELL	178ASPD|278VULN|3aSELL|4MBVNT|578DUR|6BELT|78BPWR|9RCR
155	11215 34684	9	 * 	259.50	DCR|3VULN|3DUR|3ASPD|2SELL	178ASPD|278VULN|3aSELL|4MBVNT|578DUR|6BELT|78BPWR|9RCR
