0	Index      	 *	Score 	Summary	Detail	
1	14515 23131	 * 	226.25	ACR|3ASPD|2DMG|1VULN|2CDMG	1RCVC|27CDMG|3RCR|4LHND|578ASPD|67DMG|7BPWR|9DMSP|aVULN
23	14515 23233	   	209.13	ACR|2DMG|2ASPD|1VULN|2CDMG	1RCVC|27CDMG|3RCR|4LHND|57ASPD|67DMG|7BPWR|8AEMAG|9VULN|aERES
24	14525 23231	   	209.13	ACR|2ASPD|2DMG|1VULN|2CDMG	1RCVC|27CDMG|3RCR|4DUR|57ASPD|67DMG|7BPWR|8AEMAG|9VULN|aTLV
25	14525 23233	   	209.13	ACR|2ASPD|2DMG|1VULN|2CDMG	1RCVC|27CDMG|3RCR|4DUR|57ASPD|67DMG|7BPWR|8AEMAG|9VULN|aERES
26	14516 23122	   	207.57	ACR|2DMG|2BEXP|3CDMG|1ASPD	1RCVC|27aCDMG|3RCR|47aLHND|5AAC|67DMG|7aBPWR|8ASPD|9aBEXP
27	14526 23122	   	207.57	ACR|2DMG|2BEXP|3CDMG|1ASPD	1RCVC|27aCDMG|3RCR|47aDUR|5AAC|67DMG|7aBPWR|8ASPD|9aBEXP
28	14361 23113	   	207.49	ACR|2ASPD|2DMG|2CDMG|1BEXP|1AAC	1RCVC|27CDMG|38ASPD|4RCR|57LHND|67DMG|7BPWR|9AAC|aBEXP
29	14364 23113	   	207.49	ACR|2ASPD|2DMG|2CDMG|1BEXP|1AAC	1RCVC|27CDMG|38ASPD|4RCR|57LWND|67DMG|7BPWR|9AAC|aBEXP
30	14515 23111	   	206.18	ACR|3ASPD|2DMG|2CDMG	1RCVC|27CDMG|3RCR|4LHND|578ASPD|67DMG|7BPWR|9CGEN|aRPLT
31	14515 23112	   	206.18	ACR|3ASPD|2DMG|2CDMG	1RCVC|27CDMG|3RCR|4LHND|578ASPD|67DMG|7BPWR|9CGEN|aDUR
32	14515 23132	   	206.18	ACR|3ASPD|2DMG|2CDMG	1RCVC|27CDMG|3RCR|4LHND|578ASPD|67DMG|7BPWR|9DMSP|aLIT
33	14515 23133	   	206.18	ACR|3ASPD|2DMG|2CDMG	1RCVC|27CDMG|3RCR|4LHND|578ASPD|67DMG|7BPWR|9DMSP|aFEWX
34	14525 23111	   	206.18	ACR|3ASPD|2DMG|2CDMG	1RCVC|27CDMG|3RCR|4DUR|578ASPD|67DMG|7BPWR|9CGEN|aRPLT
35	14525 23112	   	206.18	ACR|3ASPD|2DMG|2CDMG	1RCVC|27CDMG|3RCR|4aDUR|578ASPD|67DMG|7BPWR|9CGEN
36	14525 23113	   	206.18	ACR|3ASPD|2DMG|2CDMG	1RCVC|27CDMG|3RCR|4DUR|578ASPD|67DMG|7BPWR|9CGEN|aMLV
37	14525 23121	   	206.18	ACR|3ASPD|2DMG|2CDMG	1RCVC|27CDMG|3RCR|4DUR|578ASPD|67DMG|7BPWR|9aLHND
38	14525 23122	   	206.18	ACR|3ASPD|2DMG|2CDMG	1RCVC|27CDMG|3RCR|4DUR|578ASPD|67DMG|7BPWR|9LHND|aLIT
39	14525 23123	   	206.18	ACR|3ASPD|2DMG|2CDMG	1RCVC|27CDMG|3RCR|4DUR|578ASPD|67DMG|7BPWR|9LHND|aFEWX
40	14515 23121	   	206.08	ACR|3ASPD|2DMG|2CDMG	1RCVC|27CDMG|3RCR|4aLHND|578ASPD|67DMG|7BPWR|9LEGI
41	14515 23122	   	206.08	ACR|3ASPD|2DMG|2CDMG	1RCVC|27CDMG|3RCR|4LHND|578ASPD|67DMG|7BPWR|9LEGI|aLIT
42	14515 23123	   	206.08	ACR|3ASPD|2DMG|2CDMG	1RCVC|27CDMG|3RCR|4LHND|578ASPD|67DMG|7BPWR|9LEGI|aFEWX
43	14525 23131	   	206.08	ACR|3ASPD|2DMG|2CDMG	1RCVC|27CDMG|3RCR|4aDUR|578ASPD|67DMG|7BPWR|9MDPS
44	14525 23133	   	206.08	ACR|3ASPD|2DMG|2CDMG	1RCVC|27CDMG|3RCR|4DUR|578ASPD|67DMG|7BPWR|9MDPS|aLHND
45	14525 23132	   	205.98	ACR|3ASPD|2DMG|2CDMG	1RCVC|27CDMG|3RCR|4DUR|578ASPD|67DMG|7BPWR|9MDPS|aDUST
46	12164 31523	 * 	205.73	ACR|1BASARM|1ASPD|1DMG|1BEXP|1AART	1RCVC|2DUST|3AART|4RCR|5DMG|6LSRICY|7BEXP|8BASARM|9DUR|aASPD
47	12164 31533	   	205.73	ACR|1BASARM|1ASPD|1DMG|1BEXP|1AART	1RCVC|2DUST|3AART|4RCR|5DMG|6LSRICY|7BEXP|8BASARM|9LWND|aASPD
48	14515 23322	   	205.32	ACR|2ASPD|2DMG|2CDMG|1BEXP	18RCVC|27CDMG|3RCR|4LHND|57ASPD|67DMG|7BPWR|9BEXP|aFEWX
49	14525 23322	   	205.32	ACR|2ASPD|2DMG|2CDMG|1BEXP	18RCVC|27CDMG|3RCR|4DUR|57ASPD|67DMG|7BPWR|9BEXP|aFEWX
50	14515 23321	   	205.22	ACR|2ASPD|2DMG|2CDMG|1BEXP	18RCVC|27CDMG|3RCR|4LHND|57ASPD|67DMG|7BPWR|9BEXP|aTLV
51	14515 23323	   	205.22	ACR|2ASPD|2DMG|2CDMG|1BEXP	18RCVC|27CDMG|3RCR|4LHND|57ASPD|67DMG|7BPWR|9BEXP|aERES
52	14525 23321	   	205.22	ACR|2ASPD|2DMG|2CDMG|1BEXP	18RCVC|27CDMG|3RCR|4DUR|57ASPD|67DMG|7BPWR|9BEXP|aTLV
53	14525 23323	   	205.22	ACR|2ASPD|2DMG|2CDMG|1BEXP	18RCVC|27CDMG|3RCR|4DUR|57ASPD|67DMG|7BPWR|9BEXP|aERES
54	14361 23126	   	205.22	ACR|2ASPD|2DMG|3CDMG|1BEXP	1RCVC|27aCDMG|38ASPD|4RCR|57LHND|67DMG|7BPWR|9BEXP
55	14361 23132	   	204.33	ACR|2ASPD|2DMG|1VULN|2CDMG	1RCVC|27CDMG|38ASPD|4RCR|57LHND|67DMG|7BPWR|9VULN|aFEWX
56	14361 23135	   	204.33	ACR|2ASPD|2DMG|1VULN|2CDMG	1RCVC|27CDMG|38ASPD|4RCR|57LHND|67DMG|7BPWR|9VULN|aDUR
57	14361 23153	   	204.33	ACR|2ASPD|2DMG|1VULN|2CDMG	1RCVC|27CDMG|38ASPD|4RCR|57LHND|67DMG|7BPWR|9LIT|aVULN
58	14364 23132	   	204.33	ACR|2ASPD|2DMG|1VULN|2CDMG	1RCVC|27CDMG|38ASPD|4RCR|57LWND|67DMG|7BPWR|9VULN|aFEWX
59	14366 23132	   	204.33	ACR|2ASPD|2DMG|1VULN|2CDMG	1RCVC|27CDMG|38ASPD|4RCR|57aFEWX|67DMG|7BPWR|9VULN
60	14366 23133	   	204.33	ACR|2ASPD|2DMG|1VULN|2CDMG	1RCVC|27CDMG|38ASPD|4RCR|57FEWX|67DMG|7BPWR|9VULN|aRMIN
61	14361 23131	   	204.23	ACR|2ASPD|2DMG|1VULN|2CDMG	1RCVC|27CDMG|38ASPD|4RCR|57LHND|67DMG|7BPWR|9VULN|aTLV
62	14361 23133	   	204.23	ACR|2ASPD|2DMG|1VULN|2CDMG	1RCVC|27CDMG|38ASPD|4RCR|57LHND|67DMG|7BPWR|9VULN|aERES
63	14364 23131	   	204.23	ACR|2ASPD|2DMG|1VULN|2CDMG	1RCVC|27CDMG|38ASPD|4RCR|57LWND|67DMG|7BPWR|9VULN|aTLV
64	14364 23133	   	204.23	ACR|2ASPD|2DMG|1VULN|2CDMG	1RCVC|27CDMG|38ASPD|4RCR|57LWND|67DMG|7BPWR|9VULN|aERES
65	14366 23131	   	204.23	ACR|2ASPD|2DMG|1VULN|2CDMG	1RCVC|27CDMG|38ASPD|4RCR|57FEWX|67DMG|7BPWR|9VULN|aTLV
66	14515 23222	   	204.08	ACR|2ASPD|2DMG|2CDMG|1BEXP	1RCVC|27CDMG|3RCR|4LHND|57ASPD|67DMG|7BPWR|8AEMAG|9BEXP|aFEWX
67	14525 23222	   	204.08	ACR|2ASPD|2DMG|2CDMG|1BEXP	1RCVC|27CDMG|3RCR|4DUR|57ASPD|67DMG|7BPWR|8AEMAG|9BEXP|aFEWX
68	14515 23221	   	203.98	ACR|2ASPD|2DMG|2CDMG|1BEXP	1RCVC|27CDMG|3RCR|4LHND|57ASPD|67DMG|7BPWR|8AEMAG|9BEXP|aTLV
69	14515 23223	   	203.98	ACR|2ASPD|2DMG|2CDMG|1BEXP	1RCVC|27CDMG|3RCR|4LHND|57ASPD|67DMG|7BPWR|8AEMAG|9BEXP|aERES
70	14525 23221	   	203.98	ACR|2ASPD|2DMG|2CDMG|1BEXP	1RCVC|27CDMG|3RCR|4DUR|57ASPD|67DMG|7BPWR|8AEMAG|9BEXP|aTLV
71	14525 23223	   	203.98	ACR|2ASPD|2DMG|2CDMG|1BEXP	1RCVC|27CDMG|3RCR|4DUR|57ASPD|67DMG|7BPWR|8AEMAG|9BEXP|aERES
72	22543 22222	 * 	203.95	DCR|3ASPD|1BASARM|2DMG|1BEXP	1LHND|24DMG|349ASPD|4BPWR|5MDPS|6MLV|7BEXP|8BASARM|aRCR
73	42543 22222	   	203.95	DCR|3ASPD|1BASARM|2DMG|1BEXP	1LWND|24DMG|349ASPD|4BPWR|5MDPS|6MLV|7BEXP|8BASARM|aRCR
74	11164 31511	 * 	203.36	ACR|1BASARM|2DMG|1AART|1BEXP	1RCVC|2FEWX|3AART|4RCR|59DMG|6LSRICY|7BEXP|8BASARM|aLWND
75	11164 31512	   	203.36	ACR|1BASARM|2DMG|1BEXP|1AART	1RCVC|2FEWX|3AART|4RCR|59DMG|6LSRICY|7BEXP|8BASARM|aCGEN
76	11164 31513	   	203.36	ACR|1BASARM|2DMG|1BEXP|1AART	1RCVC|2FEWX|3AART|4RCR|59DMG|6LSRICY|7BEXP|8BASARM|aRPLT
77	12164 31511	   	203.26	ACR|1BASARM|2DMG|1BEXP|1AART	1RCVC|2DUST|3AART|4RCR|59DMG|6LSRICY|7BEXP|8BASARM|aLWND
78	12164 31512	   	203.26	ACR|1BASARM|2DMG|1BEXP|1AART	1RCVC|2DUST|3AART|4RCR|59DMG|6LSRICY|7BEXP|8BASARM|aCGEN
79	12164 31513	   	203.26	ACR|1BASARM|2DMG|1BEXP|1AART	1RCVC|2DUST|3AART|4RCR|59DMG|6LSRICY|7BEXP|8BASARM|aRPLT
80	14261 23122	   	202.67	ACR|2DMG|2BEXP|3CDMG|1ASPD	1RCVC|27aCDMG|3ZMB|4RCR|57aLHND|67DMG|7aBPWR|8ASPD|9aBEXP
81	14264 23122	   	202.67	ACR|2DMG|2BEXP|3CDMG|1ASPD	1RCVC|27aCDMG|3ZMB|4RCR|57aLWND|67DMG|7aBPWR|8ASPD|9aBEXP
82	14266 23122	   	202.67	ACR|2DMG|2BEXP|3CDMG|1ASPD	1RCVC|27aCDMG|3ZMB|4RCR|57aFEWX|67DMG|7aBPWR|8ASPD|9aBEXP
83	22562 24222	   	202.51	ACR|2ASPD|2DMG|1VULN|1BEXP|1AART	1678LHND|27DMG|37ASPD|4AART|5RCR|7BPWR|9VULN|aBEXP
84	14361 23334	   	202.23	ACR|2VULN|2DMG|1ASPD|2CDMG	18RCVC|27CDMG|3ASPD|4RCR|57LHND|67DMG|7BPWR|9aVULN
85	14261 23115	   	201.08	ACR|2VULN|2DMG|1ASPD|2CDMG	1RCVC|27CDMG|3ZMB|4RCR|57LHND|67DMG|7BPWR|8ASPD|9aVULN
86	14361 23234	   	200.98	ACR|2VULN|2DMG|1ASPD|2CDMG	1RCVC|27CDMG|3ASPD|4RCR|57LHND|67DMG|7BPWR|8AEMAG|9aVULN
87	11162 31561	 * 	200.63	ACR|1BASARM|1DMG|1VULN|1BEXP|1AART	1RCVC|2FEWX|3AART|4RCR|5AAC|6LSRICY|7BEXP|8BASARM|9VULN|aDMG
88	12162 31561	   	200.53	ACR|1BASARM|1DMG|1VULN|1BEXP|1AART	1RCVC|2DUST|3AART|4RCR|5AAC|6LSRICY|7BEXP|8BASARM|9VULN|aDMG
89	14515 23311	   	200.28	ACR|2ASPD|2DMG|2CDMG|1AAC	18aRCVC|27CDMG|3RCR|4LHND|57ASPD|67DMG|7BPWR|9AAC
90	14525 23311	   	200.28	ACR|2ASPD|2DMG|2CDMG|1AAC	18aRCVC|27CDMG|3RCR|4DUR|57ASPD|67DMG|7BPWR|9AAC
91	14361 23324	   	200.27	ACR|2DMG|2CDMG|1ASPD|1VULN|1BEXP	18RCVC|27CDMG|3ASPD|4RCR|57LHND|67DMG|7BPWR|9BEXP|aVULN
92	14525 23312	   	199.98	ACR|2ASPD|2DMG|2CDMG|1AAC	18RCVC|27CDMG|3RCR|4DUR|57ASPD|67DMG|7BPWR|9AAC|aLHND
93	14515 23312	   	199.88	ACR|2ASPD|2DMG|2CDMG|1AAC	18RCVC|27CDMG|3RCR|4LHND|57ASPD|67DMG|7BPWR|9AAC|aLEGI
94	14525 23313	   	199.88	ACR|2ASPD|2DMG|2CDMG|1AAC	18RCVC|27CDMG|3RCR|4DUR|57ASPD|67DMG|7BPWR|9AAC|aSNIFST
95	32163 23443	   	199.72	ACR|2ASPD|2DMG|2BEXP|1CDMG	19DUR|2LIT|39ASPD|4CDMG|5RCR|6aBEXP|79DMG|8RCVC|9BPWR
96	14363 22116	   	199.42	ACR|1BASARM|1ASPD|1BEXP|1AART|1CDMG	1RCVC|2CDMG|3ASPD|4RCR|5AART|6LWND|7BEXP|8DUST|9DUR|aBASARM
97	11152 28147	 * 	199.39	ACR|2BASARM|3VULN|1AART	1RCVC|2aFEWX|3AART|4MBVNT|5RCR|6LHND|78aVULN|9aBASARM|aBPWR
98	22562 24213	 * 	199.36	ACR|3DMG|2ASPD|1AART|1BEXP	1678LHND|279DMG|37ASPD|4AART|5RCR|7BPWR|aBEXP
99	14261 23143	   	199.18	ACR|2ASPD|2DMG|2CDMG|1BEXP	1RCVC|27CDMG|3ZMB|4RCR|57LHND|67DMG|7BPWR|89ASPD|aBEXP
100	14361 23122	   	199.18	ACR|2ASPD|2DMG|2CDMG|1BEXP	1RCVC|27CDMG|38ASPD|4RCR|57LHND|67DMG|7BPWR|9BEXP|aFEWX
101	14364 23122	   	199.18	ACR|2ASPD|2DMG|2CDMG|1BEXP	1RCVC|27CDMG|38ASPD|4RCR|57LWND|67DMG|7BPWR|9BEXP|aFEWX
102	14366 23122	   	199.18	ACR|2ASPD|2DMG|2CDMG|1BEXP	1RCVC|27CDMG|38ASPD|4RCR|57aFEWX|67DMG|7BPWR|9BEXP
103	14366 23123	   	199.18	ACR|2ASPD|2DMG|2CDMG|1BEXP	1RCVC|27CDMG|38ASPD|4RCR|57FEWX|67DMG|7BPWR|9BEXP|aRMIN
104	14261 23125	   	199.13	ACR|2DMG|1ASPD|2CDMG|1VULN|1BEXP	1RCVC|27CDMG|3ZMB|4RCR|57LHND|67DMG|7BPWR|8ASPD|9BEXP|aVULN
105	14361 23121	   	199.08	ACR|2ASPD|2DMG|2CDMG|1BEXP	1RCVC|27CDMG|38ASPD|4RCR|57LHND|67DMG|7BPWR|9BEXP|aTLV
106	14361 23123	   	199.08	ACR|2ASPD|2DMG|2CDMG|1BEXP	1RCVC|27CDMG|38ASPD|4RCR|57LHND|67DMG|7BPWR|9BEXP|aERES
107	14364 23121	   	199.08	ACR|2ASPD|2DMG|2CDMG|1BEXP	1RCVC|27CDMG|38ASPD|4RCR|57LWND|67DMG|7BPWR|9BEXP|aTLV
108	14364 23123	   	199.08	ACR|2ASPD|2DMG|2CDMG|1BEXP	1RCVC|27CDMG|38ASPD|4RCR|57LWND|67DMG|7BPWR|9BEXP|aERES
109	14366 23121	   	199.08	ACR|2ASPD|2DMG|2CDMG|1BEXP	1RCVC|27CDMG|38ASPD|4RCR|57FEWX|67DMG|7BPWR|9BEXP|aTLV
110	14515 23211	   	199.05	ACR|2ASPD|2DMG|2CDMG|1AAC	1aRCVC|27CDMG|3RCR|4LHND|57ASPD|67DMG|7BPWR|8AEMAG|9AAC
111	14525 23211	   	199.05	ACR|2ASPD|2DMG|2CDMG|1AAC	1aRCVC|27CDMG|3RCR|4DUR|57ASPD|67DMG|7BPWR|8AEMAG|9AAC
112	14361 23224	   	199.03	ACR|2DMG|1ASPD|2CDMG|1VULN|1BEXP	1RCVC|27CDMG|3ASPD|4RCR|57LHND|67DMG|7BPWR|8AEMAG|9BEXP|aVULN
113	14525 23212	   	198.74	ACR|2ASPD|2DMG|2CDMG|1AAC	1RCVC|27CDMG|3RCR|4DUR|57ASPD|67DMG|7BPWR|8AEMAG|9AAC|aLHND
114	14515 23212	   	198.64	ACR|2ASPD|2DMG|2CDMG|1AAC	1RCVC|27CDMG|3RCR|4LHND|57ASPD|67DMG|7BPWR|8AEMAG|9AAC|aLEGI
115	14525 23213	   	198.64	ACR|2ASPD|2DMG|2CDMG|1AAC	1RCVC|27CDMG|3RCR|4DUR|57ASPD|67DMG|7BPWR|8AEMAG|9AAC|aSNIFST
116	32163 23643	   	198.54	ACR|2ASPD|2DMG|2BEXP|1CDMG	19DUR|2LIT|39ASPD|4CDMG|5RCR|6aBEXP|79DMG|8DMSP|9BPWR
117	14361 23325	   	197.57	ACR|2DMG|2BEXP|1ASPD|2CDMG	18RCVC|27CDMG|3ASPD|4RCR|57LHND|67DMG|7BPWR|9aBEXP
118	14513 43323	   	197.28	ACR|1BASARM|1ASPD|1BASICY|1CDMG	1RCVC|2CDMG|3RCR|45LHND|6BASICY|7aDUR|8ASPD|9BASARM
119	22562 22412	 * 	197.22	ACR|2DMG|1VULN|2AART|1ASPD|1BEXP	16LHND|29DMG|3ASPD|48AART|5RCR|7VULN|aBEXP
120	14513 43322	   	197.18	ACR|1BASARM|1ASPD|1BASICY|1CDMG	1RCVC|2CDMG|3RCR|45LHND|6BASICY|7DUR|8ASPD|9BASARM|aMBVNT
121	22562 24223	   	197.16	ACR|2ASPD|2DMG|1VULN|1AART|1AAC	1678LHND|27DMG|37ASPD|4AART|5RCR|7BPWR|9VULN|aAAC
122	22562 12412	   	197.12	ACR|2DMG|1VULN|2AART|1ASPD|1BEXP	1LHND|29DMG|3ASPD|48AART|5RCR|6AEFBLL|7VULN|aBEXP
123	14533 62332	 * 	196.45	ACR|2VULN|2BEXP|3CDMG|1AART	1RCVC|26aCDMG|3RCR|4RMIN|5AART|7aVULN|8aBEXP|9DLOT|aBPWR
124	14361 23225	   	196.33	ACR|2DMG|2BEXP|2CDMG|1ASPD	1RCVC|27CDMG|3ASPD|4RCR|57LHND|67DMG|7BPWR|8AEMAG|9aBEXP
