0	Index      	 *	Score 	Summary	Detail	
1	56312 22316	 * 	214.10	DCR|2VULN|1AART|1ASPD|1DMG|1NUKE|1ZMB	1LIT|23VULN|4ASPD|5ZMB|6AART|7CGEN|8RCR|9DMG|aNUKE
73	22212 24335	   	195.12	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	1RPLT|2VENFST|3CDMG|4VULN|56DUR|7RCR|8AART|9ASPD|aDMG
74	26315 25122	   	195.06	DCR|2VULN|2DMG|1ASPD|2DUR	1RPLT|2aVULN|34DUR|5ASPD|6RCR|7RMIN|89DMG
75	56312 22315	   	194.36	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1LIT|23VULN|4ASPD|5ZMB|6AART|7CGEN|8RCR|9DMG|aRCVC
76	12553 22335	   	194.24	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1DMSP|2ERES|34DMG|5CDMG|6aVULN|7RCR|8ZMB|9DUR
77	15411 22313	   	194.20	DCR|2VULN|2DMG|1ASPD|1ZMB	1DMSP|29VULN|3MBVNT|4ZMB|5RCVC|6RCR|79ERES|89DMG|9BPWR|aASPD
78	15411 24314	   	194.20	DCR|2VULN|2DMG|1ASPD|1ZMB	1DMSP|29VULN|3MBVNT|4ZMB|5RCVC|6RCR|79TLV|89DMG|9BPWR|aASPD
79	56312 13311	   	194.04	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1LIT|23VULN|4ASPD|5ZMB|6MLV|7AART|8RCR|9DMG|aBEXP
80	56312 13314	   	194.04	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1LIT|23VULN|4ASPD|5ZMB|6MLV|7AART|8RCR|9DMG|aCGEN
81	56312 22311	   	194.04	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1LIT|23VULN|4ASPD|5ZMB|6AART|7CGEN|8RCR|9DMG|aBEXP
82	56312 22314	   	194.04	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1LIT|23VULN|4ASPD|5ZMB|6AART|7aCGEN|8RCR|9DMG
83	56342 23311	   	194.04	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1LIT|23VULN|4RMIN|5ZMB|6AART|7ASPD|8RCR|9DMG|aBEXP
84	56312 13316	   	193.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1LIT|23VULN|4ASPD|5ZMB|6MLV|7AART|8RCR|9DMG|aLEGI
85	13615 23341	   	193.78	DCR|3VULN|1AART|1ASPD|1DUR	1DMSP|2DUR|39aVULN|4RPLT|5ASPD|6RCR|7LIT|8AART
86	11612 22316	   	193.72	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1ZMB	1DMSP|2LIT|3VULN|4ASPD|5ZMB|6AART|7CGEN|8RCR|9DMG|aNUKE
87	15232 42316	   	193.72	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1ZMB	1DMSP|2VULN|3ZMB|4AART|5LIT|6ASPD|7CGEN|8RCR|9DMG|aNUKE
88	56211 12363	   	193.56	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1AAC|1ZMB|1SELL	1LIT|2VULN|3DMG|4AAC|5SELL|6RCR|7CDMG|8AART|9ZMB|aASPD
89	12134 63263	 * 	193.45	DCR|3VULN|2AART|1ASPD	1DMSP|2ERES|359VULN|46AART|7SPLJET|8ASPD|aRCR
90	12134 63363	 * 	193.45	DCR|3VULN|2AART|1DMG	1DMSP|2ERES|359VULN|46AART|7SPLJET|8DMG|aRCR
91	12134 33263	 * 	193.22	DCR|4VULN|1AART|1ASPD	1DMSP|26ERES|3569VULN|4AART|6BPWR|7SPLJET|8ASPD|aRCR
92	12134 33363	 * 	193.22	DCR|4VULN|1AART|1DMG	1DMSP|26ERES|3569VULN|4AART|6BPWR|7SPLJET|8DMG|aRCR
93	15134 33263	   	193.22	DCR|4VULN|1AART|1ASPD	1DMSP|2569VULN|36ERES|4AART|6BPWR|7SPLJET|8ASPD|aRCR
94	15134 33363	   	193.22	DCR|4VULN|1AART|1DMG	1DMSP|2569VULN|36ERES|4AART|6BPWR|7SPLJET|8DMG|aRCR
95	24631 43121	 * 	193.22	DCR|2AART|1VULN|2CDMG|1ASPD|1DUR	1RPLT|26CDMG|39AART|4DUST|5VULN|7RCR|8DUR|aASPD
96	26312 52362	   	192.58	DCR|2VULN|1AART|1ASPD|3DUR|1ZMB	1RPLT|26VULN|345DUR|7AART|8RCR|9ZMB|aASPD
97	26312 52363	 * 	192.58	DCR|2VULN|1AART|1NUKE|3DUR|1ZMB	1RPLT|26VULN|345DUR|7AART|8RCR|9ZMB|aNUKE
98	11612 65331	   	192.56	DCR|3VULN|1AART|1ASPD|1ZMB	1DMSP|2LIT|36aVULN|4ASPD|5ZMB|7AART|8RCR|9RCVC
99	56312 24331	   	192.56	DCR|3VULN|1AART|1ASPD|1ZMB	17LIT|23aVULN|4ASPD|5ZMB|6AART|8RCR|9RCVC
100	12551 33423	 * 	192.48	DCR|3ASPD|2DMG|1VULN|1DUR	1DMSP|2ERES|34DMG|57aASPD|6VULN|8RCR|9DUR
101	56312 23333	   	192.28	DCR|2VULN|2ASPD|1AART|1AAC|1ZMB	1LIT|23VULN|47ASPD|5ZMB|6AART|8RCR|9RCVC|aAAC
102	12521 36421	   	191.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	14DMSP|2ERES|3DMG|5ASPD|67VULN|8RCR|9DUR|aAART
103	56213 21362	   	191.89	DCR|2VULN|2DMG|1AART|1AAC|1ZMB	1LIT|25VULN|35DMG|4AAC|5BPWR|6AART|7FEWX|8RCR|9ZMB|aRCVC
104	13615 22311	   	191.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DMSP|2DUR|3VULN|4RPLT|5ASPD|6RCR|7AART|8CDMG|9TLV|aDMG
105	26365 22311	   	191.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1RPLT|2VULN|3DUR|4DMSP|5ASPD|6RCR|7AART|8CDMG|9TLV|aDMG
106	56213 21361	   	191.56	DCR|2VULN|2DMG|1AART|1AAC|1ZMB	1LIT|25VULN|35DMG|4AAC|5BPWR|6AART|7FEWX|8RCR|9ZMB|aMLV
107	56213 21363	   	191.56	DCR|2VULN|2DMG|1AART|1AAC|1ZMB	1LIT|25VULN|35DMG|4AAC|5BPWR|6AART|7FEWX|8RCR|9ZMB|aLHND
108	11523 15341	   	191.56	DCR|2VULN|2DMG|1AART|1ZMB	1DMSP|2LIT|3ZMB|49DMG|5AELBLL|6aVULN|7AART|8RCR
109	26315 24323	   	191.49	DCR|3VULN|1ASPD|1CDMG|2DUR	1RPLT|289VULN|34DUR|5ASPD|6RCR|7CGEN|aCDMG
110	26315 25323	   	191.49	DCR|3VULN|1ASPD|1CDMG|2DUR	1RPLT|289VULN|34DUR|5ASPD|6RCR|7RMIN|aCDMG
111	24426 33321	 * 	191.45	DCR|2AART|2DMG|1ASPD|1CDMG	1RPLT|2CDMG|3aDMG|4FEWX|59AART|6BEXP|7RCR|8ASPD
112	56312 21363	   	191.41	DCR|2VULN|2ASPD|1AART|2ZMB	1LIT|23VULN|4aASPD|59ZMB|6AART|7FEWX|8RCR
113	13615 22322	   	191.28	DCR|2ASPD|1VULN|1AART|1CDMG|2DUR	1DMSP|29DUR|3VULN|4RPLT|5aASPD|6RCR|7AART|8CDMG
114	26365 22322	   	191.28	DCR|2ASPD|1VULN|1AART|1CDMG|2DUR	1RPLT|2VULN|39DUR|4DMSP|5aASPD|6RCR|7AART|8CDMG
115	26315 21151	   	191.20	DCR|1VULN|1AART|1ASPD|1DMG|2DUR|1ZMB	1RPLT|2VULN|34DUR|5ASPD|6RCR|7ZMB|8DMG|9AART|aLWND
116	26315 21153	   	191.20	DCR|1VULN|1AART|1ASPD|1DMG|2DUR|1ZMB	1RPLT|2VULN|34DUR|5ASPD|6RCR|7ZMB|8DMG|9AART|aBEXP
117	56216 23333	   	191.04	DCR|2DMG|1VULN|1AART|1ASPD|1AAC|1ZMB	1LIT|2VULN|36DMG|4AAC|5ZMB|7AART|8RCR|9ERES|aASPD
118	24426 33221	 * 	191.03	DCR|3DMG|1AART|1ASPD|1CDMG	1RPLT|2CDMG|38aDMG|4FEWX|5AART|6BEXP|7RCR|9ASPD
119	55252 33133	   	190.69	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1ZMB	1LIT|2DMG|3AAC|4AART|56VULN|7ASPD|8ZMB|9RCVC|aRCR
120	56243 21322	   	190.59	DCR|2VULN|2DMG|1MDPS|1AART|1DUR	1LIT|25VULN|35DMG|4RMIN|5BPWR|6AART|7FEWX|8RCR|9MDPS|aDUR
121	56243 21323	   	190.59	DCR|2VULN|2DMG|1MDPS|1AART	1LIT|25VULN|35DMG|4RMIN|5BPWR|6AART|7FEWX|8RCR|9MDPS|aERES
122	26312 51262	   	190.58	DCR|2VULN|1AART|1ASPD|3DUR|1ZMB	1RPLT|26VULN|345DUR|7ZMB|8AART|9RCR|aASPD
123	26312 51263	   	190.58	DCR|2VULN|1AART|1NUKE|3DUR|1ZMB	1RPLT|26VULN|345DUR|7ZMB|8AART|9RCR|aNUKE
124	56213 21322	   	190.49	DCR|2VULN|2DMG|1MDPS|1AART|1AAC|1DUR	1LIT|25VULN|35DMG|4AAC|5BPWR|6AART|7FEWX|8RCR|9MDPS|aDUR
125	56213 21323	   	190.49	DCR|2VULN|2DMG|1MDPS|1AART|1AAC	1LIT|25VULN|35DMG|4AAC|5BPWR|6AART|7FEWX|8RCR|9MDPS|aERES
126	56213 21324	   	190.49	DCR|2VULN|1MDPS|2DMG|1AART|1AAC	1LIT|25VULN|35DMG|4AAC|5BPWR|6AART|7FEWX|8RCR|9MDPS|aAME
127	56213 25322	   	190.49	DCR|2VULN|2DMG|1MDPS|1AART|1AAC	1LIT|25VULN|35DMG|4AAC|5BPWR|6AART|7LWND|8RCR|9MDPS|aRCVC
128	56213 25323	   	190.49	DCR|2VULN|2DMG|1MDPS|1AART|1AAC|1DUR	1LIT|25VULN|35DMG|4AAC|5BPWR|6AART|7LWND|8RCR|9MDPS|aDUR
129	12261 41343	 * 	190.33	DCR|3VULN|1MDPS|3CDMG|1DMG	1DMSP|2ERES|3MDPS|46aCDMG|568VULN|6BPWR|7RCR|9DMG
130	56213 21342	   	190.29	DCR|2VULN|2DMG|1AART|1AAC|1DUR	1LIT|25VULN|35DMG|4AAC|5BPWR|6AART|7FEWX|8RCR|9RCVC|aDUR
131	56312 13332	   	190.22	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1LIT|23VULN|4ASPD|5ZMB|6MLV|7AART|8RCR|9LWND|aCDMG
132	56312 13342	   	190.22	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1LIT|23VULN|4ASPD|5ZMB|6MLV|7AART|8RCR|9LHND|aCDMG
133	56262 13321	   	190.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	14LIT|2aVULN|3DMG|5ZMB|6MLV|7AART|8RCR|9CDMG
134	56262 22321	   	190.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	14LIT|2aVULN|3DMG|5ZMB|6AART|7CGEN|8RCR|9CDMG
135	51435 12312	 * 	190.19	DCR|2AART|2ASPD|1DMG|1CDMG	1LIT|25AME|3RPLT|45ASPD|5BPWR|6RCR|7CDMG|8aAART|9DMG
136	21215 21521	 * 	190.11	DCR|2ASPD|1AART|1DMG|3DUR|2ZMB	1RPLT|249DUR|3LHND|59ASPD|6RCR|79ZMB|8AART|9BPWR|aDMG
137	21345 21521	   	190.11	DCR|2ASPD|1AART|1DMG|3DUR|2ZMB	1RPLT|239DUR|4LHND|59ASPD|6RCR|79ZMB|8AART|9BPWR|aDMG
138	24631 23236	   	190.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18RPLT|2CDMG|3AART|4DUST|56VULN|7RCR|9DMG|aDUR
139	15221 12341	   	190.09	DCR|3VULN|1AART|1CDMG|1ZMB	1DMSP|269VULN|3ZMB|4CDMG|56CGEN|6BPWR|7RCR|8RPLT|aAART
140	13615 25332	   	190.06	DCR|3VULN|1ASPD|1DMG|1DUR	1DMSP|2DUR|38aVULN|4RPLT|5ASPD|6RCR|7RMIN|9DMG
141	24631 23161	   	189.99	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1RPLT|2CDMG|3AART|49DUST|56VULN|7RCR|8DUR|aASPD
142	15221 22341	   	189.99	DCR|3VULN|1AART|1CDMG|1ZMB	1DMSP|269VULN|3ZMB|4CDMG|5CGEN|7RCR|8RPLT|aAART
143	15225 22341	   	189.99	DCR|3VULN|1AART|1CDMG|1ZMB	1DMSP|259VULN|3ZMB|4CDMG|6CGEN|7RCR|8RPLT|aAART
144	15225 32341	   	189.99	DCR|3VULN|1AART|1CDMG|1ZMB	1DMSP|259VULN|3ZMB|4CDMG|6RMIN|7RCR|8RPLT|aAART
145	11523 15362	 * 	189.90	DCR|1VULN|1AART|1DMG|1NUKE|1CDMG|1ZMB	1DMSP|2LIT|3ZMB|4DMG|5AELBLL|6VULN|7AART|8RCR|9CDMG|aNUKE
146	13615 25122	   	189.82	DCR|2VULN|2DMG|1ASPD|1DUR	1DMSP|2DUR|3aVULN|4RPLT|5ASPD|6RCR|7RMIN|89DMG
147	56243 21332	   	189.63	DCR|2VULN|2DMG|1AART|1DUR	19LIT|25VULN|35DMG|4RMIN|5BPWR|6AART|7FEWX|8RCR|aDUR
148	56213 21332	   	189.53	DCR|2VULN|2DMG|1AART|1AAC|1DUR	19LIT|25VULN|35DMG|4AAC|5BPWR|6AART|7FEWX|8RCR|aDUR
149	56213 25332	   	189.53	DCR|2VULN|2DMG|1AART|1AAC|1DUR	19LIT|25VULN|35DMG|4AAC|5BPWR|6AART|7LWND|8RCR|aDUR
150	56213 63321	 * 	189.43	DCR|3VULN|1MDPS|2DMG|1CDMG|1AAC	1LIT|256VULN|35DMG|4AAC|5BPWR|7BEXP|8MDPS|9RCR|aCDMG
151	56213 34321	   	189.33	DCR|3VULN|1MDPS|2DMG|1CDMG|1AAC	1LIT|257VULN|35DMG|4AAC|5BPWR|6DUST|8MDPS|9RCR|aCDMG
152	56213 61321	   	189.33	DCR|3VULN|1MDPS|2DMG|1CDMG|1AAC	1LIT|256VULN|35DMG|4AAC|5BPWR|7DUST|8MDPS|9RCR|aCDMG
153	24661 33331	   	189.32	DCR|2VULN|1AART|2CDMG|1ASPD	1RPLT|29CDMG|3AART|45VULN|6LWND|7RCR|8LHND|aASPD
154	56312 23335	   	189.26	DCR|2VULN|2ASPD|1AART|1ZMB	1LIT|23VULN|47ASPD|5ZMB|6AART|8RCR|9aRCVC
155	24631 23631	   	189.22	DCR|2VULN|1AART|2CDMG|1ASPD	1RPLT|29CDMG|3AART|4DUST|56VULN|7RCR|8BEXP|aASPD
156	56213 62441	   	189.03	DCR|4VULN|2DMG|1AAC	1LIT|2568VULN|35DMG|4AAC|5BPWR|7MBVNT|9RCR|aDMSP
157	56213 62442	   	189.03	DCR|4VULN|2DMG|1AAC	1LIT|2568VULN|35DMG|4AAC|5BPWR|7MBVNT|9RCR|aAME
