0	Index      	 *	Score 	Summary	Detail	
1	33642 21114	 * 	219.61	DCR|2VULN|2DMG|2ASPD|2CDMG	1BEXP|2aCDMG|35VULN|4LHND|6RCR|7aDMG|8MULFIG|9aASPD|aBPWR
13	22213 31141	 * 	213.41	DCR|3VULN|2AART|1ASPD|1DMG|1AAC	147VULN|2TLV|3AAC|59AART|6DMG|8ASPD|aRCR
14	25113 31141	   	213.41	DCR|3VULN|2AART|1ASPD|1DMG|1AAC	147VULN|2AAC|3TLV|59AART|6DMG|8ASPD|aRCR
15	21521 21636	 * 	212.82	DCR|3VULN|1SPLARM|2ASPD|1CDMG|2SELL	123VULN|4CDMG|58ASPD|69SELL|7SPLARM|aRCR
16	21512 13233	 * 	212.12	DCR|3VULN|2ASPD|1DMG|1CDMG	123VULN|49ASPD|5ERES|6RCR|7MLV|8CDMG|aDMG
17	21513 14233	   	212.12	DCR|3VULN|2ASPD|1DMG|1CDMG	123VULN|49ASPD|5MLV|6RCR|7ERES|8CDMG|aDMG
18	21512 12135	   	212.02	DCR|3VULN|2ASPD|1DMG|1CDMG	123VULN|4aASPD|5ERES|6RCR|7CANSTR|8CDMG|9DMG
19	21142 41114	 * 	212.02	DCR|4VULN|2ASPD|1DMG	125aVULN|3aLWND|4RPLT|6RCR|7DMG|8MULFIG|9aASPD|aBPWR
20	21342 41114	   	212.02	DCR|4VULN|2ASPD|1DMG	125aVULN|3aLHND|4RPLT|6RCR|7DMG|8MULFIG|9aASPD|aBPWR
21	22613 31141	 * 	211.68	DCR|2VULN|2AART|1ASPD|1DMG|1CDMG|1SELL	17VULN|2TLV|3CDMG|4SELL|59AART|6DMG|8ASPD|aRCR
22	25213 31161	 * 	211.65	DCR|3VULN|2ASPD|1AART|1DMG|1AAC	147VULN|2AAC|3MLV|5AART|68ASPD|9DMG|aRCR
23	25413 31161	   	211.65	DCR|3VULN|2ASPD|1AART|1DMG|1AAC	147VULN|2AAC|3RMIN|5AART|68ASPD|9DMG|aRCR
24	21566 24132	   	211.65	DCR|4VULN|1ASPD|1DMG|1CDMG	1236VULN|4TSLARM|5MBVNT|7RCR|8CDMG|9ASPD|aDMG
25	22213 21161	   	211.55	DCR|3VULN|2ASPD|1AART|1DMG|1AAC	147VULN|2TLV|3AAC|5AART|68ASPD|9DMG|aRCR
26	25113 21161	   	211.55	DCR|3VULN|2ASPD|1AART|1DMG|1AAC	147VULN|2AAC|3TLV|5AART|68ASPD|9DMG|aRCR
27	22634 21163	 * 	211.36	DCR|3VULN|2DMG|2CDMG|1DUR	189VULN|2TLV|38CDMG|4CGEN|5LWND|6RCR|78DMG|8BPWR|aDUR
28	51113 35142	 * 	211.14	DCR|4VULN|1MDPS|1AART|2DUR	17DUR|2467VULN|3RCVC|5AART|7BPWR|8CGEN|9RCR|aMDPS
29	21256 31332	 * 	210.81	DCR|4VULN|2DMG|1AART	1269VULN|3MLV|4DLOT|59DMG|7AART|89DUST|9BPWR|aRCR
30	53663 21131	 * 	210.17	DCR|2VULN|2DMG|1MDPS|1CDMG|2DUR	18DUR|2CDMG|38VULN|4CGEN|5AME|6RCR|78DMG|8BPWR|9MDPS|aRMIN
31	53663 21132	   	210.17	DCR|2VULN|2DMG|1MDPS|1CDMG|2DUR	18DUR|2CDMG|38VULN|4aCGEN|5AME|6RCR|78DMG|8BPWR|9MDPS
32	53663 21133	   	210.17	DCR|2VULN|2DMG|1MDPS|1CDMG|2DUR	18DUR|2CDMG|38VULN|4CGEN|5AME|6RCR|78DMG|8BPWR|9MDPS|aMBVNT
33	21113 31142	 * 	210.16	DCR|4VULN|2AART|1MDPS	1246VULN|3LWND|57AART|8CGEN|9RCR|aMDPS
34	21313 31142	   	210.16	DCR|4VULN|2AART|1MDPS	1246VULN|3LHND|57AART|8CGEN|9RCR|aMDPS
35	53653 21131	   	210.07	DCR|2VULN|1MDPS|2DMG|1CDMG|2DUR	18DUR|2CDMG|38VULN|4TLV|5AME|6RCR|78DMG|8BPWR|9MDPS|aRMIN
36	53653 21132	   	210.07	DCR|2VULN|2DMG|1MDPS|1CDMG|2DUR	18DUR|2CDMG|38VULN|4TLV|5AME|6RCR|78DMG|8BPWR|9MDPS|aCGEN
37	53653 21133	   	210.07	DCR|2VULN|1MDPS|2DMG|1CDMG|2DUR	18DUR|2CDMG|38VULN|4TLV|5AME|6RCR|78DMG|8BPWR|9MDPS|aFEWX
38	21113 31642	   	210.06	DCR|4VULN|2AART|1MDPS	1246VULN|3LWND|57AART|8ERES|9RCR|aMDPS
39	21313 31642	   	210.06	DCR|4VULN|2AART|1MDPS	1246VULN|3LHND|57AART|8ERES|9RCR|aMDPS
40	33642 23116	 * 	210.03	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2CDMG|359VULN|4LHND|6RCR|7DUR|8DMG|aAART
41	51433 21343	   	210.03	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|27aVULN|3AART|4CGEN|5LIT|6RCR|8DMG|9CDMG
42	41422 43331	   	209.84	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	1FEWX|29aVULN|3AART|4DMG|5AME|6DUR|7ASPD|8RCR
43	51422 23331	   	209.84	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	1DUR|29aVULN|3AART|4DMG|5AME|6LHND|7ASPD|8RCR
44	22613 21161	 * 	209.83	DCR|2VULN|2ASPD|1AART|1DMG|1CDMG|1SELL	17VULN|2TLV|3CDMG|4SELL|5AART|68ASPD|9DMG|aRCR
45	25613 31161	 * 	209.83	DCR|2VULN|2ASPD|1AART|1DMG|1CDMG|1AAC|1SELL	17VULN|2AAC|3CDMG|4SELL|5AART|68ASPD|9DMG|aRCR
46	41156 23331	   	209.74	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	1FEWX|29aVULN|3DUR|4AART|5DMG|6ERES|7ASPD|8RCR
47	51421 26331	   	209.64	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	1DUR|29aVULN|3AART|4DMG|5DUST|6ERES|7ASPD|8RCR
48	21142 43116	   	209.62	DCR|4VULN|1AART|1DMG|1DUR	1259VULN|3LWND|4RPLT|6RCR|7DUR|8DMG|aAART
49	21342 43116	   	209.62	DCR|4VULN|1AART|1DMG|1DUR	1259VULN|3LHND|4RPLT|6RCR|7DUR|8DMG|aAART
50	22634 21114	 * 	209.00	DCR|2VULN|2DMG|1AART|2CDMG	18VULN|2TLV|38CDMG|4CGEN|5LWND|6RCR|78DMG|8BPWR|9LHND|aAART
51	22634 21124	   	209.00	DCR|2VULN|2DMG|1AART|2CDMG	18VULN|2TLV|38CDMG|4CGEN|5LWND|6RCR|78DMG|8BPWR|9FEWX|aAART
52	21613 42251	   	208.87	DCR|4VULN|1AART|1ASPD|2DUR	124aVULN|3aDUR|5AART|6ASPD|7MLV|8aTSLARM|9RCR|aBPWR
53	21613 43251	   	208.87	DCR|4VULN|1AART|1ASPD|2DUR	124aVULN|3aDUR|5AART|6ASPD|7CGEN|8aTSLARM|9RCR|aBPWR
54	51213 42251	   	208.87	DCR|4VULN|1AART|1ASPD|2DUR	1aDUR|234aVULN|5AART|6ASPD|7MLV|8aTSLARM|9RCR|aBPWR
55	51213 43251	   	208.87	DCR|4VULN|1AART|1ASPD|2DUR	1aDUR|234aVULN|5AART|6ASPD|7CGEN|8aTSLARM|9RCR|aBPWR
56	21513 13221	 * 	208.05	DCR|5VULN|1ASPD|1CDMG	1239aVULN|4ASPD|57MLV|6RCR|8CDMG
57	21512 14221	   	207.85	DCR|5VULN|1ASPD|1CDMG	1239aVULN|4ASPD|57ERES|6RCR|8CDMG
58	21512 12165	 * 	207.81	DCR|4VULN|2ASPD|1CDMG	1239VULN|4aASPD|5ERES|6RCR|7CANSTR|8CDMG
59	21632 31342	   	207.63	DCR|4VULN|1MDPS|1AART|2DUR	1278VULN|34DUR|5CGEN|6AART|9RCR|aMDPS
60	21633 51342	   	207.63	DCR|4VULN|1MDPS|1AART|2DUR	1278VULN|34DUR|5AART|6MLV|9RCR|aMDPS
61	51232 31342	   	207.63	DCR|4VULN|1MDPS|1AART|2DUR	14DUR|2378VULN|5CGEN|6AART|9RCR|aMDPS
62	51233 51342	   	207.63	DCR|4VULN|1MDPS|1AART|2DUR	14DUR|2378VULN|5AART|6MLV|9RCR|aMDPS
63	21113 31144	 * 	207.58	DCR|4VULN|2AART|1CDMG	1246VULN|3LWND|57AART|8CGEN|9RCR|aCDMG
64	21313 31144	   	207.58	DCR|4VULN|2AART|1CDMG	1246VULN|3LHND|57AART|8CGEN|9RCR|aCDMG
65	21633 11342	   	207.53	DCR|4VULN|1MDPS|1AART|2DUR	1278VULN|34DUR|5AART|6TLV|9RCR|aMDPS
66	51233 11342	   	207.53	DCR|4VULN|1MDPS|1AART|2DUR	14DUR|2378VULN|5AART|6TLV|9RCR|aMDPS
67	21113 31644	   	207.48	DCR|4VULN|2AART|1CDMG	1246VULN|3LWND|57AART|8ERES|9RCR|aCDMG
68	21313 31644	   	207.48	DCR|4VULN|2AART|1CDMG	1246VULN|3LHND|57AART|8ERES|9RCR|aCDMG
69	21521 51115	 * 	207.44	DCR|4VULN|2ASPD|2CDMG	1237VULN|49CDMG|56ASPD|8AME|aRCR
70	21521 51215	   	207.34	DCR|4VULN|2ASPD|2CDMG	1237VULN|49CDMG|56ASPD|8ERES|aRCR
71	21563 53312	   	207.26	DCR|3VULN|2DMG|1AART|1DUR	123VULN|4TSLARM|5AART|67DMG|8RCR|9LWND|aDUR
72	21563 53332	   	207.26	DCR|3VULN|2DMG|1AART|1DUR	123VULN|4TSLARM|5AART|67DMG|8RCR|9FEWX|aDUR
73	51112 31342	   	205.79	DCR|4VULN|1MDPS|1AART|1DUR	1DUR|2478VULN|3RCVC|5CGEN|6AART|9RCR|aMDPS
74	51113 51342	   	205.79	DCR|4VULN|1MDPS|1AART|1DUR	1DUR|2478VULN|3RCVC|5AART|6MLV|9RCR|aMDPS
75	51113 11342	   	205.69	DCR|4VULN|1MDPS|1AART|1DUR	1DUR|2478VULN|3RCVC|5AART|6TLV|9RCR|aMDPS
76	51426 11331	   	205.62	DCR|4VULN|1AART|1DMG|1DUR	1DUR|259aVULN|3AART|4DMG|6FEWX|7LHND|8RCR
77	21342 41116	   	205.53	DCR|3VULN|1AART|1ASPD|1DMG	125VULN|3LHND|4RPLT|6RCR|7DMG|8MULFIG|9ASPD|aAART
78	51421 61331	   	205.52	DCR|4VULN|1AART|1DMG|1DUR	1DUR|269aVULN|3AART|4DMG|5DUST|7LHND|8RCR
79	21641 22334	 * 	205.39	DCR|3VULN|3AART|1ZMB|1DUR	128VULN|3DUR|4RPLT|59aAART|6RCR|7ZMB
80	51241 22334	   	205.39	DCR|3VULN|3AART|1ZMB|1DUR	1DUR|238VULN|4RPLT|59aAART|6RCR|7ZMB
81	21513 12131	 * 	205.33	DCR|3VULN|2CDMG|1ASPD|1DMG	123VULN|4ASPD|5MLV|6RCR|7CANSTR|8aCDMG|9DMG
82	21512 12131	   	205.23	DCR|3VULN|2CDMG|1ASPD|1DMG	123VULN|4ASPD|5ERES|6RCR|7CANSTR|8aCDMG|9DMG
83	21632 31344	   	205.06	DCR|4VULN|1AART|1CDMG|2DUR	1278VULN|34DUR|5CGEN|6AART|9RCR|aCDMG
84	51232 31344	   	205.06	DCR|4VULN|1AART|1CDMG|2DUR	14DUR|2378VULN|5CGEN|6AART|9RCR|aCDMG
85	21115 25624	 * 	205.05	DCR|3VULN|1AART|2CDMG|1ASPD	124VULN|3LWND|5MBVNT|6AART|79CDMG|8RCR|aASPD
86	21633 11344	   	204.96	DCR|4VULN|1AART|1CDMG|2DUR	1278VULN|34DUR|5AART|6TLV|9RCR|aCDMG
87	51233 11344	   	204.96	DCR|4VULN|1AART|1CDMG|2DUR	14DUR|2378VULN|5AART|6TLV|9RCR|aCDMG
88	21543 12132	   	204.94	DCR|3VULN|1ASPD|1DMG|1CDMG	123VULN|4CGEN|5MLV|6RCR|7SPLREG|8CDMG|9ASPD|aDMG
89	21542 12132	   	204.84	DCR|3VULN|1ASPD|1DMG|1CDMG	123VULN|4CGEN|5ERES|6RCR|7SPLREG|8CDMG|9ASPD|aDMG
90	21553 12132	   	204.84	DCR|3VULN|1ASPD|1DMG|1CDMG	123VULN|4TLV|5MLV|6RCR|7SPLREG|8CDMG|9ASPD|aDMG
91	21521 11155	 * 	204.80	DCR|5VULN|1MDPS|1AART|1ASPD|1CDMG	12367VULN|4CDMG|5ASPD|8AART|9MDPS|aRCR
92	21552 12132	   	204.74	DCR|3VULN|1DMG|1ASPD|1CDMG	123VULN|4TLV|5ERES|6RCR|7SPLREG|8CDMG|9ASPD|aDMG
93	21613 33142	   	204.59	DCR|4VULN|1MDPS|1AART|1DUR	1246VULN|3DUR|5AART|7RCVC|8CGEN|9RCR|aMDPS
94	51213 33142	   	204.59	DCR|4VULN|1MDPS|1AART|1DUR	1DUR|2346VULN|5AART|7RCVC|8CGEN|9RCR|aMDPS
95	21613 33642	   	204.49	DCR|4VULN|1MDPS|1AART|1DUR	1246VULN|3DUR|5AART|7RCVC|8ERES|9RCR|aMDPS
96	51213 33642	   	204.49	DCR|4VULN|1MDPS|1AART|1DUR	1DUR|2346VULN|5AART|7RCVC|8ERES|9RCR|aMDPS
97	21612 31642	   	204.29	DCR|4VULN|1MDPS|1AART|1DUR	1247VULN|3DUR|5CGEN|6AART|8RCVC|9RCR|aMDPS
98	51212 31642	   	204.29	DCR|4VULN|1MDPS|1AART|1DUR	1DUR|2347VULN|5CGEN|6AART|8RCVC|9RCR|aMDPS
99	26231 53152	   	204.24	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	18VULN|2AME|3BASFIG|4ZMB|5AART|6DUR|7RCR|9DMG|aASPD
100	21613 11642	   	204.19	DCR|4VULN|1MDPS|1AART|1DUR	1247VULN|3DUR|5AART|6TLV|8RCVC|9RCR|aMDPS
101	51213 11642	   	204.19	DCR|4VULN|1MDPS|1AART|1DUR	1DUR|2347VULN|5AART|6TLV|8RCVC|9RCR|aMDPS
102	11465 32111	   	204.18	DCR|3VULN|2DMG|1ASPD|1ZMB	1BELT|2ZMB|379VULN|4ASPD|58DMG|6RCVC|aRCR
103	21641 22361	   	204.11	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	128VULN|3DUR|4RPLT|5AART|6RCR|7ZMB|9BELT|aDMG
104	51241 22361	   	204.11	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1DUR|238VULN|4RPLT|5AART|6RCR|7ZMB|9BELT|aDMG
105	26634 21131	 * 	204.05	DCR|2VULN|2DMG|1MDPS|2CDMG	18VULN|2AME|38CDMG|4CGEN|5LWND|6RCR|78DMG|8BPWR|9MDPS|aRMIN
106	26634 21132	   	204.05	DCR|2VULN|1MDPS|2DMG|2CDMG	18VULN|2AME|38CDMG|4aCGEN|5LWND|6RCR|78DMG|8BPWR|9MDPS
107	26634 21133	   	204.05	DCR|2VULN|2DMG|1MDPS|2CDMG	18VULN|2AME|38CDMG|4CGEN|5LWND|6RCR|78DMG|8BPWR|9MDPS|aMBVNT
108	21641 22411	   	204.01	DCR|3VULN|1AART|1ASPD|1ZMB|1DUR	12aVULN|3DUR|4RPLT|5AART|6RCR|7ZMB|8ASPD|9DUST
109	51241 22411	   	204.01	DCR|3VULN|1AART|1ASPD|1ZMB|1DUR	1DUR|23aVULN|4RPLT|5AART|6RCR|7ZMB|8ASPD|9DUST
110	22634 21131	   	203.95	DCR|2VULN|2DMG|1MDPS|2CDMG	18VULN|2TLV|38CDMG|4CGEN|5LWND|6RCR|78DMG|8BPWR|9MDPS|aRMIN
111	22634 21132	   	203.95	DCR|2VULN|1MDPS|2DMG|2CDMG	18VULN|2TLV|38CDMG|4aCGEN|5LWND|6RCR|78DMG|8BPWR|9MDPS
112	22634 21133	   	203.95	DCR|2VULN|2DMG|1MDPS|2CDMG	18VULN|2TLV|38CDMG|4CGEN|5LWND|6RCR|78DMG|8BPWR|9MDPS|aMBVNT
113	22634 21136	   	203.95	DCR|2VULN|2DMG|1MDPS|2CDMG|1ZMB	18VULN|2TLV|38CDMG|4CGEN|5LWND|6RCR|78DMG|8BPWR|9MDPS|aZMB
114	33642 21116	 * 	203.95	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1BEXP|2CDMG|35VULN|4LHND|6RCR|7DMG|8MULFIG|9ASPD|aAART
115	22613 61361	   	203.71	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	178VULN|2TLV|3CDMG|4SELL|5AART|6ZMB|9DMG|aRCR
116	22213 61141	   	203.68	DCR|3VULN|2AART|1ASPD|1AAC|1ZMB	147VULN|2TLV|3AAC|59AART|6ZMB|8ASPD|aRCR
117	25113 61141	   	203.68	DCR|3VULN|2AART|1ASPD|1AAC|1ZMB	147VULN|2AAC|3TLV|59AART|6ZMB|8ASPD|aRCR
118	21613 53341	   	203.62	DCR|4VULN|1AART|1ASPD|1DUR	1248VULN|3DUR|5AART|6MLV|7BELT|9RCR|aASPD
119	51213 53341	   	203.62	DCR|4VULN|1AART|1ASPD|1DUR	1DUR|2348VULN|5AART|6MLV|7BELT|9RCR|aASPD
120	22213 61361	   	203.45	DCR|4VULN|1AART|1DMG|1AAC|1ZMB	1478VULN|2TLV|3AAC|5AART|6ZMB|9DMG|aRCR
121	25113 61361	   	203.45	DCR|4VULN|1AART|1DMG|1AAC|1ZMB	1478VULN|2AAC|3TLV|5AART|6ZMB|9DMG|aRCR
122	51213 53343	   	203.26	DCR|5VULN|1AART|2DUR	1aDUR|2348aVULN|5AART|6aMLV|7BELT|9RCR|aBPWR
123	21613 53343	   	203.26	DCR|5VULN|1AART|2DUR	1248aVULN|3aDUR|5AART|6aMLV|7BELT|9RCR|aBPWR
124	51112 31344	   	203.22	DCR|4VULN|1AART|1CDMG|1DUR	1DUR|2478VULN|3RCVC|5CGEN|6AART|9RCR|aCDMG
125	51113 11344	   	203.12	DCR|4VULN|1AART|1CDMG|1DUR	1DUR|2478VULN|3RCVC|5AART|6TLV|9RCR|aCDMG
126	22634 21161	   	202.96	DCR|3VULN|2DMG|2CDMG|1MSE	189VULN|2TLV|38CDMG|4CGEN|5LWND|6RCR|78DMG|8BPWR|aMSE
127	22634 21162	   	202.96	DCR|3VULN|2DMG|2CDMG	189VULN|2TLV|38CDMG|4CGEN|5LWND|6RCR|78DMG|8BPWR|aLEGI
128	21641 22326	   	202.87	DCR|3VULN|1MDPS|1AART|1ZMB|1DUR	128VULN|3DUR|4RPLT|5AART|6RCR|7ZMB|9LHND|aMDPS
129	21641 22341	   	202.87	DCR|3VULN|1MDPS|1AART|1ZMB|1DUR	128VULN|3DUR|4RPLT|5AART|6RCR|7ZMB|9RMIN|aMDPS
130	51241 22326	   	202.87	DCR|3VULN|1MDPS|1AART|1ZMB|1DUR	1DUR|238VULN|4RPLT|5AART|6RCR|7ZMB|9LHND|aMDPS
131	51241 22341	   	202.87	DCR|3VULN|1MDPS|1AART|1ZMB|1DUR	1DUR|238VULN|4RPLT|5AART|6RCR|7ZMB|9RMIN|aMDPS
132	21641 22311	   	202.77	DCR|3VULN|1MDPS|1AART|1ZMB|1DUR	128VULN|3DUR|4RPLT|5AART|6RCR|7ZMB|9TLV|aMDPS
133	51241 22311	   	202.77	DCR|3VULN|1MDPS|1AART|1ZMB|1DUR	1DUR|238VULN|4RPLT|5AART|6RCR|7ZMB|9TLV|aMDPS
134	21566 24123	 * 	202.73	DCR|4VULN|1AART|2CDMG	1236VULN|4TSLARM|5MBVNT|7RCR|89CDMG|aAART
135	21612 31442	   	202.39	DCR|4VULN|1MDPS|1AART|1DUR	1247VULN|3DUR|5CGEN|6AART|8DMSP|9RCR|aMDPS
136	21612 33342	   	202.39	DCR|4VULN|1MDPS|1AART|1DUR	1248VULN|3DUR|57CGEN|6AART|9RCR|aMDPS
137	21613 31142	   	202.39	DCR|4VULN|1MDPS|1AART|1DUR	1246VULN|3DUR|5AART|7DMSP|8CGEN|9RCR|aMDPS
138	21613 52342	   	202.39	DCR|4VULN|1MDPS|1AART|1DUR	1248VULN|3DUR|5AART|67MLV|9RCR|aMDPS
139	51212 31442	   	202.39	DCR|4VULN|1MDPS|1AART|1DUR	1DUR|2347VULN|5CGEN|6AART|8DMSP|9RCR|aMDPS
140	51212 33342	   	202.39	DCR|4VULN|1MDPS|1AART|1DUR	1DUR|2348VULN|57CGEN|6AART|9RCR|aMDPS
141	51213 31142	   	202.39	DCR|4VULN|1MDPS|1AART|1DUR	1DUR|2346VULN|5AART|7DMSP|8CGEN|9RCR|aMDPS
142	51213 52342	   	202.39	DCR|4VULN|1MDPS|1AART|1DUR	1DUR|2348VULN|5AART|67MLV|9RCR|aMDPS
143	21613 11442	   	202.29	DCR|4VULN|1MDPS|1AART|1DUR	1247VULN|3DUR|5AART|6TLV|8DMSP|9RCR|aMDPS
144	21613 31642	   	202.29	DCR|4VULN|1MDPS|1AART|1DUR	1246VULN|3DUR|5AART|7DMSP|8ERES|9RCR|aMDPS
145	51213 11442	   	202.29	DCR|4VULN|1MDPS|1AART|1DUR	1DUR|2347VULN|5AART|6TLV|8DMSP|9RCR|aMDPS
146	51213 31642	   	202.29	DCR|4VULN|1MDPS|1AART|1DUR	1DUR|2346VULN|5AART|7DMSP|8ERES|9RCR|aMDPS
147	21513 13226	   	202.10	DCR|4VULN|1ASPD|1CDMG|1DUR	1239VULN|4ASPD|57MLV|6RCR|8CDMG|aDUR
148	21613 33144	   	202.02	DCR|4VULN|1AART|1CDMG|1DUR	1246VULN|3DUR|5AART|7RCVC|8CGEN|9RCR|aCDMG
149	51213 33144	   	202.02	DCR|4VULN|1AART|1CDMG|1DUR	1DUR|2346VULN|5AART|7RCVC|8CGEN|9RCR|aCDMG
150	21512 13416	   	202.00	DCR|4VULN|1ASPD|1CDMG|1DUR	1239VULN|4ASPD|5ERES|6RCR|7MLV|8DUR|aCDMG
151	22613 61141	 * 	201.95	DCR|2VULN|2AART|1ASPD|1CDMG|1ZMB|1SELL	17VULN|2TLV|3CDMG|4SELL|59AART|6ZMB|8ASPD|aRCR
152	21512 14226	   	201.90	DCR|4VULN|1ASPD|1CDMG|1DUR	1239VULN|4ASPD|57ERES|6RCR|8CDMG|aDUR
153	21256 31532	   	201.75	DCR|3VULN|2AART|1DMG|1DUR	126VULN|3MLV|4DLOT|5DMG|78AART|9DUR|aRCR
154	21513 11126	   	201.72	DCR|3VULN|1AART|1ASPD|1CDMG	123VULN|4ASPD|5MLV|6RCR|7LHND|8AELBLL|9AART|aCDMG
155	21513 13526	   	201.72	DCR|3VULN|1AART|1ASPD|1CDMG	123VULN|4ASPD|57MLV|6RCR|8LHND|9AART|aCDMG
156	21524 22314	   	201.72	DCR|3VULN|1AART|1DMG|1CDMG	123VULN|4CDMG|5LWND|6RCR|7FEWX|8DMG|9LHND|aAART
157	21524 23114	   	201.72	DCR|3VULN|1AART|1ASPD|1CDMG	123VULN|4CDMG|5LWND|6RCR|7ASPD|8BEXP|9LHND|aAART
158	21524 23126	   	201.72	DCR|3VULN|1AART|1ASPD|1CDMG	123VULN|4CDMG|5LWND|6RCR|7ASPD|8BEXP|9FEWX|aAART
159	31433 21343	   	201.72	DCR|3VULN|1AART|1DMG|1CDMG	1BEXP|27aVULN|3AART|4CGEN|5LIT|6RCR|8DMG|9CDMG
160	21512 13626	   	201.62	DCR|3VULN|1AART|1ASPD|1CDMG	123VULN|4ASPD|5ERES|6RCR|7MLV|8AME|9AART|aCDMG
161	21513 13326	   	201.62	DCR|3VULN|1AART|1ASPD|1CDMG	123VULN|4ASPD|57MLV|6RCR|8LEGI|9AART|aCDMG
162	21513 15126	   	201.62	DCR|3VULN|1AART|1ASPD|1CDMG	123VULN|4ASPD|5MLV|6RCR|7LEGI|8AELBLL|9AART|aCDMG
163	41422 23331	   	201.53	DCR|3VULN|1AART|1ASPD|1DMG	1FEWX|29aVULN|3AART|4DMG|5AME|6LHND|7ASPD|8RCR
164	21512 11326	   	201.52	DCR|3VULN|1AART|1ASPD|1CDMG	123VULN|4ASPD|58ERES|6RCR|7LHND|9AART|aCDMG
165	21512 16251	   	201.52	DCR|3VULN|1AART|1ASPD|1CDMG	123VULN|4ASPD|5ERES|6RCR|7DUST|8CDMG|9AART|aBEXP
166	21512 16253	   	201.52	DCR|3VULN|1AART|1ASPD|1CDMG	123VULN|4ASPD|5ERES|6RCR|7DUST|8CDMG|9AART|aLIT
167	26331 36331	   	201.43	DCR|3VULN|1AART|1ASPD|1DMG	19aVULN|2AME|3LWND|4AART|5DUST|6DMG|7ASPD|8RCR
168	21512 14326	   	201.42	DCR|3VULN|1AART|1ASPD|1CDMG	123VULN|4ASPD|57ERES|6RCR|8LEGI|9AART|aCDMG
169	21512 16252	   	201.42	DCR|3VULN|1AART|1ASPD|1CDMG	123VULN|4ASPD|5ERES|6RCR|7DUST|8CDMG|9AART|aTLV
170	51423 32336	   	201.35	DCR|3VULN|1AART|1DMG|2DUR|1ZMB	16DUR|278VULN|3AART|4DMG|5LIT|9ZMB|aRCR
171	21142 42116	   	201.22	DCR|4VULN|1AART|1DMG	1259VULN|3LWND|4RPLT|6RCR|7DUST|8DMG|aAART
172	21342 42116	   	201.22	DCR|4VULN|1AART|1DMG	1259VULN|3LHND|4RPLT|6RCR|7DUST|8DMG|aAART
173	21562 32116	   	201.12	DCR|4VULN|1AART|1DMG	123aVULN|4TSLARM|5DUST|6RCR|7FEWX|8DMG|9AART
174	51423 33336	   	201.11	DCR|2VULN|2DMG|1AART|2DUR|1ZMB	16DUR|28VULN|3AART|47DMG|5LIT|9ZMB|aRCR
175	31423 44321	   	201.02	DCR|3VULN|1AART|1DMG|1CDMG	1BEXP|289VULN|3AART|4DMG|5LIT|6CDMG|7RCR|aRCVC
