0	Index      	Bounty	 *	Score 	Summary	Detail	
1	45112 23521	6	 * 	287.62	橙4易伤2等级2伤害1全技能	167a易伤2敌人爆炸3加一4全技能5a伤害8a等级9核a序列升级
36	62328 34711	8	 * 	272.56	橙3易伤3伤害2等级	1立即金币2加一349伤害49序列升级589易伤6核79等级a额外掉落
37	62328 34713	8	   	272.56	橙3易伤3伤害2等级	1立即金币2加一349伤害49序列升级589易伤6核79等级a策反
38	62328 34712	8	   	272.46	橙3易伤3伤害2等级	1立即金币2加一349伤害49序列升级589易伤6核79等级a赏金塔
39	62328 34714	8	   	272.46	橙3易伤3伤害2等级	1立即金币2加一349伤害49序列升级589易伤6核79等级a掉矿
40	62328 34732	8	   	272.46	橙3易伤3伤害2等级	1立即金币2加一34a伤害4a序列升级58a易伤6核7a等级9赏金塔
41	62323 34716	10	   	271.83	橙3易伤3伤害2时间1暴击	1立即金币2加一348伤害48序列升级58时间6核789易伤a暴击
42	62323 34724	8	 * 	271.40	橙3易伤3伤害3时间	1立即金币2加一348伤害48序列升级589时间6核78a易伤
43	62363 34724	8	   	271.40	橙3易伤3伤害3时间	1立即金币2加一358伤害489时间6核78a易伤8序列升级
44	62323 34716	9	   	271.40	橙3易伤3伤害3时间	1立即金币2加一348伤害48序列升级58a时间6核789易伤
45	43123 11326	1	   	271.35	橙2易伤2等级2伤害2时间	19易伤2基地爆炸3赏金邻近49时间58伤害6雷电79等级9序列升级a核
46	43123 11326	2	   	271.35	橙2易伤2等级2伤害2时间	19易伤2基地爆炸3赏金邻近49时间58伤害6雷电79等级9序列升级a核
47	43223 11326	1	   	271.35	橙2易伤2等级2伤害2时间	19易伤2基地爆炸3赏金塔49时间58伤害6雷电79等级9序列升级a核
48	43223 11326	2	   	271.35	橙2易伤2等级2伤害2时间	19易伤2基地爆炸3赏金塔49时间58伤害6雷电79等级9序列升级a核
49	44123 11326	2	   	271.25	橙2易伤2等级2伤害2时间	19易伤2挖尘3赏金邻近49时间58伤害6雷电79等级9序列升级a核
50	44123 11326	1	   	271.25	橙2易伤2等级2伤害2时间	19易伤2挖尘3赏金邻近49时间58伤害6雷电79等级9序列升级a核
51	44223 11326	2	   	271.25	橙2易伤2等级2伤害2时间	19易伤2挖尘3赏金塔49时间58伤害6雷电79等级9序列升级a核
52	44223 11326	1	   	271.25	橙2易伤2等级2伤害2时间	19易伤2挖尘3赏金塔49时间58伤害6雷电79等级9序列升级a核
53	42351 23251	10	   	271.18	紫4易伤3伤害2等级1全技能	1689易伤2随机矿3额外掉落4核568伤害68序列升级78等级a全技能
54	42121 44216	7	   	270.29	橙3易伤2伤害1等级2攻速1时间	149易伤2随机矿39伤害5加一6时间7等级89攻速9序列升级a核
55	62223 27335	8	   	270.10	橙4易伤2等级1时间1暴击	1立即金币2加一3467易伤56等级6序列升级8核9时间a暴击
56	62223 28118	9	   	270.05	橙3易伤2等级2时间1伤害	1立即金币2加一346易伤56等级6序列升级7a时间8伤害9核
57	42351 23252	10	   	269.82	紫4易伤3伤害2等级	1689易伤2随机矿3额外掉落4核568伤害68序列升级78等级a雷电
58	42123 31422	7	   	269.79	橙3易伤3伤害1等级1时间	146易伤2随机矿356伤害6序列升级7时间8核9敌人爆炸a等级
59	42123 32412	7	   	269.79	橙3易伤3伤害1等级1时间	146易伤2随机矿356伤害6序列升级7基地爆炸8核9时间a等级
60	42123 33412	7	   	269.79	橙3易伤3伤害1等级1时间	146易伤2随机矿356伤害6序列升级7敌人爆炸8核9时间a等级
61	42123 31355	7	   	269.69	橙3易伤3伤害1等级1时间	146易伤2随机矿356伤害6序列升级7时间8赏金塔9核a等级
62	42123 35112	6	   	269.69	橙3易伤3伤害1等级1时间	146易伤2随机矿356伤害6序列升级7核8加一9时间a等级
63	62223 27333	10	   	268.57	橙4易伤2等级1伤害	1立即金币2加一3467易伤56等级6序列升级8核9攻速a伤害
64	41211 12342	6	 * 	268.21	橙5易伤3等级1全技能	13468易伤2额外掉落5全技能789等级89序列升级a核
65	41212 54312	5	   	268.21	橙5易伤3等级1全技能	13489易伤2额外掉落568等级7全技能8序列升级a核
66	62323 34774	10	   	267.99	橙2易伤3伤害2时间1等级	1立即金币2加一348伤害48序列升级58时间6核78易伤9雷电a等级
67	41213 31535	10	 * 	267.90	橙5易伤1等级1伤害	1345a易伤2额外掉落6雷电7核8伤害9等级
68	42123 31423	8	   	267.84	橙3易伤3伤害2时间1全技能	146易伤2随机矿356伤害6序列升级79时间8全技能a核
69	42123 31443	9	   	267.84	橙3易伤3伤害2时间1全技能	146易伤2随机矿356伤害6序列升级79时间8全技能a核
70	62323 34718	10	   	267.84	橙3易伤3伤害2时间1全技能	1立即金币2加一348伤害48序列升级58时间6核789易伤a全技能
71	42123 11623	1	 * 	267.21	紫4易伤2等级2时间1伤害	189a易伤2核3赏金邻近49时间5伤害6雷电79等级9序列升级
72	42223 11623	1	   	267.21	紫4易伤2等级2时间1伤害	189a易伤2核3赏金塔49时间5伤害6雷电79等级9序列升级
73	41212 15132	10	   	267.16	橙4易伤1等级1伤害1时间1全技能	134a易伤2额外掉落5等级6全技能7时间8伤害9核
74	41213 31534	9	   	267.15	橙4易伤2伤害1等级	1345易伤2额外掉落6雷电7核8a伤害9等级
75	62344 35521	6	   	266.67	橙3易伤2等级2伤害1全技能	1立即金币2加一3a伤害46基地爆炸56a易伤6a序列升级7全技能8a等级9核
76	43112 27521	7	   	266.57	橙3易伤2等级2伤害1全技能	16a易伤2基地爆炸3加一4全技能5a伤害7双倍矿8a等级9核a序列升级
77	45112 13521	5	   	266.57	橙3易伤2等级2伤害1全技能	17a易伤2敌人爆炸3加一4全技能5a伤害6立即金币8a等级9核a序列升级
78	45112 22521	6	   	266.57	橙3易伤2等级2伤害1全技能	16a易伤27敌人爆炸3加一4全技能5a伤害8a等级9核a序列升级
79	45112 33521	5	   	266.57	橙3易伤2等级2伤害1全技能	17a易伤26敌人爆炸3加一4全技能5a伤害8a等级9核a序列升级
80	62314 45521	6	   	266.57	橙3易伤2等级2伤害1全技能	1立即金币2加一3a伤害4敌人爆炸56a易伤7全技能8a等级9核a序列升级
81	42123 31431	7	   	266.48	橙3易伤3伤害2时间	146易伤2随机矿356伤害6序列升级7a时间8核9雷电
82	62323 34714	10	   	266.48	橙3易伤3伤害2时间	1立即金币2加一348伤害48序列升级58时间6核789易伤a攻速
83	62363 34714	10	   	266.48	橙3易伤3伤害2时间	1立即金币2加一358伤害48时间6核789易伤8序列升级a攻速
84	62223 38321	6	   	266.47	橙3易伤2等级2伤害1全技能	1立即金币2加一34a易伤5a等级6全技能7挖青8a伤害9核a序列升级
85	62222 22337	8	   	265.94	橙5易伤2伤害2雷电	1立即金币2加一3456a易伤5a序列升级7a伤害8核9a雷电
86	62222 22347	9	   	265.94	橙5易伤2伤害2雷电	1立即金币2加一3456a易伤5a序列升级7a伤害8核9a雷电
87	62222 32337	8	   	265.94	橙5易伤2伤害2雷电	1立即金币2加一3456a易伤56a序列升级7a伤害8核9a雷电
88	62222 32347	9	   	265.94	橙5易伤2伤害2雷电	1立即金币2加一3456a易伤56a序列升级7a伤害8核9a雷电
89	41213 31531	10	   	265.81	橙4易伤1等级1伤害1时间	1345易伤2额外掉落6雷电7核8伤害9等级a时间
90	42122 36251	9	   	265.66	橙4易伤2伤害2雷电1全技能	1479易伤2随机矿39伤害59雷电6全技能8核9序列升级a攻速
91	41623 63131	9	 * 	265.21	橙3易伤3等级2伤害	19a易伤2额外掉落3a伤害4矿等5攻速67a等级8核a序列升级
92	41623 63131	8	   	265.21	橙3易伤3等级2伤害	19a易伤2额外掉落3a伤害4矿等5攻速67a等级8核a序列升级
93	42121 45521	5	   	265.13	橙3易伤2等级1伤害2攻速1全技能	14a易伤2随机矿3伤害5加一6a攻速7全技能8a等级9核a序列升级
94	62386 34211	8	   	264.97	橙3易伤2等级2伤害1卖塔	1立即金币2加一3a伤害4攻速5a等级6核78a易伤9卖塔a序列升级
95	62223 27336	8	   	264.76	橙4易伤2等级1时间	1立即金币2加一3467易伤56等级6序列升级8核9时间a雷电
96	42123 31325	8	   	264.64	橙4易伤3伤害1时间	1469易伤28随机矿356伤害6序列升级7时间a核
97	42123 35331	6	   	264.54	橙4易伤3伤害1时间	1469易伤2随机矿356伤害6序列升级7核8赏金塔a时间
98	42123 11323	1	 * 	263.75	紫3易伤2等级2伤害2时间	19a易伤2核3赏金邻近49时间58伤害6雷电79等级9序列升级
99	42223 11323	1	   	263.75	紫3易伤2等级2伤害2时间	19a易伤2核3赏金塔49时间58伤害6雷电79等级9序列升级
100	62221 24416	8	   	263.74	橙3易伤2等级2时间1暴击	1立即金币2加一349易伤5暴击6平台79等级89时间9序列升级a核
101	42162 31352	5	   	263.43	橙2易伤2等级2时间1伤害1全技能	18易伤2随机矿3伤害48时间5全技能68等级7赏金邻近8序列升级9核a雷电
102	42121 48743	6	   	263.33	橙4易伤2伤害2时间1卖塔	148a易伤2随机矿3a伤害5加一6a时间7核9卖塔a序列升级
103	62263 34418	8	 * 	263.31	橙3易伤2等级3时间	1立即金币2加一359易伤4策反6核79等级89a时间9序列升级
104	42123 22336	8	   	263.25	橙4易伤3伤害2雷电1核弹	146a易伤2随机矿35a伤害7核弹8核9a雷电a序列升级
105	62151 83121	7	   	262.95	橙2易伤2等级2伤害2时间	1立即金币2加一3双倍物品4a易伤58时间6a伤害7a等级9核a序列升级
106	62151 38321	5	   	262.95	橙2易伤2等级2伤害2时间	1立即金币2加一3双倍物品4a易伤57时间6a等级8a伤害9核a序列升级
107	62152 38321	4	   	262.95	橙2易伤2等级2伤害2时间	1立即金币2加一3双倍物品4a易伤57时间6a等级8a伤害9核a序列升级
108	62223 27337	9	   	262.16	橙4易伤2等级1暴击	1立即金币2加一3467易伤56等级6序列升级8核9攻速a暴击
109	13232 32235	7	   	262.07	橙2易伤2等级2时间1伤害	1掉矿2a易伤3攻速4双倍矿5雷电6a时间7伤害8核9a等级a序列升级
110	13225 12235	7	   	261.88	橙2易伤2等级1伤害2攻速1时间2雷电	1掉矿2a易伤36攻速4时间5a雷电7伤害8核9a等级a序列升级
111	42113 35263	6	   	261.85	橙3易伤3伤害1等级	16a易伤2随机矿356伤害4立即金币6序列升级7核8雷电9等级
112	42123 35261	6	   	261.85	橙3易伤3伤害1等级	146易伤2随机矿356伤害6序列升级7核8雷电9等级a低血量敌人
113	42123 35262	6	   	261.75	橙3易伤3伤害1等级	146易伤2随机矿356伤害6序列升级7核8雷电9等级a挖尘
114	42351 23232	9	   	261.51	紫4易伤3伤害2等级	168a易伤2随机矿3额外掉落4核568伤害68序列升级78等级9低血量敌人
115	42351 23251	9	   	261.51	紫4易伤3伤害2等级	1689易伤2随机矿3额外掉落4核568伤害68序列升级78等级a金币生成
116	42351 23212	9	 * 	261.41	紫4易伤3伤害3等级	168a易伤2随机矿3额外掉落4核568伤害68序列升级789等级
117	42351 23226	9	   	261.41	紫4易伤3伤害2等级	168a易伤2随机矿3额外掉落4核568伤害68序列升级78等级9挖尘
118	42351 23252	9	   	261.41	紫4易伤3伤害2等级	1689易伤2随机矿3额外掉落4核568伤害68序列升级78等级a赏金塔
119	42351 23253	10	   	261.41	紫4易伤3伤害2等级	1689易伤2随机矿3额外掉落4核568伤害68序列升级78等级a挖青
120	46613 32321	3	 * 	260.80	橙3易伤2时间1等级2暴击1全技能	15a易伤2双倍矿3等级4a时间6平台7全技能8a暴击9核a序列升级
121	41212 15134	9	   	260.70	橙3易伤2时间1等级1伤害1全技能	134易伤2额外掉落5等级6全技能7a时间8伤害9核
122	41212 44112	9	   	260.70	橙3易伤2时间1等级1伤害1全技能	134易伤2额外掉落5等级67时间8伤害9核a全技能
123	32166 11121	7	   	260.46	橙2易伤3伤害3时间1暴击	1低血量敌人2随机矿356伤害456时间56序列升级7暴击8a易伤9核
124	62223 24761	9	 * 	260.37	橙4易伤2等级2暴击	1立即金币2加一346a易伤56等级6a序列升级7a暴击8a最后敌人9核
125	41651 32213	8	 * 	260.33	紫3易伤3伤害2等级2暴击	18a易伤2额外掉落35a伤害4核68掉矿78暴击8a序列升级9a等级
126	43123 11226	1	   	260.31	橙2易伤2等级2时间1伤害2雷电	19易伤2基地爆炸3赏金邻近49时间5伤害68雷电79等级9序列升级a核
127	43123 11226	2	   	260.31	橙2易伤2等级2时间1伤害2雷电	19易伤2基地爆炸3赏金邻近49时间5伤害68雷电79等级9序列升级a核
128	43223 11226	1	   	260.31	橙2易伤2等级2时间1伤害2雷电	19易伤2基地爆炸3赏金塔49时间5伤害68雷电79等级9序列升级a核
129	43223 11226	2	   	260.31	橙2易伤2等级2时间1伤害2雷电	19易伤2基地爆炸3赏金塔49时间5伤害68雷电79等级9序列升级a核
130	62223 22116	9	   	260.27	橙4易伤2等级1伤害	1立即金币2加一346a易伤56等级6序列升级7低血量敌人8伤害9核
131	62223 23116	9	   	260.27	橙4易伤2等级1伤害	1立即金币2加一346a易伤56等级6序列升级7最后敌人8伤害9核
132	62223 25251	9	   	260.27	橙4易伤2等级1伤害	1立即金币2加一346a易伤56等级6序列升级7金币生成8核9伤害
133	62223 25254	10	   	260.27	橙4易伤2等级1伤害	1立即金币2加一346a易伤56等级6序列升级7金币生成8核9伤害
134	62223 27343	10	   	260.27	橙4易伤2等级1伤害	1立即金币2加一3467易伤56等级6序列升级8核9矿等a伤害
135	44123 11226	2	   	260.21	橙2易伤2等级2时间1伤害2雷电	19易伤2挖尘3赏金邻近49时间5伤害68雷电79等级9序列升级a核
136	44123 11226	1	   	260.21	橙2易伤2等级2时间1伤害2雷电	19易伤2挖尘3赏金邻近49时间5伤害68雷电79等级9序列升级a核
137	44223 11226	2	   	260.21	橙2易伤2等级2时间1伤害2雷电	19易伤2挖尘3赏金塔49时间5伤害68雷电79等级9序列升级a核
138	44223 11226	1	   	260.21	橙2易伤2等级2时间1伤害2雷电	19易伤2挖尘3赏金塔49时间5伤害68雷电79等级9序列升级a核
139	13212 44221	10	   	260.20	橙3易伤3伤害1时间	178掉矿278易伤3攻速4额外掉落5时间678伤害78序列升级9雷电a核
140	62222 22328	9	   	260.17	橙4易伤2等级1伤害	1立即金币2加一3456易伤5序列升级7伤害8核9a等级
141	62222 22358	8	   	260.17	橙4易伤2等级1伤害	1立即金币2加一3456易伤5序列升级7伤害8核9a等级
142	62222 32328	9	   	260.17	橙4易伤2等级1伤害	1立即金币2加一3456易伤56序列升级7伤害8核9a等级
143	62222 32358	8	   	260.17	橙4易伤2等级1伤害	1立即金币2加一3456易伤56序列升级7伤害8核9a等级
144	62223 21251	9	   	260.17	橙4易伤2等级1伤害	1立即金币2加一346a易伤56等级6序列升级7掉矿8核9伤害
145	62223 21254	10	   	260.17	橙4易伤2等级1伤害	1立即金币2加一346a易伤56等级6序列升级7掉矿8核9伤害
146	62223 27322	8	   	260.17	橙4易伤2等级1伤害	1立即金币2加一3467易伤56等级6序列升级8核9赏金邻近a伤害
147	62223 27322	10	 * 	260.17	橙4易伤3等级1伤害	1立即金币2加一3467易伤569等级6序列升级8核a伤害
148	62223 27342	8	   	260.17	橙4易伤2等级1伤害	1立即金币2加一3467易伤56等级6序列升级8核9赏金塔a伤害
149	42123 11621	1	   	259.81	紫3易伤2等级2时间1伤害1暴击	189易伤2核3赏金邻近49时间5伤害6雷电79等级9序列升级a暴击
150	42223 11621	1	   	259.81	紫3易伤2等级2时间1伤害1暴击	189易伤2核3赏金塔49时间5伤害6雷电79等级9序列升级a暴击
151	62263 34471	8	   	259.75	橙3易伤2等级2时间1全技能	1立即金币2加一35a易伤4策反6核7a等级8a时间9全技能a序列升级
152	41213 55331	9	   	259.60	橙5易伤1等级1伤害	13459易伤2额外掉落6伤害7最后敌人8核a等级
153	41213 56331	9	   	259.60	橙5易伤1等级1伤害	13459易伤2额外掉落6伤害7低血量敌人8核a等级
154	62364 34117	9	   	259.59	橙2易伤3伤害2时间1等级	1立即金币2加一38a伤害46时间56易伤6序列升级7等级9核
155	42123 11625	1	 * 	259.39	紫3易伤2等级3时间1伤害	189易伤2核3赏金邻近49a时间5伤害6雷电79等级9序列升级
156	42223 11625	1	   	259.39	紫3易伤2等级3时间1伤害	189易伤2核3赏金塔49a时间5伤害6雷电79等级9序列升级
157	41212 44112	10	   	259.34	橙3易伤2时间1等级1伤害	134易伤2额外掉落5等级67时间8伤害9核a雷电
158	41213 31521	10	   	259.22	橙4易伤1等级1伤害1全技能	1345易伤2额外掉落6雷电7核8伤害9全技能a等级
159	62426 46441	10	   	259.16	橙3易伤3时间1等级2雷电	1立即金币2加一367时间478易伤57雷电7序列升级9核a等级
160	13125 15235	7	 * 	259.04	橙2易伤2等级3雷电1伤害1时间	1掉矿2a易伤3伤害4时间57a雷电6攻速8核9a等级a序列升级
161	62222 22323	10	   	258.74	橙4易伤2伤害1等级	1立即金币2加一3456易伤5序列升级7a伤害8核9等级
162	62222 32323	10	   	258.74	橙4易伤2伤害1等级	1立即金币2加一3456易伤56序列升级7a伤害8核9等级
163	62223 27311	9	   	258.55	橙5易伤2等级	1立即金币2加一3467a易伤56等级6序列升级8核9敌人爆炸
164	62223 27314	10	   	258.55	橙5易伤2等级	1立即金币2加一3467a易伤56等级6序列升级8核9敌人爆炸
165	62223 27361	9	   	258.55	橙5易伤3等级	1立即金币2加一3467a易伤56a等级6a序列升级8核9平台
166	62223 27361	8	   	258.55	橙5易伤2等级	1立即金币2加一3467a易伤56等级6序列升级8核9最后敌人
167	62223 27362	9	   	258.55	橙5易伤2等级	1立即金币2加一3467a易伤56等级6序列升级8核9平台
168	62364 38243	6	   	258.53	橙3易伤2伤害2时间2攻速1卖塔	1立即金币2加一3a伤害46时间56a易伤6a序列升级7核8a攻速9卖塔
169	62223 27324	8	   	258.45	橙5易伤2等级	1立即金币2加一3467a易伤56等级6序列升级8核9赏金邻近
170	62223 27324	10	   	258.45	橙5易伤3等级	1立即金币2加一3467a易伤569等级6a序列升级8核
171	62223 27344	8	   	258.45	橙5易伤2等级	1立即金币2加一3467a易伤56等级6序列升级8核9赏金塔
172	62323 34117	7	   	258.37	橙3易伤3伤害2时间	1立即金币2加一349伤害49a序列升级5a时间6核79a易伤89a金币生成
173	62363 34117	7	   	258.37	橙3易伤3伤害2时间	1立即金币2加一359伤害4a时间6核79a易伤89a金币生成9a序列升级
174	62426 24236	7	   	258.29	橙3易伤2等级2时间	1立即金币2加一3a时间47a易伤5雷电6掉矿8核9a等级a序列升级
175	42113 22433	6	   	258.27	橙3易伤3伤害2时间	16a易伤2随机矿35a伤害4立即金币7平台8a时间9核a序列升级
176	42123 12433	6	   	258.27	橙3易伤3伤害2时间	14a易伤2随机矿35a伤害6立即金币7平台8a时间9核a序列升级
177	42123 31335	9	   	258.17	橙3易伤3伤害2时间	146易伤28随机矿356伤害6序列升级79时间a核
178	42123 31345	8	   	258.17	橙3易伤3伤害2时间	146易伤28随机矿356伤害6序列升级79时间a核
179	62323 34711	9	   	258.17	橙3易伤3伤害2时间	1a立即金币2加一348伤害48序列升级58时间6核789易伤
180	62323 34711	10	   	258.17	橙3易伤3伤害2时间	1立即金币2加一348伤害48序列升级58时间6核789易伤a敌人爆炸
181	62323 34712	9	   	258.17	橙3易伤3伤害2时间	1立即金币2加一348伤害48序列升级58时间6核789易伤a基地爆炸
182	62323 34712	10	   	258.17	橙3易伤3伤害2时间	1立即金币2加一348伤害48序列升级58时间6核789易伤a金币生成
183	62323 34713	9	   	258.17	橙3易伤3伤害2时间	1立即金币2加一348伤害48序列升级58时间6核789易伤a最后敌人
184	62323 34717	9	   	258.17	橙3易伤3伤害2时间	1立即金币2加一348伤害48序列升级58时间6核789易伤a敌人爆炸
185	62323 34718	9	   	258.17	橙3易伤3伤害2时间	1立即金币2加一348伤害48序列升级58时间6核789易伤a低血量敌人
186	62323 34741	10	   	258.17	橙3易伤3伤害2时间	1立即金币2加一348伤害48序列升级58时间6核78a易伤9敌人爆炸
187	62323 34744	9	   	258.17	橙3易伤3伤害2时间	1立即金币2加一348伤害48序列升级58时间6核78a易伤9敌人爆炸
188	62323 34754	9	   	258.17	橙3易伤3伤害2时间	1立即金币2加一348伤害48序列升级58时间6核78a易伤9双倍矿
189	62363 34711	10	   	258.17	橙3易伤3伤害2时间	1立即金币2加一358伤害48时间6核789易伤8序列升级a敌人爆炸
190	62363 34711	9	   	258.17	橙3易伤3伤害2时间	1a立即金币2加一358伤害48时间6核789易伤8序列升级
191	62363 34712	9	   	258.17	橙3易伤3伤害2时间	1立即金币2加一358伤害48时间6核789易伤8序列升级a基地爆炸
192	62363 34712	10	   	258.17	橙3易伤3伤害2时间	1立即金币2加一358伤害48时间6核789易伤8序列升级a金币生成
193	62363 34713	9	   	258.17	橙3易伤3伤害2时间	1立即金币2加一358伤害48时间6核789易伤8序列升级a最后敌人
194	62363 34741	10	   	258.17	橙3易伤3伤害2时间	1立即金币2加一358伤害48时间6核78a易伤8序列升级9敌人爆炸
195	62363 34744	9	   	258.17	橙3易伤3伤害2时间	1立即金币2加一358伤害48时间6核78a易伤8序列升级9敌人爆炸
196	62223 27334	10	   	258.17	橙4易伤2等级1全技能	1立即金币2加一3467易伤56等级6序列升级8核9攻速a全技能
197	42123 25333	9	   	258.15	橙4易伤3伤害1全技能	1469易伤2随机矿359伤害7全技能89低血量敌人9序列升级a核
198	42121 41433	6	 * 	258.12	橙3易伤3时间1伤害2暴击	14a易伤2随机矿3伤害5加一68a时间7a暴击9核a序列升级
199	62323 31717	8	   	258.07	橙3易伤3伤害2时间	1立即金币2加一349伤害49a序列升级5a时间6核79a掉矿89a易伤
200	43148 83134	5	   	258.07	橙3易伤3伤害2时间	159易伤2基地爆炸3加一49时间6核7赏金塔89a伤害9序列升级
201	62323 34317	7	   	258.07	橙3易伤3伤害2时间	1立即金币2加一349伤害49a序列升级5a时间6核79a易伤89a掉矿
202	62323 34713	10	   	258.07	橙3易伤3伤害2时间	1立即金币2加一348伤害48序列升级58时间6核789易伤a挖尘
203	62323 34715	10	   	258.07	橙3易伤3伤害2时间	1立即金币2加一348伤害48序列升级58时间6核789易伤a掉矿
204	62323 34715	9	   	258.07	橙3易伤3伤害2时间	1立即金币2加一348伤害48序列升级58时间6核789易伤a挖尘
205	62323 34761	10	   	258.07	橙3易伤3伤害2时间	1立即金币2加一348伤害48序列升级58时间6核78a易伤9挖尘
206	62363 34317	7	   	258.07	橙3易伤3伤害2时间	1立即金币2加一359伤害4a时间6核79a易伤89a掉矿9a序列升级
207	62363 34713	10	   	258.07	橙3易伤3伤害2时间	1立即金币2加一358伤害48时间6核789易伤8序列升级a挖尘
208	42123 32441	7	   	258.05	橙4易伤3伤害1全技能	146a易伤2随机矿356伤害6序列升级7基地爆炸8核9全技能
209	42123 33441	7	   	258.05	橙4易伤3伤害1全技能	146a易伤2随机矿356伤害6序列升级7敌人爆炸8核9全技能
210	42123 35151	6	   	257.95	橙4易伤3伤害1全技能	146a易伤2随机矿356伤害6序列升级7核8加一9全技能
