0	Index      	 *	Score 	Summary	Detail	
1	32552 23325	 * 	270.69	橙橙2易伤2矿等1全技能	1a敌人爆炸2全技能3基地爆炸4双倍物品5a矿等6双倍秒伤78核9a易伤a序列升级
20	61252 14233	   	252.82	橙橙2等级1易伤1时间	13等级2赏金塔4毒液对冰5随机技能6技能点79核8时间a易伤
21	63112 63233	   	252.82	橙橙2等级1易伤1时间	18等级2随机技能3狙击对毒4时间5掉矿69核7赏金邻近a易伤
22	25131 65211	 * 	252.15	橙橙1易伤1伤害1矿等1暴击	1低血量敌人2赏金邻近3平台4金币生成5易伤69核7暴击8伤害a矿等
23	43151 31261	 * 	252.06	橙4易伤1等级2暴击1全技能	1a风暴减费269a易伤3等级4攻速5a暴击7核8全技能a序列升级
24	62266 21313	 * 	250.85	橙2易伤3等级3时间1喷火对甲	134等级246时间46序列升级56易伤7喷火对甲8激光对愈9额外掉落a核
25	41152 11261	 * 	250.04	橙3易伤2等级1伤害1全技能1暴击	1a风暴减费2立即金币39a易伤4伤害5暴击6a等级7核8全技能a序列升级
26	43432 11261	   	250.04	橙3易伤2等级1伤害1全技能1暴击	1a风暴减费29a易伤3伤害4立即金币5暴击6a等级7核8全技能a序列升级
27	43132 31165	   	249.53	橙橙1易伤1等级1暴击	1风暴减费2易伤3等级4立即金币5暴击6攻速7a核8平台9赏金邻近
28	32552 23322	   	245.64	橙橙1易伤1矿等1全技能1暴击	1敌人爆炸2全技能3基地爆炸4双倍物品5矿等6双倍秒伤78核9易伤a暴击
29	62324 13422	   	245.49	橙橙2时间1等级1矿等	1等级29时间3挖尘4赏金邻近5攻速68核7额外掉落a矿等
30	61325 41111	   	244.64	橙橙1易伤1等级1矿等	1等级2赏金塔3金币生成4额外掉落5最后敌人6易伤78核9矿等a策反
31	61325 41112	   	244.64	橙橙1易伤1等级1矿等	1等级2赏金塔3金币生成4额外掉落5最后敌人6易伤78核9矿等a低血量敌人
32	61326 61111	   	244.64	橙橙1易伤1等级1矿等	1等级2赏金塔3金币生成4额外掉落5易伤6敌人爆炸78核9矿等a策反
33	61326 61112	   	244.64	橙橙1易伤1等级1矿等	1等级2赏金塔3金币生成4额外掉落5易伤6敌人爆炸78核9矿等a低血量敌人
34	61515 21111	   	244.64	橙橙1易伤1等级1矿等	1等级2赏金塔3敌人爆炸4额外掉落5随机矿6易伤78核9矿等a策反
35	61515 21112	   	244.64	橙橙1易伤1等级1矿等	1等级2赏金塔3敌人爆炸4额外掉落5随机矿6易伤78核9矿等a低血量敌人
36	12223 35453	   	243.69	橙橙1易伤1时间1全技能1暴击	1最后敌人2全技能3双倍秒伤4挖尘5易伤6暴击7a核8时间9头目
37	22223 35453	   	243.69	橙橙1易伤1时间1全技能1暴击	1低血量敌人2全技能3双倍秒伤4挖尘5易伤6暴击7a核8时间9头目
38	32422 51316	   	242.69	橙橙2易伤1全技能	1敌人爆炸2全技能3掉矿45易伤69核7基地爆炸8随机技能a最后敌人
39	61325 41123	   	242.69	橙橙1易伤1等级1时间	1等级2赏金塔3金币生成4额外掉落5最后敌人6易伤78核9时间a平台
40	61326 61123	   	242.69	橙橙1易伤1等级1时间	1等级2赏金塔3金币生成4额外掉落5易伤6敌人爆炸78核9时间a平台
41	61515 21123	   	242.69	橙橙1易伤1等级1时间	1等级2赏金塔3敌人爆炸4额外掉落5随机矿6易伤78核9时间a平台
42	62142 12122	   	242.69	橙橙1易伤1等级1时间	1等级2时间3金币生成4平台5加一6最后敌人7a核8易伤9基地爆炸
43	62142 12132	   	242.69	橙橙1易伤1等级1时间	1等级2时间3金币生成4平台5加一6最后敌人7a核8易伤9双倍矿
44	62142 22122	   	242.69	橙橙1易伤1等级1时间	1等级2时间3金币生成4平台5加一6低血量敌人7a核8易伤9基地爆炸
45	62142 22132	   	242.69	橙橙1易伤1等级1时间	1等级2时间3金币生成4平台5加一6低血量敌人7a核8易伤9双倍矿
46	62142 62222	   	242.69	橙橙1易伤1等级1时间	1等级2时间3金币生成4平台5加一6易伤7a核8最后敌人9基地爆炸
47	62142 62232	   	242.69	橙橙1易伤1等级1时间	1等级2时间3金币生成4平台5加一6易伤7a核8最后敌人9双倍矿
48	62642 12122	   	242.69	橙橙1易伤1等级1时间	1等级2时间3随机矿4平台5加一6最后敌人7a核8易伤9基地爆炸
49	62642 22122	   	242.69	橙橙1易伤1等级1时间	1等级2时间3随机矿4平台5加一6低血量敌人7a核8易伤9基地爆炸
50	65242 12142	   	242.69	橙橙1易伤1等级1时间	1等级2金币生成3最后敌人4平台5加一6低血量敌人7a核8易伤9时间
51	65242 42142	   	242.69	橙橙1易伤1等级1时间	1等级2金币生成3最后敌人4平台5加一6敌人爆炸7a核8易伤9时间
52	66142 12242	   	242.69	橙橙1易伤1等级1时间	1等级2易伤3金币生成4平台5加一6低血量敌人7a核8最后敌人9时间
53	66142 22242	   	242.69	橙橙1易伤1等级1时间	1等级2易伤3金币生成4平台5加一68最后敌人7a核9时间
54	66142 22442	   	242.69	橙橙1易伤1等级1时间	1等级2易伤3金币生成4平台5加一6最后敌人7a核8敌人爆炸9时间
55	32422 51311	   	242.59	橙橙2易伤1全技能	1敌人爆炸2全技能3掉矿45易伤69核7基地爆炸8随机技能a技能点
56	32422 51312	   	242.59	橙橙2易伤1全技能1卖塔	1敌人爆炸2全技能3掉矿45易伤69核7基地爆炸8随机技能a卖塔
57	32422 51313	   	242.59	橙橙2易伤1全技能	1敌人爆炸2全技能3掉矿45易伤69核7基地爆炸8随机技能a赏金邻近
58	32422 51314	   	242.59	橙橙2易伤1全技能	1敌人爆炸2全技能3掉矿45易伤69核7基地爆炸8随机技能a烈焰减费
59	32422 52316	   	242.59	橙橙2易伤1全技能	1敌人爆炸2全技能3掉矿45易伤69核7挖尘8随机技能a最后敌人
60	43242 12132	   	242.59	橙橙2易伤1时间	1风暴减费28易伤3最后敌人4平台5加一6低血量敌人7a核9时间
61	43242 42142	   	242.59	橙橙2易伤1时间	1风暴减费28易伤3最后敌人4平台5加一6敌人爆炸7a核9时间
62	43623 34233	   	242.59	橙橙2易伤1时间	1风暴减费2a易伤3寒冰对甲4赏金塔5双倍矿6随机技能79核8时间
63	32554 33321	   	242.59	橙橙1易伤1等级1全技能	1敌人爆炸2全技能3基地爆炸4双倍物品5双倍秒伤6等级78核9易伤a低血量敌人
64	32554 33323	   	242.59	橙橙1易伤1等级1全技能	1敌人爆炸2全技能3基地爆炸4双倍物品5双倍秒伤6等级78核9易伤a头目
65	61321 31124	   	242.59	橙橙1易伤1等级1时间	1等级2赏金塔35金币生成4额外掉落6双倍秒伤78核9时间a易伤
66	61325 41121	   	242.59	橙橙1易伤1等级1时间	1等级2赏金塔3金币生成4额外掉落5最后敌人6易伤78核9时间a掉矿
67	61325 41122	   	242.59	橙橙1易伤1等级1时间1挖怪	1等级2赏金塔3金币生成4额外掉落5最后敌人6易伤78核9时间a挖怪
68	61326 61121	   	242.59	橙橙1易伤1等级1时间	1等级2赏金塔3金币生成4额外掉落5易伤6敌人爆炸78核9时间a掉矿
69	61326 61122	   	242.59	橙橙1易伤1等级1时间1挖怪	1等级2赏金塔3金币生成4额外掉落5易伤6敌人爆炸78核9时间a挖怪
70	61515 21121	   	242.59	橙橙1易伤1等级1时间	1等级2赏金塔3敌人爆炸4额外掉落5随机矿6易伤78核9时间a掉矿
71	61515 21122	   	242.59	橙橙1易伤1等级1时间1挖怪	1等级2赏金塔3敌人爆炸4额外掉落5随机矿6易伤78核9时间a挖怪
72	62142 12162	   	242.59	橙橙1易伤1等级1时间	1等级2时间3金币生成4平台5加一6最后敌人7a核8易伤9火球减费
73	62142 12172	   	242.59	橙橙1易伤1等级1时间	1等级2时间3金币生成4平台5加一6最后敌人7a核8易伤9毒气减费
74	62142 12462	   	242.59	橙橙1易伤1等级1时间	1等级2时间3金币生成4平台5加一6最后敌人7a核8挖尘9易伤
75	62142 22162	   	242.59	橙橙1易伤1等级1时间	1等级2时间3金币生成4平台5加一6低血量敌人7a核8易伤9火球减费
76	62142 22172	   	242.59	橙橙1易伤1等级1时间	1等级2时间3金币生成4平台5加一6低血量敌人7a核8易伤9毒气减费
77	62142 22462	   	242.59	橙橙1易伤1等级1时间	1等级2时间3金币生成4平台5加一6低血量敌人7a核8挖尘9易伤
78	62142 62112	   	242.59	橙橙1易伤1等级1时间	1等级2时间3金币生成4平台5加一6易伤7a核8火球减费9低血量敌人
79	62142 62122	   	242.59	橙橙1易伤1等级1时间	1等级2时间3金币生成4平台5加一6易伤7a核8火球减费9最后敌人
80	62142 62132	   	242.59	橙橙1易伤1等级1时间	1等级2时间3金币生成4平台5加一6易伤7a核8火球减费9敌人爆炸
81	62142 62422	   	242.59	橙橙1易伤1等级1时间	1等级2时间3金币生成4平台5加一6易伤7a核8挖尘9基地爆炸
82	62642 12132	   	242.59	橙橙1易伤1等级1时间	1等级2时间3随机矿4平台5加一6最后敌人7a核8易伤9挖青
83	62642 22132	   	242.59	橙橙1易伤1等级1时间	1等级2时间3随机矿4平台5加一6低血量敌人7a核8易伤9挖青
84	66142 12132	   	242.59	橙橙1易伤1等级1时间	1等级2易伤3金币生成4平台5加一6低血量敌人7a核8火球减费9时间
85	66142 12442	   	242.59	橙橙1易伤1等级1时间	1等级2易伤3金币生成4平台5加一6低血量敌人7a核8挖尘9时间
86	66142 22142	   	242.59	橙橙1易伤1等级1时间	1等级2易伤3金币生成4平台5加一6最后敌人7a核8火球减费9时间
87	32422 52311	   	242.49	橙橙2易伤1全技能	1敌人爆炸2全技能3掉矿45易伤69核7挖尘8随机技能a技能点
88	32422 52312	   	242.49	橙橙2易伤1全技能1卖塔	1敌人爆炸2全技能3掉矿45易伤69核7挖尘8随机技能a卖塔
89	32422 52313	   	242.49	橙橙2易伤1全技能	1敌人爆炸2全技能3掉矿45易伤69核7挖尘8随机技能a赏金邻近
90	32422 52314	   	242.49	橙橙2易伤1全技能	1敌人爆炸2全技能3掉矿45易伤69核7挖尘8随机技能a烈焰减费
91	42242 62142	   	242.49	橙橙2易伤1时间	1风暴减费2挖青3最后敌人4平台5加一68易伤7a核9时间
92	43336 26312	   	242.49	橙橙2易伤1全技能	1风暴减费27易伤34挖尘5双倍矿6全技能8a核9随机技能
93	43523 33238	   	242.49	橙橙2易伤1全技能	17风暴减费27易伤37雷电4双倍秒伤5全技能6加一7序列升级8挖青9a核
94	62142 62432	   	242.49	橙橙1易伤1等级1时间	1等级2时间3金币生成4平台5加一6易伤7a核8挖尘9挖青
95	63112 62133	   	242.49	橙橙1易伤1等级1时间	1等级2随机技能3狙击对毒4时间5掉矿69核7双倍秒伤8最后敌人a易伤
96	63131 14633	   	242.49	橙橙1易伤1等级1时间	1等级2随机技能3狙击对毒4双倍秒伤5掉矿6敌人爆炸79核8时间a易伤
97	63162 62233	   	242.49	橙橙1易伤1等级1时间	1等级2随机技能3狙击对毒4低血量敌人5掉矿69核7双倍秒伤8时间a易伤
98	46132 24312	   	242.39	橙橙2易伤1全技能	1风暴减费24毒气减费34易伤4序列升级57挖尘6全技能8a核9随机技能
99	63112 61433	   	242.39	橙橙1易伤1等级1时间	1等级2随机技能3狙击对毒4时间57掉矿69核8赏金邻近a易伤
100	63112 63533	   	242.39	橙橙1易伤1等级1时间	1等级2随机技能3狙击对毒4时间5掉矿69核7赏金邻近8风暴减费a易伤
