0	Index      	Bounty	 *	Score 	Summary	Detail	
1	22558 23342	10	 * 	292.03	橙2易伤3伤害3等级3时间	129时间29a序列升级3加一49a等级5基地爆炸6核7a易伤89a伤害
96	62523 31433	7	   	263.21	橙3易伤2等级3时间	17等级235时间479易伤6核7序列升级8加一a随机矿
97	62523 31512	10	   	263.21	橙3易伤2等级3时间	17等级235时间47a易伤6核7序列升级8矿等9挖尘
98	62523 31621	7	   	263.21	橙3易伤2等级3时间	17等级235时间478易伤6核7序列升级9挖青a基地爆炸
99	62523 31621	9	   	263.21	橙3易伤2等级3时间	17等级235时间479易伤6核7序列升级8挖尘a基地爆炸
100	62523 31622	7	   	263.21	橙3易伤2等级3时间	17等级235时间478易伤6核7序列升级9挖青a敌人爆炸
101	62523 31622	9	   	263.21	橙3易伤2等级3时间	17等级235时间479易伤6核7序列升级8挖尘a额外掉落
102	62523 31623	9	   	263.21	橙3易伤2等级3时间	17等级235时间479易伤6核7序列升级8挖尘a随机矿
103	62523 31631	7	   	263.21	橙3易伤2等级3时间	17等级235时间478易伤6核7序列升级9挖尘a基地爆炸
104	62523 31631	8	   	263.21	橙3易伤2等级3时间	17等级235时间479易伤6核7序列升级8挖尘a基地爆炸
105	62523 31632	10	   	263.21	橙3易伤2等级3时间	17等级235时间47a易伤6核7序列升级8挖尘9随机矿
106	62523 31632	8	   	263.21	橙3易伤2等级3时间	17等级235时间479易伤6核7序列升级8挖尘a额外掉落
107	62523 31632	7	   	263.21	橙3易伤2等级3时间	17等级235时间478易伤6核7序列升级9挖尘a额外掉落
108	62523 31633	8	   	263.21	橙3易伤2等级3时间	17等级235时间479易伤6核7序列升级8挖尘a随机矿
109	62523 31633	7	   	263.21	橙3易伤2等级3时间	17等级235时间478易伤6核7序列升级9挖尘a随机矿
110	62523 32122	10	   	263.21	橙3易伤2等级3时间	18等级235时间48a易伤6核78掉矿8序列升级9最后敌人
111	62523 32142	9	   	263.21	橙3易伤2等级3时间	18等级235时间48a易伤6核78掉矿8序列升级9立即金币
112	22557 23242	9	   	263.21	橙3易伤2等级3时间	129时间29序列升级3加一49等级5最后敌人6核7掉矿89a易伤
113	25111 61313	6	   	263.18	橙2易伤2等级3时间2攻速	17a时间27攻速3基地爆炸4雷电57等级6核7序列升级89易伤
114	25411 61313	6	   	263.18	橙2易伤2等级3时间2攻速	17a时间27攻速3敌人爆炸4雷电57等级6核7序列升级89易伤
115	62523 33523	10	   	263.17	橙3易伤2等级3时间1卖塔	18等级235时间489易伤6核78敌人爆炸8序列升级a卖塔
116	62223 34376	2	   	263.11	橙3易伤2等级3时间	18等级247时间369易伤5加一a核
117	62523 31136	7	   	263.11	橙3易伤2等级3时间	17等级235时间479易伤6核7序列升级8挖尘a加一
118	62523 31212	10	   	263.11	橙3易伤2等级3时间	17等级235时间47a易伤6核7序列升级8掉矿9挖尘
119	62523 31232	8	   	263.11	橙3易伤3等级3时间	179等级235时间47a易伤6核7序列升级8掉矿
120	62523 31312	7	   	263.11	橙3易伤3等级3时间	178等级235时间47a易伤6核7序列升级9掉矿
121	62523 31434	7	   	263.11	橙3易伤2等级3时间	17等级235时间479易伤6核7序列升级8加一a挖尘
122	62523 31612	10	   	263.11	橙3易伤2等级3时间	17等级235时间47a易伤6核7序列升级8挖尘9掉矿
123	62523 31621	10	   	263.11	橙3易伤3等级3时间	17a等级235时间479易伤6核7序列升级8挖尘
124	62523 32112	10	   	263.11	橙3易伤2等级3时间	18等级235时间48a易伤6核78掉矿8序列升级9挖尘
125	62523 32132	8	   	263.11	橙3易伤3等级3时间	189等级235时间48a易伤6核78掉矿8序列升级
126	62523 32332	7	   	263.11	橙3易伤2等级3时间	19等级235时间48a易伤6核7掉矿
127	62523 33242	6	   	263.11	橙3易伤2等级3时间	1a等级235时间49a易伤6核7赏金邻近8a掉矿a序列升级
128	25211 61313	6	   	263.08	橙2易伤2等级3时间2攻速	17a时间27攻速3挖尘4雷电57等级6核7序列升级89易伤
129	62523 31123	10	   	263.07	橙3易伤2等级3时间1卖塔	17等级235时间479易伤6核7序列升级8最后敌人a卖塔
130	62523 31623	10	   	262.97	橙3易伤2等级3时间1卖塔	17等级235时间479易伤6核7序列升级8挖尘a卖塔
131	11553 31215	3	 * 	262.93	橙4易伤3时间3攻速	1立即金币248攻速348时间48序列升级5678易伤9低血量敌人a核
132	25253 31215	2	   	262.93	橙4易伤3时间3攻速	148时间248攻速3立即金币48序列升级5678易伤9低血量敌人a核
133	26321 35631	1	 * 	262.03	紫4易伤2等级3时间1全技能	178时间2核39等级489a易伤589基地爆炸6全技能89序列升级
134	26322 15631	1	   	262.03	紫4易伤2等级3时间1全技能	178时间2核39等级489a易伤5全技能689最后敌人89序列升级
