0	Index      	 *	Score 	Summary	Detail	
1	36345 12221	 * 	192.55	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|2RCR|3AART|4MLV|59aVULN|6DMG|7ZMB|8CDMG
156	36332 33544	   	168.32	ACR|3VULN|1AART|1CDMG|1DUR	1CGEN|2RCR|3AART|4BELT|59aVULN|6MBVNT|7DUR|8CDMG
157	36363 61221	   	168.32	ACR|3VULN|1AART|1CDMG|1DUR	1CGEN|2RCR|3AART|4DMSP|5TLV|69aVULN|7DUR|8CDMG
158	36312 43126	   	168.22	ACR|3VULN|1AART|1CDMG|1DUR	1CGEN|2RCR|3AART|4DUST|589VULN|6ERES|7CDMG|aDUR
159	36313 11346	   	168.18	ACR|2AART|2DMG|1CDMG|1ZMB	1CGEN|2RCR|37AART|4DUST|56DMG|8RPLT|9ZMB|aCDMG
160	36353 11233	   	168.18	ACR|2AART|2DMG|1CDMG|1ZMB	1CGEN|2RCR|37AART|4LHND|56DMG|8TLV|9CDMG|aZMB
161	42322 52531	 * 	168.16	DCR|3VULN|3DMG|1ASPD	189CANSTR|289DMG|36TLV|4ASPD|5BELT|789VULN|89BPWR|aRCR
162	32113 11225	   	167.93	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|2DUR|3RCR|4DLOT|56DMG|7AART|8VULN|9MLV|aCDMG
163	32113 11253	   	167.93	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|2DUR|3RCR|4DLOT|56DMG|7AART|8VULN|9CDMG|aFEWX
164	32113 11254	   	167.93	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|2DUR|3RCR|4DLOT|56DMG|7AART|8VULN|9CDMG|aLIT
165	32113 11256	   	167.93	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|2DUR|3RCR|4DLOT|56DMG|7AART|8VULN|9CDMG|aRCVC
166	32113 41251	   	167.93	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|2DUR|3RCR|4DLOT|5aDMG|6RCVC|7AART|8VULN|9CDMG
167	54112 23123	 * 	167.91	ACR|2DMG|1AART|1VULN|3ASPD	1aBEXP|29aASPD|3RCR|4DLOT|5VULN|6AART|7DUST|8aDMG|aBPWR
168	36352 43321	 * 	167.90	ACR|3VULN|1AART|2CDMG	18CGEN|2RCR|3AART|48LHND|59aVULN|6ERES|78CDMG|8BPWR
169	36313 11553	   	167.86	ACR|3AART|2DMG|1VULN	19CGEN|2RCR|378AART|4DUST|56DMG|aVULN
170	36353 11223	   	167.86	ACR|3AART|2DMG|1VULN	1CGEN|2RCR|379AART|4LHND|56DMG|8TLV|aVULN
171	36313 61243	   	167.86	ACR|3AART|2DMG|1VULN	1CGEN|2RCR|367AART|4DUST|59DMG|8RCVC|aVULN
172	36313 61311	   	167.86	ACR|3AART|2DMG|1VULN	1CGEN|2RCR|367AART|4DUST|5aDMG|8BEXP|9VULN
173	36313 61313	   	167.86	ACR|3AART|2VULN|1DMG	1CGEN|2RCR|367AART|4DUST|5DMG|8BEXP|9aVULN
174	36313 61511	   	167.86	ACR|3AART|2VULN|1DMG	1CGEN|2RCR|367AART|4DUST|5DMG|89VULN|aLIT
175	36313 61512	   	167.86	ACR|3AART|2VULN|1DMG	1CGEN|2RCR|367AART|4DUST|5DMG|89VULN|aBEXP
176	36313 61513	   	167.86	ACR|3AART|2VULN|1DMG	1CGEN|2RCR|367AART|4DUST|5DMG|89VULN|aBELT
177	36313 61521	   	167.86	ACR|3AART|2VULN|1DMG	1CGEN|2RCR|367AART|4DUST|5DMG|8aVULN|9LIT
178	36313 61522	   	167.86	ACR|3AART|2DMG|1VULN	1CGEN|2RCR|367AART|4DUST|5aDMG|8VULN|9LIT
179	36312 32215	   	167.80	ACR|3VULN|1AART|1DMG	1CGEN|2RCR|3AART|4DUST|57aVULN|6LHND|8FEWX|9DMG
180	36332 32328	   	167.80	ACR|3VULN|1AART|1DMG	1CGEN|2RCR|3AART|4BELT|59aVULN|6MBVNT|7FEWX|8DMG
181	36332 34414	   	167.80	ACR|3VULN|1AART|1DMG	1CGEN|2RCR|3AART|4BELT|589VULN|6MBVNT|7LWND|aDMG
182	36352 12215	   	167.80	ACR|3VULN|1AART|1DMG	1CGEN|2RCR|3AART|4LHND|57aVULN|6DUST|8FEWX|9DMG
183	36312 43161	   	167.70	ACR|3VULN|1AART|2CDMG	19CGEN|2RCR|3AART|49DUST|58aVULN|6ERES|79CDMG|9BPWR
184	36313 12155	   	167.70	ACR|3DMG|1AART|1VULN	1CGEN|2RCR|3AART|48DUST|569DMG|7LIT|aVULN
185	36332 36414	   	167.70	ACR|3VULN|1AART|1DMG	1CGEN|2RCR|3AART|4BELT|589VULN|6MBVNT|7DUST|aDMG
186	36352 43111	   	167.70	ACR|3VULN|1AART|2CDMG	1CGEN|2RCR|3AART|4LHND|58aVULN|6ERES|79CDMG
187	11356 15323	   	167.69	ACR|3VULN|1AART|1CDMG|1ZMB	1BELT|2ZMB|3AART|4RCR|5MGNLIT|6MLV|79aVULN|8CDMG
188	31153 44221	   	167.69	ACR|3VULN|1AART|1CDMG|1ZMB	14CGEN|2FEWX|3RCR|5ZMB|69aVULN|7AART|8CDMG
189	31163 44221	   	167.69	ACR|3VULN|1AART|1CDMG|1ZMB	1CGEN|24FEWX|3RCR|5ZMB|69aVULN|7AART|8CDMG
190	36345 32223	   	167.63	ACR|2VULN|1AART|2ZMB|1CDMG|1ASPD	1CGEN|2RCR|3AART|4MLV|59VULN|6ASPD|7aZMB|8CDMG
191	36312 43111	   	167.60	ACR|3VULN|1AART|2CDMG	1CGEN|2RCR|3AART|4DUST|58aVULN|6ERES|79CDMG
192	11352 34574	   	167.59	ACR|3VULN|1AART|1CDMG|1ZMB	1BELT|2ZMB|3AART|4RCR|59aVULN|6MBVNT|7LWND|8CDMG
193	31112 22131	   	167.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2FEWX|3RCR|4DLOT|57VULN|6DUR|8AART|9CDMG|aDMG
194	32112 32131	   	167.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2DUR|3RCR|4DLOT|57VULN|6FEWX|8AART|9CDMG|aDMG
195	32112 62131	   	167.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2DUR|3RCR|4DLOT|57VULN|6LHND|8AART|9CDMG|aDMG
196	36413 11216	   	167.23	ACR|2VULN|2DMG|1AART	1CGEN|2RCR|3LHND|4DLOT|56DMG|7AART|8aVULN|9DUST
197	32142 82181	 * 	167.22	ACR|3VULN|2AART|2DUR	1CGEN|29DUR|3RCR|4MBVNT|57aVULN|68AART
198	32155 31236	   	167.13	ACR|2AART|2VULN|2CDMG|1DUR	14aCGEN|2DUR|3RCR|57AART|6DMSP|8aVULN|9aCDMG|aBPWR
199	35135 12224	   	167.06	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CGEN|2LWND|3RCR|4TLV|5aAART|6DMG|7ZMB|8CDMG|9VULN
200	25113 52512	 * 	166.88	DCR|2VULN|1AART|1DMG|2ZMB|1DUR|1SELL	1SELL|2AART|35VULN|45ZMB|5BPWR|6MLV|7DMG|8RCR|9FEWX|aDUR
201	25113 52521	 * 	166.88	DCR|2VULN|1AART|1DMG|2ZMB|1DUR|1SELL	1SELL|2AART|35VULN|45ZMB|5BPWR|6MLV|7DMG|8RCR|9DUR|aLIT
202	25113 52523	 * 	166.88	DCR|2VULN|1AART|1DMG|2ZMB|1DUR|1SELL	1SELL|2AART|35VULN|45ZMB|5BPWR|6MLV|7DMG|8RCR|9DUR|aBEXP
203	25211 31541	 * 	166.78	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD|1SELL	1SELL|2AART|3ASPD|4DMG|5RMIN|69ZMB|7aVULN|8RCR
204	36332 26413	   	166.69	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1CGEN|2RCR|38AART|4BELT|5VULN|6BEXP|7DMG|9ASPD|aCDMG
205	32113 55141	   	166.63	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|2DUR|3RCR|4DLOT|5aDMG|6CDMG|7VULN|8ERES|9AART
206	36332 37513	   	166.59	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1CGEN|2RCR|38AART|4BELT|5VULN|6MBVNT|7DMG|9ASPD|aCDMG
207	31142 82612	   	166.33	ACR|2VULN|2AART|1DMG|1DUR	1CGEN|2FEWX|3RCR|4MBVNT|57VULN|6aAART|8DUR|9DMG
208	31142 82162	   	166.33	ACR|2VULN|2AART|1DMG|1ASPD	1CGEN|2FEWX|3RCR|4MBVNT|57VULN|68AART|9DMG|aASPD
209	32142 82161	   	166.33	ACR|2VULN|2AART|1DMG|1DUR	1CGEN|2DUR|3RCR|4MBVNT|57VULN|68AART|9DMG|aFEWX
210	32142 82163	   	166.33	ACR|2VULN|2AART|1DMG|1DUR	1CGEN|2DUR|3RCR|4MBVNT|57VULN|68AART|9DMG|aLHND
211	32142 82164	   	166.33	ACR|2VULN|2AART|1DMG|1DUR	1CGEN|2DUR|3RCR|4MBVNT|57VULN|68AART|9DMG|aMLV
212	32142 82212	   	166.33	ACR|2VULN|2AART|1DMG|1DUR	1CGEN|2DUR|3RCR|4MBVNT|57VULN|6aAART|8FEWX|9DMG
213	32142 87413	   	166.33	ACR|2VULN|2AART|1DMG|1DUR	1CGEN|2DUR|3RCR|4MBVNT|5aVULN|68AART|7FEWX|9DMG
214	32142 82162	   	166.23	ACR|2VULN|2AART|1DMG|1DUR	1CGEN|2DUR|3RCR|4MBVNT|57VULN|68AART|9DMG|aERES
215	36353 11532	   	166.22	ACR|3DMG|2AART|1DUR	19CGEN|2RCR|37AART|4LHND|56aDMG|8DUR
216	36352 22121	   	166.22	ACR|3VULN|2AART|1DUR	19CGEN|2RCR|38AART|4LHND|57aVULN|6DUR
217	31143 41744	   	166.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|2FEWX|3RCR|4MBVNT|5CDMG|68DMG|7DUR|9VULN|aAART
218	32143 43715	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2DUR|3RCR|4MBVNT|5CDMG|6DMG|7MLV|89VULN|aAART
219	32143 44744	   	166.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|2DUR|3RCR|4MBVNT|5CDMG|68DMG|7FEWX|9VULN|aAART
220	32143 45744	   	166.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|2DUR|3RCR|4MBVNT|5CDMG|68DMG|7LHND|9VULN|aAART
221	32143 48744	   	166.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|2DUR|3RCR|4MBVNT|5CDMG|68DMG|7BEXP|9VULN|aAART
222	35143 41744	   	166.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|2LWND|3RCR|4MBVNT|5CDMG|68DMG|7DUR|9VULN|aAART
223	31143 42754	   	166.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|2FEWX|3RCR|4MBVNT|5CDMG|68DMG|7VULN|9DUR|aAART
224	35135 13251	   	166.13	ACR|2VULN|2DMG|1AART	1CGEN|2LWND|3RCR|4TLV|5AART|69DMG|7DMSP|8aVULN
225	36332 23623	   	166.12	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1CGEN|2RCR|3AART|4BELT|59VULN|6BEXP|7DUR|8ASPD|aDMG
226	36312 22121	   	166.12	ACR|3VULN|2AART|1DUR	19CGEN|2RCR|38AART|4DUST|57aVULN|6DUR
227	36353 51111	 * 	166.07	ACR|2AART|1DMG|2CDMG|1VULN	1CGEN|2RCR|37AART|4LHND|5DMG|69CDMG|8BEXP|aVULN
228	36353 51122	   	166.07	ACR|2AART|1DMG|2CDMG|1VULN	1CGEN|2RCR|37AART|4LHND|5DMG|6aCDMG|8BEXP|9VULN
229	36332 33723	   	166.02	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1CGEN|2RCR|3AART|4BELT|59VULN|6MBVNT|7DUR|8ASPD|aDMG
230	36312 22141	   	166.02	ACR|3VULN|2AART|1DUR	1CGEN|2RCR|38AART|49DUST|57aVULN|6DUR
231	36313 64111	   	165.97	ACR|2AART|1VULN|1DMG|2CDMG	1CGEN|2RCR|36AART|4DUST|5DMG|79CDMG|8BEXP|aVULN
232	36313 64122	   	165.97	ACR|2AART|1VULN|1DMG|2CDMG	1CGEN|2RCR|36AART|4DUST|5DMG|7aCDMG|8BEXP|9VULN
233	36353 51211	   	165.97	ACR|2AART|1DMG|2CDMG|1VULN	1CGEN|2RCR|37AART|4LHND|5DMG|69CDMG|8DUST|aVULN
234	36353 51222	   	165.97	ACR|2AART|1DMG|2CDMG|1VULN	1CGEN|2RCR|37AART|4LHND|5DMG|6aCDMG|8DUST|9VULN
235	36313 63211	   	165.97	ACR|2AART|1DMG|2CDMG|1VULN	1CGEN|2RCR|36AART|4DUST|5DMG|7LWND|89CDMG|aVULN
236	36313 63222	   	165.97	ACR|2AART|1DMG|2CDMG|1VULN	1CGEN|2RCR|36AART|4DUST|5DMG|7LWND|8aCDMG|9VULN
237	36413 11351	   	165.92	ACR|3DMG|1AART|1CDMG|1DUR	1CGEN|2RCR|3LHND|4DLOT|56aDMG|7AART|8DUR|9CDMG
238	36513 11151	   	165.92	ACR|3DMG|1AART|1CDMG|1DUR	1CGEN|2RCR|3BEXP|4DLOT|56aDMG|7AART|8DUR|9CDMG
239	36312 22362	   	165.92	ACR|2VULN|1AART|2CDMG|1ASPD|1DUR	1CGEN|2RCR|3AART|4DUST|57VULN|6DUR|8aCDMG|9ASPD
240	36332 26632	   	165.89	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2RCR|3AART|4BELT|5aVULN|6BEXP|7DMG|8LIT|9CDMG
241	36353 13221	   	165.89	ACR|2DMG|1AART|1VULN|1CDMG	1CGEN|2RCR|3AART|4LHND|56DMG|7LWND|8CDMG|9VULN|aRMIN
242	36353 13223	   	165.89	ACR|2DMG|1AART|1VULN|1CDMG	1aCGEN|2RCR|3AART|4LHND|56DMG|7LWND|8CDMG|9VULN
243	36353 13225	   	165.89	ACR|2DMG|1AART|1VULN|1CDMG	1CGEN|2RCR|3AART|4LHND|56DMG|7LWND|8CDMG|9VULN|aMGNLIT
244	36353 13231	   	165.89	ACR|2DMG|1AART|1VULN|1CDMG	19CGEN|2RCR|3AART|4LHND|56DMG|7LWND|8CDMG|aVULN
245	36353 14121	   	165.89	ACR|2DMG|1AART|1VULN|1CDMG	1CGEN|2RCR|3AART|4LHND|56DMG|7CDMG|8BEXP|9VULN|aRMIN
246	36353 14123	   	165.89	ACR|2DMG|1AART|1VULN|1CDMG	1aCGEN|2RCR|3AART|4LHND|56DMG|7CDMG|8BEXP|9VULN
247	36353 14131	   	165.89	ACR|2DMG|1AART|1VULN|1CDMG	19CGEN|2RCR|3AART|4LHND|56DMG|7CDMG|8BEXP|aVULN
248	36331 64312	   	165.89	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2RCR|3AART|4BELT|5RMIN|6FEWX|7DMG|89VULN|aCDMG
249	36332 12153	   	165.89	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2RCR|3AART|4BELT|58VULN|6RPLT|7LWND|9CDMG|aDMG
250	36332 12523	   	165.89	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2RCR|3AART|4BELT|59VULN|6RPLT|7LWND|8CDMG|aDMG
251	36332 14153	   	165.89	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2RCR|3AART|4BELT|58VULN|6RPLT|7FEWX|9CDMG|aDMG
252	36332 14523	   	165.89	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2RCR|3AART|4BELT|59VULN|6RPLT|7FEWX|8CDMG|aDMG
253	32142 82217	   	165.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2DUR|3RCR|4MBVNT|57VULN|6AART|8FEWX|9DMG|aZMB
254	11356 33373	   	165.86	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1BELT|2ZMB|39AART|4RCR|5MGNLIT|6MBVNT|7DMG|8CDMG|aVULN
255	36313 13221	   	165.79	ACR|2DMG|1AART|1VULN|1CDMG	1CGEN|2RCR|3AART|4DUST|56DMG|7LWND|8CDMG|9VULN|aRMIN
256	36313 13223	   	165.79	ACR|2DMG|1AART|1VULN|1CDMG	1aCGEN|2RCR|3AART|4DUST|56DMG|7LWND|8CDMG|9VULN
257	36313 13224	   	165.79	ACR|2DMG|1AART|1VULN|1CDMG	1CGEN|2RCR|3AART|4DUST|56DMG|7LWND|8CDMG|9VULN|aDMSP
258	36313 13225	   	165.79	ACR|2DMG|1AART|1VULN|1CDMG	1CGEN|2RCR|3AART|4DUST|56DMG|7LWND|8CDMG|9VULN|aBEXP
259	36313 13231	   	165.79	ACR|2DMG|1AART|1VULN|1CDMG	19CGEN|2RCR|3AART|4DUST|56DMG|7LWND|8CDMG|aVULN
260	36313 14121	   	165.79	ACR|2DMG|1AART|1VULN|1CDMG	1CGEN|2RCR|3AART|4DUST|56DMG|7CDMG|8BEXP|9VULN|aRMIN
261	36313 14123	   	165.79	ACR|2DMG|1AART|1VULN|1CDMG	1aCGEN|2RCR|3AART|4DUST|56DMG|7CDMG|8BEXP|9VULN
262	36313 14131	   	165.79	ACR|2DMG|1AART|1VULN|1CDMG	19CGEN|2RCR|3AART|4DUST|56DMG|7CDMG|8BEXP|aVULN
263	36313 14161	   	165.79	ACR|2DMG|1AART|1VULN|1CDMG	1CGEN|2RCR|3AART|4DUST|56DMG|7CDMG|89BEXP|aVULN
264	36332 26113	   	165.79	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2RCR|3AART|4BELT|59VULN|6BEXP|7DMG|8NUKE|aCDMG
265	36332 37722	   	165.79	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2RCR|3AART|4BELT|5aVULN|6MBVNT|7DMG|8LIT|9CDMG
266	36332 42112	   	165.79	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2RCR|3AART|4BELT|59VULN|6ERES|7FEWX|8DMG|aCDMG
267	36332 44212	   	165.79	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2RCR|3AART|4BELT|59VULN|6ERES|7DMG|8FEWX|aCDMG
268	36353 13226	   	165.79	ACR|2DMG|1AART|1VULN|1CDMG	1CGEN|2RCR|3AART|4LHND|56DMG|7LWND|8CDMG|9VULN|aCANHEL
269	36353 14221	   	165.79	ACR|2DMG|1AART|1VULN|1CDMG	1CGEN|2RCR|3AART|4LHND|56DMG|7CDMG|8DUST|9VULN|aRMIN
270	36353 14223	   	165.79	ACR|2DMG|1AART|1VULN|1CDMG	1aCGEN|2RCR|3AART|4LHND|56DMG|7CDMG|8DUST|9VULN
271	36353 14231	   	165.79	ACR|2DMG|1AART|1VULN|1CDMG	19CGEN|2RCR|3AART|4LHND|56DMG|7CDMG|8DUST|aVULN
272	36353 64223	   	165.79	ACR|2DMG|1AART|1VULN|1CDMG	1CGEN|2RCR|3AART|4LHND|57DMG|6MBVNT|8CDMG|9VULN|aFEWX
273	36353 64231	   	165.79	ACR|2DMG|1AART|1VULN|1CDMG	19CGEN|2RCR|3AART|4LHND|57DMG|6MBVNT|8CDMG|aVULN
274	36332 11153	   	165.79	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2RCR|3AART|4BELT|58VULN|6RPLT|7DUST|9CDMG|aDMG
275	36354 11221	   	165.79	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2RCR|3AART|4LHND|5CDMG|6FEWX|7DLOT|89VULN|aDMG
276	32114 43421	   	165.79	ACR|2VULN|1AART|2CDMG|1ZMB|1DUR	1CGEN|2DUR|3RCR|4DLOT|58CDMG|6AART|79VULN|aZMB
277	36311 42252	   	165.69	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2RCR|3AART|4DUST|5LWND|6ERES|78VULN|9DMG|aCDMG
278	36312 34252	   	165.69	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2RCR|3AART|4DUST|58VULN|6LHND|7ERES|9DMG|aCDMG
279	36312 41252	   	165.69	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2RCR|3AART|4DUST|58VULN|6ERES|7LWND|9DMG|aCDMG
280	36313 13226	   	165.69	ACR|2DMG|1AART|1VULN|1CDMG	1CGEN|2RCR|3AART|4DUST|56DMG|7LWND|8CDMG|9VULN|aLSRHEA
281	36313 13252	   	165.69	ACR|2DMG|1AART|1VULN|1CDMG	1CGEN|2RCR|3AART|4DUST|56DMG|7LWND|8CDMG|9MBVNT|aVULN
282	36313 14124	   	165.69	ACR|2DMG|1AART|1VULN|1CDMG	1CGEN|2RCR|3AART|4DUST|56DMG|7CDMG|8BEXP|9VULN|aLEGI
283	36313 14126	   	165.69	ACR|2DMG|1AART|1VULN|1CDMG	1CGEN|2RCR|3AART|4DUST|56DMG|7CDMG|8BEXP|9VULN|aERES
284	36313 14152	   	165.69	ACR|2DMG|1AART|1VULN|1CDMG	1CGEN|2RCR|3AART|4DUST|56DMG|7CDMG|8BEXP|9MBVNT|aVULN
285	36313 14211	   	165.69	ACR|2DMG|1AART|1VULN|1CDMG	1CGEN|2RCR|3AART|48DUST|56DMG|7CDMG|9FEWX|aVULN
286	36313 14221	   	165.69	ACR|2DMG|1AART|1VULN|1CDMG	1CGEN|2RCR|3AART|48DUST|56DMG|7CDMG|9LHND|aVULN
287	36332 37113	   	165.69	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2RCR|3AART|4BELT|59VULN|6MBVNT|7DMG|8NUKE|aCDMG
288	36353 64221	   	165.69	ACR|2DMG|1AART|1VULN|1CDMG	1CGEN|2RCR|3AART|4LHND|57DMG|6MBVNT|8CDMG|9VULN|aDUST
289	36353 64222	   	165.69	ACR|2DMG|1AART|1VULN|1CDMG	1CGEN|2RCR|3AART|4LHND|57DMG|6MBVNT|8CDMG|9VULN|aERES
290	36314 11251	   	165.69	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2RCR|3AART|4DUST|5CDMG|6FEWX|7DLOT|89VULN|aDMG
291	36314 31221	   	165.69	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2RCR|3AART|4DUST|5CDMG|6LHND|7DLOT|89VULN|aDMG
292	36341 12211	   	165.62	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB	1CGEN|2RCR|3AART|4MLV|5LWND|6DMG|7ZMB|89CDMG|aVULN
293	36341 12222	   	165.62	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB	1CGEN|2RCR|3AART|4MLV|5LWND|6DMG|7ZMB|8aCDMG|9VULN
294	36345 12212	   	165.62	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB	1CGEN|2RCR|3AART|4MLV|5VULN|6DMG|7ZMB|89CDMG|aRCVC
295	36313 14233	   	165.59	ACR|2DMG|1AART|1VULN|1CDMG	1CGEN|2RCR|3AART|489DUST|56DMG|7CDMG|aVULN
296	52122 33252	   	165.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2DUR|3ERES|4RCR|58VULN|6CGEN|7AART|9DMG|aCDMG
297	11352 12115	   	165.39	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1BELT|2ZMB|3AART|4RCR|58VULN|6RPLT|7LWND|9ASPD|aDMG
298	36412 22125	   	165.32	ACR|3VULN|1AART|1CDMG|1DUR	1CGEN|2RCR|3LHND|4DLOT|579VULN|6DUR|8AART|aCDMG
299	36512 22125	   	165.32	ACR|3VULN|1AART|1CDMG|1DUR	1CGEN|2RCR|3BEXP|4DLOT|579VULN|6DUR|8AART|aCDMG
300	11352 33144	   	165.29	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1BELT|2ZMB|3AART|4RCR|5aVULN|6MBVNT|7RMIN|8DMG|9ASPD
301	11353 64113	   	165.29	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1BELT|2ZMB|3AART|4RCR|5ASPD|6aVULN|7DMG|8BEXP|9ERES
302	11353 64213	   	165.29	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1BELT|2ZMB|3AART|4RCR|5ASPD|6aVULN|7DMG|8FEWX|9ERES
303	11351 16115	   	165.29	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1BELT|2ZMB|3AART|4RCR|5DUST|6RPLT|78VULN|9ASPD|aDMG
304	11352 21114	   	165.29	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1BELT|2ZMB|3AART|4RCR|59VULN|6BEXP|7ERES|8DMG|aASPD
305	11352 21115	   	165.29	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2ZMB|3AART|4RCR|59VULN|6BEXP|7ERES|8DMG|aDUR
306	11355 31114	   	165.29	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1BELT|2ZMB|3AART|4RCR|5BEXP|69VULN|7ERES|8DMG|aASPD
307	11355 31115	   	165.29	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2ZMB|3AART|4RCR|5BEXP|69VULN|7ERES|8DMG|aDUR
308	32142 82184	   	165.21	ACR|2VULN|2AART|1CDMG|2DUR	1CGEN|29DUR|3RCR|4MBVNT|57VULN|68AART|aCDMG
309	32142 82352	   	165.21	ACR|2VULN|2AART|1CDMG|2DUR	1CGEN|2aDUR|3RCR|4MBVNT|57VULN|69AART|8CDMG
310	11353 64313	   	165.20	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD	1BELT|29ZMB|3AART|4RCR|5ASPD|6VULN|7DMG|8CDMG|aDLOT
311	11352 36144	   	165.19	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1BELT|2ZMB|3AART|4RCR|5aVULN|6MBVNT|7TLV|8DMG|9ASPD
312	11352 31115	   	165.19	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1BELT|2ZMB|3AART|4RCR|59VULN|6MBVNT|7ERES|8DMG|aASPD
313	11352 31116	   	165.19	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2ZMB|3AART|4RCR|59VULN|6MBVNT|7ERES|8DMG|aDUR
314	11352 41114	   	165.19	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1BELT|2ZMB|3AART|4RCR|59VULN|6ERES|7DUST|8DMG|aASPD
315	11352 41115	   	165.19	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2ZMB|3AART|4RCR|59VULN|6ERES|7DUST|8DMG|aDUR
316	11352 61114	   	165.19	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1BELT|2ZMB|3AART|4RCR|59VULN|6DUST|7ERES|8DMG|aASPD
317	11352 61115	   	165.19	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2ZMB|3AART|4RCR|59VULN|6DUST|7ERES|8DMG|aDUR
318	53252 35123	   	164.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1BEXP|2LIT|3AART|45VULN|6DMG|7RCR|8LWND|9DUR|aZMB
319	53252 35323	   	164.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1BEXP|2LIT|3AART|45VULN|6DMG|7RCR|8FEWX|9DUR|aZMB
320	36312 22365	   	164.90	ACR|2VULN|1AART|1CDMG|2DUR|1ASPD	1CGEN|2RCR|3AART|4DUST|57VULN|6aDUR|8CDMG|9ASPD
321	53252 35223	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1BEXP|2LIT|3AART|45VULN|6DMG|7RCR|8MBVNT|9DUR|aZMB
