0	Index      	 *	Score 	Summary	Detail	
1	21131 42326	 * 	198.64	DCR|5VULN|2DMG|3DUR	179LIT|2479aVULN|357DUR|6RCR|79BPWR|89DMG
24	21131 24416	   	186.60	DCR|3VULN|2DMG|1AART|2DUR	1aLIT|24aVULN|35DUR|6TLV|7aDMG|8RCR|9AART|aBPWR
25	41511 12422	 * 	186.38	DCR|3VULN|3DMG|2CDMG	1NUKE|27aVULN|35aDMG|47BEXP|67LIT|7aBPWR|8RCR|9aCDMG
26	21131 42322	   	185.82	DCR|4VULN|2DMG|3DUR	179LIT|2479VULN|357DUR|6RCR|79BPWR|89DMG|aCGEN
27	21131 42323	   	185.82	DCR|4VULN|2DMG|3DUR	179LIT|2479VULN|357DUR|6RCR|79BPWR|89DMG|aRMIN
28	21131 42352	   	185.82	DCR|4VULN|2DMG|3DUR	17aLIT|247aVULN|357DUR|6RCR|7aBPWR|8aDMG|9DMSP
29	21131 42321	   	185.72	DCR|4VULN|2DMG|3DUR	179LIT|2479VULN|357DUR|6RCR|79BPWR|89DMG|aMBVNT
30	21131 42325	   	185.72	DCR|4VULN|2DMG|3DUR	179LIT|2479VULN|357DUR|6RCR|79BPWR|89DMG|aERES
31	21131 45212	   	185.62	DCR|4VULN|2DMG|3DUR	1aLIT|248aVULN|359DUR|6RCR|7aDMG|aBPWR
32	21131 42315	 * 	185.26	DCR|3VULN|2DMG|3DUR|2ASPD	17aLIT|247VULN|357DUR|6RCR|7aBPWR|8aDMG|9aASPD
33	21131 42113	 * 	185.16	DCR|3VULN|2DMG|3DUR|1CDMG	17LIT|247VULN|357DUR|6RCR|7BPWR|8CDMG|9aDMG
34	41513 12422	 * 	184.83	DCR|4VULN|2DMG|2CDMG	1NUKE|257aVULN|3aDMG|47BEXP|67LIT|7aBPWR|8RCR|9aCDMG
35	21133 34434	   	184.53	DCR|5VULN|2DMG|1DUR	19LIT|2459aVULN|3DUR|6CGEN|79DMG|8RCR|9BPWR
36	26221 12233	   	184.44	DCR|2VULN|2DMG|1AART|1CDMG|1DUR|1ASPD	17LIT|2CDMG|37VULN|4LSRREG|5ASPD|67DMG|7BPWR|8AART|9RCR|aDUR
37	21133 24434	   	184.43	DCR|5VULN|2DMG|1DUR	19LIT|2459aVULN|3DUR|6TLV|79DMG|8RCR|9BPWR
38	21143 22412	 * 	183.54	DCR|3VULN|1AART|1DMG|2CDMG|1DUR|1SELL	17LIT|27aVULN|3DUR|4SELL|5DMG|67CDMG|7BPWR|8RCR|9AART
39	12225 41342	   	183.16	DCR|2VULN|2DMG|1AART|1CDMG|1DUR|1SELL	1FEWX|29VULN|3CDMG|4SELL|5aDMG|6AART|7RCR|8DUR
40	21131 45342	   	182.71	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	1LIT|24VULN|35DUR|6RCR|7DMG|8CDMG|9AART|aZMB
41	21133 42111	 * 	182.17	DCR|4VULN|1AART|3DUR|1ZMB	17LIT|2457VULN|379DUR|6RCR|7BPWR|8ZMB|aAART
42	21133 45341	   	182.07	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1LIT|245VULN|3DUR|6RCR|7DMG|8CDMG|9AART|aBEXP
43	24421 33343	 * 	182.02	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	13LIT|25DMG|4RCR|6DUR|7aVULN|8CDMG|9AART
44	21133 45241	   	181.92	DCR|4VULN|1AART|1DMG|1DUR	1LIT|2458VULN|3DUR|6RCR|7DMG|9DMSP|aAART
45	41634 33223	 * 	181.53	DCR|2DMG|1AART|1VULN|2ASPD|1CDMG|1ZMB	1NUKE|2VULN|3ZMB|45ASPD|6CDMG|7RCR|8aDMG|9AART
46	21133 45432	   	181.47	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1LIT|245VULN|3DUR|6RCR|7DMG|8DMSP|9CDMG|aAART
47	24421 33232	   	181.42	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	13LIT|25DMG|4RCR|6DUR|78VULN|9CDMG|aAART
48	24421 53232	   	181.42	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	13LIT|25DMG|4RCR|68VULN|7DUR|9CDMG|aAART
49	24421 33352	   	181.42	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	13LIT|25DMG|4RCR|6DUR|79VULN|8CDMG|aAART
50	21133 34413	   	181.21	DCR|3VULN|2DMG|1AART|1DUR	1LIT|245VULN|3DUR|6CGEN|7aDMG|8RCR|9AART
51	21131 45235	   	181.15	DCR|3VULN|2DMG|1CDMG|2DUR	1LIT|248VULN|35DUR|6RCR|7aDMG|9CDMG
52	21133 42332	   	181.00	DCR|4VULN|1AART|1CDMG|2DUR	17LIT|2457VULN|37DUR|6RCR|7BPWR|8RMIN|9CDMG|aAART
53	26221 12625	 * 	180.82	DCR|2VULN|2DMG|1AART|2CDMG|1ASPD	17LIT|28CDMG|37VULN|4LSRREG|5ASPD|67DMG|7BPWR|9AART|aRCR
54	21133 42212	 * 	180.78	DCR|5VULN|1AART|2DUR	17LIT|2457aVULN|37DUR|6RCR|7BPWR|8BEXP|9AART
55	21133 42512	   	180.78	DCR|5VULN|1AART|2DUR	17LIT|2457aVULN|37DUR|6RCR|7BPWR|8FEWX|9AART
56	12653 41212	   	180.76	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	1FEWX|25VULN|38DMG|4CGEN|6AART|7RCR|9ZMB|aASPD
57	13563 41212	   	180.66	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	1FEWX|2ERES|38DMG|45VULN|6AART|7RCR|9ZMB|aASPD
58	41144 33223	   	179.47	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD	1NUKE|245VULN|3MBVNT|4BPWR|6CDMG|7RCR|8DMG|9AART|aASPD
59	41144 33224	   	179.47	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1NUKE|245VULN|3MBVNT|4BPWR|6CDMG|7RCR|8DMG|9AART|aDUR
60	12125 41613	   	179.47	DCR|2VULN|2DMG|1AART|1CDMG	1FEWX|2aVULN|3TLV|4RCVC|59DMG|6AART|7RCR|8CDMG
61	21216 45233	   	179.07	DCR|3VULN|2DMG|1AART	1LIT|238VULN|45LHND|6RCR|7aDMG|9AART
62	21221 41233	   	178.97	DCR|3VULN|2DMG|1AART	1LIT|238VULN|4TLV|5aDMG|6RCR|7CGEN|9AART
63	21222 45233	   	178.97	DCR|3VULN|2DMG|1AART	1LIT|238VULN|4TLV|5CGEN|6RCR|7aDMG|9AART
64	21143 25412	   	178.96	DCR|2VULN|2DMG|1AART|1CDMG|1DUR|1SELL	1LIT|2aVULN|3DUR|4SELL|57DMG|6CDMG|8RCR|9AART
65	41144 33287	   	178.87	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1NUKE|245VULN|3MBVNT|4BPWR|6CDMG|7RCR|8DMG|9DUR|aAART
66	21221 46233	   	178.87	DCR|3VULN|2DMG|1AART	1LIT|238VULN|4TLV|5aDMG|6RCR|7ERES|9AART
67	41636 13223	   	178.61	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD|1SELL	1NUKE|25VULN|3ZMB|4ASPD|6SELL|7RCR|8aDMG|9AART
68	12651 41233	   	178.47	DCR|3DMG|2VULN|1AART	1FEWX|29VULN|358DMG|4CGEN|6AART|7RCR|aBEXP
69	13561 41233	   	178.37	DCR|3DMG|2VULN|1AART	1FEWX|2ERES|358DMG|49VULN|6AART|7RCR|aBEXP
70	13563 41222	   	178.37	DCR|3VULN|2DMG|1AART	1FEWX|2ERES|38DMG|45aVULN|6AART|7RCR|9DMSP
71	41511 41233	   	178.37	DCR|3DMG|2VULN|1AART	1NUKE|29VULN|358DMG|4BEXP|6AART|7RCR|aFEWX
72	12653 41232	   	178.37	DCR|3DMG|2VULN|1AART	1FEWX|25VULN|38aDMG|4CGEN|6AART|7RCR|9DUST
73	21133 42141	   	178.35	DCR|4VULN|1AART|2DUR|1ZMB	17LIT|2457VULN|37DUR|6RCR|7BPWR|8ZMB|9DMSP|aAART
74	31541 41233	   	178.27	DCR|3DMG|2VULN|1AART	1ERES|2LHND|358DMG|4DUST|6AART|7RCR|9aVULN
75	41513 41232	   	178.27	DCR|3DMG|2VULN|1AART	1NUKE|25VULN|38aDMG|4BEXP|6AART|7RCR|9DUST
76	41142 13523	 * 	178.12	DCR|4VULN|2DMG|2ASPD	1NUKE|249aVULN|3MBVNT|49BPWR|5FEWX|69ASPD|79DMG|8RCR
77	21133 42335	   	177.86	DCR|4VULN|1DMG|1CDMG|2DUR	17LIT|2457VULN|37DUR|6RCR|7BPWR|8RMIN|9CDMG|aDMG
78	21133 45111	   	177.86	DCR|3VULN|3DMG|1DUR	1LIT|245VULN|3DUR|6RCR|79aDMG|8BEXP
79	21133 45611	   	177.86	DCR|3VULN|3DMG|1DUR	1LIT|245VULN|3DUR|6RCR|79aDMG|8FEWX
80	41635 33223	   	177.72	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1NUKE|2VULN|3ZMB|4ASPD|5RCVC|6CDMG|7RCR|8aDMG|9AART
81	21133 34414	   	177.72	DCR|4VULN|1AART|1DMG|1DUR	1LIT|245aVULN|3DUR|6CGEN|7DMG|8RCR|9AART
82	21133 45233	   	177.66	DCR|4VULN|1DMG|1CDMG|2DUR	1LIT|2458VULN|3aDUR|6RCR|7DMG|9CDMG
83	21133 45353	   	177.66	DCR|4VULN|1DMG|1CDMG|2DUR	1LIT|2459VULN|3aDUR|6RCR|7DMG|8CDMG
84	21221 44216	 * 	177.63	DCR|3VULN|1AART|1DMG|3DUR	1aLIT|23aVULN|4TLV|5DMG|6RCR|78aDUR|9AART|aBPWR
85	21133 24412	   	177.62	DCR|4VULN|1AART|1DMG|1DUR	1LIT|245aVULN|3DUR|6TLV|7DMG|8RCR|9AART
86	26221 12231	   	177.50	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	17LIT|2CDMG|37VULN|4LSRREG|5ASPD|67DMG|7BPWR|8AART|9RCR|aLWND
87	26221 12235	   	177.50	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	17LIT|2CDMG|37VULN|4LSRREG|5ASPD|67DMG|7BPWR|8AART|9RCR|aLHND
88	26221 12236	   	177.50	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	17LIT|2CDMG|37VULN|4LSRREG|5ASPD|67DMG|7BPWR|8AART|9RCR|aCGEN
89	26221 12232	   	177.40	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	17LIT|2CDMG|37VULN|4LSRREG|5ASPD|67DMG|7BPWR|8AART|9RCR|aERES
90	26221 12234	   	177.40	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	17LIT|2CDMG|37VULN|4LSRREG|5ASPD|67DMG|7BPWR|8AART|9RCR|aMBVNT
91	21131 42351	   	177.13	DCR|3VULN|1AART|1DMG|3DUR	17LIT|247VULN|357DUR|6RCR|7BPWR|8DMG|9DMSP|aAART
92	24421 63233	   	177.09	ACR|3DMG|2VULN|1AART	13LIT|25aDMG|4RCR|6LHND|78VULN|9AART
93	41144 74173	 * 	177.02	DCR|4VULN|2DMG|2ZMB	1NUKE|245aVULN|3MBVNT|4aBPWR|6aZMB|7aDMG|8RMIN|9RCR
94	21131 34434	   	177.00	DCR|4VULN|2DMG|2DUR	19LIT|249aVULN|35DUR|6CGEN|79DMG|8RCR|9BPWR
95	21133 34432	   	177.00	DCR|4VULN|2DMG|2DUR	19LIT|2459VULN|3aDUR|6CGEN|79DMG|8RCR|9BPWR
96	21131 45211	   	176.93	DCR|3VULN|1AART|1DMG|3DUR	1LIT|248VULN|359DUR|6RCR|7DMG|aAART
97	21131 24434	   	176.90	DCR|4VULN|2DMG|2DUR	19LIT|249aVULN|35DUR|6TLV|79DMG|8RCR|9BPWR
98	21133 24432	   	176.90	DCR|4VULN|2DMG|2DUR	19LIT|2459VULN|3aDUR|6TLV|79DMG|8RCR|9BPWR
99	26221 12215	   	176.71	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	17LIT|2CDMG|37VULN|4LSRREG|5ASPD|67DMG|7BPWR|8AART|9RCVC|aRCR
100	21343 22412	 * 	176.60	DCR|3VULN|1AART|2CDMG|1DMG|1SELL	17LIT|27aVULN|3FEWX|4SELL|5DMG|67CDMG|7BPWR|8RCR|9AART
101	12225 45212	 * 	176.42	DCR|3DMG|1AART|1VULN|1CDMG|1DUR|1SELL	1FEWX|2VULN|3CDMG|4SELL|58aDMG|6AART|7DUR|9RCR
102	12225 41142	   	176.22	DCR|2VULN|2DMG|1AART|1CDMG|1SELL	1FEWX|29VULN|3CDMG|4SELL|5aDMG|6AART|7RCR|8LWND
103	12225 41225	   	176.22	DCR|2VULN|2DMG|1AART|1CDMG|1SELL	1FEWX|2aVULN|3CDMG|4SELL|58DMG|6AART|7RCR|9DMSP
104	21133 41343	   	176.11	DCR|4VULN|1AART|1CDMG|1DUR	1LIT|245aVULN|3DUR|6RCR|7CGEN|8CDMG|9AART
105	12215 25612	   	176.10	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1FEWX|27VULN|3CDMG|4DUR|5TLV|6AART|89DMG|aRCR
106	21133 43343	   	176.01	DCR|4VULN|1AART|1CDMG|1DUR	1LIT|245aVULN|3DUR|6RCR|7ERES|8CDMG|9AART
107	21133 42112	 * 	175.85	DCR|5VULN|3DUR|2ZMB	17aLIT|2457aVULN|379DUR|6RCR|7aBPWR|8aZMB
108	21133 63512	   	175.78	DCR|5VULN|1AART|2DUR	1LIT|2456aVULN|36DUR|6BPWR|7MBVNT|8RCR|9AART
109	24423 31253	   	175.68	ACR|2VULN|2DMG|1AART|1CDMG	13LIT|29DMG|4RCR|5LWND|6CDMG|7aVULN|8AART
110	24421 33342	   	175.44	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	13LIT|25DMG|4RCR|6DUR|7VULN|8CDMG|9AART|aZMB
111	41167 12143	 * 	175.44	ACR|3VULN|2DMG|2ASPD|1ZMB	1NUKE|28aVULN|3MBVNT|4CGEN|5RCR|68DMG|78ASPD|8BPWR|9ZMB
112	24421 23343	   	175.08	ACR|2VULN|2DMG|1AART|1CDMG	13LIT|25DMG|4RCR|6FEWX|7aVULN|8CDMG|9AART
113	21221 41343	   	175.03	DCR|3VULN|1AART|1DMG|1CDMG	1LIT|23aVULN|4TLV|5DMG|6RCR|7CGEN|8CDMG|9AART
114	21222 45343	   	175.03	DCR|3VULN|1AART|1DMG|1CDMG	1LIT|23aVULN|4TLV|5CGEN|6RCR|7DMG|8CDMG|9AART
115	41142 13524	   	175.02	DCR|3VULN|2DMG|2ASPD|1ZMB	1NUKE|249VULN|3MBVNT|49BPWR|5FEWX|69ASPD|79DMG|8RCR|aZMB
116	21133 42155	   	174.97	DCR|4VULN|1DMG|2DUR|1ZMB|1SELL	17LIT|2457VULN|37DUR|6RCR|7BPWR|8ZMB|9SELL|aDMG
117	41513 41332	   	174.95	DCR|2VULN|2DMG|1AART|2DUR	1NUKE|25VULN|3aDMG|4BEXP|6AART|7RCR|89DUR
118	21221 46343	   	174.93	DCR|3VULN|1AART|1DMG|1CDMG	1LIT|23aVULN|4TLV|5DMG|6RCR|7ERES|8CDMG|9AART
119	41536 33313	   	174.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1NUKE|25VULN|3DMG|4ASPD|6CDMG|7RCR|8BELT|9AART|aZMB
120	41636 33222	   	174.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1NUKE|25VULN|3ZMB|4ASPD|6CDMG|7RCR|8DMG|9AART|aCGEN
121	41636 33221	   	174.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1NUKE|25VULN|3ZMB|4ASPD|6CDMG|7RCR|8DMG|9AART|aTLV
122	41146 12121	   	174.72	DCR|3VULN|3DMG|1ZMB	1NUKE|247VULN|3MBVNT|47BPWR|57aDMG|67LIT|8ZMB|9RCR
123	21133 44132	   	174.61	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1LIT|245VULN|3DUR|6RCR|7RCVC|8ZMB|9CDMG|aAART
124	12651 41213	 * 	174.53	DCR|3DMG|1AART|1VULN|1CDMG	1FEWX|2VULN|358DMG|4CGEN|6AART|7RCR|9LWND|aCDMG
125	12651 41223	   	174.53	DCR|3DMG|1AART|1VULN|1CDMG	1FEWX|2VULN|358DMG|4CGEN|6AART|7RCR|9BEXP|aCDMG
126	24421 23352	   	174.48	ACR|2VULN|2DMG|1AART|1CDMG	13LIT|25DMG|4RCR|6FEWX|79VULN|8CDMG|aAART
127	12651 13413	   	174.47	DCR|3DMG|2VULN|1AART	17FEWX|27VULN|35aDMG|4CGEN|67LIT|7BPWR|8RCR|9AART
128	12653 13413	   	174.47	DCR|3VULN|2DMG|1AART	17FEWX|257VULN|3aDMG|4CGEN|67LIT|7BPWR|8RCR|9AART
129	13561 41213	   	174.43	DCR|3DMG|1AART|1VULN|1CDMG	1FEWX|2ERES|358DMG|4VULN|6AART|7RCR|9LWND|aCDMG
130	13561 41223	   	174.43	DCR|3DMG|1AART|1VULN|1CDMG	1FEWX|2ERES|358DMG|4VULN|6AART|7RCR|9BEXP|aCDMG
131	31511 41234	   	174.43	DCR|3DMG|1AART|1VULN|1CDMG	1ERES|2LHND|358DMG|4BEXP|6AART|7RCR|9VULN|aCDMG
132	41511 12412	   	174.37	DCR|3VULN|2DMG|1AART	1NUKE|27aVULN|35DMG|47BEXP|67LIT|7BPWR|8RCR|9AART
133	12225 41242	   	174.29	DCR|3DMG|1AART|1VULN|1CDMG|1SELL	1FEWX|2VULN|3CDMG|4SELL|58aDMG|6AART|7RCR|9LWND
134	21212 14426	   	174.27	DCR|3VULN|2DMG|1AART	1aLIT|23aVULN|4LHND|56ERES|7aDMG|8RCR|9AART|aBPWR
135	21221 61416	   	174.27	DCR|3VULN|2DMG|1AART	16aLIT|23aVULN|4TLV|56DMG|6aBPWR|7aDUST|8RCR|9AART
136	21332 14416	   	174.27	DCR|3VULN|2DMG|1AART	1aLIT|24aVULN|3FEWX|56ERES|7aDMG|8RCR|9AART|aBPWR
137	21221 64422	   	174.27	DCR|3VULN|2DMG|1AART	16LIT|23aVULN|4TLV|56DMG|6BPWR|7LWND|8RCR|9AART
138	21221 66412	   	174.27	DCR|3VULN|2DMG|1AART	16LIT|23aVULN|4TLV|56DMG|6BPWR|7FEWX|8RCR|9AART
139	12225 41232	   	174.19	DCR|3DMG|1AART|1VULN|1CDMG|1SELL	1FEWX|2VULN|3CDMG|4SELL|58aDMG|6AART|7RCR|9DUST
140	21221 61412	   	174.17	DCR|3VULN|2DMG|1AART	16LIT|23aVULN|4TLV|56DMG|6BPWR|7DUST|8RCR|9AART
141	24421 33235	 * 	173.87	ACR|3DMG|2VULN|1CDMG|1DUR	13LIT|25aDMG|4RCR|6DUR|78VULN|9CDMG
142	12653 41211	   	173.82	DCR|2VULN|2DMG|1AART|1ZMB	1FEWX|25VULN|38DMG|4CGEN|6AART|7RCR|9ZMB|aMLV
143	12653 41213	   	173.82	DCR|2VULN|2DMG|1AART|1ZMB	1FEWX|25VULN|38DMG|4CGEN|6AART|7RCR|9ZMB|aRMIN
144	65336 23121	   	173.74	DCR|3VULN|2DMG|2DUR|1ASPD	1RCVC|259VULN|39DUR|4ASPD|6ERES|79DMG|8RCR|9BPWR|aRPLT
145	65336 23122	   	173.74	DCR|3VULN|2DMG|2DUR|1ASPD	1RCVC|259VULN|39DUR|4ASPD|6ERES|79DMG|8RCR|9BPWR|aFEWX
146	13563 41211	   	173.72	DCR|2VULN|2DMG|1AART|1ZMB	1FEWX|2ERES|38DMG|45VULN|6AART|7RCR|9ZMB|aMLV
147	13563 41213	   	173.72	DCR|2VULN|2DMG|1AART|1ZMB	1FEWX|2ERES|38DMG|45VULN|6AART|7RCR|9ZMB|aRMIN
148	65336 23123	   	173.64	DCR|3VULN|2DMG|2DUR|1ASPD	1RCVC|259VULN|39DUR|4ASPD|6aERES|79DMG|8RCR|9BPWR
149	21221 44212	   	173.61	DCR|3VULN|1AART|1DMG|2DUR	1LIT|23aVULN|4TLV|5DMG|6RCR|78DUR|9AART
150	41513 43212	   	173.57	DCR|3DMG|2VULN|1AART	1NUKE|25VULN|38aDMG|4BEXP|6AART|7LHND|9RCR
151	41536 33212	   	173.35	DCR|3VULN|2DMG|1CDMG|1ASPD	1NUKE|259VULN|38DMG|4ASPD|6CDMG|7RCR|aCGEN
152	41536 33213	   	173.35	DCR|3VULN|2DMG|1CDMG|1ASPD	1NUKE|259VULN|38DMG|4ASPD|6CDMG|7RCR|aLHND
153	21143 22422	 * 	173.32	DCR|2VULN|3CDMG|1AART|1DMG|1DUR|1SELL	17LIT|27VULN|3DUR|4SELL|5DMG|679CDMG|7BPWR|8RCR|aAART
154	41536 33211	   	173.25	DCR|3VULN|2DMG|1CDMG|1ASPD	1NUKE|259VULN|38DMG|4ASPD|6CDMG|7RCR|aMBVNT
155	41144 63821	   	173.17	DCR|4VULN|2DMG|1ZMB	1NUKE|2458VULN|3MBVNT|48BPWR|68CGEN|78DMG|9RCR|aZMB
156	21133 45411	   	173.11	DCR|3VULN|1AART|1DMG|2DUR	1LIT|245VULN|39DUR|6RCR|7DMG|8DMSP|aAART
157	21131 45241	   	173.11	DCR|3VULN|1AART|1DMG|2DUR	1LIT|248VULN|35DUR|6RCR|7DMG|9DMSP|aAART
158	24421 33211	   	173.07	ACR|2VULN|2DMG|1AART|2DUR	13LIT|25DMG|4RCR|69DUR|78VULN|aAART
159	24421 53211	   	173.07	ACR|2VULN|2DMG|1AART|2DUR	13LIT|25DMG|4RCR|68VULN|79DUR|aAART
160	41511 41332	   	173.01	DCR|3DMG|1AART|1VULN|2DUR	1NUKE|2VULN|35aDMG|4BEXP|6AART|7RCR|89DUR
161	21133 41342	   	173.01	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1LIT|245VULN|3DUR|6RCR|7CGEN|8CDMG|9AART|aZMB
162	21133 43342	   	172.91	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1LIT|245VULN|3DUR|6RCR|7ERES|8CDMG|9AART|aZMB
163	12125 41342	   	172.76	DCR|2VULN|2DMG|1AART|1DUR	1FEWX|29VULN|3TLV|4RCVC|5aDMG|6AART|7RCR|8DUR
164	21216 42143	   	172.68	DCR|3VULN|1AART|1DMG|1ZMB	17LIT|237VULN|457LHND|6RCR|7BPWR|8ZMB|9AART|aDMG
165	41144 33255	   	172.63	DCR|3VULN|2DMG|2CDMG	1NUKE|245VULN|3MBVNT|4BPWR|6aCDMG|7RCR|89DMG
166	21133 42133	 * 	172.62	DCR|4VULN|3DUR|1CDMG|1ZMB	17LIT|2457VULN|37aDUR|6RCR|7BPWR|8ZMB|9CDMG
167	41144 33222	   	172.53	DCR|3VULN|1AART|1DMG|1CDMG	1NUKE|245VULN|3MBVNT|4BPWR|6CDMG|7RCR|8DMG|9AART|aCGEN
168	41144 33227	   	172.53	DCR|3VULN|1AART|1DMG|1CDMG	1NUKE|245VULN|3MBVNT|4BPWR|6CDMG|7RCR|8DMG|9AART|aLWND
169	41144 33228	   	172.53	DCR|3VULN|1AART|1DMG|1CDMG	1NUKE|245VULN|3MBVNT|4BPWR|6CDMG|7RCR|8DMG|9AART|aBEXP
170	41144 33221	   	172.43	DCR|3VULN|1AART|1DMG|1CDMG	1NUKE|245VULN|3MBVNT|4BPWR|6CDMG|7RCR|8DMG|9AART|aTLV
171	41144 33225	   	172.43	DCR|3VULN|1AART|1DMG|1CDMG	1NUKE|245VULN|3MBVNT|4BPWR|6CDMG|7RCR|8DMG|9AART|aDUST
172	26221 13425	   	172.37	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD	1LIT|2CDMG|378VULN|4LSRREG|5ASPD|6DMG|9AART|aRCR
173	21133 41235	   	172.37	DCR|4VULN|1DMG|1CDMG|1DUR	1LIT|2458VULN|3DUR|6RCR|7CGEN|9CDMG|aDMG
174	21133 45234	   	172.37	DCR|4VULN|1DMG|1CDMG|1DUR	1LIT|2458VULN|3DUR|6RCR|7DMG|9CDMG|aLWND
