0	Index      	 *	Score 	Summary	Detail	
1	21116 24311	 * 	198.97	DCR|4VULN|3ZMB|1AART|1DMG	17aLHND|2DMG|37aZMB|478aVULN|5DMSP|6AART|7aBPWR|9RCR
34	15142 42332	   	182.96	ACR|3DMG|2VULN|1ZMB|1DUR|1ASPD	18TLV|2RCR|3ZMB|468DMG|5DMSP|78VULN|8BPWR|9DUR|aASPD
35	21343 66332	   	182.79	DCR|3VULN|2DMG|1CDMG|1ASPD|1DUR	1LHND|24DMG|35aVULN|6RCR|7ASPD|8DUR|9CDMG
36	15116 16323	 * 	182.74	ACR|3VULN|2DMG|1CDMG|1ZMB	18TLV|2RCR|3ZMB|478VULN|5DMSP|68DMG|8BPWR|9FEWX|aCDMG
37	15116 13322	   	182.64	ACR|3VULN|2DMG|1CDMG|1ZMB	178TLV|2RCR|3ZMB|489VULN|5DMSP|68DMG|8BPWR|aCDMG
38	21333 65114	 * 	182.62	DCR|4VULN|2DMG|1CDMG	1LHND|26DMG|3569VULN|4RPLT|6BPWR|7RCR|8RCVC|aCDMG
39	21343 24221	   	182.17	DCR|3DMG|2VULN|1AART|1ZMB	1LHND|247DMG|35VULN|6AART|8DUST|9ZMB|aRCR
40	21333 65113	 * 	181.80	DCR|5VULN|2DMG	1LHND|26DMG|3569aVULN|4RPLT|6BPWR|7RCR|8RCVC
41	21343 62311	   	181.36	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1LHND|24DMG|35VULN|6RCR|7DUR|8RPLT|9AART|aZMB
42	31113 15313	   	180.97	DCR|4VULN|1DMG|1CDMG|1ZMB|1ASPD	1BEXP|2DMG|3ZMB|489aVULN|5CDMG|6ASPD|7RCR
43	31341 62253	   	180.97	DCR|2VULN|2DMG|1AART|1CDMG	1BEXP|24DMG|3aVULN|5RCVC|6RCR|7AART|8DUST|9CDMG
44	22243 62215	   	180.40	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1LHND|2RCVC|35VULN|48DMG|6RCR|7DUR|9ASPD|aAART
45	21453 34223	   	179.99	ACR|3DMG|2VULN|1AART	1aLHND|25aDMG|35AIRHEA|4RCR|5aBPWR|6LWND|7RCVC|8AART|9aVULN
46	21333 65116	   	179.97	DCR|4VULN|2DMG|1ZMB	1LHND|26DMG|3569VULN|4RPLT|6BPWR|7RCR|8RCVC|aZMB
47	21313 62215	   	179.80	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1LHND|28DMG|35VULN|4RCVC|6RCR|7DUR|9ASPD|aAART
48	51333 65311	   	179.79	DCR|5VULN|2DMG	1DUST|26DMG|35689VULN|4RPLT|6BPWR|7RCR|aFEWX
49	51333 65313	   	179.79	DCR|5VULN|2DMG	1DUST|26DMG|35689VULN|4RPLT|6BPWR|7RCR|aCGEN
50	51333 65133	 * 	179.77	DCR|3VULN|2DMG|2CDMG|1DUR	1DUST|26DMG|356VULN|4RPLT|6BPWR|7RCR|8DUR|9aCDMG
51	51333 65332	   	179.69	DCR|5VULN|2DMG	1DUST|26DMG|3568aVULN|4RPLT|6BPWR|7RCR|9CANSTR
52	15133 52243	   	179.22	ACR|2VULN|2DMG|1CDMG|2DUR|1ZMB	1TLV|2RCR|3ZMB|46DUR|5CDMG|78DMG|9aVULN
53	15143 16313	 * 	179.15	ACR|4VULN|1DMG|1CDMG|1ZMB	1TLV|2RCR|3ZMB|4DMG|5BEXP|689aVULN|7CDMG
54	31354 12341	 * 	179.06	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	1BEXP|2DMG|38VULN|4LWND|5CDMG|6RCR|79AART|aDUR
55	15141 42331	   	178.83	ACR|3DMG|2VULN|1ZMB|1DUR	18TLV|2RCR|3ZMB|468DMG|5RCVC|78VULN|8BPWR|9DUR|aLWND
56	15141 42333	   	178.83	ACR|3DMG|2VULN|1ZMB|1DUR	18TLV|2RCR|3ZMB|468DMG|5RCVC|78VULN|8BPWR|9DUR|aBELT
57	31354 12361	   	178.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2DMG|38VULN|4LWND|5CDMG|6RCR|7AART|9DUR|aZMB
58	21343 63232	   	178.47	DCR|3DMG|2VULN|1AART	1LHND|248DMG|35VULN|6RCR|7FEWX|9RPLT|aAART
59	15116 13315	   	178.44	ACR|2VULN|2DMG|1AART|1ZMB	178TLV|2RCR|3ZMB|48VULN|5DMSP|68DMG|8BPWR|9AART|aRCVC
60	21343 61232	   	178.37	DCR|3DMG|2VULN|1AART	1LHND|248DMG|35VULN|6RCR|7DUST|9RPLT|aAART
61	21133 25463	   	178.27	DCR|2DMG|1AART|1VULN|2ZMB|1FLTHEA|1DUR	1LHND|24DMG|34ZMB|4BPWR|5MBVNT|6AART|7FLTHEA|8RCR|9DUR|aVULN
62	31354 12335	   	178.26	DCR|2VULN|2DMG|1AART|1CDMG	1BEXP|2aDMG|38VULN|4LWND|5CDMG|6RCR|7AART|9LIT
63	21343 24141	   	178.21	DCR|3DMG|2VULN|1AART|1DUR	1LHND|247DMG|35VULN|6AART|8DUR|9CGEN|aRCR
64	21343 24361	   	178.21	DCR|3DMG|2VULN|1AART|1ASPD	1LHND|247DMG|35VULN|6AART|8ASPD|9BEXP|aRCR
65	51111 24225	 * 	178.17	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG|1DUR	157DUST|2DMG|37ZMB|47VULN|6AART|7BPWR|8RCR|9DUR|aCDMG
66	31342 62253	   	178.16	DCR|2VULN|2DMG|1AART|1CDMG	1BEXP|24DMG|3aVULN|5DMSP|6RCR|7AART|8DUST|9CDMG
67	31343 62253	   	178.16	DCR|2VULN|2DMG|1AART|1CDMG	15BEXP|24DMG|3aVULN|6RCR|7AART|8DUST|9CDMG
68	21343 24131	   	178.11	DCR|3DMG|2VULN|1AART|1DUR	1LHND|247DMG|35VULN|6AART|8DUR|9TLV|aRCR
69	21343 24321	   	178.11	DCR|3DMG|2VULN|1AART|1ASPD	1LHND|247DMG|35VULN|6AART|8ASPD|9DUST|aRCR
70	45113 15222	 * 	178.07	ACR|2VULN|2DMG|2ZMB|1CDMG|1ASPD	19CGEN|2RCR|37ZMB|49VULN|5CDMG|6ASPD|89DMG|9BPWR|aLIT
71	51111 24223	   	178.05	DCR|2VULN|3ZMB|1AART|1DMG|1DUR	157DUST|2DMG|37aZMB|47VULN|6AART|7BPWR|8RCR|9DUR
72	45113 15221	   	177.97	ACR|2VULN|2DMG|2ZMB|1CDMG|1ASPD	19CGEN|2RCR|37ZMB|49VULN|5CDMG|6ASPD|89DMG|9BPWR|aERES
73	45113 15223	   	177.97	ACR|2VULN|2DMG|2ZMB|1CDMG|1ASPD	19CGEN|2RCR|37ZMB|49VULN|5CDMG|6ASPD|89DMG|9BPWR|aDUST
74	32232 16146	   	177.89	ACR|3VULN|2DMG|1AART	14BEXP|2RCVC|347VULN|4BPWR|5RCR|69DMG|8LIT|aAART
75	32232 16346	   	177.89	ACR|3VULN|2DMG|1AART	14BEXP|2RCVC|347VULN|4BPWR|5RCR|68DMG|9LIT|aAART
76	15113 15222	   	177.87	ACR|2VULN|2DMG|2ZMB|1CDMG|1ASPD	19TLV|2RCR|37ZMB|49VULN|5CDMG|6ASPD|89DMG|9BPWR|aLIT
77	15113 15226	   	177.87	ACR|2VULN|2DMG|2ZMB|1CDMG|1ASPD	19TLV|2RCR|37ZMB|49VULN|5CDMG|6ASPD|89DMG|9BPWR|aFEWX
78	15113 64222	   	177.87	ACR|2VULN|2DMG|2ZMB|1CDMG|1ASPD	19TLV|2RCR|36ZMB|49VULN|5CDMG|7ASPD|89DMG|9BPWR|aLIT
79	21343 62251	   	177.86	DCR|3VULN|3DMG|1DUR	1LHND|248DMG|35aVULN|6RCR|7DUR|9BEXP
80	32212 16146	   	177.79	ACR|3VULN|2DMG|1AART	1BEXP|2RCVC|347VULN|5RCR|69DMG|8LIT|aAART
81	32212 16346	   	177.79	ACR|3VULN|2DMG|1AART	1BEXP|2RCVC|347VULN|5RCR|68DMG|9LIT|aAART
82	32232 16311	   	177.79	ACR|3VULN|2DMG|1AART	14BEXP|2RCVC|347VULN|4BPWR|5RCR|68DMG|9DLOT|aAART
83	15113 15221	   	177.77	ACR|2VULN|2DMG|2ZMB|1CDMG|1ASPD	19TLV|2RCR|37ZMB|49VULN|5CDMG|6ASPD|89DMG|9BPWR|aERES
84	15113 15223	   	177.77	ACR|2VULN|2DMG|2ZMB|1CDMG|1ASPD	19TLV|2RCR|37ZMB|49VULN|5CDMG|6ASPD|89DMG|9BPWR|aDUST
85	15113 15225	   	177.77	ACR|2VULN|2DMG|2ZMB|1CDMG|1ASPD	19TLV|2RCR|37ZMB|49VULN|5CDMG|6ASPD|89DMG|9BPWR|aDLOT
86	15113 64221	   	177.77	ACR|2VULN|2DMG|2ZMB|1CDMG|1ASPD	19TLV|2RCR|36ZMB|49VULN|5CDMG|7ASPD|89DMG|9BPWR|aERES
87	15113 64223	   	177.77	ACR|2VULN|2DMG|2ZMB|1CDMG|1ASPD	19TLV|2RCR|36ZMB|49VULN|5CDMG|7ASPD|89DMG|9BPWR|aDUST
88	21343 61212	   	177.76	DCR|3VULN|3DMG|1ASPD	1LHND|248DMG|35aVULN|6RCR|7DUST|9ASPD
89	15141 23623	 * 	177.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1TLV|2RCR|3ZMB|4DMG|5RCVC|6AART|7CDMG|8aVULN|9DUST
90	32212 16311	   	177.69	ACR|3VULN|2DMG|1AART	1BEXP|2RCVC|347VULN|5RCR|68DMG|9DLOT|aAART
91	52212 12146	   	177.69	ACR|3VULN|2DMG|1AART	1DUST|2RCVC|347VULN|5RCR|69DMG|8LIT|aAART
92	52212 12346	   	177.69	ACR|3VULN|2DMG|1AART	1DUST|2RCVC|347VULN|5RCR|68DMG|9LIT|aAART
93	52212 15341	 * 	177.62	ACR|3VULN|3AART|1DMG	1DUST|2RCVC|348VULN|5RCR|6DMG|79aAART
94	52212 12311	   	177.59	ACR|3VULN|2DMG|1AART	1DUST|2RCVC|347VULN|5RCR|68DMG|9DLOT|aAART
95	21133 28646	   	177.47	DCR|2VULN|2DMG|1AART|2ZMB	1LHND|24DMG|34ZMB|4BPWR|5MBVNT|6AART|7RCVC|8RCR|9aVULN
96	15133 52413	   	177.28	ACR|3VULN|1DMG|1CDMG|2DUR|1ZMB	1TLV|2RCR|3ZMB|46DUR|5CDMG|7DMG|89aVULN
97	31113 53154	   	177.26	DCR|3DMG|2VULN|1CDMG|1ZMB|1DUR	1BEXP|289DMG|3ZMB|47VULN|5CDMG|6DUR|aRCR
98	21343 23125	 * 	177.18	DCR|2VULN|2DMG|1AART|2CDMG	1LHND|24DMG|35VULN|6AART|78CDMG|9RCVC|aRCR
99	21132 63212	 * 	177.16	DCR|3DMG|2VULN|2ZMB|1ASPD	1LHND|248DMG|34ZMB|4BPWR|5RMIN|6RCR|7aVULN|9ASPD
100	21136 66212	   	177.16	DCR|3DMG|2VULN|2ZMB|1ASPD	1LHND|248DMG|34ZMB|4BPWR|5CGEN|6RCR|7aVULN|9ASPD
101	15116 13312	   	177.14	ACR|2VULN|2DMG|1AART|1ZMB	178TLV|2RCR|3ZMB|48VULN|5DMSP|68DMG|8BPWR|9AART|aRMIN
102	15116 13313	   	177.14	ACR|2VULN|2DMG|1AART|1ZMB	178TLV|2RCR|3ZMB|48VULN|5DMSP|68DMG|8BPWR|9AART|aCGEN
103	15116 13316	   	177.14	ACR|2VULN|2DMG|1AART|1ZMB	178TLV|2RCR|3ZMB|48VULN|5DMSP|68DMG|8BPWR|9AART|aFEWX
104	15116 13314	   	177.04	ACR|2VULN|2DMG|1AART|1ZMB	178TLV|2RCR|3ZMB|48VULN|5DMSP|68DMG|8BPWR|9AART|aDUST
105	15115 61111	 * 	176.79	ACR|2VULN|3ZMB|1AART|1DMG|1SELL	17TLV|2RCR|367ZMB|47VULN|5SELL|7BPWR|8DMG|9AART|aRMIN
106	15115 61113	 * 	176.79	ACR|2VULN|3ZMB|1AART|1DMG|1SELL	17TLV|2RCR|367ZMB|47VULN|5SELL|7BPWR|8DMG|9AART|aLHND
107	21333 65321	   	176.77	DCR|3VULN|2DMG|1AART	1LHND|26DMG|356VULN|4RPLT|6BPWR|7RCR|8CGEN|9AART|aMLV
108	21333 65323	   	176.77	DCR|3VULN|2DMG|1AART	1LHND|26DMG|356VULN|4RPLT|6BPWR|7RCR|8CGEN|9AART|aDMSP
109	21333 65413	   	176.77	DCR|3VULN|2DMG|1AART	1aLHND|26DMG|356VULN|4RPLT|6BPWR|7RCR|8BEXP|9AART
110	15115 61112	 * 	176.69	ACR|2VULN|3ZMB|1AART|1DMG|1SELL	17TLV|2RCR|367ZMB|47VULN|5SELL|7BPWR|8DMG|9AART|aERES
111	21333 65326	   	176.67	DCR|3VULN|2DMG|1AART	1LHND|26DMG|356VULN|4RPLT|6BPWR|7RCR|8CGEN|9AART|aDUST
112	21333 65412	   	176.67	DCR|3VULN|2DMG|1AART	1LHND|26DMG|356VULN|4RPLT|6BPWR|7RCR|8BEXP|9AART|aERES
113	21333 65613	   	176.67	DCR|3VULN|2DMG|1AART	1aLHND|26DMG|356VULN|4RPLT|6BPWR|7RCR|8DUST|9AART
114	51333 65213	   	176.67	DCR|3VULN|2DMG|1AART	1DUST|26DMG|356VULN|4RPLT|6BPWR|7RCR|8aLHND|9AART
115	21333 65612	   	176.57	DCR|3VULN|2DMG|1AART	1LHND|26DMG|356VULN|4RPLT|6BPWR|7RCR|8DUST|9AART|aERES
116	51333 65212	   	176.57	DCR|3VULN|2DMG|1AART	1DUST|26DMG|356VULN|4RPLT|6BPWR|7RCR|8LHND|9AART|aERES
117	21343 63332	   	176.46	DCR|2VULN|2DMG|1AART|1CDMG	1LHND|24DMG|35VULN|6RCR|7FEWX|8RPLT|9CDMG|aAART
118	22235 51323	 * 	176.39	DCR|3VULN|1AART|2CDMG|1ZMB	147LHND|2RCVC|347VULN|47BPWR|57CDMG|6RCR|8CGEN|9AART|aZMB
119	21343 61332	   	176.36	DCR|2VULN|2DMG|1AART|1CDMG	1LHND|24DMG|35VULN|6RCR|7DUST|8RPLT|9CDMG|aAART
120	22215 51323	   	176.29	DCR|3VULN|1AART|2CDMG|1ZMB	17LHND|2RCVC|347VULN|57CDMG|6RCR|7BPWR|8CGEN|9AART|aZMB
121	22232 12215	   	176.11	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	14LHND|2RCVC|34VULN|4BPWR|5RCR|68DMG|7DUR|9ASPD|aAART
122	15142 42331	   	176.03	ACR|3DMG|2VULN|1ZMB|1DUR	18TLV|2RCR|3ZMB|468DMG|5DMSP|78VULN|8BPWR|9DUR|aLWND
123	15142 42333	   	176.03	ACR|3DMG|2VULN|1ZMB|1DUR	18TLV|2RCR|3ZMB|468DMG|5DMSP|78VULN|8BPWR|9DUR|aBELT
124	22212 12215	   	176.01	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1LHND|2RCVC|34VULN|5RCR|68DMG|7DUR|9ASPD|aAART
125	15343 15122	   	175.94	ACR|3DMG|1VULN|2ZMB|1CDMG|1ASPD	19TLV|2RCR|3VULN|489DMG|5CDMG|6ASPD|79ZMB|9BPWR|aFEWX
126	15343 15123	   	175.94	ACR|3DMG|1VULN|2ZMB|1CDMG|1ASPD	19TLV|2RCR|3VULN|489DMG|5CDMG|6ASPD|79ZMB|9BPWR|aBEXP
127	15116 13323	   	175.93	ACR|3VULN|2DMG|1ZMB|1DUR	178TLV|2RCR|3ZMB|489VULN|5DMSP|68DMG|8BPWR|aDUR
128	14152 63123	 * 	175.92	ACR|3VULN|3ZMB|1DMG|2DUR	19TLV|24DUR|349ZMB|49BPWR|5RCR|679VULN|8RCVC|aDMG
129	21343 62333	   	175.85	DCR|3DMG|2VULN|1CDMG|1DUR	1LHND|24aDMG|35VULN|6RCR|7DUR|8RPLT|9CDMG
130	21343 62533	   	175.85	DCR|3VULN|2DMG|1CDMG|1DUR	1LHND|24DMG|35aVULN|6RCR|7DUR|8CGEN|9CDMG
131	21343 66223	   	175.85	DCR|3VULN|2DMG|1CDMG|1ASPD	1LHND|24DMG|359VULN|6RCR|7ASPD|8CGEN|aCDMG
132	21132 63232	 * 	175.84	DCR|3DMG|1AART|1VULN|2ZMB	1LHND|248DMG|34ZMB|4BPWR|5RMIN|6RCR|7VULN|9RPLT|aAART
133	21132 63245	   	175.84	DCR|3DMG|1AART|1VULN|2ZMB	19LHND|248DMG|34ZMB|4BPWR|5RMIN|6RCR|7VULN|aAART
134	32232 12553	 * 	175.75	ACR|3VULN|1AART|1DMG|1CDMG	14BEXP|2RCVC|34aVULN|4BPWR|5RCR|6DMG|7AART|8LHND|9CDMG
135	32232 12653	   	175.75	ACR|3VULN|1AART|1DMG|1CDMG	14BEXP|2RCVC|34aVULN|4BPWR|5RCR|6DMG|7AART|8FEWX|9CDMG
136	31341 62151	   	175.71	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1BEXP|24DMG|3VULN|5RCVC|6RCR|7AART|8aDUR|9CDMG
137	32212 12553	   	175.65	ACR|3VULN|1AART|1DMG|1CDMG	1BEXP|2RCVC|34aVULN|5RCR|6DMG|7AART|8LHND|9CDMG
138	32212 12653	   	175.65	ACR|3VULN|1AART|1DMG|1CDMG	1BEXP|2RCVC|34aVULN|5RCR|6DMG|7AART|8FEWX|9CDMG
139	32232 12253	   	175.65	ACR|3VULN|1AART|1DMG|1CDMG	14BEXP|2RCVC|34aVULN|4BPWR|5RCR|6DMG|7AART|8DUST|9CDMG
140	32212 12253	   	175.55	ACR|3VULN|1AART|1DMG|1CDMG	1BEXP|2RCVC|34aVULN|5RCR|6DMG|7AART|8DUST|9CDMG
141	21132 62253	 * 	175.53	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG	1LHND|24DMG|34ZMB|4BPWR|5RMIN|6RCR|7AART|8DUST|9CDMG|aVULN
142	15133 52342	 * 	175.28	ACR|2VULN|1DMG|1CDMG|1FLTHEA|2DUR|1ZMB	1TLV|2RCR|3ZMB|46DUR|5CDMG|7DMG|8FLTHEA|9aVULN
143	21133 22646	   	175.27	DCR|2VULN|2DMG|1AART|2ZMB	17LHND|24DMG|34ZMB|4BPWR|5MBVNT|6AART|8RCR|9aVULN
144	31343 14531	 * 	175.22	DCR|3DMG|2VULN|2ASPD|1ZMB	157BEXP|249DMG|39VULN|69ASPD|8RCR|9BPWR|aZMB
145	21343 66122	   	175.11	DCR|3VULN|2DMG|1ZMB|1ASPD	1LHND|24DMG|359VULN|6RCR|7ASPD|8RCVC|aZMB
146	51333 65123	   	175.06	DCR|3VULN|2DMG|1CDMG|1DUR	1DUST|26DMG|356VULN|4RPLT|6BPWR|7RCR|8DUR|9RCVC|aCDMG
147	21113 15325	   	175.02	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1LHND|2aDMG|3ZMB|4VULN|5CDMG|6ASPD|7RCR|8CGEN|9AART
148	15142 23623	   	174.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1TLV|2RCR|3ZMB|4DMG|5DMSP|6AART|7CDMG|8aVULN|9DUST
149	14152 13215	 * 	174.87	ACR|2DMG|1AART|1VULN|2ZMB|2DUR|1ASPD	1TLV|24DUR|34ZMB|4BPWR|5RCR|68DMG|7VULN|9ASPD|aAART
150	21333 65532	   	174.86	DCR|3VULN|2DMG|1CDMG|1DUR	1LHND|26DMG|356VULN|4RPLT|6BPWR|7RCR|8DUR|9CDMG|aRCVC
151	52212 15311	   	174.82	ACR|3VULN|2AART|1DMG	1DUST|29RCVC|348VULN|5RCR|6DMG|7aAART
152	51341 62322	   	174.80	DCR|3VULN|3DMG	1DUST|248DMG|379VULN|5aRCVC|6RCR
153	31442 12351	   	174.45	DCR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1BEXP|29DMG|3AIRHEA|4ASPD|5DUR|6RCR|7AART|8CDMG|aVULN
154	21343 63311	   	174.42	DCR|2VULN|2DMG|1AART|1ZMB	1LHND|24DMG|35VULN|6RCR|7FEWX|8RPLT|9AART|aZMB
155	21143 25463	   	174.32	DCR|2DMG|1AART|1VULN|1FLTHEA|1ZMB|1DUR	1LHND|24DMG|3ZMB|5MBVNT|6AART|7FLTHEA|8RCR|9DUR|aVULN
156	21343 61311	   	174.32	DCR|2VULN|2DMG|1AART|1ZMB	1LHND|24DMG|35VULN|6RCR|7DUST|8RPLT|9AART|aZMB
157	15116 12253	   	174.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1TLV|2RCR|3ZMB|4aVULN|5DMSP|6DMG|7AART|8DUST|9CDMG
158	45113 11222	   	174.22	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	179CGEN|2RCR|3ZMB|49VULN|5CDMG|6ASPD|89DMG|9BPWR|aLIT
159	45113 11226	   	174.22	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	179CGEN|2RCR|3ZMB|49VULN|5CDMG|6ASPD|89DMG|9BPWR|aFEWX
160	15113 53113	   	174.19	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1TLV|2RCR|3ZMB|49aVULN|5CDMG|6DUR|7RCVC|8DMG
161	61362 16311	   	174.19	ACR|3VULN|2DMG|1AART	1DMSP|2RMIN|38MLV|478VULN|5RCR|68DMG|8BPWR|9DLOT|aAART
162	45113 11221	   	174.12	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	179CGEN|2RCR|3ZMB|49VULN|5CDMG|6ASPD|89DMG|9BPWR|aERES
163	45113 11223	   	174.12	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	179CGEN|2RCR|3ZMB|49VULN|5CDMG|6ASPD|89DMG|9BPWR|aDUST
164	45113 11225	   	174.12	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	179CGEN|2RCR|3ZMB|49VULN|5CDMG|6ASPD|89DMG|9BPWR|aDLOT
165	35232 16311	   	174.09	ACR|3VULN|2DMG|1AART	14BEXP|2DMSP|347VULN|4BPWR|5RCR|68DMG|9DLOT|aAART
166	34212 16311	   	173.99	ACR|3VULN|2DMG|1AART	12BEXP|347VULN|5RCR|68DMG|9DLOT|aAART
