0	Index      	 *	Score 	Summary	Detail	
1	13311 12343	 * 	214.74	ACR|4VULN|3DMG|1AART	1RCR|27LWND|3TLV|4579VULN|67aDMG|7BPWR|8AART
14	16233 74127	   	203.95	ACR|2VULN|2DMG|1AART|1CDMG|2DUR	1RCR|2aDUR|3RPLT|4MBVNT|5AART|6aVULN|7CDMG|8ASPD|9aDMG|aBPWR
15	51314 12325	   	202.59	ACR|3VULN|3DMG|2AART	127VULN|27BPWR|3LWND|47MLV|5RCR|679DMG|8aAART
16	51314 12341	   	202.42	ACR|5VULN|2DMG|1AART	1279aVULN|27BPWR|3LWND|47MLV|5RCR|67DMG|8AART
17	13311 12566	   	201.99	ACR|4VULN|2DMG|1CDMG|1FLTHEA	1RCR|27LWND|3TLV|4579VULN|67DMG|7BPWR|8FLTHEA|aCDMG
18	13511 12322	   	200.74	ACR|3VULN|3DMG|1AART	1RCR|27LWND|3aCGEN|457VULN|679DMG|7BPWR|8AART
19	13511 12324	   	200.74	ACR|3VULN|3DMG|1AART	1RCR|27LWND|3CGEN|457VULN|679DMG|7BPWR|8AART|aBEXP
20	13311 12322	   	200.64	ACR|3VULN|3DMG|1AART	1RCR|27LWND|3TLV|457VULN|679DMG|7BPWR|8AART|aCGEN
21	13311 12323	   	200.64	ACR|3VULN|3DMG|1AART	1RCR|27LWND|3TLV|457VULN|679DMG|7BPWR|8AART|aBEXP
22	13311 12363	   	200.64	ACR|3VULN|3DMG|1AART	1RCR|27LWND|3TLV|457VULN|67aDMG|7BPWR|8AART|9CGEN
23	13511 12313	   	200.64	ACR|3VULN|3DMG|1AART	1RCR|27LWND|3CGEN|457VULN|67aDMG|7BPWR|8AART|9ERES
24	13511 12326	   	200.64	ACR|3VULN|3DMG|1AART	1RCR|27LWND|3CGEN|457VULN|679DMG|7BPWR|8AART|aTLV
25	13311 12313	   	200.54	ACR|3VULN|3DMG|1AART	1RCR|27LWND|3TLV|457VULN|67aDMG|7BPWR|8AART|9ERES
26	13311 12326	   	200.54	ACR|3VULN|3DMG|1AART	1RCR|27LWND|3aTLV|457VULN|679DMG|7BPWR|8AART
27	56361 33232	   	200.52	ACR|3VULN|2DMG|1AART|2DUR|1ZMB	18aVULN|2LIT|38DMG|4RCR|5CGEN|6ZMB|78DUR|8BPWR|9AART
28	13311 15343	   	200.44	ACR|3VULN|3DMG|1AART	1RCR|2LWND|3TLV|459VULN|67aDMG|8AART
29	15611 11421	 * 	200.34	ACR|3VULN|2DMG|1AART|2ZMB	1RCR|28ZMB|34aVULN|5LHND|69DMG|7AART
30	13311 12521	   	199.34	ACR|3VULN|2DMG|1AART|1FLTHEA	1RCR|27LWND|3TLV|457VULN|67DMG|7BPWR|8FLTHEA|9AART|aRCVC
31	13411 12521	   	199.34	ACR|3VULN|2DMG|1AART|1FLTHEA	1RCR|27LWND|3ERES|457VULN|67DMG|7BPWR|8FLTHEA|9AART|aRCVC
32	13511 12334	   	199.19	ACR|4VULN|2DMG|1AART	1RCR|27LWND|3CGEN|457aVULN|67DMG|7BPWR|8AART|9FEWX
33	13511 12343	   	199.19	ACR|4VULN|2DMG|1AART	1RCR|27LWND|3CGEN|4579VULN|67DMG|7BPWR|8AART|aRMIN
34	13511 12346	   	199.19	ACR|4VULN|2DMG|1AART	1RCR|27LWND|3CGEN|4579VULN|67DMG|7BPWR|8AART|aBEXP
35	13511 12361	   	199.19	ACR|4VULN|2DMG|1AART	1RCR|27LWND|39CGEN|457aVULN|67DMG|7BPWR|8AART
36	13311 12334	   	199.09	ACR|4VULN|2DMG|1AART	1RCR|27LWND|3TLV|457aVULN|67DMG|7BPWR|8AART|9FEWX
37	13311 12346	   	199.09	ACR|4VULN|2DMG|1AART	1RCR|27LWND|3TLV|4579VULN|67DMG|7BPWR|8AART|aBEXP
38	13311 12366	   	199.09	ACR|4VULN|2DMG|1AART	1RCR|27LWND|3TLV|457aVULN|67DMG|7BPWR|8AART|9CGEN
39	13511 12316	   	199.09	ACR|4VULN|2DMG|1AART	1RCR|27LWND|3CGEN|457aVULN|67DMG|7BPWR|8AART|9ERES
40	13511 12342	   	199.09	ACR|4VULN|2DMG|1AART	1RCR|27LWND|3CGEN|4579VULN|67DMG|7BPWR|8AART|aTLV
41	13511 12345	   	199.09	ACR|4VULN|2DMG|1AART	1RCR|27LWND|3CGEN|4579VULN|67DMG|7BPWR|8AART|aLSRHEA
42	13311 12316	   	198.99	ACR|4VULN|2DMG|1AART	1RCR|27LWND|3TLV|457aVULN|67DMG|7BPWR|8AART|9ERES
43	13311 12342	   	198.99	ACR|4VULN|2DMG|1AART	1RCR|27LWND|3aTLV|4579VULN|67DMG|7BPWR|8AART
44	13311 12345	   	198.99	ACR|4VULN|2DMG|1AART	1RCR|27LWND|3TLV|4579VULN|67DMG|7BPWR|8AART|aLSRHEA
45	13511 15341	   	198.99	ACR|4VULN|2DMG|1AART	1RCR|2LWND|3CGEN|459aVULN|67DMG|8AART
46	13311 15341	   	198.89	ACR|4VULN|2DMG|1AART	1RCR|2LWND|3TLV|459aVULN|67DMG|8AART
47	13511 12333	   	198.74	ACR|3VULN|2DMG|1AART|1CDMG	1RCR|27LWND|3CGEN|457VULN|67DMG|7BPWR|8AART|9FEWX|aCDMG
48	13311 12333	   	198.64	ACR|3VULN|2DMG|1AART|1CDMG	1RCR|27LWND|3TLV|457VULN|67DMG|7BPWR|8AART|9FEWX|aCDMG
49	13311 12614	   	198.52	ACR|5VULN|2DMG|1ZMB	1RCR|27LWND|3TLV|4579aVULN|67DMG|7BPWR|8ZMB
50	13411 12614	   	198.52	ACR|5VULN|2DMG|1ZMB	1RCR|27LWND|3ERES|4579aVULN|67DMG|7BPWR|8ZMB
51	12354 51322	   	198.44	ACR|3VULN|2DMG|2AART	1RCR|259LIT|39DMG|469VULN|78AART|9BPWR|aRCVC
52	15611 11321	   	198.39	ACR|3VULN|2DMG|1AART|1ZMB	1RCR|2ZMB|34aVULN|5LHND|69DMG|7AART|8RCVC
53	13511 12553	   	198.14	ACR|3VULN|2DMG|1AART|1CDMG	1RCR|27aLWND|3CGEN|457VULN|67DMG|7BPWR|8CDMG|9AART
54	51314 12321	   	198.08	ACR|3VULN|3DMG|1AART	127VULN|27BPWR|3LWND|47MLV|5RCR|679DMG|8AART|aASPD
55	51364 12321	   	198.08	ACR|3VULN|3DMG|1AART	127VULN|27BPWR|3LWND|47CGEN|5RCR|679DMG|8AART|aASPD
56	51364 12323	   	198.08	ACR|3VULN|3DMG|1AART	127VULN|27BPWR|3LWND|47CGEN|5RCR|679DMG|8AART|aDUR
57	13311 12522	   	198.04	ACR|3VULN|2DMG|1AART|1FLTHEA	1RCR|27LWND|3TLV|457VULN|67DMG|7BPWR|8FLTHEA|9AART|aCGEN
58	13311 12524	   	198.04	ACR|3VULN|2DMG|1AART|1FLTHEA	1RCR|27LWND|3TLV|457VULN|67DMG|7BPWR|8FLTHEA|9AART|aMLV
59	13411 12522	   	198.04	ACR|3VULN|2DMG|1AART|1FLTHEA	1RCR|27LWND|3ERES|457VULN|67DMG|7BPWR|8FLTHEA|9AART|aCGEN
60	13411 12524	   	198.04	ACR|3VULN|2DMG|1AART|1FLTHEA	1RCR|27LWND|3ERES|457VULN|67DMG|7BPWR|8FLTHEA|9AART|aMLV
61	13511 12551	   	198.04	ACR|3VULN|2DMG|1AART|1CDMG	1RCR|27LWND|3CGEN|457VULN|67DMG|7BPWR|8CDMG|9AART|aERES
62	13311 12526	   	197.94	ACR|3VULN|2DMG|1AART|1FLTHEA	1RCR|27LWND|3aTLV|457VULN|67DMG|7BPWR|8FLTHEA|9AART
63	13411 12526	   	197.94	ACR|3VULN|2DMG|1AART|1FLTHEA	1RCR|27LWND|3ERES|457VULN|67DMG|7BPWR|8FLTHEA|9AART|aTLV
64	13413 12525	   	197.94	ACR|3VULN|2DMG|1AART|1FLTHEA	1RCR|27LWND|35ERES|47aVULN|67DMG|7BPWR|8FLTHEA|9AART
65	13311 15525	   	197.84	ACR|3VULN|2DMG|1AART|1FLTHEA	1RCR|2LWND|3TLV|45aVULN|67DMG|8FLTHEA|9AART
66	13511 12562	   	197.54	ACR|3VULN|2DMG|1AART|1CDMG	1RCR|27LWND|3CGEN|457VULN|67DMG|7BPWR|8CDMG|9LIT|aAART
67	13411 12152	   	197.44	ACR|3VULN|2DMG|1AART|1CDMG	1RCR|27LWND|3ERES|457VULN|67DMG|7BPWR|8LIT|9CDMG|aAART
68	12354 51323	   	197.13	ACR|3VULN|2DMG|2AART	1RCR|259LIT|39DMG|469VULN|78AART|9BPWR|aLHND
69	13511 11453	   	196.49	ACR|3VULN|2DMG|1AART|1ZMB	1RCR|2LWND|3CGEN|459VULN|6aDMG|7AART|8ZMB
70	13311 11433	   	196.39	ACR|3VULN|2DMG|1AART|1ZMB	1RCR|2LWND|3TLV|459VULN|6aDMG|7AART|8ZMB
71	13411 11433	   	196.39	ACR|3VULN|2DMG|1AART|1ZMB	1RCR|2LWND|3ERES|459VULN|6aDMG|7AART|8ZMB
72	13511 15325	   	196.33	ACR|3DMG|2VULN|2AART	1RCR|2LWND|3CGEN|45VULN|679DMG|8aAART
73	13311 15325	   	196.23	ACR|3DMG|2VULN|2AART	1RCR|2LWND|3TLV|45VULN|679DMG|8aAART
74	13311 12364	   	195.99	ACR|3VULN|2DMG|1AART|1ZMB	1RCR|27LWND|3TLV|457VULN|67DMG|7BPWR|8AART|9CGEN|aZMB
75	13511 12314	   	195.99	ACR|3VULN|2DMG|1AART|1ZMB	1RCR|27LWND|3CGEN|457VULN|67DMG|7BPWR|8AART|9ERES|aZMB
76	13311 12314	   	195.89	ACR|3VULN|2DMG|1AART|1ZMB	1RCR|27LWND|3TLV|457VULN|67DMG|7BPWR|8AART|9ERES|aZMB
77	36121 51243	 * 	195.82	DCR|3VULN|3DMG|1AART	18aDMG|28TLV|3MLV|4ERES|589VULN|6RCR|7AART|8BPWR
78	16313 53226	   	195.82	ACR|2VULN|2DMG|1AART|1CDMG|2DUR	1RCR|2aDUR|3TLV|4aVULN|5CDMG|6BEXP|7AART|8RPLT|9aDMG|aBPWR
79	16313 23226	   	195.72	ACR|2VULN|2DMG|1AART|1CDMG|2DUR	1RCR|2aDUR|3TLV|4aVULN|5CDMG|6DUST|7AART|8RPLT|9aDMG|aBPWR
80	13311 12563	   	195.27	ACR|4VULN|2DMG|1FLTHEA	1RCR|27LWND|3TLV|4579VULN|67DMG|7BPWR|8FLTHEA|aDUR
81	13411 12563	   	195.27	ACR|4VULN|2DMG|1FLTHEA	1RCR|27LWND|3ERES|4579VULN|67DMG|7BPWR|8FLTHEA|aDUR
82	32614 32316	   	195.23	ACR|4VULN|2DMG|1AART	17DMG|2ERES|3679VULN|47MLV|5RCR|7BPWR|8DUR|aAART
83	11163 25126	   	195.19	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	1RCR|2aBEXP|3DUST|4aVULN|5RPLT|6AART|7ZMB|8CDMG|9aDMG|aBPWR
84	31451 23523	 * 	195.00	DCR|3DMG|2VULN|3ZMB|1CDMG	18aDMG|26aZMB|3BELT|4CDMG|5ERES|7RCR|9aVULN|aBPWR
85	15611 11341	   	194.91	ACR|4VULN|1AART|1DMG|1ZMB	1RCR|2ZMB|349aVULN|5LHND|6DMG|7AART|8RCVC
86	36121 51241	 * 	194.27	DCR|4VULN|2DMG|1AART	18DMG|28TLV|3MLV|4ERES|589aVULN|6RCR|7AART|8BPWR
87	31613 15421	   	194.22	DCR|4VULN|2DMG|1CDMG|1ZMB	19DMG|2ZMB|379aVULN|4MLV|5CDMG|6RCR|89CGEN|9BPWR
88	16513 13513	   	193.51	ACR|3VULN|2DMG|1CDMG|2DUR	1RCR|29DUR|3CGEN|49aVULN|5CDMG|6RPLT|7ASPD|89DMG|9BPWR
89	16313 13513	   	193.41	ACR|3VULN|2DMG|1CDMG|2DUR	1RCR|29DUR|3TLV|49aVULN|5CDMG|6RPLT|7ASPD|89DMG|9BPWR
90	31442 36332	   	193.21	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	16DMG|2ZMB|3BELT|49VULN|5CDMG|7RCR|8AART|aDUR
91	31452 36332	   	193.21	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	16DMG|2ZMB|3BELT|4CDMG|59VULN|7RCR|8AART|aDUR
92	31662 36332	   	193.21	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	16DMG|2ZMB|39VULN|4BELT|5CDMG|7RCR|8AART|aDUR
93	31442 36322	   	193.21	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	16DMG|2ZMB|3BELT|4aVULN|5CDMG|7RCR|8AART|9ASPD
94	31452 36322	   	193.21	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	16DMG|2ZMB|3BELT|4CDMG|5aVULN|7RCR|8AART|9ASPD
95	31662 36322	   	193.21	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	16DMG|2ZMB|3aVULN|4BELT|5CDMG|7RCR|8AART|9ASPD
96	13311 12616	   	192.63	ACR|4VULN|2DMG|1ZMB	1RCR|27LWND|3TLV|4579VULN|67DMG|7BPWR|8ZMB|aDUR
97	13411 12616	   	192.63	ACR|4VULN|2DMG|1ZMB	1RCR|27LWND|3ERES|4579VULN|67DMG|7BPWR|8ZMB|aDUR
98	13511 11442	   	192.55	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2LWND|3CGEN|45aVULN|6DMG|7AART|8ZMB|9CDMG
99	13311 11442	   	192.45	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2LWND|3TLV|45aVULN|6DMG|7AART|8ZMB|9CDMG
100	13411 11442	   	192.45	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2LWND|3ERES|45aVULN|6DMG|7AART|8ZMB|9CDMG
101	16412 13413	   	192.39	ACR|3VULN|3DMG|3DUR	1RCR|29aDUR|3ERES|49aVULN|58LWND|6DUST|79aDMG|9aBPWR
102	16161 43113	   	192.29	ACR|3VULN|3DMG|3DUR	1RCR|29aDUR|3DUST|49aVULN|5LWND|68ERES|79aDMG|9aBPWR
103	16161 43313	   	192.29	ACR|3VULN|3DMG|3DUR	1RCR|29aDUR|38DUST|49aVULN|5LWND|6ERES|79aDMG|9aBPWR
104	16412 13113	   	192.29	ACR|3VULN|3DMG|3DUR	1RCR|29aDUR|38ERES|49aVULN|5LWND|6DUST|79aDMG|9aBPWR
105	16412 13313	   	192.29	ACR|3VULN|3DMG|3DUR	1RCR|29aDUR|3ERES|49aVULN|5LWND|68DUST|79aDMG|9aBPWR
106	12366 53132	   	192.18	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2LIT|3DMG|4ZMB|5ASPD|69aVULN|7DUR|8AART
107	13511 15321	   	191.83	ACR|3DMG|2VULN|1AART	1RCR|2LWND|3CGEN|45VULN|679DMG|8AART|aASPD
108	13511 15323	   	191.83	ACR|3DMG|2VULN|1AART	1RCR|2LWND|3CGEN|45VULN|679DMG|8AART|aDUR
109	11253 63126	   	191.82	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2aBEXP|3RPLT|4FEWX|5AART|6aVULN|7CDMG|8ASPD|9aDMG|aBPWR
110	13311 15321	   	191.73	ACR|3DMG|2VULN|1AART	1RCR|2LWND|3TLV|45VULN|679DMG|8AART|aASPD
111	11153 63126	   	191.72	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2aBEXP|3DUST|4RPLT|5AART|6aVULN|7CDMG|8ASPD|9aDMG|aBPWR
112	13233 74177	   	191.72	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2aLWND|3RPLT|4MBVNT|5AART|6aVULN|7CDMG|8ASPD|9aDMG|aBPWR
113	51314 12322	   	191.14	ACR|3VULN|3DMG|1AART	127VULN|27BPWR|3LWND|47MLV|5RCR|679DMG|8AART|aCGEN
114	51314 12323	   	191.14	ACR|3VULN|3DMG|1AART	127VULN|27BPWR|3LWND|47MLV|5RCR|679DMG|8AART|aBEXP
115	51314 12363	   	191.14	ACR|3VULN|3DMG|1AART	127VULN|27BPWR|3LWND|47MLV|5RCR|67aDMG|8AART|9CGEN
116	51364 12322	   	191.14	ACR|3VULN|3DMG|1AART	127VULN|27BPWR|3LWND|47aCGEN|5RCR|679DMG|8AART
117	11163 23126	   	191.12	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2aBEXP|3DUST|4aVULN|5RPLT|6AART|7CDMG|8ASPD|9aDMG|aBPWR
118	15613 13216	   	191.10	ACR|4VULN|1AART|1DMG|1ZMB	1RCR|2ZMB|3489VULN|5BEXP|6DMG|7ERES|aAART
119	51314 12313	   	191.04	ACR|3VULN|3DMG|1AART	127VULN|27BPWR|3LWND|47MLV|5RCR|67aDMG|8AART|9ERES
120	51314 12326	   	191.04	ACR|3VULN|3DMG|1AART	127VULN|27BPWR|3LWND|47MLV|5RCR|679DMG|8AART|aTLV
121	51364 12313	   	191.04	ACR|3VULN|3DMG|1AART	127VULN|27BPWR|3LWND|47CGEN|5RCR|67aDMG|8AART|9ERES
122	13511 12424	   	190.64	ACR|4VULN|3DMG	1RCR|27aLWND|389CGEN|457aVULN|67aDMG|7aBPWR
123	11412 16513	   	190.44	ACR|4VULN|3DMG	1RCR|29aBEXP|3ERES|479aVULN|5LWND|6DUST|89aDMG|9aBPWR
124	13511 12463	   	190.44	ACR|4VULN|3DMG	1RCR|27LWND|38CGEN|457aVULN|679DMG|7BPWR
125	12351 33232	   	190.13	ACR|3VULN|1AART|1DMG|2DUR|1ZMB	1RCR|28LIT|3DMG|48aVULN|5CGEN|6ZMB|78DUR|8BPWR|9AART
126	13511 12642	   	189.99	ACR|3VULN|3DMG|1CDMG	1RCR|27LWND|3CGEN|457VULN|679DMG|7BPWR|8LHND|aCDMG
127	13411 12342	   	189.89	ACR|3VULN|3DMG|1CDMG	1RCR|27LWND|3ERES|457VULN|679DMG|7BPWR|8FEWX|aCDMG
128	13411 12512	   	189.89	ACR|3VULN|3DMG|1FLTHEA	1RCR|27LWND|3ERES|457VULN|67aDMG|7BPWR|8FLTHEA|9RMIN
129	13411 12542	   	189.89	ACR|3VULN|3DMG|1FLTHEA	1RCR|27LWND|3ERES|457VULN|67aDMG|7BPWR|8FLTHEA|9MLV
130	51314 12521	   	189.84	ACR|3VULN|2DMG|1AART|1FLTHEA	127VULN|27BPWR|3LWND|47MLV|5RCR|67DMG|8FLTHEA|9AART|aRCVC
131	13413 12562	   	189.79	ACR|3VULN|3DMG|1FLTHEA	1RCR|27LWND|35ERES|479VULN|67aDMG|7BPWR|8FLTHEA
132	13311 15562	   	189.69	ACR|3VULN|3DMG|1FLTHEA	1RCR|2LWND|3TLV|459VULN|67aDMG|8FLTHEA
133	15611 12532	 * 	189.64	ACR|4VULN|2DMG|2ZMB	1RCR|29ZMB|3489VULN|5LHND|6aDMG|79LSRICY|9BPWR
134	13311 12565	   	189.64	ACR|4VULN|2DMG|1FLTHEA	1RCR|27LWND|3TLV|4579VULN|67DMG|7BPWR|8FLTHEA|aRCVC
135	51314 12334	   	189.59	ACR|4VULN|2DMG|1AART	127aVULN|27BPWR|3LWND|47MLV|5RCR|67DMG|8AART|9FEWX
136	51314 12343	   	189.59	ACR|4VULN|2DMG|1AART	1279VULN|27BPWR|3LWND|47MLV|5RCR|67DMG|8AART|aRMIN
137	16233 77124	   	189.59	ACR|3DMG|1AART|1VULN|1CDMG	1RCR|2DUR|3RPLT|4MBVNT|5AART|6VULN|79aDMG|8CDMG
138	51314 12316	   	189.49	ACR|4VULN|2DMG|1AART	127aVULN|27BPWR|3LWND|47MLV|5RCR|67DMG|8AART|9ERES
139	51314 12342	   	189.49	ACR|4VULN|2DMG|1AART	1279VULN|27BPWR|3LWND|47MLV|5RCR|67DMG|8AART|aTLV
140	51364 12333	   	189.14	ACR|3VULN|2DMG|1AART|1CDMG	127VULN|27BPWR|3LWND|47CGEN|5RCR|67DMG|8AART|9FEWX|aCDMG
141	15613 12242	 * 	189.07	ACR|3VULN|2DMG|3ZMB	1RCR|28aZMB|348VULN|5BEXP|69DMG|78LHND|8BPWR
142	15622 33513	   	188.75	ACR|2VULN|2DMG|1CDMG|2DUR|1ZMB	1RCR|2ZMB|39VULN|4ERES|5LHND|69DUR|7ASPD|89DMG|9BPWR|aCDMG
143	51314 12522	   	188.54	ACR|3VULN|2DMG|1AART|1FLTHEA	127VULN|27BPWR|3LWND|47MLV|5RCR|67DMG|8FLTHEA|9AART|aCGEN
144	16311 11364	   	188.47	ACR|3VULN|3DMG|2DUR	1RCR|2aDUR|3TLV|45aVULN|69aDMG|78DMSP|aBPWR
145	16311 32514	   	188.47	ACR|3VULN|3DMG|2DUR	1RCR|29DUR|3TLV|459VULN|6LHND|7LWND|89aDMG|9BPWR
146	16161 23314	   	188.47	ACR|3VULN|3DMG|2DUR	1RCR|29DUR|3DUST|489VULN|5LWND|6CGEN|79aDMG|9BPWR
147	16512 13314	   	188.47	ACR|3VULN|3DMG|2DUR	1RCR|29DUR|3CGEN|489VULN|5LWND|6DUST|79aDMG|9BPWR
148	13511 12531	   	188.44	ACR|4VULN|2DMG|1CDMG	1RCR|27LWND|3CGEN|457aVULN|67DMG|7BPWR|8CDMG|9DMSP
149	13511 12542	   	188.44	ACR|4VULN|2DMG|1CDMG	1RCR|27LWND|3CGEN|457aVULN|67DMG|7BPWR|8CDMG|9RMIN
150	16312 13314	   	188.37	ACR|3VULN|3DMG|2DUR	1RCR|29DUR|3TLV|489VULN|5LWND|6DUST|79aDMG|9BPWR
151	13311 12561	   	188.34	ACR|4VULN|2DMG|1FLTHEA	1RCR|27LWND|3TLV|4579VULN|67DMG|7BPWR|8FLTHEA|aBEXP
152	13411 12561	   	188.34	ACR|4VULN|2DMG|1FLTHEA	1RCR|27LWND|3ERES|4579VULN|67DMG|7BPWR|8FLTHEA|aBEXP
153	32614 32216	   	188.19	ACR|4VULN|2DMG|1AART	17DMG|2ERES|3679VULN|47MLV|5RCR|7BPWR|8DUST|aAART
154	31451 33523	 * 	187.78	DCR|3DMG|2VULN|2CDMG|2ZMB	18aDMG|2aZMB|3BELT|46CDMG|5ERES|7RCR|9aVULN|aBPWR
155	22614 23513	   	187.58	ACR|4VULN|3DMG	19aDUST|2ERES|349aVULN|5RCR|6DUR|7LHND|89aDMG|9aBPWR
156	12351 33225	   	187.53	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	1RCR|28LIT|3DMG|48VULN|5CGEN|6ZMB|78DUR|8BPWR|9CDMG|aAART
157	13311 12414	   	187.51	ACR|5VULN|2DMG	1RCR|27LWND|3TLV|4579aVULN|67DMG|7BPWR|8CGEN
158	13411 12414	   	187.51	ACR|5VULN|2DMG	1RCR|27LWND|3ERES|4579aVULN|67DMG|7BPWR|8CGEN
159	13511 12214	   	187.51	ACR|5VULN|2DMG	1RCR|27LWND|3CGEN|4579aVULN|67DMG|7BPWR|8ERES
160	34263 31341	   	187.45	DCR|4VULN|2DMG|1FLTHEA	1aDMG|2DUR|3aCANSTR|4FLTHEA|5ERES|689aVULN|7RCR|aBPWR
161	13311 12214	   	187.41	ACR|5VULN|2DMG	1RCR|27LWND|3TLV|4579aVULN|67DMG|7BPWR|8ERES
162	13511 11321	   	187.39	ACR|3VULN|2DMG|1AART	1RCR|2LWND|3CGEN|45aVULN|69DMG|7AART|8RCVC
163	16233 71743	   	187.39	ACR|3VULN|2AART|1DMG	1RCR|2DUR|3RPLT|4MBVNT|57AART|689VULN|aDMG
164	13311 11343	   	187.29	ACR|3VULN|2DMG|1AART	1RCR|2LWND|3TLV|459VULN|6aDMG|7AART|8RCVC
165	13311 11321	   	187.29	ACR|3VULN|2DMG|1AART	1RCR|2LWND|3TLV|45aVULN|69DMG|7AART|8RCVC
166	13311 11323	   	187.29	ACR|3DMG|2VULN|1AART	1RCR|2LWND|3TLV|45VULN|69aDMG|7AART|8RCVC
167	15431 52323	   	187.09	ACR|2VULN|2DMG|1AART|2ZMB	1RCR|27ZMB|3CGEN|47LWND|5RCVC|67VULN|7BPWR|8AART|9aDMG
168	31442 36323	 * 	187.07	DCR|2DMG|2AART|1VULN|1CDMG|1ZMB	16DMG|2ZMB|3BELT|4VULN|5CDMG|7RCR|8aAART|9ASPD
169	31452 36323	   	187.07	DCR|2DMG|2AART|1VULN|1CDMG|1ZMB	16DMG|2ZMB|3BELT|4CDMG|5VULN|7RCR|8aAART|9ASPD
170	31662 36323	   	187.07	DCR|2DMG|2AART|1VULN|1CDMG|1ZMB	16DMG|2ZMB|3VULN|4BELT|5CDMG|7RCR|8aAART|9ASPD
171	16311 16216	   	187.04	ACR|4VULN|1AART|1DMG	1RCR|2DUR|3TLV|4589VULN|6DMG|7RMIN|aAART
172	16511 13216	   	187.04	ACR|4VULN|1AART|1DMG	1RCR|2DUR|3CGEN|4589VULN|6DMG|7ERES|aAART
173	16311 13216	   	186.94	ACR|4VULN|1AART|1DMG	1RCR|2DUR|3TLV|4589VULN|6DMG|7ERES|aAART
174	16311 32513	   	186.92	ACR|4VULN|2DMG|2DUR	1RCR|29DUR|3TLV|459aVULN|6LHND|7LWND|89DMG|9BPWR
175	16311 36513	   	186.92	ACR|4VULN|2DMG|2DUR	1RCR|29DUR|3TLV|459aVULN|6LHND|7FEWX|89DMG|9BPWR
176	51314 11433	   	186.89	ACR|3VULN|2DMG|1AART|1ZMB	129VULN|2BPWR|3LWND|4MLV|5RCR|6aDMG|7AART|8ZMB
177	12623 56232	   	186.44	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2LIT|39aVULN|4DUR|5ZMB|6AART|7DMG|8MLV
178	51314 12314	   	186.39	ACR|3VULN|2DMG|1AART|1ZMB	127VULN|27BPWR|3LWND|47MLV|5RCR|67DMG|8AART|9ERES|aZMB
