0	Index      	 *	Score 	Summary	Detail	
1	13232 63142	 * 	333.87	ACR|5VULN|2TLV|1AEFBLL|1DMG	14789VULN|23TLV|5RCR|6DMG|aAEFBLL
64	13232 64122	   	311.97	ACR|3VULN|2TLV|2DMG|1AEBURN	148VULN|23TLV|5RCR|6aDMG|7AEBURN|9ERES
65	13232 65122	   	311.97	ACR|3VULN|2TLV|2DMG|1AEPOI	148VULN|23TLV|5RCR|6aDMG|7AEPOI|9ERES
66	13232 32235	   	311.52	ACR|3VULN|2TLV|2ASPD|1AEFBLL|1AART	147VULN|23TLV|5RCR|6AEFBLL|89ASPD|aAART
67	13232 54135	   	311.52	ACR|3VULN|2TLV|2ASPD|1AEBURN|1AART	148VULN|23TLV|5RCR|69ASPD|7AEBURN|aAART
68	13232 55135	   	311.52	ACR|3VULN|2TLV|2ASPD|1AEPOI|1AART	148VULN|23TLV|5RCR|69ASPD|7AEPOI|aAART
69	13243 23143	 * 	310.91	DCR|3TLV|3VULN|2ASPD	169VULN|239TLV|4RPLT|5ZMB|7DUR|89ASPD|9BPWR|aRCR
70	13232 32443	   	309.34	ACR|4VULN|2TLV|1AEFBLL	1479VULN|23TLV|5RCR|6AEFBLL|8ZMB|aRAT
71	13232 32561	   	309.28	ACR|3VULN|2TLV|2AART|1AEFBLL|1CDMG	147VULN|23TLV|5RCR|6AEFBLL|8aAART|9CDMG
72	13232 32116	   	309.22	ACR|4VULN|3TLV|2AEFBLL	147aVULN|239TLV|5RCR|6aAEFBLL|8aFEWX|aBPWR
73	13232 32241	   	309.12	ACR|4VULN|2TLV|1AEFBLL|1ASPD	1479VULN|23TLV|5RCR|6AEFBLL|8ASPD|aLHND
74	13232 53152	   	309.12	ACR|4VULN|2TLV|1DMG|1ASPD	1478VULN|23TLV|5RCR|6ASPD|9AME|aDMG
75	13232 53161	   	309.12	ACR|4VULN|2TLV|1AEBURN|1ASPD	1478VULN|23TLV|5RCR|6ASPD|9AEBURN|aLHND
76	13232 54141	   	309.12	ACR|4VULN|2TLV|1AEBURN|1ASPD	1489VULN|23TLV|5RCR|6ASPD|7AEBURN|aLHND
77	13232 55141	   	309.12	ACR|4VULN|2TLV|1AEPOI|1ASPD	1489VULN|23TLV|5RCR|6ASPD|7AEPOI|aLHND
78	13232 63131	   	309.12	ACR|4VULN|2TLV|1DMG|1ASPD	1478VULN|23TLV|5RCR|6DMG|9ASPD|aRCVC
79	13232 63135	   	309.12	ACR|4VULN|2TLV|1DMG|1ASPD	1478VULN|23TLV|5RCR|6DMG|9ASPD|aRMIN
80	13232 63136	   	309.12	ACR|4VULN|2TLV|1DMG|1ASPD	1478VULN|23TLV|5RCR|6DMG|9ASPD|aMLV
81	13232 63154	   	309.12	ACR|4VULN|2TLV|1DMG|1CDMG	1478VULN|23TLV|5RCR|6DMG|9AME|aCDMG
82	23332 63346	   	309.12	ACR|4VULN|2TLV|1DMG|2RAT	1RCVC|247aVULN|3aTLV|5RCR|6DMG|8DUST|9aRAT|aBPWR
83	12332 63346	   	309.02	ACR|4VULN|2TLV|1DMG|2RAT	147aVULN|2AEFRZ|3aTLV|5RCR|6DMG|8DUST|9aRAT|aBPWR
84	13232 32242	   	309.02	ACR|4VULN|2TLV|1AEFBLL|1ASPD	1479VULN|23TLV|5RCR|6AEFBLL|8ASPD|aAEFRZ
85	13232 32244	   	309.02	ACR|4VULN|2TLV|1AEFBLL|1ASPD	1479VULN|23TLV|5RCR|6AEFBLL|8ASPD|aSPLJET
86	13232 32246	   	309.02	ACR|4VULN|2TLV|1AEFBLL|1ASPD	1479VULN|23TLV|5RCR|6AEFBLL|8ASPD|aDUST
87	13232 53113	   	309.02	ACR|4VULN|2TLV|1AEBURN|1ASPD	1478VULN|23TLV|5RCR|6ASPD|9MDPS|aAEBURN
88	13232 53122	   	309.02	ACR|4VULN|2TLV|1DMG|1ASPD	1478VULN|23TLV|5RCR|6ASPD|9ERES|aDMG
89	13232 53162	   	309.02	ACR|4VULN|2TLV|1AEBURN|1ASPD	1478VULN|23TLV|5RCR|6ASPD|9AEBURN|aAEFRZ
90	13232 53164	   	309.02	ACR|4VULN|2TLV|1AEBURN|1ASPD	1478VULN|23TLV|5RCR|6ASPD|9AEBURN|aSPLJET
91	13232 53166	   	309.02	ACR|4VULN|2TLV|1AEBURN|1ASPD	1478VULN|23TLV|5RCR|6ASPD|9AEBURN|aDUST
92	13232 54142	   	309.02	ACR|4VULN|2TLV|1AEBURN|1ASPD	1489VULN|23TLV|5RCR|6ASPD|7AEBURN|aAEFRZ
93	13232 55142	   	309.02	ACR|4VULN|2TLV|1AEPOI|1ASPD	1489VULN|23TLV|5RCR|6ASPD|7AEPOI|aAEFRZ
94	13232 63124	   	309.02	ACR|4VULN|2TLV|1DMG|1CDMG	1478VULN|23TLV|5RCR|6DMG|9ERES|aCDMG
95	13232 63133	   	309.02	ACR|4VULN|2TLV|1DMG|1ASPD	1478VULN|23TLV|5RCR|6DMG|9ASPD|aERES
96	13232 32542	   	308.73	ACR|3VULN|2TLV|1AEFBLL|1ASPD|1AART	147VULN|23TLV|5RCR|6AEFBLL|8AART|9DUR|aASPD
97	13232 32544	   	308.73	ACR|3VULN|2TLV|1AEFBLL|1CDMG|1AART	147VULN|23TLV|5RCR|6AEFBLL|8AART|9DUR|aCDMG
98	13232 32434	   	308.66	ACR|3VULN|2TLV|1AEFBLL|1ASPD|1CDMG	147VULN|23TLV|5RCR|6AEFBLL|8ZMB|9ASPD|aCDMG
99	13232 53133	   	308.45	ACR|4VULN|2TLV|2ASPD	1478VULN|23TLV|5RCR|69ASPD|aRAT
100	42322 52242	   	308.38	ACR|3TLV|2VULN|2ASPD|1AEFBLL|2DUR	17DUR|2AEFBLL|347TLV|5RCR|67ASPD|7BPWR|8aVULN|9FEWX
101	43322 52242	   	308.38	ACR|3TLV|2VULN|2ASPD|1AEBURN|2DUR	17DUR|2AEBURN|347TLV|5RCR|67ASPD|7BPWR|8aVULN|9FEWX
102	42322 52236	   	308.25	ACR|3TLV|1VULN|2ASPD|1AEFBLL|1DMG|2DUR	17DUR|2AEFBLL|347TLV|5RCR|67ASPD|7BPWR|8VULN|9DMG|aNUKE
103	43322 52236	   	308.25	ACR|3TLV|1VULN|2ASPD|1DMG|1AEBURN|2DUR	17DUR|2AEBURN|347TLV|5RCR|67ASPD|7BPWR|8VULN|9DMG|aNUKE
104	13232 32136	   	308.13	ACR|3VULN|2TLV|1AEFBLL|1DMG|1ASPD	147VULN|23TLV|5RCR|6AEFBLL|8FEWX|9ASPD|aDMG
105	13232 32252	   	308.13	ACR|3VULN|2TLV|1AEFBLL|1DMG|1ASPD	147VULN|23TLV|5RCR|6AEFBLL|8ASPD|9AME|aDMG
106	13232 32632	   	308.13	ACR|3VULN|2TLV|1AEFBLL|1DMG|1ASPD	147VULN|23TLV|5RCR|6AEFBLL|8MLV|9ASPD|aDMG
107	13232 36132	   	308.13	ACR|3VULN|2TLV|1AEFBLL|1DMG|1ASPD	148VULN|23TLV|5RCR|6AEFBLL|7AME|9ASPD|aDMG
108	13232 54152	   	308.13	ACR|3VULN|2TLV|1DMG|1AEBURN|1ASPD	148VULN|23TLV|5RCR|6ASPD|7AEBURN|9AME|aDMG
109	13232 55152	   	308.13	ACR|3VULN|2TLV|1DMG|1AEPOI|1ASPD	148VULN|23TLV|5RCR|6ASPD|7AEPOI|9AME|aDMG
110	13232 64131	   	308.13	ACR|3VULN|2TLV|1DMG|1AEBURN|1ASPD	148VULN|23TLV|5RCR|6DMG|7AEBURN|9ASPD|aRCVC
111	13232 64135	   	308.13	ACR|3VULN|2TLV|1DMG|1AEBURN|1ASPD	148VULN|23TLV|5RCR|6DMG|7AEBURN|9ASPD|aRMIN
112	13232 64136	   	308.13	ACR|3VULN|2TLV|1DMG|1AEBURN|1ASPD	148VULN|23TLV|5RCR|6DMG|7AEBURN|9ASPD|aMLV
113	13232 65131	   	308.13	ACR|3VULN|2TLV|1DMG|1AEPOI|1ASPD	148VULN|23TLV|5RCR|6DMG|7AEPOI|9ASPD|aRCVC
114	13232 65135	   	308.13	ACR|3VULN|2TLV|1DMG|1AEPOI|1ASPD	148VULN|23TLV|5RCR|6DMG|7AEPOI|9ASPD|aRMIN
115	13232 65136	   	308.13	ACR|3VULN|2TLV|1DMG|1AEPOI|1ASPD	148VULN|23TLV|5RCR|6DMG|7AEPOI|9ASPD|aMLV
116	13232 63553	   	308.13	ACR|3TLV|3VULN|1DMG|1AEBURN	147VULN|239TLV|5RCR|6DMG|8CGEN|aAEBURN
117	13232 63613	   	308.13	ACR|3TLV|3VULN|1DMG|1AEBURN	147VULN|239TLV|5RCR|6DMG|8AME|aAEBURN
118	13232 32222	   	308.03	ACR|3VULN|2TLV|1AEFBLL|1DMG|1ASPD	147VULN|23TLV|5RCR|6AEFBLL|8ASPD|9ERES|aDMG
119	13232 53213	   	308.03	ACR|3VULN|2TLV|1DMG|1AEBURN|1ASPD	147VULN|23TLV|5RCR|6ASPD|8MDPS|9DMG|aAEBURN
120	13232 54122	   	308.03	ACR|3VULN|2TLV|1DMG|1AEBURN|1ASPD	148VULN|23TLV|5RCR|6ASPD|7AEBURN|9ERES|aDMG
121	13232 55122	   	308.03	ACR|3VULN|2TLV|1DMG|1AEPOI|1ASPD	148VULN|23TLV|5RCR|6ASPD|7AEPOI|9ERES|aDMG
122	13232 64124	   	308.03	ACR|3VULN|2TLV|1DMG|1AEBURN|1CDMG	148VULN|23TLV|5RCR|6DMG|7AEBURN|9ERES|aCDMG
123	13232 64133	   	308.03	ACR|3VULN|2TLV|1DMG|1AEBURN|1ASPD	148VULN|23TLV|5RCR|6DMG|7AEBURN|9ASPD|aERES
124	13232 65124	   	308.03	ACR|3VULN|2TLV|1DMG|1AEPOI|1CDMG	148VULN|23TLV|5RCR|6DMG|7AEPOI|9ERES|aCDMG
125	13232 65133	   	308.03	ACR|3VULN|2TLV|1DMG|1AEPOI|1ASPD	148VULN|23TLV|5RCR|6DMG|7AEPOI|9ASPD|aERES
126	23332 63142	   	307.67	ACR|5VULN|1TLV|1AEFBLL|1DMG	1RCVC|24789VULN|3TLV|5RCR|6DMG|aAEFBLL
127	12332 63142	   	307.57	ACR|5VULN|1TLV|1AEFBLL|1DMG	14789VULN|2AEFRZ|3TLV|5RCR|6DMG|aAEFBLL
128	13232 32233	   	307.46	ACR|3VULN|2TLV|2ASPD|1AEFBLL	147VULN|23TLV|5RCR|6AEFBLL|89ASPD|aRAT
129	13232 54133	   	307.46	ACR|3VULN|2TLV|2ASPD|1AEBURN	148VULN|23TLV|5RCR|69ASPD|7AEBURN|aRAT
130	13232 55133	   	307.46	ACR|3VULN|2TLV|2ASPD|1AEPOI	148VULN|23TLV|5RCR|69ASPD|7AEPOI|aRAT
131	13232 53143	   	307.40	ACR|5VULN|2TLV|1ASPD	14789VULN|23TLV|5RCR|6ASPD|aAME
132	13232 53141	   	307.30	ACR|5VULN|2TLV|1ASPD	14789VULN|23TLV|5RCR|6ASPD|aDUST
133	13232 53145	   	307.30	ACR|5VULN|2TLV|1ASPD	14789VULN|23TLV|5RCR|6ASPD|aERES
134	13232 53146	   	307.30	ACR|5VULN|2TLV|1ASPD|1MSE	14789VULN|23TLV|5RCR|6ASPD|aMSE
135	13232 13642	   	306.97	ACR|3TLV|3VULN|1DMG|2DUR	149VULN|239TLV|5RCR|6LWND|7LIT|89DUR|9BPWR|aDMG
136	13232 32645	   	306.47	ACR|4VULN|2TLV|1AEFBLL|1AART	1479VULN|23TLV|5RCR|6AEFBLL|8MLV|aAART
137	13232 36145	   	306.47	ACR|4VULN|2TLV|1AEFBLL|1AART	1489VULN|23TLV|5RCR|6AEFBLL|7AME|aAART
138	13232 61145	   	306.47	ACR|4VULN|2TLV|1DMG|1AART	1489VULN|23TLV|5RCR|6DMG|7DMSP|aAART
139	13232 63533	   	306.47	ACR|4VULN|2TLV|1DMG|1AART	147aVULN|23TLV|5RCR|6DMG|8CGEN|9AART
140	13232 32563	   	306.01	ACR|3VULN|2TLV|1AEFBLL|1CDMG|1AART	147VULN|23TLV|5RCR|6AEFBLL|8AART|9CDMG|aZMB
141	13232 32564	   	306.01	ACR|3VULN|2TLV|1AEFBLL|1CDMG|1AART	147VULN|23TLV|5RCR|6AEFBLL|8AART|9CDMG|aRAT
142	42322 62512	   	305.73	ACR|3TLV|3DMG|1VULN|1AEFBLL|2DUR	17DUR|2AEFBLL|347TLV|5RCR|679DMG|7BPWR|8RCVC|aVULN
143	43322 62512	   	305.73	ACR|3TLV|3DMG|1VULN|1AEBURN|2DUR	17DUR|2AEBURN|347TLV|5RCR|679DMG|7BPWR|8RCVC|aVULN
144	42322 62231	   	305.73	ACR|3TLV|3DMG|1VULN|1AEFBLL|2DUR	17DUR|2AEFBLL|347TLV|5RCR|679DMG|7BPWR|8VULN|aAAC
145	42322 62233	   	305.73	ACR|3TLV|3DMG|1VULN|1AEFBLL|1AEBURN|2DUR	17DUR|2AEFBLL|347TLV|5RCR|679DMG|7BPWR|8VULN|aAEBURN
146	42322 62234	   	305.73	ACR|3TLV|3DMG|1VULN|1AEFBLL|2DUR	17DUR|2AEFBLL|347TLV|5RCR|679DMG|7BPWR|8VULN|aLWND
147	43322 62231	   	305.73	ACR|3TLV|3DMG|1VULN|1AEBURN|2DUR	17DUR|2AEBURN|347TLV|5RCR|679DMG|7BPWR|8VULN|aAAC
148	43322 62234	   	305.73	ACR|3TLV|3DMG|1VULN|1AEBURN|2DUR	17DUR|2AEBURN|347TLV|5RCR|679DMG|7BPWR|8VULN|aLWND
149	13232 61132	   	305.65	ACR|3VULN|2TLV|2DMG|1ASPD	148VULN|23TLV|5RCR|6aDMG|7DMSP|9ASPD
150	13232 66132	   	305.65	ACR|3VULN|2TLV|2DMG|1ASPD	148VULN|23TLV|5RCR|6aDMG|7RCVC|9ASPD
151	42322 62235	   	305.63	ACR|3TLV|3DMG|1VULN|1AEFBLL|2DUR	17DUR|2AEFBLL|347TLV|5RCR|679DMG|7BPWR|8VULN|aERES
152	43322 62233	   	305.63	ACR|3TLV|3DMG|1VULN|2AEBURN|2DUR	17DUR|2aAEBURN|347TLV|5RCR|679DMG|7BPWR|8VULN
153	43322 62235	   	305.63	ACR|3TLV|3DMG|1VULN|1AEBURN|2DUR	17DUR|2AEBURN|347TLV|5RCR|679DMG|7BPWR|8VULN|aERES
154	42322 52232	   	305.53	ACR|3TLV|1VULN|2ASPD|1AEFBLL|1DMG|2DUR	17DUR|2AEFBLL|347TLV|5RCR|67ASPD|7BPWR|8VULN|9DMG|aRAT
155	43322 52232	   	305.53	ACR|3TLV|1VULN|2ASPD|1DMG|1AEBURN|2DUR	17DUR|2AEBURN|347TLV|5RCR|67ASPD|7BPWR|8VULN|9DMG|aRAT
156	13232 61165	   	305.48	ACR|3VULN|2TLV|1DMG|1AEBURN|1AART	148VULN|23TLV|5RCR|6DMG|7DMSP|9AEBURN|aAART
157	13232 64533	   	305.48	ACR|3VULN|2TLV|1DMG|1AEBURN|1AART	14aVULN|23TLV|5RCR|6DMG|7AEBURN|8CGEN|9AART
158	13232 65533	   	305.48	ACR|3VULN|2TLV|1DMG|1AEPOI|1AART	14aVULN|23TLV|5RCR|6DMG|7AEPOI|8CGEN|9AART
159	13232 63316	   	305.38	ACR|3VULN|2TLV|1DMG|1AEPOI|1AART	147VULN|23TLV|5RCR|6DMG|8DUST|9AART|aAEPOI
160	13232 63112	   	305.03	ACR|4VULN|2TLV|1DMG	1478VULN|23TLV|5RCR|6DMG|9MDPS|aDUR
161	11635 34233	   	304.34	ACR|3VULN|2TLV|1DMG|1AEBURN	158VULN|28FEWX|3DMG|4RCR|6CGEN|78TLV|8BPWR|9DUR|aAEBURN
162	11633 34235	   	304.18	ACR|2TLV|2VULN|2DMG|1AEFBLL	18VULN|2FEWX|38DMG|4RCR|5CGEN|6AEFBLL|78TLV|8BPWR|9DUR|aRAT
163	13232 63263	   	304.04	ACR|3VULN|2TLV|1DMG|1AEBURN	147VULN|23TLV|5RCR|6DMG|8MDPS|9NUKE|aAEBURN
164	13232 64112	   	304.04	ACR|3VULN|2TLV|1DMG|1AEBURN	148VULN|23TLV|5RCR|6DMG|7AEBURN|9MDPS|aDUR
165	13232 65112	   	304.04	ACR|3VULN|2TLV|1DMG|1AEPOI	148VULN|23TLV|5RCR|6DMG|7AEPOI|9MDPS|aDUR
