0	Index      	 *	Score 	Summary	Detail	
1	12263 22561	 * 	288.76	DCR|3LIT|1VULN|1MLV|2ASPD|1AART|1CDMG	146LIT|24ASPD|3RCVC|4BPWR|5MLV|7CDMG|8RCR|9VULN|aAART
16	11521 53411	 * 	276.42	ACR|2LIT|3VULN|1MLV|1NUKE|1ASPD	14LIT|2BEXP|3RCR|5MLV|678VULN|9ASPD|aNUKE
17	11522 53413	   	276.42	ACR|2LIT|3VULN|1MLV|1DMG|1ASPD	14LIT|2BEXP|3RCR|5DMG|678VULN|9ASPD|aMLV
18	11421 53523	   	276.08	DCR|2LIT|2VULN|1MLV|1DMG|1AART	14LIT|2BEXP|3FEWX|5MLV|67VULN|8DMG|9RCR|aAART
19	11246 13343	   	275.62	DCR|2LIT|2VULN|2DMG|1MLV	18LIT|2BEXP|38DMG|4MLV|5LEGI|6TLV|78VULN|8BPWR|9MULHEA|aRCR
20	11246 33343	   	275.62	DCR|2LIT|2VULN|2DMG|1MLV	18LIT|2BEXP|38DMG|4MLV|5LEGI|6CGEN|78VULN|8BPWR|9MULHEA|aRCR
21	12113 63112	   	275.06	DCR|2LIT|2VULN|1MLV|1AART|1ASPD	19LIT|2ASPD|3RMIN|4CGEN|57VULN|6RCR|8MLV|aAART
22	12442 63112	   	275.06	DCR|2LIT|2VULN|1MLV|1AART|1ASPD	19LIT|2ASPD|37VULN|4MLV|5RMIN|6RCR|8TLV|aAART
23	12442 63212	   	275.06	DCR|2LIT|2VULN|1MLV|1AART|1ASPD	19LIT|2ASPD|37VULN|4MLV|5RMIN|6RCR|8CGEN|aAART
24	11321 53526	   	273.48	DCR|2LIT|2VULN|1MLV|1DMG|1CDMG	14LIT|2BEXP|3LHND|5MLV|67VULN|8DMG|9RCR|aCDMG
25	14113 63422	 * 	272.86	DCR|2LIT|3VULN|2DMG	19LIT|2aDMG|3RMIN|4CGEN|578VULN|6RCR
26	14113 65112	   	272.86	DCR|2LIT|2DMG|1VULN|1MLV|1AART	19LIT|27DMG|3RMIN|4CGEN|5VULN|6RCR|8MLV|aAART
27	11521 53412	   	272.60	ACR|2LIT|3VULN|1MLV|1AART|1ASPD	14LIT|2BEXP|3RCR|5MLV|678VULN|9ASPD|aAART
28	11133 35222	   	272.51	DCR|3LIT|2VULN|1MLV|1CDMG	15aLIT|2BEXP|3CDMG|4AART|6MLV|79VULN|8RCR
29	12263 22535	   	272.51	DCR|3LIT|1VULN|1MLV|2ASPD|1CDMG	146LIT|24ASPD|3RCVC|4BPWR|5MLV|7CDMG|8RCR|9TLV|aVULN
30	12263 22562	   	272.51	DCR|3LIT|1VULN|1MLV|2ASPD|1CDMG	146LIT|24ASPD|3RCVC|4BPWR|5MLV|7CDMG|8RCR|9VULN|aTLV
31	12263 22541	   	272.41	DCR|3LIT|1VULN|1MLV|2ASPD|1CDMG	146LIT|24ASPD|3RCVC|4BPWR|5MLV|7CDMG|8RCR|9SNITOX|aVULN
32	12263 22563	   	272.41	DCR|3LIT|1VULN|1MLV|2ASPD|1CDMG|1DUR	146LIT|24ASPD|3RCVC|4BPWR|5MLV|7CDMG|8RCR|9VULN|aDUR
33	15143 63111	   	272.07	DCR|2LIT|2VULN|1MLV|1DMG	19LIT|2ERES|3RMIN|4ZMB|57VULN|6RCR|8MLV|aDMG
34	11522 53513	 * 	271.87	ACR|2LIT|2VULN|2DMG|1MLV|1ASPD	14LIT|2BEXP|3RCR|58DMG|67VULN|9ASPD|aMLV
35	14113 63423	   	271.52	DCR|2LIT|3VULN|1DMG|1AART	19LIT|2DMG|3RMIN|4CGEN|578VULN|6RCR|aAART
36	14263 51121	   	271.28	DCR|2LIT|2DMG|1VULN|1MLV|1NUKE|1DUR	14LIT|24DMG|3RCVC|4BPWR|5MLV|6BELT|7VULN|8DUR|9RCR|aNUKE
37	14263 51321	   	271.28	DCR|2LIT|2DMG|1VULN|1MLV|1NUKE	14LIT|24DMG|3RCVC|4BPWR|5MLV|6BELT|7VULN|8DUST|9RCR|aNUKE
38	11611 12614	 * 	271.27	DCR|2LIT|2VULN|1MLV|2ASPD	18LIT|2BEXP|38ERES|4LHND|5aVULN|6RCR|78ASPD|8BPWR|9MLV
39	11621 12614	   	271.27	DCR|2LIT|2VULN|1MLV|2ASPD	18LIT|2BEXP|38ERES|4LWND|5aVULN|6RCR|78ASPD|8BPWR|9MLV
40	13611 12614	   	271.27	DCR|2LIT|2VULN|1MLV|2ASPD	18LIT|2LWND|38ERES|4LHND|5aVULN|6RCR|78ASPD|8BPWR|9MLV
41	45316 22123	   	271.27	DCR|2LIT|2VULN|1MLV|2ASPD	1RPLT|24LIT|34ASPD|4BPWR|5MBVNT|6RCR|7BEXP|89VULN|aMLV
42	12414 15312	 * 	270.34	DCR|2LIT|2MLV|2VULN|1ASPD	1aLIT|2ASPD|37VULN|4LHND|5LWND|6RCR|89MLV
43	12132 63662	   	269.97	DCR|3LIT|1VULN|1MLV|1DMG|1ASPD	18aLIT|2ASPD|3RMIN|4LHND|5DMG|6RCR|7VULN|9MLV
44	14263 12122	 * 	268.61	DCR|3LIT|2DMG|1VULN|1MLV	14aLIT|24DMG|3RCVC|4BPWR|5MLV|6BEXP|7VULN|8LHND|9RCR
45	14263 12222	   	268.61	DCR|3LIT|2DMG|1VULN|1MLV	14aLIT|24DMG|3RCVC|4BPWR|5MLV|6BEXP|7VULN|8LWND|9RCR
46	14263 32122	   	268.61	DCR|3LIT|2DMG|1VULN|1MLV	14aLIT|24DMG|3RCVC|4BPWR|5MLV|6FEWX|7VULN|8LHND|9RCR
47	14263 32222	   	268.61	DCR|3LIT|2DMG|1VULN|1MLV	14aLIT|24DMG|3RCVC|4BPWR|5MLV|6FEWX|7VULN|8LWND|9RCR
48	14563 12122	   	268.61	DCR|3LIT|2DMG|1VULN|1MLV	14aLIT|24DMG|3DMSP|4BPWR|5MLV|6BEXP|7VULN|8LHND|9RCR
49	14563 12222	   	268.61	DCR|3LIT|2DMG|1VULN|1MLV	14aLIT|24DMG|3DMSP|4BPWR|5MLV|6BEXP|7VULN|8LWND|9RCR
50	14563 32122	   	268.61	DCR|3LIT|2DMG|1VULN|1MLV	14aLIT|24DMG|3DMSP|4BPWR|5MLV|6FEWX|7VULN|8LHND|9RCR
51	14563 32222	   	268.61	DCR|3LIT|2DMG|1VULN|1MLV	14aLIT|24DMG|3DMSP|4BPWR|5MLV|6FEWX|7VULN|8LWND|9RCR
52	14263 12422	   	268.51	DCR|3LIT|2DMG|1VULN|1MLV|1DUR	14aLIT|24DMG|3RCVC|4BPWR|5MLV|6BEXP|7VULN|8DUR|9RCR
53	14263 32422	   	268.51	DCR|3LIT|2DMG|1VULN|1MLV|1DUR	14aLIT|24DMG|3RCVC|4BPWR|5MLV|6FEWX|7VULN|8DUR|9RCR
54	14412 26332	   	268.46	DCR|2LIT|2DMG|1VULN|1MLV|1ASPD	1aLIT|25DMG|3VULN|4LHND|6CGEN|7RCR|8ASPD|9MLV
55	14422 26332	   	268.46	DCR|2LIT|2DMG|1VULN|1MLV|1ASPD	1aLIT|25DMG|3VULN|4LWND|6CGEN|7RCR|8ASPD|9MLV
56	41612 14222	 * 	268.35	DCR|2LIT|3VULN|2ASPD	1RPLT|25ASPD|358VULN|4BELT|5BPWR|6RCR|7aLIT|9ZMB
57	11146 21252	   	268.17	DCR|3LIT|1VULN|1MLV|1DMG|1CDMG	16aLIT|2BEXP|3CDMG|4DMG|5BELT|7RCR|8VULN|9MLV
58	14113 63622	 * 	268.02	DCR|3LIT|2VULN|2DMG	189LIT|2aDMG|3RMIN|4CGEN|57VULN|6RCR
59	14263 12423	   	267.46	DCR|2LIT|2DMG|1VULN|1MLV|1AART|1DUR	14LIT|24DMG|3RCVC|4BPWR|5MLV|6BEXP|7VULN|8DUR|9RCR|aAART
60	14263 32423	   	267.46	DCR|2LIT|2DMG|1VULN|1MLV|1AART|1DUR	14LIT|24DMG|3RCVC|4BPWR|5MLV|6FEWX|7VULN|8DUR|9RCR|aAART
61	26262 23311	 * 	267.21	ACR|2LIT|3VULN|1MLV|2ASPD	17CGEN|2DMSP|367VULN|4RCR|57ASPD|7BPWR|89LIT|aMLV
62	14113 63523	   	266.97	DCR|2LIT|2VULN|2DMG|1AART	19LIT|28DMG|3RMIN|4CGEN|57VULN|6RCR|aAART
63	11321 53521	   	266.77	DCR|2LIT|2VULN|1MLV|1DMG	14LIT|2BEXP|3LHND|5MLV|67VULN|8DMG|9RCR|aZMB
64	11421 53521	   	266.77	DCR|2LIT|2VULN|1MLV|1DMG	14LIT|2BEXP|3FEWX|5MLV|67VULN|8DMG|9RCR|aZMB
65	13321 54521	   	266.77	DCR|2LIT|2VULN|1MLV|1DMG	14LIT|2LWND|3LHND|5MLV|67VULN|8DMG|9RCR|aZMB
66	14263 51213	   	266.71	DCR|3LIT|2DMG|1VULN|1MLV	148LIT|24DMG|3RCVC|4BPWR|5MLV|6BELT|7VULN|9DUST|aRCR
67	14263 51233	   	266.71	DCR|3LIT|2DMG|1VULN|1MLV|1DUR	148LIT|24DMG|3RCVC|4BPWR|5MLV|6BELT|7VULN|9DUR|aRCR
68	16321 53521	   	266.67	DCR|2LIT|2VULN|1MLV|1DMG|1DUR	14LIT|2DUR|3LHND|5MLV|67VULN|8DMG|9RCR|aZMB
69	14113 63522	 * 	266.38	DCR|2LIT|2VULN|3DMG	19LIT|28aDMG|3RMIN|4CGEN|57VULN|6RCR
70	11146 21613	 * 	266.22	DCR|3LIT|2DMG|1MLV|3CDMG	168LIT|2BEXP|389CDMG|48DMG|5BELT|7RCR|8BPWR|aMLV
71	14263 51123	 * 	265.81	DCR|2LIT|2MLV|2DMG|1VULN|1DUR	14LIT|24DMG|3RCVC|4BPWR|5aMLV|6BELT|7VULN|8DUR|9RCR
72	14263 51323	   	265.81	DCR|2LIT|2MLV|2DMG|1VULN	14LIT|24DMG|3RCVC|4BPWR|5aMLV|6BELT|7VULN|8DUST|9RCR
73	12445 23322	   	265.77	DCR|2LIT|2VULN|1MLV|2ASPD	1aLIT|28ASPD|37VULN|4MLV|5LHND|6DUST|9RCR
74	15143 63112	   	265.65	DCR|2LIT|2VULN|1MLV|1ASPD	19LIT|2ERES|3RMIN|4ZMB|57VULN|6RCR|8MLV|aASPD
75	11522 53422	 * 	265.56	ACR|3LIT|3VULN|2DMG	149LIT|2BEXP|3RCR|5aDMG|678VULN
76	12143 63412	 * 	265.44	DCR|3VULN|1LIT|2ASPD|1DMG	1LIT|29ASPD|3RMIN|4ZMB|578VULN|6RCR|aDMG
77	14462 23122	 * 	265.27	DCR|2LIT|3DMG|1VULN|1MLV	17LIT|257DMG|3VULN|4FEWX|67CGEN|7BPWR|8RPLT|9MLV|aRCR
78	14113 63114	   	265.23	DCR|2LIT|2VULN|1MLV|1DMG	19LIT|2DMG|3RMIN|4CGEN|57VULN|6RCR|8MLV|aLHND
79	14113 63115	   	265.23	DCR|2LIT|2VULN|1MLV|1DMG	19LIT|2DMG|3RMIN|4CGEN|57VULN|6RCR|8MLV|aFEWX
80	14113 63132	   	265.23	DCR|2LIT|2VULN|1MLV|1DMG	1aLIT|2DMG|3RMIN|4CGEN|57VULN|6RCR|8MLV|9BEXP
81	14113 63142	   	265.23	DCR|2LIT|2VULN|1MLV|1DMG	1aLIT|2DMG|3RMIN|4CGEN|57VULN|6RCR|8MLV|9LWND
82	12113 63462	 * 	265.22	DCR|4VULN|1LIT|1DMG|1ASPD	1LIT|2ASPD|3RMIN|4CGEN|5789VULN|6RCR|aDMG
83	14131 63624	   	265.13	DCR|2LIT|2VULN|1MLV|1DMG	18LIT|2DMG|3RMIN|4LHND|5MLV|6RCR|7aVULN|9MBVNT
84	14113 63162	   	265.13	DCR|2LIT|2VULN|1MLV|1DMG	1aLIT|2DMG|3RMIN|4CGEN|57VULN|6RCR|8MLV|9LEGI
85	11611 12611	 * 	265.13	DCR|2LIT|1VULN|1MLV|2ASPD|1DMG	18LIT|2BEXP|38ERES|4LHND|5VULN|6RCR|78ASPD|8BPWR|9MLV|aDMG
86	11621 12611	   	265.13	DCR|2LIT|1VULN|1MLV|2ASPD|1DMG	18LIT|2BEXP|38ERES|4LWND|5VULN|6RCR|78ASPD|8BPWR|9MLV|aDMG
87	13611 12611	   	265.13	DCR|2LIT|1VULN|1MLV|2ASPD|1DMG	18LIT|2LWND|38ERES|4LHND|5VULN|6RCR|78ASPD|8BPWR|9MLV|aDMG
88	13661 12611	   	265.13	DCR|2LIT|1VULN|1MLV|2ASPD|1DMG	18LIT|2LWND|38ERES|4FEWX|5VULN|6RCR|78ASPD|8BPWR|9MLV|aDMG
89	14263 12126	   	264.96	DCR|2LIT|2DMG|1VULN|1MLV|1CDMG	14LIT|24DMG|3RCVC|4BPWR|5MLV|6BEXP|7VULN|8LHND|9RCR|aCDMG
90	14263 32126	   	264.96	DCR|2LIT|2DMG|1VULN|1MLV|1CDMG	14LIT|24DMG|3RCVC|4BPWR|5MLV|6FEWX|7VULN|8LHND|9RCR|aCDMG
91	11521 53512	   	264.86	ACR|3LIT|2VULN|1MLV|1DMG	149LIT|2BEXP|3RCR|5MLV|67VULN|8DMG|aZMB
92	23232 14252	 * 	264.50	DCR|3VULN|1LIT|1MLV|1DMG	1CGEN|2BELT|3DMG|4MLV|5RPLT|6RCR|7LIT|89aVULN
93	12326 41362	   	264.27	DCR|2LIT|2VULN|2DMG|1ASPD	1aLIT|2ASPD|3aLSRHEA|4FLTHEA|5LEGI|6RCR|78VULN|9aDMG|aBPWR
94	11522 53423	   	264.22	ACR|3LIT|3VULN|1DMG|1AART	149LIT|2BEXP|3RCR|5DMG|678VULN|aAART
95	12322 15177	   	263.42	DCR|2LIT|3VULN|1DMG|1ASPD	1aLIT|2ASPD|3aLSRHEA|4FLTHEA|5DMG|68aVULN|7MBVNT|9RCR|aBPWR
96	12132 63414	   	262.95	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	1LIT|2ASPD|3RMIN|4LHND|5DMG|6RCR|7aVULN|8ZMB|9MLV
97	11521 53432	   	262.77	ACR|2LIT|3VULN|1MLV|1DMG	14LIT|29BEXP|3RCR|5MLV|678VULN|aDMG
98	14263 23312	 * 	262.51	DCR|3LIT|2MLV|2DMG|1AART	146LIT|24DMG|3RCVC|4BPWR|57MLV|8RCR|9BLAICY|aAART
99	14563 23312	   	262.51	DCR|3LIT|2MLV|2DMG|1AART	146LIT|24DMG|3DMSP|4BPWR|57MLV|8RCR|9BLAICY|aAART
100	14113 63121	   	262.42	DCR|1LIT|2VULN|1MLV|1DMG|1NUKE	1LIT|2DMG|39RMIN|4CGEN|57VULN|6RCR|8MLV|aNUKE
101	11133 35224	   	262.15	DCR|2LIT|2VULN|1MLV|1CDMG	15LIT|2BEXP|3CDMG|4AART|6MLV|79VULN|8RCR|aZMB
102	11611 43122	 * 	261.80	DCR|2LIT|3VULN|1MLV	1aLIT|2BEXP|3ERES|4LHND|567VULN|8MLV|9RCR
103	11621 44122	   	261.80	DCR|2LIT|3VULN|1MLV	1aLIT|2BEXP|3ERES|4LWND|567VULN|8MLV|9RCR
104	13611 44122	   	261.80	DCR|2LIT|3VULN|1MLV	1aLIT|2LWND|3ERES|4LHND|567VULN|8MLV|9RCR
105	16611 43122	   	261.70	DCR|2LIT|3VULN|1MLV|1DUR	1aLIT|2DUR|3ERES|4LHND|567VULN|8MLV|9RCR
106	13611 12613	   	261.31	DCR|2LIT|1VULN|1MLV|2ASPD|1AART	18LIT|2LWND|38ERES|4LHND|5VULN|6RCR|78ASPD|8BPWR|9MLV|aAART
107	12132 63312	   	261.13	DCR|2LIT|2MLV|1VULN|1DMG|1ASPD	1aLIT|2ASPD|3RMIN|4LHND|5DMG|6RCR|7VULN|89MLV
108	13513 61325	 * 	260.79	ACR|2LIT|2VULN|1MLV|1DMG|2CDMG	19LIT|2LWND|3RCR|4RMIN|59CDMG|6DMG|7LHND|89VULN|9BPWR|aMLV
109	12113 63516	   	260.44	DCR|2LIT|2VULN|1DMG|1ASPD|1CDMG	19LIT|2ASPD|3RMIN|4CGEN|57VULN|6RCR|8DMG|aCDMG
110	11542 25222	   	260.20	ACR|3LIT|3VULN|1MLV	17aLIT|2BEXP|3RCR|4RPLT|579VULN|67FEWX|7BPWR|8MLV
111	11146 21631	   	260.18	DCR|3LIT|2DMG|1MLV|2CDMG	168LIT|2BEXP|38CDMG|48DMG|5BELT|7RCR|8BPWR|9MLV|aFEWX
112	14143 63111	   	260.14	DCR|2LIT|2VULN|1NUKE|1DMG	19LIT|2DMG|3RMIN|4ZMB|57VULN|6RCR|8TLV|aNUKE
113	14143 63211	   	260.14	DCR|2LIT|2VULN|1DMG|1NUKE	19LIT|2DMG|3RMIN|4ZMB|57VULN|6RCR|8CGEN|aNUKE
114	11146 21632	   	260.08	DCR|3LIT|2DMG|1MLV|2CDMG|1DUR	168LIT|2BEXP|38CDMG|48DMG|5BELT|7RCR|8BPWR|9MLV|aDUR
115	11146 21633	   	260.08	DCR|3LIT|2DMG|1MLV|2CDMG	168LIT|2BEXP|38CDMG|48DMG|5BELT|7RCR|8BPWR|9MLV|aMBVNT
116	11521 53423	   	260.00	ACR|3LIT|3VULN|1MLV	149LIT|2BEXP|3RCR|5MLV|678VULN|aFEWX
117	14113 63126	   	259.94	DCR|1LIT|2VULN|2DMG|1MLV	1LIT|2aDMG|39RMIN|4CGEN|57VULN|6RCR|8MLV
118	11521 53421	   	259.90	ACR|3LIT|3VULN|1MLV	149LIT|2BEXP|3RCR|5MLV|678VULN|aDUST
119	11321 53126	   	259.83	DCR|2LIT|2VULN|1MLV|1DMG	14LIT|2BEXP|3LHND|5MLV|67VULN|8TLV|9RCR|aDMG
120	11321 53226	   	259.83	DCR|2LIT|2VULN|1MLV|1DMG	14LIT|2BEXP|3LHND|5MLV|67VULN|8CGEN|9RCR|aDMG
121	11321 53524	   	259.83	DCR|2LIT|2VULN|1MLV|1DMG	14LIT|2BEXP|3aLHND|5MLV|67VULN|8DMG|9RCR
122	11321 53525	   	259.83	DCR|2LIT|2VULN|1MLV|1DMG	14LIT|2BEXP|3LHND|5MLV|67VULN|8DMG|9RCR|aBELT
123	11323 53126	   	259.83	DCR|2LIT|2VULN|1MLV|1DMG	14LIT|2BEXP|3LHND|5CGEN|67VULN|8MLV|9RCR|aDMG
124	13321 54126	   	259.83	DCR|2LIT|2VULN|1MLV|1DMG	14LIT|2LWND|3LHND|5MLV|67VULN|8TLV|9RCR|aDMG
125	13321 54226	   	259.83	DCR|2LIT|2VULN|1MLV|1DMG	14LIT|2LWND|3LHND|5MLV|67VULN|8CGEN|9RCR|aDMG
126	13323 54126	   	259.83	DCR|2LIT|2VULN|1MLV|1DMG	14LIT|2LWND|3LHND|5CGEN|67VULN|8MLV|9RCR|aDMG
127	14113 33122	   	259.83	DCR|2LIT|2VULN|1MLV|1DMG	1aLIT|2DMG|3RMIN|4CGEN|57VULN|6BEXP|8MLV|9RCR
128	14416 13122	   	259.83	DCR|2LIT|2VULN|1MLV|1DMG	1aLIT|2DMG|37VULN|4LHND|5CGEN|6TLV|8MLV|9RCR
129	16321 53126	   	259.73	DCR|2LIT|2VULN|1MLV|1DMG|1DUR	14LIT|2DUR|3LHND|5MLV|67VULN|8TLV|9RCR|aDMG
130	16321 53226	   	259.73	DCR|2LIT|2VULN|1MLV|1DMG|1DUR	14LIT|2DUR|3LHND|5MLV|67VULN|8CGEN|9RCR|aDMG
131	11321 53523	   	259.73	DCR|2LIT|2VULN|1MLV|1DMG|1DUR	14LIT|2BEXP|3LHND|5MLV|67VULN|8DMG|9RCR|aDUR
132	13321 54523	   	259.73	DCR|2LIT|2VULN|1MLV|1DMG|1DUR	14LIT|2LWND|3LHND|5MLV|67VULN|8DMG|9RCR|aDUR
133	14411 13122	   	259.73	DCR|2LIT|2VULN|1MLV|1DMG	1aLIT|2DMG|37VULN|4LHND|5ERES|6TLV|8MLV|9RCR
134	14411 33122	   	259.73	DCR|2LIT|2VULN|1MLV|1DMG	1aLIT|2DMG|37VULN|4LHND|5ERES|6CGEN|8MLV|9RCR
135	14421 14122	   	259.73	DCR|2LIT|2VULN|1MLV|1DMG	1aLIT|2DMG|37VULN|4LWND|5ERES|6TLV|8MLV|9RCR
136	14421 34122	   	259.73	DCR|2LIT|2VULN|1MLV|1DMG	1aLIT|2DMG|37VULN|4LWND|5ERES|6CGEN|8MLV|9RCR
137	14442 33122	   	259.73	DCR|2LIT|2VULN|1MLV|1DMG	1aLIT|2DMG|37VULN|4MLV|5RMIN|6DUST|8TLV|9RCR
138	14442 33222	   	259.73	DCR|2LIT|2VULN|1MLV|1DMG	1aLIT|2DMG|37VULN|4MLV|5RMIN|6DUST|8CGEN|9RCR
139	14461 13122	   	259.73	DCR|2LIT|2VULN|1MLV|1DMG	1aLIT|2DMG|37VULN|4FEWX|5ERES|6TLV|8MLV|9RCR
140	14461 33122	   	259.73	DCR|2LIT|2VULN|1MLV|1DMG	1aLIT|2DMG|37VULN|4FEWX|5ERES|6CGEN|8MLV|9RCR
141	15432 53122	   	259.73	DCR|2LIT|2VULN|1MLV|1DMG	1aLIT|2ERES|3TLV|4LHND|5DMG|67VULN|8MLV|9RCR
142	16323 53126	   	259.73	DCR|2LIT|2VULN|1MLV|1DMG|1DUR	14LIT|2DUR|3LHND|5CGEN|67VULN|8MLV|9RCR|aDMG
143	12263 51121	 * 	259.73	DCR|2LIT|1VULN|1MLV|2ASPD|1NUKE|1DUR	14LIT|24ASPD|3RCVC|4BPWR|5MLV|6BELT|7VULN|8DUR|9RCR|aNUKE
144	12263 51321	   	259.73	DCR|2LIT|1VULN|1MLV|2ASPD|1NUKE	14LIT|24ASPD|3RCVC|4BPWR|5MLV|6BELT|7VULN|8DUST|9RCR|aNUKE
145	12263 51521	   	259.73	DCR|2LIT|1VULN|1MLV|2ASPD|1NUKE	14LIT|24ASPD|3RCVC|4BPWR|5MLV|6BELT|7VULN|8LEGI|9RCR|aNUKE
146	12563 51121	   	259.73	DCR|2LIT|1VULN|1MLV|2ASPD|1NUKE|1DUR	14LIT|24ASPD|3DMSP|4BPWR|5MLV|6BELT|7VULN|8DUR|9RCR|aNUKE
147	12563 51321	   	259.73	DCR|2LIT|1VULN|1MLV|2ASPD|1NUKE	14LIT|24ASPD|3DMSP|4BPWR|5MLV|6BELT|7VULN|8DUST|9RCR|aNUKE
148	11521 12541	 * 	259.68	ACR|3LIT|2MLV|2VULN|1ASPD	147LIT|2BEXP|3RCR|57MLV|67VENTOX|7BPWR|8aVULN|9ASPD
149	11522 53523	   	259.67	ACR|3LIT|2VULN|2DMG|1AART	149LIT|2BEXP|3RCR|58DMG|67VULN|aAART
150	16321 53523	   	259.63	DCR|2LIT|2VULN|1MLV|1DMG|2DUR	14LIT|2aDUR|3LHND|5MLV|67VULN|8DMG|9RCR
151	15422 53122	   	259.63	DCR|2LIT|2VULN|1MLV|1DMG	1aLIT|2ERES|3TLV|4DUST|5DMG|67VULN|8MLV|9RCR
152	12143 65112	   	259.61	DCR|2LIT|1VULN|1MLV|1DMG|1ASPD	1aLIT|2ASPD|3RMIN|4ZMB|5VULN|6RCR|7DMG|8LHND|9MLV
153	12143 65312	   	259.61	DCR|2LIT|1VULN|1MLV|1DMG|1ASPD	1aLIT|2ASPD|3RMIN|4ZMB|5VULN|6RCR|7DMG|8BEXP|9MLV
154	14144 21123	   	259.61	DCR|2LIT|1VULN|1MLV|1DMG|1CDMG	1aLIT|2DMG|3RMIN|4ZMB|5CDMG|6RCR|7VULN|8MLV|9FEWX
155	12132 63412	   	259.61	DCR|2LIT|1VULN|1MLV|1DMG|1ASPD	1aLIT|2ASPD|3RMIN|4LHND|5DMG|6RCR|7VULN|8ZMB|9MLV
156	12132 63661	   	259.61	DCR|2LIT|1VULN|1MLV|1DMG|1ASPD	18LIT|2ASPD|3RMIN|4LHND|5DMG|6RCR|7VULN|9MLV|aZMB
157	11522 53522	 * 	259.07	ACR|3LIT|2VULN|3DMG	149LIT|2BEXP|3RCR|58aDMG|67VULN
158	11611 43126	   	259.00	DCR|3VULN|1LIT|1MLV|1DMG	1LIT|2BEXP|3ERES|4LHND|567VULN|8MLV|9RCR|aDMG
159	16334 13213	   	258.91	DCR|2LIT|2VULN|1MLV|1CDMG|1DUR	18LIT|2DUR|38LHND|4TLV|5LWND|6RCR|78VULN|8BPWR|9CDMG|aMLV
160	16434 13213	   	258.91	DCR|2LIT|2VULN|1MLV|1CDMG|1DUR	18LIT|2DUR|38FEWX|4TLV|5LWND|6RCR|78VULN|8BPWR|9CDMG|aMLV
161	14263 22521	   	258.90	DCR|3LIT|2DMG|1MLV|1CDMG	146LIT|24DMG|3RCVC|4BPWR|5MLV|7CDMG|8RCR|9ZMB|aBEXP
162	14263 22523	   	258.90	DCR|3LIT|2DMG|1MLV|1CDMG	146LIT|24DMG|3RCVC|4BPWR|5MLV|7CDMG|8RCR|9ZMB|aCGEN
163	12113 63114	   	258.81	DCR|2LIT|2VULN|1MLV|1ASPD	19LIT|2ASPD|3RMIN|4CGEN|57VULN|6RCR|8MLV|aLHND
