0	Index      	Bounty	 *	Score 	Summary	Detail	
1	13142 43531	6	 * 	271.14	橙4易伤2等级2时间	1挖青2a等级3平台467a易伤5额外掉落8核9a时间a序列升级
20	12261 33225	8	 * 	263.66	橙4易伤3时间2雷电1全技能	1挖青2379易伤49雷电5全技能6核89a时间9序列升级
21	21652 23432	5	   	263.53	橙2易伤2等级2时间1伤害1全技能	1最后敌人2a易伤3低血量敌人4雷电5a等级6伤害7全技能8a时间9核a序列升级
22	21652 23432	4	   	263.53	橙2易伤2等级2时间1伤害1全技能	1最后敌人2a易伤3低血量敌人4雷电5a等级6伤害7全技能8a时间9核a序列升级
23	51362 23132	5	   	263.53	橙2易伤2等级2时间1伤害1全技能	1低血量敌人2a易伤3敌人爆炸4雷电5a等级6伤害7a时间8全技能9核a序列升级
24	51362 23132	4	   	263.53	橙2易伤2等级2时间1伤害1全技能	1低血量敌人2a易伤3敌人爆炸4雷电5a等级6伤害7a时间8全技能9核a序列升级
25	51362 25332	5	   	263.53	橙2易伤2等级2时间1伤害1全技能	1低血量敌人2a易伤3敌人爆炸4雷电5a等级6伤害7全技能8a时间9核a序列升级
26	51362 25332	4	   	263.53	橙2易伤2等级2时间1伤害1全技能	1低血量敌人2a易伤3敌人爆炸4雷电5a等级6伤害7全技能8a时间9核a序列升级
27	51462 23132	4	   	263.53	橙2易伤2等级2时间1伤害1全技能	1低血量敌人2a易伤3基地爆炸4雷电5a等级6伤害7a时间8全技能9核a序列升级
28	51462 23132	5	   	263.53	橙2易伤2等级2时间1伤害1全技能	1低血量敌人2a易伤3基地爆炸4雷电5a等级6伤害7a时间8全技能9核a序列升级
29	13268 17132	8	 * 	263.21	橙3易伤2等级3时间	1挖青27等级3双倍矿4加一57a易伤679时间7序列升级8核
30	13343 15622	8	 * 	262.85	橙2易伤2等级2伤害2时间	1挖青2a等级3a掉矿46时间58伤害7核9a易伤a序列升级
31	21163 36423	4	 * 	261.61	橙3易伤2等级3暴击1时间	18最后敌人278易伤356暴击48等级8序列升级9核a时间
32	21251 54332	3	   	260.43	橙4易伤2时间1等级	19最后敌人2369易伤4掉矿5雷电79时间8核9序列升级a等级
33	21264 24332	6	   	260.43	橙4易伤2时间1等级	19最后敌人2369易伤4雷电5掉矿79时间8核9序列升级a等级
34	12264 24332	6	   	260.23	橙4易伤2时间1等级	1挖青2369易伤4雷电59掉矿79时间8核9序列升级a等级
35	21213 22464	5	 * 	260.17	橙4易伤2等级1伤害	1最后敌人2369易伤48等级5双倍物品7伤害a核
36	12213 22464	5	   	260.07	橙4易伤2等级1伤害	1挖青2369易伤48等级5双倍物品7伤害a核
37	15253 23321	8	   	259.58	橙3易伤2时间1等级2雷电1暴击	1挖青28时间38a易伤4矿等5暴击68雷电7核8序列升级9等级
38	15253 23326	10	   	259.58	橙3易伤2时间1等级2雷电1暴击	1挖青28时间389易伤4矿等5暴击68雷电7核8序列升级a等级
39	15253 23621	7	   	259.58	橙3易伤2时间1等级2雷电1暴击	1挖青28时间38a易伤4矿等5暴击68雷电7核8序列升级9等级
40	15233 23321	10	   	259.48	橙3易伤2时间1等级2雷电1暴击	1挖青28时间389易伤4掉矿5暴击68雷电7核8序列升级a等级
41	15233 23321	8	   	259.48	橙3易伤2时间1等级2雷电1暴击	1挖青28时间38a易伤4掉矿5暴击68雷电7核8序列升级9等级
42	12145 12423	6	   	259.14	橙2易伤2等级1伤害2暴击1时间	1挖青28易伤38暴击4攻速5伤害6平台78等级8序列升级9核a时间
43	21252 31366	10	 * 	259.04	橙4易伤2伤害1等级	1a最后敌人236a易伤4随机矿5等级7敌人爆炸8核9a伤害a序列升级
44	12251 54333	3	 * 	259.02	橙5易伤2时间2雷电	1挖青2369a易伤4掉矿59雷电79时间8核9序列升级
45	12252 31366	10	   	258.94	橙4易伤2伤害1等级	1挖青236a易伤4随机矿5等级7a敌人爆炸8核9a伤害a序列升级
46	12216 66313	9	 * 	258.65	橙5易伤2等级	1挖青2379a易伤47等级57敌人爆炸6核7序列升级8金币生成
47	21215 61313	9	   	258.65	橙5易伤2等级	1最后敌人2359a易伤45等级5序列升级6随机矿7敌人爆炸8核
48	51215 61313	9	   	258.65	橙5易伤2等级	1低血量敌人2359a易伤45等级5序列升级6随机矿7敌人爆炸8核
49	12214 34153	4	   	258.55	橙5易伤2等级	1挖青23579易伤45等级5序列升级6额外掉落8敌人爆炸a核
50	12214 34253	4	   	258.55	橙5易伤2等级	1挖青23579易伤45等级5序列升级6额外掉落8低血量敌人a核
51	12215 34153	5	   	258.55	橙5易伤2等级	1挖青23579易伤45等级5序列升级6额外掉落8敌人爆炸a核
52	12215 34253	5	   	258.55	橙5易伤2等级	1挖青23579易伤45等级5序列升级6额外掉落8低血量敌人a核
53	12215 61313	9	   	258.55	橙5易伤2等级	1挖青2359a易伤45等级5序列升级6随机矿7敌人爆炸8核
54	21215 31313	9	   	258.55	橙5易伤2等级	1最后敌人2359a易伤45等级5序列升级6掉矿7敌人爆炸8核
55	21215 62313	9	   	258.55	橙5易伤2等级	1最后敌人2359a易伤45等级5序列升级6随机矿7挖尘8核
56	51215 62313	9	   	258.55	橙5易伤2等级	1低血量敌人2359a易伤45等级5序列升级6随机矿7挖尘8核
57	12215 62313	9	   	258.45	橙5易伤2等级	1挖青2359a易伤45等级5序列升级6随机矿7挖尘8核
58	21215 32313	9	   	258.45	橙5易伤2等级	1最后敌人2359a易伤45等级5序列升级6掉矿7挖尘8核
59	12216 66233	8	   	258.39	橙3易伤2等级2时间	1挖青237易伤47等级57敌人爆炸6核7序列升级89时间a雷电
60	15126 23161	7	   	258.31	橙3易伤1等级1伤害1时间1暴击	1挖青2时间3暴击4伤害59a易伤6雷电7核8等级
61	13268 17143	9	   	258.29	橙3易伤2等级2时间	1挖青27等级3双倍矿4加一579易伤67时间7序列升级8核a雷电
62	23131 13652	4	   	257.78	橙2易伤2伤害2时间1等级1暴击	145最后敌人29时间3暴击6核79易伤89伤害9序列升级a等级
63	23161 13652	3	   	257.78	橙2易伤2伤害2时间1等级1暴击	145最后敌人29时间3暴击6核79易伤89伤害9序列升级a等级
64	23126 63252	7	   	257.78	橙2易伤2伤害2时间1等级1暴击	167最后敌人29时间3暴击49伤害59易伤8核9序列升级a等级
65	12211 22541	9	 * 	257.75	橙3易伤2伤害1等级3雷电	1挖青239易伤4等级5平台679雷电89伤害9序列升级a核
66	12211 22545	10	   	257.75	橙3易伤2伤害1等级3雷电	1挖青239易伤4等级5平台679雷电89伤害9序列升级a核
67	12214 36234	4	   	257.18	橙3易伤2等级1伤害1全技能	1挖青235易伤45等级5序列升级6额外掉落7雷电8伤害9全技能a核
68	12215 36234	5	   	257.18	橙3易伤2等级1伤害1全技能	1挖青235易伤45等级5序列升级6额外掉落7雷电8伤害9全技能a核
69	23261 51252	7	   	257.11	橙2易伤3时间2伤害1等级1卖塔	19最后敌人267时间39易伤49伤害5卖塔8核9序列升级a等级
70	12316 32442	6	   	257.10	橙3易伤2等级2伤害	1挖青28a易伤34a敌人爆炸58伤害6核78等级8a序列升级9a金币生成
71	12336 32442	6	   	257.10	橙3易伤2等级2伤害	1挖青28a易伤3a敌人爆炸4立即金币58伤害6核78等级8a序列升级9a金币生成
72	21212 61366	10	   	257.00	橙3易伤2等级2伤害	1a最后敌人23a易伤45等级6随机矿7敌人爆炸8核9a伤害a序列升级
73	21215 31362	9	 * 	256.90	橙3易伤3等级2伤害	1a最后敌人235易伤45a等级5a序列升级6掉矿7敌人爆炸8核9a伤害
74	12212 61366	10	   	256.90	橙3易伤2等级2伤害	1挖青23a易伤45等级6随机矿7a敌人爆炸8核9a伤害a序列升级
75	12213 24231	4	   	256.90	橙3易伤2等级2伤害	1挖青23a易伤4a等级5随机矿6额外掉落7平台8核9a伤害a序列升级
76	12252 24231	5	   	256.90	橙3易伤2等级2伤害	1挖青23a易伤4随机矿5a等级6额外掉落7平台8核9a伤害a序列升级
77	21215 52432	10	   	256.90	橙3易伤2等级2伤害	1最后敌人235易伤45等级5序列升级6敌人爆炸7平台89伤害a核
78	12215 11463	9	   	256.82	橙4易伤2等级	1挖青235a易伤45等级5序列升级6攻速7敌人爆炸8雷电9核
79	21215 31362	10	   	256.80	橙3易伤2等级2伤害	1最后敌人235易伤45等级5序列升级6掉矿7敌人爆炸8核9a伤害
80	21215 32362	9	   	256.80	橙3易伤3等级2伤害	1a最后敌人235易伤45a等级5a序列升级6掉矿7挖尘8核9a伤害
81	12215 12462	9	   	256.72	橙4易伤2等级	1挖青235a易伤45等级5序列升级6攻速7挖尘8雷电9核
82	21215 32362	10	   	256.70	橙3易伤2等级2伤害	1最后敌人235易伤45等级5序列升级6掉矿7挖尘8核9a伤害
83	12216 66113	9	   	256.55	橙4易伤2等级1时间	1挖青2379易伤47等级57敌人爆炸6核7序列升级8策反a时间
84	12216 66113	10	   	256.55	橙4易伤2等级1时间	1挖青2379易伤47等级57敌人爆炸6核7序列升级8策反a时间
85	12216 66313	10	   	256.55	橙4易伤2等级1时间	1挖青2379易伤47等级57敌人爆炸6核7序列升级8金币生成a时间
86	21215 61313	10	   	256.55	橙4易伤2等级1时间	1最后敌人2359易伤45等级5序列升级6随机矿7敌人爆炸8核a时间
87	51215 61313	10	   	256.55	橙4易伤2等级1时间	1低血量敌人2359易伤45等级5序列升级6随机矿7敌人爆炸8核a时间
88	12215 61313	10	   	256.45	橙4易伤2等级1时间	1挖青2359易伤45等级5序列升级6随机矿7敌人爆炸8核a时间
89	21215 31313	10	   	256.45	橙4易伤2等级1时间	1最后敌人2359易伤45等级5序列升级6掉矿7敌人爆炸8核a时间
90	21215 62313	10	   	256.45	橙4易伤2等级1时间	1最后敌人2359易伤45等级5序列升级6随机矿7挖尘8核a时间
91	51215 62313	10	   	256.45	橙4易伤2等级1时间	1低血量敌人2359易伤45等级5序列升级6随机矿7挖尘8核a时间
92	12215 62313	10	   	256.35	橙4易伤2等级1时间	1挖青2359易伤45等级5序列升级6随机矿7挖尘8核a时间
93	21215 32313	10	   	256.35	橙4易伤2等级1时间	1最后敌人2359易伤45等级5序列升级6掉矿7挖尘8核a时间
94	12162 23321	10	 * 	256.11	橙4易伤1等级2暴击2雷电	1挖青289a易伤38暴击4等级5基地爆炸68雷电7核8序列升级
95	12162 23322	9	   	256.11	橙4易伤1等级2暴击2雷电	1挖青289a易伤38暴击4等级5基地爆炸68雷电7核8序列升级
96	32365 33316	4	 * 	255.97	橙3易伤2伤害2时间1暴击	135掉矿259易伤4加一59序列升级6核79时间89伤害a暴击
97	32366 33316	5	   	255.97	橙3易伤2伤害2时间1暴击	135掉矿259易伤4加一59序列升级6核79时间89伤害a暴击
98	12215 11461	10	   	255.83	橙3易伤2等级1伤害	1挖青235易伤45等级5序列升级6攻速7敌人爆炸8雷电9核a伤害
99	51252 63313	9	   	255.78	橙5易伤1等级1时间	1低血量敌人2389a易伤4随机矿5等级6核7时间
100	12215 12461	10	   	255.73	橙3易伤2等级1伤害	1挖青235易伤45等级5序列升级6攻速7挖尘8雷电9核a伤害
101	12242 53362	9	 * 	255.65	橙3易伤3时间2伤害	1挖青23a易伤47a时间5掉矿6矿等8核9a伤害a序列升级
102	21165 12148	6	   	255.52	橙2易伤2等级2伤害1暴击1全技能	1a最后敌人2a易伤3暴击49等级5a伤害6加一7全技能8核a序列升级
103	12216 63611	6	   	255.47	橙3易伤2等级2暴击1时间	1挖青23a易伤4a等级5敌人爆炸6核7时间8额外掉落9a暴击a序列升级
104	21215 31363	9	   	255.47	橙3易伤2等级1伤害1时间	1最后敌人235易伤45等级5序列升级6掉矿7敌人爆炸8核9伤害a时间
105	21215 32361	6	   	255.47	橙3易伤2等级1伤害1时间	1最后敌人235易伤45等级5序列升级6掉矿7时间8伤害9策反a核
106	13142 53612	6	   	255.47	橙3易伤2等级1伤害1时间	1挖青26等级3平台467易伤5额外掉落6序列升级8伤害9核a时间
107	12123 54728	8	   	255.42	橙2易伤2等级2伤害1暴击1全技能	1挖青2a易伤3暴击4a伤害5加一6平台7核8a等级9全技能a序列升级
108	21261 33246	9	   	255.41	橙4易伤1等级1时间1全技能	1最后敌人237a易伤4雷电5全技能6核8时间9等级
109	12211 41523	7	   	255.37	橙3易伤2等级2暴击1时间	1挖青238易伤48等级5平台68暴击7加一8序列升级9核a时间
110	21215 32363	9	   	255.37	橙3易伤2等级1伤害1时间	1最后敌人235易伤45等级5序列升级6掉矿7挖尘8核9伤害a时间
111	12163 32148	6	   	255.32	橙2易伤3等级2伤害1暴击1全技能	1挖青2a易伤3暴击49a等级5加一6a伤害7全技能8核a序列升级
112	12165 12148	6	   	255.32	橙2易伤3等级2伤害1暴击1全技能	1挖青2a易伤3暴击49a等级5a伤害6加一7全技能8核a序列升级
113	12162 23324	9	 * 	255.12	橙3易伤1等级1伤害2暴击2雷电	1挖青289易伤38暴击4等级5基地爆炸68雷电7核8序列升级a伤害
114	12162 23361	8	   	255.12	橙3易伤1等级1伤害2暴击2雷电	1挖青28a易伤38暴击4等级5基地爆炸68雷电7核8序列升级9伤害
115	12162 23661	7	   	255.12	橙3易伤1等级1伤害2暴击2雷电	1挖青28a易伤38暴击4等级5基地爆炸68雷电7核8序列升级9伤害
116	12216 65213	9	   	255.06	橙4易伤2等级2雷电	1挖青239a易伤49等级5敌人爆炸6核7掉矿89雷电9序列升级
117	15221 14631	3	 * 	254.92	橙2易伤2等级2时间2暴击1全技能	1挖青29时间3a易伤49暴击5赏金塔6核79等级8全技能9序列升级
118	15222 14631	3	   	254.92	橙2易伤2等级2时间2暴击1全技能	1挖青29时间3a易伤49暴击5赏金邻近6核79等级8全技能9序列升级
119	12321 23321	10	   	254.92	橙4易伤2等级2雷电1卖塔	1挖青289a易伤3敌人爆炸48等级5卖塔68雷电7核8序列升级
120	12321 23322	9	   	254.92	橙4易伤2等级2雷电1卖塔	1挖青289a易伤3敌人爆炸48等级5卖塔68雷电7核8序列升级
121	21256 33352	8	   	254.90	橙4易伤1等级1伤害1暴击	1最后敌人2367易伤4随机矿5暴击8核9伤害a等级
122	12256 33352	8	   	254.80	橙4易伤1等级1伤害1暴击	1挖青2367易伤4随机矿5暴击8核9伤害a等级
123	12123 35874	9	 * 	254.75	橙2易伤3伤害1等级3暴击	1挖青29易伤389暴击469伤害5加一7核9序列升级a等级
124	15263 27433	7	   	254.63	橙3易伤2时间1伤害2攻速1暴击	1挖青2a时间39a易伤4伤害5加一6暴击7核8a攻速a序列升级
125	15253 23321	10	   	254.43	橙4易伤2时间2雷电1暴击	1挖青28时间389a易伤4矿等5暴击68雷电7核8序列升级
126	15253 23322	9	   	254.43	橙4易伤2时间2雷电1暴击	1挖青28时间389a易伤4矿等5暴击68雷电7核8序列升级
127	15233 23322	9	   	254.33	橙4易伤2时间2雷电1暴击	1挖青28时间389a易伤4掉矿5暴击68雷电7核8序列升级
128	12216 65211	10	   	254.07	橙3易伤2等级1伤害2雷电	1挖青239易伤49等级5敌人爆炸6核7掉矿89雷电9序列升级a伤害
129	12162 23322	8	   	254.07	橙3易伤2等级2暴击2雷电	1挖青28a易伤38暴击49等级5基地爆炸68雷电7核8序列升级
130	12162 23326	10	   	254.07	橙3易伤2等级2暴击2雷电	1挖青289易伤38暴击4a等级5基地爆炸68雷电7核8序列升级
131	12162 23622	7	   	254.07	橙3易伤2等级2暴击2雷电	1挖青28a易伤38暴击49等级5基地爆炸68雷电7核8序列升级
132	12216 66132	9	   	253.95	橙4易伤2等级1暴击	1挖青237a易伤47等级57敌人爆炸6核7序列升级8策反9暴击
133	12216 66332	9	   	253.95	橙4易伤2等级1暴击	1挖青237a易伤47等级57敌人爆炸6核7序列升级8金币生成9暴击
134	21215 61332	9	   	253.95	橙4易伤2等级1暴击	1最后敌人235a易伤45等级5序列升级6随机矿7敌人爆炸8核9暴击
135	32262 32372	6	   	253.94	橙3易伤2伤害1等级1时间	1a掉矿26a易伤3双倍矿4加一5等级7时间8a伤害9核a序列升级
136	32262 82372	5	   	253.94	橙3易伤2伤害1等级1时间	1a掉矿26a易伤3双倍矿4加一5等级7时间8a伤害9核a序列升级
137	33612 31362	9	   	253.94	橙3易伤2伤害1等级1时间	12a掉矿3时间46a易伤5等级7敌人爆炸8核9a伤害a序列升级
138	12321 23324	9	   	253.93	橙3易伤2等级1伤害2雷电1卖塔	1挖青289易伤3敌人爆炸48等级5卖塔68雷电7核8序列升级a伤害
139	12321 23361	8	   	253.93	橙3易伤2等级1伤害2雷电1卖塔	1挖青28a易伤3敌人爆炸48等级5卖塔68雷电7核8序列升级9伤害
140	12321 23661	7	   	253.93	橙3易伤2等级1伤害2雷电1卖塔	1挖青28a易伤3敌人爆炸48等级5卖塔68雷电7核8序列升级9伤害
141	12215 61332	9	   	253.85	橙4易伤2等级1暴击	1挖青235a易伤45等级5序列升级6随机矿7敌人爆炸8核9暴击
142	21215 31332	9	   	253.85	橙4易伤2等级1暴击	1最后敌人235a易伤45等级5序列升级6掉矿7敌人爆炸8核9暴击
143	21215 62332	9	   	253.85	橙4易伤2等级1暴击	1最后敌人235a易伤45等级5序列升级6随机矿7挖尘8核9暴击
144	21256 33322	8	   	253.85	橙4易伤2等级1暴击	1最后敌人2367易伤4随机矿5暴击8核9a等级
145	21256 33362	9	   	253.85	橙4易伤2等级1暴击	1最后敌人2367易伤4随机矿5暴击8核9a等级
146	51256 33322	8	   	253.85	橙4易伤2等级1暴击	1低血量敌人2367易伤4随机矿5暴击8核9a等级
147	32362 32372	6	   	253.84	橙3易伤2伤害1等级1时间	13a掉矿26a易伤4加一5等级7时间8a伤害9核a序列升级
148	32362 82372	5	   	253.84	橙3易伤2伤害1等级1时间	13a掉矿26a易伤4加一5等级7时间8a伤害9核a序列升级
149	33612 32362	9	   	253.84	橙3易伤2伤害1等级1时间	12a掉矿3时间46a易伤5等级7挖尘8核9a伤害a序列升级
150	12215 62332	9	   	253.75	橙4易伤2等级1暴击	1挖青235a易伤45等级5序列升级6随机矿7挖尘8核9暴击
151	12256 33322	8	   	253.75	橙4易伤2等级1暴击	1挖青2367易伤4随机矿5暴击8核9a等级
152	12256 33362	9	   	253.75	橙4易伤2等级1暴击	1挖青2367易伤4随机矿5暴击8核9a等级
153	21215 32332	9	   	253.75	橙4易伤2等级1暴击	1最后敌人235a易伤45等级5序列升级6掉矿7挖尘8核9暴击
154	12214 21322	4	   	253.51	橙4易伤2等级1暴击1卖塔	1挖青235a易伤45等级5序列升级6卖塔7赏金邻近8核9暴击
155	12215 21322	5	   	253.51	橙4易伤2等级1暴击1卖塔	1挖青235a易伤45等级5序列升级6卖塔7赏金邻近8核9暴击
156	21652 36231	5	   	253.47	橙3易伤2等级1时间1全技能	1最后敌人26a易伤3低血量敌人4雷电56等级6序列升级7全技能8核9时间
157	21652 36231	4	   	253.47	橙3易伤2等级1时间1全技能	1最后敌人26a易伤3低血量敌人4雷电56等级6序列升级7全技能8核9时间
158	15253 23324	9	   	253.44	橙3易伤2时间1伤害2雷电1暴击	1挖青28时间389易伤4矿等5暴击68雷电7核8序列升级a伤害
159	51261 33243	9	   	253.37	橙3易伤2等级1时间1全技能	1低血量敌人237易伤4雷电5全技能6核8时间9a等级
160	12123 52538	7	 * 	253.34	橙3易伤3伤害3暴击	1挖青278易伤378暴击478伤害5加一6平台78序列升级9掉矿a核
161	15233 23324	9	   	253.34	橙3易伤2时间1伤害2雷电1暴击	1挖青28时间389易伤4掉矿5暴击68雷电7核8序列升级a伤害
162	23126 51232	7	   	253.22	橙2易伤3时间1等级1伤害1暴击	1最后敌人267时间3暴击4伤害59易伤8核a等级
163	53126 51232	7	   	253.22	橙2易伤3时间1等级1伤害1暴击	1低血量敌人267时间3暴击4伤害59易伤8核a等级
164	21256 33324	8	   	253.18	橙5易伤1等级1暴击	1最后敌人2367a易伤4随机矿5暴击8核9等级
165	15126 51232	7	   	253.12	橙2易伤3时间1等级1伤害1暴击	1挖青267时间3暴击4伤害59易伤8核a等级
166	12256 33324	8	   	253.08	橙5易伤1等级1暴击	1挖青2367a易伤4随机矿5暴击8核9等级
167	12256 33363	10	   	253.08	橙5易伤1等级1暴击	1挖青2367a易伤4随机矿5暴击8核9等级
168	21366 32411	6	   	253.07	橙3易伤2等级1伤害1暴击	158最后敌人28a易伤3敌人爆炸4伤害6核78等级8序列升级9暴击
169	15126 23131	7	   	252.63	橙2易伤2等级1伤害1时间1暴击	1挖青2时间3暴击4伤害5a易伤6雷电7核89等级
170	21251 54333	3	   	252.57	橙5易伤2时间	19最后敌人2369a易伤4掉矿5雷电79时间8核9序列升级
171	21264 24333	6	   	252.57	橙5易伤2时间	19最后敌人2369a易伤4雷电5掉矿79时间8核9序列升级
172	21242 63332	5	   	252.40	橙4易伤1等级1时间2雷电	19最后敌人2369易伤4时间5掉矿79雷电8核9序列升级a等级
173	21255 63332	3	   	252.40	橙4易伤1等级1时间2雷电	19最后敌人2369易伤4掉矿5时间79雷电8核9序列升级a等级
174	12264 24333	6	   	252.37	橙5易伤2时间	1挖青2369a易伤4雷电59掉矿79时间8核9序列升级
175	51252 63313	10	   	252.02	橙4易伤2时间1等级	1低血量敌人2389易伤4随机矿5等级6核7a时间
176	12215 12463	9	   	251.92	橙3易伤2等级1时间	1挖青235易伤45等级5序列升级6攻速7挖尘8雷电9核a时间
177	41221 46323	8	   	251.81	橙3易伤3时间1伤害1暴击	1立即金币2双倍矿346时间567易伤6序列升级8核9暴击a伤害
178	43221 46323	8	   	251.81	橙3易伤3时间1伤害1暴击	12立即金币346时间567易伤6序列升级8核9暴击a伤害
179	12162 23342	8	   	251.31	橙3易伤1等级2暴击1时间2雷电	1挖青28a易伤38暴击4等级5基地爆炸68雷电7核8序列升级9时间
180	12162 23642	7	   	251.31	橙3易伤1等级2暴击1时间2雷电	1挖青28a易伤38暴击4等级5基地爆炸68雷电7核8序列升级9时间
181	12123 35332	7	   	251.24	橙3易伤2伤害1等级1暴击	1挖青28a易伤3暴击46伤害5加一7核9等级
182	21256 33326	8	   	251.09	橙4易伤1等级1时间1暴击	1最后敌人2367易伤4随机矿5暴击8核9等级a时间
183	12256 33326	8	   	250.99	橙4易伤1等级1时间1暴击	1挖青2367易伤4随机矿5暴击8核9等级a时间
184	32262 34572	6	   	250.94	橙3易伤2时间1等级1伤害	1a掉矿26a易伤3双倍矿4加一5等级7伤害8a时间9核a序列升级
185	32362 34572	6	   	250.84	橙3易伤2时间1等级1伤害	13a掉矿26a易伤4加一5等级7伤害8a时间9核a序列升级
186	22325 25123	10	   	250.81	橙4易伤1等级2暴击1全技能	1最后敌人2全技能35暴击4679易伤8等级a核
187	32365 33317	4	   	250.63	橙3易伤2伤害2时间	135掉矿259易伤4加一59序列升级6核79时间89伤害a雷电
188	32366 33317	5	   	250.63	橙3易伤2伤害2时间	135掉矿259易伤4加一59序列升级6核79时间89伤害a雷电
189	12261 33221	8	   	250.44	橙4易伤2时间2雷电1全技能	1挖青2379易伤49雷电5全技能6核89时间9序列升级a策反
190	12261 33222	8	   	250.44	橙4易伤2时间2雷电1全技能	1挖青2379易伤49雷电5全技能6核89时间9序列升级a基地爆炸
191	12261 33223	8	   	250.34	橙4易伤2时间2雷电1全技能	1挖青2379易伤49雷电5全技能6核89时间9序列升级a赏金塔
192	12261 33226	8	   	250.34	橙4易伤2时间2雷电1全技能	1挖青2379易伤49雷电5全技能6核89时间9序列升级a加一
193	12216 66232	8	   	250.09	橙3易伤2等级2时间	1挖青237易伤47等级57敌人爆炸6核7序列升级89时间a矿等
194	13142 63531	5	   	250.09	橙3易伤2等级2时间	1挖青2a等级3平台47a易伤56额外掉落8核9a时间a序列升级
195	21126 31144	6	   	250.00	橙3易伤1等级1伤害1时间1暴击	1最后敌人256易伤3暴击4伤害7赏金邻近8核9时间a等级
196	21126 33144	6	   	250.00	橙3易伤1等级1伤害1时间1暴击	1最后敌人256易伤3暴击4伤害7赏金塔8核9时间a等级
197	32443 62332	7	   	250.00	橙3易伤1等级1伤害1时间1暴击	1掉矿28a易伤3金币生成4时间5伤害6核7暴击9等级
198	12242 63111	10	   	249.99	橙3易伤2等级2时间	1挖青23a易伤4a时间5掉矿6核7平台8基地爆炸9a等级a序列升级
199	12242 63311	10	   	249.99	橙3易伤2等级2时间	1挖青23a易伤4a时间5掉矿6核7平台8敌人爆炸9a等级a序列升级
200	12216 65111	10	   	249.99	橙3易伤2等级2时间	1挖青239易伤49等级5敌人爆炸6核7掉矿89时间9序列升级a最后敌人
201	12216 65112	10	   	249.99	橙3易伤2等级2时间	1挖青239易伤49等级5敌人爆炸6核7掉矿89时间9序列升级a额外掉落
202	12216 65113	10	   	249.99	橙3易伤2等级2时间	1挖青239易伤49等级5敌人爆炸6核7掉矿89时间9序列升级a基地爆炸
203	12216 65113	9	   	249.99	橙3易伤2等级2时间	1挖青239易伤49等级5敌人爆炸6核7掉矿89时间9序列升级a立即金币
204	12216 66231	8	   	249.99	橙3易伤2等级2时间	1挖青237易伤47等级57敌人爆炸6核7序列升级89时间a挖尘
205	13268 24247	10	   	249.99	橙3易伤2等级2时间	1挖青2a等级3双倍矿4加一59a易伤6立即金币7核8a时间a序列升级
