0	Index      	Bounty	 *	Score 	Summary	Detail	
1	31233 66363	1	 * 	281.31	橙2易伤3伤害3等级3攻速1全技能	1随机矿278伤害3a易伤48a等级58a攻速6核8a序列升级9全技能
15	31233 56312	1	   	268.09	橙2易伤3伤害2时间1等级	1随机矿278伤害38易伤4等级5攻速68时间8序列升级9核a低血量敌人
16	31233 56314	1	   	268.09	橙2易伤3伤害2时间1等级	1随机矿278伤害38易伤4等级5攻速68时间8序列升级9核a立即金币
17	31233 56342	1	   	268.09	橙2易伤3伤害2时间1等级	1随机矿278伤害38易伤4等级5攻速68时间8序列升级9基地爆炸a核
18	31233 56313	1	   	267.99	橙2易伤3伤害2时间1等级	1随机矿278伤害38易伤4等级5攻速68时间8序列升级9核a赏金塔
19	31233 56316	1	   	267.99	橙2易伤3伤害2时间1等级	1随机矿278伤害38易伤4等级5攻速68时间8序列升级9核a挖尘
20	12233 67512	3	 * 	267.84	橙3易伤3伤害2时间1全技能	1立即金币249伤害3加一59a易伤6全技能79时间8核9序列升级
21	12233 31421	2	 * 	267.83	橙2易伤3伤害2等级3雷电	1立即金币249伤害35易伤69等级789雷电9序列升级a核
22	15233 31421	1	   	267.83	橙2易伤3伤害2等级3雷电	1立即金币249伤害35易伤69等级789雷电9序列升级a核
23	11123 44511	1	   	265.98	橙3易伤2伤害2时间2雷电	1立即金币27a易伤37伤害4a时间5攻速67基地爆炸7a序列升级8核9a雷电
24	13123 44511	2	   	265.98	橙3易伤2伤害2时间2雷电	1立即金币27a易伤37伤害4a时间5攻速67基地爆炸7a序列升级8核9a雷电
25	12223 24511	2	   	264.69	橙2易伤3伤害2时间2攻速2雷电	1立即金币27a伤害3a易伤47时间57攻速6挖青7a序列升级8核9a雷电
26	15223 24511	1	   	264.69	橙2易伤3伤害2时间2攻速2雷电	1立即金币27a伤害3a易伤47时间57攻速6挖青7a序列升级8核9a雷电
27	31213 52366	1	 * 	264.05	橙3易伤3时间2伤害	1随机矿28伤害378易伤4掉矿5攻速68a时间8序列升级9核
28	31331 24461	1	   	264.02	橙2易伤3伤害2等级1时间	1随机矿249伤害35掉矿69易伤79等级8核9序列升级a时间
29	13233 63561	9	   	263.84	橙3易伤2等级2时间1暴击	1立即金币239易伤49等级5基地爆炸6核7策反89时间9序列升级a暴击
30	13314 24128	5	 * 	263.21	橙3易伤2等级3时间	1立即金币27a易伤3挖青47等级578时间6加一7序列升级9核
31	33414 21215	9	   	261.30	橙3易伤2伤害1等级1暴击1全技能	1随机矿29最后敌人39伤害4等级5全技能6核7暴击89a易伤9序列升级
32	12282 83814	7	 * 	260.36	橙2易伤3伤害3时间1暴击	1立即金币268伤害3加一456时间68序列升级78易伤9核a暴击
33	13211 33365	7	 * 	260.27	橙4易伤2等级1伤害	1立即金币236a易伤4金币生成5伤害79等级8核
34	13211 41365	5	   	260.27	橙4易伤2等级1伤害	1立即金币237a易伤4金币生成5伤害69等级8核
35	13231 31365	7	   	260.27	橙4易伤2等级1伤害	1立即金币236a易伤49等级5伤害7矿等8核
36	13231 34365	6	   	260.27	橙4易伤2等级1伤害	1立即金币236a易伤49等级5伤害7金币生成8核
37	13231 35365	7	   	260.27	橙4易伤2等级1伤害	1立即金币236a易伤49等级5伤害7金币生成8核
38	13232 32365	7	   	260.27	橙4易伤2等级1伤害	1立即金币236a易伤49等级5金币生成7伤害8核
39	13233 34636	9	 * 	260.27	橙4易伤2等级2暴击	1立即金币2389易伤48等级5基地爆炸6挖尘78暴击8序列升级a核
40	24211 35325	10	   	260.27	橙4易伤2等级1伤害	1策反24等级356a易伤7金币生成8伤害9核
41	54211 31325	10	   	260.27	橙4易伤2等级1伤害	1金币生成24等级356a易伤7矿等8伤害9核
42	31233 66361	1	   	260.17	橙3伤害2等级1易伤2攻速1时间1全技能	1随机矿278伤害3易伤48等级58攻速6核8序列升级9全技能a时间
43	13231 36365	6	   	260.17	橙4易伤2等级1伤害	1立即金币236a易伤49等级5伤害7掉矿8核
44	13231 61365	6	   	260.17	橙4易伤2等级1伤害	1立即金币237a易伤49等级5伤害6掉矿8核
45	54211 32325	10	   	260.17	橙4易伤2等级1伤害1核弹	1金币生成24等级356a易伤7伤害8核弹9核
46	13231 33152	8	   	258.84	橙4易伤2伤害1等级	1立即金币2367易伤4等级58伤害9额外掉落a核
47	13233 51365	4	 * 	258.55	橙5易伤2等级	1立即金币2357a易伤49等级6低血量敌人8核
48	13233 15164	7	   	258.49	橙3易伤2等级2时间	1立即金币239易伤49等级5基地爆炸6低血量敌人7核89时间9序列升级a雷电
49	13314 24475	5	   	258.29	橙3易伤2等级2时间	1立即金币278易伤3挖青47等级57时间6加一7序列升级9核a雷电
50	13243 15161	10	   	258.17	橙3易伤3伤害2时间	1立即金币239易伤49时间5掉矿6低血量敌人7核89a伤害9序列升级
51	13243 35161	10	   	258.07	橙3易伤3伤害2时间	1立即金币239易伤49时间5掉矿6挖尘7核89a伤害9序列升级
52	13241 32553	10	 * 	257.95	橙5易伤1伤害1时间	1立即金币23569易伤4时间7伤害8雷电a核
53	11125 34511	1	   	257.68	橙3易伤2伤害2时间2雷电	1立即金币27a易伤3a伤害47时间57低血量敌人6随机矿7a序列升级8核9a雷电
54	13125 34511	2	   	257.68	橙3易伤2伤害2时间2雷电	1立即金币27a易伤3a伤害47时间57低血量敌人6随机矿7a序列升级8核9a雷电
55	11212 64511	6	   	257.48	橙3易伤2伤害2时间2雷电	1立即金币2随机矿37a易伤4a挖尘57时间67伤害7a序列升级8核9a雷电
56	24212 62261	10	   	257.11	橙2易伤2等级2时间1暴击1全技能	1a策反24等级3a易伤5全技能6攻速7核8暴击9a时间a序列升级
57	13211 24462	5	   	257.00	橙3易伤2等级2伤害	1立即金币239易伤4金币生成59伤害6随机矿79等级8核9序列升级a最后敌人
58	13233 15162	10	   	257.00	橙3易伤2等级2伤害	1立即金币239易伤49等级5基地爆炸6低血量敌人7核89伤害9序列升级a最后敌人
59	13233 15162	9	   	257.00	橙3易伤2等级2伤害	1立即金币239易伤49等级5基地爆炸6低血量敌人7核89伤害9序列升级a矿等
60	13233 15163	10	   	257.00	橙3易伤2等级2伤害	1a立即金币239易伤49等级5基地爆炸6低血量敌人7核89伤害9序列升级
61	13233 15165	10	   	257.00	橙3易伤2等级2伤害	1立即金币239易伤49等级5基地爆炸6低血量敌人7核89伤害9序列升级a敌人爆炸
62	13233 15165	9	   	257.00	橙3易伤2等级2伤害	1立即金币239易伤49等级5基地爆炸6低血量敌人7核89伤害9序列升级a最后敌人
63	13233 15166	10	   	257.00	橙3易伤2等级2伤害	1立即金币239易伤49等级5基地爆炸6低血量敌人7核89伤害9序列升级a额外掉落
64	12223 44511	2	   	256.94	橙2易伤3伤害2时间2雷电	1立即金币27a伤害37易伤4a时间5攻速67基地爆炸7a序列升级8核9a雷电
65	13211 24461	5	   	256.90	橙3易伤2等级2伤害	1立即金币239易伤4金币生成59伤害6随机矿79等级8核9序列升级a挖青
66	13233 15161	9	   	256.90	橙3易伤2等级2伤害	1立即金币239易伤49等级5基地爆炸6低血量敌人7核89伤害9序列升级a加一
67	13233 15163	9	   	256.90	橙3易伤2等级2伤害	1立即金币239易伤49等级5基地爆炸6低血量敌人7核89伤害9序列升级a掉矿
68	13233 35162	10	   	256.90	橙3易伤2等级2伤害	1立即金币239易伤49等级5基地爆炸6挖尘7核89伤害9序列升级a最后敌人
69	13233 35162	9	   	256.90	橙3易伤2等级2伤害	1立即金币239易伤49等级5基地爆炸6挖尘7核89伤害9序列升级a矿等
70	13233 35163	10	   	256.90	橙3易伤2等级2伤害	1a立即金币239易伤49等级5基地爆炸6挖尘7核89伤害9序列升级
71	13233 35164	9	   	256.90	橙3易伤2等级2伤害	1立即金币239易伤49等级5a基地爆炸6挖尘7核89伤害9序列升级
72	13233 35165	10	   	256.90	橙3易伤2等级2伤害	1立即金币239易伤49等级5基地爆炸6挖尘7核89伤害9序列升级a额外掉落
73	13233 35165	9	   	256.90	橙3易伤2等级2伤害	1立即金币239易伤49等级5基地爆炸6挖尘7核89伤害9序列升级a金币生成
74	13233 35166	10	   	256.90	橙3易伤2等级2伤害	1立即金币239易伤49等级5a基地爆炸6挖尘7核89伤害9序列升级
75	13233 35166	9	   	256.90	橙3易伤2等级2伤害	1立即金币239易伤49等级5基地爆炸6挖尘7核89伤害9序列升级a额外掉落
76	13233 66162	9	   	256.90	橙3易伤2等级2伤害	1立即金币239易伤49等级5基地爆炸6核7挖尘89伤害9序列升级a矿等
77	13233 66162	10	   	256.90	橙3易伤2等级2伤害	1立即金币239易伤49等级5基地爆炸6核7挖尘89伤害9序列升级a最后敌人
78	13233 66163	10	   	256.90	橙3易伤2等级2伤害	1a立即金币239易伤49等级5基地爆炸6核7挖尘89伤害9序列升级
79	11124 32521	1	   	256.87	橙2易伤2等级2伤害1时间	15立即金币29易伤39伤害4时间6雷电79等级8平台9序列升级a核
80	12224 32521	2	   	256.87	橙2易伤2等级2伤害1时间	15立即金币29伤害39易伤4时间6雷电79等级8平台9序列升级a核
81	13124 32521	2	   	256.87	橙2易伤2等级2伤害1时间	15立即金币29易伤39伤害4时间6雷电79等级8平台9序列升级a核
82	15224 32521	1	   	256.87	橙2易伤2等级2伤害1时间	15立即金币29伤害39易伤4时间6雷电79等级8平台9序列升级a核
83	12233 34365	2	   	256.80	橙3易伤2等级2伤害	1立即金币24伤害35a易伤69等级7金币生成8核
84	11133 34365	1	   	256.80	橙3易伤2等级2伤害	1立即金币25a易伤34伤害69等级7金币生成8核
85	13133 34365	2	   	256.80	橙3易伤2等级2伤害	1立即金币25a易伤34伤害69等级7金币生成8核
86	13233 35161	9	   	256.80	橙3易伤2等级2伤害	1立即金币239易伤49等级5基地爆炸6挖尘7核89伤害9序列升级a加一
87	13233 35163	9	   	256.80	橙3易伤2等级2伤害	1立即金币239易伤49等级5基地爆炸6挖尘7核89伤害9序列升级a掉矿
88	13233 66161	9	   	256.80	橙3易伤2等级2伤害	1立即金币239易伤49等级5基地爆炸6核7挖尘89伤害9序列升级a加一
89	13233 66163	9	   	256.80	橙3易伤2等级2伤害	1立即金币239易伤49等级5基地爆炸6核7挖尘89伤害9序列升级a掉矿
90	12233 67511	3	   	256.79	橙2易伤3伤害2时间1暴击1全技能	1立即金币249伤害3加一59易伤6全技能79时间8核9序列升级a暴击
91	13211 24463	5	   	256.76	橙3易伤2等级2伤害1卖塔	1立即金币239易伤4金币生成59伤害6随机矿79等级8核9序列升级a卖塔
92	12231 41365	2	   	256.70	橙3易伤2等级2伤害	1立即金币24伤害37a易伤5掉矿69等级8核
93	12233 36365	2	   	256.70	橙3易伤2等级2伤害	1立即金币24伤害35a易伤69等级7掉矿8核
94	12613 33365	7	   	256.70	橙3易伤2等级2伤害	1立即金币23伤害4掉矿56a易伤79等级8核
95	11131 41365	1	   	256.70	橙3易伤2等级2伤害	1立即金币27a易伤34伤害5掉矿69等级8核
96	11133 36365	1	   	256.70	橙3易伤2等级2伤害	1立即金币25a易伤34伤害69等级7掉矿8核
97	13131 41365	2	   	256.70	橙3易伤2等级2伤害	1立即金币27a易伤34伤害5掉矿69等级8核
98	13133 36365	2	   	256.70	橙3易伤2等级2伤害	1立即金币25a易伤34伤害69等级7掉矿8核
99	54211 32432	7	   	256.56	橙3易伤2等级2伤害1卖塔	1金币生成24等级356易伤78伤害9卖塔a核
100	44211 33332	6	   	256.45	橙4易伤2等级1时间	1矿等24等级3567易伤8最后敌人9时间a核
101	44211 33332	7	   	256.45	橙4易伤2等级1时间	1矿等24等级3567易伤8最后敌人9时间a核
102	44211 33332	8	   	256.45	橙4易伤2等级1时间	1矿等24等级3567易伤8最后敌人9时间a核
103	31233 46313	1	   	256.27	橙2易伤3伤害2等级	1随机矿278伤害38易伤4a等级5攻速68基地爆炸8序列升级9核
104	13213 62342	7	   	255.67	橙3易伤2等级1伤害1时间	1立即金币238易伤4金币生成58基地爆炸6核78等级8序列升级9伤害a时间
105	12282 43881	7	   	255.65	橙3易伤3时间2伤害	1立即金币28伤害3加一456时间78a易伤8序列升级9核
106	13233 15561	10	   	255.57	橙3易伤2等级1伤害2攻速	1立即金币239易伤49等级5基地爆炸6低血量敌人7核89攻速9序列升级a伤害
107	54211 32342	7	   	255.47	橙3易伤2等级1伤害1时间	1金币生成24等级356易伤7伤害8核9时间a立即金币
108	54211 32343	7	   	255.47	橙3易伤2等级1伤害1时间	1金币生成24等级356易伤7伤害8核9时间a低血量敌人
109	54211 32352	7	   	255.47	橙3易伤2等级1伤害1时间	1金币生成24等级356易伤7伤害8核9敌人爆炸a时间
110	54211 32322	7	   	255.37	橙3易伤2等级1伤害1时间	1金币生成24等级356易伤7伤害8核9挖尘a时间
111	54211 32341	7	   	255.37	橙3易伤2等级1伤害1时间	1金币生成24等级356易伤7伤害8核9时间a挖青
112	13314 24745	5	   	255.02	橙2易伤2等级2时间1伤害1全技能	1立即金币27易伤3挖青47等级57时间6加一7序列升级8核9全技能a伤害
113	13231 33322	8	   	254.90	橙4易伤1等级1伤害1暴击	1立即金币2367易伤4等级5伤害8双倍矿9暴击a核
114	13231 33622	8	   	254.90	橙4易伤1等级1伤害1暴击	18立即金币2367易伤4等级5伤害9暴击a核
115	21221 53315	1	 * 	254.82	橙2等级3时间1易伤2伤害	1a策反2a伤害3易伤489时间5雷电6核7a等级a序列升级
116	13231 15165	6	   	254.27	橙3易伤2等级1伤害2雷电	1立即金币23a易伤4a等级5伤害6最后敌人7额外掉落8a雷电9核a序列升级
117	13231 25165	6	   	254.27	橙3易伤2等级1伤害2雷电	1立即金币23a易伤4a等级5伤害6低血量敌人7额外掉落8a雷电9核a序列升级
118	13231 32443	6	   	254.04	橙3易伤2伤害1等级1时间	1立即金币236易伤4等级59伤害7基地爆炸8核a时间
119	13263 32443	3	   	254.04	橙3易伤2伤害1等级1时间	1立即金币235易伤49伤害6等级7基地爆炸8核a时间
120	13231 35443	6	   	253.94	橙3易伤2伤害1等级1时间	1立即金币236易伤4等级59伤害7挖尘8核a时间
121	12228 44218	6	   	253.69	橙2易伤2伤害2时间1等级1全技能	14立即金币29伤害3加一5全技能69时间7核89易伤9序列升级a等级
122	12228 43518	7	   	253.69	橙2易伤2伤害2时间1等级1全技能	14立即金币29伤害3加一5全技能69时间79易伤8核9序列升级a等级
123	12228 43518	6	   	253.69	橙2易伤2伤害2时间1等级1全技能	14立即金币29伤害3加一5全技能69时间79易伤8核9序列升级a等级
124	13314 24551	5	   	253.66	橙2易伤2等级2时间1伤害	1立即金币27易伤3挖青47等级57时间6加一7序列升级8伤害9攻速a核
125	33413 62342	6	   	253.54	橙3易伤3伤害1等级	1随机矿28最后敌人389伤害4等级5掉矿678易伤8序列升级a核
126	13231 43342	6	   	253.54	橙3易伤3伤害1等级	1立即金币238易伤4等级589伤害68基地爆炸7挖青8序列升级a核
127	13233 23342	6	   	253.54	橙3易伤3伤害1等级	1立即金币238易伤4等级58基地爆炸689伤害7挖青8序列升级a核
128	23413 62342	6	   	253.54	橙3易伤3伤害1等级	18策反2最后敌人389伤害4等级5掉矿678易伤8序列升级a核
129	13241 31536	6	 * 	252.47	橙5易伤2时间	1立即金币23568易伤4a时间7雷电9核
130	13241 33136	6	   	252.47	橙5易伤2时间	1立即金币23567易伤4a时间8雷电9核
131	21233 56362	1	   	252.44	橙2易伤2伤害2时间1等级	18策反27伤害38易伤4等级5攻速68时间8序列升级9核a矿等
132	21233 56361	1	   	252.34	橙2易伤2伤害2时间1等级	18策反27伤害38易伤4等级5攻速68时间8序列升级9核a加一
133	21233 56363	1	   	252.34	橙2易伤2伤害2时间1等级	18策反27伤害38易伤4等级5攻速68时间8序列升级9核a掉矿
134	31233 62534	1	   	252.34	橙2易伤2伤害2时间1等级	1随机矿2a伤害3a易伤4等级5攻速6核7平台8a时间9加一a序列升级
135	56232 51332	2	 * 	252.22	橙4易伤2时间1等级	14金币生成2额外掉落3467易伤46序列升级56时间8等级9基地爆炸a核
136	56232 51312	2	   	252.12	橙4易伤2时间1等级	14金币生成2额外掉落3467易伤46序列升级56时间8等级9挖尘a核
137	41224 16133	1	   	252.08	橙3易伤2伤害2时间1全技能	1矿等27伤害389易伤45时间6全技能a核
138	51224 16133	1	   	252.08	橙3易伤2伤害2时间1全技能	1金币生成27伤害389易伤45时间6全技能a核
139	21233 66363	1	   	251.55	橙3伤害2等级1易伤3攻速1全技能	18a策反278伤害3易伤4a等级58a攻速6核8a序列升级9全技能
140	13241 31535	6	   	251.54	橙5易伤1时间1暴击	1立即金币23568易伤4时间7雷电9核a暴击
141	13241 33135	6	   	251.54	橙5易伤1时间1暴击	1立即金币23567易伤4时间8雷电9核a暴击
142	13231 32322	8	   	251.44	橙3易伤2伤害1等级1暴击	1立即金币236易伤4等级57伤害8双倍矿9暴击a核
143	13231 32622	8	   	251.44	橙3易伤2伤害1等级1暴击	18立即金币236易伤4等级57伤害9暴击a核
144	13231 34122	8	   	251.44	橙3易伤2伤害1等级1暴击	17立即金币236易伤4等级58伤害9暴击a核
145	13531 33122	8	   	251.44	橙3易伤2伤害1等级1暴击	1立即金币267易伤3双倍矿4等级58伤害9暴击a核
146	31233 66362	1	   	251.35	橙3伤害2等级1易伤3攻速1全技能	1随机矿278伤害3易伤48等级58a攻速6核8序列升级9全技能
