0	Index      	 *	Score 	Summary	Detail	
1	23432 62224	 * 	208.88	DCR|2VULN|1MDPS|2ASPD|3CDMG|1DMG	14aCDMG|2LIT|3MDPS|5aASPD|6RCR|7DMG|8DUST|9aVULN|aBPWR
84	66212 18334	   	191.78	DCR|3VULN|1AART|1DMG|1DUR	1DUR|246VULN|3MBVNT|56CGEN|6BPWR|7RCR|8MLV|9AART|aDMG
85	66212 18434	   	191.78	DCR|3VULN|1AART|1DMG|1DUR	1DUR|246VULN|3MBVNT|56CGEN|6BPWR|7RCR|8AME|9AART|aDMG
86	53212 11221	   	191.71	DCR|1SPLARM|2VULN|1AART|1ASPD|2DUR	1SPLARM|2AART|3LWND|49DUR|5CGEN|67VULN|8RCR|aASPD
87	53562 11221	   	191.71	DCR|1SPLARM|2VULN|1AART|1ASPD|2DUR	1SPLARM|2AART|3CGEN|49DUR|5LHND|67VULN|8RCR|aASPD
88	21211 26154	 * 	191.69	DCR|3VULN|2ASPD|2CDMG|1NUKE	17CDMG|2RMIN|34BEXP|57ASPD|678VULN|7BPWR|9NUKE|aRCR
89	21211 26324	   	191.69	DCR|3VULN|2ASPD|2CDMG	17CDMG|2RMIN|34BEXP|57ASPD|679VULN|7BPWR|8ERES|aRCR
90	21211 26641	   	191.69	DCR|3VULN|2ASPD|2CDMG	17CDMG|2RMIN|34BEXP|57ASPD|679VULN|7BPWR|8DUST|aRCR
91	12316 16133	   	191.68	DCR|3VULN|1AART|1ASPD|1DUR	16DUST|2MLV|3LHND|456VULN|6BPWR|7RCR|8ASPD|9AART|aDUR
92	12316 16233	   	191.68	DCR|3VULN|1AART|1DMG|1DUR	16DUST|2MLV|3LHND|456VULN|6BPWR|7RCR|8DMG|9AART|aDUR
93	12316 46133	   	191.68	DCR|3VULN|1AART|1ASPD|1DUR	1DUST|2MLV|3LHND|456VULN|7RCR|8ASPD|9AART|aDUR
94	12316 46233	   	191.68	DCR|3VULN|1AART|1DMG|1DUR	1DUST|2MLV|3LHND|456VULN|7RCR|8DMG|9AART|aDUR
95	53112 11221	   	191.61	DCR|1SPLARM|2VULN|1AART|1ASPD|2DUR	1SPLARM|2AART|3LEGI|49DUR|5CGEN|67VULN|8RCR|aASPD
96	15316 16133	   	191.58	DCR|3VULN|1AART|1ASPD|1DUR	16DUST|2TLV|3LHND|456VULN|6BPWR|7RCR|8ASPD|9AART|aDUR
97	15316 16233	   	191.58	DCR|3VULN|1AART|1DMG|1DUR	16DUST|2TLV|3LHND|456VULN|6BPWR|7RCR|8DMG|9AART|aDUR
98	35251 52213	   	191.56	DCR|2VULN|2DMG|1AART|1ZMB	1AME|2BEXP|3ZMB|4RPLT|57VULN|69DMG|8RCR|aAART
99	43251 52213	   	191.56	DCR|2VULN|2DMG|1AART|1ZMB	1RMIN|2FEWX|3ZMB|4RPLT|57VULN|69DMG|8RCR|aAART
100	26431 12323	   	191.40	DCR|2VULN|3CDMG|1AART|2DUR|1AAC	149CDMG|23LWND|59VULN|6AART|79DUR|8RCR|9BPWR|aAAC
101	16258 22212	   	191.33	DCR|3VULN|2DMG|1CDMG	1DUST|27aVULN|3MBVNT|4LHND|59DMG|6CDMG|8RCR
102	22142 32434	   	191.12	DCR|3VULN|2CDMG|1ASPD|2ZMB	18CDMG|28ZMB|3AME|457VULN|68BEXP|8BPWR|9ASPD|aRCR
103	22211 26224	   	191.12	DCR|3VULN|2CDMG|1ASPD|2ZMB	17CDMG|27ZMB|34BEXP|5ASPD|679VULN|7BPWR|8CGEN|aRCR
104	22342 32334	   	191.12	DCR|3VULN|2CDMG|1ASPD|2ZMB	18CDMG|28ZMB|3CGEN|457VULN|68BEXP|8BPWR|9ASPD|aRCR
105	22342 32354	   	191.12	DCR|3VULN|2CDMG|1DMG|2ZMB	18CDMG|28ZMB|3CGEN|457VULN|68BEXP|8BPWR|9DMG|aRCR
106	22363 22334	   	191.12	DCR|3VULN|2CDMG|1ASPD|2ZMB	18CDMG|28ZMB|35CGEN|4FEWX|678VULN|8BPWR|9ASPD|aRCR
107	22364 22334	   	191.12	DCR|3VULN|2CDMG|1ASPD|2ZMB	18CDMG|28ZMB|3CGEN|45FEWX|678VULN|8BPWR|9ASPD|aRCR
108	16341 15212	 * 	191.03	DCR|4VULN|2DMG	1DUST|245aVULN|3RPLT|6LWND|79DMG|8RCR
109	22353 22334	   	191.02	DCR|3VULN|2CDMG|1ASPD|2ZMB	18CDMG|28ZMB|35CGEN|4DUST|678VULN|8BPWR|9ASPD|aRCR
110	22353 22354	   	191.02	DCR|3VULN|2CDMG|1DMG|2ZMB	18CDMG|28ZMB|35CGEN|4DUST|678VULN|8BPWR|9DMG|aRCR
111	22211 26324	   	191.02	DCR|3VULN|2CDMG|1ASPD|2ZMB	17CDMG|27ZMB|34BEXP|5ASPD|679VULN|7BPWR|8ERES|aRCR
112	22631 33434	   	191.02	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2ZMB	1CDMG|24ZMB|3BELT|5ASPD|6DUST|7AART|8VULN|9RCR|aDMG
113	22241 22434	   	190.92	DCR|3VULN|2CDMG|1ASPD|2ZMB	18CDMG|28ZMB|3BEXP|46TLV|578VULN|8BPWR|9ASPD|aRCR
114	22431 22434	   	190.92	DCR|3VULN|2CDMG|1ASPD|2ZMB	18CDMG|28ZMB|3LHND|46TLV|578VULN|8BPWR|9ASPD|aRCR
115	22531 22434	   	190.92	DCR|3VULN|2CDMG|1ASPD|2ZMB	18CDMG|28ZMB|3FEWX|46TLV|578VULN|8BPWR|9ASPD|aRCR
116	53512 11232	   	190.81	DCR|3SPLARM|3VULN|1MDPS|1AART|1DUR	159SPLARM|2AART|359CGEN|4MDPS|59BPWR|679VULN|8RCR|aDUR
117	26362 12322	   	190.37	DCR|2VULN|1MDPS|1AART|2CDMG|2DUR	19CDMG|29LWND|35VULN|4AELBLL|6AART|79DUR|8RCR|9BPWR|aMDPS
118	24316 63211	   	190.31	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1ZMB	1CDMG|2DUST|37VULN|4AAC|5LIT|6RCR|8DMG|9ASPD|aZMB
119	53313 36141	 * 	190.30	DCR|1SPLARM|2VULN|1MDPS|1AART|1DMG|1ZMB	1SPLARM|2AART|3DMG|4MDPS|5RPLT|6ERES|7RCR|8ZMB|9aVULN
120	21342 53134	 * 	190.01	DCR|3VULN|1ASPD|1DMG|1CDMG	1CDMG|2RMIN|3CGEN|458VULN|6DMG|7AME|9ASPD|aRCR
121	22325 63433	   	189.99	DCR|3VULN|1AART|1CDMG|1ZMB	1CDMG|2ZMB|3CGEN|4MULFIG|59aVULN|6LWND|7RCR|8AART
122	11316 61311	 * 	189.95	DCR|2VULN|2AART|1ASPD|1ZMB	1DUST|2LIT|3FEWX|4aAART|57VULN|6ASPD|8RCR|9ZMB
123	11416 61311	   	189.95	DCR|2VULN|2AART|1ASPD|1ZMB	1DUST|2LIT|3BEXP|4aAART|57VULN|6ASPD|8RCR|9ZMB
124	22325 23433	   	189.89	DCR|3VULN|1AART|1CDMG|1ZMB	1CDMG|2ZMB|3CGEN|4MULFIG|59aVULN|6DUST|7RCR|8AART
125	31366 42222	   	189.88	DCR|3VULN|1DMG|1CDMG|1ZMB	1AME|2CGEN|3DMG|459VULN|6RCR|7RCVC|8CDMG|aZMB
126	31364 42222	   	189.64	DCR|2VULN|2DMG|1CDMG|1ZMB	1AME|2CGEN|35DMG|49VULN|6RCR|7RCVC|8CDMG|aZMB
127	64131 52213	   	189.53	DCR|2VULN|2DMG|1AART|1DUR	1DUR|2RPLT|34BEXP|57VULN|69DMG|8RCR|aAART
128	53212 11222	   	189.48	DCR|3VULN|1SPLARM|1AART|2DUR	1SPLARM|2AART|3LWND|49DUR|5CGEN|67aVULN|8RCR
129	53562 11222	   	189.48	DCR|3VULN|1SPLARM|1AART|2DUR	1SPLARM|2AART|3CGEN|49DUR|5LHND|67aVULN|8RCR
130	14251 52213	   	189.43	DCR|2VULN|2DMG|1AART|1DUR	1DUST|24RPLT|3DUR|57VULN|69DMG|8RCR|aAART
131	22631 12143	   	189.39	DCR|3VULN|1ASPD|1CDMG|2ZMB	1CDMG|24ZMB|3BELT|5ASPD|6MBVNT|7RCR|89aVULN
132	53112 11222	   	189.38	DCR|3VULN|1SPLARM|1AART|2DUR	1SPLARM|2AART|3LEGI|49DUR|5CGEN|67aVULN|8RCR
133	24316 63213	   	189.34	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1AAC	1CDMG|2DUST|37VULN|4AAC|5LIT|6RCR|8DMG|9ASPD|aMDPS
134	43223 45212	 * 	189.33	DCR|2AART|3ZMB|1VULN|1ASPD	1RMIN|2FEWX|34aZMB|5ASPD|6RCR|78AART|9VULN
135	53341 11612	 * 	189.19	DCR|1SPLARM|2DMG|1VULN|1AART|1CDMG	1SPLARM|2AART|3aDMG|4RCVC|56RMIN|7RCR|8VULN|9CDMG
136	26261 36113	 * 	189.18	ACR|4VULN|1AART|2CDMG|1DUR	17CDMG|27LWND|3RCR|4578VULN|6RCVC|7BPWR|9DUR|aAART
137	24261 52133	 * 	189.08	ACR|5VULN|2CDMG|1ASPD	16CDMG|2DUST|3RCR|4578aVULN|9ASPD
138	53343 31512	   	188.99	DCR|1SPLARM|2DMG|1VULN|1AART|1CDMG	1SPLARM|2AART|3aDMG|4RCVC|56ERES|7RCR|8VULN|9CDMG
139	25621 12134	   	188.90	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	14CDMG|2MLV|3BELT|5ASPD|6MBVNT|7RCR|8VULN|9AART|aDMG
140	64221 52212	   	188.83	DCR|3VULN|2DMG|2DUR	13DUR|2RPLT|4LHND|57aVULN|69DMG|8RCR
141	44223 33163	 * 	188.57	DCR|3DMG|2AART|1VULN	1RMIN|26AART|3BELT|457DMG|57BPWR|8VULN|9CGEN|aRCR
142	53323 22451	   	188.51	DCR|1SPLARM|2AART|1VULN|1ASPD|1DMG	1SPLARM|29AART|3DMG|4LIT|5CANSTR|6RMIN|7RCR|8VULN|aASPD
143	22225 43622	   	188.48	DCR|3VULN|1MDPS|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2ZMB|3BEXP|4DUR|5MDPS|689VULN|7DMG|aRCR
144	53323 32451	   	188.41	DCR|1SPLARM|2AART|1VULN|1ASPD|1DMG	1SPLARM|29AART|3DMG|4LIT|5CANSTR|6TLV|7RCR|8VULN|aASPD
145	23425 12123	   	188.38	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2LIT|3MDPS|49VULN|5DUR|6RCR|7AME|8DMG|aASPD
146	23425 13123	   	188.28	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1AAC|1DUR	1CDMG|2LIT|3MDPS|49VULN|5DUR|6RCR|7AAC|8DMG|aASPD
147	23425 14123	   	188.28	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2LIT|3MDPS|49VULN|5DUR|6RCR|7ERES|8DMG|aASPD
148	23542 42333	 * 	188.25	DCR|3DMG|3CDMG|1ASPD	189CDMG|2LIT|34RCVC|589CGEN|689DMG|7RCR|89BPWR|aASPD
149	21342 12331	 * 	188.09	DCR|2VULN|1AART|1NUKE|1CDMG|1DUR	1CDMG|2RMIN|3CGEN|45VULN|6AART|7DUR|8RCR|9NUKE|aFEWX
150	21342 12332	   	188.09	DCR|2VULN|1AART|1NUKE|1CDMG|1DUR	1CDMG|2RMIN|3aCGEN|45VULN|6AART|7DUR|8RCR|9NUKE
151	21342 12333	   	188.09	DCR|2VULN|1AART|1NUKE|1CDMG|1DUR	1CDMG|2RMIN|3CGEN|45VULN|6AART|7DUR|8RCR|9NUKE|aBEXP
152	21342 12334	 * 	188.09	DCR|3VULN|1AART|1NUKE|1CDMG|1DUR	1CDMG|2RMIN|3CGEN|45aVULN|6AART|7DUR|8RCR|9NUKE
153	21342 12335	   	188.09	DCR|2VULN|1AART|1NUKE|1CDMG|1DUR	1CDMG|2RMIN|3CGEN|45VULN|6AART|7DUR|8RCR|9NUKE|aLHND
154	21342 12336	   	188.09	DCR|2VULN|1AART|1NUKE|1CDMG|1DUR	1CDMG|2aRMIN|3CGEN|45VULN|6AART|7DUR|8RCR|9NUKE
155	25342 12331	   	188.09	DCR|2VULN|1AART|1NUKE|1CDMG|1DUR	1CDMG|2MLV|3CGEN|45VULN|6AART|7DUR|8RCR|9NUKE|aBEXP
156	25342 12332	   	188.09	DCR|2VULN|1AART|1NUKE|1CDMG|1DUR	1CDMG|2MLV|3aCGEN|45VULN|6AART|7DUR|8RCR|9NUKE
157	25342 12333	   	188.09	DCR|2VULN|1AART|1NUKE|1CDMG|1DUR	1CDMG|2MLV|3CGEN|45VULN|6AART|7DUR|8RCR|9NUKE|aFEWX
158	25342 12334	   	188.09	DCR|3VULN|1AART|1NUKE|1CDMG|1DUR	1CDMG|2MLV|3CGEN|45aVULN|6AART|7DUR|8RCR|9NUKE
159	25342 12335	   	188.09	DCR|2VULN|1AART|1NUKE|1CDMG|1DUR	1CDMG|2MLV|3CGEN|45VULN|6AART|7DUR|8RCR|9NUKE|aLHND
