0	Index      	 *	Score 	Summary	Detail	
1	56611 22221	 * 	192.85	DCR|3VULN|2DMG|1AART|1ASPD|1DUR	14DMG|2DLOT|34aVULN|4BPWR|5AART|6ASPD|7RCR|8TLV|9DUR
18	21314 15441	 * 	181.81	DCR|2AART|2VULN|2DMG|1CDMG	1ERES|2MBVNT|36DMG|47AART|56VULN|6BPWR|8CDMG|9FEWX|aRCR
19	26661 21223	   	181.76	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1ERES|2DLOT|39VULN|4AART|5ZMB|6DUR|7RCR|8aDMG
20	21314 15411	   	181.71	DCR|2AART|2DMG|2VULN|1CDMG	1ERES|2MBVNT|36DMG|47AART|56VULN|6BPWR|8CDMG|9LEGI|aRCR
21	21314 15481	   	181.71	DCR|2AART|2VULN|2DMG|1CDMG	1ERES|2MBVNT|36DMG|47AART|56VULN|6BPWR|8CDMG|9DUST|aRCR
22	56611 22122	   	181.70	DCR|2AART|2DMG|2VULN|1ASPD	14DMG|2DLOT|34VULN|4BPWR|5aAART|6ASPD|7RCR|8CGEN|9DUST
23	56611 22113	   	181.36	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	14DMG|2DLOT|34VULN|4BPWR|5AART|6ASPD|7RCR|89CGEN|aZMB
24	56362 22221	   	181.15	DCR|3DMG|1AART|1VULN|2DUR|1ASPD	15aDMG|2DLOT|35DUR|4AART|5BPWR|6ASPD|7RCR|8VULN|9DUST
25	56362 22213	 * 	180.42	DCR|2DMG|1AART|1VULN|3DUR|1ZMB|1ASPD	15DMG|2DLOT|359DUR|4AART|5BPWR|6ASPD|7RCR|8VULN|aZMB
26	32453 13523	 * 	179.96	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG|1DUR	1BEXP|28VULN|3DMG|4DUR|5aASPD|6RCR|7CDMG|9AART
27	41723 11643	   	179.88	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1ZMB|2MBVNT|3CDMG|4DUR|5RCR|6DMG|78VULN|9AART|aASPD
28	26661 21221	   	179.82	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2DLOT|39aVULN|4AART|5ZMB|6DUR|7RCR|8DMG
29	21314 15712	 * 	179.37	DCR|3AART|2VULN|2DMG|1DUR	1ERES|2MBVNT|36DMG|479AART|56VULN|6BPWR|8DUR|aRCR
30	21312 55731	   	177.20	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1ERES|2MBVNT|39DMG|4AART|5DUR|67VULN|8CDMG|aRCR
31	21314 85731	   	177.20	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1ERES|2MBVNT|39DMG|4AART|57VULN|6DUR|8CDMG|aRCR
32	56611 22132	   	177.19	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	14DMG|2DLOT|34VULN|4BPWR|5AART|6ASPD|7RCR|8CGEN|9TLV|aDUR
33	56611 22212	   	177.19	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	14DMG|2DLOT|34VULN|4BPWR|5AART|6ASPD|7RCR|8TLV|9CGEN|aDUR
34	56611 22232	   	177.19	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	14DMG|2DLOT|34VULN|4BPWR|5AART|6ASPD|7RCR|8TLV|9LHND|aDUR
35	21314 73828	   	177.07	DCR|3VULN|2DMG|1AART	1ERES|2MBVNT|37DMG|4AART|59aVULN|6BELT|8RCR
36	21315 43828	   	177.07	DCR|3VULN|2DMG|1AART	1ERES|2MBVNT|37DMG|4AART|5BELT|69aVULN|8RCR
37	41723 11644	 * 	176.79	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG|1DUR	1aZMB|2MBVNT|3CDMG|4DUR|5RCR|6DMG|78VULN|9AART
38	51233 61161	 * 	176.69	ACR|3DMG|2VULN|1AART	14aDMG|29RPLT|37aLWND|5RCR|6AART|8aVULN|aBPWR
39	31212 32223	   	176.35	DCR|2VULN|2DMG|1AART|2DUR	1aBEXP|2CGEN|3aDMG|4AART|56DUR|7RCR|8ERES|9aVULN|aBPWR
40	56162 22211	   	175.96	DCR|3DMG|1AART|1VULN|1ASPD|1DUR	15aDMG|2DLOT|35LHND|4AART|5BPWR|6ASPD|7RCR|8VULN|9DUR
41	51153 12223	 * 	175.83	DCR|3VULN|2AART|1DMG	1DMG|2RPLT|3BEXP|49AART|5CANHEL|6RCR|78aVULN
42	53166 22333	 * 	175.65	ACR|3VULN|2DMG|2CDMG	16DMG|2LWND|3RCR|45CDMG|7CGEN|89aVULN
43	26661 21222	   	175.62	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	1ERES|2DLOT|39VULN|4aAART|5ZMB|6DUR|7RCR|8DMG
44	21314 15724	   	175.10	DCR|2AART|2VULN|2DMG|1DUR	1ERES|2MBVNT|36DMG|47AART|56VULN|6BPWR|8DUR|9BEXP|aRCR
45	53144 21332	 * 	174.75	ACR|3VULN|1AART|1DMG|1CDMG	1DMG|2LWND|3RCR|45ERES|679VULN|8CDMG|aAART
46	56611 13233	   	174.50	DCR|2AART|2VULN|2DMG|1DUR	14DMG|2DLOT|34VULN|4BPWR|57AART|6MLV|8DUR|9TLV|aRCR
47	21327 41218	   	174.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1ERES|2MBVNT|3DMG|4CDMG|59VULN|6AART|7DUR|8RCR|aZMB
48	21327 41238	   	174.22	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1ERES|2MBVNT|39DMG|4CDMG|5VULN|6AART|7DUR|8RCR|aZMB
49	42344 32212	 * 	174.12	ACR|3VULN|3ZMB|2CDMG|2DUR	168ZMB|24BELT|368VULN|5RCR|68BPWR|78DUR|9aCDMG
50	21185 28332	   	173.80	ACR|3VULN|1AART|1DMG|1ZMB	15ERES|2MBVNT|3RCR|4ZMB|68aVULN|7AART|9DMG
51	21327 43233	   	173.76	DCR|2VULN|2DMG|1AART|1CDMG	1ERES|2MBVNT|39DMG|4CDMG|5aVULN|6AART|7DUST|8RCR
52	53315 23631	 * 	173.75	DCR|3VULN|3DMG|2DUR	138DMG|28LWND|4LIT|56DUR|789VULN|8BPWR|aRCR
53	12235 33122	   	173.73	ACR|2VULN|2DMG|1CDMG|1FLTHEA|1ZMB	139LHND|29VULN|4CDMG|5RCR|6RMIN|7ZMB|89DMG|9BPWR|aFLTHEA
54	21314 74828	   	173.58	DCR|4VULN|1AART|1DMG	1ERES|2MBVNT|3DMG|4AART|579aVULN|6BELT|8RCR
55	21315 44828	   	173.58	DCR|4VULN|1AART|1DMG	1ERES|2MBVNT|3DMG|4AART|5BELT|679aVULN|8RCR
56	32453 13521	   	173.25	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1BEXP|28VULN|3DMG|4DUR|5ASPD|6RCR|7CDMG|9AART|aDUST
57	32453 13522	   	173.25	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1BEXP|28VULN|3DMG|4DUR|5ASPD|6RCR|7CDMG|9AART|aERES
58	56612 12311	   	173.07	DCR|3VULN|2DMG|1AART	14DMG|2DLOT|345VULN|4BPWR|6AART|7FEWX|8RCVC|9ERES|aRCR
59	56612 12321	   	173.07	DCR|3VULN|2DMG|1AART	14DMG|2DLOT|345VULN|4BPWR|6AART|7FEWX|8RCVC|9TLV|aRCR
60	53121 22322	   	172.98	ACR|2VULN|2DMG|1AART|1DUR	17DMG|2LWND|3RCR|4LIT|5RCVC|6DUR|89VULN|aAART
61	53162 62113	 * 	172.94	ACR|2VULN|2AART|1DMG|1CDMG	1DMG|2LWND|3RCR|4CDMG|5BASHEA|6aAART|78VULN|9TLV
62	41713 11643	   	172.94	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1ZMB|2MBVNT|3CDMG|4BEXP|5RCR|6DMG|78VULN|9AART|aASPD
63	26661 11221	   	172.88	DCR|3VULN|1AART|1DMG|1ZMB	1ERES|2DLOT|39aVULN|4AART|5ZMB|6LWND|7RCR|8DMG
64	21423 48448	   	172.84	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1ERES|2MBVNT|3CDMG|4DUR|5RCR|67VULN|8DMG|9AART|aZMB
65	41723 11641	   	172.84	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2MBVNT|3CDMG|4DUR|5RCR|6DMG|78VULN|9AART|aDUST
66	41723 11642	   	172.84	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2MBVNT|3CDMG|4DUR|5RCR|6DMG|78VULN|9AART|aERES
67	53311 31621	   	172.52	DCR|3VULN|3DMG|1ZMB	138DMG|28LWND|4LIT|5ZMB|689VULN|7RMIN|8BPWR|aRCR
68	53311 43621	   	172.52	DCR|3VULN|3DMG|1ZMB	138DMG|2LWND|48LIT|5ZMB|6MLV|789VULN|8BPWR|aRCR
69	21314 15212	   	172.43	DCR|3AART|2VULN|2DMG	1ERES|2MBVNT|36DMG|479AART|56VULN|6BPWR|8LWND|aRCR
70	41226 41643	   	172.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1ZMB|2MBVNT|3DMG|4DUST|5CDMG|67VULN|8RCR|9AART|aASPD
71	21314 73824	   	172.42	DCR|2VULN|2DMG|1AART|1ZMB	1ERES|2MBVNT|37DMG|4AART|59VULN|6BELT|8RCR|aZMB
72	21315 43824	   	172.42	DCR|2VULN|2DMG|1AART|1ZMB	1ERES|2MBVNT|37DMG|4AART|5BELT|69VULN|8RCR|aZMB
73	21314 17324	   	172.37	DCR|3VULN|2DMG|1AART	1ERES|2MBVNT|36DMG|4AART|568VULN|6BPWR|7LWND|9BEXP|aRCR
74	21314 15812	   	172.33	DCR|3AART|2VULN|2DMG	1ERES|2MBVNT|36DMG|479AART|56VULN|6BPWR|8DUST|aRCR
75	43163 34131	 * 	172.27	ACR|2VULN|3ZMB|1AART|3DUR|1SELL	15aZMB|2DUST|3RCR|4SELL|6AART|79aDUR|8aVULN|aBPWR
76	21327 43213	 * 	171.83	DCR|3VULN|1AART|1DMG|1CDMG	1ERES|2MBVNT|3DMG|4CDMG|59aVULN|6AART|7DUST|8RCR
77	56611 22111	   	171.66	DCR|2VULN|2DMG|1AART|1ASPD	14DMG|2DLOT|34VULN|4BPWR|5AART|6ASPD|7RCR|89CGEN|aRCVC
78	43132 23622	 * 	171.30	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	1ZMB|2DUST|3RCR|4CGEN|57ASPD|69VULN|8AART|aDMG
79	21423 48451	   	171.27	ACR|3VULN|2DMG|1CDMG|1DUR	1ERES|2MBVNT|3CDMG|4DUR|5RCR|679VULN|8aDMG
80	21382 25821	 * 	171.23	DCR|3VULN|1AART|1DMG|2ASPD	1ERES|2MBVNT|3DMG|469VULN|5aASPD|7AART|8RCR
81	53163 15321	   	171.20	ACR|2VULN|2DMG|2CDMG|1ZMB	18DMG|29LWND|3RCR|48CDMG|5ZMB|6CGEN|78VULN|8BPWR|aMLV
82	53163 15322	   	171.20	ACR|2VULN|2DMG|2CDMG|1ZMB	18DMG|29LWND|3RCR|48CDMG|5ZMB|6CGEN|78VULN|8BPWR|aLSRICY
83	53163 15323	   	171.20	ACR|2VULN|2DMG|2CDMG|1ZMB	18DMG|29aLWND|3RCR|48CDMG|5ZMB|6CGEN|78VULN|8BPWR
84	53163 15332	   	171.10	ACR|2VULN|2DMG|2CDMG|1ZMB	18DMG|2LWND|3RCR|48CDMG|5ZMB|6CGEN|78VULN|8BPWR|9DUST|aRMIN
85	31216 32223	   	171.05	DCR|2VULN|2DMG|1AART|1DUR	15aBEXP|2CGEN|3aDMG|4AART|6DUR|7RCR|8ERES|9aVULN|aBPWR
86	21153 18447	 * 	171.04	ACR|3VULN|3DMG	145ERES|2MBVNT|3RCR|679VULN|89aDMG|9BPWR
87	53321 34324	 * 	171.02	DCR|3DMG|2VULN|1FLTHEA	13aDMG|27aLWND|4MLV|5FLTHEA|6RCR|8RCVC|9aVULN|aBPWR
88	21188 25311	   	170.90	ACR|2AART|2VULN|1DMG|1ZMB	1ERES|2MBVNT|3RCR|4ZMB|5aAART|6LHND|78VULN|9DMG
89	53163 15333	   	170.85	ACR|2VULN|2DMG|2CDMG|1ZMB|1SELL	18DMG|2LWND|3RCR|48CDMG|5ZMB|6CGEN|78VULN|8BPWR|9DUST|aSELL
90	53626 23231	 * 	170.78	DCR|3DMG|1VULN|2CDMG|1ZMB|1DUR	16aDMG|2LWND|35CDMG|4DUR|7ZMB|8RCR|9VULN
91	26663 21223	   	170.65	DCR|2VULN|2DMG|1AART|1DUR	1ERES|2DLOT|39VULN|4AART|5aDMG|6DUR|7RCR|8NUKE
92	21314 74824	   	170.48	DCR|3VULN|1AART|1DMG|1ZMB	1ERES|2MBVNT|3DMG|4AART|579VULN|6BELT|8RCR|aZMB
93	21315 44824	   	170.48	DCR|3VULN|1AART|1DMG|1ZMB	1ERES|2MBVNT|3DMG|4AART|5BELT|679VULN|8RCR|aZMB
94	21314 12441	   	170.36	DCR|2VULN|2DMG|1AART|1CDMG	1ERES|2MBVNT|36DMG|4AART|56VULN|6BPWR|7DMSP|8CDMG|9FEWX|aRCR
95	21314 17711	   	170.36	DCR|2VULN|2DMG|1AART|1CDMG	1ERES|2MBVNT|36DMG|4AART|56VULN|6BPWR|79LWND|8CDMG|aRCR
96	21311 53731	   	170.26	DCR|2VULN|2DMG|1AART|1CDMG	1ERES|2MBVNT|39DMG|4AART|5FEWX|67VULN|8CDMG|aRCR
97	21314 12411	   	170.26	DCR|2DMG|2VULN|1AART|1CDMG	1ERES|2MBVNT|36DMG|4AART|56VULN|6BPWR|7DMSP|8CDMG|9LEGI|aRCR
98	21314 12481	   	170.26	DCR|2VULN|2DMG|1AART|1CDMG	1ERES|2MBVNT|36DMG|4AART|56VULN|6BPWR|7DMSP|8CDMG|9DUST|aRCR
99	21314 13441	   	170.26	DCR|2VULN|2DMG|1AART|1CDMG	17ERES|2MBVNT|36DMG|4AART|56VULN|6BPWR|8CDMG|9FEWX|aRCR
100	21314 35731	   	170.26	DCR|2VULN|2DMG|1AART|1CDMG	1ERES|2MBVNT|39DMG|4AART|57VULN|6BEXP|8CDMG|aRCR
101	56611 22131	   	170.25	DCR|2VULN|2DMG|1AART|1ASPD	14DMG|2DLOT|34VULN|4BPWR|5AART|6ASPD|7RCR|8aCGEN|9TLV
102	56611 22133	   	170.25	DCR|2VULN|2DMG|1AART|1ASPD	14DMG|2DLOT|34VULN|4BPWR|5AART|6ASPD|7RCR|8CGEN|9TLV|aLWND
103	56611 22211	   	170.25	DCR|2VULN|2DMG|1AART|1ASPD	14DMG|2DLOT|34VULN|4BPWR|5AART|6ASPD|7RCR|8TLV|9aCGEN
104	56611 22213	   	170.25	DCR|2VULN|2DMG|1AART|1ASPD	14DMG|2DLOT|34VULN|4BPWR|5AART|6ASPD|7RCR|8TLV|9CGEN|aLWND
105	56611 22233	   	170.25	DCR|2VULN|2DMG|1AART|1ASPD	14DMG|2DLOT|34VULN|4BPWR|5AART|6ASPD|7RCR|8TLV|9LHND|aLWND
106	21314 13411	   	170.16	DCR|2DMG|2VULN|1AART|1CDMG	17ERES|2MBVNT|36DMG|4AART|56VULN|6BPWR|8CDMG|9LEGI|aRCR
107	21314 13481	   	170.16	DCR|2VULN|2DMG|1AART|1CDMG	17ERES|2MBVNT|36DMG|4AART|56VULN|6BPWR|8CDMG|9DUST|aRCR
108	21124 51554	   	169.97	ACR|2VULN|2DMG|1AART|1DUR	19ERES|2MBVNT|3RCR|4LIT|59VULN|6DUR|7DUST|89DMG|9BPWR|aAART
109	31122 34111	 * 	169.95	DCR|1AART|1DMG|2CDMG|1VULN|1FLTHEA|1ZMB	15BEXP|2CGEN|3ZMB|45CDMG|5BPWR|6VULN|7RCR|8DMG|9FLTHEA|aAART
110	31222 34511	   	169.95	DCR|1AART|1DMG|2CDMG|1VULN|1FLTHEA|1ZMB	15BEXP|2CGEN|3DMG|45CDMG|5BPWR|6VULN|7RCR|8ZMB|9FLTHEA|aAART
111	41713 11644	   	169.85	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1aZMB|2MBVNT|3CDMG|4BEXP|5RCR|6DMG|78VULN|9AART
112	21327 41486	   	169.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1ERES|2MBVNT|3DMG|4CDMG|59VULN|6AART|7DUR|8ZMB|aRCR
113	56362 22211	   	169.41	DCR|2DMG|1AART|1VULN|3DUR|1ASPD	15DMG|2DLOT|359DUR|4AART|5BPWR|6ASPD|7RCR|8VULN|aRMIN
114	41226 41644	 * 	169.33	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	1aZMB|2MBVNT|3DMG|4DUST|5CDMG|67VULN|8RCR|9AART
115	56362 22212	   	169.31	DCR|2DMG|1AART|1VULN|3DUR|1ASPD	15DMG|2DLOT|359DUR|4AART|5BPWR|6ASPD|7RCR|8VULN|aNUKE
116	56611 13121	   	169.17	DCR|2AART|2VULN|2DMG	14DMG|2DLOT|34VULN|4BPWR|57AART|6MLV|8DUST|9RCVC|aRCR
117	42344 32213	   	169.11	ACR|3VULN|3ZMB|1CDMG|2DUR	168ZMB|24BELT|368VULN|5RCR|68BPWR|78DUR|9CDMG|aRCVC
118	56162 22221	   	169.02	DCR|3DMG|1AART|1VULN|1ASPD	15aDMG|2DLOT|35LHND|4AART|5BPWR|6ASPD|7RCR|8VULN|9FEWX
119	56162 22231	   	168.92	DCR|3DMG|1AART|1VULN|1ASPD	15aDMG|2DLOT|35LHND|4AART|5BPWR|6ASPD|7RCR|8VULN|9DUST
120	26663 21221	   	168.72	DCR|3VULN|1AART|1DMG|1DUR	1ERES|2DLOT|39aVULN|4AART|5DMG|6DUR|7RCR|8NUKE
121	53162 62331	   	168.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2LWND|3RCR|4CDMG|5BASHEA|6AART|7aVULN|8LIT|9DUR
122	21327 41217	   	168.51	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1ERES|2MBVNT|3DMG|4CDMG|59VULN|6AART|7aDUR|8RCR
123	21327 41237	   	168.51	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1ERES|2MBVNT|39DMG|4CDMG|5VULN|6AART|7aDUR|8RCR
124	43315 21622	   	168.50	ACR|3VULN|1AART|1DMG|1ZMB	1ZMB|2DUST|3DMG|4DMSP|5RCR|69aVULN|7ERES|8AART
125	21381 38731	   	168.46	DCR|2VULN|2DMG|1AART|1CDMG	1ERES|2MBVNT|39DMG|46VULN|5FEWX|7AART|8CDMG|aRCR
126	43325 21622	   	168.40	ACR|3VULN|1AART|1DMG|1ZMB	1ZMB|24DUST|3DMG|5RCR|69aVULN|7ERES|8AART
127	21314 73826	   	168.35	DCR|2VULN|2DMG|1AART|1DUR	1ERES|2MBVNT|37DMG|4AART|59VULN|6BELT|8RCR|aDUR
128	21315 43826	   	168.35	DCR|2VULN|2DMG|1AART|1DUR	1ERES|2MBVNT|37DMG|4AART|5BELT|69VULN|8RCR|aDUR
129	21314 74837	   	168.35	DCR|2VULN|2DMG|1AART|1ASPD	1ERES|2MBVNT|3aDMG|4AART|57VULN|6BELT|8RCR|9ASPD
130	21315 44837	   	168.35	DCR|2VULN|2DMG|1AART|1ASPD	1ERES|2MBVNT|3aDMG|4AART|5BELT|67VULN|8RCR|9ASPD
131	41723 11621	   	168.33	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1ZMB|2MBVNT|3CDMG|4DUR|5RCR|6aDMG|78VULN|9RCVC
132	43163 22433	 * 	168.17	ACR|2VULN|2DMG|3ZMB|1SELL	15aZMB|2DUST|3RCR|4SELL|6aDMG|7CGEN|8ERES|9aVULN|aBPWR
133	21314 15224	   	168.16	DCR|2AART|2VULN|2DMG	1ERES|2MBVNT|36DMG|47AART|56VULN|6BPWR|8LWND|9BEXP|aRCR
134	21314 15824	   	168.06	DCR|2AART|2VULN|2DMG	1ERES|2MBVNT|36DMG|47AART|56VULN|6BPWR|8DUST|9BEXP|aRCR
135	53152 21361	   	168.02	ACR|3DMG|2VULN|2DUR	19aDMG|2LWND|3RCR|49DUR|5TLV|68VULN|79LIT|9BPWR
136	42344 32211	   	167.80	ACR|3VULN|3ZMB|1CDMG|2DUR	168ZMB|24BELT|368VULN|5RCR|68BPWR|78DUR|9CDMG|aBEXP
137	51233 61135	   	167.77	ACR|2VULN|2DMG|1AART|1DUR	14DMG|2RPLT|37LWND|5RCR|6AART|8aVULN|9DUR
138	56611 13311	   	167.56	DCR|2AART|2VULN|2DMG	14DMG|2DLOT|34VULN|4BPWR|57AART|6MLV|8CGEN|9ERES|aRCR
139	56611 13321	   	167.56	DCR|2AART|2VULN|2DMG	14DMG|2DLOT|34VULN|4BPWR|57AART|6MLV|8CGEN|9TLV|aRCR
140	51233 61313	 * 	167.54	ACR|3DMG|1AART|2ZMB|1CDMG	149DMG|2RPLT|379LWND|5RCR|6AART|89ZMB|9BPWR|aCDMG
141	43632 34111	 * 	167.39	DCR|1AART|1DMG|1VULN|2ZMB|1CDMG|1FLTHEA	15ZMB|2DUST|3CDMG|45CGEN|5BPWR|6VULN|7RCR|8DMG|9FLTHEA|aAART
142	43152 31623	 * 	167.30	ACR|2VULN|3ZMB|1AART|2DUR	16aZMB|2DUST|3RCR|4aDUR|5TLV|7ERES|8AART|9aVULN|aBPWR
143	21163 32484	 * 	167.23	ACR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1ERES|2MBVNT|3RCR|4LWND|5ASPD|6aVULN|7FLTHEA|8AART|9DMG
144	53166 22322	   	167.21	ACR|2DMG|1AART|1VULN|2CDMG	16DMG|2LWND|3RCR|45CDMG|7CGEN|8VULN|9RCVC|aAART
145	32124 24511	 * 	167.13	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB|1SELL	1BEXP|25VULN|3SELL|45ERES|5BPWR|6DMG|7RCR|8ZMB|9FLTHEA|aAART
146	21423 48447	   	167.13	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1ERES|2MBVNT|3CDMG|4aDUR|5RCR|67VULN|8DMG|9AART
147	51153 12226	   	167.11	DCR|2AART|2VULN|1DMG|1DUR	1DMG|2RPLT|3BEXP|49AART|5CANHEL|6RCR|78VULN|aDUR
148	44312 32326	   	167.07	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ZMB|2LWND|3aDMG|4AART|5RCVC|6DUR|7RCR|8ERES|9VULN
149	53166 21232	   	167.06	ACR|2DMG|1VULN|2CDMG|1FLTHEA|1ZMB	16DMG|2LWND|3RCR|45CDMG|7RMIN|8ZMB|9VULN|aFLTHEA
150	53166 23232	   	167.06	ACR|2DMG|1VULN|2CDMG|1FLTHEA|1ZMB	16DMG|2LWND|3RCR|45CDMG|7ZMB|8RMIN|9VULN|aFLTHEA
151	46611 11131	 * 	167.01	DCR|2VULN|3ZMB|1AART|1DMG	148ZMB|2DLOT|34VULN|4BPWR|5AART|6MLV|7DMG|9LHND|aRCR
152	16122 62353	   	167.01	DCR|2VULN|2DMG|1AART|1DUR|1SELL	1LHND|2DUR|3SELL|49DMG|5BASHEA|6AART|7aVULN|8RCR
153	32416 24211	   	166.98	DCR|4VULN|1AART|1DMG	1BEXP|2569VULN|3DMG|4DUST|7AART|8BASHEA|aRCR
154	43344 31211	 * 	166.92	DCR|2DMG|1AART|2CDMG|2ZMB|1DUR	18ZMB|2DUST|38DMG|4ERES|5MGNSTR|6RCR|78CDMG|8BPWR|9DUR|aAART
155	45153 12223	   	166.77	DCR|3VULN|2AART|1ZMB	1ZMB|2RPLT|3BEXP|49AART|5CANHEL|6RCR|78aVULN
156	41723 17222	   	166.70	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2MBVNT|3CDMG|4DUR|5RCR|6DMG|7BASICY|8VULN|9aAART
157	21612 12313	   	166.62	DCR|2VULN|2DMG|1AART	1aERES|2MBVNT|3CGEN|4AART|5RCVC|6LEGI|7RCR|8aVULN|9aDMG|aBPWR
158	43315 22621	   	166.50	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	1ZMB|2DUST|3DMG|4DMSP|5RCR|69VULN|7aASPD|8AART
159	53153 62221	 * 	166.49	ACR|1AART|1DMG|2CDMG|1FLTHEA|1ZMB|1ASPD|1DUR	1DMG|2LWND|3RCR|4DUR|5ASPD|67CDMG|8ZMB|9FLTHEA|aAART
160	21155 13482	   	166.49	ACR|3DMG|2VULN|1ZMB	149ERES|2MBVNT|3RCR|5MGNSTR|679DMG|89VULN|9BPWR|aZMB
