0	Index      	 *	Score 	Summary	Detail	
1	23231 25365	 * 	189.40	DCR|2VULN|2DMG|1AART|1CDMG|2DUR	1aDUR|2FEWX|3aDMG|4CDMG|5ERES|6RCR|7aVULN|8RMIN|9AART|aBPWR
48	55222 22321	   	174.22	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	18FEWX|2RCR|38DMG|4DUR|56VULN|78MLV|8BPWR|9ZMB|aCDMG
49	55211 12241	   	174.03	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1FEWX|2RCR|3DMG|47VULN|5TLV|6DUR|8AART|9ASPD|aZMB
50	55213 32161	   	174.02	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	15FEWX|2RCR|39DMG|47VULN|6CDMG|8DUR|aZMB
51	55222 21621	   	173.97	ACR|2VULN|2DMG|1AART|1DUR	1aFEWX|2RCR|3aDMG|4DUR|56VULN|7aLWND|8AART|9RPLT|aBPWR
52	55212 22362	   	173.94	ACR|3VULN|3DMG	18FEWX|2RCR|389DMG|47aVULN|5MLV|68LWND|8BPWR
53	35252 21226	   	173.90	DCR|4VULN|2DMG|1DUR	1CGEN|2RMIN|356aVULN|49DMG|7RCR|8DUR
54	55232 22362	   	173.84	ACR|3VULN|3DMG	18FEWX|2RCR|389DMG|4DUST|56aVULN|78MLV|8BPWR
55	55222 21623	   	173.77	ACR|2VULN|2DMG|1AART|1DUR	1FEWX|2RCR|3aDMG|4DUR|56VULN|7LWND|8AART|9RPLT
56	55213 25321	   	173.74	ACR|3VULN|3DMG	15FEWX|2RCR|389DMG|46aVULN|7CGEN
57	55211 12224	   	173.67	ACR|2VULN|2DMG|1AART|1DUR	1FEWX|2RCR|3aDMG|47VULN|5TLV|6DUR|8AART|9LWND
58	55211 12234	   	173.67	ACR|2VULN|2DMG|1AART|1DUR	1FEWX|2RCR|3aDMG|47VULN|5TLV|6DUR|8AART|9CGEN
59	22532 23142	 * 	173.50	DCR|3VULN|1AART|1CDMG|2DUR|1ZMB	16DUR|2BASICY|3CDMG|4RPLT|56aVULN|6BPWR|7ZMB|8RCR|9AART
60	53212 21135	   	173.21	DCR|5VULN|1DMG|1ZMB	12FEWX|35689VULN|4ZMB|7RCR|aDMG
61	35252 21113	   	173.18	DCR|4VULN|1AART|1DMG	1CGEN|2RMIN|3568VULN|4DMG|7RCR|9AART|aFEWX
62	35252 21115	   	173.18	DCR|4VULN|1AART|1DMG	1CGEN|2RMIN|3568VULN|4DMG|7RCR|9AART|aLHND
63	35252 21112	   	173.08	DCR|4VULN|1AART|1DMG	1CGEN|2RMIN|3568VULN|4DMG|7RCR|9AART|aLEGI
64	35252 21116	   	173.08	DCR|4VULN|1AART|1DMG	1CGEN|2RMIN|3568VULN|4DMG|7RCR|9AART|aERES
65	55222 22332	   	172.77	ACR|2VULN|2DMG|1AART|1DUR	189FEWX|2RCR|38DMG|4DUR|56VULN|78MLV|8BPWR|aAART
66	13122 88271	 * 	172.73	DCR|3DMG|2VULN|3ASPD	18aASPD|2DMSP|348DUST|5MBVNT|68aDMG|7RCR|8aBPWR|9aVULN
67	55212 11362	   	172.72	ACR|3DMG|2VULN|2DUR	18FEWX|2RCR|389DMG|4aVULN|5MLV|68DUR|7RCVC|8BPWR
68	53252 23363	   	172.69	DCR|5VULN|2DMG	128FEWX|35679VULN|49DMG|9BPWR|aRCR
69	35252 21142	   	172.58	DCR|4VULN|1AART|1DMG	1CGEN|2RMIN|3568VULN|4DMG|7RCR|9BEXP|aAART
70	53252 21322	   	172.58	DCR|4VULN|1AART|1DMG	12FEWX|3569VULN|4DMG|7RCR|8LHND|aAART
71	55213 22351	   	172.57	ACR|2VULN|2DMG|1AART|1ASPD	15FEWX|2RCR|38DMG|46VULN|7BEXP|9ASPD|aAART
72	35252 21152	   	172.48	DCR|4VULN|1AART|1DMG	1CGEN|2RMIN|3568VULN|4DMG|7RCR|9DUST|aAART
73	35252 21162	   	172.48	DCR|4VULN|1AART|1DMG	1CGEN|2RMIN|3568VULN|4DMG|7RCR|9MBVNT|aAART
74	53252 21251	   	172.36	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	12FEWX|356VULN|4DMG|7RCR|8DUR|9ASPD|aAART
75	23262 65223	   	172.25	DCR|2VULN|2DMG|1AART|2DUR	19DUR|26FEWX|39DMG|4RMIN|59VULN|7AART|8RCR|9BPWR|aBELT
76	55112 32162	 * 	172.09	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	13FEWX|2RCR|4ZMB|57aVULN|6CDMG|8DUR|9DMG
77	55262 22221	   	172.04	ACR|3VULN|1AART|1DMG|1DUR	19FEWX|2RCR|3DMG|4RMIN|579VULN|69LWND|8AART|9BPWR|aDUR
78	55212 12363	   	171.82	ACR|3DMG|2VULN|2DUR	18FEWX|2RCR|389DMG|47VULN|5MLV|68DUR|8BPWR|aRCVC
79	55211 12214	   	171.74	ACR|3VULN|1AART|1DMG|1DUR	19FEWX|2RCR|3DMG|47aVULN|5TLV|6DUR|8AART
80	55213 22342	 * 	171.73	ACR|3DMG|2VULN|1CDMG	15FEWX|2RCR|389DMG|46VULN|7BEXP|aCDMG
81	21333 51145	 * 	170.71	DCR|3DMG|1AART|1VULN|2DUR	16DUR|25LWND|349DMG|7RCR|8VULN|aAART
82	55212 12311	   	170.52	ACR|3VULN|2DMG|2DUR	18FEWX|2RCR|38DMG|47aVULN|5MLV|68DUR|8BPWR|9LHND
83	55222 33421	   	170.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2RCR|3DMG|4DUR|59VULN|6LSRREG|7AART|8TLV|aCDMG
84	55112 31622	 * 	170.09	ACR|3VULN|1AART|1CDMG|1ZMB	13FEWX|2RCR|4ZMB|59aVULN|6CDMG|7AART|8MLV
85	55112 31122	   	169.99	ACR|3VULN|1AART|1CDMG|1ZMB	13FEWX|2RCR|4ZMB|59aVULN|6CDMG|7AART|8TLV
86	55212 16311	 * 	169.83	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1FEWX|2RCR|3DMG|4aVULN|5MLV|6DUR|7LWND|8AART|9FLTHEA
87	55216 11321	   	169.83	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1FEWX|2RCR|3aDMG|4VULN|5CDMG|6aDUST|7DUR|8AART|9aLHND|aBPWR
88	55222 12311	   	169.83	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1FEWX|2RCR|3DMG|4DUR|5aVULN|6LWND|7MLV|8AART|9FLTHEA
89	55222 63323	   	169.83	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1FEWX|2RCR|3aDMG|4DUR|5VULN|6CDMG|7BEXP|8AART|9LHND
90	55211 12216	   	169.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	19FEWX|2RCR|3DMG|47VULN|5TLV|6DUR|8AART|aCDMG
91	55211 16311	   	169.73	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1FEWX|2RCR|3DMG|4aVULN|5TLV|6DUR|7LWND|8AART|9FLTHEA
92	55216 11323	   	169.73	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1FEWX|2RCR|3aDMG|4VULN|5CDMG|6DUST|7DUR|8AART|9LHND
93	55221 22311	   	169.73	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1FEWX|2RCR|3DMG|4DUR|5TLV|6LHND|7aVULN|8AART|9FLTHEA
94	55232 61323	   	169.73	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1FEWX|2RCR|3aDMG|4DUST|5VULN|6CDMG|7DUR|8AART|9LHND
95	55212 12324	 * 	169.72	ACR|2VULN|2DMG|2ZMB|2DUR	18FEWX|2RCR|38DMG|47VULN|5MLV|68DUR|8BPWR|9aZMB
96	55211 12261	   	169.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2RCR|3DMG|47VULN|5TLV|6DUR|8AART|9AIRHEA|aCDMG
97	55262 33123	   	169.54	ACR|2VULN|2DMG|1AART	169FEWX|2RCR|39DMG|4aRMIN|59VULN|7AART|8RCVC|9BPWR
98	55216 32213	 * 	169.53	ACR|2VULN|2DMG|2ASPD|1CDMG	1FEWX|2RCR|39DMG|48VULN|5CDMG|6aASPD|7CANHEL
99	53212 21441	   	169.38	DCR|3VULN|1AART|1DMG|1ZMB	12FEWX|356VULN|4ZMB|7RCR|8DUST|9DMG|aAART
100	22532 23145	 * 	169.30	DCR|2VULN|2AART|1CDMG|2DUR|1ZMB	16DUR|2BASICY|3CDMG|4RPLT|56VULN|6BPWR|7ZMB|8RCR|9aAART
101	55112 21233	   	169.29	ACR|3VULN|2DMG|1ZMB	13aFEWX|2RCR|4ZMB|56aVULN|7LIT|8LHND|9aDMG|aBPWR
102	55112 21533	   	169.29	ACR|3VULN|2DMG|1ZMB	13aFEWX|2RCR|4ZMB|56aVULN|7LIT|8LWND|9aDMG|aBPWR
103	55212 22361	   	169.29	ACR|3DMG|2VULN|1ZMB	18FEWX|2RCR|389DMG|47VULN|5MLV|68LWND|8BPWR|aZMB
104	55232 22361	   	169.19	ACR|3DMG|2VULN|1ZMB	18FEWX|2RCR|389DMG|4DUST|56VULN|78MLV|8BPWR|aZMB
105	55213 22326	   	169.09	ACR|3VULN|2DMG|1ZMB	15FEWX|2RCR|38DMG|469VULN|7BEXP|aZMB
106	12113 23322	 * 	168.76	DCR|2VULN|2DMG|1AART|2ASPD	19ASPD|2BEXP|39LHND|46VULN|5FEWX|7AART|89DMG|9BPWR|aRCR
107	55222 25414	   	168.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2RCR|3DMG|4DUR|56VULN|7MBVNT|8CDMG|9BASHEA|aAART
108	55213 26321	   	168.41	ACR|2VULN|2DMG|2ASPD|2DUR	157FEWX|2RCR|3aDMG|46VULN|8aDUR|9aASPD|aBPWR
109	55223 63421	   	168.29	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|2RCR|3DMG|4DUR|5LSRICY|6AART|7MBVNT|8ZMB|9aVULN
110	55262 11221	   	167.70	ACR|2VULN|1AART|1DMG|3DUR	19FEWX|2RCR|3DMG|4RMIN|59VULN|69aDUR|7RCVC|8AART|9BPWR
111	35212 21131	   	167.62	DCR|4VULN|1CDMG|1FLTHEA|1ZMB	1CGEN|2RMIN|3568VULN|4ZMB|7RCR|9FLTHEA|aCDMG
112	55216 32233	 * 	167.60	ACR|3VULN|1DMG|2ASPD|1CDMG	1FEWX|2RCR|3DMG|489VULN|5CDMG|6aASPD|7CANHEL
113	35212 21226	   	167.32	DCR|4VULN|1DMG|1ZMB|1DUR	1CGEN|2RMIN|356aVULN|4ZMB|7RCR|8DUR|9DMG
114	53212 21246	   	167.32	DCR|4VULN|1DMG|1ZMB|1DUR	12FEWX|356aVULN|4ZMB|7RCR|8DUR|9DMG
115	53252 21126	   	167.32	DCR|4VULN|1DMG|1ZMB|1DUR	12FEWX|3568VULN|4DMG|7RCR|9DUR|aZMB
116	53252 21226	   	167.32	DCR|4VULN|1DMG|1ZMB|1DUR	12FEWX|3569VULN|4DMG|7RCR|8DUR|aZMB
117	55212 22321	   	167.28	ACR|2VULN|2DMG|1CDMG|1ZMB	18FEWX|2RCR|38DMG|47VULN|5MLV|68LWND|8BPWR|9ZMB|aCDMG
118	55215 22321	   	167.28	ACR|2VULN|2DMG|1CDMG|1ZMB	18FEWX|2RCR|38DMG|46VULN|5BEXP|78MLV|8BPWR|9ZMB|aCDMG
119	55242 22321	   	167.28	ACR|2VULN|2DMG|1CDMG|1ZMB	18FEWX|2RCR|38DMG|4BEXP|56VULN|78MLV|8BPWR|9ZMB|aCDMG
120	55222 21611	   	167.19	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|2RCR|3DMG|4DUR|56VULN|79LWND|8AART|aZMB
121	55222 21631	   	167.19	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	19FEWX|2RCR|3DMG|4DUR|56VULN|7LWND|8AART|aZMB
122	55232 22321	   	167.18	ACR|2VULN|2DMG|1CDMG|1ZMB	18FEWX|2RCR|38DMG|4DUST|56VULN|78MLV|8BPWR|9ZMB|aCDMG
123	55213 61121	   	167.09	ACR|2VULN|2DMG|1AART|1SELL	15FEWX|2RCR|3aDMG|49VULN|6SELL|7AART|8TLV
124	55211 12231	   	167.09	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|2RCR|3DMG|47VULN|5TLV|6DUR|8AART|9CGEN|aZMB
125	55212 52321	   	167.08	ACR|2VULN|2DMG|1CDMG|1ZMB	18FEWX|2RCR|38DMG|47VULN|5MLV|68DUST|8BPWR|9ZMB|aCDMG
126	35252 21326	   	166.97	DCR|4VULN|2DMG	1CGEN|2RMIN|356aVULN|49DMG|7RCR|8LHND
127	55232 21621	   	166.93	ACR|2VULN|2DMG|1AART	1aFEWX|2RCR|3aDMG|4DUST|56VULN|7aLWND|8AART|9RPLT|aBPWR
128	35212 21511	   	166.87	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1CGEN|2RMIN|356VULN|4ZMB|7RCR|8CDMG|9DMG|aASPD
129	53212 21511	   	166.87	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	12FEWX|356VULN|4ZMB|7RCR|8CDMG|9DMG|aASPD
130	35252 21223	   	166.74	DCR|3VULN|2DMG|1ASPD|1DUR	1CGEN|2RMIN|356VULN|49DMG|7RCR|8DUR|aASPD
131	55211 52213	   	166.73	ACR|2VULN|2DMG|1AART	19aFEWX|2RCR|3aDMG|47VULN|5TLV|6aDUST|8AART|aBPWR
132	55232 21623	   	166.73	ACR|2VULN|2DMG|1AART	1FEWX|2RCR|3aDMG|4DUST|56VULN|7LWND|8AART|9RPLT
133	21336 61224	   	166.66	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	19DUR|2LWND|34DMG|5AART|6ZMB|7BEXP|8RCR|aVULN
134	55222 22363	   	166.53	ACR|3DMG|2VULN|1DUR	18FEWX|2RCR|389DMG|4DUR|56VULN|78MLV|8BPWR|aRCVC
135	35252 21532	   	166.41	DCR|3VULN|2DMG|1CDMG	1CGEN|2RMIN|356VULN|4aDMG|7RCR|8CDMG|9AIRHEA
136	53252 21532	   	166.41	DCR|3VULN|2DMG|1CDMG	12FEWX|356VULN|4aDMG|7RCR|8CDMG|9CANHEL
137	23231 25525	 * 	166.41	DCR|2VULN|2DMG|2CDMG|1DUR	1DUR|2FEWX|3aDMG|4aCDMG|5ERES|6RCR|7aVULN|8LSRHEA|9DUST|aBPWR
138	23231 25361	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2FEWX|3DMG|4CDMG|5ERES|6RCR|7aVULN|8RMIN|9AART
139	23231 25364	   	166.31	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2FEWX|3aDMG|4CDMG|5ERES|6RCR|7VULN|8RMIN|9AART
140	23231 22263	   	166.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2FEWX|3aDMG|4CDMG|5ERES|6RCR|7BASICY|8VULN|9AART
141	23231 25563	   	166.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2FEWX|3aDMG|4CDMG|5ERES|6RCR|7VULN|8LSRHEA|9AART
142	55212 11361	   	166.14	ACR|3DMG|1VULN|2DUR|1ZMB	18FEWX|2RCR|389DMG|4VULN|5MLV|68DUR|7RCVC|8BPWR|aZMB
143	21336 12255	 * 	165.91	DCR|2AART|2DMG|1CDMG|1ZMB|1DUR	1DUR|2LWND|34DMG|57AART|6CDMG|8RCVC|9RCR|aZMB
144	55212 16313	 * 	165.90	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR	1FEWX|2RCR|3DMG|4VULN|5MLV|6DUR|7LWND|8AART|9FLTHEA|aCDMG
145	55222 12313	   	165.90	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR	1FEWX|2RCR|3DMG|4DUR|5VULN|6LWND|7MLV|8AART|9FLTHEA|aCDMG
146	55212 12322	   	165.86	ACR|2VULN|2DMG|2DUR|1ZMB	18FEWX|2RCR|38DMG|47VULN|5MLV|68DUR|8BPWR|9ZMB|aLIT
147	55212 12325	   	165.86	ACR|2VULN|2DMG|2DUR|1ZMB	18FEWX|2RCR|38DMG|47VULN|5MLV|68DUR|8BPWR|9ZMB|aLHND
148	55212 12326	   	165.86	ACR|2VULN|2DMG|2DUR|1ZMB	18FEWX|2RCR|38DMG|47VULN|5MLV|68DUR|8BPWR|9ZMB|aRMIN
149	55212 12336	   	165.86	ACR|2VULN|2DMG|2DUR|1ZMB	189FEWX|2RCR|38DMG|47VULN|5MLV|68DUR|8BPWR|aZMB
150	55215 22332	   	165.83	ACR|2VULN|2DMG|1AART	189FEWX|2RCR|38DMG|46VULN|5BEXP|78MLV|8BPWR|aAART
151	55242 22332	   	165.83	ACR|2VULN|2DMG|1AART	189FEWX|2RCR|38DMG|4BEXP|56VULN|78MLV|8BPWR|aAART
152	55213 12352	   	165.83	ACR|2VULN|2DMG|1AART	158FEWX|2RCR|38DMG|49VULN|6BEXP|78MLV|8BPWR|aAART
153	55211 16313	   	165.80	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR	1FEWX|2RCR|3DMG|4VULN|5TLV|6DUR|7LWND|8AART|9FLTHEA|aCDMG
154	55221 22313	   	165.80	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR	1FEWX|2RCR|3DMG|4DUR|5TLV|6LHND|7VULN|8AART|9FLTHEA|aCDMG
155	55212 12323	   	165.76	ACR|2VULN|2DMG|2DUR|1ZMB	18FEWX|2RCR|38DMG|47VULN|5MLV|68DUR|8BPWR|9ZMB|aTLV
156	55232 22332	   	165.73	ACR|2VULN|2DMG|1AART	189FEWX|2RCR|38DMG|4DUST|56VULN|78MLV|8BPWR|aAART
157	55212 33623	 * 	165.70	ACR|3DMG|1AART|1VULN	16aFEWX|2RCR|38aDMG|4VULN|5MLV|7AART|9aLWND|aBPWR
158	55212 52332	   	165.63	ACR|2VULN|2DMG|1AART	189FEWX|2RCR|38DMG|47VULN|5MLV|68DUST|8BPWR|aAART
159	55211 33623	   	165.60	ACR|3DMG|1AART|1VULN	16aFEWX|2RCR|38aDMG|4VULN|5TLV|7AART|9aLWND|aBPWR
160	55152 22333	   	165.53	ACR|2VULN|2DMG|1AART	13FEWX|2RCR|48DMG|56VULN|7BEXP|9AIRHEA|aAART
161	55213 22333	   	165.53	ACR|2VULN|2DMG|1AART	15FEWX|2RCR|38DMG|46VULN|7BEXP|9AIRHEA|aAART
162	55213 25222	   	165.53	ACR|2VULN|2DMG|1AART	15FEWX|2RCR|39DMG|46VULN|7CGEN|8ERES|aAART
163	55213 25332	   	165.53	ACR|2VULN|2DMG|1AART	15FEWX|2RCR|38DMG|46VULN|7CGEN|9TLV|aAART
164	55215 23333	   	165.53	ACR|2VULN|2DMG|1AART	1FEWX|2RCR|38DMG|46VULN|5BEXP|7DMSP|9AIRHEA|aAART
165	55242 23333	   	165.53	ACR|2VULN|2DMG|1AART	1FEWX|2RCR|38DMG|4BEXP|56VULN|7DMSP|9AIRHEA|aAART
166	55212 33613	   	165.50	ACR|3DMG|1AART|1VULN	16aFEWX|2RCR|38aDMG|4VULN|5MLV|7AART|9aDUST|aBPWR
167	55262 32222	   	165.49	ACR|2VULN|1AART|1DMG|3DUR	169FEWX|2RCR|3DMG|4RMIN|59VULN|79aDUR|8AART|9BPWR
168	35212 21111	   	165.43	DCR|4VULN|1AART|1ZMB	1CGEN|2RMIN|3568VULN|4ZMB|7RCR|9AART|aRCVC
169	35252 21212	   	165.42	DCR|3VULN|1AART|1DMG|1DUR	19CGEN|2RMIN|356VULN|4DMG|7RCR|8DUR|aAART
170	55211 33613	   	165.40	ACR|3DMG|1AART|1VULN	16aFEWX|2RCR|38aDMG|4VULN|5TLV|7AART|9aDUST|aBPWR
171	55221 34313	 * 	165.39	ACR|2DMG|1AART|1VULN|3DUR	179FEWX|2RCR|39DMG|479DUR|567TLV|79BPWR|8AART|aVULN
