0	Index      	 *	Score 	Summary	Detail	
1	13243 15432	 * 	195.33	DCR|2VULN|2DMG|2AART|2DUR|1ASPD	19DUR|29VULN|3LHND|4ASPD|5LEGI|6RCR|7aAART|89DMG|9BPWR
69	36166 32311	   	173.96	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD|1DUR	18ZMB|2DUR|3FEWX|4ASPD|5DMG|6AART|7RCR|9aVULN
70	36266 32311	   	173.96	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD|1DUR	18ZMB|2DUR|3BEXP|4ASPD|5DMG|6AART|7RCR|9aVULN
71	32363 33512	   	173.88	ACR|4VULN|1AART|1ZMB|1ASPD	1ZMB|2LWND|3RCR|4ASPD|568aVULN|7FEWX|9AART
72	13566 32322	   	173.86	DCR|2VULN|1AART|1DMG|2ZMB|1DUR|1ASPD	1DUR|2aVULN|38ZMB|4ASPD|5DMG|6AART|7RCR|9ERES
73	32363 31512	   	173.78	ACR|4VULN|1AART|1ZMB|1ASPD	1ZMB|2LWND|3RCR|4ASPD|568aVULN|7DUST|9AART
74	65252 32123	 * 	173.72	DCR|3VULN|1AART|3CDMG	19aTLV|2AART|38ERES|49aCDMG|59aVULN|6RCR|7RCVC|9aBPWR
75	13211 22464	   	173.61	DCR|2VULN|1AART|1DMG|2ZMB|2DUR	17DUR|27VULN|3LHND|4LIT|57ZMB|6RCR|7BPWR|8AART|9DLOT|aDMG
76	32366 33141	 * 	173.50	ACR|2AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD	1ZMB|2LWND|3RCR|4ASPD|5DMG|67AART|8CGEN|9CDMG|aVULN
77	36332 22141	   	173.43	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1ZMB|2DUR|3RCR|4LIT|5AART|6DMG|7ERES|8ASPD|9aVULN
78	32366 33241	   	173.40	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ZMB|2LWND|3RCR|4ASPD|5DMG|67AART|8ERES|9CDMG|aVULN
79	32363 42212	 * 	173.33	ACR|3VULN|1AART|2ASPD|1ZMB|1DUR	1ZMB|2LWND|3RCR|46ASPD|58aVULN|7DUR|9AART
80	23241 43412	   	173.11	DCR|3VULN|1AART|1DMG|2DUR	13LHND|249VULN|5DMG|6AART|7RCR|8aDUR
81	23231 43413	   	172.86	DCR|2VULN|2DMG|1AART|1DUR	13LHND|29VULN|4RCVC|5aDMG|6AART|7RCR|8DUR
82	35226 32353	 * 	172.83	ACR|3VULN|2AART|1ZMB|1DUR	1ZMB|2aAART|3ERES|4RCR|5DUST|679VULN|8DUR
83	32366 36223	 * 	172.70	ACR|3ZMB|1AART|1DMG|2CDMG|2ASPD	18aZMB|28LWND|3RCR|4aASPD|5DMG|6AART|78CDMG|8aBPWR|9aBEXP
84	36366 12131	   	172.48	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB|1ASPD	1ZMB|27DUR|3RCR|4ASPD|5DMG|6CGEN|8CDMG|9AART|aVULN
85	13243 15422	   	172.25	DCR|2DMG|2AART|1VULN|1ASPD|1DUR	1DUR|2VULN|3LHND|4ASPD|5LEGI|6RCR|7aAART|89DMG
86	32366 36213	 * 	172.02	ACR|3ZMB|3CDMG|1AART|1DMG|1ASPD	18aZMB|28aLWND|3RCR|4ASPD|5DMG|6AART|78aCDMG|8aBPWR|9LEGI
87	23241 43511	   	171.88	DCR|3VULN|1AART|1DMG|1ZMB	13LHND|249VULN|5DMG|6AART|7RCR|8FEWX|aZMB
88	23241 43532	   	171.88	DCR|3VULN|1AART|1DMG|1ZMB	13LHND|24aVULN|5DMG|6AART|7RCR|8FEWX|9ZMB
89	23314 53151	 * 	171.75	DCR|3VULN|2DMG|1CDMG|2DUR	1LHND|259VULN|3FEWX|4LIT|69DMG|7CDMG|89DUR|9BPWR|aRCR
90	36316 24332	   	171.73	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ZMB|2DUR|3RCR|4MLV|5DMG|6RPLT|7ASPD|8AART|9aVULN
91	23343 15433	   	171.65	DCR|2VULN|2DMG|1AART|1ASPD	19aLHND|29VULN|3FEWX|4ASPD|5LEGI|6RCR|7AART|89DMG|9BPWR
92	32363 33443	   	171.62	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1ZMB|2LWND|3RCR|4ASPD|56VULN|7FEWX|8CDMG|9aDMG
93	55311 61233	   	171.62	DCR|2AART|2DMG|1VULN|1DUR	1ERES|27AART|3RCVC|4DUR|5TLV|6RCR|8aDMG|9VULN
94	23143 15433	   	171.55	DCR|2VULN|2DMG|1AART|1ASPD	19aLHND|29VULN|3DUST|4ASPD|5LEGI|6RCR|7AART|89DMG|9BPWR
95	13114 53623	   	171.55	DCR|3VULN|2DMG|1CDMG|2DUR	17DUR|257VULN|39DUST|4LIT|67DMG|7BPWR|8CDMG|aRCR
96	13114 53633	   	171.55	DCR|3VULN|2DMG|1CDMG|2DUR	17DUR|257VULN|3DUST|4LIT|67DMG|7BPWR|8CDMG|9TLV|aRCR
97	32363 31443	   	171.52	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1ZMB|2LWND|3RCR|4ASPD|56VULN|7DUST|8CDMG|9aDMG
98	36321 32543	   	171.52	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3RCR|4ERES|5LWND|68VULN|7CDMG|9aDMG
99	35523 12221	   	171.28	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1ZMB|2AART|3MLV|4RCR|59DUR|6BEXP|7aVULN|8DMG
100	35523 31221	   	171.28	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1ZMB|2AART|3MLV|4RCR|59DUR|6aVULN|7FEWX|8DMG
101	35523 34221	   	171.28	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1ZMB|2AART|3MLV|4RCR|59DUR|6aVULN|7BEXP|8DMG
102	35523 22221	   	171.18	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1ZMB|2AART|3MLV|4RCR|59DUR|6DUST|7aVULN|8DMG
103	35523 36221	   	171.18	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1ZMB|2AART|3MLV|4RCR|59DUR|6aVULN|7DUST|8DMG
104	32366 24311	 * 	170.79	ACR|2DMG|3ZMB|1VULN|3ASPD	168ZMB|2LWND|3RCR|478ASPD|58DMG|8BPWR|9TLV|aVULN
105	32366 12225	   	170.53	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1ZMB|2LWND|3RCR|4ASPD|5DMG|6CGEN|7DUR|89VULN|aAART
106	35652 33233	 * 	170.34	DCR|3AART|2VULN|1CDMG|1ZMB	1ZMB|279AART|3LHND|4CDMG|5MLV|6RCR|8aVULN
107	32363 62141	   	170.28	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD|1SELL	1ZMB|2LWND|3RCR|4ASPD|57VULN|6SELL|8DUR|9DMG|aAART
108	32365 32512	   	170.12	ACR|2VULN|3ZMB|1AART|2ASPD	17aZMB|2LWND|3RCR|4aASPD|5CGEN|6AART|8FEWX|9aVULN|aBPWR
109	13141 12635	   	170.01	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1DUR|27VULN|3DUST|4ASPD|5BEXP|6RCR|8DMG|9ZMB|aAART
110	13566 32211	   	170.01	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2aVULN|3ZMB|4ASPD|5DMG|6AART|7RCR|8CGEN|9TLV
111	13566 32231	   	170.01	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2aVULN|3ZMB|4ASPD|5DMG|6AART|7RCR|8CGEN|9ERES
112	35652 33213	 * 	169.92	DCR|2AART|2VULN|2ZMB|1CDMG	1aZMB|27AART|3LHND|4CDMG|5MLV|6RCR|89VULN
113	23221 43413	   	169.75	DCR|2VULN|2DMG|1AART|1DUR	134LHND|29VULN|5aDMG|6AART|7RCR|8DUR
114	35634 33312	 * 	169.60	DCR|2VULN|3ZMB|1AART|1CDMG	16aZMB|2AART|3LHND|45VULN|7RCR|8RPLT|9CDMG
115	35434 33312	   	169.50	DCR|2VULN|3ZMB|1AART|1CDMG	16aZMB|2AART|3DUST|45VULN|7RCR|8RPLT|9CDMG
116	36316 12412	   	169.48	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1ZMB|27DUR|3RCR|4MLV|5DMG|6CGEN|8aVULN|9AART
117	23523 15422	   	169.38	DCR|2DMG|2AART|1VULN|1ZMB	1LHND|2VULN|3ZMB|4FEWX|5LEGI|6RCR|7aAART|89DMG
118	13211 22441	   	169.20	DCR|3VULN|1AART|2ZMB|2DUR	17DUR|27aVULN|3LHND|4LIT|57ZMB|6RCR|7BPWR|8AART|9ERES
119	32331 52625	   	168.88	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	1ZMB|2LWND|3RCR|4LIT|56DUR|78DMG|9VULN|aAART
120	36365 31112	   	168.82	ACR|2VULN|1AART|2ZMB|2ASPD|2DUR	1aZMB|28DUR|3RCR|4aASPD|5CGEN|6AART|7BEXP|9aVULN|aBPWR
121	13526 61111	   	168.78	DCR|2VULN|3ZMB|1AART|2DUR	18DUR|29VULN|37aZMB|4FEWX|5AART|6RCR
122	35523 32343	 * 	168.72	ACR|2VULN|1AART|2ZMB|1CDMG|2DUR	1aZMB|2AART|3MLV|4RCR|58DUR|67VULN|9CDMG
123	32366 21363	   	168.32	ACR|2DMG|3ZMB|1AART|2ASPD	168ZMB|27LWND|3RCR|48ASPD|58DMG|8BPWR|9AART|aFEWX
124	32366 21362	   	168.22	ACR|2DMG|3ZMB|1AART|2ASPD	168ZMB|27LWND|3RCR|48ASPD|58DMG|8BPWR|9AART|aDUST
125	35221 32141	   	168.19	ACR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2AART|3ERES|4RCR|58LHND|67aVULN|9CDMG
126	35221 32441	   	168.19	ACR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2AART|3ERES|4RCR|5LHND|67aVULN|8DMSP|9CDMG
127	35225 32241	   	168.19	ACR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2AART|3ERES|4RCR|58LWND|67aVULN|9CDMG
128	32366 33321	 * 	168.16	ACR|2DMG|2AART|2ZMB|1ASPD|1DUR	18ZMB|2LWND|3RCR|4ASPD|59DMG|67AART|aDUR
129	55211 61233	   	168.11	DCR|2AART|2DMG|1VULN|1DUR	13ERES|27AART|4DUR|5TLV|6RCR|8aDMG|9VULN
130	35221 32641	   	168.09	ACR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2AART|38ERES|4RCR|5LHND|67aVULN|9CDMG
131	33266 36223	 * 	168.08	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ZMB|2DUST|3VULN|4ASPD|5DMG|6aAART|7CDMG|8RCR|9TLV
132	36332 23312	   	167.94	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1ZMB|27DUR|3RCR|4LIT|5AART|6DMG|8VULN|9CDMG|aLHND
133	36332 23314	   	167.94	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1ZMB|27DUR|3RCR|4LIT|5AART|6DMG|8VULN|9CDMG|aCGEN
134	36332 23315	   	167.94	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1ZMB|27DUR|3RCR|4aLIT|5AART|6DMG|8VULN|9CDMG
135	36332 23311	   	167.84	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1ZMB|27DUR|3RCR|4LIT|5AART|6DMG|8VULN|9CDMG|aDUST
136	36332 23313	   	167.84	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1ZMB|27DUR|3RCR|4LIT|5AART|6DMG|8VULN|9CDMG|aERES
137	23341 12525	   	167.82	DCR|3VULN|1AART|1DMG|1ASPD	1LHND|278VULN|3FEWX|4ASPD|5BEXP|6RCR|9DMG|aAART
138	23241 43512	   	167.82	DCR|3VULN|1AART|1DMG|1DUR	13LHND|249VULN|5DMG|6AART|7RCR|8FEWX|aDUR
139	35324 11521	   	167.77	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ZMB|2AART|3LSRHEA|4DUR|5BEXP|6RCR|7CANHEL|89DMG|aVULN
140	32366 21315	   	167.72	ACR|2DMG|3ZMB|1AART|2ASPD	168ZMB|27LWND|3RCR|48ASPD|58DMG|8BPWR|9CGEN|aAART
141	23141 12525	   	167.72	DCR|3VULN|1AART|1DMG|1ASPD	1LHND|278VULN|3DUST|4ASPD|5BEXP|6RCR|9DMG|aAART
142	23241 43422	   	167.72	DCR|3VULN|1AART|1DMG|1DUR	13LHND|24aVULN|5DMG|6AART|7RCR|8DUR|9ERES
143	32366 21335	   	167.62	ACR|2DMG|3ZMB|1AART|2ASPD	168ZMB|27LWND|3RCR|48ASPD|58DMG|8BPWR|9DUST|aAART
144	13566 33121	   	167.61	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1DUR|2VULN|3ZMB|4ASPD|5aDMG|6AART|7CANSTR|8RCR|9LHND
145	35523 31226	   	167.34	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1ZMB|2AART|3MLV|4RCR|59DUR|6VULN|7FEWX|8DMG|aCDMG
146	13211 22425	   	167.30	DCR|2VULN|1AART|2ZMB|1CDMG|2DUR	17DUR|27VULN|3LHND|4LIT|57ZMB|6RCR|7BPWR|8AART|9LWND|aCDMG
147	35523 22226	   	167.24	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1ZMB|2AART|3MLV|4RCR|59DUR|6DUST|7VULN|8DMG|aCDMG
148	13211 22416	   	167.18	DCR|2VULN|3ZMB|1AART|2DUR	17DUR|27VULN|3LHND|4LIT|57aZMB|6RCR|7BPWR|8AART|9RPLT
149	32366 21326	   	167.11	ACR|3DMG|3ZMB|2ASPD|1DUR	168ZMB|27LWND|3RCR|48ASPD|589DMG|8BPWR|aDUR
150	35521 32325	   	166.87	ACR|3VULN|1AART|2DUR|1ZMB	1ZMB|2AART|3MLV|4RCR|5LHND|67aVULN|89DUR
151	35523 32125	   	166.87	ACR|3VULN|1AART|2DUR|1ZMB	1ZMB|2AART|3MLV|4RCR|59DUR|67aVULN|8LHND
152	35523 32225	   	166.87	ACR|3VULN|1AART|2DUR|1ZMB	1ZMB|2AART|3MLV|4RCR|59DUR|67aVULN|8LWND
153	36632 32623	   	166.87	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3RMIN|4CDMG|59aVULN|6RPLT|7RCR|8DMG
154	33266 32512	   	166.82	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD	1aZMB|2DUST|3aVULN|4ASPD|5DMG|6AART|7RCR|8NUKE|9aTLV|aBPWR
155	36366 32112	   	166.79	ACR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1ZMB|2DUR|3RCR|4ASPD|5DMG|6aAART|7RMIN|8LHND|9VULN
156	36366 32212	   	166.79	ACR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1ZMB|2DUR|3RCR|4ASPD|5DMG|6aAART|7RMIN|8LWND|9VULN
157	32366 32312	   	166.79	ACR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1ZMB|2LWND|3RCR|4ASPD|5DMG|6aAART|7RMIN|8DUR|9VULN
158	32366 33422	   	166.79	ACR|2AART|1DMG|1VULN|1ZMB|1ASPD|1DUR	1ZMB|2LWND|3RCR|4ASPD|5DMG|67AART|8DUR|9CGEN|aVULN
159	32366 33431	   	166.79	ACR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1ZMB|2LWND|3RCR|4ASPD|5DMG|67AART|8DUR|9FEWX|aVULN
