0	Index      	 *	Score 	Summary	Detail	
1	43651 24134	 * 	180.76	DCR|2VULN|2DMG|1AART|1CDMG	17LWND|27LIT|3AART|47DMG|5MBVNT|6RCR|7BPWR|8CDMG|9aVULN
20	31132 33343	   	172.83	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1LEGI|2AART|3LIT|4RCR|58VULN|6ASPD|7DUR|9DMG|aZMB
21	31132 43145	 * 	172.67	ACR|2VULN|2DMG|1AART|1DUR	1LEGI|2AART|3aLIT|4RCR|5aVULN|6DUR|7LWND|8aDMG|9BELT|aBPWR
22	31151 24355	 * 	172.52	DCR|3DMG|1AART|1VULN|1DUR	1LEGI|2AART|37LIT|479DMG|5MBVNT|6RCR|7BPWR|8DUR|aVULN
23	32151 34233	 * 	172.35	ACR|3VULN|1AART|1DMG|2ASPD	1LEGI|2LHND|38aVULN|47ASPD|5RCR|6AART|9DMG
24	16313 43225	 * 	171.92	DCR|2AART|2VULN|1DMG|1CDMG	1ERES|25VULN|36AART|4CGEN|7RCR|8TLV|9CDMG|aDMG
25	31156 21611	   	171.78	DCR|3DMG|1AART|1VULN|1ZMB	1LEGI|2AART|37LIT|456DMG|8RCR|9VULN|aZMB
26	66216 13113	   	171.76	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1DUR|26DMG|3ZMB|4FEWX|56VULN|6BPWR|7LIT|8ERES|9AART|aRCR
27	31156 31331	   	171.66	DCR|2AART|2VULN|2DMG	1LEGI|26AART|3LIT|45DMG|7aVULN|8DUST|9RCR
28	31132 33311	   	171.51	ACR|4VULN|1AART|1ASPD|1DUR	1LEGI|2AART|3LIT|4RCR|589aVULN|6ASPD|7DUR
29	53233 13622	 * 	171.13	DCR|2AART|2VULN|1DMG|2ZMB	17LIT|2MLV|3aAART|47ZMB|57VULN|6BELT|7BPWR|8RCR|9DMG
30	55233 13622	   	171.03	DCR|2AART|2VULN|1DMG|2ZMB	17LIT|2TLV|3aAART|47ZMB|57VULN|6BELT|7BPWR|8RCR|9DMG
31	46216 11322	   	170.72	DCR|2VULN|2DMG|1AART|1ZMB	1LWND|26DMG|3ZMB|4FEWX|56VULN|6BPWR|7MLV|8RCR|9RCVC|aAART
32	53231 21341	   	170.72	DCR|2VULN|2DMG|1AART|1ZMB	1LIT|2MLV|3AART|4ZMB|56DMG|7aVULN|8DUST|9RCR
33	55231 21341	   	170.62	DCR|2VULN|2DMG|1AART|1ZMB	1LIT|2TLV|3AART|4ZMB|56DMG|7aVULN|8DUST|9RCR
34	31132 32346	   	170.54	ACR|3VULN|1AART|1DMG|1ASPD	1LEGI|2AART|3LIT|4RCR|58aVULN|6ASPD|7LHND|9DMG
35	31132 44261	   	170.54	ACR|3VULN|1AART|1DMG|1DUR	1LEGI|2AART|3LIT|4RCR|58aVULN|6DUR|7RPLT|9DMG
36	31156 31223	 * 	170.22	DCR|2AART|2DMG|1VULN|1CDMG	1LEGI|26AART|3LIT|45DMG|7VULN|8RCR|9LHND|aCDMG
37	31156 31253	   	170.22	DCR|2AART|2DMG|1VULN|1CDMG	1LEGI|26AART|3LIT|45DMG|7VULN|8RCR|9LWND|aCDMG
38	43651 24133	   	170.11	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	17LWND|27LIT|3AART|47DMG|5MBVNT|6RCR|7BPWR|8CDMG|9VULN|aASPD
39	56233 22132	   	170.00	DCR|2AART|2VULN|1CDMG|1ZMB|1ASPD	1LIT|2ASPD|3aAART|4ZMB|59VULN|6MLV|7RCR|8CDMG
40	31621 65221	 * 	169.86	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1LEGI|2AART|3LWND|478VULN|5DUR|6DMG|9ASPD|aRCR
41	12253 56223	 * 	169.61	DCR|3DMG|2VULN|1ZMB|1DUR	1ERES|2RCVC|37VULN|4ZMB|58aDMG|6DUR|9RCR
42	16313 43533	   	169.38	DCR|2AART|2VULN|1DMG|1ZMB	1ERES|25VULN|36AART|4CGEN|7RCR|8ZMB|9RPLT|aDMG
43	36211 26135	   	169.28	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LEGI|2VULN|3FEWX|4CDMG|5AART|6ZMB|79DMG|8RCR|aRCVC
44	53231 21223	   	169.28	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LIT|2MLV|3AART|4ZMB|56DMG|7VULN|8RCR|9LHND|aCDMG
45	53231 21253	   	169.28	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LIT|2MLV|3AART|4ZMB|56DMG|7VULN|8RCR|9LWND|aCDMG
46	55231 21223	   	169.18	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LIT|2TLV|3AART|4ZMB|56DMG|7VULN|8RCR|9LHND|aCDMG
47	55231 21253	   	169.18	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LIT|2TLV|3AART|4ZMB|56DMG|7VULN|8RCR|9LWND|aCDMG
48	16431 14332	   	169.03	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1aERES|2aVULN|3DMG|4DUR|5RPLT|6LEGI|7AART|8RCR|9aCDMG|aBPWR
49	31132 33411	 * 	168.86	ACR|3VULN|2AART|1ASPD|1DUR	1LEGI|28AART|3LIT|4RCR|59aVULN|6ASPD|7DUR
50	31134 42132	 * 	168.53	ACR|3VULN|2AART|1CDMG	1LEGI|25AART|3LIT|4RCR|6ERES|79aVULN|8CDMG
51	31132 33313	   	168.42	ACR|3VULN|1AART|1ZMB|1ASPD|1DUR	1LEGI|2AART|3LIT|4RCR|589VULN|6ASPD|7DUR|aZMB
52	66216 11331	 * 	168.41	DCR|3VULN|2DMG|1ZMB|1DUR	1DUR|26DMG|3ZMB|4FEWX|56aVULN|6BPWR|7MLV|8RCR|9DUST
53	43632 33411	   	168.36	ACR|3VULN|2AART|1DUR|1ASPD	1LWND|2LIT|38AART|4RCR|59aVULN|6ASPD|7DUR
54	63352 24231	 * 	168.31	DCR|3VULN|1AART|1DMG|2DUR	14DUR|2LIT|35aVULN|6AART|7FEWX|8DMG|9RCR
55	63352 25231	   	168.31	DCR|3VULN|1AART|1DMG|2DUR	14DUR|2LIT|35aVULN|6AART|7LWND|8DMG|9RCR
56	63352 22231	   	168.21	DCR|3VULN|1AART|1DMG|2DUR	14DUR|2LIT|35aVULN|6AART|7DUST|8DMG|9RCR
57	31151 23551	   	168.21	DCR|2AART|2DMG|1VULN|1DUR	1LEGI|28AART|3LIT|49DMG|5MBVNT|6RCR|7DUR|aVULN
58	32151 35523	   	168.13	ACR|3VULN|2AART|1ZMB|1ASPD	1LEGI|2LHND|37aVULN|4ASPD|5RCR|69AART|8ZMB
59	32151 35531	   	168.03	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1LEGI|2LHND|37VULN|4ASPD|5RCR|6AART|8ZMB|9DUR|aDMG
60	36211 26131	   	167.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LEGI|2VULN|3FEWX|4CDMG|5AART|6ZMB|79DMG|8RCR|aLWND
61	36211 26133	   	167.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LEGI|2VULN|3aFEWX|4CDMG|5AART|6ZMB|79DMG|8RCR
62	36211 26134	   	167.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LEGI|2VULN|3FEWX|4CDMG|5AART|6ZMB|79DMG|8RCR|aCGEN
63	36211 26141	   	167.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LEGI|29VULN|3FEWX|4CDMG|5AART|6ZMB|7DMG|8RCR|aLWND
64	36211 26143	   	167.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LEGI|29VULN|3aFEWX|4CDMG|5AART|6ZMB|7DMG|8RCR
65	32151 33233	   	167.94	ACR|3VULN|1AART|1DMG|1ASPD	1LEGI|2LHND|38aVULN|4ASPD|5RCR|6AART|7RCVC|9DMG
66	36211 26136	   	167.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LEGI|2VULN|3FEWX|4CDMG|5AART|6ZMB|79DMG|8RCR|aTLV
67	31151 24366	   	167.87	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LEGI|2AART|37LIT|47DMG|5MBVNT|6RCR|7BPWR|8DUR|9ZMB|aVULN
68	31151 24745	   	167.87	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LEGI|2AART|37LIT|47DMG|5MBVNT|6RCR|7BPWR|8ZMB|9VULN|aDUR
69	31151 24771	   	167.87	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LEGI|2AART|37LIT|47DMG|5MBVNT|6RCR|7BPWR|8ZMB|9ASPD|aVULN
70	31156 31333	   	167.72	DCR|2AART|2DMG|1VULN|1CDMG	1LEGI|26AART|3LIT|45DMG|7VULN|8DUST|9RCR|aCDMG
71	56231 12533	 * 	167.64	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1LIT|2aASPD|3AART|4ZMB|5DMG|6LWND|7RCR|8CDMG|9VULN
72	61511 23235	   	167.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2RPLT|3AART|4LWND|58VULN|6BEXP|7RCR|9CDMG|aDMG
73	61531 23235	   	167.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2RPLT|3AART|4LHND|58VULN|6BEXP|7RCR|9CDMG|aDMG
74	12253 56222	   	167.61	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1ERES|2RCVC|37VULN|4ZMB|58DMG|6DUR|9RCR|aCDMG
75	31156 31241	   	167.58	DCR|2AART|2DMG|1VULN|1ZMB	1LEGI|26AART|3LIT|45DMG|7VULN|8RCR|9ZMB|aRPLT
76	16313 43632	 * 	167.51	DCR|3VULN|2AART|1CDMG	18ERES|25aVULN|36AART|4CGEN|7RCR|9CDMG
77	56233 22311	   	167.50	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	1LIT|2ASPD|3AART|4ZMB|59aVULN|6MLV|7RCR|8DUR
78	31156 31243	   	167.48	DCR|2AART|2DMG|1VULN|1ZMB	1LEGI|26AART|3LIT|45DMG|7VULN|8RCR|9ZMB|aCANHEL
79	56233 42311	   	167.40	DCR|3VULN|1AART|1ZMB|1ASPD|1DUR	1LIT|2ASPD|3AART|4ZMB|59aVULN|6ERES|7RCR|8DUR
80	36513 16232	 * 	167.28	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG|1SELL	1LEGI|2aVULN|3SELL|48ASPD|5CDMG|6AART|7DMG|9RCR
81	31132 33344	 * 	167.12	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	1LEGI|2AART|3LIT|4RCR|58VULN|6ASPD|7aDUR|9DMG
82	53231 22264	   	167.08	DCR|2AART|2DMG|1VULN|1ZMB	1LIT|2MLV|39AART|4ZMB|56DMG|7LWND|8RCR|aVULN
83	36321 33882	 * 	167.01	DCR|3VULN|1AART|2CDMG|2DUR	1LEGI|23aVULN|4MBVNT|5RPLT|6aDUR|7aCDMG|8AART|9RCR|aBPWR
84	53231 21343	   	166.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LIT|2MLV|3AART|4ZMB|56DMG|7VULN|8DUST|9RCR|aCDMG
85	31132 33443	 * 	166.69	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1LEGI|28AART|3LIT|4RCR|5VULN|6ASPD|7DUR|9DMG|aZMB
86	55231 21343	   	166.68	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LIT|2TLV|3AART|4ZMB|56DMG|7VULN|8DUST|9RCR|aCDMG
87	46411 23322	   	166.56	DCR|2VULN|2DMG|1AART|1DUR	1LWND|23DMG|4DUR|5BEXP|67VULN|8RCR|9RCVC|aAART
88	33151 23542	 * 	166.50	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB	1LEGI|2aDUST|3VULN|4aASPD|5RCR|6LHND|7ZMB|8AART|9aDMG|aBPWR
89	36321 53824	   	166.47	DCR|3VULN|1AART|1CDMG|1ZMB	1LEGI|23aVULN|4MBVNT|5RPLT|6RCR|7CDMG|8AART|9ZMB
90	31134 35134	 * 	166.46	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1LEGI|25AART|3LIT|4RCR|6LHND|7DMG|8CDMG|9VULN|aZMB
91	32151 35222	 * 	166.39	ACR|4VULN|1AART|2ASPD	1LEGI|2LHND|378aVULN|49ASPD|5RCR|6AART
92	31134 35341	 * 	166.33	ACR|2AART|2DMG|1VULN|1DUR	1LEGI|25AART|3LIT|4RCR|6LHND|79DMG|8DUR|aVULN
93	36327 23711	 * 	166.32	DCR|4VULN|1AART|1ZMB	1LEGI|235aVULN|4MBVNT|6RCR|7LIT|8ZMB|9AART
94	63352 23236	   	166.06	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	14DUR|2LIT|35VULN|6AART|7ZMB|8RCR|9RMIN|aDMG
95	64322 32225	   	166.01	DCR|3VULN|1AART|1DMG|2DUR	17DUR|27LSRICY|3LHND|4DMG|567VULN|7BPWR|8LEGI|9RCR|aAART
96	63352 23216	   	165.96	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	14DUR|2LIT|35VULN|6AART|7ZMB|8RCR|9ERES|aDMG
97	31132 32343	   	165.89	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LEGI|2AART|3LIT|4RCR|58VULN|6ASPD|7LHND|9DMG|aZMB
98	36327 23713	   	165.87	DCR|3VULN|1AART|1CDMG|1ZMB	1LEGI|235VULN|4MBVNT|6RCR|7LIT|8ZMB|9AART|aCDMG
99	32151 35231	   	165.74	ACR|3VULN|1AART|1DMG|1ASPD	1LEGI|2LHND|378VULN|4ASPD|5RCR|6AART|9DMG|aRMIN
100	32151 35232	   	165.74	ACR|3VULN|1AART|1DMG|1ASPD	1LEGI|2LHND|378VULN|4ASPD|5RCR|6AART|9DMG|aFEWX
101	32151 35235	   	165.74	ACR|3VULN|1AART|1DMG|1ASPD	1LEGI|2LHND|378VULN|4ASPD|5RCR|6AART|9DMG|aCGEN
102	32151 35333	   	165.74	ACR|3VULN|1AART|1DMG|1ASPD	1LEGI|28LHND|37aVULN|4ASPD|5RCR|6AART|9DMG
103	32221 45323	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LEGI|2LHND|3BELT|49VULN|5ASPD|6RCR|7DMG|8CDMG|aAART
104	32151 35214	   	165.64	ACR|3VULN|1AART|1DMG|1ASPD	1LEGI|2LHND|378VULN|4ASPD|5RCR|6AART|9CANHEL|aDMG
105	32151 35236	   	165.64	ACR|3VULN|1AART|1DMG|1ASPD	1LEGI|2LHND|378VULN|4ASPD|5RCR|6AART|9DMG|aNUKE
106	56253 23133	 * 	165.58	ACR|2VULN|1AART|2ASPD|1CDMG|1ZMB	1LIT|2aASPD|3AART|4RCR|5LWND|6ZMB|7aERES|8CDMG|9aVULN|aBPWR
107	31151 24255	   	165.58	DCR|3DMG|1AART|1VULN	1LEGI|2AART|37LIT|479DMG|5MBVNT|6RCR|7BPWR|8FEWX|aVULN
108	31151 24455	   	165.58	DCR|3DMG|1AART|1VULN	1LEGI|2AART|37LIT|479DMG|5MBVNT|6RCR|7BPWR|8BEXP|aVULN
109	32151 14111	   	165.37	ACR|2VULN|2DMG|1AART|1ASPD	1LEGI|29LHND|39VULN|4ASPD|5RCR|6ERES|7RPLT|89DMG|9BPWR|aAART
110	32151 64111	   	165.37	ACR|2VULN|2DMG|1AART|1ASPD	1LEGI|29LHND|39VULN|4ASPD|5RCR|6TLV|7RPLT|89DMG|9BPWR|aAART
111	12514 62113	 * 	165.35	ACR|3VULN|2DMG|1ZMB|1SELL	18ERES|2RCVC|3SELL|4CGEN|5RCR|689VULN|78DMG|8BPWR|aZMB
112	16362 12422	   	165.21	DCR|3VULN|2AART|1CDMG	1ERES|27aVULN|36AART|4LIT|5FEWX|8RCR|9CDMG
113	16363 12422	   	165.21	DCR|3VULN|2AART|1CDMG	1ERES|27aVULN|36AART|4LIT|5LWND|8RCR|9CDMG
114	61531 63333	   	165.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2RPLT|3AART|4LHND|5aVULN|6ERES|7DMG|8RCR|9CDMG
115	16361 12222	   	165.11	DCR|3VULN|2AART|1CDMG	1ERES|27aVULN|36AART|4LIT|5MBVNT|8RCR|9CDMG
116	56233 43231	   	165.00	DCR|3VULN|1AART|1ZMB|1ASPD|1DUR	1LIT|2ASPD|3AART|4ZMB|57aVULN|6ERES|8RCR|9DUR
117	56231 12181	   	164.87	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LIT|2ASPD|3AART|4ZMB|59DMG|6LWND|7RCR|8MBVNT|aVULN
118	16313 23222	   	164.77	DCR|3VULN|1AART|1CDMG|1ZMB	1ERES|25aVULN|3AART|4CGEN|6LIT|7ZMB|8RCR|9CDMG
119	53233 42222	   	164.77	DCR|3VULN|1AART|1CDMG|1ZMB	1LIT|2MLV|3AART|4ZMB|57aVULN|6ERES|8RCR|9CDMG
120	55233 42222	   	164.67	DCR|3VULN|1AART|1CDMG|1ZMB	1LIT|2TLV|3AART|4ZMB|57aVULN|6ERES|8RCR|9CDMG
121	16362 12216	   	164.58	DCR|2AART|2VULN|1DMG|1ZMB	1ERES|27VULN|36AART|4LIT|5FEWX|8ZMB|9RCR|aDMG
122	16363 12216	   	164.58	DCR|2AART|2VULN|1DMG|1ZMB	1ERES|27VULN|36AART|4LIT|5LWND|8ZMB|9RCR|aDMG
123	31132 32311	   	164.58	ACR|4VULN|1AART|1ASPD	1LEGI|2AART|3LIT|4RCR|589aVULN|6ASPD|7LHND
124	31132 33413	   	164.21	ACR|2AART|2VULN|1ZMB|1ASPD|1DUR	1LEGI|28AART|3LIT|4RCR|59VULN|6ASPD|7DUR|aZMB
125	31132 32313	   	164.12	ACR|3VULN|1AART|1CDMG|1ASPD	1LEGI|2AART|3LIT|4RCR|589VULN|6ASPD|7LHND|aCDMG
126	32111 46141	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LEGI|2LHND|39VULN|4CDMG|5AART|6ASPD|7DMG|8RCR|aLWND
127	32111 46143	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LEGI|2LHND|39VULN|4CDMG|5AART|6ASPD|7DMG|8RCR|aFEWX
128	42111 46133	   	163.91	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	19LWND|2DUST|3VULN|4CDMG|5AART|6ASPD|7aDMG|8RCR
129	33111 46141	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LEGI|2DUST|39VULN|4CDMG|5AART|6ASPD|7DMG|8RCR|aLWND
130	33111 46143	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LEGI|2DUST|39VULN|4CDMG|5AART|6ASPD|7DMG|8RCR|aFEWX
131	36211 46124	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LEGI|2aVULN|3FEWX|4CDMG|5AART|6ASPD|7DMG|8RCR|9MBVNT
132	43632 33413	   	163.71	ACR|2AART|2VULN|1ZMB|1DUR|1ASPD	1LWND|2LIT|38AART|4RCR|59VULN|6ASPD|7DUR|aZMB
133	36353 11241	 * 	163.67	DCR|4VULN|1AART|1CDMG	1LEGI|238aVULN|4LIT|5RPLT|6AART|7CDMG|9RCR
134	63352 24233	   	163.66	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	14DUR|2LIT|35VULN|6AART|7FEWX|8DMG|9RCR|aZMB
135	63352 25233	   	163.66	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	14DUR|2LIT|35VULN|6AART|7LWND|8DMG|9RCR|aZMB
136	31132 14261	   	163.60	ACR|3VULN|1AART|1DMG	1LEGI|2AART|3LIT|4RCR|58aVULN|6FEWX|7RPLT|9DMG
137	31132 24123	   	163.60	ACR|3VULN|1AART|1DMG	1LEGI|2AART|3LIT|4RCR|58aVULN|6CGEN|7MGNLIT|9DMG
138	31132 64261	   	163.60	ACR|3VULN|1AART|1DMG	1LEGI|2AART|3LIT|4RCR|58aVULN|6LWND|7RPLT|9DMG
139	31151 24131	   	163.58	DCR|2DMG|1AART|1VULN|1CDMG	1LEGI|2AART|37LIT|47DMG|5MBVNT|6RCR|7BPWR|8CDMG|9VULN|aLWND
140	31151 24132	   	163.58	DCR|2DMG|1AART|1VULN|1CDMG	1LEGI|2AART|37LIT|47DMG|5MBVNT|6RCR|7BPWR|8CDMG|9VULN|aRMIN
141	31151 24134	   	163.58	DCR|2DMG|1AART|1VULN|1CDMG	1LEGI|2AART|37LIT|47DMG|5MBVNT|6RCR|7BPWR|8CDMG|9VULN|aBEXP
142	31151 24136	   	163.58	DCR|2DMG|1AART|1VULN|1CDMG	1LEGI|2AART|37LIT|47DMG|5MBVNT|6RCR|7BPWR|8CDMG|9VULN|aCGEN
143	31151 24138	   	163.58	DCR|2DMG|1AART|1VULN|1CDMG	1LEGI|2AART|37LIT|47DMG|5MBVNT|6RCR|7BPWR|8CDMG|9VULN|aFEWX
144	31621 63531	   	163.56	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1LEGI|2AART|3LWND|49VULN|57DUR|6DMG|8ZMB|aRCR
145	63352 22233	   	163.56	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	14DUR|2LIT|35VULN|6AART|7DUST|8DMG|9RCR|aZMB
146	31156 31222	   	163.51	DCR|2AART|2DMG|1VULN|1DUR	1LEGI|26AART|3LIT|45DMG|7VULN|8RCR|9LHND|aDUR
147	31156 31252	   	163.51	DCR|2AART|2DMG|1VULN|1DUR	1LEGI|26AART|3LIT|45DMG|7VULN|8RCR|9LWND|aDUR
148	31156 32261	   	163.51	DCR|2AART|2DMG|1VULN|1DUR	1LEGI|26AART|3LIT|45DMG|7LWND|8RCR|9DUR|aVULN
149	31156 33221	   	163.51	DCR|2AART|2DMG|1VULN|1DUR	1LEGI|26AART|3LIT|45DMG|7DUR|8RCR|9LHND|aVULN
150	31156 33234	   	163.51	DCR|2AART|2DMG|1VULN|1DUR	1LEGI|26AART|3LIT|45DMG|7DUR|8RCR|9RMIN|aVULN
151	31156 33251	   	163.51	DCR|2AART|2DMG|1VULN|1DUR	1LEGI|26AART|3LIT|45DMG|7DUR|8RCR|9LWND|aVULN
152	31132 54261	   	163.50	ACR|3VULN|1AART|1DMG	1LEGI|2AART|3LIT|4RCR|58aVULN|6DUST|7RPLT|9DMG
153	36327 13232	 * 	163.47	DCR|4VULN|1AART|2ASPD	1LEGI|235aVULN|4MBVNT|6AART|78ASPD|9RCR
154	31151 24353	   	163.46	DCR|3DMG|1AART|1ZMB|1DUR	1LEGI|2AART|37LIT|479DMG|5MBVNT|6RCR|7BPWR|8DUR|aZMB
155	11322 51443	   	163.44	DCR|2AART|2DMG|1CDMG|1ASPD|1DUR	1ERES|2BELT|39AART|4CDMG|5DUR|67DMG|8RCR|aASPD
156	24133 26143	   	163.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2LHND|3CDMG|4LWND|59VULN|6AART|7DMG|8RCR|aDUR
157	31156 33214	   	163.41	DCR|2AART|2DMG|1VULN|1DUR	1LEGI|26AART|3LIT|45DMG|7DUR|8RCR|9ERES|aVULN
158	31531 41523	 * 	163.38	DCR|2DMG|1AART|1VULN|1FLTHEA	1LEGI|2AART|35ERES|4BEXP|6RCR|7FLTHEA|8aDMG|9VULN
159	34133 26143	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LEGI|2CGEN|3CDMG|4LWND|59VULN|6AART|7DMG|8RCR|aDUR
160	61511 23233	   	163.21	DCR|3VULN|1AART|1CDMG|1DUR	1DUR|2RPLT|3AART|4LWND|58aVULN|6BEXP|7RCR|9CDMG
161	61511 43233	   	163.21	DCR|3VULN|1AART|1CDMG|1DUR	1DUR|2RPLT|3AART|4LWND|58aVULN|6FEWX|7RCR|9CDMG
162	61531 23233	   	163.21	DCR|3VULN|1AART|1CDMG|1DUR	1DUR|2RPLT|3AART|4LHND|58aVULN|6BEXP|7RCR|9CDMG
163	61531 43233	   	163.21	DCR|3VULN|1AART|1CDMG|1DUR	1DUR|2RPLT|3AART|4LHND|58aVULN|6FEWX|7RCR|9CDMG
164	43651 24131	   	163.18	DCR|2DMG|1AART|1VULN|1CDMG	17aLWND|27LIT|3AART|47DMG|5MBVNT|6RCR|7BPWR|8CDMG|9VULN
165	43651 24132	   	163.18	DCR|2DMG|1AART|1VULN|1CDMG	17LWND|27LIT|3AART|47DMG|5MBVNT|6RCR|7BPWR|8CDMG|9VULN|aDMSP
