0	Index      	 *	Score 	Summary	Detail	
1	54151 21312	 * 	257.43	DCR|4VULN|2DUR|1TLV|1DMG|1SELL	1789VULN|23DUR|4DMG|5SELL|6RCR|aTLV
24	54122 62323	   	240.09	DCR|DCR|3DUR|1VULN	1VULN|235DUR|457DUST|5BPWR|6TBNT|89RCR|aBBNT
25	11661 12341	   	239.94	DCR|DCR|2VULN|1AAC|1NUKE	1LSRREG|2AAC|3RCVC|46VULN|5AME|79RCR|8DMSP|aNUKE
26	14233 12641	   	239.94	DCR|DCR|2VULN|1AAC|1NUKE	1LSRREG|26VULN|3CGEN|4AAC|5RCVC|79RCR|8AEBURN|aNUKE
27	11161 12341	   	239.84	DCR|DCR|2VULN|1AAC|1NUKE	1LSRREG|2AAC|3AEBURN|46VULN|5AME|79RCR|8DMSP|aNUKE
28	11661 12141	   	239.84	DCR|DCR|2VULN|1AAC|1NUKE	1LSRREG|2AAC|3RCVC|46VULN|58AME|79RCR|aNUKE
29	61161 12341	   	239.84	DCR|DCR|2VULN|1AAC|1NUKE	1BLASTR|2AAC|3AEBURN|46VULN|5AME|79RCR|8DMSP|aNUKE
30	11161 12141	   	239.74	DCR|DCR|2VULN|1AAC|1NUKE	1LSRREG|2AAC|3AEBURN|46VULN|58AME|79RCR|aNUKE
31	11161 12641	   	239.74	DCR|DCR|2VULN|1AAC|1NUKE	1LSRREG|2AAC|3AEBURN|46VULN|5AME|79RCR|8AEPOI|aNUKE
32	61161 12141	   	239.74	DCR|DCR|2VULN|1AAC|1NUKE	1BLASTR|2AAC|3AEBURN|46VULN|58AME|79RCR|aNUKE
33	41211 26337	   	239.50	DCR|3VULN|1TLV|1DMG|1DUR|1AAC	1TLV|2DMG|3DUR|4TBNT|568VULN|7MBVNT|9RCR|aAAC
34	54343 22211	 * 	238.70	DCR|4VULN|1TLV|1DUR|1AART	1378VULN|2DUR|4ERES|5BEXP|6TLV|9AART|aRCR
35	54321 22211	   	238.60	DCR|4VULN|1TLV|1DUR|1AART	1378VULN|2DUR|4DUST|5ERES|6TLV|9AART|aRCR
36	54151 21322	   	238.16	DCR|3VULN|2DUR|1TLV|1DMG|1SELL	178VULN|23DUR|4DMG|5SELL|6RCR|9AEBURN|aTLV
37	41232 33642	 * 	238.15	DCR|2VULN|3DUR|2TLV|1DMG	19TLV|2DMG|348DUR|5aVULN|6BELT|7RCR
38	41252 33331	   	237.11	DCR|2VULN|2DMG|1TLV|1MLV|1DUR	1TLV|24DMG|3DUR|59VULN|6BELT|7RCR|8MLV|aFEWX
39	41252 33333	   	237.11	DCR|2VULN|2DMG|1TLV|1MLV|1DUR	1TLV|24DMG|3DUR|59VULN|6BELT|7RCR|8MLV|aLIT
40	41252 33334	   	237.11	DCR|2VULN|2DMG|1TLV|1MLV|1DUR	1TLV|24DMG|3DUR|59VULN|6BELT|7RCR|8MLV|aRAT
41	41252 33335	   	237.11	DCR|2VULN|2DMG|1TLV|1MLV|1DUR	1TLV|24DMG|3DUR|59VULN|6BELT|7RCR|8MLV|aBOSS
42	41252 33362	   	237.11	DCR|2VULN|2DMG|1TLV|1MLV|1DUR	1TLV|24DMG|3DUR|5aVULN|6BELT|7RCR|8MLV|9BOSS
43	41252 33323	   	237.01	DCR|2VULN|2DMG|1TLV|1MLV|1DUR	1TLV|24DMG|3DUR|5aVULN|6BELT|7RCR|8MLV|9BLAICY
44	41252 33332	   	237.01	DCR|2VULN|2DMG|1TLV|1MLV|1DUR	1TLV|24DMG|3DUR|59VULN|6BELT|7RCR|8MLV|aAEFRZ
45	41252 33336	   	237.01	DCR|2VULN|2DMG|1TLV|1MLV|1DUR	1TLV|24DMG|3DUR|59VULN|6BELT|7RCR|8MLV|aCANARM
46	34232 32251	 * 	236.50	DCR|4VULN|3DUR|1AART	18aERES|2AART|3RMIN|468aVULN|58aDUR|7RCR|8aBPWR|9TBNT
47	14323 11526	   	236.35	DCR|DCR|1VULN|1DMG|1CDMG|1AAC	1LSRREG|2VULN|3MULARM|4AAC|5RAT|6CDMG|7aRCR|8DUST|9DMG
48	44132 32125	   	236.06	DCR|2VULN|2DUR|2AART|1TLV|1AAC	1TLV|29AART|3CGEN|46VULN|58DUR|7RCR|aAAC
49	41521 11263	   	235.77	DCR|2VULN|1TLV|1DMG|1MSLTOX|1MLV|1AART	1TLV|2DMG|3MSLTOX|45LWND|67VULN|8RCR|9AART|aMLV
50	41523 11263	   	235.67	DCR|2VULN|1TLV|1DMG|1MSLTOX|1MLV|1AART	1TLV|2DMG|3MSLTOX|4LWND|5AEWIND|67VULN|8RCR|9AART|aMLV
51	54351 21131	 * 	235.66	DCR|5VULN|1DMG|1DUR|1SELL	1379aVULN|2DUR|4DMG|5SELL|6RCR|8FRZICY
52	54351 21313	 * 	235.66	DCR|5VULN|1DMG|1DUR|1SELL	13789VULN|2DUR|4DMG|5SELL|6RCR|aLHND
53	54351 21312	 * 	235.56	DCR|5VULN|1DMG|1DUR|1SELL	13789VULN|2DUR|4DMG|5SELL|6RCR|aTBNT
54	54242 22211	   	235.04	DCR|3VULN|1TLV|1MLV|1DUR|1AART	178VULN|2DUR|3ERES|4MLV|5AME|6TLV|9AART|aRCR
55	55432 22211	   	235.04	DCR|3VULN|1TLV|1MLV|1DUR|1AART	178VULN|2MLV|3ERES|4DUR|5AME|6TLV|9AART|aRCR
56	13266 31143	   	234.90	DCR|2VULN|3DUR|2DMG|1MLV	1LSRREG|279DUR|3CGEN|4MLV|59VULN|6ZMB|89DMG|9BPWR|aRCR
57	41252 33621	 * 	234.85	DCR|3DMG|3DUR|1VULN|1TLV	1TLV|24aDMG|389DUR|5VULN|6BELT|7RCR
58	41126 33122	 * 	234.68	DCR|2DMG|2TLV|2MLV|2DUR|1AART	18TLV|28DMG|3ASPD|49DUR|58MLV|6BELT|7RCR|8BPWR|aAART
59	41126 33124	   	234.68	DCR|2DMG|2TLV|2MLV|2DUR|1AAC	18TLV|28DMG|3ASPD|49DUR|58MLV|6BELT|7RCR|8BPWR|aAAC
60	53312 31553	   	233.07	DCR|2VULN|1TLV|1DMG|1MLV|1DUR|1CDMG	1aVULN|2RAT|3BASHEA|4MLV|5DMG|6CDMG|7RCR|8TLV|9DUR
61	41232 33622	   	232.85	DCR|3DUR|2DMG|1VULN|1TLV|1CDMG	1TLV|2aDMG|348DUR|5VULN|6BELT|7RCR|9CDMG
62	41521 12133	   	232.62	DCR|2VULN|2DUR|1TLV|1DMG|1MSLTOX	1TLV|2DMG|3MSLTOX|45LWND|6aVULN|7RCR|89DUR
63	41552 12133	   	232.62	DCR|2VULN|2DUR|1TLV|1DMG|1MSLTOX	1TLV|2DMG|3MSLTOX|45LHND|6aVULN|7RCR|89DUR
64	41523 12133	   	232.52	DCR|2VULN|2DUR|1TLV|1DMG|1MSLTOX	1TLV|2DMG|3MSLTOX|4LWND|5AEWIND|6aVULN|7RCR|89DUR
65	41543 12133	   	232.52	DCR|2VULN|2DUR|1TLV|1DMG|1MSLTOX	1TLV|2DMG|3MSLTOX|4AETHUN|5RCVC|6aVULN|7RCR|89DUR
66	54351 21323	 * 	232.32	DCR|4VULN|1DMG|1DUR|1AAC|1SELL	1378VULN|2DUR|4DMG|5SELL|6RCR|9AEBURN|aAAC
67	56251 21313	 * 	232.32	DCR|4VULN|1DMG|1DUR|1AAC|1SELL	1789VULN|2AEWIND|3DUR|4DMG|5SELL|6RCR|aAAC
68	34232 32261	   	232.09	DCR|3VULN|2DUR|1TLV|1AART	18ERES|2AART|3RMIN|468VULN|58DUR|7RCR|8BPWR|9LHND|aTLV
69	44232 31141	   	232.09	DCR|3VULN|2DUR|1TLV|1AART	1TLV|2AART|3RMIN|467VULN|59DUR|8LHND|aRCR
70	44232 31151	 * 	232.09	DCR|3VULN|2AART|1TLV|1DUR	1TLV|29AART|3RMIN|467VULN|5DUR|8LHND|aRCR
71	56332 16311	   	232.09	DCR|3VULN|2DUR|1TLV|1AART	158VULN|2AEWIND|3BEXP|45DUR|5BPWR|6TLV|7CGEN|9AART|aRCR
72	54143 22211	   	231.99	DCR|3VULN|2DUR|1TLV|1AART	178VULN|23DUR|4ERES|5BEXP|6TLV|9AART|aRCR
73	54215 22211	   	231.99	DCR|3VULN|2DUR|1TLV|1AART	178VULN|25DUR|3ERES|4FEWX|6TLV|9AART|aRCR
74	34232 32254	   	231.99	DCR|3VULN|2DUR|1TLV|1AART	18ERES|2AART|3RMIN|468VULN|58DUR|7RCR|8BPWR|9TBNT|aTLV
75	54322 16311	   	231.99	DCR|3VULN|2DUR|1TLV|1AART	138VULN|25DUR|45DUST|5BPWR|6TLV|7CGEN|9AART|aRCR
76	54331 16311	   	231.99	DCR|3VULN|2DUR|1TLV|1AART	138VULN|24DUR|5DUST|6TLV|7CGEN|9AART|aRCR
77	41232 33331	   	231.97	DCR|2VULN|2DUR|1TLV|1DMG|1MLV	1TLV|2DMG|34DUR|59VULN|6BELT|7RCR|8MLV|aFEWX
78	41232 33333	   	231.97	DCR|2VULN|2DUR|1TLV|1DMG|1MLV	1TLV|2DMG|34DUR|59VULN|6BELT|7RCR|8MLV|aLIT
79	41232 33334	   	231.97	DCR|2VULN|2DUR|1TLV|1DMG|1MLV	1TLV|2DMG|34DUR|59VULN|6BELT|7RCR|8MLV|aRAT
80	41232 33335	   	231.97	DCR|2VULN|2DUR|1TLV|1DMG|1MLV	1TLV|2DMG|34DUR|59VULN|6BELT|7RCR|8MLV|aBOSS
81	41232 33362	   	231.97	DCR|2VULN|2DUR|1TLV|1DMG|1MLV	1TLV|2DMG|34DUR|5aVULN|6BELT|7RCR|8MLV|9BOSS
82	54121 22211	   	231.89	DCR|3VULN|2DUR|1TLV|1AART	178VULN|23DUR|4DUST|5ERES|6TLV|9AART|aRCR
83	41232 33323	   	231.87	DCR|2VULN|2DUR|1TLV|1DMG|1MLV	1TLV|2DMG|34DUR|5aVULN|6BELT|7RCR|8MLV|9BLAICY
84	41232 33332	   	231.87	DCR|2VULN|2DUR|1TLV|1DMG|1MLV	1TLV|2DMG|34DUR|59VULN|6BELT|7RCR|8MLV|aAEFRZ
85	41232 33336	   	231.87	DCR|2VULN|2DUR|1TLV|1DMG|1MLV	1TLV|2DMG|34DUR|59VULN|6BELT|7RCR|8MLV|aCANARM
86	41211 21563	   	231.83	DCR|2VULN|2DMG|2TLV|1DUR	18TLV|28DMG|3DUR|4TBNT|56VULN|78LHND|8BPWR|9BBNT|aRCR
87	52223 23616	   	231.83	DCR|2VULN|2DMG|2TLV|1AART	15VULN|2RPLT|3AART|45TLV|5BPWR|68DMG|7AME|9BELT|aRCR
88	56121 21312	   	231.75	DCR|4VULN|1TLV|1DUR|1SELL	1789VULN|2AEWIND|3ASPD|4DUR|5SELL|6RCR|aTLV
89	41254 32213	 * 	231.73	DCR|2DMG|2TLV|1VULN|2DUR|1AAC	15TLV|24DMG|38DUR|6VENTOX|7RCR|9VULN|aAAC
90	41211 23563	   	231.63	DCR|2VULN|2DMG|2TLV|1DUR	18TLV|28DMG|3DUR|4TBNT|56VULN|78DUST|8BPWR|9BBNT|aRCR
91	41543 12232	 * 	231.33	DCR|2TLV|1VULN|2MSLTOX|2DUR|1DMG	1aTLV|2DMG|3aMSLTOX|4AETHUN|5RCVC|6VULN|7RCR|8DUST|9aDUR|aBPWR
92	54151 21131	 * 	231.22	DCR|4VULN|2DUR|1DMG|1SELL	179aVULN|23DUR|4DMG|5SELL|6RCR|8FRZICY
93	54351 21133	 * 	231.22	DCR|4VULN|2DUR|1DMG|1SELL	1379VULN|2aDUR|4DMG|5SELL|6RCR|8FRZICY
94	56351 21312	 * 	231.22	DCR|4VULN|1TLV|1DMG|1SELL	1789VULN|2AEWIND|3BEXP|4DMG|5SELL|6RCR|aTLV
95	54151 21311	 * 	231.12	DCR|4VULN|2DUR|1DMG|2SELL	1789VULN|23DUR|4DMG|5aSELL|6RCR
96	41211 22233	   	231.01	DCR|2VULN|1TLV|1DMG|1DUR|1AART|1CDMG	1TLV|2DMG|3DUR|4TBNT|56VULN|7AART|8SPLARM|9RCR|aCDMG
97	41211 33633	   	231.01	DCR|2VULN|1TLV|1DMG|1DUR|1AART|1CDMG	1TLV|2DMG|3DUR|4TBNT|58VULN|6AART|7BASHEA|9RCR|aCDMG
98	41211 35633	   	231.01	DCR|2VULN|1TLV|1DMG|1DUR|1AART|1CDMG	1TLV|2DMG|3DUR|4TBNT|58VULN|6AART|7SPLJET|9RCR|aCDMG
99	41211 36633	   	231.01	DCR|2VULN|1TLV|1DMG|1DUR|1AART|1CDMG	1TLV|2DMG|3DUR|4TBNT|58VULN|6AART|7AIRHEA|9RCR|aCDMG
100	41232 33662	   	230.87	DCR|3DUR|1VULN|1TLV|1DMG|1MLV|1AART	1TLV|2DMG|348DUR|5VULN|6BELT|7RCR|9MLV|aAART
101	41232 51361	   	230.02	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1TLV|2DMG|34DUR|56VULN|7CDMG|8ZMB|9RCR|aLHND
102	41232 51363	   	230.02	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1TLV|2DMG|34DUR|56VULN|7CDMG|8ZMB|9RCR|aFEWX
103	44132 32131	   	230.02	DCR|2VULN|2DUR|1TLV|1DMG|1AART	1TLV|2AART|3CGEN|46VULN|58DUR|7RCR|9DMG|aLWND
104	44132 32134	   	230.02	DCR|2VULN|2DUR|1TLV|1DMG|1AART	1TLV|2AART|3CGEN|46VULN|58DUR|7RCR|9DMG|aFEWX
105	44132 34231	   	229.97	DCR|3VULN|2TLV|1DUR|1AART	18TLV|2AART|3CGEN|469VULN|5DUR|7BEXP|aRCR
106	13643 33136	   	229.94	DCR|DCR|1VULN|1DUR|1AART	1LSRREG|2DUR|3ZMB|4AART|5LWND|6SNIFST|7MDPS|89RCR|aVULN
107	41232 51362	   	229.92	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1TLV|2DMG|34DUR|56VULN|7CDMG|8ZMB|9RCR|aAEBURN
108	44132 32132	   	229.92	DCR|2VULN|2DUR|1TLV|1DMG|1AART	1TLV|2AART|3CGEN|46VULN|58DUR|7RCR|9DMG|aDUST
109	44132 32133	   	229.92	DCR|2VULN|2DUR|1TLV|1DMG|1AART	1TLV|2AART|3CGEN|46VULN|58DUR|7RCR|9DMG|aAME
110	44132 32136	   	229.92	DCR|2VULN|2DUR|1TLV|1DMG|1AART	1TLV|2AART|3CGEN|46VULN|58DUR|7RCR|9DMG|aBBNT
111	14112 55132	   	229.84	DCR|DCR|1VULN|1AART|1CDMG	1LSRREG|2VULN|3MDPS|4AART|5ZMB|6LEGI|7BLASTR|89RCR|aCDMG
112	54623 43344	   	229.77	DCR|3VULN|2TLV|1DUR|1AART	19aVULN|2DUR|3AART|4aTLV|5MBVNT|6TBNT|7aERES|8RCR|aBPWR
113	41232 33641	 * 	229.53	DCR|3DUR|2DMG|2TLV|1VULN	19TLV|2aDMG|348DUR|5VULN|6BELT|7RCR
114	41254 32212	   	229.53	DCR|3DUR|2DMG|2TLV|1VULN	15TLV|24DMG|38aDUR|6VENTOX|7RCR|9VULN
115	11162 12641	   	229.24	DCR|DCR|1VULN|1MLV|1AAC|1NUKE	1LSRREG|2AAC|3AEBURN|4VULN|5DMSP|6MLV|79RCR|8AEPOI|aNUKE
116	52124 32336	   	229.04	DCR|DCR|1VULN|1FLTARM	1VULN|2RPLT|3DUST|4FEWX|5CGEN|6MGNSTR|7RAT|8FLTARM|9aRCR
117	11661 12342	   	228.94	DCR|DCR|2VULN|1AAC	1LSRREG|2AAC|3RCVC|46VULN|5AME|79RCR|8DMSP|aLHND
118	11661 12343	   	228.94	DCR|DCR|2VULN|1AAC	1LSRREG|2AAC|3RCVC|46VULN|5AME|79RCR|8DMSP|aLWND
119	14233 12642	   	228.94	DCR|DCR|2VULN|1AAC	1LSRREG|26VULN|3CGEN|4AAC|5RCVC|79RCR|8AEBURN|aLHND
120	14233 12643	   	228.94	DCR|DCR|2VULN|1AAC	1LSRREG|26VULN|3CGEN|4AAC|5RCVC|79RCR|8AEBURN|aLWND
121	53641 22311	   	228.94	DCR|DCR|2VULN	13VULN|23RAT|3BPWR|4MDPS|5aCGEN|6BBNT|79RCR|8LSRREG
122	52121 42336	   	228.94	DCR|DCR|1VULN|1FLTARM	1VULN|2RPLT|3DUST|4FEWX|5LSRICY|6CGEN|7RAT|8FLTARM|9aRCR
123	11161 12342	   	228.84	DCR|DCR|2VULN|1AAC	1LSRREG|2AAC|3AEBURN|46VULN|5AME|79RCR|8DMSP|aLHND
124	11161 12343	   	228.84	DCR|DCR|2VULN|1AAC	1LSRREG|2AAC|3AEBURN|46VULN|5AME|79RCR|8DMSP|aLWND
125	11161 12345	   	228.84	DCR|DCR|2VULN|1AAC	1LSRREG|2AAC|3AEBURN|46VULN|5AME|79RCR|8DMSP|aBOSS
126	11161 12346	   	228.84	DCR|DCR|2VULN|1AAC	1LSRREG|2AAC|3AEBURN|46VULN|5AME|79RCR|8DMSP|aRMIN
127	11661 12142	   	228.84	DCR|DCR|2VULN|1AAC	1LSRREG|2AAC|3RCVC|46VULN|58AME|79RCR|aLHND
128	11661 12143	   	228.84	DCR|DCR|2VULN|1AAC	1LSRREG|2AAC|3RCVC|46VULN|58AME|79RCR|aLWND
129	61161 12342	   	228.84	DCR|DCR|2VULN|1AAC	1BLASTR|2AAC|3AEBURN|46VULN|5AME|79RCR|8DMSP|aLHND
130	61161 12343	   	228.84	DCR|DCR|2VULN|1AAC	1BLASTR|2AAC|3AEBURN|46VULN|5AME|79RCR|8DMSP|aLWND
131	11161 12142	   	228.74	DCR|DCR|2VULN|1AAC	1LSRREG|2AAC|3AEBURN|46VULN|58AME|79RCR|aLHND
132	11161 12143	   	228.74	DCR|DCR|2VULN|1AAC	1LSRREG|2AAC|3AEBURN|46VULN|58AME|79RCR|aLWND
133	11161 12145	   	228.74	DCR|DCR|2VULN|1AAC	1LSRREG|2AAC|3AEBURN|46VULN|58AME|79RCR|aBOSS
134	11161 12146	   	228.74	DCR|DCR|2VULN|1AAC	1LSRREG|2AAC|3AEBURN|46VULN|58AME|79RCR|aRMIN
135	11161 12642	   	228.74	DCR|DCR|2VULN|1AAC	1LSRREG|2AAC|3AEBURN|46VULN|5AME|79RCR|8AEPOI|aLHND
136	11161 12643	   	228.74	DCR|DCR|2VULN|1AAC	1LSRREG|2AAC|3AEBURN|46VULN|5AME|79RCR|8AEPOI|aLWND
137	61161 12142	   	228.74	DCR|DCR|2VULN|1AAC	1BLASTR|2AAC|3AEBURN|46VULN|58AME|79RCR|aLHND
138	61161 12143	   	228.74	DCR|DCR|2VULN|1AAC	1BLASTR|2AAC|3AEBURN|46VULN|58AME|79RCR|aLWND
139	41521 11253	   	228.65	DCR|3VULN|1TLV|1DMG|1MSLTOX	1TLV|2DMG|3MSLTOX|45LWND|67aVULN|8RCR|9BEXP
140	41523 11253	   	228.55	DCR|3VULN|1TLV|1DMG|1MSLTOX	1TLV|2DMG|3MSLTOX|4LWND|5AEWIND|67aVULN|8RCR|9BEXP
141	43135 32234	 * 	228.39	DCR|2TLV|1VULN|2MLV|1FLTARM|1DMG	16TLV|2RAT|3DMG|46MLV|5MBVNT|6BPWR|7BBNT|8RCR|9VULN|aFLTARM
142	41121 41143	   	228.20	DCR|2VULN|2DMG|1TLV|1DUR|1SELL	1TLV|29DMG|3ASPD|4DUR|5SELL|6RCR|7aVULN|8FEWX
143	41121 43313	   	228.20	DCR|2VULN|2DMG|1TLV|1DUR|1SELL	1TLV|27DMG|3ASPD|4DUR|5SELL|6RCR|8aVULN|9BEXP
144	41232 33124	   	227.81	DCR|2VULN|3DUR|1TLV|1DMG	1TLV|2DMG|349DUR|5aVULN|6BELT|7RCR|8LWND
145	41232 33524	   	227.81	DCR|2VULN|3DUR|1TLV|1DMG	1TLV|2DMG|349DUR|5aVULN|6BELT|7RCR|8BEXP
146	42512 33622	   	227.81	DCR|2VULN|3DUR|1TLV|1DMG	1TLV|2DMSP|3DMG|489DUR|5aVULN|6BELT|7RCR
147	41232 33222	   	227.71	DCR|2VULN|3DUR|1TLV|1DMG	1TLV|2DMG|349DUR|5aVULN|6BELT|7RCR|8AEPOI
148	41232 33652	   	227.71	DCR|2VULN|3DUR|1TLV|1DMG	1TLV|2DMG|348DUR|5aVULN|6BELT|7RCR|9AEFRZ
149	41232 15126	   	227.70	DCR|2TLV|1VULN|2DUR|1DMG|1AART|1CDMG	16TLV|2DMG|34DUR|5VULN|7BASHEA|8AART|9CDMG|aRCR
