0	Index      	 *	Score 	Summary	Detail	
1	62243 32234	 * 	196.84	ACR|3VULN|3DMG|1AART	128DUST|28aBPWR|3RCR|489DMG|5RPLT|6AART|78aVULN
24	23436 13363	   	181.45	ACR|3VULN|1AART|1DMG|1CDMG	1CANHEL|2RCR|3AART|4LHND|589VULN|6CDMG|7RMIN|aDMG
25	23463 21162	   	181.45	ACR|3VULN|1AART|1DMG|1CDMG	1CANHEL|2RCR|3AART|4DMG|5RPLT|68aVULN|7LWND|9CDMG
26	23463 23312	 * 	181.35	ACR|3VULN|1AART|1DMG|2ASPD	1CANHEL|2RCR|3AART|4DMG|5RPLT|689VULN|7aASPD
27	62243 32213	   	181.19	ACR|3DMG|2VULN|1AART	128DUST|28BPWR|3RCR|48aDMG|5RPLT|6AART|78VULN|9MGNLIT
28	62243 32232	   	181.19	ACR|3DMG|2VULN|1AART	128DUST|28BPWR|3RCR|489DMG|5RPLT|6AART|78VULN|aBELT
29	62243 32236	   	181.09	ACR|3DMG|2VULN|1AART	128DUST|28BPWR|3RCR|489DMG|5RPLT|6AART|78VULN|aERES
30	62225 51223	   	180.69	ACR|4VULN|2DMG|1ZMB	127DUST|27BPWR|3RCR|4578VULN|67DMG|9LIT|aZMB
31	33241 63161	   	180.34	ACR|3VULN|2DMG|1CDMG|1ZMB	1CGEN|2RMIN|3RCR|46DMG|578VULN|9ZMB|aCDMG
32	23326 14263	   	180.25	ACR|3VULN|1AART|1DMG|1CDMG	1CANHEL|2RCR|3FEWX|479VULN|5AART|6CDMG|8MLV|aDMG
33	62213 26114	   	180.24	ACR|3DMG|2VULN|1AART|1SELL	12aDUST|2aBPWR|3RCR|4SELL|5TLV|69aDMG|7AART|8aVULN
34	23463 23322	   	179.67	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1CANHEL|2RCR|3AART|4DMG|5RPLT|68VULN|7ASPD|9CDMG|aDUR
35	62213 22414	   	179.64	ACR|3DMG|2VULN|1AART|1SELL	12aDUST|2aBPWR|3RCR|4SELL|5TLV|69aDMG|7aVULN|8AART
36	62225 51112	   	179.39	ACR|3VULN|2DMG|1AART	127DUST|27BPWR|3RCR|457VULN|67DMG|8LWND|9AART|aMLV
37	62225 51113	   	179.39	ACR|3VULN|2DMG|1AART	127DUST|27BPWR|3RCR|457VULN|67DMG|8LWND|9AART|aDMSP
38	62241 61131	   	179.29	ACR|3DMG|2VULN|1AART	127DUST|27BPWR|3RCR|467DMG|57VULN|8SNIHEL|9AART|aLWND
39	62241 61133	   	179.29	ACR|3DMG|2VULN|1AART	127DUST|27BPWR|3RCR|467DMG|57VULN|8SNIHEL|9AART|aCGEN
40	23462 38422	 * 	179.25	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG	1CANHEL|2RCR|3AART|4DMG|5CDMG|6MBVNT|78VULN|9aASPD
41	62241 61132	   	179.19	ACR|3DMG|2VULN|1AART	127DUST|27BPWR|3RCR|467DMG|57VULN|8SNIHEL|9AART|aERES
42	62243 32225	   	179.18	ACR|2VULN|2DMG|1AART|1CDMG	128DUST|28BPWR|3RCR|48DMG|5RPLT|6AART|78VULN|9CDMG|aRMIN
43	62243 32226	   	179.18	ACR|2VULN|2DMG|1AART|1CDMG	128DUST|28BPWR|3RCR|48DMG|5RPLT|6AART|78VULN|9CDMG|aLWND
44	62243 32221	   	179.08	ACR|2VULN|2DMG|1AART|1CDMG	128DUST|28BPWR|3RCR|48DMG|5RPLT|6AART|78VULN|9CDMG|aERES
45	62243 32222	   	179.08	ACR|2VULN|2DMG|1AART|1CDMG	128DUST|28BPWR|3RCR|48DMG|5RPLT|6AART|78VULN|9CDMG|aLEGI
46	62243 32223	   	179.08	ACR|2VULN|2DMG|1AART|1CDMG	128DUST|28BPWR|3RCR|48DMG|5RPLT|6AART|78VULN|9CDMG|aMBVNT
47	23462 32473	 * 	178.95	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	1CANHEL|2RCR|3AART|4aDMG|57CDMG|6MBVNT|8DUR|9VULN
48	23463 21153	   	178.90	ACR|3VULN|1AART|1DMG|1ZMB	19CANHEL|2RCR|3AART|4DMG|5RPLT|689VULN|79LWND|9BPWR|aZMB
49	23463 22153	   	178.90	ACR|3VULN|1AART|1DMG|1ZMB	19CANHEL|2RCR|3AART|4DMG|5RPLT|689VULN|79BEXP|9BPWR|aZMB
50	22463 53312	 * 	178.53	DCR|3VULN|1AART|1DMG|2ASPD	1CANHEL|289VULN|3AART|4DMG|5RPLT|6RCR|7aASPD
51	23415 12433	 * 	178.25	ACR|2VULN|1AART|3CDMG|1DMG	179CANHEL|2RCR|3AART|47LWND|5MBVNT|679CDMG|79BPWR|89VULN|aDMG
52	23435 12433	   	178.25	ACR|2VULN|1AART|3CDMG|1DMG	179CANHEL|2RCR|3AART|47LHND|5MBVNT|679CDMG|79BPWR|89VULN|aDMG
53	23462 21161	   	178.15	ACR|2VULN|1AART|3CDMG|1DMG	1CANHEL|2RCR|3AART|4DMG|568CDMG|7RPLT|9aVULN
54	35143 32325	 * 	178.13	DCR|3VULN|1AART|1DMG|1CDMG	1CGEN|278VULN|3CDMG|4AART|5FEWX|6RCR|9RMIN|aDMG
55	62241 61334	   	178.08	ACR|3VULN|3DMG|1DUR	127DUST|27BPWR|3RCR|467DMG|57aVULN|8MBVNT|9DUR
56	62225 51312	   	178.08	ACR|3VULN|3DMG|1ASPD	127DUST|27BPWR|3RCR|457VULN|679DMG|8ERES|aASPD
57	35143 32114	   	178.03	DCR|3VULN|1AART|1DMG|1CDMG	1CGEN|27aVULN|3CDMG|4AART|5FEWX|6RCR|8ERES|9DMG
58	23462 37423	   	177.93	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1CANHEL|2RCR|3AART|4aDMG|5CDMG|6MBVNT|79DUR|8VULN
59	23463 22161	 * 	177.24	ACR|2AART|2VULN|1DMG|1CDMG	1CANHEL|2RCR|3aAART|4DMG|5RPLT|68VULN|7BEXP|9CDMG
60	23466 11122	   	177.03	ACR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1CANHEL|2RCR|3AART|48DMG|5ZMB|6LHND|7ASPD|9VULN|aDUR
61	22463 53322	   	176.85	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1CANHEL|28VULN|3AART|4DMG|5RPLT|6RCR|7ASPD|9CDMG|aDUR
62	33241 63227	   	176.78	ACR|2VULN|2DMG|1AART|1CDMG	1CGEN|2RMIN|3RCR|46DMG|57VULN|8MBVNT|9CDMG|aAART
63	23636 21133	   	176.78	ACR|2VULN|2DMG|1AART|1DUR	1aCANHEL|2RCR|3aVULN|4RCVC|5DUR|6RPLT|7ERES|8AART|9aDMG|aBPWR
64	33241 63153	   	176.72	ACR|4VULN|2DMG|1DUR	1CGEN|2RMIN|3RCR|46DMG|578aVULN|9DUR
65	23462 38433	   	176.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CANHEL|2RCR|3AART|4DMG|5CDMG|6MBVNT|78VULN|9LWND|aZMB
66	23463 33343	   	176.67	ACR|2VULN|2DMG|1AART|1DUR	1aCANHEL|2RCR|3AART|4aDMG|5RPLT|6DUR|7ERES|8aVULN|9DMSP|aBPWR
67	23463 35113	   	176.67	ACR|2VULN|2DMG|1AART|1DUR	1CANHEL|2RCR|3AART|4aDMG|59RPLT|6DUR|78VULN
68	62243 32242	   	176.54	ACR|2VULN|2DMG|1AART|1ZMB	128DUST|28BPWR|3RCR|48DMG|5RPLT|6AART|78VULN|9ZMB|aLIT
69	23323 16116	   	176.50	ACR|3VULN|1AART|1DMG|1ZMB	1CANHEL|2RCR|35FEWX|459VULN|5BPWR|6MLV|7AART|8DMG|aZMB
70	62243 32241	   	176.44	ACR|2VULN|2DMG|1AART|1ZMB	128DUST|28BPWR|3RCR|48DMG|5RPLT|6AART|78VULN|9ZMB|aERES
71	62243 32243	   	176.44	ACR|2VULN|2DMG|1AART|1ZMB	128DUST|28BPWR|3RCR|48DMG|5RPLT|6AART|78VULN|9ZMB|aTLV
72	23622 16116	   	176.40	ACR|3VULN|1AART|1DMG|1ZMB	1CANHEL|2RCR|349VULN|5LHND|6MLV|7AART|8DMG|aZMB
73	23623 16116	   	176.40	ACR|3VULN|1AART|1DMG|1ZMB	1CANHEL|2RCR|349VULN|5LWND|6MLV|7AART|8DMG|aZMB
74	23626 22153	 * 	176.33	ACR|2VULN|1AART|1DMG|2ZMB|2DUR	19CANHEL|2RCR|34VULN|59DUR|6RPLT|79ZMB|8AART|9BPWR|aDMG
75	22463 23162	   	176.23	DCR|3VULN|1AART|1DMG|1CDMG	1CANHEL|26aVULN|3AART|4DMG|5RPLT|7RCR|8LHND|9CDMG
76	22463 23362	   	176.23	DCR|3VULN|1AART|1DMG|1CDMG	1CANHEL|26aVULN|3AART|4DMG|5RPLT|7RCR|8LWND|9CDMG
77	33246 31211	 * 	176.14	ACR|2DMG|1AART|1VULN|3DUR|1CDMG	17CGEN|2RMIN|3RCR|47DMG|567DUR|7BPWR|8VULN|9AART|aCDMG
78	22463 23153	 * 	175.62	DCR|2VULN|2DMG|1AART|1ZMB	19CANHEL|26VULN|3AART|49DMG|5RPLT|7RCR|89LHND|9BPWR|aZMB
79	22463 23353	   	175.62	DCR|2VULN|2DMG|1AART|1ZMB	19CANHEL|26VULN|3AART|49DMG|5RPLT|7RCR|89LWND|9BPWR|aZMB
80	23326 14511	   	175.60	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CANHEL|2RCR|3aFEWX|47VULN|5AART|6CDMG|8ZMB|9DMG
81	23326 14512	   	175.60	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CANHEL|2RCR|3FEWX|47VULN|5AART|6CDMG|8ZMB|9DMG|aLIT
82	23326 14513	   	175.50	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CANHEL|2RCR|3FEWX|47VULN|5AART|6CDMG|8ZMB|9DMG|aLEGI
83	23411 14332	   	175.36	ACR|3VULN|1AART|1CDMG|1DUR|1ASPD	19CANHEL|2RCR|3AART|49LWND|5DUR|6CDMG|789VULN|9BPWR|aASPD
84	23431 14332	   	175.36	ACR|3VULN|1AART|1CDMG|1DUR|1ASPD	19CANHEL|2RCR|3AART|49LHND|5DUR|6CDMG|789VULN|9BPWR|aASPD
85	23411 14312	   	175.26	ACR|3VULN|1AART|1CDMG|1DUR|1ASPD	1CANHEL|2RCR|3AART|4LWND|5DUR|6CDMG|789VULN|aASPD
86	23416 11312	   	175.26	ACR|3VULN|1AART|1CDMG|1DUR|1ASPD	1CANHEL|2RCR|3AART|4LWND|589VULN|6CDMG|7DUR|aASPD
87	23431 14312	   	175.26	ACR|3VULN|1AART|1CDMG|1DUR|1ASPD	1CANHEL|2RCR|3AART|4LHND|5DUR|6CDMG|789VULN|aASPD
88	23436 11312	   	175.26	ACR|3VULN|1AART|1CDMG|1DUR|1ASPD	1CANHEL|2RCR|3AART|4LHND|589VULN|6CDMG|7DUR|aASPD
89	33241 23145	   	174.95	ACR|3VULN|1AART|1DMG|1CDMG	16CGEN|2RMIN|3RCR|4DMG|578VULN|9CDMG|aAART
90	23462 33473	   	174.84	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CANHEL|2RCR|3AART|4aDMG|5CDMG|6MBVNT|7RCVC|8DUR|9VULN
91	23463 21151	   	174.84	ACR|3VULN|1AART|1DMG|1DUR	19CANHEL|2RCR|3AART|4DMG|5RPLT|689VULN|79LWND|9BPWR|aDUR
92	23463 22151	   	174.84	ACR|3VULN|1AART|1DMG|1DUR	19CANHEL|2RCR|3AART|4DMG|5RPLT|689VULN|79BEXP|9BPWR|aDUR
93	23323 34616	 * 	174.83	ACR|3VULN|2AART|1ZMB|1DUR	1CANHEL|2RCR|35FEWX|459VULN|5BPWR|6DUR|78AART|aZMB
94	23462 52133	 * 	174.74	ACR|3DMG|1AART|2CDMG|1DUR	19CANHEL|2RCR|3AART|49aDMG|57CDMG|6DUR|89BEXP|9BPWR
95	23463 23311	   	174.74	ACR|3VULN|1AART|1DMG|1ASPD	1CANHEL|2RCR|3AART|4DMG|5RPLT|689VULN|7ASPD|aFEWX
96	23463 23314	   	174.74	ACR|3VULN|1AART|1DMG|1ASPD	1CANHEL|2RCR|3AART|4DMG|5RPLT|689VULN|7ASPD|aLIT
97	23463 23316	   	174.74	ACR|3VULN|1AART|1DMG|1ASPD	1CANHEL|2RCR|3AART|4DMG|5RPLT|689VULN|7ASPD|aCGEN
98	23463 35121	   	174.74	ACR|3VULN|1AART|1DMG|1DUR	1CANHEL|2RCR|3AART|4DMG|5RPLT|6DUR|78aVULN|9FEWX
99	23463 14312	   	174.74	ACR|3VULN|1AART|1DMG|1ASPD	1CANHEL|2RCR|3AART|4DMG|5RPLT|6RMIN|789VULN|aASPD
100	23415 15332	 * 	174.64	ACR|3VULN|1AART|2CDMG|1ASPD	19CANHEL|2RCR|3AART|4LWND|5MBVNT|69CDMG|789VULN|9BPWR|aASPD
101	23435 15332	   	174.64	ACR|3VULN|1AART|2CDMG|1ASPD	19CANHEL|2RCR|3AART|4LHND|5MBVNT|69CDMG|789VULN|9BPWR|aASPD
102	23463 25312	   	174.64	ACR|3VULN|1AART|1DMG|1ASPD	1CANHEL|2RCR|3AART|4DMG|5RPLT|689VULN|7TLV|aASPD
103	23466 13123	 * 	174.60	ACR|2AART|2DMG|1VULN|1ZMB	1CANHEL|2RCR|3aAART|48DMG|5ZMB|6LHND|7MLV|9VULN
104	23323 34121	   	174.37	ACR|2VULN|2DMG|1AART|1DUR	1CANHEL|2RCR|35FEWX|45VULN|5BPWR|6DUR|7AART|8aDMG|9BEXP
105	23526 34121	   	174.37	ACR|2VULN|2DMG|1AART|1DUR	1CANHEL|2RCR|35LHND|45VULN|5BPWR|6DUR|7AART|8aDMG|9BEXP
106	23643 34121	   	174.37	ACR|2VULN|2DMG|1AART|1DUR	1CANHEL|2RCR|35VULN|45FEWX|5BPWR|6DUR|7AART|8aDMG|9BEXP
107	23622 34121	   	174.27	ACR|2VULN|2DMG|1AART|1DUR	1CANHEL|2RCR|34VULN|5LHND|6DUR|7AART|8aDMG|9BEXP
108	23623 34121	   	174.27	ACR|2VULN|2DMG|1AART|1DUR	1CANHEL|2RCR|34VULN|5LWND|6DUR|7AART|8aDMG|9BEXP
109	23663 34121	   	174.27	ACR|2VULN|2DMG|1AART|1DUR	1CANHEL|2RCR|36VULN|4DUR|5LWND|7AART|8aDMG|9BEXP
110	35152 32522	   	174.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|29VULN|3CDMG|4LWND|5AART|6RCR|7ZMB|8DMG|aRCVC
111	23625 34121	   	174.17	ACR|2VULN|2DMG|1AART|1DUR	1CANHEL|2RCR|34VULN|5DUST|6DUR|7AART|8aDMG|9BEXP
112	23326 11355	   	173.92	ACR|2AART|2VULN|1CDMG|1ZMB|1DUR	1CANHEL|2RCR|3FEWX|48VULN|5aAART|6CDMG|7DUR|9ZMB
113	23415 12438	 * 	173.84	ACR|3VULN|1AART|3CDMG	179CANHEL|2RCR|3AART|47LWND|5MBVNT|679CDMG|79BPWR|89aVULN
114	23435 12438	   	173.84	ACR|3VULN|1AART|3CDMG	179CANHEL|2RCR|3AART|47LHND|5MBVNT|679CDMG|79BPWR|89aVULN
115	22255 13133	   	173.66	DCR|2VULN|2DMG|1AART|1DUR	1aCANHEL|2aVULN|3ERES|4DUR|5RCVC|6RCR|7RPLT|8AART|9aDMG|aBPWR
116	22613 16116	   	173.48	DCR|3VULN|1AART|1DMG|1ZMB	1CANHEL|259VULN|3TLV|4LWND|6RCR|7AART|8DMG|aZMB
117	22633 16116	   	173.48	DCR|3VULN|1AART|1DMG|1ZMB	1CANHEL|259VULN|3TLV|4LHND|6RCR|7AART|8DMG|aZMB
118	23323 22153	 * 	173.32	ACR|3VULN|3ZMB|1AART	19CANHEL|2RCR|35FEWX|459VULN|59BPWR|6RPLT|79aZMB|8AART
119	23526 22153	   	173.32	ACR|3VULN|3ZMB|1AART	19CANHEL|2RCR|35LHND|459VULN|59BPWR|6RPLT|79aZMB|8AART
120	33241 63111	   	172.94	ACR|3VULN|3DMG	1CGEN|2RMIN|3RCR|46aDMG|578VULN|9RCVC
121	23412 54333	 * 	172.93	ACR|3VULN|2AART|1CDMG	19CANHEL|2RCR|3aAART|49LWND|5CDMG|6LHND|789VULN|9BPWR
122	23433 14333	   	172.93	ACR|3VULN|2AART|1CDMG	19CANHEL|2RCR|3aAART|49LHND|5LWND|6CDMG|789VULN|9BPWR
123	23615 34132	   	172.88	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1CANHEL|2RCR|39VULN|4ERES|5ZMB|6aDUR|7AART|8DMG
124	35152 32521	   	172.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|29VULN|3CDMG|4LWND|5AART|6RCR|7ZMB|8DMG|aBELT
125	35152 32523	   	172.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|29VULN|3CDMG|4LWND|5AART|6RCR|7ZMB|8DMG|aLHND
126	43241 63111	   	172.84	ACR|3VULN|3DMG	1ERES|2RMIN|3RCR|46aDMG|578VULN|9RCVC
127	23412 54313	   	172.83	ACR|3VULN|2AART|1CDMG	1CANHEL|2RCR|3aAART|4LWND|5CDMG|6LHND|789VULN
128	23433 14313	   	172.83	ACR|3VULN|2AART|1CDMG	1CANHEL|2RCR|3aAART|4LHND|5LWND|6CDMG|789VULN
129	23436 12313	   	172.83	ACR|3VULN|2AART|1CDMG	1CANHEL|2RCR|3aAART|4LHND|589VULN|6CDMG|7LWND
130	62214 22352	   	172.80	ACR|3VULN|3DMG|1SELL	128DUST|28aBPWR|3RCR|4SELL|5aMLV|68aDMG|78aVULN|9RCVC
131	23462 32431	   	172.79	ACR|1AART|3CDMG|1VULN|1DMG|2DUR	19CANHEL|2RCR|3AART|4DMG|579CDMG|6MBVNT|89DUR|9BPWR|aVULN
132	23463 23321	   	172.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CANHEL|2RCR|3AART|4DMG|5RPLT|68VULN|7ASPD|9CDMG|aMLV
133	23463 23323	   	172.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CANHEL|2RCR|3AART|4DMG|5RPLT|68VULN|7ASPD|9CDMG|aFEWX
134	23463 23325	   	172.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CANHEL|2RCR|3AART|4DMG|5RPLT|68VULN|7ASPD|9CDMG|aLHND
135	23463 35321	   	172.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CANHEL|2RCR|3AART|4DMG|5RPLT|6DUR|7aVULN|8LHND|9CDMG
136	23416 14112	   	172.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CANHEL|2RCR|3AART|4LWND|57VULN|6CDMG|8CGEN|9DMG|aASPD
137	23416 14212	   	172.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CANHEL|2RCR|3AART|4LWND|57VULN|6CDMG|8MLV|9DMG|aASPD
138	23436 14112	   	172.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CANHEL|2RCR|3AART|4LHND|57VULN|6CDMG|8CGEN|9DMG|aASPD
139	23436 14212	   	172.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CANHEL|2RCR|3AART|4LHND|57VULN|6CDMG|8MLV|9DMG|aASPD
140	23463 14322	   	172.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CANHEL|2RCR|3AART|4DMG|5RPLT|6RMIN|78VULN|9CDMG|aDUR
141	23463 15122	   	172.73	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CANHEL|2RCR|3AART|48DMG|5RPLT|6RMIN|7CDMG|9VULN|aDUR
142	23463 21161	   	172.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CANHEL|2RCR|3AART|4DMG|5RPLT|68VULN|7LWND|9CDMG|aDUR
143	23463 21163	   	172.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CANHEL|2RCR|3AART|4DMG|5RPLT|68VULN|7LWND|9CDMG|aASPD
144	23463 22162	   	172.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CANHEL|2RCR|3AART|4DMG|5RPLT|68VULN|7BEXP|9CDMG|aDUR
145	23431 14353	   	172.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CANHEL|2RCR|3AART|4LHND|5DUR|6CDMG|78VULN|9RMIN|aDMG
146	23436 11353	   	172.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CANHEL|2RCR|3AART|4LHND|58VULN|6CDMG|7DUR|9RMIN|aDMG
147	23436 13312	   	172.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CANHEL|2RCR|3AART|4LHND|58VULN|6CDMG|7RMIN|9DMG|aASPD
148	23462 34421	   	172.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CANHEL|2RCR|3AART|4DMG|5CDMG|6MBVNT|7BEXP|8aVULN|9DUR
149	23462 37411	   	172.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CANHEL|2RCR|3AART|4DMG|5CDMG|6MBVNT|7DUR|8aVULN|9RPLT
150	23462 37441	   	172.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CANHEL|2RCR|3AART|4DMG|5CDMG|6MBVNT|7DUR|8aVULN|9FEWX
151	23462 38121	   	172.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CANHEL|2RCR|3AART|4DMG|5CDMG|6MBVNT|7aVULN|8LHND|9DUR
152	23462 38321	   	172.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CANHEL|2RCR|3AART|4DMG|5CDMG|6MBVNT|7aVULN|8LWND|9DUR
153	23463 23324	   	172.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CANHEL|2RCR|3AART|4DMG|5RPLT|68VULN|7ASPD|9CDMG|aERES
154	23463 36121	   	172.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CANHEL|2RCR|3AART|4DMG|5RPLT|6DUR|7DUST|8aVULN|9CDMG
155	23462 38421	   	172.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CANHEL|2RCR|3AART|4DMG|5CDMG|6MBVNT|78VULN|9ASPD|aFEWX
156	23462 38424	   	172.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CANHEL|2RCR|3AART|4DMG|5CDMG|6MBVNT|78VULN|9ASPD|aMLV
157	23462 38431	   	172.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CANHEL|2RCR|3AART|4DMG|5CDMG|6MBVNT|78VULN|9LWND|aDUR
158	23463 25322	   	172.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CANHEL|2RCR|3AART|4DMG|5RPLT|68VULN|7TLV|9CDMG|aDUR
159	62213 22352	   	172.60	ACR|3VULN|3DMG|1SELL	128DUST|28aBPWR|3RCR|4SELL|5aTLV|68aDMG|78aVULN|9RCVC
160	23462 35421	   	172.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CANHEL|2RCR|3AART|4DMG|5CDMG|6MBVNT|7DUST|8aVULN|9DUR
161	23462 37431	   	172.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CANHEL|2RCR|3AART|4DMG|5CDMG|6MBVNT|7DUR|8aVULN|9DUST
162	23462 38412	   	172.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CANHEL|2RCR|3AART|4DMG|5CDMG|6MBVNT|78VULN|9NUKE|aASPD
163	23646 11331	   	172.52	ACR|3VULN|1AART|1CDMG|2DUR	19CANHEL|2RCR|389VULN|4aFEWX|5AART|6CDMG|79DUR|9BPWR
