0	Index      	 *	Score 	Summary	Detail	
1	15236 41122	 * 	187.88	DCR|4VULN|1AART|2CDMG|1ZMB	1aLWND|2ZMB|3AART|458aVULN|6aCDMG|7RCR|9BELT|aBPWR
23	53223 16513	   	175.41	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	18LHND|2DUST|3AART|48DUR|58VULN|6RCR|7RPLT|8BPWR|9DMG|aCDMG
24	33142 16221	   	174.32	DCR|2VULN|2DMG|1AART|1ZMB	1CGEN|2ERES|3MLV|46DMG|5AART|7RCR|8ZMB|9aVULN
25	15263 31251	   	174.28	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1ASPD|1DUR	1LWND|2ZMB|3AART|46CDMG|5VULN|7RCR|8DMG|9DUR|aASPD
26	15236 41123	   	174.21	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1LWND|2ZMB|3AART|458VULN|6CDMG|7RCR|9BELT|aASPD
27	23421 26313	   	173.85	DCR|3VULN|3CDMG|1AART|2DUR	1RCVC|28aCDMG|3DMSP|468VULN|58DUR|7AART|8BPWR|9RCR
28	13265 11322	   	173.85	DCR|2VULN|2DMG|1AART|1ASPD	1LWND|2DUST|3AART|47VULN|5BEXP|6RCR|8aDMG|9ASPD
29	14263 11322	   	173.85	DCR|2VULN|2DMG|1AART|1ASPD	1LWND|2BEXP|3AART|47VULN|5DUST|6RCR|8aDMG|9ASPD
30	15263 31136	   	173.58	DCR|3VULN|1AART|2CDMG|1ZMB	1LWND|2ZMB|3AART|46CDMG|58aVULN|7RCR|9RCVC
31	15236 21126	   	173.44	DCR|3VULN|1AART|1DMG|1ZMB|1SELL	1LWND|2ZMB|3AART|458VULN|6SELL|7RCR|9BELT|aDMG
32	15236 21234	   	173.44	DCR|3VULN|1AART|1DMG|1ZMB|1SELL	1LWND|2ZMB|3AART|45aVULN|6SELL|7RCR|8DMG|9LHND
33	15236 64433	   	173.32	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1LWND|2ZMB|3AART|458VULN|6MBVNT|7DUR|9DMG|aRCR
34	14516 11322	   	172.75	DCR|2VULN|2DMG|1AART|1ASPD	1LWND|2BEXP|37VULN|4FEWX|5AART|6RCR|8aDMG|9ASPD
35	13516 11322	   	172.65	DCR|2VULN|2DMG|1AART|1ASPD	1LWND|2DUST|37VULN|4FEWX|5AART|6RCR|8aDMG|9ASPD
36	14526 11322	   	172.65	DCR|2VULN|2DMG|1AART|1ASPD	1LWND|2BEXP|37VULN|4DUST|5AART|6RCR|8aDMG|9ASPD
37	23423 36326	 * 	172.34	DCR|2DMG|1AART|1VULN|2CDMG|2ASPD	1RCVC|28CDMG|3DMSP|4VULN|5AART|68ASPD|78DMG|8BPWR|9CGEN|aRCR
38	14223 11313	   	172.02	DCR|3VULN|1AART|1DMG|1DUR	1LWND|2BEXP|3AART|4DUR|57aVULN|6RCR|8DMG|9BELT
39	14223 11352	   	172.02	DCR|3VULN|1AART|1DMG|1DUR	1LWND|2BEXP|3AART|4DUR|579VULN|6RCR|8DMG|aCGEN
40	14223 11353	   	172.02	DCR|3VULN|1AART|1DMG|1DUR	1LWND|2BEXP|3AART|4DUR|579VULN|6RCR|8DMG|aFEWX
41	14223 11354	   	172.02	DCR|3VULN|1AART|1DMG|1DUR	1LWND|2BEXP|3AART|4DUR|579VULN|6RCR|8DMG|aMLV
42	14223 11355	   	172.02	DCR|3VULN|1AART|1DMG|1DUR	1LWND|2BEXP|3AART|4DUR|579VULN|6RCR|8DMG|aLHND
43	13223 11313	   	171.92	DCR|3VULN|1AART|1DMG|1DUR	1LWND|2DUST|3AART|4DUR|57aVULN|6RCR|8DMG|9BELT
44	13223 11342	   	171.92	DCR|3VULN|1AART|1DMG|1DUR	1LWND|2DUST|3AART|4DUR|57aVULN|6RCR|8DMG|9LHND
45	13223 11352	   	171.92	DCR|3VULN|1AART|1DMG|1DUR	1LWND|2DUST|3AART|4DUR|579VULN|6RCR|8DMG|aCGEN
46	13223 11353	   	171.92	DCR|3VULN|1AART|1DMG|1DUR	1LWND|2DUST|3AART|4DUR|579VULN|6RCR|8DMG|aFEWX
47	13223 11354	   	171.92	DCR|3VULN|1AART|1DMG|1DUR	1LWND|2DUST|3AART|4DUR|579VULN|6RCR|8DMG|aMLV
48	13223 11355	   	171.92	DCR|3VULN|1AART|1DMG|1DUR	1LWND|2DUST|3AART|4DUR|579VULN|6RCR|8DMG|aLHND
49	14223 11322	   	171.92	DCR|3VULN|1AART|1DMG|1DUR	1LWND|2BEXP|3AART|4DUR|57aVULN|6RCR|8DMG|9DUST
50	14223 11351	   	171.92	DCR|3VULN|1AART|1DMG|1DUR	1LWND|2BEXP|3AART|4DUR|579VULN|6RCR|8DMG|aLEGI
51	14213 11356	   	171.92	DCR|3VULN|1AART|1DMG|1ASPD	1LWND|2BEXP|3AART|4LEGI|579VULN|6RCR|8DMG|aASPD
52	13223 11351	   	171.82	DCR|3VULN|1AART|1DMG|1DUR	1LWND|2DUST|3AART|4DUR|579VULN|6RCR|8DMG|aLEGI
53	13213 11356	   	171.82	DCR|3VULN|1AART|1DMG|1ASPD	1LWND|2DUST|3AART|4LEGI|579VULN|6RCR|8DMG|aASPD
54	15236 41212	   	171.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|2ZMB|3AART|45VULN|6CDMG|7RCR|8DMG|9CGEN|aLHND
55	15236 41213	   	171.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|2ZMB|3AART|45VULN|6CDMG|7RCR|8DMG|9aCGEN
56	15236 41232	   	171.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|2ZMB|3AART|45VULN|6CDMG|7RCR|8DMG|9LHND|aLIT
57	15236 21251	   	171.66	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD|1SELL	1LWND|2ZMB|3AART|45VULN|6SELL|7RCR|8DMG|9DUR|aASPD
58	15236 41222	   	171.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|2ZMB|3AART|45VULN|6CDMG|7RCR|8DMG|9ERES|aLHND
59	15236 41223	   	171.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|2ZMB|3AART|45VULN|6CDMG|7RCR|8DMG|9ERES|aCGEN
60	15236 41233	   	171.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|2ZMB|3AART|45VULN|6CDMG|7RCR|8DMG|9LHND|aERES
61	15236 21122	 * 	171.53	DCR|4VULN|1AART|2ZMB|1SELL	1aLWND|2aZMB|3AART|458aVULN|6SELL|7RCR|9BELT|aBPWR
62	13223 11456	   	171.25	DCR|4VULN|1AART|2DUR	1LWND|2DUST|3AART|48DUR|579aVULN|6RCR
63	15236 62232	   	171.18	DCR|3VULN|1AART|1DMG|1ZMB	1LWND|2ZMB|3AART|457VULN|6MBVNT|8RCR|9DMG|aMLV
64	15236 62233	   	171.18	DCR|3VULN|1AART|1DMG|1ZMB	1LWND|2ZMB|3AART|457VULN|6MBVNT|8RCR|9DMG|aRMIN
65	15236 62234	   	171.18	DCR|3VULN|1AART|1DMG|1ZMB	1LWND|2ZMB|3AART|457VULN|6MBVNT|8RCR|9DMG|aLHND
66	15263 31332	   	170.91	DCR|2VULN|1AART|3CDMG|1ZMB|1DUR	1LWND|2ZMB|3AART|469CDMG|5aVULN|7RCR|8DUR
67	21313 67336	   	170.66	DCR|3VULN|3DMG|1DUR	1RCVC|2MBVNT|3RPLT|467DMG|578VULN|7BPWR|9RCR|aDUR
68	15521 21122	   	170.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LWND|2ZMB|39DMG|4CGEN|5AART|6CDMG|7RCR|8VULN|aLHND
69	15521 21123	   	170.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LWND|2ZMB|39DMG|4aCGEN|5AART|6CDMG|7RCR|8VULN
70	15521 21126	   	170.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LWND|2ZMB|39DMG|4CGEN|5AART|6CDMG|7RCR|8VULN|aRPLT
71	15521 21226	   	170.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LWND|2ZMB|38DMG|4CGEN|5AART|6CDMG|7RCR|9RCVC|aVULN
72	55521 21122	   	170.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1aLHND|2ZMB|39DMG|4CGEN|5AART|6CDMG|7RCR|8VULN
73	55521 21222	   	170.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LHND|2ZMB|38DMG|4CGEN|5AART|6CDMG|7RCR|9RCVC|aVULN
74	15521 21125	   	170.38	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LWND|2ZMB|39DMG|4CGEN|5AART|6CDMG|7RCR|8VULN|aBASICY
75	15521 21233	   	170.38	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LWND|2ZMB|38DMG|4CGEN|5AART|6CDMG|7RCR|9ERES|aVULN
76	55521 21123	   	170.38	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LHND|2ZMB|39DMG|4CGEN|5AART|6CDMG|7RCR|8VULN|aTLV
77	55521 21233	   	170.38	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LHND|2ZMB|38DMG|4CGEN|5AART|6CDMG|7RCR|9ERES|aVULN
78	21318 34238	   	170.33	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1RCVC|2MBVNT|3RPLT|47DMG|5AART|67CDMG|7BPWR|8RCR|9DUR|aVULN
79	21318 34283	   	170.33	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1RCVC|2MBVNT|3RPLT|47DMG|5AART|67CDMG|7BPWR|8RCR|9VULN|aDUR
80	15536 21231	 * 	170.32	DCR|2VULN|2DMG|2CDMG|1ZMB|1DUR	1LWND|2ZMB|38DMG|45CDMG|6aVULN|7DUR|9RCR
81	15263 31322	   	170.16	DCR|2VULN|1AART|2CDMG|2DUR|1ZMB	1LWND|2ZMB|3AART|46CDMG|5aVULN|7RCR|89DUR
82	15236 41331	   	170.16	DCR|2VULN|1AART|2CDMG|2DUR|1ZMB	1LWND|2ZMB|3AART|45VULN|69CDMG|7RCR|8aDUR
83	14223 11314	   	170.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2BEXP|3AART|4DUR|57VULN|6RCR|8DMG|9BELT|aCDMG
84	14223 11365	   	170.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2aBEXP|3AART|4DUR|57VULN|6RCR|8DMG|9CDMG
85	14223 11366	   	170.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2BEXP|3AART|4DUR|57VULN|6RCR|8DMG|9CDMG|aCGEN
86	13223 11314	   	169.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2DUST|3AART|4DUR|57VULN|6RCR|8DMG|9BELT|aCDMG
87	13223 11362	   	169.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2DUST|3AART|4DUR|57VULN|6RCR|8DMG|9CDMG|aLHND
88	13223 11363	   	169.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2DUST|3AART|4DUR|57VULN|6RCR|8DMG|9CDMG|aCGEN
89	13223 11365	   	169.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2DUST|3AART|4DUR|57VULN|6RCR|8DMG|9CDMG|aBEXP
90	14223 11361	   	169.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2BEXP|3AART|4DUR|57VULN|6RCR|8DMG|9CDMG|aDUST
91	14223 11362	   	169.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2BEXP|3AART|4DUR|57VULN|6RCR|8DMG|9CDMG|aNUKE
92	14223 11363	   	169.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2BEXP|3AART|4DUR|57VULN|6RCR|8DMG|9CDMG|aERES
93	14223 12452	   	169.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2BEXP|3AART|4DUR|59VULN|6RCR|7TLV|8CDMG|aDMG
94	13223 11361	   	169.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2aDUST|3AART|4DUR|57VULN|6RCR|8DMG|9CDMG
95	13223 11364	   	169.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2DUST|3AART|4DUR|57VULN|6RCR|8DMG|9CDMG|aERES
96	15235 22234	   	169.51	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1LWND|2ZMB|3AART|47VULN|5ASPD|6MLV|8RCR|9DMG|aDUR
97	21318 34281	 * 	169.43	DCR|2DMG|1AART|3CDMG|1VULN	1RCVC|2MBVNT|3RPLT|47DMG|5AART|67aCDMG|7BPWR|8RCR|9VULN
98	15235 12234	   	169.41	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1LWND|2ZMB|3AART|47VULN|5ASPD|6TLV|8RCR|9DMG|aDUR
99	15236 31234	   	169.41	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1LWND|2ZMB|3AART|45VULN|6ASPD|7ERES|8RCR|9DMG|aDUR
100	15263 31152	 * 	169.38	DCR|2AART|2VULN|2CDMG|1ZMB	1LWND|2ZMB|3aAART|46CDMG|58VULN|7RCR|9CGEN
101	15236 61231	   	169.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|2ZMB|3AART|45VULN|6MBVNT|7RCVC|8RCR|9DMG|aCDMG
102	15534 31213	   	169.17	DCR|3DMG|1VULN|1CDMG|1ZMB|1DUR	1LWND|2ZMB|39aDMG|4CDMG|5MBVNT|6RCR|7DUR|8VULN
103	15236 51231	   	169.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|2ZMB|3AART|45VULN|6NUKE|7ERES|8RCR|9DMG|aCDMG
104	15236 52112	   	168.68	DCR|3VULN|1AART|1DMG|1ZMB	1LWND|2ZMB|3AART|45aVULN|6NUKE|7CANSTR|8DMG|9RCR
105	21118 35131	   	168.55	DCR|3VULN|2DMG|1CDMG|1DUR	1RCVC|2MBVNT|37TLV|4DUR|57DMG|67aVULN|7BPWR|8CDMG|9RCR
106	15531 31231	 * 	167.85	DCR|2VULN|2DMG|2ZMB|1CDMG|1DUR	1LWND|26ZMB|38DMG|4CDMG|5aVULN|7DUR|9RCR
107	55531 31231	   	167.85	DCR|2VULN|2DMG|2ZMB|1CDMG|1DUR	1LHND|26ZMB|38DMG|4CDMG|5aVULN|7DUR|9RCR
108	23421 26311	   	167.81	DCR|3VULN|1AART|2CDMG|2DUR	1RCVC|28CDMG|3DMSP|468VULN|58DUR|7AART|8BPWR|9RCR|aBEXP
109	23421 26312	   	167.81	DCR|3VULN|1AART|2CDMG|2DUR	1RCVC|28CDMG|3DMSP|468VULN|58DUR|7AART|8BPWR|9RCR|aLWND
110	23421 26315	   	167.81	DCR|3VULN|1AART|2CDMG|2DUR	1RCVC|28CDMG|3DMSP|468VULN|58DUR|7AART|8BPWR|9RCR|aFEWX
111	23421 26316	   	167.81	DCR|3VULN|1AART|2CDMG|2DUR	1RCVC|28CDMG|3DMSP|468VULN|58DUR|7AART|8BPWR|9RCR|aCGEN
112	14223 11332	 * 	167.81	DCR|2AART|2VULN|1DMG|1DUR	1LWND|2BEXP|3aAART|4DUR|57VULN|6RCR|8DMG|9CGEN
113	15236 41321	 * 	167.67	DCR|2VULN|1AART|3DUR|1CDMG|1ZMB	1LWND|2ZMB|3AART|45VULN|6CDMG|7RCR|89aDUR
114	21731 63318	   	167.35	DCR|3VULN|2DMG|2DUR|1SELL	17RCVC|2MBVNT|35aVULN|4SELL|6RCR|8aDMG|9aDUR|aBPWR
115	15263 31211	   	167.34	DCR|1AART|1DMG|2CDMG|1VULN|1ZMB|1DUR	1LWND|2ZMB|3AART|46CDMG|5VULN|7RCR|8DMG|9CGEN|aDUR
116	15263 31231	   	167.34	DCR|1AART|1DMG|2CDMG|1VULN|1ZMB|1ASPD	1LWND|2ZMB|3AART|46CDMG|5VULN|7RCR|8DMG|9LHND|aASPD
117	15263 31236	   	167.34	DCR|1AART|1DMG|2CDMG|1VULN|1ZMB|1DUR	1LWND|2ZMB|3AART|46CDMG|5VULN|7RCR|8DMG|9LHND|aDUR
118	15263 31252	   	167.34	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1DUR	1LWND|2ZMB|3AART|46CDMG|5VULN|7RCR|8DMG|9DUR|aLIT
119	15236 41112	   	167.27	DCR|3VULN|1AART|1CDMG|1ZMB	1LWND|2ZMB|3AART|458VULN|6CDMG|7RCR|9RPLT|aFEWX
120	15236 41121	   	167.27	DCR|3VULN|1AART|1CDMG|1ZMB	1LWND|2ZMB|3AART|458VULN|6CDMG|7RCR|9BELT|aLSRICY
121	15236 41131	   	167.27	DCR|3VULN|1AART|1CDMG|1ZMB	1aLWND|2ZMB|3AART|458VULN|6CDMG|7RCR|9RCVC
122	15236 41132	   	167.27	DCR|3VULN|1AART|1CDMG|1ZMB	1LWND|2ZMB|3AART|458VULN|6CDMG|7RCR|9RCVC|aLIT
123	15231 65322	   	167.27	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LWND|2ZMB|3AART|4VULN|5TLV|6RCR|7BEXP|8aDMG|9ASPD
124	15263 31221	   	167.24	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1DUR	1LWND|2ZMB|3AART|46CDMG|5VULN|7RCR|8DMG|9ERES|aDUR
125	15263 31253	   	167.24	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1DUR	1LWND|2ZMB|3AART|46CDMG|5VULN|7RCR|8DMG|9DUR|aERES
126	15236 41113	   	167.17	DCR|3VULN|1AART|1CDMG|1ZMB	1LWND|2ZMB|3AART|458VULN|6CDMG|7RCR|9RPLT|aERES
127	15236 41133	   	167.17	DCR|3VULN|1AART|1CDMG|1ZMB	1LWND|2ZMB|3AART|458VULN|6CDMG|7RCR|9RCVC|aERES
128	15236 41111	   	167.03	DCR|3VULN|1AART|1CDMG|1ZMB|1SELL	1LWND|2ZMB|3AART|458VULN|6CDMG|7RCR|9RPLT|aSELL
129	15236 21111	   	167.03	DCR|3VULN|1AART|1CDMG|1ZMB|1SELL	1LWND|2ZMB|3AART|458VULN|6SELL|7RCR|9RPLT|aCDMG
130	14213 11332	   	166.91	DCR|2VULN|2DMG|1AART	1LWND|2BEXP|3AART|4LEGI|57VULN|6RCR|8aDMG|9CGEN
131	15236 34233	 * 	166.42	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD	1LWND|2aZMB|3AART|45VULN|6ASPD|7CGEN|8RCR|9DMG
132	21721 51172	 * 	166.41	DCR|3VULN|2AART|1CDMG	1RCVC|2MBVNT|38aVULN|4CGEN|59AART|6CDMG|7RCR
133	15236 62333	   	166.38	DCR|3VULN|1AART|1DMG|1ZMB	1LWND|2ZMB|3AART|457VULN|6MBVNT|8FEWX|9DMG|aRCR
134	15235 12233	   	166.32	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD	1LWND|2aZMB|3AART|47VULN|5ASPD|6TLV|8RCR|9DMG
135	15236 31233	   	166.32	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD	1LWND|2aZMB|3AART|45VULN|6ASPD|7ERES|8RCR|9DMG
136	21313 67143	   	166.25	DCR|3DMG|2VULN|1CDMG|1DUR	1RCVC|2MBVNT|3RPLT|467DMG|57VULN|7BPWR|8CDMG|9DUR|aRCR
137	21118 35164	   	166.15	DCR|3VULN|2DMG|1CDMG|1DUR	1RCVC|2MBVNT|37TLV|4DUR|57DMG|679VULN|7BPWR|8CDMG|aRCR
138	14223 11153	   	166.06	DCR|4VULN|1AART|1DUR	1LWND|2BEXP|3AART|4DUR|579aVULN|6RCR|8LHND
139	14213 11453	   	165.96	DCR|4VULN|1AART|1DUR	1LWND|2BEXP|3AART|4LEGI|579aVULN|6RCR|8DUR
140	53223 11156	   	165.96	DCR|4VULN|1AART|1DUR	18LHND|2DUST|3AART|4DUR|579aVULN|6RCR
141	15236 21322	   	165.61	DCR|3VULN|1AART|2DUR|1ZMB|1SELL	1LWND|2ZMB|3AART|45aVULN|6SELL|7RCR|89DUR
142	54223 11353	   	165.61	DCR|3VULN|1AART|1CDMG|1DUR	1LHND|2BEXP|3AART|4DUR|579VULN|6RCR|8FEWX|aCDMG
143	13223 11653	   	165.51	DCR|3VULN|1AART|1CDMG|1DUR	1LWND|2DUST|3AART|4DUR|579VULN|6RCR|8BEXP|aCDMG
144	14223 11253	   	165.51	DCR|3VULN|1AART|1CDMG|1DUR	1LWND|2BEXP|3AART|4DUR|579VULN|6RCR|8DUST|aCDMG
145	53223 11653	   	165.51	DCR|3VULN|1AART|1CDMG|1DUR	1LHND|2DUST|3AART|4DUR|579VULN|6RCR|8BEXP|aCDMG
146	54223 11243	 * 	165.51	DCR|3VULN|1AART|1FLTHEA|1DUR	1LHND|2BEXP|3AART|4DUR|57aVULN|6RCR|8MBVNT|9FLTHEA
147	54223 11263	   	165.51	DCR|3VULN|1AART|1CDMG|1DUR	1LHND|2BEXP|3AART|4DUR|579VULN|6RCR|8MBVNT|aCDMG
148	15236 41311	   	165.49	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1LWND|2ZMB|3AART|45VULN|6CDMG|7RCR|8DUR|9RMIN|aASPD
149	53223 11243	   	165.41	DCR|3VULN|1AART|1FLTHEA|1DUR	1LHND|2DUST|3AART|4DUR|57aVULN|6RCR|8MBVNT|9FLTHEA
150	13265 11152	   	164.98	DCR|3VULN|1AART|1DMG	1LWND|2DUST|3AART|479VULN|5BEXP|6RCR|8LHND|aDMG
151	13265 11333	   	164.98	DCR|3VULN|1AART|1DMG	1LWND|2DUST|3AART|47aVULN|5BEXP|6RCR|8DMG|9LIT
152	13265 11342	   	164.98	DCR|3VULN|1AART|1DMG	1LWND|2DUST|3AART|47aVULN|5BEXP|6RCR|8DMG|9LHND
153	13265 11352	   	164.98	DCR|3VULN|1AART|1DMG	1LWND|2DUST|3AART|479VULN|5BEXP|6RCR|8DMG|aCGEN
154	13265 11353	   	164.98	DCR|3VULN|1AART|1DMG	1LWND|2DUST|3AART|479VULN|5BEXP|6RCR|8DMG|aFEWX
155	14213 11313	   	164.98	DCR|3VULN|1AART|1DMG	1LWND|2BEXP|3AART|4LEGI|57aVULN|6RCR|8DMG|9BELT
156	14213 11351	   	164.98	DCR|3VULN|1AART|1DMG	1LWND|2BEXP|3AART|4LEGI|579VULN|6RCR|8DMG|aDMSP
157	14213 11353	   	164.98	DCR|3VULN|1AART|1DMG	1LWND|2BEXP|3AART|4LEGI|579VULN|6RCR|8DMG|aRCVC
158	14213 11354	   	164.98	DCR|3VULN|1AART|1DMG	1LWND|2BEXP|3AART|4LEGI|579VULN|6RCR|8DMG|aMLV
159	14213 11355	   	164.98	DCR|3VULN|1AART|1DMG	1LWND|2BEXP|3AART|4LEGI|579VULN|6RCR|8DMG|aLHND
160	14263 11152	   	164.98	DCR|3VULN|1AART|1DMG	1LWND|2BEXP|3AART|479VULN|5DUST|6RCR|8LHND|aDMG
161	14263 11333	   	164.98	DCR|3VULN|1AART|1DMG	1LWND|2BEXP|3AART|47aVULN|5DUST|6RCR|8DMG|9LIT
162	14263 11342	   	164.98	DCR|3VULN|1AART|1DMG	1LWND|2BEXP|3AART|47aVULN|5DUST|6RCR|8DMG|9LHND
163	14263 11352	   	164.98	DCR|3VULN|1AART|1DMG	1LWND|2BEXP|3AART|479VULN|5DUST|6RCR|8DMG|aCGEN
164	14263 11353	   	164.98	DCR|3VULN|1AART|1DMG	1LWND|2BEXP|3AART|479VULN|5DUST|6RCR|8DMG|aFEWX
