0	Index      	 *	Score 	Summary	Detail	
1	31463 21353	 * 	179.97	DCR|3VULN|3DMG|1CDMG	17LHND|2CGEN|347DMG|57aVULN|6RMIN|7BPWR|8RCR|9CDMG
44	51223 43512	   	164.31	ACR|2VULN|1AART|1DMG|2CDMG	1CGEN|26CDMG|3DUST|4AART|5RCR|7aVULN|8LHND|9DMG
45	51223 43612	   	164.31	ACR|2VULN|1AART|1DMG|2CDMG	1CGEN|26CDMG|3DUST|4AART|5RCR|7aVULN|8LWND|9DMG
46	31463 13353	   	164.11	DCR|3DMG|2VULN|1CDMG	1LHND|2CGEN|346DMG|5aVULN|7RMIN|8RCR|9CDMG
47	41221 43213	   	163.99	DCR|2DMG|1AART|1VULN|2CDMG	1aMLV|26CDMG|3aDUST|4AART|5LHND|7VULN|8RCR|9aDMG|aBPWR
48	41222 63213	   	163.99	DCR|2DMG|1AART|1VULN|2CDMG	1aMLV|25CDMG|3aDUST|4AART|6LHND|7VULN|8RCR|9aDMG|aBPWR
49	41225 43213	   	163.99	DCR|2DMG|1AART|1VULN|2CDMG	1aMLV|26CDMG|3aDUST|4AART|5BEXP|7VULN|8RCR|9aDMG|aBPWR
50	51221 43213	   	163.99	DCR|2DMG|1AART|1VULN|2CDMG	1aCGEN|26CDMG|3aDUST|4AART|5LHND|7VULN|8RCR|9aDMG|aBPWR
51	51222 53213	   	163.99	DCR|2DMG|1AART|1VULN|2CDMG	1aCGEN|25CDMG|3aDUST|4AART|6BEXP|7VULN|8RCR|9aDMG|aBPWR
52	41221 43212	   	163.89	DCR|2VULN|1AART|1DMG|2CDMG	1MLV|26CDMG|3DUST|4AART|5LHND|7aVULN|8RCR|9DMG
53	41222 63212	   	163.89	DCR|2VULN|1AART|1DMG|2CDMG	1MLV|25CDMG|3DUST|4AART|6LHND|7aVULN|8RCR|9DMG
54	41225 43212	   	163.89	DCR|2VULN|1AART|1DMG|2CDMG	1MLV|26CDMG|3DUST|4AART|5BEXP|7aVULN|8RCR|9DMG
55	51221 43212	   	163.89	DCR|2VULN|1AART|1DMG|2CDMG	1CGEN|26CDMG|3DUST|4AART|5LHND|7aVULN|8RCR|9DMG
56	51222 53212	   	163.89	DCR|2VULN|1AART|1DMG|2CDMG	1CGEN|25CDMG|3DUST|4AART|6BEXP|7aVULN|8RCR|9DMG
57	41411 43213	   	163.49	DCR|2DMG|1AART|1VULN|2CDMG	1aMLV|26CDMG|3aBEXP|4DUST|5AART|7VULN|8RCR|9aDMG|aBPWR
58	41611 43213	   	163.49	DCR|2DMG|1AART|1VULN|2CDMG	1aMLV|26CDMG|3aFEWX|4DUST|5AART|7VULN|8RCR|9aDMG|aBPWR
59	51411 43213	   	163.49	DCR|2DMG|1AART|1VULN|2CDMG	1aCGEN|26CDMG|3aBEXP|4DUST|5AART|7VULN|8RCR|9aDMG|aBPWR
60	51611 43213	   	163.49	DCR|2DMG|1AART|1VULN|2CDMG	1aCGEN|26CDMG|3aFEWX|4DUST|5AART|7VULN|8RCR|9aDMG|aBPWR
61	41411 43212	   	163.29	DCR|2VULN|1AART|1DMG|2CDMG	1MLV|26CDMG|3BEXP|4DUST|5AART|7aVULN|8RCR|9DMG
62	41611 43212	   	163.29	DCR|2VULN|1AART|1DMG|2CDMG	1MLV|26CDMG|3FEWX|4DUST|5AART|7aVULN|8RCR|9DMG
63	51411 43212	   	163.29	DCR|2VULN|1AART|1DMG|2CDMG	1CGEN|26CDMG|3BEXP|4DUST|5AART|7aVULN|8RCR|9DMG
64	51611 43212	   	163.29	DCR|2VULN|1AART|1DMG|2CDMG	1CGEN|26CDMG|3FEWX|4DUST|5AART|7aVULN|8RCR|9DMG
65	51323 21215	   	163.12	DCR|2VULN|2AART|1DMG|1CDMG	13CGEN|2CDMG|4RPLT|59VULN|67AART|8DMG|aRCR
66	41223 34163	 * 	162.73	ACR|2AART|2VULN|2CDMG|1DUR	1aMLV|2aCDMG|3DUST|48AART|5RCR|6DUR|7NUKE|9aVULN|aBPWR
67	51223 34163	   	162.73	ACR|2AART|2VULN|2CDMG|1DUR	1aCGEN|2aCDMG|3DUST|48AART|5RCR|6DUR|7NUKE|9aVULN|aBPWR
68	41223 43363	   	162.63	ACR|2AART|2VULN|2CDMG|1ASPD	1MLV|26CDMG|3DUST|48AART|5RCR|7aVULN|9ASPD
69	55523 11121	   	162.62	ACR|3VULN|2DMG|1DUR	127CGEN|3RCR|49ERES|57aVULN|67DMG|7BPWR|8DUR
70	55523 11212	   	162.62	ACR|3VULN|2DMG|1DUR	127CGEN|3RCR|4ERES|57aVULN|67DMG|7BPWR|8DUST|9DUR
71	41222 51263	   	162.60	DCR|2VULN|1AART|2CDMG|1DUR|1ASPD	1aMLV|25CDMG|3aDUST|4AART|6RCR|7ASPD|8DUR|9aVULN|aBPWR
72	41222 51262	   	162.50	DCR|2VULN|1AART|2CDMG|1DUR|1ASPD	1MLV|25CDMG|3DUST|4AART|6RCR|7ASPD|8DUR|9aVULN
73	41222 54122	 * 	162.45	DCR|2AART|1VULN|2CDMG|1DMG	1MLV|25CDMG|3DUST|48AART|6RCR|7ERES|9DMG|aVULN
74	52611 53312	   	162.20	DCR|3VULN|2DMG|1ASPD	1CGEN|2RPLT|34DMG|578VULN|6RCR|9LWND|aASPD
75	52611 53332	   	162.20	DCR|3VULN|2DMG|1ASPD	1CGEN|2RPLT|34DMG|578VULN|6RCR|9LHND|aASPD
76	52611 53322	   	162.10	DCR|3VULN|2DMG|1ASPD	1CGEN|2RPLT|34DMG|578VULN|6RCR|9DUST|aASPD
77	12652 34143	 * 	162.02	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1FEWX|2MBVNT|38DUR|4ZMB|5CDMG|6VULN|7RCR|9DMG|aAART
78	12126 25373	 * 	162.01	DCR|2AART|2VULN|2ASPD|1CDMG	1aFEWX|2MBVNT|3aASPD|4TLV|56AART|7CDMG|8RCR|9aVULN|aBPWR
79	51323 11642	   	161.91	DCR|3VULN|2DMG|1CDMG	137CGEN|2CDMG|4RPLT|578VULN|67DMG|7BPWR|9RCR|aBELT
80	51323 11641	   	161.81	DCR|3VULN|2DMG|1CDMG	137CGEN|2CDMG|4RPLT|578VULN|67DMG|7BPWR|9RCR|aERES
81	51323 11643	   	161.81	DCR|3VULN|2DMG|1CDMG	137CGEN|2CDMG|4RPLT|578VULN|67DMG|7BPWR|9RCR|aTLV
82	12825 13314	   	161.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|2MBVNT|3DMG|4TLV|5DUR|69VULN|7RCR|8AART|aZMB
83	41222 33222	   	161.77	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	1MLV|25CDMG|3DUST|4AART|6DUR|7aVULN|8RCR|9ZMB
84	44521 13222	   	161.60	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	14MLV|2DUR|37VULN|56DMG|8CDMG|9ZMB|aRCR
85	45161 33222	   	161.60	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1MLV|2CGEN|37VULN|45DMG|6ASPD|8CDMG|9ZMB|aRCR
86	43161 33222	   	161.50	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1MLV|2TLV|37VULN|45DMG|6ASPD|8CDMG|9ZMB|aRCR
87	53161 33222	   	161.50	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1CGEN|2TLV|37VULN|45DMG|6ASPD|8CDMG|9ZMB|aRCR
88	56161 33222	   	161.50	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1CGEN|2ERES|37VULN|45DMG|6ASPD|8CDMG|9ZMB|aRCR
89	35621 53331	   	161.37	DCR|3VULN|2DMG|1ZMB	1LHND|2BEXP|36DMG|4ERES|579VULN|8RCR|aZMB
90	32463 24217	   	161.11	DCR|2VULN|2AART|1DMG|1ASPD	1LHND|2MBVNT|3LIT|47VULN|5DMG|69AART|8RCR|aASPD
91	32463 23247	   	161.11	DCR|2VULN|2AART|1DMG|1ASPD	1LHND|2MBVNT|3LIT|49VULN|5DMG|67AART|8RCR|aASPD
92	53123 26521	 * 	160.72	DCR|3VULN|1AART|1FLTHEA|1CDMG	1CGEN|24TLV|345VULN|4BPWR|6CDMG|7ERES|8FLTHEA|9RCR|aAART
93	35621 13334	 * 	160.53	DCR|4VULN|1DMG|1CDMG	1LHND|2BEXP|3DMG|4ERES|5679VULN|8RCR|aCDMG
94	41223 16162	 * 	160.42	ACR|3VULN|1AART|1CDMG|1DUR	1MLV|2CDMG|3DUST|4AART|5RCR|6ERES|79aVULN|8DUR
95	41222 53325	   	160.07	DCR|2AART|2VULN|2CDMG	1MLV|25CDMG|3DUST|48AART|6RCR|7aVULN|9RMIN
96	41222 54123	 * 	159.97	DCR|2AART|2DMG|2CDMG	1MLV|25CDMG|3DUST|48AART|6RCR|7ERES|9aDMG
97	51226 53222	   	159.96	DCR|2AART|2VULN|1CDMG|1ZMB	1CGEN|2CDMG|3DUST|45AART|6BEXP|7aVULN|8RCR|9ZMB
98	34621 16321	 * 	159.88	DCR|3VULN|1DMG|2CDMG|1DUR	1LHND|2aLWND|3DMG|4TLV|56aVULN|7DUR|8RCR|9aCDMG|aBPWR
99	41521 34122	   	159.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	15MLV|2CDMG|3ASPD|4ZMB|6RCR|7DMG|8CGEN|9AART|aVULN
100	41521 34222	   	159.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	15MLV|2CDMG|3ASPD|4ZMB|6RCR|7DMG|8TLV|9AART|aVULN
101	35621 13336	 * 	159.71	DCR|5VULN|1DMG	1LHND|2BEXP|3DMG|4ERES|5679aVULN|8RCR
102	45163 33222	   	159.67	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1MLV|2CGEN|357VULN|4DMG|6ASPD|8CDMG|9ZMB|aRCR
103	41222 53522	   	159.63	DCR|2VULN|1AART|2CDMG|1ZMB	1MLV|25CDMG|3DUST|4AART|6RCR|7aVULN|8LHND|9ZMB
104	41222 53622	   	159.63	DCR|2VULN|1AART|2CDMG|1ZMB	1MLV|25CDMG|3DUST|4AART|6RCR|7aVULN|8LWND|9ZMB
105	43163 33222	   	159.57	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1MLV|2TLV|357VULN|4DMG|6ASPD|8CDMG|9ZMB|aRCR
106	53123 41622	   	159.57	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1CGEN|24TLV|345VULN|4BPWR|6DMG|7CDMG|8ASPD|9ZMB|aRCR
107	53163 33222	   	159.57	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1CGEN|2TLV|357VULN|4DMG|6ASPD|8CDMG|9ZMB|aRCR
108	56163 33222	   	159.57	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1CGEN|2ERES|357VULN|4DMG|6ASPD|8CDMG|9ZMB|aRCR
109	11243 11662	   	159.41	DCR|3VULN|2DMG|1CDMG	17FEWX|2CGEN|3NUKE|4RCVC|578VULN|67DMG|7BPWR|9CDMG|aRCR
110	31243 11662	   	159.41	DCR|3VULN|2DMG|1CDMG	17LHND|2CGEN|3NUKE|4RCVC|578VULN|67DMG|7BPWR|9CDMG|aRCR
111	55523 21213	 * 	159.39	ACR|2VULN|2AART|1DMG	12CGEN|3RCR|4ERES|59VULN|67AART|8DMG|aLWND
112	33211 45343	   	159.38	DCR|2DMG|1AART|1VULN|1CDMG	1LHND|2RCVC|3RPLT|4aDMG|5AART|6CDMG|7RCR|8TLV|9VULN
113	31431 36226	 * 	159.36	DCR|2VULN|2DMG|2ASPD|1ZMB	1LHND|2CGEN|35DMG|4ZMB|67ASPD|8RCR|9aVULN
114	43121 12335	   	159.31	DCR|2VULN|2AART|1DMG|1DUR	1MLV|24TLV|34VULN|4BPWR|5DUR|6DMG|7CGEN|8RCR|9aAART
115	43161 22335	   	159.31	DCR|2DMG|2AART|1VULN|1DUR	1MLV|2TLV|3VULN|45DMG|6DUR|7CGEN|8RCR|9aAART
116	43163 22335	   	159.31	DCR|2VULN|2AART|1DMG|1DUR	1MLV|2TLV|35VULN|4DMG|6DUR|7CGEN|8RCR|9aAART
117	53121 14335	   	159.31	DCR|2VULN|2AART|1DMG|1DUR	1CGEN|24TLV|34VULN|4BPWR|5DUR|6DMG|7MLV|8RCR|9aAART
118	55523 21211	   	159.29	ACR|2VULN|2AART|1DMG	12CGEN|3RCR|4aERES|59VULN|67AART|8DMG
119	55523 21212	   	159.29	ACR|2VULN|2AART|1DMG	12CGEN|3RCR|4ERES|59VULN|67AART|8DMG|aLEGI
120	12843 51344	   	159.13	DCR|2VULN|1AART|1DMG|1ZMB	1aFEWX|2MBVNT|3DMG|4aBASICY|5AART|6RCR|7LIT|8ZMB|9aVULN|aBPWR
121	32467 24242	   	158.91	DCR|3VULN|1AART|1CDMG|1ASPD	1LHND|2MBVNT|3LIT|479VULN|5ASPD|6AART|8RCR|aCDMG
122	12443 35563	   	158.71	DCR|2DMG|2AART|1VULN|1DUR	1FEWX|2MBVNT|3LIT|4DUR|5aDMG|68AART|7VULN|9RCR
123	12483 18341	   	158.69	DCR|2VULN|1AART|1DMG|2CDMG	19FEWX|2MBVNT|39LIT|4DMG|5AART|68CDMG|79VULN|9BPWR|aRCR
124	12483 45463	   	158.51	DCR|2VULN|2DMG|1AART	1FEWX|2MBVNT|3LIT|4aDMG|5AART|6BEXP|78VULN|9RCR
125	12531 11146	 * 	158.51	DCR|3DMG|1AART|2ZMB|1DUR	137FEWX|2MBVNT|47ZMB|567DMG|7BPWR|8RCR|9AART|aDUR
126	12531 11147	   	158.51	DCR|3DMG|1AART|2ZMB|1ASPD	137FEWX|2MBVNT|47ZMB|567DMG|7BPWR|8RCR|9AART|aASPD
127	32463 24227	   	158.38	DCR|3VULN|1AART|1DMG	1LHND|2MBVNT|3LIT|47aVULN|5DMG|6AART|8RCR|9LWND
128	32463 24241	   	158.38	DCR|3VULN|1AART|1DMG	1LHND|2MBVNT|3LIT|479VULN|5DMG|6AART|8RCR|aRMIN
129	32463 24246	   	158.38	DCR|3VULN|1AART|1DMG	1LHND|2MBVNT|3LIT|479VULN|5DMG|6AART|8RCR|aFEWX
130	32463 24248	   	158.38	DCR|3VULN|1AART|1DMG	1LHND|2MBVNT|3LIT|479VULN|5DMG|6AART|8RCR|aBEXP
131	31431 33534	   	158.37	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LHND|2CGEN|35DMG|4ZMB|6ASPD|7VULN|8RCR|9RMIN|aAART
132	41223 31312	   	158.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2CDMG|3DUST|4AART|5RCR|6DUR|7CGEN|8ZMB|9DMG|aVULN
133	32463 24244	   	158.28	DCR|3VULN|1AART|1DMG	1LHND|2MBVNT|3LIT|479VULN|5DMG|6AART|8RCR|aTLV
134	41223 36312	   	158.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2CDMG|3DUST|4AART|5RCR|6DUR|7TLV|8ZMB|9DMG|aVULN
135	51223 36312	   	158.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2CDMG|3DUST|4AART|5RCR|6DUR|7TLV|8ZMB|9DMG|aVULN
136	41223 41263	   	158.22	ACR|2VULN|1AART|2CDMG|1DUR|1ASPD	1aMLV|26CDMG|3aDUST|4AART|5RCR|7ASPD|8DUR|9aVULN|aBPWR
137	51223 41263	   	158.22	ACR|2VULN|1AART|2CDMG|1ASPD|1DUR	1aCGEN|26CDMG|3aDUST|4AART|5RCR|7ASPD|8DUR|9aVULN|aBPWR
138	41223 41262	   	158.12	ACR|2VULN|1AART|2CDMG|1DUR|1ASPD	1MLV|26CDMG|3DUST|4AART|5RCR|7ASPD|8DUR|9aVULN
139	51223 41262	   	158.12	ACR|2VULN|1AART|2CDMG|1ASPD|1DUR	1CGEN|26CDMG|3DUST|4AART|5RCR|7ASPD|8DUR|9aVULN
140	41223 11122	 * 	158.07	ACR|2AART|1VULN|2CDMG|1DMG	1MLV|27CDMG|3DUST|48AART|5RCR|6ERES|9DMG|aVULN
141	41223 44122	   	158.07	ACR|2AART|1VULN|2CDMG|1DMG	1MLV|26CDMG|3DUST|48AART|5RCR|7ERES|9DMG|aVULN
142	51223 11122	   	158.07	ACR|2AART|1VULN|1DMG|2CDMG	1CGEN|27CDMG|3DUST|48AART|5RCR|6ERES|9DMG|aVULN
143	51223 44122	   	158.07	ACR|2AART|1VULN|1DMG|2CDMG	1CGEN|26CDMG|3DUST|48AART|5RCR|7ERES|9DMG|aVULN
144	41222 51122	   	158.04	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1MLV|25CDMG|3DUST|4AART|6RCR|7ASPD|8DMSP|9DMG|aVULN
145	41222 56112	   	158.04	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	1MLV|25CDMG|3DUST|4AART|6RCR|7BEXP|8DUR|9DMG|aVULN
146	41223 23513	   	157.99	ACR|2DMG|1AART|1VULN|1CDMG	1aMLV|2CDMG|36aDUST|4AART|5RCR|7VULN|8LHND|9aDMG|aBPWR
147	41223 23613	   	157.99	ACR|2DMG|1AART|1VULN|1CDMG	1aMLV|2CDMG|36aDUST|4AART|5RCR|7VULN|8LWND|9aDMG|aBPWR
148	51223 23513	   	157.99	ACR|2DMG|1AART|1VULN|1CDMG	1aCGEN|2CDMG|36aDUST|4AART|5RCR|7VULN|8LHND|9aDMG|aBPWR
149	51223 23613	   	157.99	ACR|2DMG|1AART|1VULN|1CDMG	1aCGEN|2CDMG|36aDUST|4AART|5RCR|7VULN|8LWND|9aDMG|aBPWR
150	12473 35463	   	157.91	DCR|2VULN|2DMG|1AART	1FEWX|2MBVNT|3LIT|4LHND|5aDMG|6AART|78VULN|9RCR
151	12481 35463	   	157.91	DCR|2VULN|2DMG|1AART	1FEWX|2MBVNT|3LIT|4aDMG|5BEXP|6AART|78VULN|9RCR
152	32453 35463	   	157.91	DCR|2VULN|2DMG|1AART	1LHND|2MBVNT|3LIT|4FEWX|5aDMG|6AART|78VULN|9RCR
153	32463 22463	   	157.91	DCR|2VULN|2DMG|1AART	1LHND|2MBVNT|3LIT|48VULN|5aDMG|6AART|7FEWX|9RCR
154	41223 16312	   	157.89	ACR|2VULN|1AART|1DMG|1CDMG	1MLV|2CDMG|3DUST|4AART|5RCR|6ERES|7aVULN|8CGEN|9DMG
155	41223 23512	   	157.89	ACR|2VULN|1AART|1DMG|1CDMG	1MLV|2CDMG|36DUST|4AART|5RCR|7aVULN|8LHND|9DMG
156	41223 23612	   	157.89	ACR|2VULN|1AART|1DMG|1CDMG	1MLV|2CDMG|36DUST|4AART|5RCR|7aVULN|8LWND|9DMG
157	51223 16262	   	157.89	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2CDMG|3DUST|4AART|5RCR|6ERES|7DMG|8RMIN|9aVULN
158	51223 23512	   	157.89	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2CDMG|36DUST|4AART|5RCR|7aVULN|8LHND|9DMG
159	51223 23612	   	157.89	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2CDMG|36DUST|4AART|5RCR|7aVULN|8LWND|9DMG
160	35621 13331	   	157.88	DCR|4VULN|1DMG|1ZMB	1LHND|2BEXP|3DMG|4ERES|5679VULN|8RCR|aZMB
161	13634 22212	   	157.87	DCR|2AART|1DMG|1VULN|1CDMG|1DUR	1FEWX|2DUR|3LWND|4CDMG|56AART|7CGEN|8RCR|9DMG|aVULN
162	13634 24212	   	157.87	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1FEWX|2DUR|3LWND|4CDMG|56AART|7MLV|8RCR|9DMG|aVULN
163	13634 25212	   	157.87	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1FEWX|2DUR|3LWND|4CDMG|56AART|7RMIN|8RCR|9DMG|aVULN
164	14534 22212	   	157.87	DCR|2AART|1DMG|1VULN|1CDMG|1DUR	1FEWX|2LWND|3DUR|4CDMG|56AART|7CGEN|8RCR|9DMG|aVULN
165	41221 33213	   	157.68	DCR|2DMG|1AART|1VULN|1CDMG	1aMLV|2CDMG|3aDUST|4AART|5LHND|6RCVC|7VULN|8RCR|9aDMG|aBPWR
166	51221 33213	   	157.68	DCR|2DMG|1AART|1VULN|1CDMG	1aCGEN|2CDMG|3aDUST|4AART|5LHND|6RCVC|7VULN|8RCR|9aDMG|aBPWR
