0	Index      	 *	Score 	Summary	Detail	
1	11113 13444	 * 	195.47	DCR|4VULN|2DMG|3CDMG	157CDMG|2BELT|3458VULN|5BPWR|6RCR|9aDMG
15	11113 12232	   	182.84	DCR|4VULN|1DMG|2CDMG|1ZMB	15CDMG|2BELT|345aVULN|5BPWR|6RCR|7DMG|8ZMB|9RMIN
16	11113 12226	   	182.62	DCR|3VULN|1DMG|2CDMG|1ZMB|1DUR|1ASPD	15CDMG|2BELT|345VULN|5BPWR|6RCR|7DMG|8ZMB|9ASPD|aDUR
17	11133 13235	   	182.23	DCR|3VULN|3CDMG|1AART|1ZMB	157CDMG|2BELT|35aVULN|4RCVC|5BPWR|6RCR|8AART|9ZMB
18	11113 13264	   	182.00	DCR|3VULN|3CDMG|1AART|1DUR|1ASPD	157CDMG|2BELT|345VULN|5BPWR|6RCR|8AART|9DUR|aASPD
19	11113 13462	 * 	181.65	DCR|5VULN|3CDMG|1ZMB	157CDMG|2BELT|34589VULN|5BPWR|6RCR|aZMB
20	52131 21674	 * 	181.57	DCR|3VULN|2DMG|1AART|1ZMB	1LWND|26DMG|3MBVNT|4ZMB|589VULN|7AART|aRCR
21	23217 24712	 * 	181.47	DCR|3DMG|2VULN|1AART|1ZMB	1AIRHEA|2ZMB|39VULN|4MBVNT|568DMG|7AART|aRCR
22	11113 13314	   	181.40	DCR|3VULN|3CDMG|1AART|1DUR|1ASPD	157CDMG|2BELT|345VULN|5BPWR|6RCR|8DUR|9AART|aASPD
23	11112 13244	   	181.37	DCR|3VULN|2DMG|3CDMG	178CDMG|25BELT|348VULN|6RCR|8BPWR|9aDMG
24	11113 11121	   	181.37	DCR|3VULN|2DMG|3CDMG	158CDMG|2BELT|345VULN|5BPWR|6RCR|7LIT|9aDMG
25	11115 13244	   	181.37	DCR|3VULN|2DMG|3CDMG	178CDMG|2BELT|348VULN|5DMSP|6RCR|8BPWR|9aDMG
26	35134 23433	 * 	181.23	DCR|4VULN|1AART|1DMG|1CDMG	15DUST|2ERES|3CDMG|4568VULN|5BPWR|7DMG|9RCR|aAART
27	21141 13511	 * 	180.90	DCR|2VULN|2DMG|1AART|1CDMG|2DUR	19AIRHEA|2FEWX|39DUR|45VULN|6CDMG|7AART|89DMG|9BPWR|aRCR
28	11112 13164	 * 	180.84	DCR|3VULN|1AART|1DMG|2CDMG	17CDMG|25BELT|349VULN|6RCR|8DMG|aAART
29	11115 13164	   	180.84	DCR|3VULN|1AART|1DMG|2CDMG	17CDMG|2BELT|349VULN|5DMSP|6RCR|8DMG|aAART
30	13343 21252	 * 	180.31	DCR|2DMG|3CDMG|1AART|1VULN|1ASPD|1DUR	125CDMG|3ASPD|4VULN|69DMG|7DUR|8RCR|aAART
31	25141 12311	   	180.30	DCR|2VULN|2DMG|1AART|1CDMG|2DUR	19AIRHEA|2LWND|39DUR|45VULN|6CDMG|79DMG|8AART|9BPWR|aRCR
32	11113 13236	   	179.12	DCR|3VULN|3CDMG|1AART|1ZMB	157CDMG|2BELT|345VULN|5BPWR|6RCR|8AART|9ZMB|aRMIN
33	11113 13232	   	179.02	DCR|3VULN|3CDMG|1AART|1ZMB	157CDMG|2BELT|345VULN|5BPWR|6RCR|8AART|9ZMB|aNUKE
34	11113 13233	   	179.02	DCR|3VULN|3CDMG|1AART|1ZMB	157CDMG|2BELT|345VULN|5BPWR|6RCR|8AART|9ZMB|aTLV
35	11133 15264	   	178.84	DCR|3VULN|1AART|2CDMG|2ZMB	15CDMG|2BELT|359VULN|4RCVC|5BPWR|6RCR|78ZMB|aAART
36	11133 12222	   	178.79	DCR|3VULN|1DMG|2CDMG|1ZMB|1ASPD	15CDMG|2BELT|35aVULN|4RCVC|5BPWR|6RCR|7DMG|8ZMB|9ASPD
37	11113 12122	   	178.78	DCR|4VULN|1DMG|2CDMG|1ASPD	15CDMG|2BELT|345aVULN|5BPWR|6RCR|7DMG|8RMIN|9ASPD
38	11133 11346	   	178.69	DCR|4VULN|1AART|2CDMG	15CDMG|2BELT|358aVULN|4RCVC|5BPWR|6RCR|7LIT|9AART
39	15641 12221	   	178.60	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1CDMG|2AART|39VULN|4MGNSTR|5FEWX|6DUR|78DMG|aRCR
40	15643 12221	   	178.60	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1CDMG|2AART|39VULN|4MGNSTR|5LWND|6DUR|78DMG|aRCR
41	11133 13255	   	178.16	DCR|3VULN|3CDMG|1AART|1ASPD	157CDMG|2BELT|35aVULN|4RCVC|5BPWR|6RCR|8AART|9ASPD
42	11113 12455	   	178.08	DCR|4VULN|3CDMG|1DMG	15aCDMG|2BELT|345aVULN|5aBPWR|6RCR|7DMG|8LIT|9aLHND
43	11113 12465	   	178.08	DCR|4VULN|3CDMG|1DMG	15aCDMG|2BELT|345aVULN|5aBPWR|6RCR|7DMG|8LIT|9aBEXP
44	11133 13424	   	177.89	DCR|3VULN|3CDMG|1DMG|1ZMB	157CDMG|2BELT|358VULN|4RCVC|5BPWR|6RCR|9ZMB|aDMG
45	11133 13445	   	177.89	DCR|3VULN|3CDMG|1DMG|1ZMB	157CDMG|2BELT|358VULN|4RCVC|5BPWR|6RCR|9DMG|aZMB
46	11113 12435	   	177.88	DCR|4VULN|3CDMG|1DMG	15aCDMG|2BELT|345aVULN|5aBPWR|6RCR|7DMG|8LIT|9aDUST
47	11113 13154	   	177.88	DCR|4VULN|3CDMG|1DMG	157CDMG|2BELT|345aVULN|5BPWR|6RCR|8LWND|9DMG
48	11113 13163	   	177.88	DCR|4VULN|3CDMG|1DMG	157CDMG|2BELT|3459VULN|5BPWR|6RCR|8LWND|aDMG
49	11113 13443	   	177.88	DCR|4VULN|3CDMG|1DMG	157CDMG|2BELT|3458VULN|5BPWR|6RCR|9DMG|aMLV
50	11113 13446	   	177.88	DCR|4VULN|3CDMG|1DMG	157CDMG|2BELT|3458VULN|5BPWR|6RCR|9DMG|aFEWX
51	15326 23411	   	177.87	DCR|3VULN|1AART|2CDMG|2ZMB|1DUR	19CDMG|2AART|3LHND|49ZMB|5BASICY|6DUR|789VULN|9BPWR|aRCR
52	11113 13433	   	177.78	DCR|4VULN|3CDMG|1DMG	157CDMG|2BELT|3458VULN|5BPWR|6RCR|9DUST|aDMG
53	11113 13441	   	177.78	DCR|4VULN|3CDMG|1DMG	157CDMG|2BELT|3458VULN|5BPWR|6RCR|9DMG|aERES
54	11133 15364	   	176.76	DCR|3VULN|1AART|2CDMG|1ZMB	15CDMG|2BELT|359VULN|48RCVC|5BPWR|6RCR|7ZMB|aAART
55	13224 23526	   	176.54	DCR|3VULN|1AART|2CDMG|1DMG	12CDMG|3LHND|4ERES|567VULN|8RCR|9AART|aDMG
56	32126 41363	 * 	176.19	ACR|3DMG|2VULN|1AART	148DUST|29aDMG|3MBVNT|5RCR|6AART|7aVULN|aBPWR
57	32126 41712	 * 	176.19	ACR|3VULN|2DMG|1AART	14DUST|28DMG|3MBVNT|5RCR|6AART|79aVULN
58	11113 13422	   	175.76	DCR|4VULN|3CDMG|1ZMB|1ASPD	157CDMG|2BELT|3458VULN|5BPWR|6RCR|9ZMB|aASPD
59	11113 12136	   	175.68	DCR|3VULN|1DMG|2CDMG|1ZMB|1DUR	15CDMG|2BELT|345VULN|5BPWR|6RCR|7DMG|8RMIN|9ZMB|aDUR
60	11113 12223	   	175.68	DCR|3VULN|1DMG|2CDMG|1ZMB|1ASPD	15CDMG|2BELT|345VULN|5BPWR|6RCR|7DMG|8ZMB|9ASPD|aBEXP
61	11113 12225	   	175.68	DCR|3VULN|1DMG|2CDMG|1ZMB|1ASPD	15CDMG|2BELT|345VULN|5BPWR|6RCR|7DMG|8ZMB|9ASPD|aCGEN
62	11113 12236	   	175.68	DCR|3VULN|1DMG|2CDMG|1ZMB|1DUR	15CDMG|2BELT|345VULN|5BPWR|6RCR|7DMG|8ZMB|9RMIN|aDUR
63	11113 11342	   	175.58	DCR|4VULN|1AART|2CDMG	15CDMG|2BELT|3458VULN|5BPWR|6RCR|7LIT|9AART|aRMIN
64	11113 11343	   	175.58	DCR|4VULN|1AART|2CDMG	15CDMG|2BELT|3458VULN|5BPWR|6RCR|7LIT|9AART|aLWND
65	11113 11344	   	175.58	DCR|4VULN|1AART|2CDMG	15CDMG|2BELT|3458VULN|5BPWR|6RCR|7LIT|9AART|aCGEN
66	11113 11646	   	175.58	DCR|4VULN|1AART|2CDMG	15CDMG|2BELT|345aVULN|5BPWR|6RCR|78LIT|9AART
67	11113 12424	   	175.33	DCR|3VULN|2DMG|2CDMG	15CDMG|2BELT|345VULN|5BPWR|6RCR|7aDMG|8LIT|9RPLT
68	11113 12452	   	175.33	DCR|3VULN|2DMG|2CDMG	15CDMG|2BELT|345VULN|5BPWR|6RCR|7aDMG|8LIT|9LHND
69	11113 12462	   	175.33	DCR|3VULN|2DMG|2CDMG	15CDMG|2BELT|345VULN|5BPWR|6RCR|7aDMG|8LIT|9BEXP
70	11113 13224	   	175.06	DCR|3VULN|3CDMG|1AART|1ASPD	157CDMG|2BELT|345VULN|5BPWR|6RCR|8AART|9BEXP|aASPD
71	11113 13252	   	175.06	DCR|3VULN|3CDMG|1AART|1ASPD	157CDMG|2BELT|345VULN|5BPWR|6RCR|8AART|9ASPD|aCGEN
72	11113 13256	   	175.06	DCR|3VULN|3CDMG|1AART|1ASPD	157CDMG|2BELT|345VULN|5BPWR|6RCR|8AART|9ASPD|aRMIN
73	11113 13261	   	175.06	DCR|3VULN|3CDMG|1AART|1DUR	157CDMG|2BELT|345VULN|5BPWR|6RCR|8AART|9DUR|aFEWX
74	11113 13262	   	175.06	DCR|3VULN|3CDMG|1AART|1DUR	157CDMG|2BELT|345VULN|5BPWR|6RCR|8AART|9DUR|aMLV
75	12241 46161	   	175.03	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|2BEXP|3LWND|48aVULN|5MBVNT|6RCR|7DMG|9AART
76	11113 13251	   	174.96	DCR|3VULN|3CDMG|1AART|1ASPD	157CDMG|2BELT|345VULN|5BPWR|6RCR|8AART|9ASPD|aMBVNT
77	11113 13263	   	174.96	DCR|3VULN|3CDMG|1AART|1DUR	157CDMG|2BELT|345VULN|5BPWR|6RCR|8AART|9DUR|aERES
78	11113 13265	   	174.96	DCR|3VULN|3CDMG|1AART|1DUR	157CDMG|2BELT|345VULN|5BPWR|6RCR|8AART|9DUR|aMBVNT
79	11112 13224	   	174.78	DCR|3VULN|3CDMG|1DMG|1ZMB	178CDMG|25BELT|348VULN|6RCR|8BPWR|9ZMB|aDMG
80	11112 13245	   	174.78	DCR|3VULN|3CDMG|1DMG|1ZMB	178CDMG|25BELT|348VULN|6RCR|8BPWR|9DMG|aZMB
81	11113 12264	   	174.78	DCR|3VULN|3CDMG|1DMG|1ZMB	15aCDMG|2BELT|345VULN|5BPWR|6RCR|7DMG|8ZMB|9LWND
82	11115 13224	   	174.78	DCR|3VULN|3CDMG|1DMG|1ZMB	178CDMG|2BELT|348VULN|5DMSP|6RCR|8BPWR|9ZMB|aDMG
83	11115 13245	   	174.78	DCR|3VULN|3CDMG|1DMG|1ZMB	178CDMG|2BELT|348VULN|5DMSP|6RCR|8BPWR|9DMG|aZMB
84	13343 21253	   	174.69	DCR|2VULN|2DMG|3CDMG|1ASPD|1DUR	125CDMG|3ASPD|4aVULN|69DMG|7DUR|8RCR
85	11113 12214	   	174.68	DCR|3VULN|3CDMG|1DMG|1ZMB	15aCDMG|2BELT|345VULN|5BPWR|6RCR|7DMG|8ZMB|9DUST
86	11113 12254	   	174.68	DCR|3VULN|3CDMG|1DMG|1ZMB	15aCDMG|2BELT|345VULN|5BPWR|6RCR|7DMG|8ZMB|9LEGI
87	11113 13114	   	174.46	DCR|3VULN|3CDMG|1AART|1ASPD	157CDMG|2BELT|345VULN|5BPWR|6RCR|8LWND|9AART|aASPD
88	11113 13311	   	174.46	DCR|3VULN|3CDMG|1AART|1DUR	157CDMG|2BELT|345VULN|5BPWR|6RCR|8DUR|9AART|aFEWX
89	11113 13312	   	174.46	DCR|3VULN|3CDMG|1AART|1DUR	157CDMG|2BELT|345VULN|5BPWR|6RCR|8DUR|9AART|aMLV
90	11113 13614	   	174.36	DCR|3VULN|3CDMG|1AART|1ASPD	157CDMG|2BELT|345VULN|5BPWR|6RCR|8LEGI|9AART|aASPD
91	11113 13313	   	174.36	DCR|3VULN|3CDMG|1AART|1DUR	157CDMG|2BELT|345VULN|5BPWR|6RCR|8DUR|9AART|aERES
92	11113 13315	   	174.36	DCR|3VULN|3CDMG|1AART|1DUR	157CDMG|2BELT|345VULN|5BPWR|6RCR|8DUR|9AART|aMBVNT
93	23217 23874	   	174.22	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1AIRHEA|2ZMB|3VULN|4MBVNT|56DMG|7RCR|8DUR|9CDMG|aAART
94	15232 23231	   	174.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2AART|3DUR|4ERES|5DMG|6aVULN|7ZMB|8MBVNT|9RCR
95	12136 51611	   	174.17	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR|1SELL	1CDMG|2BEXP|3DMG|49VULN|5SELL|6AART|7ZMB|8RCR|aDUR
96	62132 61474	   	173.92	DCR|2VULN|2DMG|1AART|1ZMB	15aFEWX|2aDMG|3MBVNT|4ZMB|6AART|7RCR|8BEXP|9aVULN|aBPWR
97	11133 13414	   	173.82	DCR|3VULN|3CDMG|1DMG|1ASPD	157CDMG|2BELT|358VULN|4RCVC|5BPWR|6RCR|9ASPD|aDMG
98	11133 13442	   	173.82	DCR|3VULN|3CDMG|1DMG|1ASPD	157CDMG|2BELT|358VULN|4RCVC|5BPWR|6RCR|9DMG|aASPD
99	11113 15222	   	173.57	DCR|4VULN|2CDMG|2ZMB|1DUR	15CDMG|2BELT|345aVULN|5BPWR|6RCR|78ZMB|9DUR
100	21141 13521	   	173.57	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1AIRHEA|2FEWX|3DUR|459VULN|6CDMG|7AART|8DMG|aRCR
101	13134 23433	   	173.54	DCR|3VULN|1AART|1DMG|2CDMG	12CDMG|3DUST|4CGEN|568VULN|7DMG|9RCR|aAART
102	13164 23433	   	173.54	DCR|3VULN|1AART|1DMG|2CDMG	12CDMG|3DUST|4MLV|568VULN|7DMG|9RCR|aAART
103	13124 23433	   	173.44	DCR|3VULN|1AART|2CDMG|1DMG	12CDMG|3DUST|4ERES|568VULN|7DMG|9RCR|aAART
104	35124 23433	   	173.44	DCR|3VULN|1AART|2CDMG|1DMG	1DUST|2ERES|34CDMG|568VULN|7DMG|9RCR|aAART
105	13343 23252	   	173.37	DCR|2DMG|3CDMG|1AART|1VULN|1ASPD	125CDMG|3ASPD|4VULN|69DMG|7FEWX|8RCR|aAART
106	15264 11323	 * 	173.08	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2aAART|3DUR|4VULN|5ZMB|6LHND|7RCR|8BEXP|9DMG
107	15634 11323	   	173.08	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2aAART|3VULN|4DUR|5ZMB|6LHND|7RCR|8BEXP|9DMG
108	25141 12321	   	172.97	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1AIRHEA|2LWND|3DUR|459VULN|6CDMG|7DMG|8AART|aRCR
109	13313 21214	 * 	172.95	DCR|2DMG|3CDMG|1AART|2ASPD|2DUR	125CDMG|3aASPD|4LWND|6aDMG|7aDUR|8RCR|9AART|aBPWR
110	12125 12326	   	172.65	DCR|2VULN|2DMG|3CDMG|1DUR	14aCDMG|2BEXP|3aDMG|5ERES|6RCR|7DUR|8aVULN|9RPLT|aBPWR
111	52231 51511	   	172.63	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1LWND|2DMG|38CDMG|4aVULN|5AART|6DUR|7RCR|9DUST
112	11433 32346	   	172.57	DCR|4VULN|1AART|1CDMG	1CDMG|2BELT|3RCVC|4LIT|578aVULN|6RCR|9AART
113	52171 84443	 * 	172.43	DCR|3DMG|1AART|1VULN|3DUR	18aLWND|28aDMG|3MBVNT|4CGEN|5VULN|6AART|78aDUR|8aBPWR|9RCR
114	23236 45232	   	172.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AIRHEA|2ZMB|3aVULN|4DUR|5DMG|6CDMG|7DUST|8RCR|9AART
115	32147 28743	   	172.27	DCR|3DMG|2VULN|1AART	1aDUST|26aDMG|3MBVNT|4TLV|5LWND|7aVULN|8AART|9RCR|aBPWR
116	52231 51532	   	172.18	DCR|1AART|3CDMG|1VULN|1DMG|1ZMB|1DUR	1LWND|2DMG|38aCDMG|4VULN|5AART|6DUR|7RCR|9ZMB
117	11113 32645	   	172.12	DCR|3VULN|3CDMG|1DMG|1ZMB|1ASPD	157CDMG|2BELT|345VULN|5BPWR|6ASPD|8ZMB|9DMG|aRCR
118	11133 13461	   	171.93	DCR|4VULN|3CDMG|1ZMB	157CDMG|2BELT|3589VULN|4RCVC|5BPWR|6RCR|aZMB
119	11133 12132	   	171.85	DCR|3VULN|1DMG|2CDMG|1ZMB	15CDMG|2BELT|35aVULN|4RCVC|5BPWR|6RCR|7DMG|8RMIN|9ZMB
120	11133 12232	   	171.85	DCR|3VULN|1DMG|2CDMG|1ZMB	15CDMG|2BELT|35aVULN|4RCVC|5BPWR|6RCR|7DMG|8ZMB|9RMIN
121	11113 12322	   	171.84	DCR|4VULN|1DMG|2CDMG	15CDMG|29BELT|345aVULN|5BPWR|6RCR|7DMG|8LWND
122	11113 13364	   	171.70	DCR|4VULN|3CDMG|1DUR|1ASPD	157CDMG|2BELT|345aVULN|5BPWR|6RCR|8DUR|9ASPD
123	15641 22221	   	171.66	DCR|2VULN|2DMG|1AART|1CDMG	1CDMG|2AART|39VULN|4MGNSTR|5FEWX|6LWND|78DMG|aRCR
124	11113 15322	   	171.62	DCR|4VULN|2CDMG|1ZMB|1DUR	15CDMG|2BELT|345aVULN|5BPWR|6RCR|7ZMB|8RCVC|9DUR
125	11113 12126	   	171.62	DCR|3VULN|1DMG|2CDMG|1DUR|1ASPD	15CDMG|2BELT|345VULN|5BPWR|6RCR|7DMG|8RMIN|9ASPD|aDUR
126	11113 12332	   	171.62	DCR|3VULN|1DMG|2CDMG|1DUR|1ASPD	15CDMG|2BELT|345VULN|5BPWR|6RCR|7DMG|8LWND|9DUR|aASPD
127	11113 11253	 * 	171.39	DCR|3VULN|1DMG|2CDMG|1FLTHEA	15CDMG|2BELT|345VULN|5BPWR|6RCR|7LIT|8FEWX|9FLTHEA|aDMG
128	11113 13412	 * 	171.37	DCR|4VULN|3CDMG|2ASPD	157CDMG|2BELT|3458VULN|5BPWR|6RCR|9aASPD
129	23217 23347	   	171.22	DCR|2VULN|2DMG|1AART|1ZMB	1AIRHEA|2ZMB|38VULN|4MBVNT|56DMG|7RCR|9FEWX|aAART
130	23217 23374	   	171.22	DCR|2VULN|2DMG|1AART|1ZMB	1AIRHEA|2ZMB|38VULN|4MBVNT|56DMG|7RCR|9RPLT|aAART
131	32141 88743	   	170.83	DCR|3DMG|1AART|1VULN|3DUR	17aDUST|27aDMG|3MBVNT|4TLV|5VULN|67aDUR|7aBPWR|8AART|9RCR
132	11112 13214	   	170.72	DCR|3VULN|3CDMG|1DMG|1ASPD	178CDMG|25BELT|348VULN|6RCR|8BPWR|9ASPD|aDMG
133	11112 13242	   	170.72	DCR|3VULN|3CDMG|1DMG|1ASPD	178CDMG|25BELT|348VULN|6RCR|8BPWR|9DMG|aASPD
134	11113 11115	   	170.72	DCR|3VULN|3CDMG|1DMG|1DUR	158CDMG|2BELT|345VULN|5BPWR|6RCR|7LIT|9DUR|aDMG
135	11113 11123	   	170.72	DCR|3VULN|3CDMG|1DMG|1DUR	158CDMG|2BELT|345VULN|5BPWR|6RCR|7LIT|9DMG|aDUR
136	11113 12354	   	170.72	DCR|3VULN|3CDMG|1DMG|1ASPD	15aCDMG|2BELT|345VULN|5BPWR|6RCR|7DMG|8LWND|9ASPD
137	11113 13156	   	170.72	DCR|3VULN|3CDMG|1DMG|1DUR	157CDMG|2BELT|345VULN|5BPWR|6RCR|8LWND|9DMG|aDUR
138	11115 13214	   	170.72	DCR|3VULN|3CDMG|1DMG|1ASPD	178CDMG|2BELT|348VULN|5DMSP|6RCR|8BPWR|9ASPD|aDMG
139	11115 13242	   	170.72	DCR|3VULN|3CDMG|1DMG|1ASPD	178CDMG|2BELT|348VULN|5DMSP|6RCR|8BPWR|9DMG|aASPD
140	14311 13436	   	170.68	DCR|2VULN|2DMG|2CDMG|1ZMB	1aCDMG|2RMIN|3RPLT|4ZMB|5aDMG|6RCR|7DUST|8CGEN|9aVULN|aBPWR
141	11113 13461	   	170.65	DCR|5VULN|3CDMG	157CDMG|2BELT|34589VULN|5BPWR|6RCR|aLWND
142	11113 13463	   	170.65	DCR|5VULN|3CDMG	157CDMG|2BELT|34589VULN|5BPWR|6RCR|aRMIN
143	11113 13464	   	170.65	DCR|5VULN|3CDMG	157CDMG|2BELT|34589VULN|5BPWR|6RCR|aLIT
144	11113 13465	   	170.55	DCR|5VULN|3CDMG	157CDMG|2BELT|34589VULN|5BPWR|6RCR|aDUST
145	11113 13466	   	170.55	DCR|5VULN|3CDMG	157CDMG|2BELT|34589VULN|5BPWR|6RCR|aDLOT
146	11513 12234	   	170.32	DCR|2VULN|2DMG|2CDMG|1ZMB|1DUR	1aCDMG|2BELT|3DUR|45VULN|67DMG|8ZMB|9RCR
147	11133 12226	   	170.07	DCR|2VULN|1DMG|2CDMG|1ZMB|1DUR|1ASPD	15CDMG|2BELT|35VULN|4RCVC|5BPWR|6RCR|7DMG|8ZMB|9ASPD|aDUR
148	14311 51315	   	169.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2RMIN|3RPLT|4ZMB|5DMG|6AART|7RCR|8ERES|9aVULN
149	11113 14222	   	169.72	DCR|4VULN|2CDMG|1ZMB|1ASPD	15CDMG|2BELT|345aVULN|5BPWR|6RCR|7CGEN|8ZMB|9ASPD
150	11113 15122	   	169.72	DCR|4VULN|2CDMG|1ZMB|1ASPD	15CDMG|2BELT|345aVULN|5BPWR|6RCR|7ZMB|8RMIN|9ASPD
151	13343 24361	   	169.67	DCR|2DMG|3CDMG|1AART|1VULN|1ASPD	125CDMG|3ASPD|4VULN|69DMG|7CANHEL|8AART|aRCR
152	11113 16222	   	169.62	DCR|4VULN|2CDMG|1ZMB|1ASPD	15CDMG|2BELT|345aVULN|5BPWR|6RCR|7ERES|8ZMB|9ASPD
153	12135 12234	   	169.52	DCR|2VULN|2DMG|3CDMG|1ZMB	15aCDMG|2BEXP|37DMG|45VULN|5BPWR|6BELT|8ZMB|9RCR
154	11133 13264	   	169.45	DCR|2VULN|3CDMG|1AART|1DUR|1ASPD	157CDMG|2BELT|35VULN|4RCVC|5BPWR|6RCR|8AART|9DUR|aASPD
155	11112 15264	   	169.32	DCR|3VULN|1AART|2ZMB|1CDMG	1CDMG|25BELT|349VULN|6RCR|78ZMB|aAART
156	11112 12222	   	169.27	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|25BELT|34aVULN|6RCR|7DMG|8ZMB|9ASPD
157	11115 12222	   	169.27	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2BELT|34aVULN|5DMSP|6RCR|7DMG|8ZMB|9ASPD
158	23236 23363	 * 	169.17	DCR|3DMG|1VULN|1CDMG|1ZMB|1DUR	1AIRHEA|2ZMB|3VULN|4DUR|58aDMG|6RCR|7LHND|9CDMG
159	11112 11346	   	169.17	DCR|4VULN|1AART|1CDMG	1CDMG|25BELT|348aVULN|6RCR|7LIT|9AART
160	11115 11346	   	169.17	DCR|4VULN|1AART|1CDMG	1CDMG|2BELT|348aVULN|5DMSP|6RCR|7LIT|9AART
161	32126 77313	   	169.13	ACR|3DMG|1AART|1VULN|2DUR	147DUST|27aDMG|3MBVNT|5RCR|67DUR|7BPWR|8VULN|9AART
162	35134 23633	   	169.03	DCR|3VULN|1AART|1DMG|1CDMG	15DUST|2ERES|3CDMG|456VULN|5BPWR|7DMG|8RCVC|9RCR|aAART
163	11133 13314	   	168.85	DCR|2VULN|3CDMG|1AART|1DUR|1ASPD	157CDMG|2BELT|35VULN|4RCVC|5BPWR|6RCR|8DUR|9AART|aASPD
164	11112 13261	   	168.82	DCR|4VULN|3CDMG|1ZMB	178CDMG|25BELT|3489VULN|6RCR|8BPWR|aZMB
165	11113 13166	   	168.82	DCR|4VULN|3CDMG|1ZMB	157CDMG|2BELT|3459VULN|5BPWR|6RCR|8LWND|aZMB
166	11113 13423	   	168.82	DCR|4VULN|3CDMG|1ZMB	157CDMG|2BELT|3458VULN|5BPWR|6RCR|9ZMB|aMLV
167	11115 13261	   	168.82	DCR|4VULN|3CDMG|1ZMB	178CDMG|2BELT|3489VULN|5DMSP|6RCR|8BPWR|aZMB
168	11122 34153	   	168.82	DCR|2VULN|1AART|2CDMG|2ZMB|1DUR	1aCDMG|2BELT|3aVULN|4FEWX|5DUR|6RCR|7AART|8LEGI|9aZMB|aBPWR
169	23236 43313	   	168.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AIRHEA|2ZMB|38VULN|4DUR|5DMG|6CDMG|7AART|9TLV|aRCR
