0	Index      	Bounty	 *	Score 	Summary	Detail	
1	32635 53111	9	 * 	269.66	橙4易伤2时间2全技能1暴击	17策反2357易伤49全技能67时间7序列升级8暴击a核
24	22422 21365	8	   	251.82	橙4易伤2时间1暴击	13掉矿2469易伤57时间8暴击a核
25	22422 23232	8	   	251.82	橙4易伤2时间1暴击	13掉矿2467易伤59时间8核a暴击
26	22522 21234	8	   	251.50	橙4易伤3时间	1掉矿246a易伤3立即金币579时间8核
27	22422 21234	8	   	251.40	橙4易伤3时间	13掉矿246a易伤579时间8核
28	62251 33312	2	   	250.93	橙3易伤2攻速1伤害1时间	17低血量敌人267易伤3最后敌人4时间57攻速7序列升级8雷电9核a伤害
29	61263 33142	7	 * 	250.79	橙3易伤2时间2攻速1暴击	1低血量敌人2a攻速3矿等4敌人爆炸5a时间6核7暴击89a易伤a序列升级
30	61313 33142	7	   	250.69	橙3易伤2时间2攻速1暴击	1低血量敌人2a攻速3最后敌人4掉矿5a时间6核7暴击89a易伤a序列升级
31	61313 33542	8	   	250.69	橙3易伤2时间2攻速1暴击	1低血量敌人2a攻速3最后敌人4掉矿5a时间6核7暴击89a易伤a序列升级
32	32643 11152	9	   	250.18	橙3易伤1伤害1等级1攻速1全技能	1策反239易伤4攻速5全技能6等级7核8伤害a雷电
33	32643 11132	10	   	249.65	橙3易伤1伤害2全技能1等级1攻速	1策反23a易伤4攻速59全技能6等级7核8伤害
34	63513 33142	7	   	249.55	橙3易伤2时间1伤害1暴击	1低血量敌人2a敌人爆炸3伤害4掉矿5a时间6核7暴击89a易伤a序列升级
35	34631 33142	6	 * 	249.55	橙3易伤2时间2等级1暴击	1a策反28时间35a易伤4低血量敌人6暴击7a等级9核a序列升级
36	22522 21265	8	   	249.28	橙4易伤2时间1攻速	1掉矿246a易伤3立即金币57时间8核9攻速
37	34331 33511	5	 * 	249.22	橙3易伤3时间1伤害	17策反27a时间3最后敌人4低血量敌人567易伤7序列升级8核9伤害
38	34335 33511	4	   	249.22	橙3易伤3时间1伤害	17策反27a时间3最后敌人4低血量敌人567易伤7序列升级8核9伤害
39	22422 21265	8	   	249.18	橙4易伤2时间1攻速	13掉矿246a易伤57时间8核9攻速
40	32636 52133	3	   	248.46	橙3易伤1伤害1等级1时间1攻速	1策反239易伤4攻速5随机矿6时间7等级8伤害a核
41	12322 66235	2	   	248.44	橙4易伤1时间1暴击1攻速	13金币生成289a易伤4暴击5攻速6核7时间
42	32634 11151	10	   	248.36	橙3易伤2伤害1等级1核弹1全技能	1策反239易伤4全技能5核弹6等级7核8a伤害
43	22522 23261	8	   	248.34	橙4易伤1时间1暴击1攻速	1掉矿2467易伤3立即金币5时间8核9攻速a暴击
44	32643 11231	7	   	248.27	橙3易伤2攻速1等级1时间1全技能	1策反239易伤4a攻速5全技能6等级7核8时间
45	32643 21152	10	   	248.27	橙4易伤1伤害1攻速1全技能	1策反239a易伤4攻速5全技能6金币生成7核8伤害
46	22422 23261	8	   	248.24	橙4易伤1时间1暴击1攻速	13掉矿2467易伤5时间8核9攻速a暴击
47	32515 61232	3	   	248.03	橙4易伤2时间1全技能	1策反2459易伤3全技能6核7低血量敌人8a时间
48	32515 62232	3	   	248.03	橙4易伤2时间1全技能	1策反2459易伤3全技能6核7敌人爆炸8a时间
49	32635 61232	5	   	248.03	橙4易伤2时间1全技能	1策反2359易伤4全技能6核7低血量敌人8a时间
50	32635 61232	4	   	248.03	橙4易伤2时间1全技能	1策反2359易伤4全技能6核7低血量敌人8a时间
51	32635 62232	4	   	248.03	橙4易伤2时间1全技能	1策反2359易伤4全技能6核7敌人爆炸8a时间
52	32635 62232	5	   	248.03	橙4易伤2时间1全技能	1策反2359易伤4全技能6核7敌人爆炸8a时间
53	32522 61123	9	 * 	247.96	橙3易伤3伤害1核弹1全技能	1a策反26a易伤3全技能4核弹58a伤害7核9立即金币a序列升级
54	22522 23235	8	   	247.93	橙4易伤2时间1全技能	1掉矿2467易伤3立即金币59时间8核a全技能
55	22422 23235	8	   	247.83	橙4易伤2时间1全技能	13掉矿2467易伤59时间8核a全技能
56	62251 33314	2	   	247.12	橙3易伤2攻速1等级1时间	17低血量敌人267易伤3最后敌人4时间57攻速7序列升级8雷电9核a等级
57	22522 23321	9	   	247.00	橙4易伤1时间1暴击1全技能	1掉矿2467易伤3立即金币5时间8暴击9全技能a核
58	24526 23321	9	   	247.00	橙4易伤1时间1暴击1全技能	1掉矿2时间3立即金币4567易伤8暴击9全技能a核
59	24426 23321	9	   	246.90	橙4易伤1时间1暴击1全技能	13掉矿2时间4567易伤8暴击9全技能a核
60	22422 23321	9	   	246.90	橙4易伤1时间1暴击1全技能	13掉矿2467易伤5时间8暴击9全技能a核
61	61263 31142	8	 * 	246.83	橙2易伤3时间3攻速1暴击	17低血量敌人27a攻速3矿等4敌人爆炸57a时间6核7a序列升级8暴击9a易伤
62	63513 33242	7	 * 	246.74	橙2易伤2伤害2时间2暴击	18低血量敌人2a敌人爆炸38伤害4掉矿5a时间6核78暴击8a序列升级9a易伤
63	61313 31142	8	   	246.73	橙2易伤3时间3攻速1暴击	17低血量敌人27a攻速3最后敌人4掉矿57a时间6核7a序列升级8暴击9a易伤
64	61313 31162	9	   	246.73	橙2易伤3时间3攻速1暴击	17低血量敌人27a攻速3最后敌人4掉矿57a时间6核7a序列升级8暴击9a易伤
65	24132 53251	6	   	246.68	橙4易伤2时间	1a掉矿2a时间3雷电47最后敌人568a易伤9核a序列升级
66	22522 23233	8	   	246.58	橙4易伤2时间	1掉矿2467易伤3立即金币59时间8核a雷电
67	24132 52251	7	   	246.58	橙4易伤2时间	17a掉矿2a时间3雷电4最后敌人568a易伤9核a序列升级
68	24526 23233	8	   	246.58	橙4易伤2时间	1掉矿29时间3立即金币4567易伤8核a雷电
69	34113 13614	9	 * 	246.54	橙2易伤2伤害2时间3雷电	17策反27时间346雷电57伤害7序列升级8a易伤9核
70	24426 23233	8	   	246.48	橙4易伤2时间	13掉矿29时间4567易伤8核a雷电
71	22422 23233	8	   	246.48	橙4易伤2时间	13掉矿2467易伤59时间8核a雷电
72	12542 61222	7	   	245.46	橙3易伤2时间1伤害1全技能	1金币生成269易伤3全技能4策反5伤害7核8a时间
73	32512 61232	7	   	245.46	橙3易伤2时间1伤害1全技能	1策反269易伤3全技能4矿等5伤害7核8a时间
74	34331 53221	5	   	245.41	橙3易伤3时间1等级	17策反267时间3最后敌人4低血量敌人567易伤67序列升级8核9赏金塔a等级
75	34335 53221	4	   	245.41	橙3易伤3时间1等级	17策反267时间3最后敌人4低血量敌人567易伤67序列升级8核9赏金塔a等级
76	32522 61232	7	   	245.36	橙3易伤2时间1伤害1核弹1全技能	1策反269易伤3全技能4核弹5伤害7核8a时间
77	22522 22532	7	   	245.11	橙3易伤3时间1等级	1掉矿246易伤3立即金币589时间7等级a核
78	22522 25532	6	   	245.11	橙3易伤3时间1等级	1掉矿246易伤3立即金币589时间7等级a核
79	22422 22532	7	   	245.01	橙3易伤3时间1等级	13掉矿246易伤589时间7等级a核
80	22422 25532	6	   	245.01	橙3易伤3时间1等级	13掉矿246易伤589时间7等级a核
81	23515 22421	4	   	244.89	橙4易伤2伤害	12掉矿3双倍物品4579易伤68伤害a核
82	23515 22421	5	   	244.89	橙4易伤2伤害	12掉矿3双倍物品4579易伤68伤害a核
83	62251 33316	2	   	244.52	橙3易伤2攻速1时间1暴击	17低血量敌人267易伤3最后敌人4时间57攻速7序列升级8雷电9核a暴击
84	32515 61231	3	   	244.45	橙4易伤1时间1攻速1全技能	1策反2459易伤3全技能6核7低血量敌人8时间a攻速
85	32515 62231	3	   	244.45	橙4易伤1时间1攻速1全技能	1策反2459易伤3全技能6核7敌人爆炸8时间a攻速
86	32635 61231	4	   	244.45	橙4易伤1时间1攻速1全技能	1策反2359易伤4全技能6核7低血量敌人8时间a攻速
87	32635 61231	5	   	244.45	橙4易伤1时间1攻速1全技能	1策反2359易伤4全技能6核7低血量敌人8时间a攻速
88	32635 62231	4	   	244.45	橙4易伤1时间1攻速1全技能	1策反2359易伤4全技能6核7敌人爆炸8时间a攻速
89	32635 62231	5	   	244.45	橙4易伤1时间1攻速1全技能	1策反2359易伤4全技能6核7敌人爆炸8时间a攻速
90	32634 11152	10	   	244.42	橙3易伤1伤害1等级1暴击1核弹1全技能	1策反239易伤4全技能5核弹6等级7核8伤害a暴击
91	14331 25331	2	   	244.41	橙2易伤3攻速2时间1等级	13a金币生成25时间45a攻速5a序列升级6等级7核8雷电9a易伤
92	34331 33312	5	   	244.30	橙3易伤2时间1伤害	17策反27时间3最后敌人4低血量敌人567易伤7序列升级8雷电9核a伤害
93	34335 33312	4	   	244.30	橙3易伤2时间1伤害	17策反27时间3最后敌人4低血量敌人567易伤7序列升级8雷电9核a伤害
94	62513 33211	6	   	244.20	橙3易伤2时间1伤害	18低血量敌人289易伤3伤害4掉矿58时间6核7立即金币8序列升级a雷电
95	62513 33241	6	   	244.20	橙3易伤2时间1伤害	18低血量敌人28a易伤3伤害4掉矿58时间6核7立即金币8序列升级9雷电
96	62513 34211	6	   	244.20	橙3易伤2时间1伤害	18低血量敌人289易伤3伤害4掉矿58时间6核7双倍矿8序列升级a雷电
97	62513 31211	6	   	244.10	橙3易伤2时间1伤害	18低血量敌人289易伤3伤害47掉矿58时间6核8序列升级a雷电
98	62513 31241	6	   	244.10	橙3易伤2时间1伤害	18低血量敌人28a易伤3伤害47掉矿58时间6核8序列升级9雷电
99	62513 33211	7	   	244.10	橙3易伤2时间1伤害	18低血量敌人289易伤3伤害47掉矿58时间6核8序列升级a雷电
100	62513 33241	7	   	244.10	橙3易伤2时间1伤害	18低血量敌人28a易伤3伤害47掉矿58时间6核8序列升级9雷电
101	35313 31551	1	   	244.00	橙3易伤2时间1伤害	1策反2伤害39时间4雷电58a易伤6挖尘7核
102	14631 22242	6	   	243.95	橙4易伤2暴击1时间	1a金币生成2时间358a易伤4低血量敌人6策反7a暴击9核a序列升级
103	34631 12242	5	   	243.95	橙4易伤2暴击1时间	1a策反2时间358a易伤4低血量敌人6金币生成7a暴击9核a序列升级
104	52523 32511	6	   	243.85	橙4易伤1伤害1时间	145敌人爆炸2789易伤3伤害6核a时间
105	24111 43251	7	   	243.81	橙3易伤3时间2雷电	1a掉矿27a时间34雷电5最后敌人68a易伤9核a序列升级
106	24131 43251	7	   	243.81	橙3易伤3时间2雷电	1a掉矿27a时间35雷电4最后敌人68a易伤9核a序列升级
107	12646 13312	10	   	243.79	橙2易伤3伤害1等级1时间	15金币生成28易伤3等级456伤害5序列升级7时间9掉矿a核
108	32643 11121	7	   	243.77	橙3易伤1等级1暴击1攻速1全技能	1策反23a易伤4攻速5全技能6等级7核8暴击9雷电
109	22522 23213	10	   	243.75	橙4易伤1伤害1时间	1掉矿2467易伤39立即金币5时间8核a伤害
110	22522 23262	9	   	243.75	橙4易伤1伤害1时间	1掉矿2467易伤3立即金币5时间8核9平台a伤害
111	24526 23213	10	   	243.75	橙4易伤1伤害1时间	1掉矿2时间39立即金币4567易伤8核a伤害
112	24426 23213	10	   	243.65	橙4易伤1伤害1时间	13掉矿2时间4567易伤8核9立即金币a伤害
113	22422 23213	10	   	243.65	橙4易伤1伤害1时间	13掉矿2467易伤5时间8核9立即金币a伤害
114	22422 23262	9	   	243.65	橙4易伤1伤害1时间	13掉矿2467易伤5时间8核9平台a伤害
115	22522 23215	7	   	243.65	橙4易伤1伤害1时间	1掉矿2467易伤3立即金币5时间8赏金邻近9伤害a核
116	22522 23335	9	   	243.65	橙4易伤2暴击1时间	1掉矿2467易伤3立即金币5时间89暴击a核
117	24426 23211	8	   	243.55	橙4易伤1伤害1时间	139掉矿2时间4567易伤8核a伤害
118	22422 23211	8	   	243.55	橙4易伤1伤害1时间	139掉矿2467易伤5时间8核a伤害
119	22422 23215	7	   	243.55	橙4易伤1伤害1时间	13掉矿2467易伤5时间8赏金邻近9伤害a核
120	22422 23335	9	   	243.55	橙4易伤2暴击1时间	13掉矿2467易伤5时间89暴击a核
121	32632 22642	10	   	243.51	橙4易伤1伤害1时间1全技能1卖塔	1策反237a易伤4全技能5卖塔6伤害8时间9核
122	24526 23222	9	   	243.33	橙5易伤1时间	1a掉矿2时间3立即金币4567a易伤8核9a最后敌人a序列升级
123	24526 23222	8	   	243.33	橙5易伤1时间	1a掉矿2时间3立即金币4567a易伤8核9a低血量敌人a序列升级
124	53323 32514	6	   	243.33	橙5易伤1等级	125敌人爆炸3等级4789a易伤6核
125	24426 23222	8	   	243.23	橙5易伤1时间	13a掉矿2时间4567a易伤8核9a低血量敌人a序列升级
126	24426 23222	9	   	243.23	橙5易伤1时间	13a掉矿2时间4567a易伤8核9a最后敌人a序列升级
127	22522 23266	10	   	243.23	橙5易伤1时间	1掉矿2467a易伤3立即金币5时间8核9平台
128	22422 23266	10	   	243.13	橙5易伤1时间	13掉矿2467a易伤5时间8核9平台
129	24426 23212	8	   	243.03	橙5易伤1时间	139掉矿2时间4567a易伤8核
130	22422 23212	8	   	243.03	橙5易伤1时间	139掉矿2467a易伤5时间8核
131	22522 23262	8	   	243.00	橙4易伤1时间1攻速	1掉矿2467易伤3立即金币5时间8核9攻速a雷电
132	33562 22112	8	   	242.91	橙3易伤3时间1暴击	18a策反2掉矿38a易伤4暴击59低血量敌人6核78a时间8a序列升级
133	33562 22112	9	   	242.91	橙3易伤3时间1暴击	18a策反2掉矿38a易伤4暴击5低血量敌人6核78a时间8a序列升级9立即金币
134	33562 22122	9	   	242.91	橙3易伤3时间1暴击	18a策反2掉矿38a易伤4暴击59低血量敌人6核78a时间8a序列升级
135	22422 23262	8	   	242.90	橙4易伤1时间1攻速	13掉矿2467易伤5时间8核9攻速a雷电
136	51641 11313	10	   	242.84	橙3易伤2时间1等级1攻速1卖塔	18敌人爆炸2攻速358易伤48时间6挖青7卖塔8序列升级9等级a核
137	51641 11313	9	   	242.84	橙3易伤2时间1等级1攻速1卖塔	18敌人爆炸2攻速358易伤48时间6挖青7卖塔8序列升级9等级a核
138	34331 53233	5	   	242.81	橙3易伤3时间1暴击	17策反267时间3最后敌人4低血量敌人567易伤67序列升级8核9加一a暴击
139	34335 53233	4	   	242.81	橙3易伤3时间1暴击	17策反267时间3最后敌人4低血量敌人567易伤67序列升级8核9加一a暴击
140	33562 22134	10	   	242.71	橙3易伤3时间1暴击	18策反2掉矿38a易伤4暴击5低血量敌人6核789时间8序列升级
141	33562 22532	9	   	242.71	橙3易伤3时间1暴击	1a策反2掉矿38a易伤4暴击5低血量敌人6核79a时间a序列升级
142	33562 22342	8	   	242.71	橙3易伤3时间1暴击	1a策反2掉矿39a易伤4暴击5低血量敌人6核78a时间a序列升级
143	32113 44141	6	 * 	242.61	橙3易伤2伤害3雷电	1a策反26a易伤348雷电5a伤害7额外掉落9核a序列升级
144	52541 11313	9	   	242.58	橙2易伤2伤害2时间1等级1卖塔	18敌人爆炸25易伤38伤害48时间6挖青7卖塔8序列升级9等级a核
145	62331 53241	5	   	242.52	橙3易伤2攻速1伤害1时间	1低血量敌人269易伤3基地爆炸4时间56攻速6序列升级7平台8伤害a核
146	62331 53241	4	   	242.52	橙3易伤2攻速1伤害1时间	1低血量敌人269易伤3基地爆炸4时间56攻速6序列升级7平台8伤害a核
147	12112 14625	4	   	242.46	橙4易伤1伤害2雷电	1金币生成2579易伤34雷电6立即金币8伤害a核
148	52311 51115	4	   	242.42	橙3易伤2攻速1伤害1时间	1敌人爆炸268易伤3基地爆炸4挖尘56攻速6序列升级7时间9伤害a核
149	52311 51115	5	   	242.42	橙3易伤2攻速1伤害1时间	1敌人爆炸268易伤3基地爆炸4挖尘56攻速6序列升级7时间9伤害a核
150	62513 31112	9	 * 	242.18	橙2易伤3时间2暴击1伤害	1低血量敌人2a易伤3伤害4掉矿59a时间6核7最后敌人8a暴击a序列升级
151	62513 35112	9	   	242.18	橙2易伤3时间2暴击1伤害	1低血量敌人2a易伤3伤害4掉矿59a时间6核7基地爆炸8a暴击a序列升级
152	62513 36112	9	   	242.18	橙2易伤3时间1伤害2暴击	1低血量敌人2a易伤3伤害4掉矿59a时间6核7敌人爆炸8a暴击a序列升级
153	12113 22315	5	   	241.91	橙3易伤1等级1时间2雷电1全技能	1金币生成28a易伤34雷电5全技能6核7时间9等级
154	12114 22315	4	   	241.91	橙3易伤1等级1时间2雷电1全技能	1金币生成28a易伤34雷电5全技能6核7时间9等级
155	32561 11152	10	   	241.88	橙3易伤1伤害1等级1攻速1全技能	15策反29a易伤3全技能4攻速6等级7核8伤害
156	32643 11125	10	   	241.88	橙3易伤1伤害1等级1攻速1全技能	1策反23a易伤4攻速5全技能6等级7核8伤害9金币生成
157	32643 11153	9	   	241.88	橙3易伤1伤害1等级1攻速1全技能	1策反239易伤4攻速5全技能6等级7核8伤害a敌人爆炸
158	32643 11153	10	   	241.88	橙3易伤1伤害1等级1攻速1全技能	1策反239易伤4攻速5全技能6等级7核8伤害a金币生成
159	32643 11351	10	   	241.88	橙3易伤1伤害1等级1攻速1全技能	1策反239易伤4攻速5全技能6等级7核8金币生成a伤害
160	12542 61221	7	   	241.88	橙3易伤1伤害1时间1攻速1全技能	1金币生成269易伤3全技能4策反5伤害7核8时间a攻速
161	32512 61231	7	   	241.88	橙3易伤1伤害1时间1攻速1全技能	1策反269易伤3全技能4矿等5伤害7核8时间a攻速
162	61363 12622	1	   	241.85	橙4易伤1暴击1攻速1全技能	1低血量敌人2额外掉落3暴击459a易伤6全技能7核8攻速
163	22113 22315	5	   	241.81	橙3易伤1时间1等级2雷电1全技能	1掉矿28a易伤34雷电5全技能6核7时间9等级
164	22114 22315	4	   	241.81	橙3易伤1时间1等级2雷电1全技能	1掉矿28a易伤34雷电5全技能6核7时间9等级
165	32522 61231	7	   	241.78	橙3易伤1伤害1时间1攻速1核弹1全技能	1策反269易伤3全技能4核弹5伤害7核8时间a攻速
166	32643 11151	9	   	241.78	橙3易伤1伤害1等级1攻速1全技能	1策反239易伤4攻速5全技能6等级7核8伤害a挖青
167	32643 11151	10	   	241.78	橙3易伤1伤害1等级1攻速1核弹1全技能	1策反239易伤4攻速5全技能6等级7核8伤害a核弹
168	12113 34244	6	   	241.61	橙2易伤2伤害3雷电1时间1全技能	19金币生成29易伤347雷电5全技能69伤害8核9序列升级a时间
169	52523 33125	7	 * 	241.61	橙2易伤2伤害2攻速1时间	145敌人爆炸2a易伤3a伤害6核7雷电8时间9a攻速a序列升级
170	52523 33325	8	   	241.61	橙2易伤2伤害2攻速1时间	145敌人爆炸2a易伤3a伤害6核7雷电8时间9a攻速a序列升级
171	32525 61232	7	   	241.54	橙3易伤2时间1等级1核弹1全技能	1策反269易伤3全技能4核弹5等级7核8a时间
172	32634 11232	7	   	241.54	橙3易伤2时间1等级1核弹1全技能	1策反239易伤4全技能5核弹6等级7核8a时间
173	34632 23242	4	 * 	241.27	橙3易伤2等级2暴击1时间	1a策反2时间38a易伤4低血量敌人56暴击7a等级9核a序列升级
174	32113 12414	7	   	241.07	橙3易伤3雷电1伤害1时间	1策反29a易伤346雷电5伤害7时间8核
175	32113 13314	7	   	241.07	橙3易伤3雷电1伤害1时间	1策反29a易伤346雷电5伤害7核8时间
176	32632 22542	10	   	240.91	橙4易伤1伤害1暴击1全技能1卖塔	1策反2379易伤4全技能5卖塔6伤害8暴击a核
177	32632 22543	9	   	240.91	橙4易伤1伤害1暴击1全技能1卖塔	1策反2379易伤4全技能5卖塔6伤害8暴击a核
178	32632 22553	8	   	240.91	橙4易伤1伤害1暴击1全技能1卖塔	1策反2379易伤4全技能5卖塔6伤害8暴击a核
179	12661 21141	6	   	240.71	橙3易伤1等级1时间1暴击1全技能	1金币生成289易伤3等级4暴击5基地爆炸6核7时间a全技能
180	12662 21141	6	   	240.71	橙3易伤1等级1时间1暴击1全技能	1金币生成289易伤3等级4暴击5低血量敌人6核7时间a全技能
181	12662 22141	7	   	240.71	橙3易伤1等级1时间1暴击1全技能	1金币生成289易伤3等级4暴击5低血量敌人6核7时间a全技能
182	34631 33241	6	   	240.71	橙3易伤1等级1时间1暴击1全技能	1策反2时间358易伤4低血量敌人6暴击7等级9核a全技能
183	22661 21141	6	   	240.61	橙3易伤1等级1时间1暴击1全技能	1掉矿289易伤3等级4暴击5基地爆炸6核7时间a全技能
184	22662 21141	6	   	240.61	橙3易伤1时间1等级1暴击1全技能	1掉矿289易伤3等级4暴击5低血量敌人6核7时间a全技能
185	22662 22141	7	   	240.61	橙3易伤1时间1等级1暴击1全技能	1掉矿289易伤3等级4暴击5低血量敌人6核7时间a全技能
186	32352 35315	8	   	240.52	橙3易伤2伤害1全技能	1策反29a易伤3低血量敌人4全技能5雷电68伤害7核
187	34331 33314	5	   	240.49	橙3易伤2时间1等级	17策反27时间3最后敌人4低血量敌人567易伤7序列升级8雷电9核a等级
188	34335 33314	4	   	240.49	橙3易伤2时间1等级	17策反27时间3最后敌人4低血量敌人567易伤7序列升级8雷电9核a等级
189	52334 22314	7	   	240.39	橙3易伤2时间1等级1核弹	18敌人爆炸268易伤3基地爆炸4雷电58时间7核弹8序列升级9核a等级
190	12322 66135	2	   	240.39	橙3易伤2时间1暴击1攻速	13金币生成29a易伤4暴击5攻速6核78时间
191	22522 21261	8	   	240.29	橙3易伤2时间1暴击1攻速	1掉矿246易伤3立即金币57时间8核9攻速a暴击
192	34331 53261	5	   	240.26	橙3易伤3时间1攻速	17策反267时间3最后敌人4低血量敌人567易伤67序列升级8核9矿等a攻速
193	12113 22345	5	   	240.25	橙3易伤2时间2雷电1全技能	1金币生成289易伤34雷电5全技能6核7a时间
194	12114 22345	4	   	240.25	橙3易伤2时间2雷电1全技能	1金币生成289易伤34雷电5全技能6核7a时间
195	22422 21261	8	   	240.19	橙3易伤2时间1暴击1攻速	13掉矿246易伤57时间8核9攻速a暴击
196	34331 53251	5	   	240.16	橙3易伤3时间1攻速	17策反267时间3最后敌人4低血量敌人567易伤67序列升级8核9掉矿a攻速
197	22516 21362	7	 * 	240.15	紫4易伤2伤害1时间1攻速	1a掉矿256a易伤3立即金币4核7时间8攻速9a伤害a序列升级
198	22516 23362	6	   	240.15	紫4易伤2伤害1时间1攻速	1a掉矿256a易伤3立即金币4核7时间8攻速9a伤害a序列升级
199	32525 61323	4	   	240.08	橙3易伤2伤害2全技能1核弹	17a策反25a易伤38全技能4核弹6核9a伤害a序列升级
200	32634 61323	5	   	240.08	橙3易伤2伤害2全技能1核弹	17a策反23a易伤48全技能5核弹6核9a伤害a序列升级
201	52523 32216	8	   	240.05	橙2易伤2时间1伤害2暴击1攻速	145敌人爆炸29易伤3伤害6核79时间89暴击9序列升级a攻速
202	22416 21362	7	   	240.05	紫4易伤2伤害1时间1攻速	13a掉矿256a易伤4核7时间8攻速9a伤害a序列升级
203	22416 23362	6	   	240.05	紫4易伤2伤害1时间1攻速	13a掉矿256a易伤4核7时间8攻速9a伤害a序列升级
204	53323 22512	5	   	240.04	橙4易伤1等级1时间	125敌人爆炸3等级4789易伤6时间a核
205	53323 32511	6	   	240.04	橙4易伤1等级1时间	125敌人爆炸3等级4789易伤6核a时间
206	53323 42511	5	   	240.04	橙4易伤1等级1时间	125敌人爆炸3等级4789易伤6核a时间
207	22522 11551	8	   	239.99	橙2易伤2时间1伤害1等级2雷电	1a掉矿24易伤3立即金币5a时间6伤害7等级8a雷电9核a序列升级
208	22522 11561	9	   	239.99	橙2易伤2时间1伤害1等级2雷电	1a掉矿24易伤3立即金币5a时间6伤害7等级8a雷电9核a序列升级
209	22522 11651	7	   	239.99	橙2易伤2时间1伤害1等级2雷电	1a掉矿24易伤3立即金币5a时间6伤害7等级8a雷电9核a序列升级
210	22522 23225	10	   	239.94	橙4易伤1等级1时间	1掉矿2467易伤3立即金币5时间8核9最后敌人a等级
211	22522 23245	10	   	239.94	橙4易伤1时间1等级	1掉矿2467易伤3立即金币5时间8核9低血量敌人a等级
212	22522 23255	10	   	239.94	橙4易伤1等级1时间	1掉矿2467易伤3立即金币5时间8核9敌人爆炸a等级
213	22422 11551	8	   	239.89	橙2易伤2时间1伤害1等级2雷电	13a掉矿24易伤5a时间6伤害7等级8a雷电9核a序列升级
214	22422 11561	9	   	239.89	橙2易伤2时间1伤害1等级2雷电	13a掉矿24易伤5a时间6伤害7等级8a雷电9核a序列升级
215	22422 11651	7	   	239.89	橙2易伤2时间1伤害1等级2雷电	13a掉矿24易伤5a时间6伤害7等级8a雷电9核a序列升级
216	22422 23225	10	   	239.84	橙4易伤1等级1时间	13掉矿2467易伤5时间8核9最后敌人a等级
217	22422 23245	10	   	239.84	橙4易伤1时间1等级	13掉矿2467易伤5时间8核9低血量敌人a等级
218	22422 23255	10	   	239.84	橙4易伤1时间1等级	13掉矿2467易伤5时间8核9敌人爆炸a等级
