0	Index      	Bounty	 *	Score 	Summary	Detail	
1	12452 32352	3	 * 	310.99	橙5易伤3伤害3时间	1678a易伤2敌人爆炸347伤害567时间67序列升级9核
25	13143 13221	9	   	291.97	橙5易伤3时间2等级	1245a易伤35a时间5a序列升级6核7金币生成8敌人爆炸9a等级
26	16143 13121	9	   	291.97	橙5易伤3时间2等级	1245a易伤25a序列升级35a时间6核7金币生成8基地爆炸9a等级
27	16143 13221	9	   	291.97	橙5易伤3时间2等级	1245a易伤25a序列升级35a时间6核7金币生成8敌人爆炸9a等级
28	13143 12221	9	   	291.87	橙5易伤3时间2等级	1245a易伤35a时间5a序列升级6核7挖尘8金币生成9a等级
29	13143 12346	6	   	291.87	橙5易伤3时间2等级	1245a易伤35a时间5a序列升级6核7a等级8双倍矿9赏金塔
30	16143 12221	9	   	291.87	橙5易伤3时间2等级	1245a易伤25a序列升级35a时间6核7挖尘8金币生成9a等级
31	13143 12621	9	   	291.77	橙5易伤3时间2等级	1245a易伤35a时间5a序列升级6核7挖尘8掉矿9a等级
32	16143 12621	9	   	291.77	橙5易伤3时间2等级	1245a易伤25a序列升级35a时间6核7挖尘8掉矿9a等级
33	13143 15363	9	   	291.57	橙5易伤2伤害2时间	12459易伤35时间5序列升级6核7a伤害8全技能
34	13141 11622	6	   	290.32	橙5易伤2伤害2时间	1245a易伤3a时间6核7雷电8基地爆炸9a伤害a序列升级
35	16141 11622	6	   	290.32	橙5易伤2伤害2时间	1245a易伤2a序列升级3a时间6核7雷电8基地爆炸9a伤害
36	11443 11125	6	   	290.10	橙5易伤3伤害2雷电	1458a易伤258伤害3随机矿58序列升级6核78雷电9攻速
37	13143 13144	6	 * 	289.77	橙4易伤2伤害2时间1等级	1245易伤35时间5序列升级6核7敌人爆炸89伤害a等级
38	13143 12144	7	   	289.67	橙4易伤2伤害2时间1等级	1245易伤35时间5序列升级6核7挖尘89伤害a等级
39	11443 11131	6	   	289.65	橙4易伤3伤害1等级2雷电	1458易伤258伤害3随机矿58序列升级6核78雷电9等级a敌人爆炸
40	11443 11132	6	   	289.65	橙4易伤3伤害1等级2雷电	1458易伤258伤害3随机矿58序列升级6核78雷电9等级a最后敌人
41	11443 11134	6	   	289.65	橙4易伤3伤害1等级2雷电	1458易伤258伤害3随机矿58序列升级6核78雷电9等级a金币生成
42	11443 11136	6	   	289.65	橙4易伤3伤害1等级2雷电	1458易伤258伤害3a随机矿58序列升级6核78雷电9等级
43	11553 81434	10	 * 	289.19	橙3易伤3时间2伤害3攻速	19a易伤2a伤害39a时间489攻速5加一6全技能7核9a序列升级
44	13141 11145	6	   	288.94	橙5易伤2时间1伤害2雷电	12458易伤38时间6核78雷电8序列升级9伤害a全技能
45	13143 11516	8	   	287.31	橙4易伤3时间1等级1暴击	1245易伤358时间5序列升级6核7攻速9等级a暴击
46	13143 11114	6	   	287.21	橙5易伤3时间3雷电	12458易伤358时间58序列升级6核78a雷电9全技能
47	13143 23154	7	   	287.08	橙5易伤2时间1等级	12458易伤35时间5序列升级6攻速7雷电9核a等级
48	11443 11163	6	   	287.00	橙5易伤3伤害3雷电	1458a易伤258伤害3随机矿58a序列升级6核78a雷电9a基地爆炸
49	16143 11141	6	   	285.95	橙5易伤3时间2雷电1暴击1卖塔	12458易伤258序列升级358时间6核78雷电9卖塔a暴击
50	13143 11535	8	   	285.86	橙5易伤3时间1伤害	1245a易伤358时间5序列升级6核7攻速9伤害
51	11151 12161	6	 * 	285.46	橙5易伤2伤害2等级	1359a易伤2a伤害4金币生成6核7矿等8a等级a序列升级
52	13443 12122	6	   	285.46	橙5易伤2伤害2等级	1245a易伤35低血量敌人5a序列升级6核7a等级8赏金塔9a伤害
53	13141 11134	6	   	285.42	橙5易伤2时间1等级2雷电	12458易伤38时间6核78雷电8序列升级9金币生成a等级
54	13141 11164	6	   	285.42	橙5易伤2时间1等级2雷电	12458易伤38时间6核78雷电8序列升级9矿等a等级
55	16141 11134	6	   	285.42	橙5易伤2时间1等级2雷电	12458易伤28序列升级38时间6核78雷电9金币生成a等级
56	13143 13354	10	   	285.41	橙4易伤3时间1等级1伤害	1245易伤358时间5序列升级6核7金币生成9伤害a等级
57	13143 15511	8	   	285.41	橙4易伤3时间1等级1伤害	1245易伤358时间5序列升级6核7伤害9等级a平台
58	13143 15512	8	   	285.41	橙4易伤3时间1等级1伤害	1245易伤358时间5序列升级6核7伤害9等级a基地爆炸
59	13143 15513	8	   	285.41	橙4易伤3时间1等级1伤害	1245易伤358时间5序列升级6核7伤害9等级a立即金币
60	11151 16161	7	   	285.36	橙5易伤2伤害2等级	1359a易伤2a伤害4金币生成6核7掉矿8a等级a序列升级
61	13441 12122	6	   	285.36	橙5易伤2伤害2等级	1245a易伤3低血量敌人6核7a等级8赏金塔9a伤害a序列升级
62	16441 12122	6	   	285.36	橙5易伤2伤害2等级	1245a易伤2a序列升级3低血量敌人6核7a等级8赏金塔9a伤害
63	13141 11114	6	   	285.32	橙5易伤2时间1等级2雷电	12458易伤38时间6核78雷电8序列升级9掉矿a等级
64	16141 11114	6	   	285.32	橙5易伤2时间1等级2雷电	12458易伤28序列升级38时间6核78雷电9掉矿a等级
65	13146 11622	6	   	285.20	橙4易伤3时间2伤害	124a易伤35a时间6核7雷电8基地爆炸9a伤害a序列升级
66	13112 34612	5	   	285.20	橙4易伤3时间2伤害	128a易伤39a时间4雷电5最后敌人6a伤害7核a序列升级
67	15341 11622	6	   	285.20	橙4易伤3时间2伤害	145a易伤23a时间6核7雷电8基地爆炸9a伤害a序列升级
68	16112 34612	5	   	285.20	橙4易伤3时间2伤害	128a易伤2a序列升级39a时间4雷电5最后敌人6a伤害7核
69	13143 13162	7	   	284.12	橙5易伤2时间1等级1暴击	12459易伤35时间5序列升级6核7金币生成8等级a暴击
70	16143 13162	7	   	284.12	橙5易伤2时间1等级1暴击	12459易伤25序列升级35时间6核7金币生成8等级a暴击
71	13143 12262	6	   	284.02	橙5易伤2时间1等级1暴击	12459易伤35时间5序列升级6核7等级8掉矿a暴击
72	13143 15135	6	   	284.02	橙5易伤2时间1等级1暴击	12457易伤35时间5序列升级6核8挖青9等级a暴击
73	16143 12262	6	   	284.02	橙5易伤2时间1等级1暴击	12459易伤25序列升级35时间6核7等级8掉矿a暴击
74	13143 12561	6	   	283.89	橙5易伤3时间1等级	1245a易伤35a时间5a序列升级6核7等级8最后敌人9a金币生成
75	13143 13141	7	   	283.89	橙5易伤3时间1等级	1245a易伤35a时间5a序列升级6核7金币生成8等级9a最后敌人
76	16143 13141	7	   	283.89	橙5易伤3时间1等级	1245a易伤25a序列升级35a时间6核7金币生成8等级9a最后敌人
77	13143 12241	6	   	283.79	橙5易伤3时间1等级	1245a易伤35a时间5a序列升级6核7等级8掉矿9a最后敌人
78	13143 12461	6	   	283.79	橙5易伤3时间1等级	1245a易伤35a时间5a序列升级6核7等级8挖尘9a金币生成
79	16143 12241	6	   	283.79	橙5易伤3时间1等级	1245a易伤25a序列升级35a时间6核7等级8掉矿9a最后敌人
80	11142 45221	5	   	283.76	橙3易伤2伤害1等级2暴击2攻速	13a易伤2a伤害49攻速5等级6全技能7a暴击8核a序列升级
81	13143 13315	8	   	283.69	橙5易伤3时间1等级	1245a易伤358时间5序列升级6核7金币生成9等级
82	16143 13315	8	   	283.69	橙5易伤3时间1等级	1245a易伤25序列升级358时间6核7金币生成9等级
83	13143 15215	6	   	283.59	橙5易伤3时间1等级	12457易伤359时间5序列升级6核8挖尘a等级
84	13143 12425	8	   	283.59	橙5易伤3时间1等级	12459易伤358时间5序列升级6核7挖尘a等级
85	11443 16132	6	   	283.44	橙3易伤3伤害1等级1时间1暴击	145易伤258伤害3随机矿5序列升级6核7时间9暴击a等级
86	11441 13341	9	   	283.37	橙4易伤2伤害2等级1时间	145a易伤2a伤害3随机矿6核7金币生成8时间9a等级a序列升级
87	11153 12161	6	   	282.87	橙4易伤3伤害2等级	139a易伤25a伤害45金币生成5a序列升级6核7矿等8a等级
88	11443 13141	9	   	282.87	橙4易伤3伤害2等级	145a易伤25a伤害3随机矿5a序列升级6核7金币生成8基地爆炸9a等级
89	11443 13241	9	   	282.87	橙4易伤3伤害2等级	145a易伤25a伤害3随机矿5a序列升级6核7金币生成8敌人爆炸9a等级
90	11153 16161	7	   	282.77	橙4易伤3伤害2等级	139a易伤25a伤害45金币生成5a序列升级6核7掉矿8a等级
91	11151 15351	8	   	282.67	橙4易伤3伤害2等级	135a易伤27a伤害4金币生成6核8掉矿9a等级a序列升级
92	11443 12341	9	   	282.67	橙4易伤3伤害2等级	145a易伤25a伤害3随机矿5a序列升级6核7挖尘8掉矿9a等级
93	13143 11363	9	   	282.29	橙5易伤2时间1伤害	12459易伤35时间5序列升级6核7攻速8全技能a伤害
94	13143 15361	10	   	282.29	橙5易伤2时间1伤害	12459易伤35时间5序列升级6核7伤害8全技能a雷电
95	16143 11363	9	   	282.29	橙5易伤2时间1伤害	12459易伤25序列升级35时间6核7攻速8全技能a伤害
96	13143 11113	6	   	282.21	橙5易伤3时间2雷电	12458易伤358时间58序列升级6核78雷电9全技能a敌人爆炸
97	13143 11115	6	   	282.21	橙5易伤3时间2雷电	12458易伤358时间58序列升级6核78雷电9全技能a矿等
98	13143 11111	6	   	282.11	橙5易伤3时间2雷电	12458易伤358时间58序列升级6核78雷电9全技能a挖尘
99	11123 21451	5	   	282.01	橙5易伤2伤害2时间	1358a易伤28伤害4立即金币6平台78时间8序列升级9核
100	11123 41451	7	   	282.01	橙5易伤2伤害2时间	1358a易伤28伤害4立即金币6平台78时间8序列升级9核
101	11123 41451	6	   	282.01	橙5易伤2伤害2时间	1358a易伤28伤害4立即金币6平台78时间8序列升级9核
102	11151 16336	9	   	281.91	橙5易伤2伤害2时间	1359a易伤2a伤害4金币生成6核7掉矿8a时间a序列升级
103	13143 15315	10	   	281.85	橙4易伤2时间1等级1伤害	1245易伤35时间5序列升级6核7伤害8全技能9最后敌人a等级
104	13143 15352	10	   	281.85	橙4易伤2时间1等级1伤害	1245易伤35时间5序列升级6核7伤害8全技能9立即金币a等级
105	13341 15341	9	   	281.83	橙4易伤2等级1伤害2攻速1时间	125a易伤3掉矿4a攻速6核7伤害8时间9a等级a序列升级
106	13143 15122	7	   	281.81	橙5易伤2伤害2时间	1245a易伤35时间5a序列升级6核7a伤害8赏金塔9a掉矿
107	13143 15212	7	   	281.81	橙5易伤2伤害2时间	1245a易伤35时间5a序列升级6核7a伤害8a掉矿9赏金塔
108	16143 15122	7	   	281.81	橙5易伤2伤害2时间	1245a易伤25a序列升级35时间6核7a伤害8赏金塔9a掉矿
109	16143 15212	7	   	281.81	橙5易伤2伤害2时间	1245a易伤25a序列升级35时间6核7a伤害8a掉矿9赏金塔
110	11443 11115	6	   	281.79	橙5易伤3伤害2雷电	1458a易伤258伤害3随机矿58序列升级6核78雷电9策反
111	11443 11153	6	   	281.79	橙5易伤3伤害2雷电	1458a易伤258伤害3随机矿58序列升级6核78雷电9敌人爆炸
112	11443 11141	6	   	281.69	橙5易伤3伤害2雷电	1458a易伤258伤害3随机矿58序列升级6核78雷电9赏金邻近
113	13143 11524	10	   	281.50	橙4易伤3时间1等级2攻速	1245易伤358时间5序列升级6核79攻速a等级
114	13143 33354	10	   	281.50	橙4易伤3时间1等级2攻速	1245易伤356时间5序列升级78攻速9核a等级
115	16153 32233	3	 * 	281.38	橙4易伤1等级3攻速1伤害1时间	1267易伤267序列升级3时间47敌人爆炸567攻速8等级9伤害a核
116	12266 32352	2	 * 	281.27	橙5易伤3时间3攻速	1678a易伤2敌人爆炸357时间467攻速67序列升级9核
117	12363 32352	4	   	281.27	橙5易伤3时间3攻速	1678a易伤2敌人爆炸347时间567攻速67序列升级9核
118	12366 32352	3	   	281.27	橙5易伤3时间3攻速	1678a易伤2敌人爆炸357时间467攻速67序列升级9核
119	13143 11536	8	   	281.17	橙4易伤3时间1伤害1暴击	1245易伤358时间5序列升级6核7攻速9伤害a暴击
120	54342 12352	10	   	281.16	橙3易伤3伤害3时间	1额外掉落259伤害3加一459易伤59序列升级6核789时间a全技能
121	11163 41111	1	 * 	281.05	橙5易伤3等级3攻速	1589a易伤2掉矿389攻速4全技能689等级7核89序列升级
122	13342 41111	5	   	281.05	橙5易伤3等级3攻速	1289a易伤3掉矿489攻速589等级6全技能7核89序列升级
