0	Code 	Date      	Index      	 *	Score 	Summary	Detail	Bounty	
20	ZVFFG	4794_08_08	35222 33141	   	376.48	DCR|5VULN|3DMG|2TLV|3DUR|2CDMG	1378aVULN|278DUR|4aCDMG|5aTLV|678DMG|78aBPWR|9RCR	7
21	4O8D3	15630_05_15	41113 31542	   	376.48	DCR|5VULN|3DMG|2TLV|3DUR|2CDMG	189DUR|289DMG|3aCDMG|4aTLV|5789aVULN|6RCR|89aBPWR	2
22	4O8D3	15630_05_15	41213 31542	   	376.48	DCR|5VULN|3DMG|2TLV|3DUR|2CDMG	189DUR|289DMG|3aCDMG|4aTLV|5789aVULN|6RCR|89aBPWR	3
23	ELP7M	44117_06_12	52523 23631	   	376.48	DCR|5VULN|3DMG|2TLV|3DUR|2CDMG	1589aVULN|289DMG|3aCDMG|4aTLV|689DUR|7RCR|89aBPWR	3
24	ES3PB	44685_04_28	12146 23322	   	376.48	DCR|5VULN|3DMG|2TLV|3DUR|2CDMG	1489aVULN|289DMG|3aCDMG|5aTLV|6RCR|789DUR|89aBPWR	10
25	OKFPQ	72710_04_27	56122 26311	   	376.48	DCR|5VULN|3DMG|2TLV|3DUR|2CDMG	178DMG|2aTLV|378DUR|4578aVULN|6RCR|78aBPWR|9aCDMG	10
26	2B2FG	8705_08_25	52121 55332	   	372.66	DCR|5VULN|3DMG|2TLV|3DUR|2ASPD	179DMG|2479aVULN|3aASPD|5aTLV|679DUR|79aBPWR|8RCR	3
27	Z7NT7	2665_01_20	31232 33661	   	372.66	DCR|5VULN|3DMG|2TLV|3DUR|2ASPD	178DMG|278DUR|39TLV|49ASPD|5789aVULN|6RCR|789BPWR	9
28	33KCE	10909_01_08	62342 61313	   	372.66	DCR|5VULN|3DMG|2TLV|3DUR|2ASPD	16789VULN|278DMG|39TLV|49ASPD|578DUR|789BPWR|aRCR	10
29	811J3	25031_06_04	12253 32261	   	372.66	DCR|5VULN|3DMG|2TLV|3DUR|2ASPD	178DMG|2678aVULN|3aTLV|4aASPD|578DUR|78aBPWR|9RCR	1
30	9G88F	29266_10_03	15135 34131	   	372.66	DCR|5VULN|3DMG|2TLV|3DUR|2ASPD	1378aVULN|278DMG|4aASPD|5aTLV|678DUR|78aBPWR|9RCR	7
31	B44M8	33921_12_20	53432 32333	   	372.66	DCR|5VULN|3DMG|2TLV|3DUR|2ASPD	178DMG|2478aVULN|3aTLV|5aASPD|678DUR|78aBPWR|9RCR	8
32	B44M8	33921_12_20	53462 12333	   	372.66	DCR|5VULN|3DMG|2TLV|3DUR|2ASPD	178DMG|2678aVULN|3aTLV|4aASPD|578DUR|78aBPWR|9RCR	8
33	B44M8	33921_12_20	53513 32333	   	372.66	DCR|5VULN|3DMG|2TLV|3DUR|2ASPD	178DMG|2378aVULN|4aASPD|5aTLV|678DUR|78aBPWR|9RCR	8
34	BF6OO	34914_09_01	34212 34243	   	372.66	DCR|5VULN|3DMG|2TLV|3DUR|2ASPD	178DUR|24789VULN|39ASPD|59TLV|678DMG|789BPWR|aRCR	3
35	FTD9H	47672_08_04	31541 13362	   	372.66	DCR|5VULN|3DMG|2TLV|3DUR|2ASPD	1578aVULN|2aTLV|378DUR|478DMG|6RCR|78aBPWR|9aASPD	5
36	G1QVO	48069_11_06	24251 24233	   	372.66	DCR|5VULN|3DMG|2TLV|3DUR|2ASPD	179DUR|2789aVULN|3aASPD|4aTLV|579DMG|6RCR|79aBPWR	5
37	L8RK8	63054_03_05	25423 26323	   	372.66	DCR|5VULN|3DMG|2TLV|3DUR|2ASPD	14789VULN|278DMG|39TLV|59ASPD|678DUR|789BPWR|aRCR	4
38	4TPTN	16128_01_25	62341 11521	   	372.66	DCR|5VULN|3DMG|2TLV|3DUR|2ASPD	189DMG|2489aVULN|3aASPD|5aTLV|6RCR|789DUR|89aBPWR	9
39	7BUHN	23138_11_11	33562 11243	   	372.66	DCR|5VULN|3DMG|2TLV|3DUR|2ASPD	1279aVULN|379DUR|4aASPD|5aTLV|679DMG|79aBPWR|8RCR	1
40	QLNNL	78564_01_30	22366 31311	   	372.66	DCR|5VULN|3DMG|2TLV|3DUR|2ASPD	1689aVULN|289DUR|3aTLV|4aASPD|589DMG|7RCR|89aBPWR	1
41	QLNNL	78564_01_30	23366 31311	   	372.66	DCR|5VULN|3DMG|2TLV|3DUR|2ASPD	1689aVULN|289DUR|3aTLV|4aASPD|589DMG|7RCR|89aBPWR	2
42	R9ERH	80333_07_03	31123 23613	   	372.66	DCR|5VULN|3DMG|2TLV|3DUR|2ASPD	1489aVULN|289DUR|3aTLV|5aASPD|6RCR|789DMG|89aBPWR	8
43	ZIJEM	3639_06_10	33633 53262	   	371.37	DCR|5VULN|3DMG|2TLV|3DUR|2LIT	178DMG|25789VULN|39TLV|49LIT|678DUR|789BPWR|aRCR	8
44	FRJ4C	47509_07_14	32345 13361	   	371.37	DCR|5VULN|3DMG|2TLV|3DUR|2LIT	179DMG|2379aVULN|4aTLV|5aLIT|679DUR|79aBPWR|8RCR	10
45	VKMML	92825_12_28	36214 12413	   	371.37	DCR|5VULN|3DMG|2TLV|3DUR|2LIT	178DMG|278DUR|39LIT|49TLV|56789VULN|789BPWR|aRCR	4
46	Z91T8	2782_10_23	34242 22323	   	371.37	DCR|5VULN|3DMG|2TLV|3DUR|2LIT	1278aVULN|378DMG|4aTLV|5aLIT|678DUR|78aBPWR|9RCR	7
47	3I4G4	12210_03_23	51336 12324	   	371.37	DCR|5VULN|3DMG|2TLV|3DUR|2LIT	1579aVULN|29aDUR|37TLV|47LIT|6RCR|79aBPWR|89aDMG	8
48	9PONE	30120_05_14	52314 36321	   	371.37	DCR|5VULN|3DMG|2TLV|3DUR|2LIT	178DMG|278DUR|3aTLV|4aLIT|5789aVULN|6RCR|78aBPWR	3
49	9PONE	30120_05_14	52314 36321	   	371.37	DCR|5VULN|3DMG|2TLV|3DUR|2LIT	178DMG|278DUR|3aTLV|4aLIT|5789aVULN|6RCR|78aBPWR	4
50	ARM8V	33163_10_30	32133 24535	   	371.37	DCR|5VULN|3DMG|2TLV|3DUR|2LIT	189DUR|2389aVULN|4aTLV|5aLIT|689DMG|7RCR|89aBPWR	8
51	BB2AE	34543_05_03	24141 13241	   	371.37	DCR|5VULN|3DMG|2TLV|3DUR|2LIT	178DUR|278DMG|3aLIT|4aTLV|5789aVULN|6RCR|78aBPWR	6
52	BVJ1E	36384_07_10	33533 36133	   	371.37	DCR|5VULN|3DMG|2TLV|3DUR|2LIT	178DMG|278DUR|3aLIT|4aTLV|5678aVULN|78aBPWR|9RCR	8
53	FOTPL	47270_04_14	24223 32432	   	371.37	DCR|5VULN|3DMG|2TLV|3DUR|2LIT	178DUR|2478aVULN|3aLIT|5aTLV|678DMG|78aBPWR|9RCR	4
54	G823S	48628_02_18	32523 16351	   	371.37	DCR|5VULN|3DMG|2TLV|3DUR|2LIT	1278aVULN|378DMG|4aTLV|5aLIT|678DUR|78aBPWR|9RCR	7
55	HU3Q8	53477_07_18	16133 33524	   	371.37	DCR|5VULN|3DMG|2TLV|3DUR|2LIT	178DMG|2678aVULN|3aTLV|4aLIT|578DUR|78aBPWR|9RCR	7
56	K2GG6	59613_10_12	14221 63226	   	371.37	DCR|5VULN|3DMG|2TLV|3DUR|2LIT	1789aVULN|279DMG|3aLIT|4aTLV|579DUR|6RCR|79aBPWR	9
57	LO1VB	64417_09_14	24353 22523	   	371.37	DCR|5VULN|3DMG|2TLV|3DUR|2LIT	1489aVULN|289DMG|3aTLV|5aLIT|689DUR|7RCR|89aBPWR	7
58	MBPVZ	66189_07_23	33226 21351	   	371.37	DCR|5VULN|3DMG|2TLV|3DUR|2LIT	178DUR|2aTLV|3478aVULN|578DMG|6RCR|78aBPWR|9aLIT	8
59	N2J41	68233_11_02	12516 23225	   	371.37	DCR|5VULN|3DMG|2TLV|3DUR|2LIT	179DUR|279DMG|3aTLV|4aLIT|5679aVULN|79aBPWR|8RCR	7
60	PZ3VH	73753_10_06	56321 31211	   	371.37	DCR|5VULN|3DMG|2TLV|3DUR|2LIT	1579aVULN|29aDUR|37TLV|47LIT|6RCR|79aBPWR|89aDMG	10
61	R8NRP	80269_01_15	21411 32542	   	371.37	DCR|5VULN|3DMG|2TLV|3DUR|2LIT	1389aVULN|289DMG|4aTLV|5aLIT|6RCR|789DUR|89aBPWR	10
62	TK4T3	87034_04_14	31123 61621	   	371.37	DCR|5VULN|3DMG|2TLV|3DUR|2LIT	1578aVULN|2aTLV|378DUR|478DMG|6RCR|78aBPWR|9aLIT	4
63	TK4T3	87034_04_14	31413 61621	   	371.37	DCR|5VULN|3DMG|2TLV|3DUR|2LIT	1578aVULN|2aTLV|378DMG|478DUR|6RCR|78aBPWR|9aLIT	4
64	6VULC	22062_08_04	12232 12624	   	371.37	DCR|5VULN|3DMG|2TLV|3DUR|2LIT	1279aVULN|379DUR|4aLIT|5aTLV|679DMG|79aBPWR|8RCR	9
65	GEVO6	49249_07_05	24234 13336	   	371.37	DCR|5VULN|3DMG|2TLV|3DUR|2LIT	12789VULN|378DUR|49TLV|59LIT|678DMG|789BPWR|aRCR	1
66	S2VUT	82624_05_09	11236 36226	   	371.37	DCR|5VULN|3DMG|2TLV|3DUR|2LIT	178DUR|25789VULN|39LIT|49TLV|678DMG|789BPWR|aRCR	2
67	2AG79	8654_06_18	43251 61321	   	371.37	DCR|5VULN|3DMG|2TLV|3DUR|2LIT	178DUR|2aTLV|3578aVULN|478DMG|6RCR|78aBPWR|9aLIT	1
68	19Z3Q	5648_09_05	21132 36355	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	17aDMG|2478aVULN|34TLV|47aBPWR|5CDMG|67aDUR|9RCR	9
69	2EZSE	8970_04_27	11433 22136	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	179DMG|23579VULN|457DUR|579BPWR|6RCR|89TLV|aCDMG	2
70	2EZSE	8970_04_27	11433 22136	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	179DMG|23579VULN|457DUR|579BPWR|6RCR|89TLV|aCDMG	3
71	2EZSE	8970_04_27	11443 22136	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	179DMG|23579VULN|457DUR|579BPWR|6RCR|89TLV|aCDMG	4
72	2VP7U	10563_10_13	12611 45212	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	168DMG|29TLV|389DUR|45689VULN|689BPWR|7RCR|aCDMG	5
73	4GE9R	14929_03_07	13623 23422	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	1578aVULN|28aDUR|3CDMG|45TLV|58aBPWR|68aDMG|9RCR	2
74	D8Q8S	40083_02_22	52323 15253	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	18aDMG|2358aVULN|45TLV|58aBPWR|6CDMG|78aDUR|9RCR	3
75	HA876	51695_07_30	16123 61421	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	179DMG|24TLV|34579VULN|479BPWR|679DUR|8RCR|aCDMG	5
76	I934Q	54462_07_16	31414 33132	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	17aDUR|267DMG|3CDMG|4aTLV|5679aVULN|67aBPWR|8RCR	8
77	3LBIS	12499_03_27	42521 13162	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	15689VULN|29TLV|389DMG|458DUR|589BPWR|7RCR|aCDMG	10
78	5IPRK	18011_11_30	12321 41662	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	13789VULN|238DMG|389BPWR|4CDMG|59TLV|689DUR|aRCR	2
79	6T65V	21814_07_11	61412 11362	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	13678VULN|23TLV|378BPWR|478DMG|578DUR|9RCR|aCDMG	4
80	6T65V	21814_07_11	61433 11362	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	13578VULN|23TLV|378BPWR|478DUR|678DMG|9RCR|aCDMG	5
81	7QJMA	24454_02_27	34431 26132	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	13478VULN|23TLV|378BPWR|578DUR|678DMG|9CDMG|aRCR	9
82	8HGKM	26509_01_25	52154 22112	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	13478VULN|23TLV|378BPWR|578DMG|678DUR|9RCR|aCDMG	5
83	B524C	34004_07_05	12122 42223	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	1578aVULN|278DUR|3CDMG|45TLV|578BPWR|678DMG|9RCR	6
84	B5279	34004_10_06	12331 36316	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	178DUR|24789VULN|34TLV|478BPWR|5CDMG|678DMG|aRCR	6
85	C7FEL	37092_03_11	12225 45223	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	1578aVULN|278DMG|3CDMG|45TLV|578BPWR|678DUR|9RCR	8
86	EZLC2	42222_08_02	51126 16211	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	15689VULN|29TLV|389DUR|468DMG|689BPWR|7RCR|aCDMG	7
87	E1SFZ	42332_03_08	13224 35113	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	1569aVULN|29aDMG|3CDMG|46TLV|69aBPWR|79aDUR|8RCR	4
88	E1SFZ	42332_03_08	13264 35113	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	1569aVULN|29aDMG|3CDMG|46TLV|69aBPWR|79aDUR|8RCR	3
89	EVI16	44994_05_29	51332 32126	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	12689VULN|389DUR|4CDMG|56TLV|689BPWR|789DMG|aRCR	7
90	FZMUL	45097_12_02	42163 13163	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	17aDUR|2478aVULN|34TLV|47aBPWR|5CDMG|67aDMG|9RCR	3
91	F5NJZ	45548_04_13	53351 36323	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	19aDUR|2489aVULN|34TLV|49aBPWR|5CDMG|6RCR|79aDMG	7
92	F78HD	45685_07_08	22145 26321	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	178DMG|24TLV|34678VULN|478BPWR|578DUR|9RCR|aCDMG	2
93	JECPB	57809_01_20	24533 42331	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	13479VULN|24TLV|479BPWR|579DUR|679DMG|8RCR|aCDMG	6
94	JG1B8	57956_05_30	34243 13233	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	157DUR|29TLV|379DMG|45789VULN|579BPWR|6RCR|aCDMG	6
95	JG1B8	57956_05_30	41223 13233	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	15789VULN|29TLV|379DMG|457DUR|579BPWR|6RCR|aCDMG	6
96	K5M52	59898_10_10	25312 36323	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	15689VULN|29TLV|389DMG|468DUR|689BPWR|7RCR|aCDMG	9
97	K5M52	59898_10_10	25312 36323	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	15689VULN|29TLV|389DMG|468DUR|689BPWR|7RCR|aCDMG	8
98	KJV7A	61180_03_23	63333 53214	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	178DMG|24TLV|34678VULN|478BPWR|578DUR|9CDMG|aRCR	3
99	L8H2K	63024_08_05	56112 12623	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	189DUR|24589VULN|35TLV|589BPWR|6CDMG|789DMG|aRCR	4
100	MP76G	67392_12_19	46623 32232	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	13689VULN|238DMG|389BPWR|4CDMG|59TLV|789DUR|aRCR	2
101	N4J6E	68413_06_24	65113 12623	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	18aDUR|2458aVULN|35TLV|58aBPWR|6CDMG|78aDMG|9RCR	6
102	OFHL8	72266_12_12	41112 16124	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	12489VULN|34TLV|489BPWR|589DUR|6RCR|789DMG|aCDMG	6
103	TJPVZ	87003_08_12	21413 21255	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	17aDUR|2478aVULN|34TLV|47aBPWR|5CDMG|67aDMG|9RCR	7
104	TPTNI	87552_06_20	64341 23331	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	179DUR|247DMG|34579VULN|479BPWR|6RCR|89TLV|aCDMG	7
105	VGV2N	92490_08_12	43243 26212	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	1367aVULN|2CDMG|47aDUR|567DMG|67aBPWR|8aTLV|9RCR	6
106	1C7GA	5938_07_20	61236 21263	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	1349aVULN|239DMG|39aBPWR|5CDMG|6RCR|7aTLV|89aDUR	7
107	37VD5	11298_10_14	51413 36212	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	13789VULN|23TLV|379BPWR|479DMG|579DUR|6RCR|aCDMG	3
108	5QV6V	18744_08_26	23454 23232	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	137DMG|23479VULN|379BPWR|579DUR|6RCR|89TLV|aCDMG	10
109	5QV6V	18744_08_26	23454 23233	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	137DMG|23479VULN|379BPWR|579DUR|6RCR|89TLV|aCDMG	9
110	642H8	19561_05_28	34143 11322	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	19aDMG|2359aVULN|45TLV|59aBPWR|6CDMG|79aDUR|8RCR	10
111	6662B	19750_09_29	41253 33212	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	1349aVULN|249DMG|49aBPWR|5CDMG|6aTLV|79aDUR|8RCR	7
112	9MI7M	29833_01_07	11244 36132	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	1249aVULN|349DMG|49aBPWR|5CDMG|6RCR|7aTLV|89aDUR	2
113	A63OP	31227_11_30	32212 43214	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	1359aVULN|239DMG|39aBPWR|4CDMG|6aTLV|7RCR|89aDUR	8
114	KGJCF	60877_11_19	25314 33423	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	189DMG|24TLV|34689VULN|489BPWR|589DUR|7RCR|aCDMG	5
115	LZUMK	62345_01_25	43232 51333	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	157DMG|29TLV|379DUR|45789VULN|579BPWR|6RCR|aCDMG	7
116	SPDDQ	84635_11_08	32162 56313	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	178DUR|29TLV|35789VULN|478DMG|6RCR|789BPWR|aCDMG	6
117	SPLQB	84659_05_19	53235 36131	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	178DMG|29TLV|378DUR|45789VULN|6RCR|789BPWR|aCDMG	8
118	B1EGF	33680_05_07	11354 35323	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	1378aVULN|23TLV|378BPWR|478DUR|578DMG|6RCR|9CDMG	6
119	BSLKK	36122_08_31	11133 32435	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	1589aVULN|28aDMG|3CDMG|45TLV|58aBPWR|68aDUR|7RCR	5
120	PK43J	75548_06_08	31626 23114	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	1589aVULN|28aDMG|3CDMG|45TLV|58aBPWR|68aDUR|7RCR	2
121	Q9P6D	77491_08_03	22122 14534	   	370.06	DCR|5VULN|3DMG|2TLV|3DUR|1CDMG	1378aVULN|23TLV|378BPWR|478DUR|578DMG|6RCR|9CDMG	9
122	NNULN	70150_04_04	31312 22161	 * 	369.29	DCR|5VULN|3DMG|2TLV|2DUR|3CDMG	1579aVULN|29aDMG|37DUR|47TLV|6RCR|79aBPWR|89aCDMG	8
123	Z6V51	2595_08_25	63212 36131	   	369.29	DCR|5VULN|3DMG|2TLV|2DUR|3CDMG	178DMG|278CDMG|3aTLV|4aDUR|5789aVULN|6RCR|78aBPWR	5
124	TEKGO	86539_10_07	44131 12215	   	369.14	DCR|4VULN|3DMG|2TLV|3DUR|2CDMG	178DMG|2NUKE|3aCDMG|478aVULN|578DUR|6RCR|78aBPWR|9aTLV	5
125	O1U8V	71046_04_19	41215 23421	   	369.14	DCR|4VULN|3DMG|2TLV|3DUR|2CDMG	189DUR|289aVULN|3aTLV|4NUKE|5aCDMG|6RCR|789DMG|89aBPWR	5
126	DR1IQ	41718_07_11	36422 62131	   	367.97	DCR|4VULN|3DMG|2TLV|3DUR|2ASPD|1CDMG	178aVULN|2CDMG|378DUR|4aASPD|5aTLV|678DMG|78aBPWR|9RCR	5
127	8B9O2	25951_06_12	22131 43643	   	367.79	DCR|4VULN|3DMG|2TLV|3DUR|2CDMG	178DMG|2AART|378DUR|49CDMG|59TLV|6789VULN|789BPWR|aRCR	10
128	ORVO6	73383_01_16	12611 41342	   	367.79	DCR|4VULN|3DMG|2TLV|3DUR|2CDMG	1AART|278DUR|378aVULN|4aCDMG|5aTLV|678DMG|78aBPWR|9RCR	2
129	4E8U4	14734_09_15	32661 21263	   	367.79	DCR|4VULN|3DMG|2TLV|3DUR|2CDMG	189DUR|289aVULN|3aCDMG|4aTLV|5AART|689DMG|7RCR|89aBPWR	6
130	4O6AG	15624_07_14	32315 32351	   	367.79	DCR|4VULN|3DMG|2TLV|3DUR|2CDMG	178DUR|278DMG|3aCDMG|4aTLV|578aVULN|6RCR|78aBPWR|9AART	8
131	4O6AG	15624_07_14	32315 32451	   	367.79	DCR|4VULN|3DMG|2TLV|3DUR|2CDMG	178DUR|278DMG|3aCDMG|4aTLV|578aVULN|6RCR|78aBPWR|9AART	7
132	74MO7	22488_12_27	12343 15163	   	367.79	DCR|4VULN|3DMG|2TLV|3DUR|2CDMG	189DMG|2AART|389DUR|4aTLV|5aCDMG|6RCR|789aVULN|89aBPWR	7
133	H5F6D	51266_07_22	23213 12535	   	367.79	DCR|4VULN|3DMG|2TLV|3DUR|2CDMG	189aVULN|289DUR|3AART|4aTLV|5aCDMG|6RCR|789DMG|89aBPWR	7
134	K6B34	59957_06_25	12335 14134	   	367.79	DCR|4VULN|3DMG|2TLV|3DUR|2CDMG	189DUR|289aVULN|3aCDMG|4aTLV|5AART|6RCR|789DMG|89aBPWR	8
135	VANIA	91931_04_05	42314 22212	   	367.79	DCR|4VULN|3DMG|2TLV|3DUR|2CDMG	178DMG|278DUR|3aTLV|4aCDMG|5AART|678aVULN|78aBPWR|9RCR	5
136	2ZZPM	7714_01_22	33332 33212	   	367.42	DCR|5VULN|3DMG|2TLV|3DUR	178DMG|2NUKE|39TLV|478DUR|5789aVULN|6RCR|789BPWR	9
137	2ZZPM	7714_01_22	33332 33212	   	367.42	DCR|5VULN|3DMG|2TLV|3DUR	178DMG|2NUKE|39TLV|478DUR|5789aVULN|6RCR|789BPWR	10
138	7TTQT	24751_09_30	22621 24131	 * 	367.42	DCR|5VULN|3DMG|3TLV|3DUR	1379aVULN|27aDUR|479TLV|5NUKE|6RCR|79aBPWR|89aDMG	8
139	KEBKA	60676_09_17	16111 41252	   	367.42	DCR|5VULN|3DMG|2TLV|3DUR	1578aVULN|2aTLV|378DMG|478DUR|6NUKE|78aBPWR|9RCR	9
140	MQ2SC	67470_08_01	32222 32165	   	367.42	DCR|5VULN|3DMG|2TLV|3DUR	178DMG|2578aVULN|378DUR|4NUKE|6RCR|78aBPWR|9aTLV	10
