0	Code 	Date      	Index      	 *	Score 	Summary	Detail	
18	BOES5	35744_11_01	31433 35252	   	402.91	DCR|DCR|5VULN|3DMG|3MLV	14678VULN|257DMG|378MLV|78BPWR|9aRCR
19	TZKG3	85283_09_08	25132 26623	   	402.91	DCR|DCR|5VULN|3DMG|3MLV	18aMLV|2478aVULN|348DMG|48aBPWR|5LEGI|69RCR
20	HGSD2	52290_06_17	31151 41633	   	402.91	DCR|DCR|5VULN|3DMG|3MLV	179MLV|279DMG|3MDPS|4579aVULN|68RCR|79aBPWR
21	K7O4M	60083_10_12	33323 62261	   	402.91	DCR|DCR|5VULN|3DMG|3MLV	178MLV|24578VULN|378DMG|69RCR|78BPWR|aMDPS
22	K7O4M	60083_10_12	33323 62263	   	402.91	DCR|DCR|5VULN|3DMG|3MLV|1MSE	178MLV|24578VULN|378DMG|69RCR|78BPWR|aMSE
23	53937	16619_03_08	31124 32116	   	402.71	DCR|DCR|3VULN|3DMG|3MLV|2ASPD	147MLV|27aDMG|37aVULN|5RPLT|69RCR|7aBPWR|8aASPD
24	Z35R1	2255_07_15	34221 31312	   	402.29	DCR|DCR|4VULN|3DMG|3ASPD|1MLV	1378VULN|278DMG|4DUR|5MLV|678ASPD|78BPWR|9aRCR
25	AV6KN	33478_11_11	23216 13355	   	401.86	DCR|DCR|5VULN|3DMG|2ASPD|3DUR	179DMG|2aASPD|3579aVULN|479DUR|68RCR|79aBPWR
26	QS548	79139_12_05	21323 21331	   	400.29	DCR|DCR|5VULN|3DMG|3ASPD	13789VULN|2ZMB|479DMG|579ASPD|6aRCR|79BPWR
27	3N5F4	12661_07_08	44122 36221	   	399.92	DCR|DCR|3VULN|3DMG|3MLV|1ASPD	1AART|278MLV|378DMG|4RPLT|578VULN|69RCR|78BPWR|aASPD
28	LAORV	63225_11_14	41131 13332	   	399.76	DCR|DCR|4VULN|3DMG|3MLV|1CDMG	147DMG|2RCVC|3467VULN|467BPWR|567MLV|8aRCR|9CDMG
29	IAHU4	54593_09_21	31626 35232	   	399.76	DCR|DCR|4VULN|3DMG|3MLV|1ASPD	18aMLV|2ASPD|38aDMG|458aVULN|6BBNT|79RCR|8aBPWR
30	VMPOR	93014_01_10	52111 12562	   	399.76	DCR|DCR|4VULN|3DMG|3MLV|1CDMG	178MLV|2RMIN|3CDMG|478aVULN|578DMG|69RCR|78BPWR
31	4OC12	15640_07_12	15213 62115	   	399.66	DCR|DCR|4VULN|3DMG|3MLV|1CDMG	19aDMG|259aVULN|3CDMG|4DUST|69aMLV|78RCR|9aBPWR
32	UKFAK	89934_05_30	42216 23241	   	399.33	DCR|DCR|5VULN|3DMG|2ASPD|1MLV	12489VULN|348DMG|48BPWR|58ASPD|67RCR|aMLV
33	1TLDG	7502_09_21	21161 15161	   	399.29	DCR|DCR|5VULN|2DMG|2MLV|3CDMG	1345aVULN|245CDMG|45aBPWR|67RCR|8aMLV|9aDMG
34	CIF5R	38078_04_17	33226 26325	   	398.50	DCR|DCR|5VULN|3DMG|2MLV	1349aVULN|239DMG|39BPWR|5RPLT|67RCR|89MLV
35	C5TNA	36952_10_08	43323 12111	   	398.41	DCR|DCR|4VULN|3DMG|3ASPD|1CDMG	178DMG|2578VULN|3DUR|4CDMG|678ASPD|78BPWR|9aRCR
36	OPVPH	73203_09_24	54334 22331	   	398.15	DCR|DCR|4VULN|3DMG|2MLV|2ASPD	19MLV|245DMG|3459VULN|459BPWR|67RCR|89ASPD|aDMSP
37	OPVPH	73203_09_24	54334 22332	   	398.15	DCR|DCR|4VULN|3DMG|2MLV|2ASPD	19MLV|245DMG|3459VULN|459BPWR|67RCR|89ASPD|aLIT
38	MMSAR	67183_01_29	22161 43125	   	398.05	DCR|DCR|4VULN|3DMG|2MLV|2ASPD	1247VULN|247BPWR|348DMG|57ASPD|67MLV|9aRCR
39	M4BK4	65521_05_07	12243 23636	   	397.66	DCR|DCR|5VULN|2DMG|3ASPD|3ZMB	178ASPD|24DMG|3478aVULN|478BPWR|578ZMB|69RCR
40	J52VZ	56974_01_26	13111 31656	   	397.15	DCR|DCR|3VULN|3MLV|2DMG|3ASPD	148ASPD|28aMLV|3DUR|5aDMG|69RCR|78aVULN|8aBPWR
41	HRHGH	53246_10_18	11115 33345	   	396.91	DCR|DCR|5VULN|3MLV|2DMG	134MLV|2349aVULN|34aBPWR|5RPLT|68RCR|7aDMG
42	OACKA	71804_04_08	21544 31311	   	396.91	DCR|DCR|5VULN|3MLV|2DMG	1aDMG|2467aVULN|3AART|56aMLV|6aBPWR|89RCR
43	VUGV8	93707_01_30	52251 31335	   	396.52	DCR|DCR|4VULN|3DMG|3ASPD|2CDMG	189ASPD|25CDMG|3BBNT|4589VULN|589BPWR|6aRCR|789DMG
44	7762L	22711_05_24	21221 52615	   	396.42	DCR|DCR|4VULN|3DMG|3ASPD|3DUR	1379VULN|239ASPD|379BPWR|457DUR|679DMG|8aRCR
45	QCSZO	77768_08_25	52623 25311	   	396.35	DCR|DCR|4VULN|3DMG|3MLV	147DMG|2aZMB|357aVULN|67aMLV|7aBPWR|89RCR
46	J8VUC	57324_06_20	23334 32361	   	395.77	DCR|DCR|4VULN|3DMG|3MLV	1578VULN|2LHND|378MLV|4RPLT|678DMG|78BPWR|9aRCR
47	J8VUC	57324_06_20	23336 22361	   	395.77	DCR|DCR|4VULN|3DMG|3MLV	1678VULN|2LHND|378MLV|4RPLT|578DMG|78BPWR|9aRCR
48	DDK4L	40514_07_14	31164 31631	   	395.77	DCR|DCR|4VULN|3DMG|3MLV	128aVULN|3CGEN|48aMLV|58aDMG|69RCR|7AART|8aBPWR
49	O73TS	71510_09_23	23225 41116	   	395.77	DCR|DCR|4VULN|3DMG|3MLV	148MLV|2468VULN|3TBNT|468BPWR|568DMG|7aRCR|9RPLT
50	S684Q	82916_06_12	32116 26251	   	395.77	DCR|DCR|4VULN|3DMG|3MLV	1RPLT|2678VULN|378MLV|4AAC|578DMG|78BPWR|9aRCR
51	23MVD	8045_05_21	52523 22225	   	395.77	DCR|DCR|4VULN|3DMG|3MLV	129aVULN|3RCVC|4RPLT|59aMLV|68RCR|79aDMG|9aBPWR
52	4KUFQ	15333_06_04	41331 31532	   	395.77	DCR|DCR|4VULN|3DMG|3MLV	1TBNT|2789VULN|378DMG|478MLV|5RPLT|6aRCR|78BPWR
53	7UQ89	24831_06_02	13522 22344	   	395.77	DCR|DCR|4VULN|3DMG|3MLV	189DMG|2FEWX|3789VULN|489MLV|5RPLT|6aRCR|89BPWR
54	C55UM	36886_02_16	11456 22111	   	395.77	DCR|DCR|4VULN|3DMG|3MLV	17aDMG|2CGEN|357aVULN|47aMLV|69RCR|7aBPWR|8RPLT
55	D242Q	39482_08_22	24133 31562	   	395.77	DCR|DCR|4VULN|3DMG|3MLV	1279VULN|379MLV|4AART|579DMG|6aRCR|79BPWR|8BELT
56	D242Q	39482_08_22	32233 31562	   	395.77	DCR|DCR|4VULN|3DMG|3MLV	179MLV|2379VULN|4AART|579DMG|6aRCR|79BPWR|8BELT
57	K83M8	60116_02_28	34321 15114	   	395.77	DCR|DCR|4VULN|3DMG|3MLV	1479VULN|2RPLT|3LHND|579MLV|679DMG|79BPWR|8aRCR
58	MFJA7	66529_10_12	25216 51212	   	395.77	DCR|DCR|4VULN|3DMG|3MLV	1RPLT|278aVULN|37aDMG|4TBNT|57aMLV|69RCR|7aBPWR
59	MFJA7	66529_10_12	25326 51212	   	395.77	DCR|DCR|4VULN|3DMG|3MLV	1RPLT|278aVULN|3BBNT|47aDMG|57aMLV|69RCR|7aBPWR
60	MFJA7	66529_10_12	26136 51212	   	395.77	DCR|DCR|4VULN|3DMG|3MLV	1RPLT|2TBNT|37aDMG|478aVULN|57aMLV|69RCR|7aBPWR
61	POVUO	75985_05_17	33551 11131	   	395.77	DCR|DCR|4VULN|3DMG|3MLV	1AART|2TBNT|37aDMG|47aMLV|579aVULN|68RCR|7aBPWR
62	VG737	92423_05_16	55131 16222	   	395.77	DCR|DCR|4VULN|3DMG|3MLV	19aDMG|269aVULN|39aMLV|4RPLT|5RCVC|78RCR|9aBPWR
63	4QO8C	15854_03_31	22236 42412	   	395.67	DCR|DCR|4VULN|3DMG|3MLV	18aMLV|2RPLT|356aVULN|45aDMG|5aBPWR|79RCR
64	FQO2C	47433_08_29	32222 15345	   	395.67	DCR|DCR|4VULN|3DMG|3MLV	138DMG|2348VULN|38BPWR|589MLV|6aRCR|7AART
65	I9OFR	54522_05_20	23332 73136	   	395.67	DCR|DCR|4VULN|3DMG|3MLV	178aVULN|2MBVNT|37aDMG|47aMLV|5RPLT|69RCR|7aBPWR
66	R2969	79689_08_11	31433 14421	   	395.67	DCR|DCR|4VULN|3DMG|3MLV	148aVULN|28aDMG|38aMLV|5MDPS|67RCR|8aBPWR|9AART
67	E71O4	42795_07_31	13433 44113	   	395.67	DCR|DCR|4VULN|3DMG|3MLV	1MDPS|27aMLV|378aVULN|4RPLT|57aDMG|69RCR|7aBPWR
68	ZP9QF	4240_06_12	42511 11226	   	395.67	DCR|DCR|4VULN|3DMG|3MLV	149MLV|249DMG|3AART|49BPWR|589aVULN|67RCR
69	J5LK9	57026_05_27	45133 23323	   	394.63	DCR|DCR|4VULN|3DMG|2ASPD|2CDMG	134aVULN|234DMG|34aBPWR|5aASPD|68RCR|7aCDMG|9AART
70	344Q8	10955_02_02	11232 62342	   	394.52	DCR|DCR|4VULN|3DMG|3MLV	1378VULN|23BEXP|378BPWR|478MLV|578DMG|69RCR|aDUR
71	ON28J	72941_07_05	51212 15214	   	394.42	DCR|DCR|4VULN|3DMG|3MLV	1789VULN|289MLV|3DUR|4FEWX|589DMG|6aRCR|89BPWR
72	QCSLL	77770_06_25	65312 22143	   	394.42	DCR|DCR|4VULN|3DMG|3MLV	1789VULN|2BELT|3DUR|489DMG|589MLV|6aRCR|89BPWR
73	HGSD2	52290_06_17	31151 41631	   	394.32	DCR|DCR|4VULN|3DMG|3MLV	179MLV|279DMG|3MDPS|4579VULN|68RCR|79BPWR|aDUR
74	BAALN	34477_01_13	45411 13211	   	394.25	DCR|DCR|3VULN|3DMG|3MLV|1CDMG|1ASPD	178VULN|2LIT|378DMG|4CDMG|5ASPD|678MLV|78BPWR|9aRCR
75	C11AZ	36514_03_29	14123 35632	   	393.99	DCR|DCR|4VULN|3DMG|3ASPD|1MLV	1TBNT|239aVULN|39aBPWR|4MLV|59aDMG|67RCR|89aASPD
76	IEIEU	54954_01_22	32642 25233	   	393.89	DCR|DCR|4VULN|3DMG|3ASPD|2AART	138aVULN|28aDMG|48aASPD|57AART|69RCR|8aBPWR
77	IEIEU	54954_01_22	34242 25233	   	393.89	DCR|DCR|4VULN|3DMG|3ASPD|2AART	128aVULN|38aDMG|48aASPD|57AART|69RCR|8aBPWR
78	1TLDG	7502_09_21	23343 15151	   	393.84	DCR|DCR|4VULN|2DMG|3ASPD|2MLV	124aVULN|345ASPD|4aBPWR|67RCR|8aMLV|9aDMG
79	VUH2I	93707_05_16	13536 24323	   	393.84	DCR|DCR|3VULN|3DMG|2MLV|2ASPD|2DUR	18aVULN|25aDMG|38DUR|48ASPD|67RCR|8aBPWR|9aMLV
80	BFV1U	34982_10_04	42431 35132	   	393.35	DCR|DCR|5VULN|3DMG|3ASPD	178DMG|24578VULN|3BBNT|678ASPD|78BPWR|9aRCR
81	86DDM	25513_03_04	11131 34431	   	393.35	DCR|DCR|5VULN|3DMG|3ASPD	158ASPD|24589VULN|3TBNT|589BPWR|6aRCR|789DMG
82	JNO97	58648_09_22	32513 41235	   	393.35	DCR|DCR|5VULN|3DMG|3ASPD	13589VULN|289DMG|4RMIN|689ASPD|7aRCR|89BPWR
83	JNO97	58648_09_22	35513 11235	   	393.35	DCR|DCR|5VULN|3DMG|3ASPD	13589VULN|289ASPD|4RMIN|689DMG|7aRCR|89BPWR
84	ZLRDU	3930_12_14	35144 42432	   	393.25	DCR|DCR|5VULN|3DMG|3ASPD	1MBVNT|28aASPD|3568aVULN|48aDMG|79RCR|8aBPWR
85	9SHTL	30370_06_08	15131 32152	   	393.25	DCR|DCR|5VULN|3DMG|3ASPD	12379VULN|479ASPD|579DMG|6aRCR|79BPWR|8MDPS
86	QET63	77951_05_10	42363 63332	   	393.19	DCR|DCR|5VULN|3DMG|2CDMG|1MLV	134DMG|23458VULN|348BPWR|68CDMG|79RCR|aMLV
87	344Q8	10955_02_02	11232 62346	   	393.15	DCR|DCR|4VULN|3DMG|3MLV	1378VULN|23BEXP|378BPWR|478MLV|578DMG|69RCR|aNUKE
88	P3AEJ	74041_01_19	26222 23362	   	393.05	DCR|DCR|3VULN|3DMG|3MLV|2ASPD	17aVULN|257MLV|37aDMG|4RCVC|68RCR|7aBPWR|9aASPD
89	TJ6EL	86948_11_28	26333 26216	   	393.05	DCR|DCR|3VULN|3DMG|3MLV|2ASPD	19aDMG|23ASPD|49aVULN|5RMIN|68RCR|79aMLV|9aBPWR
90	GVBKJ	50718_04_17	32111 35256	   	393.05	DCR|DCR|3VULN|3DMG|3MLV|2ASPD	189VULN|2AAC|34ASPD|589DMG|6aRCR|789MLV|89BPWR
91	URV4I	90606_09_30	36121 15231	   	393.05	DCR|DCR|4VULN|3DMG|3MLV	1BBNT|28aMLV|3ZMB|458aVULN|69RCR|78aDMG|8aBPWR
92	OPVPH	73203_09_24	54333 22333	   	392.54	DCR|DCR|3VULN|3DMG|2MLV|2ASPD|1CDMG	19MLV|245DMG|349VULN|49BPWR|67RCR|89ASPD|aCDMG
93	ZQSLC	4382_12_26	21612 14262	   	392.10	DCR|DCR|4VULN|3DMG|2ASPD|1MLV	168aVULN|2RPLT|3MLV|4aASPD|56aDMG|6aBPWR|79RCR
94	UJTP9	89885_03_24	33636 21315	   	392.06	DCR|DCR|4VULN|2DMG|2MLV|2ASPD	18MLV|24DMG|3489VULN|48BPWR|5RPLT|68ASPD|7aRCR
95	H7CUF	51439_09_08	34511 15323	   	392.01	DCR|DCR|4VULN|3DMG|2MLV|3ZMB	1RCVC|278DMG|3aMLV|478aVULN|578ZMB|69RCR|78aBPWR
96	G81RT	48627_06_08	22222 26324	   	391.47	DCR|DCR|3VULN|3DMG|3MLV|2DUR	1AART|237MLV|48DUR|578VULN|678DMG|78BPWR|9aRCR
97	JGDS3	57991_07_13	34326 26323	   	391.27	DCR|DCR|4VULN|3DMG|2MLV	145aVULN|2RPLT|35aDMG|5aBPWR|67RCR|8AART|9aMLV
98	FU38V	47734_03_23	55633 21323	   	391.21	DCR|DCR|4VULN|2DMG|2MLV|2CDMG|2DUR	147aVULN|2aDMG|37DUR|57MLV|68RCR|7aBPWR|9aCDMG
99	CPZUZ	38666_05_14	11466 32333	   	391.01	DCR|DCR|4VULN|3DMG|3CDMG|2ASPD	139aVULN|23ASPD|39aBPWR|49aDMG|5NUKE|67RCR|89aCDMG
100	7V2HT	24854_09_09	31563 32135	 * 	390.95	DCR|DCR|4VULN|3MLV|3ASPD|1CDMG	137aVULN|27aASPD|4CDMG|5ZMB|67aMLV|7aBPWR|89RCR
101	69Q16	20075_11_11	53231 16316	   	390.88	DCR|DCR|2VULN|3DMG|3MLV|2ASPD|2CDMG	127MLV|3aASPD|47CDMG|57aDMG|69RCR|7aBPWR|8aVULN
102	1F7LN	6208_03_03	43313 43333	   	390.75	DCR|DCR|4VULN|3DMG|3CDMG|1MLV	168aVULN|28aCDMG|3DUR|4MLV|58aDMG|79RCR|8aBPWR
103	G49VL	48291_04_30	23612 35224	   	390.70	DCR|DCR|4VULN|2DMG|2MLV|2ASPD	18MLV|2458VULN|35DMG|58BPWR|6DUR|78ASPD|9aRCR
104	5SQ63	18909_12_27	25312 55313	   	390.70	DCR|DCR|4VULN|2DMG|2MLV|2ASPD	19MLV|249aVULN|34ASPD|49BPWR|5DUR|67RCR|89DMG
105	EOAI1	44345_06_12	33122 33343	   	390.43	DCR|DCR|3VULN|3DMG|3ASPD|2MLV	147ASPD|247DMG|3DMSP|47aBPWR|57aVULN|69RCR|8aMLV
106	C11AZ	36514_03_29	14212 35632	   	390.42	DCR|DCR|4VULN|3MLV|3ASPD|1DMG	1TBNT|259aVULN|3DMG|49aMLV|67RCR|89aASPD|9aBPWR
107	QUKOJ	79363_03_12	33322 12216	   	390.42	DCR|DCR|4VULN|3MLV|3ASPD|1DMG	1289VULN|389MLV|4DMG|5LWND|6aRCR|789ASPD|89BPWR
108	QVQPF	79469_10_22	15533 33153	   	390.42	DCR|DCR|4VULN|3MLV|3ASPD|1DMG	189aVULN|2DMG|389ASPD|4BBNT|589MLV|67RCR|89BPWR
109	4VZNH	16236_11_12	32522 11254	   	390.33	DCR|DCR|3VULN|3DMG|3ASPD|2MLV	18aVULN|235DMG|458ASPD|58BPWR|68MLV|79RCR
110	PU58V	76448_11_12	34251 22342	   	390.32	DCR|DCR|4VULN|3MLV|3ASPD|1DMG	1567VULN|2DMG|378MLV|457ASPD|57BPWR|9aRCR
111	R9H91	80340_04_17	63562 44112	   	390.32	DCR|DCR|4VULN|3MLV|3ASPD|1DMG	1MBVNT|2678VULN|3DMG|478MLV|578ASPD|78BPWR|9aRCR
112	UMRP2	90148_09_30	61143 12213	   	390.32	DCR|DCR|4VULN|3MLV|3ASPD|1DMG	157ASPD|247MLV|3479VULN|479BPWR|68RCR|aDMG
113	1IQ88	6529_05_28	63163 23326	   	390.32	DCR|DCR|4VULN|3MLV|2DMG|3DUR	18aMLV|2aDMG|368DUR|458aVULN|79RCR|8aBPWR
114	LS774	64791_04_08	23216 13435	   	390.32	DCR|DCR|4VULN|3MLV|3ASPD|1DMG	129aVULN|3DMG|4LEGI|59aMLV|68RCR|79aASPD|9aBPWR
115	N3R26	68345_10_27	25323 41333	   	390.32	DCR|DCR|4VULN|3MLV|3ASPD|3DUR	19aASPD|246DUR|349aVULN|49aBPWR|59aMLV|78RCR
116	HER44	52107_06_11	12411 52421	   	390.26	DCR|DCR|3VULN|3DMG|3ASPD|1CDMG	1AART|289ASPD|3CDMG|489VULN|589DMG|6aRCR|7RPLT|89BPWR
117	935KC	28093_01_30	31532 41132	   	390.26	DCR|DCR|3VULN|3DMG|3MLV|1ASPD	178DMG|2RPLT|3ASPD|4DMSP|578VULN|678MLV|78BPWR|9aRCR
118	IO9C9	55825_10_02	11262 32355	   	390.26	DCR|DCR|3VULN|3DMG|3MLV|1ASPD	178DMG|278VULN|3FLTARM|4ASPD|5RPLT|678MLV|78BPWR|9aRCR
119	AKAG9	32502_10_25	12416 24221	   	390.26	DCR|DCR|3VULN|3DMG|3MLV|1CDMG	189VULN|289MLV|3RPLT|489DMG|5AAC|67RCR|89BPWR|aCDMG
120	HDDQO	51980_06_16	22631 46213	   	390.16	DCR|DCR|3VULN|3DMG|3MLV|1ASPD	137VULN|237MLV|37BPWR|457DMG|6AART|8aRCR|9ASPD
121	F69JC	45598_10_12	34762 24216	   	390.16	DCR|DCR|3VULN|3DMG|3MLV|1ASPD	1MBVNT|289VULN|3ASPD|489DMG|589MLV|6aRCR|7AART|89BPWR
122	GHHAB	49478_03_12	31211 34132	   	390.16	DCR|DCR|3VULN|3DMG|3MLV|1ASPD	159DMG|269MLV|369VULN|4RPLT|69BPWR|78RCR|aASPD
123	NAAPV	68928_04_02	11314 64437	   	390.16	DCR|DCR|3VULN|3DMG|3MLV|1CDMG	1MBVNT|28aDMG|3RPLT|4CDMG|58aMLV|69RCR|78aVULN|8aBPWR
124	JMLDJ	58550_12_25	12121 34144	   	390.11	DCR|DCR|4VULN|3DMG|3ASPD|1CDMG	18aASPD|248aVULN|3FEWX|5CDMG|68aDMG|79RCR|8aBPWR
125	C5TNA	36952_10_08	43523 12111	   	390.01	DCR|DCR|4VULN|3DMG|3ASPD|1CDMG	178DMG|2578VULN|3DUST|4CDMG|678ASPD|78BPWR|9aRCR
126	MO3D1	67292_08_10	25311 26533	   	390.01	DCR|DCR|4VULN|3DMG|3ASPD|1CDMG	1478VULN|278ASPD|378DMG|5LEGI|69RCR|78BPWR|aCDMG
127	OH1DD	72400_10_31	22243 34331	   	389.74	DCR|DCR|3VULN|3DMG|2MLV|1CDMG|1ASPD	167DMG|2ASPD|37MLV|467VULN|5AART|67BPWR|8CDMG|9aRCR
128	BIA4O	35193_04_11	32313 52153	   	389.68	DCR|DCR|4VULN|3MLV|2DMG	1247VULN|347MLV|47BPWR|57DMG|68RCR|9RPLT|aAART
129	6A5DU	20107_10_27	16343 11132	   	389.68	DCR|DCR|4VULN|3MLV|2DMG	148aVULN|248MLV|3AART|48BPWR|58DMG|69RCR|7RPLT
130	FD7MG	46221_06_16	16333 36433	   	389.63	DCR|DCR|5VULN|3MLV|3ZMB|1DMG	1238aVULN|4DMG|58aZMB|69RCR|78aMLV|8aBPWR
131	CR4RN	38856_10_23	24523 23124	   	389.31	DCR|DCR|5VULN|3DMG|2CDMG|1ASPD	13467VULN|234DMG|347BPWR|57CDMG|8aRCR|9ASPD
132	877JE	25586_07_27	52341 12136	   	389.06	DCR|DCR|5VULN|3DMG|3MLV|2DUR	1367aVULN|237MLV|37aBPWR|47aDMG|59RCR|8aDUR
133	F81EM	45755_05_16	31325 16323	   	388.91	DCR|DCR|3VULN|3DMG|3MLV|1CDMG	178VULN|2CDMG|378MLV|478DMG|5RCVC|69RCR|78BPWR|aDUR
134	VMPOR	93014_01_10	52111 12563	   	388.91	DCR|DCR|3VULN|3DMG|3MLV|1CDMG	178MLV|2RMIN|3CDMG|478VULN|578DMG|69RCR|78BPWR|aDUR
135	2595Q	8186_02_16	33122 13416	   	388.91	DCR|DCR|3VULN|3DMG|3MLV|1ASPD	1TBNT|278MLV|3DUR|478VULN|578DMG|6aRCR|78BPWR|9ASPD
136	NJAQB	69735_09_23	53242 24221	   	388.91	DCR|DCR|3VULN|3DMG|3MLV|1ASPD	19aDMG|29aMLV|3DUR|4ASPD|5RCVC|67RCR|89aVULN|9aBPWR
137	DL9PK	41203_04_04	41125 32224	   	388.85	DCR|DCR|3VULN|3MLV|2DMG|3ASPD	178VULN|25DMG|378ASPD|478MLV|6aRCR|78BPWR|9LHND
138	QH7V9	78161_01_10	23245 35132	   	388.85	DCR|DCR|3VULN|3MLV|2DMG|3ASPD	1BELT|279MLV|34DMG|579VULN|679ASPD|79BPWR|8aRCR
139	B1HZJ	33687_05_15	36332 33261	   	388.84	DCR|DCR|5VULN|3DMG|2MLV	1RMIN|2456aVULN|345DMG|45aBPWR|78RCR|9aMLV
140	IJ2SP	55358_12_29	62132 54311	   	388.84	DCR|DCR|5VULN|3DMG|2MLV	1aMLV|25aDMG|3458aVULN|5aBPWR|69RCR|7AAC
141	ZFUDN	3401_01_18	22145 62231	   	388.84	DCR|DCR|5VULN|3DMG|2MLV	18MLV|248DMG|34589VULN|48BPWR|67RCR|aLIT
142	37EJH	11251_09_07	22144 63232	   	388.84	DCR|DCR|5VULN|3DMG|2MLV	1BBNT|24589VULN|358DMG|58BPWR|6aRCR|78MLV
143	F9V1R	45928_01_27	51531 41323	   	388.84	DCR|DCR|5VULN|3DMG|2MLV	135DMG|23457VULN|357BPWR|67MLV|8aRCR|9FEWX
144	FKTVI	46911_12_10	43142 11125	   	388.84	DCR|DCR|5VULN|3DMG|2MLV	139DMG|23479VULN|39BPWR|5RMIN|6aRCR|89MLV
145	JD5HP	57699_01_18	12323 53161	   	388.84	DCR|DCR|5VULN|3DMG|2MLV	1RMIN|24789VULN|348DMG|48BPWR|58MLV|6aRCR
146	OH7MI	72418_06_16	62236 52312	   	388.84	DCR|DCR|5VULN|3DMG|2MLV	1AAC|23578VULN|457DMG|57BPWR|67MLV|9aRCR
147	N9KKJ	68866_02_06	36133 32122	   	388.81	DCR|DCR|3VULN|3DMG|3MLV|1ASPD	178VULN|278DMG|3DUR|4ASPD|5LEGI|678MLV|78BPWR|9aRCR
148	NSNJK	70579_01_10	15254 41418	   	388.81	DCR|DCR|3VULN|3DMG|3MLV|1ASPD	179DMG|2MBVNT|379VULN|4DUR|5ASPD|679MLV|79BPWR|8aRCR
149	5PMLC	18630_12_19	13353 53126	   	388.74	DCR|DCR|5VULN|3DMG|2MLV	12589VULN|39MLV|479DMG|6aRCR|9BPWR
150	KULMJ	62140_05_26	36234 32412	   	388.74	DCR|DCR|5VULN|3DMG|2MLV	147DMG|23679VULN|57MLV|7BPWR|8aRCR
151	ZFUDN	3401_01_18	22145 62232	   	388.74	DCR|DCR|5VULN|3DMG|2MLV	18MLV|248DMG|34589VULN|48BPWR|67RCR|aDUST
152	ZFUDN	3401_01_18	22145 62233	   	388.74	DCR|DCR|5VULN|3DMG|2MLV|1MSE	18MLV|248DMG|34589VULN|48BPWR|67RCR|aMSE
