0	Code 	Date      	Index      	 *	Score 	Summary	Detail	
116	GCKOH	49039_04_09	23121 21562	   	380.05	DCR|DCR|4VULN|2FLTARM|1TLV|2LIT|1CDMG	1aFLTARM|234aVULN|5CDMG|69RCR|7TLV|8aLIT|aBPWR
117	JC4NQ	57607_01_22	41143 25146	   	379.83	DCR|DCR|3VULN|2FLTARM|2DMG|2ASPD|1MSLTOX	1MBVNT|249VULN|34DMG|49BPWR|59ASPD|69FLTARM|78RCR|aMSLTOX
118	ICTAZ	54805_01_13	34323 11243	   	379.82	DCR|DCR|4VULN|3DMG|3LIT|1TLV	18aDMG|2TLV|3BBNT|48aLIT|578aVULN|69RCR|8aBPWR
119	4CK66	14586_10_26	14242 21336	   	379.80	DCR|DCR|4VULN|2DMG|2TLV|2LIT|1CDMG	1369VULN|23LIT|39BPWR|49DMG|59TLV|78RCR|aCDMG
120	PUEFE	76474_08_31	31243 12332	   	379.80	DCR|DCR|4VULN|2DMG|2TLV|2LIT|1AART	1aLIT|24TLV|349aVULN|4aBPWR|5AART|67RCR|8aDMG
121	GFHMH	49299_10_30	45421 13131	   	379.77	DCR|DCR|3VULN|2DMG|2TLV|2MLV|1FLTARM	18TLV|25DMG|358VULN|4MBVNT|58BPWR|68MLV|79RCR|aFLTARM
122	G1227	47999_12_23	12232 25523	   	379.74	DCR|DCR|3VULN|3DMG|3ASPD|1TLV	178VULN|2BOSS|3LIT|478DMG|578ASPD|6aRCR|78BPWR|9TLV
123	NNUNI	70150_06_02	23133 15241	   	379.74	DCR|DCR|3VULN|3DMG|3ASPD|1TLV	18aVULN|28aDMG|3RMIN|4TLV|5LIT|68aASPD|79RCR|8aBPWR
124	9L4LO	29705_04_14	13662 32322	   	379.64	DCR|DCR|3VULN|3DMG|3ASPD|1TLV	17aDMG|2TLV|37aASPD|4LIT|5ERES|67aVULN|7aBPWR|89RCR
125	ISD76	56195_05_20	24145 12332	   	379.59	DCR|DCR|3VULN|3TLV|3ASPD|1DMG|1AART|1CDMG	189TLV|289VULN|3DMG|4AART|5CDMG|6aRCR|789ASPD|89BPWR
126	1GSKT	6356_09_09	32453 23125	 * 	379.56	ACR|DCR|3VULN|3FLTARM|3TLV|2DMG|1CDMG	178VULN|28DMG|378FLTARM|49RCR|567TLV|78BPWR|aCDMG
127	5E4OI	17593_11_27	13332 41536	   	379.43	DCR|DCR|3VULN|3FLTARM|3DMG	1RCVC|27aFLTARM|37aVULN|4LHND|5DUR|67aDMG|7aBPWR|89RCR
128	PSELS	76295_10_19	31113 33666	   	379.43	DCR|DCR|3VULN|3FLTARM|3DMG	18aDMG|2FEWX|38aVULN|4DUR|5RAT|68aFLTARM|79RCR|8aBPWR
129	DPMZ9	41596_05_06	23462 13323	   	379.33	DCR|DCR|3VULN|3DMG|2FLTARM|1TLV	157VULN|2TLV|37FLTARM|457DMG|57BPWR|6BBNT|8CGEN|9aRCR
130	9GEBD	29283_11_01	13163 63236	   	379.33	DCR|DCR|3VULN|3DMG|2FLTARM|1TLV	1RMIN|2aFLTARM|3TLV|45aVULN|68aDMG|79RCR|aBPWR
131	M8IOB	65900_03_16	12216 65213	   	379.33	DCR|DCR|3VULN|3DMG|2FLTARM|1TLV	1RCVC|239VULN|4TLV|59aDMG|69FLTARM|78RCR|9BPWR
132	NV9GG	70808_08_25	11314 52362	   	379.29	DCR|DCR|5VULN|2DMG|2MLV|2ASPD	13589VULN|23ASPD|39BPWR|49MLV|69DMG|7aRCR
133	PNHDI	75854_11_26	34315 11216	 * 	379.29	DCR|DCR|4VULN|3TLV|2DMG|2MLV	1358VULN|23MLV|38BPWR|468TLV|78DMG|9aRCR
134	VKG1G	92807_04_26	21222 25142	   	379.28	DCR|DCR|3VULN|2FLTARM|2DMG|1TLV|1MLV	1aDMG|2BEXP|3aFLTARM|4MLV|5TLV|69aVULN|78RCR|aBPWR
135	VKG1G	92807_04_26	22222 25142	   	379.28	DCR|DCR|3VULN|2FLTARM|2DMG|1TLV|1MLV	1aDMG|2FEWX|3aFLTARM|4MLV|5TLV|69aVULN|78RCR|aBPWR
136	53Q4P	16666_12_24	36244 61236	   	379.23	DCR|DCR|3VULN|3FLTARM|3DMG	178FLTARM|278VULN|3MBVNT|4BBNT|578DMG|69RCR|78BPWR|aDUR
137	BJB9K	35286_03_22	14361 23143	   	379.23	DCR|DCR|3VULN|3FLTARM|3DMG	17AEFRZ|278VULN|3DUR|489DMG|578FLTARM|6aRCR|78BPWR
138	5IS2Q	18018_02_24	66132 63111	   	379.23	DCR|DCR|3VULN|3FLTARM|3DMG	138VULN|235DMG|358BPWR|458FLTARM|67RCR|9DUR|aDUST
139	5IS2Q	18018_02_24	66132 63113	   	379.23	DCR|DCR|3VULN|3FLTARM|3DMG	138VULN|235DMG|358BPWR|458FLTARM|67RCR|9DUR|aERES
140	OO5GF	73040_04_29	42724 31214	   	379.23	DCR|DCR|3VULN|3FLTARM|3DMG	1MBVNT|29aVULN|3MDPS|4DUR|59aFLTARM|69aDMG|78RCR|9aBPWR
141	95GHH	28303_02_09	23225 61263	   	379.18	DCR|DCR|3VULN|2FLTARM|2DMG|1TLV|1MLV	17aVULN|2MULARM|37DMG|4TLV|5MLV|67FLTARM|7BPWR|89RCR
