0	Code 	Date      	Index      	 *	Score 	Summary	Detail	
1	NVAHO	70811_07_25	23516 24131	 * 	454.99	ACR|DCR|5VULN|3TLV|2DMG|3ASPD	189ASPD|2aDMG|3589aVULN|46RCR|789TLV|89aBPWR
32	4LURI	15424_03_03	21232 22422	   	435.31	ACR|DCR|4VULN|3TLV|3DMG	18aDMG|2DUR|358aVULN|49RCR|68aTLV|7AART|8aBPWR
33	6JBPA	20933_01_29	14116 41123	   	435.31	ACR|DCR|4VULN|3TLV|3DMG	15RCR|289DMG|3DUR|4AART|689TLV|789aVULN|89BPWR
34	818LM	25051_04_11	24313 12635	   	435.31	ACR|ACR|4VULN|3TLV|3DMG	178DMG|24RCR|378TLV|5678VULN|78BPWR|9AART|aDUR
35	4362C	13739_10_17	21253 16343	   	435.24	DCR|DCR|4VULN|3TLV|3DMG	1789VULN|289DMG|3CDMG|4ZMB|589TLV|6aRCR|89BPWR
36	HFQ1T	52194_02_27	11321 41325	   	434.61	ACR|ACR|4VULN|2TLV|3DMG|2AEFBLL	12RCR|389DMG|48AEFBLL|5CDMG|69TLV|789aVULN|89BPWR
37	4544Z	13913_10_05	21332 23551	   	434.61	DCR|DCR|4VULN|3TLV|3DMG|2AEPOI	1379VULN|235TLV|359BPWR|459DMG|6aRCR|89AEPOI
38	VIZ81	92583_08_07	63316 12342	   	434.61	ACR|DCR|4VULN|3TLV|3DMG|2CDMG	128TLV|28aBPWR|36RCR|458aVULN|78aDMG|9aCDMG
39	Z8ZGE	2689_03_02	11223 32463	   	434.61	ACR|DCR|4VULN|3TLV|3DMG|1AEFBLL	1aRCR|2478VULN|378DMG|578TLV|6RPLT|78BPWR|9AEFBLL
40	Z8ZGE	2689_03_02	63223 32463	   	434.61	ACR|DCR|4VULN|3TLV|3DMG|1AEFBLL	1478VULN|2aRCR|378DMG|578TLV|6RPLT|78BPWR|9AEFBLL
41	ZHG7Q	3540_09_17	51244 12321	   	434.61	ACR|DCR|4VULN|3TLV|3DMG|1AEFBLL	179DMG|2AME|35RCR|4789VULN|679TLV|79BPWR|aAEFBLL
42	4TSGL	16135_05_02	41111 53431	   	434.61	ACR|DCR|4VULN|3TLV|3DMG|2AEBURN	1689VULN|27RCR|39AEBURN|489DMG|568TLV|689BPWR|aRMIN
43	4TSGL	16135_05_02	41111 53432	   	434.61	ACR|DCR|4VULN|3TLV|3DMG|2AEBURN	1689VULN|27RCR|39AEBURN|489DMG|568TLV|689BPWR|aLIT
44	4TSGL	16135_05_02	41111 53433	   	434.61	ACR|DCR|4VULN|3TLV|3DMG|2AEBURN	1689VULN|27RCR|39AEBURN|489DMG|568TLV|689BPWR|aRPLT
45	6BSSQ	20263_04_28	21333 43641	   	434.61	DCR|DCR|4VULN|3TLV|3DMG|2CDMG	147aVULN|2DMSP|347DMG|47aBPWR|57aTLV|69RCR|8aCDMG
46	7KQB8	23934_07_10	63263 35121	   	434.61	ACR|ACR|4VULN|3TLV|3DMG|1AEPOI	14RCR|278DMG|3AEPOI|578TLV|678aVULN|78BPWR|9BEXP
47	85P1Q	25456_01_22	11312 36132	   	434.61	DCR|DCR|4VULN|3TLV|3DMG|1AEFBLL	1689VULN|289DMG|3AEFBLL|4CGEN|589TLV|7aRCR|89BPWR
48	D7EIT	39960_08_31	32156 62233	   	434.61	ACR|DCR|4VULN|3TLV|3DMG|1AEFBLL	178aVULN|26RCR|3LHND|478TLV|578DMG|78BPWR|9AEFBLL
49	DJDHF	41034_04_29	46113 22623	   	434.61	DCR|DCR|4VULN|3TLV|3DMG|1AEBURN	179DMG|2RMIN|3579VULN|479TLV|68RCR|79BPWR|aAEBURN
50	FNIRV	47149_12_07	62143 13633	   	434.61	DCR|DCR|4VULN|3TLV|3DMG|1AEFBLL	19aDMG|29aTLV|3ERES|4AEFBLL|569aVULN|78RCR|9aBPWR
51	IDF84	54855_05_03	23222 35314	   	434.61	DCR|DCR|4VULN|3TLV|3DMG|1AEBURN	178TLV|2AEBURN|3478VULN|578DMG|6aRCR|78BPWR|9BEXP
52	IDF84	54855_05_03	23222 35324	   	434.61	DCR|DCR|4VULN|3TLV|3DMG|1AEBURN	178TLV|2AEBURN|3478VULN|578DMG|6aRCR|78BPWR|9LWND
53	IDF84	54855_05_03	23222 35344	   	434.61	DCR|DCR|4VULN|3TLV|3DMG|1AEBURN	178TLV|2AEBURN|3478VULN|578DMG|6aRCR|78BPWR|9DUST
54	O2CGU	71086_03_31	13531 62311	   	434.61	DCR|DCR|4VULN|3TLV|3DMG|3RAT	139aVULN|25aTLV|459DMG|59aBPWR|67RCR|89aRAT
55	QAQBA	77584_07_15	15231 42123	   	434.61	ACR|DCR|4VULN|3TLV|3DMG|2AEPOI	178TLV|2aAEPOI|37aDMG|46RCR|579aVULN|7aBPWR
56	QEPLM	77941_07_04	35315 23221	   	434.61	ACR|DCR|4VULN|3TLV|3DMG|1AEFBLL	19aDMG|25RCR|389aVULN|4LHND|6AEFBLL|79aTLV|9aBPWR
57	QL264	78503_09_02	63331 53412	   	434.61	ACR|DCR|4VULN|3TLV|3DMG|3ZMB	178ZMB|2aRCR|389DMG|4789VULN|567TLV|789BPWR
58	RVIMM	82318_01_15	54353 12132	   	434.61	ACR|DCR|4VULN|3TLV|3DMG|2AEPOI	178TLV|278aVULN|3AETHUN|46RCR|578DMG|78aBPWR|9aAEPOI
59	TGC49	86695_09_04	61311 25422	   	434.61	ACR|ACR|4VULN|3TLV|3DMG|1AEFBLL	14RCR|289TLV|3RPLT|5789VULN|689DMG|89BPWR|aAEFBLL
60	VCIPN	92097_04_26	13315 22742	   	434.61	ACR|DCR|4VULN|3TLV|3DMG|1AEPOI	1MBVNT|29RCR|378DMG|4578VULN|678TLV|78BPWR|aAEPOI
61	VCIPN	92097_04_26	13475 22742	   	434.61	ACR|DCR|4VULN|3TLV|3DMG|1AEPOI	1MBVNT|29RCR|3578VULN|478DMG|678TLV|78BPWR|aAEPOI
62	VCIPN	92097_04_26	15115 22742	   	434.61	ACR|DCR|4VULN|3TLV|3DMG|1AEPOI	1MBVNT|278DMG|39RCR|4578VULN|678TLV|78BPWR|aAEPOI
63	1BTAQ	5910_01_12	44252 13132	   	434.61	ACR|DCR|4VULN|3TLV|3DMG|2AEBURN	157DMG|29RCR|3aAEBURN|478aVULN|67aTLV|7aBPWR
64	KJD5R	61129_08_19	33324 15622	   	433.61	ACR|DCR|4VULN|3TLV|3CDMG|2ASPD|2AEFBLL	189TLV|28AEFBLL|35RCR|4aASPD|69aCDMG|789aVULN|89aBPWR
65	7BD88	23090_05_15	15522 22361	   	433.35	ACR|ACR|4VULN|3TLV|3DMG|2DUR	13RCR|2679VULN|47aTLV|579DMG|79BPWR|89DUR
66	818LM	25051_04_11	24313 12163	   	433.35	ACR|ACR|4VULN|3TLV|3DMG|2DUR	17aDMG|24RCR|378TLV|567aVULN|7aBPWR|9aDUR
67	818LM	25051_04_11	24313 13663	   	433.35	ACR|ACR|4VULN|3TLV|3DMG|2DUR	18aDMG|24RCR|378TLV|568aVULN|8aBPWR|9aDUR
68	D4TEN	39733_03_16	11113 16431	   	433.35	ACR|DCR|4VULN|3TLV|3DMG|2DUR	127aVULN|36RCR|478DMG|57aTLV|7aBPWR|9aDUR
69	DAGMB	40235_09_21	13136 13134	   	433.35	ACR|DCR|4VULN|3TLV|3DMG|2DUR	1379VULN|27DUR|45RCR|679DMG|79BPWR|89aTLV
70	MPC96	67407_03_23	41431 23411	   	432.89	ACR|DCR|5VULN|2TLV|3DMG	16RCR|27TLV|357DMG|4579aVULN|57BPWR|8ASPD
71	AOVSR	32921_08_27	42626 33133	   	432.89	ACR|DCR|5VULN|2TLV|3DMG	159DMG|23589VULN|47RCR|59BPWR|69TLV|aASPD
72	D3GL2	39607_08_07	36341 61133	   	432.89	ACR|DCR|5VULN|2TLV|3DMG	17RCR|29TLV|35689VULN|459DMG|59BPWR|aASPD
73	2Q9UO	10072_05_05	11616 34222	   	432.89	ACR|DCR|5VULN|3TLV|3DMG	1259aVULN|35aDMG|48RCR|5aBPWR|67aTLV
74	4255F	13647_07_18	16325 63211	   	432.89	DCR|DCR|5VULN|3TLV|3DMG	18aDMG|24589VULN|358TLV|58BPWR|67RCR
75	9ATZZ	28786_08_06	41324 13214	   	432.89	DCR|DCR|5VULN|3TLV|3DMG	137DMG|23467VULN|367BPWR|567TLV|8VENTOX|9aRCR
76	B2JKZ	33784_05_23	31235 64311	   	432.89	DCR|DCR|5VULN|3TLV|3DMG	17aDMG|257TLV|3457aVULN|57aBPWR|69RCR|8DMSP
77	GE553	49174_12_11	21532 12562	   	432.89	DCR|DCR|5VULN|3TLV|3DMG	12679VULN|3BELT|479TLV|579DMG|79BPWR|8aRCR
78	JHDHT	58080_05_08	36212 12441	   	432.89	ACR|DCR|5VULN|3TLV|3DMG	178DMG|278TLV|35789VULN|46RCR|78BPWR|aMDPS
79	JHDHT	58080_05_08	36212 12442	   	432.89	ACR|DCR|5VULN|3TLV|3DMG	178DMG|278TLV|35789VULN|46RCR|78BPWR|aMLV
80	JHDHT	58080_05_08	36212 12443	   	432.89	ACR|DCR|5VULN|3TLV|3DMG	178DMG|278TLV|35789VULN|46RCR|78BPWR|aRCVC
81	KBH44	60422_12_20	43351 33126	   	432.89	ACR|ACR|5VULN|3TLV|3DMG	179DMG|2AAC|34RCR|5679aVULN|79aBPWR|89aTLV
82	KI6CH	61020_11_16	31166 21152	   	432.89	ACR|DCR|5VULN|3TLV|3DMG	18RCR|24579VULN|357DMG|579BPWR|679TLV|aLWND
83	NB2KZ	68995_01_06	12441 33354	   	432.89	ACR|DCR|5VULN|3TLV|3DMG	1MBVNT|279TLV|3579aVULN|48RCR|679DMG|79BPWR
84	RMUF3	81543_07_30	21312 13316	   	432.89	DCR|DCR|5VULN|3TLV|3DMG	1257aVULN|27aBPWR|37aTLV|478DMG|69RCR
85	TRIUR	87701_09_12	21122 55211	   	432.89	DCR|DCR|5VULN|3TLV|3DMG	13589VULN|289TLV|4MDPS|6aRCR|789DMG|89BPWR
86	TUTS7	88001_06_15	53133 12721	   	432.89	ACR|DCR|5VULN|3TLV|3DMG	18RCR|29aTLV|3479aVULN|59aDMG|6MBVNT|9aBPWR
87	ZB22G	2962_09_13	45112 61322	   	432.89	ACR|DCR|5VULN|3TLV|3DMG	17RCR|29aTLV|3589aVULN|459DMG|59aBPWR|6MDPS
88	ZQD7S	4339_10_01	11325 12253	   	432.89	ACR|DCR|5VULN|3TLV|3DMG	15789VULN|2DMSP|3aRCR|489DMG|689TLV|89BPWR
89	ZR689	4409_11_15	23134 15361	   	432.89	ACR|ACR|5VULN|3TLV|3DMG	178TLV|23RCR|4LIT|578DMG|6789aVULN|78BPWR
90	44J2P	13865_12_28	26332 41324	   	432.89	ACR|DCR|5VULN|3TLV|3DMG	14679VULN|2aRCR|379DMG|579TLV|79BPWR|8RCVC
91	6GKOH	20689_02_04	21123 53226	   	432.89	DCR|DCR|5VULN|3TLV|3DMG	1578aVULN|2BEXP|37aTLV|47aDMG|69RCR|7aBPWR
92	818LM	25051_04_11	24313 12652	   	432.89	ACR|ACR|5VULN|3TLV|3DMG	178DMG|24RCR|378TLV|5678aVULN|78BPWR|9LHND
93	CJBKO	38158_02_06	34232 52313	   	432.89	ACR|DCR|5VULN|3TLV|3DMG	17RCR|2MDPS|39aDMG|4589aVULN|69aTLV|9aBPWR
94	CJBKO	38158_02_06	35322 52313	   	432.89	ACR|DCR|5VULN|3TLV|3DMG	17RCR|29aDMG|3589aVULN|4MDPS|69aTLV|9aBPWR
95	CJBKO	38158_02_06	35432 52313	   	432.89	ACR|DCR|5VULN|3TLV|3DMG	17RCR|29aDMG|3MDPS|4589aVULN|69aTLV|9aBPWR
96	DAGMB	40235_09_21	11536 13133	   	432.89	ACR|DCR|5VULN|3TLV|3DMG	1279aVULN|37aDUST|45RCR|679DMG|79aBPWR|89aTLV
97	DAGMB	40235_09_21	12136 13133	   	432.89	ACR|DCR|5VULN|3TLV|3DMG	1379aVULN|27aDUST|45RCR|679DMG|79aBPWR|89aTLV
98	DUGO4	42030_03_11	33151 53234	   	432.89	ACR|DCR|5VULN|3TLV|3DMG	19RCR|2478aVULN|3AAC|578TLV|678DMG|78BPWR
99	DUGO4	42030_03_11	33511 53234	   	432.89	ACR|DCR|5VULN|3TLV|3DMG	19RCR|2378aVULN|4AAC|578TLV|678DMG|78BPWR
100	KI6CH	61020_11_16	31161 21151	   	432.89	ACR|DCR|5VULN|3TLV|3DMG	18RCR|2479aVULN|357DMG|679TLV|79BPWR
101	KNSOU	61532_03_22	21252 42131	   	432.89	ACR|DCR|5VULN|3TLV|3DMG	179DMG|26RCR|3789aVULN|479TLV|5RPLT|79BPWR
102	MBDSD	66155_09_09	15242 33333	   	432.89	ACR|DCR|5VULN|3TLV|3DMG	1789aVULN|25RCR|389TLV|489DMG|6AETHUN|89BPWR
103	MI8DC	66768_05_13	33251 56112	   	432.89	ACR|ACR|5VULN|3TLV|3DMG	18aDMG|23RCR|4MDPS|58aTLV|6789aVULN|8aBPWR
104	RSKIS	82054_03_01	33335 21361	   	432.89	ACR|DCR|5VULN|3TLV|3DMG	16789VULN|2aRCR|378DMG|478TLV|5LEGI|78BPWR
105	SRG88	84823_03_17	11215 66331	   	432.89	ACR|DCR|5VULN|3TLV|3DMG	1789aVULN|25RCR|3MDPS|48aDMG|68aTLV|8aBPWR
106	4ONS2	15673_09_25	42213 11531	   	432.59	ACR|ACR|4VULN|3TLV|3DMG	14RCR|289TLV|389DMG|5AART|6789VULN|89BPWR|aZMB
107	AVKUZ	33518_12_05	22416 22242	   	432.59	DCR|DCR|4VULN|3TLV|3DMG	1479VULN|2AART|3ZMB|579DMG|679TLV|79BPWR|8aRCR
108	GOJ6U	50111_07_07	23321 54533	   	432.41	ACR|DCR|4VULN|1TLV|3DMG|3ASPD|1AEBURN	178ASPD|2789VULN|3TLV|4aRCR|5AEBURN|678DMG|78BPWR
109	MQJQK	67518_02_03	33263 56121	   	432.36	ACR|ACR|3TLV|3VULN|3DMG|1AEPOI|2DUR	17aVULN|24RCR|3AEPOI|57aDMG|679TLV|7aBPWR|8aDUR
110	R6HTO	80072_12_16	15313 36135	   	432.36	ACR|DCR|3TLV|3VULN|3DMG|1AEBURN|2DUR	178DMG|279VULN|3AEBURN|4aRCR|59DUR|679TLV|79BPWR
111	AZCRS	30715_02_15	11232 52553	   	431.92	DCR|DCR|4VULN|3TLV|3DMG	139aVULN|239TLV|39aBPWR|4RAT|5aZMB|69aDMG|78RCR
112	ILP4S	55600_10_24	23463 11262	   	431.41	ACR|DCR|4VULN|2TLV|2DMG|2ASPD|2CDMG	18RCR|237aVULN|4aASPD|57TLV|67DMG|7aBPWR|9aCDMG
113	ULFQK	90025_07_11	21213 55215	   	431.41	ACR|DCR|4VULN|2TLV|2DMG|2ASPD|2CDMG	168aVULN|25RCR|3aASPD|48DMG|78CDMG|8aBPWR|9aTLV
114	JHDHT	58080_05_08	36212 12415	   	431.25	ACR|DCR|4VULN|3TLV|3DMG	178DMG|278TLV|3578VULN|46RCR|78BPWR|9RAT|aDUR
115	RV8G1	82289_06_02	12221 53652	 * 	431.15	DCR|DCR|3VULN|2TLV|3DMG|3ASPD	127ASPD|38TLV|478DMG|578VULN|6aRCR|78BPWR|9CDMG
116	91IS2	27950_10_10	31522 22414	   	431.15	ACR|DCR|3TLV|3VULN|3DMG|3ASPD	19aASPD|24aVULN|37RCR|569DMG|89aTLV|9aBPWR
117	E55PR	42627_07_07	13133 21151	 * 	431.15	ACR|ACR|3TLV|3VULN|3DMG|3ASPD	14RCR|29aTLV|38aDMG|579ASPD|69aVULN|9aBPWR
118	MZCV2	65166_03_31	34631 23336	   	430.89	ACR|DCR|5VULN|3TLV|3ASPD	14789VULN|29RAT|3aRCR|578ASPD|678TLV|789BPWR
119	657IN	19665_04_07	12112 62165	   	430.56	DCR|DCR|3TLV|3VULN|3DMG	189DMG|2DUR|389TLV|4ASPD|5CDMG|6aRCR|789VULN|89BPWR
120	1LJJP	6779_12_09	22611 24632	   	430.42	ACR|DCR|3VULN|2TLV|2DMG|2ASPD|1AEPOI|2CDMG	179VULN|29DMG|37CDMG|45RCR|67TLV|79BPWR|89ASPD|aAEPOI
121	1KQIK	6709_09_30	31531 52221	   	430.26	ACR|DCR|3TLV|3VULN|3DMG|1AEFBLL	1aRCR|278TLV|378DMG|4RAT|5AEFBLL|678VULN|78BPWR|9DUR
122	N6H89	68587_06_19	46313 32143	   	430.24	ACR|DCR|5VULN|2TLV|3DMG	16RCR|28aDMG|3578aVULN|4AART|8aBPWR|9aTLV
123	4ONS2	15673_09_25	42213 11231	   	429.96	ACR|ACR|4VULN|3TLV|2DMG|2AEFBLL	14RCR|29aTLV|3aDMG|5AART|679aVULN|89AEFBLL|9aBPWR
124	OO2QZ	73032_10_01	36116 13116	   	429.96	ACR|DCR|4VULN|3TLV|3ASPD|1AEPOI	1AART|279ASPD|3AEPOI|48RCR|579aVULN|679TLV|79BPWR
125	S8ZU5	83075_09_02	24342 34331	   	429.96	ACR|DCR|4VULN|3TLV|3ASPD|1DMG	19RCR|248aVULN|3AART|5DMG|68aTLV|78aASPD|8aBPWR
126	PHFSB	75312_04_18	34433 51221	   	428.97	ACR|DCR|3TLV|3VULN|3ASPD|1AEPOI|1DMG	17RCR|28aVULN|38aASPD|4AEPOI|5DMG|68aTLV|8aBPWR|9AART
127	KI6CH	61020_11_16	31166 21136	   	428.90	ACR|DCR|5VULN|2TLV|3DMG	18RCR|2457aVULN|357DMG|57BPWR|67TLV|9DUR
128	ROQ7J	81711_02_19	64113 22342	   	428.90	DCR|DCR|5VULN|2TLV|3DMG	13467VULN|247DMG|47BPWR|57TLV|8DUR|9aRCR
129	FZTVF	45117_08_14	32611 16262	   	428.90	ACR|DCR|5VULN|2TLV|3DMG	1468aVULN|25RCR|348DMG|48BPWR|78TLV|9DUR
130	2HUT9	9323_08_26	32421 35612	   	428.67	DCR|DCR|4VULN|3TLV|3DUR|1AEPOI|1DMG	179TLV|2479VULN|3AEPOI|5DMG|679DUR|79BPWR|8aRCR
131	ENA7T	44254_11_04	34321 61253	   	428.50	ACR|DCR|3VULN|2TLV|3DMG|3ASPD	19aASPD|26TLV|37RCR|49aVULN|5AART|89aDMG|9aBPWR
132	8TJG3	27593_08_31	11425 33113	   	428.46	ACR|ACR|3TLV|3VULN|3DMG|2AART	14RCR|279DMG|379TLV|579VULN|68AART|79BPWR|aCDMG
133	CNCHO	38519_07_04	31112 23654	   	428.46	ACR|DCR|3TLV|3VULN|3DMG|2AART	18aDMG|2CDMG|38aVULN|49RCR|58aTLV|67AART|8aBPWR
134	GUA7O	50624_08_24	43224 23621	   	428.24	ACR|DCR|5VULN|3TLV|3ASPD	15789VULN|289TLV|3aRCR|4AART|689ASPD|89BPWR
135	MS2QD	67649_11_03	62324 26232	   	428.24	ACR|DCR|5VULN|3TLV|2DMG	1aRCR|29DMG|369TLV|45689VULN|69BPWR|7AART
136	OFMFC	72280_06_13	32632 11414	   	428.24	DCR|DCR|5VULN|3TLV|2DMG	1457aVULN|25aTLV|3AART|5aBPWR|68RCR|9aDMG
137	8O3HZ	27100_04_23	31125 31141	   	428.20	DCR|DCR|4VULN|2TLV|3DMG|3DUR	1678VULN|24TLV|378DUR|578DMG|78BPWR|9aRCR
138	7BD88	23090_05_15	15522 22362	   	428.20	ACR|ACR|4VULN|2TLV|3DMG|3DUR	13RCR|2679VULN|47TLV|579DMG|79BPWR|89aDUR
139	DAGMB	40235_09_21	13136 13132	   	428.20	ACR|DCR|4VULN|2TLV|3DMG|3DUR	1379VULN|27aDUR|45RCR|679DMG|79BPWR|89TLV
140	LAPHS	63227_10_16	33265 23343	   	428.20	ACR|DCR|4VULN|2TLV|3DMG|3DUR	157DMG|29TLV|38RCR|479aVULN|679DUR|79BPWR
141	PANET	74705_07_16	41114 53323	   	428.20	ACR|DCR|4VULN|2TLV|3DMG|3DUR	1789VULN|26TLV|3aRCR|489DMG|589DUR|89BPWR
142	3ZQ8C	10656_05_04	23134 31643	   	428.20	ACR|ACR|4VULN|3TLV|3DMG	12RCR|379aVULN|4AAC|5CDMG|69aDMG|89aTLV|9aBPWR
143	697RN	20024_12_01	32236 31563	   	428.20	ACR|ACR|4VULN|2TLV|3DMG|3DUR	14RCR|279DUR|37aDMG|5679VULN|79BPWR|89TLV
144	72Q1D	22318_10_11	31365 36112	   	428.20	ACR|DCR|4VULN|3TLV|3DMG	19RCR|27aDMG|3ASPD|47aTLV|567aVULN|7aBPWR|8RMIN
145	BZCAA	33584_06_27	33213 34416	   	428.20	ACR|DCR|4VULN|3TLV|3DMG	16RCR|2459VULN|345DMG|459BPWR|79aTLV|89FLTHEA
146	FZDJV	45071_10_02	53462 13322	   	428.20	ACR|ACR|4VULN|3TLV|3DMG	14RCR|259aVULN|3ASPD|6RPLT|79aTLV|89aDMG|9aBPWR
147	H3AC5	51073_08_11	15136 13521	   	428.20	ACR|DCR|4VULN|3TLV|3DMG	17RCR|258TLV|3458VULN|58BPWR|68aDMG|9CDMG
148	J67PT	57077_05_11	21146 32252	   	428.20	ACR|DCR|4VULN|3TLV|3DMG	18aTLV|2ASPD|37RCR|48aDMG|568aVULN|8aBPWR|9RCVC
149	JHDHT	58080_05_08	36212 12226	   	428.20	ACR|DCR|4VULN|3TLV|3DMG	179DMG|279TLV|3579VULN|46RCR|79BPWR|8AAC|aASPD
150	JHDHT	58080_05_08	36212 12434	   	428.20	ACR|DCR|4VULN|3TLV|3DMG	178DMG|278TLV|3578VULN|46RCR|78BPWR|9FEWX|aASPD
151	JHDHT	58080_05_08	36212 13126	   	428.20	ACR|DCR|4VULN|3TLV|3DMG	189DMG|289TLV|3589VULN|46RCR|7RMIN|89BPWR|aASPD
