0	Code 	Date      	Index      	 *	Score 	Summary	Detail	
43	Z8BIV	2720_03_25	12235 32432	   	352.19	DCR|2SPLARM|2MDPS|3VULN|2ASPD|2DUR	18ASPD|256VULN|38DUR|48SPLARM|7RCR|8BPWR|9aMDPS
44	V4CRH	91362_12_06	23653 33531	   	352.04	DCR|2SPLARM|2MDPS|3VULN|2DMG|1ASPD	17DMG|237VULN|4LHND|5ASPD|67SPLARM|7BPWR|8RCR|9aMDPS
45	UKN5Z	89956_05_06	13521 26151	   	351.41	DCR|2SPLARM|2MDPS|2VULN|2DMG|1AART	1RMIN|27DMG|3DUR|47VULN|5AART|67SPLARM|7BPWR|8RCR|9aMDPS
46	FJR35	46814_02_16	42561 22213	   	351.37	DCR|2SPLARM|2MDPS|2VULN|1AART|1DMG|1CDMG	15VULN|2CDMG|3DUR|45SPLARM|5BPWR|6RCR|7DMG|8AART|9aMDPS
47	9TTCI	30492_04_17	31316 54333	   	351.36	DCR|2SPLARM|2MDPS|2VULN|2DMG|2ASPD|1AAC	18ASPD|25VULN|38DMG|4AAC|6RCR|78SPLARM|8BPWR|9aMDPS
48	PJROT	75525_01_26	13143 43124	 * 	351.35	ACR|4VULN|2SPLARM|2MDPS|2ASPD|1AART	1RCR|2368VULN|38BPWR|48ASPD|58SPLARM|7AART|9aMDPS
49	PJROT	75525_01_26	13613 43124	   	351.35	ACR|4VULN|2SPLARM|2MDPS|2ASPD|1AART	1RCR|2468VULN|38ASPD|58SPLARM|7AART|8BPWR|9aMDPS
50	Q7RR3	77319_07_30	23653 13122	   	351.16	DCR|3VULN|1SPLARM|3DMG|3ASPD|1MDPS|1AAC	178VULN|2SPLARM|3LEGI|478DMG|578ASPD|6RCR|78BPWR|9AAC|aMDPS
51	L9O46	63134_01_27	36222 13146	 * 	351.04	DCR|3SPLARM|2MDPS|2VULN|3ZMB|1AART|1ASPD	147SPLARM|247ZMB|3AART|47BPWR|57VULN|6RCR|8ASPD|9aMDPS
52	3TZOO	13186_08_21	35215 12151	   	350.65	DCR|2SPLARM|2MDPS|3VULN|2DMG|1AAC	17DMG|2MSLFST|347VULN|57SPLARM|6RCR|7BPWR|89MDPS|aAAC
53	5SP8C	18907_05_21	25152 21511	   	350.64	DCR|2SPLARM|2MDPS|2VULN|2DMG|1AART	1AART|27DMG|37SPLARM|4ERES|5ZMB|67VULN|7BPWR|8RCR|9aMDPS
54	5SP8C	18907_05_21	25162 21511	   	350.64	DCR|2SPLARM|2MDPS|2VULN|2DMG|1AART	1AART|27DMG|37SPLARM|4TLV|5ZMB|67VULN|7BPWR|8RCR|9aMDPS
55	JPIM5	58812_06_20	53351 63311	 * 	350.36	DCR|3MDPS|2SPLARM|3VULN|3DMG	17SPLARM|247DMG|357VULN|69aMDPS|7BPWR|8RCR
56	PAQU5	74715_04_15	35333 34632	   	350.29	DCR|2SPLARM|2MDPS|3VULN|2ASPD|2DUR	17SPLARM|247VULN|34ASPD|47BPWR|5LWND|67DUR|8RCR|9aMDPS
57	ULJ2R	90034_08_28	13313 13541	   	350.19	DCR|3VULN|1SPLARM|3DMG|1MDPS|2ASPD|1AART	139DMG|239VULN|39BPWR|4DUR|5SPLARM|6AART|7RCR|89ASPD|aMDPS
58	DQTIS	41707_04_26	52312 13424	 * 	350.06	DCR|2SPLARM|2MDPS|3DMG|3ASPD|2CDMG	148ASPD|234DMG|48BPWR|58SPLARM|68CDMG|7RCR|9aMDPS
59	ZFL3K	3374_12_06	35263 41233	   	349.97	DCR|2SPLARM|2MDPS|2VULN|1AART|1DMG|1ASPD	1AART|24SPLARM|34VULN|4BPWR|5DUR|6DMG|7ASPD|8RCR|9aMDPS
60	U2NBV	88342_01_27	23226 33511	   	349.90	DCR|4VULN|2SPLARM|2MDPS|2DUR|1CDMG	17DUR|2CDMG|37SPLARM|4567VULN|7BPWR|8RCR|9aMDPS
61	VKP6A	92832_12_20	41218 52331	 * 	349.56	DCR|2SPLARM|2MDPS|2VULN|2AART|2ASPD	1MBVNT|27SPLARM|35AART|47VULN|67ASPD|7BPWR|8RCR|9aMDPS
62	BKRDF	35421_02_18	13432 21252	   	349.44	DCR|2SPLARM|2MDPS|3VULN|2DMG|1CDMG	157VULN|27DMG|3LHND|4CDMG|67SPLARM|7BPWR|8RCR|9aMDPS
63	9DLGS	29034_10_17	14346 12313	   	349.42	ACR|2SPLARM|2MDPS|3DMG|2VULN|1AART|2ZMB	18VULN|2RCR|35SPLARM|458DMG|58BPWR|68ZMB|7AART|9aMDPS
64	V8EZS	91725_01_24	24263 32151	 * 	349.40	DCR|5VULN|1SPLARM|3DMG|3ASPD|1MDPS	13789VULN|2SPLARM|479ASPD|579DMG|6RCR|79BPWR|aMDPS
65	TF4S7	86585_08_17	11623 34622	 * 	349.39	DCR|3SPLARM|2MDPS|2VULN|2DMG|3DUR	156DUR|27VULN|37DMG|457SPLARM|57BPWR|8RCR|9aMDPS
66	GA88G	48824_10_15	22241 61252	   	349.36	DCR|2SPLARM|2MDPS|2VULN|2DMG|2ASPD	18VULN|28SPLARM|3AIRARM|46ASPD|58DMG|7RCR|8BPWR|9aMDPS
67	8U984	27654_08_24	42325 12411	   	349.36	DCR|2SPLARM|2MDPS|2VULN|2DMG|2ASPD|1AAC	18DMG|26VULN|38ASPD|4AAC|58SPLARM|7RCR|8BPWR|9aMDPS
68	LDE4K	63464_12_08	13211 36626	   	349.34	DCR|2SPLARM|2MDPS|3VULN|2DMG|1CDMG	17SPLARM|247VULN|34DMG|47BPWR|5CDMG|67DUST|8RCR|9aMDPS
69	B6NVB	34155_06_19	22361 61326	 * 	348.73	DCR|3SPLARM|2MDPS|3VULN|2DMG	134VULN|236SPLARM|36BPWR|56DMG|7DUR|8RCR|9aMDPS
70	NLI8E	69936_01_08	25126 32411	   	348.06	ACR|2SPLARM|2MDPS|3VULN|2ASPD|2DUR|1NUKE	147VULN|24DUR|3RCR|47BPWR|57SPLARM|67ASPD|89MDPS|aNUKE
71	4CVQ1	14619_05_26	21124 52532	 * 	348.02	DCR|2SPLARM|2MDPS|3VULN|3ZMB|1AART	167ZMB|2CGEN|3AART|47SPLARM|567VULN|67BPWR|8RCR|9aMDPS
72	4CVQ1	14619_05_26	26121 52532	   	348.02	DCR|2SPLARM|2MDPS|3VULN|3ZMB|1AART	167ZMB|2MLV|3AART|47SPLARM|567VULN|67BPWR|8RCR|9aMDPS
73	EZV1S	42249_09_23	62112 43622	   	347.93	DCR|2SPLARM|2MDPS|2VULN|2DMG|1AART|2DUR	1AART|28VULN|37DUR|48DMG|58SPLARM|6RCR|8BPWR|9aMDPS
74	NI52M	69629_12_02	13263 42215	 * 	347.87	DCR|4VULN|2SPLARM|2MDPS|2ASPD	18ASPD|2CGEN|3468VULN|58SPLARM|7RCR|8BPWR|9aMDPS
75	NI52M	69629_12_02	11263 42215	   	347.77	DCR|4VULN|2SPLARM|2MDPS|2ASPD	18ASPD|2ERES|3468VULN|58SPLARM|7RCR|8BPWR|9aMDPS
76	OIUZA	72570_09_15	11432 25163	 * 	347.77	DCR|4VULN|2SPLARM|2MDPS|3DUR	1346VULN|234DUR|346BPWR|56SPLARM|7RCR|8LWND|9aMDPS
77	OIUZA	72570_09_15	11432 25263	   	347.77	DCR|4VULN|2SPLARM|2MDPS|3DUR	1346VULN|234DUR|346BPWR|56SPLARM|7RCR|8LHND|9aMDPS
