0	Index      	 *	Score 	Summary	Detail	
1	63612 31621	 * 	192.73	DCR|4VULN|1AART|1DMG|1CDMG	1589VULN|2MBVNT|3AART|4MLV|6RCR|7DMG|aCDMG
41	63612 31146	   	173.85	DCR|2VULN|2DMG|1AART|1DUR	15VULN|2MBVNT|3AART|4MLV|6RCR|79DMG|8CGEN|aDUR
42	63612 31136	   	173.85	DCR|2VULN|2DMG|1AART|1DUR	15VULN|2MBVNT|3AART|4MLV|6RCR|7aDMG|8CGEN|9DUR
43	63612 37122	   	173.85	DCR|2VULN|2DMG|1AART|1ASPD	15VULN|2MBVNT|3AART|4MLV|6RCR|7LIT|8aDMG|9ASPD
44	43721 11326	   	173.67	DCR|3VULN|2DMG|1AART	1BEXP|2MBVNT|3RPLT|469VULN|56DMG|6BPWR|7DMSP|8RCR|aAART
45	43721 13326	   	173.67	DCR|3VULN|2DMG|1AART	17BEXP|2MBVNT|3RPLT|469VULN|56DMG|6BPWR|8RCR|aAART
46	62111 44326	   	173.66	DCR|4VULN|2DMG|1ASPD|1SELL	1589VULN|2SELL|3RMIN|48DMG|6MBVNT|7RCR|8BPWR|aASPD
47	62311 17324	 * 	173.22	ACR|5VULN|2ZMB|2ASPD|1SELL	1589aVULN|2SELL|3RCR|4MBVNT|58BPWR|68ASPD|78ZMB
48	62317 17324	 * 	173.22	ACR|5VULN|2ZMB|2ASPD|1SELL	1589aVULN|2SELL|3RCR|4MBVNT|68ASPD|78ZMB|8BPWR
49	62111 44361	 * 	173.21	DCR|3VULN|2DMG|1CDMG|1DUR|1SELL	158VULN|2SELL|3RMIN|48DMG|6MBVNT|7RCR|8BPWR|9DUR|aCDMG
50	62316 82434	 * 	172.90	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD|1SELL	16VULN|2SELL|3RCR|4MBVNT|56CDMG|6BPWR|7LWND|8DMG|9AART|aASPD
51	62341 11213	 * 	172.61	ACR|2VULN|2DMG|1FLTHEA|2DUR|1ASPD|1SELL	15VULN|2SELL|3RCR|45DUR|5BPWR|6ASPD|79DMG|8ERES|aFLTHEA
52	12346 34312	   	171.98	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR|1SELL	1DUST|2SELL|3RCR|4DUR|5aVULN|6DMG|7AART|8ASPD|9ZMB
53	63612 31644	   	171.92	DCR|3VULN|1AART|1DMG|1ASPD	158VULN|2MBVNT|3AART|4MLV|6RCR|7DMG|9LHND|aASPD
54	62363 25121	 * 	171.89	ACR|3VULN|2DMG|1CDMG|1SELL	17aVULN|2SELL|3RCR|4CDMG|5RCVC|69DMG|8RMIN
55	12336 31453	 * 	171.63	ACR|2VULN|2DMG|1AART|1ASPD|1SELL	1DUST|2SELL|3RCR|4LWND|58VULN|6aDMG|7AART|9ASPD
56	62311 11524	 * 	171.62	ACR|5VULN|1DMG|1ASPD|1SELL	1589aVULN|2SELL|3RCR|4MBVNT|5BPWR|6ASPD|7DMG
57	62317 11524	 * 	171.62	ACR|5VULN|1DMG|1ASPD|1SELL	1589aVULN|2SELL|3RCR|4MBVNT|6ASPD|7DMG
58	63664 14232	   	171.28	DCR|3VULN|1AART|1DMG|1ZMB	159VULN|2MBVNT|3AART|457LIT|5BPWR|6ZMB|8RCR|aDMG
59	62341 11421	 * 	171.22	ACR|4VULN|1DMG|2DUR|1ASPD|1SELL	1589VULN|2SELL|3RCR|45DUR|5BPWR|6ASPD|7DMG|aBEXP
60	63122 28644	   	171.22	DCR|3VULN|3DMG	149VULN|2MBVNT|3CGEN|5RCVC|69aDMG|7RCR|89ERES|9BPWR
61	62341 11422	 * 	171.12	ACR|4VULN|1DMG|2DUR|1ASPD|1SELL	1589VULN|2SELL|3RCR|45DUR|5BPWR|6ASPD|7DMG|aERES
62	62341 11423	 * 	171.12	ACR|4VULN|1DMG|2DUR|1ASPD|1SELL	1589VULN|2SELL|3RCR|45DUR|5BPWR|6ASPD|7DMG|aTLV
63	63432 42518	 * 	171.10	DCR|3VULN|3ZMB|1AART	18aVULN|2MBVNT|3LIT|49aZMB|5aLWND|6RCR|7AART|aBPWR
64	12317 38622	 * 	170.99	ACR|3VULN|3DMG|1SELL	18DUST|2SELL|3RCR|4MBVNT|58aVULN|689DMG|7RPLT|8BPWR
65	62314 38622	 * 	170.99	ACR|3VULN|3DMG|1SELL	18aVULN|2SELL|3RCR|4MBVNT|58DUST|689DMG|7RPLT|8BPWR
66	33224 41844	   	170.93	DCR|3VULN|2AART|1DMG	1LHND|2MBVNT|3ERES|46aVULN|5DMG|7RCR|89AART
67	63214 41844	   	170.93	DCR|3VULN|2AART|1DMG	16aVULN|2MBVNT|3ERES|4LHND|5DMG|7RCR|89AART
68	51345 21321	 * 	170.92	DCR|2VULN|2DMG|2CDMG|3DUR	1CGEN|24VULN|346DUR|4BPWR|5aCDMG|79DMG|8RCR
69	62341 31343	 * 	170.89	ACR|3VULN|1AART|3DUR|2ASPD|1SELL	158VULN|2SELL|3RCR|458DUR|58BPWR|6RMIN|78ASPD|9BEXP|aAART
70	62341 31363	 * 	170.89	ACR|3VULN|1AART|3DUR|2ASPD|1SELL	158VULN|2SELL|3RCR|458DUR|58BPWR|6RMIN|78ASPD|9LHND|aAART
71	51633 63132	   	170.86	DCR|3VULN|3DMG|1DUR	1CGEN|26aVULN|3ERES|4DUR|56aDMG|6aBPWR|7FEWX|8aLWND|9RCR
72	63262 11314	 * 	170.85	DCR|3DMG|2VULN|1CDMG|1ASPD	1aVULN|2MBVNT|3ERES|4CDMG|5ASPD|679DMG|8RCR
73	63262 11342	 * 	170.85	DCR|3VULN|2DMG|1CDMG|1ASPD	19aVULN|2MBVNT|3ERES|4CDMG|5ASPD|67DMG|8RCR
74	51633 61331	   	170.81	DCR|3VULN|2DMG|1ZMB|1DUR	18CGEN|269VULN|3ERES|4DUR|56DMG|6BPWR|7RCR|aZMB
75	62341 11411	 * 	170.77	ACR|3VULN|1DMG|1CDMG|2DUR|1ASPD|1SELL	158VULN|2SELL|3RCR|45DUR|5BPWR|6ASPD|7DMG|9LWND|aCDMG
76	13428 48344	   	170.61	DCR|2AART|2DMG|1VULN|2DUR	19DUST|2MBVNT|35AART|4FEWX|69DUR|7RCR|89DMG|9BPWR|aVULN
77	62114 44322	   	170.56	DCR|3DMG|2VULN|1ZMB|1ASPD|1SELL	18VULN|2SELL|3RMIN|458DMG|6MBVNT|7RCR|8BPWR|9ASPD|aZMB
78	63324 63623	   	170.30	DCR|3VULN|2DMG|2DUR	18aVULN|2MBVNT|3CANSTR|4RPLT|5RCVC|6RCR|7aDUR|9aDMG|aBPWR
79	34323 14342	   	170.17	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1LHND|2MLV|3DUR|4aVULN|5RCR|6ASPD|7AART|8DMG|9CDMG
80	36323 14342	   	170.17	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1LHND|2CGEN|3DUR|4aVULN|5RCR|6ASPD|7AART|8DMG|9CDMG
81	51313 14342	   	170.17	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1CGEN|2aVULN|3DUR|4LHND|5RCR|6ASPD|7AART|8DMG|9CDMG
82	52323 14342	   	170.17	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1CGEN|2LWND|3DUR|4aVULN|5RCR|6ASPD|7AART|8DMG|9CDMG
83	63642 18322	 * 	170.11	DCR|3VULN|2AART|3DUR	16aVULN|2MBVNT|35AART|469DUR|6BPWR|7RCR|8BEXP
84	63642 18442	   	170.11	DCR|3VULN|2AART|3DUR	16aVULN|2MBVNT|35AART|468DUR|6BPWR|7RCR|9LWND
85	62311 17342	 * 	170.10	ACR|3VULN|1AART|2ZMB|2ASPD|1SELL	158VULN|2SELL|3RCR|4MBVNT|58BPWR|68ASPD|78ZMB|9AART|aLHND
86	62311 17344	 * 	170.10	ACR|3VULN|1AART|2ZMB|2ASPD|1SELL	158VULN|2SELL|3RCR|4MBVNT|58BPWR|68ASPD|78ZMB|9AART|aBELT
87	62311 17346	 * 	170.10	ACR|3VULN|1AART|2ZMB|2ASPD|1SELL	158VULN|2SELL|3RCR|4MBVNT|58BPWR|68ASPD|78ZMB|9AART|aLWND
88	62311 17347	 * 	170.10	ACR|3VULN|1AART|2ZMB|2ASPD|1SELL	158VULN|2SELL|3RCR|4MBVNT|58BPWR|68ASPD|78ZMB|9AART|aLIT
89	62317 17342	 * 	170.10	ACR|3VULN|1AART|2ZMB|2ASPD|1SELL	158VULN|2SELL|3RCR|4MBVNT|68ASPD|78ZMB|8BPWR|9AART|aLHND
90	62317 17344	 * 	170.10	ACR|3VULN|1AART|2ZMB|2ASPD|1SELL	158VULN|2SELL|3RCR|4MBVNT|68ASPD|78ZMB|8BPWR|9AART|aBELT
91	62341 11512	 * 	170.06	ACR|2VULN|2DMG|2DUR|1ZMB|1ASPD|1SELL	15VULN|2SELL|3RCR|45DUR|5BPWR|6ASPD|79DMG|8ZMB|aFEWX
92	62341 25321	 * 	170.06	ACR|3VULN|1DMG|3DUR|1CDMG|1SELL	158VULN|2SELL|3RCR|458DUR|58BPWR|68LWND|7RCVC|9DMG|aCDMG
93	11225 16513	 * 	170.04	ACR|3DMG|1AART|1VULN|1DUR	17DUST|27LIT|3AART|4RCR|5RMIN|67aDMG|7BPWR|8VULN|9DUR
94	11225 16522	   	170.04	ACR|3DMG|1AART|1VULN|1ASPD	17DUST|27LIT|3AART|4RCR|5RMIN|67aDMG|7BPWR|8VULN|9ASPD
95	22225 16513	   	170.04	ACR|3DMG|1AART|1VULN|1DUR	17LIT|27DUST|3AART|4RCR|5RMIN|67aDMG|7BPWR|8VULN|9DUR
96	22225 16522	   	170.04	ACR|3DMG|1AART|1VULN|1ASPD	17LIT|27DUST|3AART|4RCR|5RMIN|67aDMG|7BPWR|8VULN|9ASPD
97	63642 18412	   	170.01	DCR|3VULN|2AART|3DUR	16aVULN|2MBVNT|35AART|468DUR|6BPWR|7RCR|9DUST
98	62311 17343	 * 	170.00	ACR|3VULN|1AART|2ZMB|2ASPD|1SELL	158VULN|2SELL|3RCR|4MBVNT|58BPWR|68ASPD|78ZMB|9AART|aTLV
99	62317 17343	 * 	170.00	ACR|3VULN|1AART|2ZMB|2ASPD|1SELL	158VULN|2SELL|3RCR|4MBVNT|68ASPD|78ZMB|8BPWR|9AART|aTLV
100	62341 11511	 * 	169.96	ACR|2VULN|2DMG|2DUR|1ZMB|1ASPD|1SELL	15VULN|2SELL|3RCR|45DUR|5BPWR|6ASPD|79DMG|8ZMB|aERES
101	63612 33622	   	169.92	DCR|2AART|2VULN|1DMG|1DUR	15VULN|2MBVNT|39AART|4MLV|6RCR|7RCVC|8DUR|aDMG
102	32343 34432	 * 	169.79	ACR|3VULN|1AART|1DMG|1DUR|1SELL	1LHND|2SELL|3RCR|4DUR|5BEXP|6DMG|7AART|89aVULN
103	42336 31132	 * 	169.79	ACR|3VULN|1AART|1DMG|1DUR|1SELL	1BEXP|2SELL|3RCR|4LWND|59aVULN|6DMG|7AART|8DUR
104	63152 28134	   	169.73	DCR|4VULN|2DMG|1SELL	149aVULN|2MBVNT|349CGEN|49BPWR|5RCVC|69DMG|7RCR|8SELL
105	11224 11563	 * 	169.70	ACR|2AART|2VULN|1DMG|1ZMB	1DUST|2LIT|35AART|4RCR|6ZMB|7TLV|89VULN|aDMG
106	22224 11563	   	169.70	ACR|2AART|2VULN|1DMG|1ZMB	1LIT|2DUST|35AART|4RCR|6ZMB|7TLV|89VULN|aDMG
107	12336 31132	 * 	169.69	ACR|3VULN|1AART|1DMG|1DUR|1SELL	1DUST|2SELL|3RCR|4LWND|59aVULN|6DMG|7AART|8DUR
108	12343 36432	 * 	169.69	ACR|3VULN|1AART|1DMG|1DUR|1SELL	1DUST|2SELL|3RCR|4DUR|5BEXP|6DMG|7AART|89aVULN
109	32342 34432	 * 	169.69	ACR|3VULN|1AART|1DMG|1DUR|1SELL	1LHND|2SELL|3RCR|4DUR|5DUST|6DMG|7AART|89aVULN
110	42317 35132	 * 	169.69	ACR|3VULN|1AART|1DMG|1DUR|1SELL	1BEXP|2SELL|3RCR|4MBVNT|59aVULN|6DMG|7AART|8DUR
111	42326 34132	 * 	169.69	ACR|3VULN|1AART|1DMG|1DUR|1SELL	1BEXP|2SELL|3RCR|4DUST|59aVULN|6DMG|7AART|8DUR
112	63122 28134	   	169.63	DCR|4VULN|2DMG|1SELL	149aVULN|2MBVNT|39CGEN|5RCVC|69DMG|7RCR|8SELL|9BPWR
113	12317 35132	 * 	169.59	ACR|3VULN|1AART|1DMG|1DUR|1SELL	1DUST|2SELL|3RCR|4MBVNT|59aVULN|6DMG|7AART|8DUR
114	62314 35132	 * 	169.59	ACR|3VULN|1AART|1DMG|1DUR|1SELL	19aVULN|2SELL|3RCR|4MBVNT|5DUST|6DMG|7AART|8DUR
115	62346 11212	 * 	169.22	ACR|3VULN|2DMG|1DUR|1ASPD|1SELL	15aVULN|2SELL|3RCR|4DUR|6ASPD|79DMG|8ERES
116	12346 34332	 * 	169.05	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|2DUR|1SELL	19DUST|2SELL|3RCR|49DUR|5VULN|6DMG|7AART|89ASPD|9BPWR|aCDMG
117	63321 22623	 * 	168.91	DCR|3VULN|2DMG|3DUR	18aVULN|2MBVNT|36CANSTR|4RPLT|56aDUR|6aBPWR|7RCR|9aDMG
118	63321 72623	   	168.91	DCR|3VULN|2DMG|3DUR	18aVULN|2MBVNT|3CANSTR|4RPLT|56aDUR|7RCR|9aDMG|aBPWR
119	62321 14212	 * 	168.89	ACR|3VULN|2DMG|2ASPD|1SELL	15aVULN|2SELL|3RCR|457DUST|5aBPWR|6aASPD|8aDMG|9DLOT
120	63262 11343	 * 	168.85	DCR|2VULN|2DMG|1CDMG|1FLTHEA|1ASPD	19VULN|2MBVNT|3ERES|4CDMG|5ASPD|67DMG|8RCR|aFLTHEA
121	13721 87314	   	168.52	DCR|3VULN|3DMG	189DUST|2MBVNT|3RPLT|4aBEXP|58aDMG|68aVULN|7RCR|8aBPWR
122	13728 37314	   	168.52	DCR|3VULN|3DMG	189DUST|2MBVNT|3RPLT|4aBEXP|58aVULN|68aDMG|7RCR|8aBPWR
123	13731 87314	   	168.52	DCR|3VULN|3DMG	189DUST|2MBVNT|3RPLT|4aLWND|58aDMG|68aVULN|7RCR|8aBPWR
124	13738 37314	   	168.52	DCR|3VULN|3DMG	189DUST|2MBVNT|3RPLT|4aLWND|58aVULN|68aDMG|7RCR|8aBPWR
125	63612 31424	   	168.50	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	15VULN|2MBVNT|3AART|4MLV|6RCR|7DMG|89DUR|aASPD
126	62311 11542	 * 	168.49	ACR|3VULN|1AART|1DMG|1ASPD|1SELL	158VULN|2SELL|3RCR|4MBVNT|5BPWR|6ASPD|7DMG|9AART|aLHND
127	62311 11544	 * 	168.49	ACR|3VULN|1AART|1DMG|1ASPD|1SELL	158VULN|2SELL|3RCR|4MBVNT|5BPWR|6ASPD|7DMG|9AART|aMLV
128	62311 11547	 * 	168.49	ACR|3VULN|1AART|1DMG|1ASPD|1SELL	158VULN|2SELL|3RCR|4MBVNT|5BPWR|6ASPD|7DMG|9AART|aCGEN
129	62317 11542	 * 	168.49	ACR|3VULN|1AART|1DMG|1ASPD|1SELL	158VULN|2SELL|3RCR|4MBVNT|6ASPD|7DMG|9AART|aLHND
130	62317 11544	 * 	168.49	ACR|3VULN|1AART|1DMG|1ASPD|1SELL	158VULN|2SELL|3RCR|4MBVNT|6ASPD|7DMG|9AART|aMLV
131	32317 36434	 * 	168.49	ACR|3VULN|1AART|1DMG|1ASPD|1SELL	1LHND|2SELL|3RCR|4MBVNT|578VULN|6ASPD|9AART|aDMG
132	62311 14434	 * 	168.49	ACR|3VULN|1AART|1DMG|1ASPD|1SELL	158VULN|2SELL|3RCR|4MBVNT|5BPWR|6ASPD|7LHND|9AART|aDMG
133	62317 14434	 * 	168.49	ACR|3VULN|1AART|1DMG|1ASPD|1SELL	158VULN|2SELL|3RCR|4MBVNT|6ASPD|7LHND|9AART|aDMG
134	33124 71826	   	168.45	DCR|2VULN|2DMG|1AART|1DUR	1LHND|2MBVNT|3CGEN|46VULN|5aDMG|7RCR|8AART|9DUR
135	43122 21826	   	168.45	DCR|2VULN|2DMG|1AART|1DUR	1BEXP|2MBVNT|3CGEN|45VULN|6aDMG|7RCR|8AART|9DUR
136	51162 37434	   	168.42	DCR|3VULN|3DMG	19CGEN|249VULN|3AIRHEA|5MBVNT|6DUST|7RCR|89aDMG|9BPWR
137	62311 11543	 * 	168.39	ACR|3VULN|1AART|1DMG|1ASPD|1SELL	158VULN|2SELL|3RCR|4MBVNT|5BPWR|6ASPD|7DMG|9AART|aERES
138	62317 11543	 * 	168.39	ACR|3VULN|1AART|1DMG|1ASPD|1SELL	158VULN|2SELL|3RCR|4MBVNT|6ASPD|7DMG|9AART|aERES
139	63662 33322	 * 	168.31	DCR|2AART|2VULN|2CDMG|2DUR	17VULN|2MBVNT|3aAART|4LIT|57DUR|67CDMG|7BPWR|8RCR|9FEWX
140	56321 63322	   	168.29	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2RCR|3DUR|4aVULN|5DUST|6AART|7ZMB|8DMG|9BEXP
141	62111 44318	   	168.27	DCR|3VULN|3DMG|1SELL	158VULN|2SELL|3RMIN|48aDMG|6MBVNT|7RCR|8BPWR|9LWND
142	11224 23363	   	168.24	ACR|2AART|2VULN|1DMG|1DUR	1DUST|2LIT|35AART|4RCR|6RCVC|79VULN|8DUR|aDMG
143	22224 23363	   	168.24	ACR|2AART|2VULN|1DMG|1DUR	1LIT|2DUST|35AART|4RCR|6RCVC|79VULN|8DUR|aDMG
144	63612 31147	   	168.22	DCR|2VULN|2DMG|1AART	15VULN|2MBVNT|3AART|4MLV|6RCR|79DMG|8CGEN|aRCVC
145	62341 31312	 * 	168.10	ACR|4VULN|3ASPD|3DUR|1SELL	158aVULN|2SELL|3RCR|458DUR|58aBPWR|6RMIN|78aASPD|9DLOT
146	11225 16512	 * 	168.03	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	17DUST|27LIT|3AART|4RCR|5RMIN|67DMG|7BPWR|8VULN|9DUR|aCDMG
147	22225 16512	   	168.03	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	17LIT|27DUST|3AART|4RCR|5RMIN|67DMG|7BPWR|8VULN|9DUR|aCDMG
148	51633 61232	   	167.95	DCR|2VULN|2DMG|1AART|1DUR	1CGEN|26VULN|3ERES|4DUR|56DMG|6BPWR|7RCR|8RMIN|9AART|aLHND
149	51633 61233	   	167.95	DCR|2VULN|2DMG|1AART|1DUR	1CGEN|26VULN|3ERES|4DUR|56DMG|6BPWR|7RCR|8RMIN|9AART|aDMSP
150	24223 62413	   	167.93	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1LIT|2BEXP|3AART|4RCR|5CANHEL|6DMG|79VULN|8FLTHEA|aDUR
151	41223 62413	   	167.93	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1BEXP|2LIT|3AART|4RCR|5CANHEL|6DMG|79VULN|8FLTHEA|aDUR
152	63324 52623	   	167.90	DCR|3VULN|2DMG|2DUR	18aVULN|2MBVNT|3CANSTR|4RPLT|5RCVC|6aDUR|7RCR|9aDMG|aBPWR
153	51633 61231	   	167.85	DCR|2VULN|2DMG|1AART|1DUR	1CGEN|26VULN|3aERES|4DUR|56DMG|6BPWR|7RCR|8RMIN|9AART
154	43122 21634	   	167.85	DCR|2VULN|2DMG|1AART|1ASPD	1BEXP|2MBVNT|3CGEN|45VULN|68DMG|7RCR|9AART|aASPD
155	43122 21636	   	167.85	DCR|2VULN|2DMG|1AART|1DUR	1BEXP|2MBVNT|3CGEN|45VULN|68DMG|7RCR|9AART|aDUR
156	43322 21634	   	167.85	DCR|2VULN|2DMG|1AART|1ASPD	1BEXP|2MBVNT|3MLV|45VULN|68DMG|7RCR|9AART|aASPD
157	43322 21636	   	167.85	DCR|2VULN|2DMG|1AART|1DUR	1BEXP|2MBVNT|3MLV|45VULN|68DMG|7RCR|9AART|aDUR
158	63812 21634	   	167.85	DCR|2VULN|2DMG|1AART|1ASPD	15VULN|2MBVNT|3BEXP|4CGEN|68DMG|7RCR|9AART|aASPD
159	11223 62413	   	167.83	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DUST|2LIT|3AART|4RCR|5CANHEL|6DMG|79VULN|8FLTHEA|aDUR
160	22223 62413	   	167.83	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1LIT|2DUST|3AART|4RCR|5CANHEL|6DMG|79VULN|8FLTHEA|aDUR
161	62316 11823	 * 	167.79	ACR|3VULN|2AART|1CDMG|1SELL	18aVULN|2SELL|3RCR|4MBVNT|5CDMG|6BEXP|79AART
