0	Index      	Bounty	 *	Score 	Summary	Detail	
1	43522 26313	10	 * 	278.41	DCR|5VULN|3LIT|1DMG|1ASPD	179CGEN|279LIT|3DMG|4ASPD|5789aVULN|6RCR|79BPWR
13	31246 32622	5	 * 	268.25	DCR|5VULN|2ASPD|2CDMG	12ASPD|2BPWR|35789VULN|4aCDMG|6RCR
14	16113 62412	7	 * 	268.00	DCR|4VULN|2DUR|2TLV|1AART	169ERES|2aTLV|39DUR|4569VULN|69BPWR|7AART|8RCR
15	62113 62411	7	 * 	267.85	DCR|4VULN|3DUR|1TLV	169DUR|2CGEN|39ERES|4569VULN|69BPWR|7DLOT|8RCR|aTLV
16	53422 31412	8	 * 	265.53	DCR|4VULN|1DMG|2TLV|1AART	16TLV|2LIT|3AART|4ERES|569aVULN|6BPWR|7DMG|8RCR
17	53422 31412	9	   	265.53	DCR|4VULN|1DMG|2TLV|1AART	16TLV|2LIT|3AART|4ERES|569aVULN|6BPWR|7DMG|8RCR
18	66311 82412	9	 * 	265.37	DCR|3VULN|3DUR|1DMG|1TLV	14aDUR|2MBVNT|39aVULN|5DMG|6TLV|7aCGEN|8RCR|aBPWR
19	66311 82414	10	   	265.37	DCR|3VULN|3DUR|1DMG|1TLV	14aDUR|2MBVNT|39aVULN|5DMG|6TLV|7aCGEN|8RCR|aBPWR
20	31246 32631	5	   	264.96	DCR|4VULN|2ASPD|2CDMG|1DUR	12ASPD|2BPWR|3578VULN|4aCDMG|6RCR|9DUR
21	63353 31225	7	 * 	264.39	DCR|3VULN|2DMG|2DUR|1ASPD	19DUR|2LHND|39aVULN|4ERES|5LEGI|6ASPD|7RCR|89DMG|9BPWR
22	16113 62413	7	   	264.28	DCR|4VULN|2DUR|1TLV|1AART	169ERES|2TLV|39DUR|4569VULN|69BPWR|7AART|8RCR|aFEWX
23	31253 16315	3	   	262.72	DCR|3VULN|3ASPD|2DUR|1TLV	124ASPD|249BPWR|349VULN|5BBNT|6RCR|79DUR|8MBVNT|aTLV
24	31253 36114	3	   	262.72	DCR|3VULN|3ASPD|2DUR|1TLV	124ASPD|249BPWR|349VULN|5BBNT|69DUST|79DUR|8RCR|aTLV
25	35253 16313	3	   	262.72	DCR|3VULN|3ASPD|2DUR|1TLV	124ASPD|349VULN|49BPWR|5BBNT|6RCR|79DUR|8MBVNT|aTLV
26	35253 36113	3	   	262.72	DCR|3VULN|3ASPD|2DUR|1TLV	124ASPD|349VULN|49BPWR|5BBNT|69DUST|79DUR|8RCR|aTLV
27	31223 32622	5	   	261.94	DCR|5VULN|2ASPD|1CDMG	12ASPD|2BPWR|3789aVULN|4DMSP|5CDMG|6RCR
28	31241 32622	5	   	261.94	DCR|5VULN|2ASPD|1CDMG	12ASPD|2BPWR|3789aVULN|4CDMG|5RCVC|6RCR
29	31246 32422	5	   	261.94	DCR|5VULN|2ASPD|1CDMG	12ASPD|2BPWR|3579aVULN|4CDMG|6RCR|8RCVC
30	31246 32621	5	   	261.94	DCR|5VULN|2ASPD|1CDMG	12ASPD|2BPWR|35789VULN|4CDMG|6RCR|aMLV
31	35223 32622	5	   	261.94	DCR|5VULN|2ASPD|1CDMG	12ASPD|3789aVULN|4DMSP|5CDMG|6RCR
32	35241 32622	5	   	261.94	DCR|5VULN|2ASPD|1CDMG	12ASPD|3789aVULN|4CDMG|5RCVC|6RCR
33	65432 21322	10	   	261.59	DCR|3VULN|2DMG|2DUR	12DUR|3LIT|45DMG|67aVULN|8ERES|9RCR
34	25361 35333	2	   	261.46	DCR|4VULN|3DUR|1AART	18BEXP|238DUR|4BELT|578aVULN|6RCR|8BPWR|9AART
35	65112 14312	5	   	261.16	DCR|4VULN|3DUR|1AART	123DUR|4AART|5689VULN|7TBNT|aRCR
36	65112 14312	6	   	261.16	DCR|4VULN|3DUR|1AART	123DUR|4AART|5689VULN|7TBNT|aRCR
37	53112 31363	8	 * 	261.14	DCR|3VULN|3LIT|2TLV|1DMG|1DUR|1NUKE	1aTLV|24aLIT|3DUR|5DMG|6NUKE|78aVULN|9RCR|aBPWR
38	52223 32622	5	 * 	260.69	DCR|5VULN|2TLV|1CDMG	12TLV|2BPWR|3789aVULN|4DMSP|5CDMG|6RCR
39	52241 32622	5	   	260.69	DCR|5VULN|2TLV|1CDMG	12TLV|2BPWR|3789aVULN|4CDMG|5RCVC|6RCR
40	56223 32622	5	   	260.69	DCR|5VULN|2TLV|1CDMG	12TLV|3789aVULN|4DMSP|5CDMG|6RCR
41	31253 16213	3	 * 	260.25	DCR|3VULN|3ASPD|1DMG|1DUR	124ASPD|24BPWR|348VULN|5BBNT|6RCR|7DUR|9LIT|aDMG
42	35253 16213	3	   	260.25	DCR|3VULN|3ASPD|1DMG|1DUR	124ASPD|348VULN|4BPWR|5BBNT|6RCR|7DUR|9LIT|aDMG
43	41611 26211	10	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1CGEN|2LWND|3TLV|489aVULN|5DMG|6DUR|7RCR
44	46111 32422	5	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1CGEN|2TLV|3DUR|467aVULN|5DMG|8RCR|9BBNT
45	62611 32422	5	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1DUR|2CGEN|3TLV|467aVULN|5DMG|8RCR|9BBNT
46	16111 32422	5	   	259.90	DCR|4VULN|1DMG|1TLV|1DUR	1ERES|2TLV|3DUR|467aVULN|5DMG|8RCR|9BBNT
47	61611 32422	5	   	259.90	DCR|4VULN|1DMG|1TLV|1DUR	1DUR|2ERES|3TLV|467aVULN|5DMG|8RCR|9BBNT
48	31262 14612	3	 * 	259.89	DCR|3VULN|3DUR|3ASPD	128ASPD|289BPWR|389VULN|4TBNT|5DUST|69FEWX|789DUR|aRCR
49	16113 63251	8	   	259.23	DCR|5VULN|1TLV|1DUR|1SELL	16ERES|2TLV|3DUR|4568aVULN|6BPWR|7SELL|9RCR
50	53422 31413	10	   	259.14	DCR|3VULN|1DMG|2TLV|1DUR|1AART	16TLV|2LIT|3AART|4ERES|569VULN|6BPWR|7DMG|8RCR|aDUR
51	33165 15133	9	 * 	258.99	ACR|3VULN|3ASPD|2DUR|1DMG|1TLV	19aASPD|2LIT|3aDUR|4DMG|5RCR|6TLV|78aVULN|aBPWR
52	43522 26213	10	   	258.87	DCR|4VULN|3LIT|1DMG|1ASPD	179CGEN|279LIT|3DMG|4ASPD|579aVULN|6RCR|79BPWR|8RCVC
53	43522 26311	10	   	258.87	DCR|4VULN|3LIT|1DMG|1ASPD	179CGEN|279LIT|3DMG|4ASPD|5789VULN|6RCR|79BPWR|aFEWX
54	43522 26311	9	   	258.87	DCR|4VULN|3LIT|1DMG|1ASPD	179CGEN|279LIT|3DMG|4ASPD|5789VULN|6RCR|79BPWR|aBELT
55	51321 14631	8	 * 	258.78	DCR|3VULN|3DUR|2TLV|1AART	19TLV|2LWND|3RPLT|4AART|569DUR|7RCR|89aVULN|9BPWR
56	51321 14631	7	   	258.78	DCR|3VULN|3DUR|2TLV|1AART	19TLV|2LWND|3RPLT|4AART|569DUR|7RCR|89aVULN|9BPWR
57	43522 26312	10	   	258.77	DCR|4VULN|3LIT|1DMG|1ASPD	179CGEN|279LIT|3DMG|4ASPD|5789VULN|6RCR|79BPWR|aDUST
58	16111 36422	5	   	258.66	DCR|3VULN|2DMG|2TLV|1DUR	17ERES|27TLV|3DUR|46aVULN|57DMG|7BPWR|8RCR|9BBNT
59	16111 42411	5	   	258.66	DCR|3VULN|2DMG|3TLV|1DUR	1aERES|269TLV|3DUR|47aVULN|5aDMG|8RCR|aBPWR
60	31223 32625	5	   	258.65	DCR|4VULN|2ASPD|1DUR|1CDMG	12ASPD|2BPWR|3789VULN|4DMSP|5CDMG|6RCR|aDUR
61	31241 32625	5	   	258.65	DCR|4VULN|2ASPD|1DUR|1CDMG	12ASPD|2BPWR|3789VULN|4CDMG|5RCVC|6RCR|aDUR
62	31246 32632	5	   	258.65	DCR|4VULN|2ASPD|1DUR|1CDMG	12ASPD|2BPWR|3578VULN|4CDMG|6RCR|9DUR|aRMIN
63	31246 32633	5	   	258.65	DCR|4VULN|2ASPD|1DUR|1CDMG	12ASPD|2BPWR|3578VULN|4CDMG|6RCR|9DUR|aCGEN
64	35223 32625	5	   	258.65	DCR|4VULN|2ASPD|1DUR|1CDMG	12ASPD|3789VULN|4DMSP|5CDMG|6RCR|aDUR
65	31246 33335	5	   	258.55	DCR|4VULN|2ASPD|1DUR|1CDMG	12ASPD|2BPWR|3589VULN|4CDMG|6RCR|7DUST|aDUR
66	63311 66311	10	 * 	258.44	DCR|4VULN|2DUR|1DMG	14DUR|2LHND|389aVULN|5DMG|6LWND|7RCR
67	51111 36411	5	   	258.37	DCR|3VULN|3DMG|3TLV	179TLV|27aLWND|3ERES|46aVULN|57aDMG|7aBPWR|8RCR
68	25311 32412	5	   	258.34	DCR|4VULN|2DUR|1DMG	1BEXP|24DUR|367aVULN|5DMG|8RCR|9TBNT
69	31256 31112	3	 * 	258.34	DCR|4VULN|3ASPD|1DMG	124ASPD|24BPWR|3489VULN|5DUST|6RCR|7DMG|aLHND
70	31256 31113	3	   	258.34	DCR|4VULN|3ASPD|1DMG	124ASPD|24BPWR|3489VULN|5DUST|6RCR|7DMG|aFEWX
71	31256 31116	3	   	258.34	DCR|4VULN|3ASPD|1DMG	124ASPD|24BPWR|3489VULN|5DUST|6RCR|7DMG|aBELT
72	31256 31126	3	   	258.34	DCR|4VULN|3ASPD|1DMG	124ASPD|24BPWR|348aVULN|5DUST|6RCR|7DMG|9BEXP
73	35256 31112	3	   	258.34	DCR|4VULN|3ASPD|1DMG	124ASPD|3489VULN|4BPWR|5DUST|6RCR|7DMG|aLHND
74	35256 31113	3	   	258.34	DCR|4VULN|3ASPD|1DMG	124ASPD|3489VULN|4BPWR|5DUST|6RCR|7DMG|aFEWX
75	63311 32412	5	   	258.34	DCR|4VULN|2DUR|1DMG	14DUR|2LHND|367aVULN|5DMG|8RCR|9TBNT
76	65211 32412	5	   	258.34	DCR|4VULN|2DUR|1DMG	12DUR|3LHND|467aVULN|5DMG|8RCR|9TBNT
77	65311 32412	5	   	258.34	DCR|4VULN|2DUR|1DMG	12DUR|3BEXP|467aVULN|5DMG|8RCR|9TBNT
78	66442 38114	5	   	258.34	DCR|4VULN|2DUR|1DMG	16DUR|2MBVNT|3BEXP|4DUST|5689VULN|6BPWR|7RCR|aDMG
79	31256 31111	3	   	258.24	DCR|4VULN|3ASPD|1DMG	124ASPD|24BPWR|3489VULN|5DUST|6RCR|7DMG|aERES
80	35256 31111	3	   	258.24	DCR|4VULN|3ASPD|1DMG	124ASPD|3489VULN|4BPWR|5DUST|6RCR|7DMG|aERES
81	31256 31235	3	   	258.09	DCR|4VULN|3ASPD|1DMG|1SELL	124ASPD|24BPWR|349aVULN|5DUST|6RCR|7DMG|8SELL
82	31256 33333	3	 * 	257.81	DCR|5VULN|3ASPD	124ASPD|248BPWR|3489aVULN|58DUST|6RCR|7BELT
83	31253 11126	3	   	257.79	DCR|3VULN|3ASPD|1TLV|1DUR|1AART	124ASPD|24BPWR|34aVULN|5BBNT|6RCR|7TLV|8AART|9DUR
84	35253 11126	3	   	257.79	DCR|3VULN|3ASPD|1TLV|1DUR|1AART	124ASPD|34aVULN|4BPWR|5BBNT|6RCR|7TLV|8AART|9DUR
85	52223 32625	5	   	257.40	DCR|4VULN|2TLV|1DUR|1CDMG	12TLV|2BPWR|3789VULN|4DMSP|5CDMG|6RCR|aDUR
86	31255 41121	3	 * 	257.38	ACR|4VULN|2DMG|3ASPD|1CDMG	124ASPD|246BPWR|346aVULN|5RCR|78DMG|9CDMG
87	52222 13344	6	 * 	257.23	DCR|4VULN|3LIT|3TLV|1AART	129TLV|269BPWR|369aVULN|4DMSP|569LIT|7RCR|8AART
88	31412 12313	1	 * 	257.21	DCR|2VULN|2DMG|3ASPD|2DUR	168ASPD|25DUST|38DMG|48DUR|7RCR|8BPWR|9aVULN
89	31635 32313	3	   	257.21	DCR|2VULN|2DMG|3ASPD|2DUR	128ASPD|28BPWR|34DUST|58DMG|68DUR|7RCR|9aVULN
90	35635 32313	3	   	257.21	DCR|2VULN|2DMG|3ASPD|2DUR	128ASPD|34DUST|58DMG|68DUR|7RCR|8BPWR|9aVULN
91	36412 12313	2	   	257.21	DCR|2VULN|2DMG|3ASPD|2DUR	168ASPD|25DUST|38DMG|48DUR|7RCR|8BPWR|9aVULN
92	43532 12412	9	   	256.77	DCR|3VULN|2DMG|1TLV|1AART	1CGEN|2LIT|37DMG|4TLV|59aVULN|6AART|8RCR
93	43532 12412	8	   	256.77	DCR|3VULN|2DMG|1TLV|1AART	1CGEN|2LIT|37DMG|4TLV|59aVULN|6AART|8RCR
94	13363 53343	6	   	256.70	DCR|5VULN|3LIT|1AART	19ERES|259LIT|3RCVC|4569aVULN|59BPWR|7RCR|8AART
95	51113 62413	7	 * 	256.70	DCR|5VULN|3TLV|1AART	169TLV|2LWND|39ERES|4569aVULN|69BPWR|7AART|8RCR
96	13532 24412	8	   	256.67	DCR|3VULN|2DMG|1TLV|1AART	1ERES|2LIT|35DMG|4TLV|69aVULN|7AART|8RCR
97	13532 24412	9	   	256.67	DCR|3VULN|2DMG|1TLV|1AART	1ERES|2LIT|35DMG|4TLV|69aVULN|7AART|8RCR
98	53422 31411	10	   	256.54	DCR|3VULN|1DMG|2TLV|1CDMG|1AART	16TLV|2LIT|3AART|4ERES|569VULN|6BPWR|7DMG|8RCR|aCDMG
99	31253 16513	3	   	256.33	DCR|3VULN|3ASPD|2DUR|1AART	124ASPD|249BPWR|349VULN|5BBNT|6RCR|79DUR|89LWND|aAART
100	53122 31363	8	   	256.13	DCR|3VULN|2TLV|1DMG|1DUR|2LIT|1NUKE	1aTLV|2aLIT|3DUR|4RCVC|5DMG|6NUKE|78aVULN|9RCR|aBPWR
101	55135 31312	7	 * 	256.07	DCR|3VULN|2ASPD|2TLV|1DUR|1CDMG	17TLV|27ASPD|3DUR|4RMIN|5CDMG|678VULN|7BPWR|9DUST|aRCR
102	33424 32118	2	   	255.99	DCR|2VULN|2DMG|2DUR|2ASPD	19ASPD|2LIT|3MBVNT|49DUR|5aVULN|6ERES|79DMG|8RCR|9BPWR
103	36424 32118	1	   	255.99	DCR|2VULN|2DMG|2DUR|2ASPD	19ASPD|2LIT|3MBVNT|49DUR|5aVULN|6ERES|79DMG|8RCR|9BPWR
104	62611 32432	5	   	255.96	DCR|3VULN|2DUR|2TLV|1DMG	1aDUR|2CGEN|3aTLV|467VULN|5DMG|8RCR|9aLHND|aBPWR
105	41611 26212	9	   	255.96	DCR|3VULN|2DUR|2TLV|1DMG	1aCGEN|2LWND|3aTLV|489VULN|5DMG|6aDUR|7RCR|aBPWR
106	61611 32432	5	   	255.86	DCR|3VULN|2DUR|2TLV|1DMG	1aDUR|2ERES|3aTLV|467VULN|5DMG|8RCR|9aLHND|aBPWR
107	31262 11355	4	 * 	255.76	DCR|3VULN|3ASPD|2TLV|2CDMG	126ASPD|28BPWR|38aVULN|4BEXP|58TLV|78CDMG|9RCR
108	31212 11355	4	   	255.66	DCR|3VULN|3ASPD|2TLV|2CDMG	126ASPD|28BPWR|38aVULN|4DUST|58TLV|78CDMG|9RCR
109	31232 11355	3	   	255.66	DCR|3VULN|3ASPD|2TLV|2CDMG	126ASPD|28BPWR|38aVULN|4DUST|58TLV|78CDMG|9RCR
110	35212 11355	4	   	255.66	DCR|3VULN|3ASPD|2TLV|2CDMG	126ASPD|38aVULN|4DUST|58TLV|78CDMG|8BPWR|9RCR
111	35232 11355	3	   	255.66	DCR|3VULN|3ASPD|2TLV|2CDMG	126ASPD|38aVULN|4DUST|58TLV|78CDMG|8BPWR|9RCR
112	66612 12222	9	 * 	255.63	ACR|3VULN|3DUR|2DMG|2ASPD	145DUR|2MBVNT|3RCR|69ASPD|79DMG|89aVULN|9BPWR
113	66614 12222	9	   	255.63	ACR|3VULN|3DUR|2DMG|2ASPD	145DUR|2MBVNT|3RCR|59BPWR|69ASPD|79DMG|89aVULN
114	63311 22634	7	 * 	255.55	DCR|2VULN|3DMG|3DUR	146DUR|289LHND|38VULN|578DMG|8BPWR|aRCR
115	33463 22113	2	   	255.16	DCR|2VULN|2DMG|2ASPD|1DUR|1CDMG	19ASPD|2LIT|3MBVNT|49VULN|5DUR|6ZMB|79DMG|8RCR|9BPWR|aCDMG
116	36463 22113	1	   	255.16	DCR|2VULN|2DMG|2ASPD|1DUR|1CDMG	19ASPD|2LIT|3MBVNT|49VULN|5DUR|6ZMB|79DMG|8RCR|9BPWR|aCDMG
117	33463 32113	2	   	255.06	DCR|2VULN|2DMG|2ASPD|1DUR|1CDMG	19ASPD|2LIT|3MBVNT|49VULN|5DUR|6ERES|79DMG|8RCR|9BPWR|aCDMG
118	36463 32113	1	   	255.06	DCR|2VULN|2DMG|2ASPD|1DUR|1CDMG	19ASPD|2LIT|3MBVNT|49VULN|5DUR|6ERES|79DMG|8RCR|9BPWR|aCDMG
119	62111 32414	5	   	254.95	DCR|3VULN|2DMG|1TLV|1DUR	1DUR|2CGEN|3ERES|467VULN|5aDMG|8RCR|9TLV
120	33153 43633	3	   	254.91	DCR|3VULN|2DUR|2ASPD|1AART	16ASPD|2LIT|35DUR|46aVULN|6BPWR|7RCR|8ERES|9AART
121	31234 22715	6	   	254.87	DCR|3VULN|3ASPD|2DUR	129ASPD|29BPWR|39aVULN|4FEWX|5LIT|6RCR|7MBVNT|89DUR
122	31234 24215	8	   	254.87	DCR|3VULN|3ASPD|2DUR	129ASPD|29BPWR|39aVULN|4FEWX|5LIT|6RCR|7MBVNT|89DUR
123	31214 24214	8	   	254.77	DCR|3VULN|3ASPD|2DUR	129ASPD|29BPWR|39aVULN|4DUST|5LIT|6RCR|7MBVNT|89DUR
124	31214 24714	7	   	254.77	DCR|3VULN|3ASPD|2DUR	129ASPD|29BPWR|39aVULN|4DUST|5LIT|6RCR|7MBVNT|89DUR
125	35214 24214	8	   	254.77	DCR|3VULN|3ASPD|2DUR	129ASPD|39aVULN|4DUST|5LIT|6RCR|7MBVNT|89DUR|9BPWR
126	35253 16312	3	   	254.77	DCR|3VULN|3ASPD|2DUR	124ASPD|349VULN|49BPWR|5BBNT|6RCR|79DUR|8MBVNT|aLIT
127	35253 36112	3	   	254.77	DCR|3VULN|2DUR|3ASPD	124ASPD|349VULN|49BPWR|5BBNT|69DUST|79DUR|8RCR|aLIT
128	52222 13341	6	 * 	254.65	DCR|3VULN|3LIT|3TLV|1DMG|1AART	129TLV|269BPWR|369VULN|4DMSP|569LIT|7RCR|8AART|aDMG
129	33322 25363	8	 * 	254.64	DCR|3VULN|2ASPD|2TLV|1DMG	1aASPD|2LIT|3RCVC|48aVULN|5DMG|6BEXP|7aTLV|9RCR|aBPWR
130	33422 25363	8	   	254.64	DCR|3VULN|2ASPD|2TLV|1DMG	1aASPD|2LIT|3DMSP|48aVULN|5DMG|6BEXP|7aTLV|9RCR|aBPWR
131	31251 32136	3	   	254.62	DCR|4VULN|3ASPD|1TLV	124ASPD|24BPWR|3467VULN|5DMSP|8TLV|9LHND|aRCR
132	35251 32136	3	   	254.62	DCR|4VULN|3ASPD|1TLV	124ASPD|3467VULN|4BPWR|5DMSP|8TLV|9LHND|aRCR
133	33322 55363	8	   	254.54	DCR|3VULN|2ASPD|2TLV|1DMG	1aASPD|2LIT|3RCVC|48aVULN|5DMG|6DUST|7aTLV|9RCR|aBPWR
134	31252 35111	3	   	254.52	DCR|4VULN|3ASPD|1TLV	124ASPD|24BPWR|349aVULN|5CGEN|6ERES|7TLV|8RCR
135	31256 33332	3	   	254.52	DCR|4VULN|3ASPD|1DUR	124ASPD|248BPWR|3489VULN|58DUST|6RCR|7BELT|aDUR
136	35252 35111	3	   	254.52	DCR|4VULN|3ASPD|1TLV	124ASPD|349aVULN|4BPWR|5CGEN|6ERES|7TLV|8RCR
137	62113 63422	7	   	254.52	DCR|4VULN|2DUR|1TLV	16DUR|2CGEN|3ERES|456aVULN|6BPWR|7TLV|8RCR|9TBNT
138	53422 31413	8	   	253.90	DCR|3VULN|1DMG|2TLV|1ASPD|1AART	16TLV|2LIT|3AART|4ERES|569VULN|6BPWR|7DMG|8RCR|aASPD
139	53422 31413	9	   	253.90	DCR|3VULN|1DMG|2TLV|1ASPD|1AART	16TLV|2LIT|3AART|4ERES|569VULN|6BPWR|7DMG|8RCR|aASPD
140	43522 26212	9	   	253.82	DCR|3VULN|2DMG|3LIT|1ASPD	179CGEN|279LIT|3aDMG|4ASPD|579VULN|6RCR|79BPWR|8RCVC
141	43522 26322	8	   	253.66	DCR|4VULN|1DMG|2LIT|1ASPD	17CGEN|27LIT|3DMG|4ASPD|5789VULN|6RCR|7BPWR|aLWND
142	43112 35622	10	   	253.65	DCR|3VULN|2DMG|1DUR|2LIT	1CGEN|24LIT|3DUR|57aVULN|68DMG|9RCR
143	13364 22143	6	   	253.58	DCR|3VULN|3DUR|2LIT|1AART	19ERES|26LIT|3RCVC|469VULN|5AART|69BPWR|789DUR|aRCR
144	43522 26321	8	   	253.56	DCR|4VULN|1DMG|2LIT|1ASPD	17CGEN|27LIT|3DMG|4ASPD|5789VULN|6RCR|7BPWR|aDUST
145	43522 26323	8	   	253.56	DCR|4VULN|1DMG|2LIT|1ASPD	17CGEN|27LIT|3DMG|4ASPD|5789VULN|6RCR|7BPWR|aMBVNT
146	53533 23143	8	   	253.53	DCR|3VULN|3TLV|1DMG|2LIT|1CDMG	147TLV|27LIT|3DMG|5ZMB|678VULN|7BPWR|9RCR|aCDMG
147	66438 13214	2	   	253.38	DCR|3VULN|2DMG|2DUR	19DUR|2MBVNT|39DMG|4FEWX|5BEXP|6RCR|7BBNT|89aVULN|9BPWR
148	66433 16214	2	   	253.28	DCR|3VULN|2DMG|2DUR	19DUR|2MBVNT|39DMG|4FEWX|5DUST|6RCR|7TBNT|89aVULN|9BPWR
149	66433 18214	2	   	253.28	DCR|3VULN|2DMG|2DUR	19DUR|2MBVNT|39DMG|4FEWX|5DUST|6RCR|79aVULN|8BBNT|9BPWR
150	31256 31124	3	 * 	253.28	DCR|3VULN|2DMG|3ASPD	124ASPD|24BPWR|348VULN|5DUST|6RCR|7aDMG|9BEXP
151	33165 15123	9	 * 	253.18	ACR|3VULN|2DUR|2ASPD|2TLV|1DMG	1aASPD|2LIT|3aDUR|4DMG|5RCR|69TLV|78aVULN|aBPWR
152	33414 12333	1	 * 	253.13	DCR|3DMG|3DUR|1VULN|3ASPD	168ASPD|2FEWX|38aDMG|458DUR|7RCR|8BPWR|9VULN
153	62344 12333	1	   	253.13	DCR|3DMG|3DUR|1VULN|3ASPD	138DUR|2FEWX|48aDMG|568ASPD|7RCR|8BPWR|9VULN
154	66311 22821	8	   	253.13	DCR|3VULN|2DUR|1DMG|2AART	14DUR|2MBVNT|389VULN|5DMG|6aAART|7RCR
155	66311 22425	8	   	253.13	DCR|3VULN|2DUR|1DMG|2AART	14DUR|2MBVNT|39aVULN|5DMG|68AART|7RCR
156	62336 52232	3	   	252.59	DCR|2VULN|2DMG|2DUR|1TLV|1AART	19DUR|2CGEN|3RPLT|49VULN|5AART|6RCR|7RMIN|89DMG|9BPWR|aTLV
157	53363 53223	6	   	252.30	DCR|4VULN|1TLV|2LIT|1CDMG	1TLV|25LIT|3RCVC|4569VULN|5BPWR|7RCR|8MBVNT|aCDMG
158	46111 32432	5	   	252.25	DCR|3VULN|2DUR|1DMG|1TLV	1aCGEN|2TLV|3aDUR|467VULN|5DMG|8RCR|9aLHND|aBPWR
159	32611 32155	5	   	252.18	DCR|3VULN|2TLV|1DMG|1DUR|1ASPD	1ASPD|2LHND|38TLV|467VULN|5DMG|9DUR|aRCR
160	55111 32115	5	   	252.18	DCR|3VULN|2TLV|1DMG|1DUR|1ASPD	18TLV|2ASPD|3DUR|467VULN|5DMG|9BEXP|aRCR
161	55111 32125	5	   	252.18	DCR|3VULN|2TLV|1DMG|1DUR|1ASPD	18TLV|2ASPD|3DUR|467VULN|5DMG|9FEWX|aRCR
162	55111 32135	5	   	252.18	DCR|3VULN|2TLV|1DMG|1DUR|1ASPD	18TLV|2ASPD|3DUR|467VULN|5DMG|9LHND|aRCR
163	31243 41314	9	   	252.15	DCR|3VULN|3ASPD|2CDMG|1TLV	12aASPD|26aBPWR|36aVULN|46CDMG|5BELT|7TLV|8aLWND|9RCR
164	31223 32621	5	   	252.06	DCR|4VULN|2ASPD|1CDMG|1AART	12ASPD|2BPWR|3789VULN|4DMSP|5CDMG|6RCR|aAART
165	31241 32621	5	   	252.06	DCR|4VULN|2ASPD|1CDMG|1AART	12ASPD|2BPWR|3789VULN|4CDMG|5RCVC|6RCR|aAART
166	31246 32421	5	   	252.06	DCR|4VULN|2ASPD|1CDMG|1AART	12ASPD|2BPWR|3579VULN|4CDMG|6RCR|8RCVC|aAART
167	35223 32621	5	   	252.06	DCR|4VULN|2ASPD|1CDMG|1AART	12ASPD|3789VULN|4DMSP|5CDMG|6RCR|aAART
168	35241 32621	5	   	252.06	DCR|4VULN|2ASPD|1CDMG|1AART	12ASPD|3789VULN|4CDMG|5RCVC|6RCR|aAART
169	16111 32432	5	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1aERES|2TLV|3aDUR|467VULN|5DMG|8RCR|9aLHND|aBPWR
170	25311 32115	5	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1BEXP|24DUR|367VULN|5DMG|8TLV|9MLV|aRCR
171	25311 32145	5	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1BEXP|24DUR|367VULN|5DMG|8TLV|9CGEN|aRCR
