0	Index      	Bounty	 *	Score 	Summary	Detail	
1	53226 23523	1	 * 	290.80	DCR|5VULN|1TLV|1DMG|2ASPD|2LIT	14578VULN|2DMG|37ASPD|67LIT|7BPWR|9RCR|aTLV
47	52226 13232	4	   	270.73	DCR|3VULN|2DMG|2TLV|1DUR	147VULN|24TLV|3RPLT|47BPWR|57DMG|67LHND|8RCR|9DUR|aLIT
48	52226 13253	4	   	270.73	DCR|3VULN|2DMG|2TLV|1DUR	147VULN|24TLV|3RPLT|47BPWR|57DMG|67LHND|8RCR|9LIT|aDUR
49	52133 31652	3	 * 	269.69	DCR|3VULN|3DMG|1TLV|1DUR	157VULN|2TLV|37ERES|467DMG|7BPWR|8DUR|9BELT|aRCR
50	52331 62213	9	   	269.30	DCR|4VULN|2TLV|1DMG|2CDMG	1489VULN|25TLV|3aCDMG|6RCR|7DMG
51	52331 62223	8	   	269.30	DCR|4VULN|2TLV|1DMG|2CDMG	1489VULN|25TLV|3aCDMG|6RCR|7DMG
52	51323 51322	10	   	269.00	DCR|3VULN|2DMG|1TLV|1DUR|2LIT	17aVULN|2DUST|3aDMG|4TLV|5DUR|6RCR|8RPLT|9aLIT|aBPWR
53	52236 13235	3	   	268.82	DCR|3VULN|2DMG|2DUR|1TLV	147VULN|2TLV|3RPLT|57DMG|67LHND|7BPWR|8RCR|9aDUR
54	51323 14422	3	 * 	268.35	DCR|4VULN|3DMG|2CDMG	157aVULN|2DUST|347DMG|67CDMG|7BPWR|8RCR|9DMSP
55	53353 15143	1	   	268.35	DCR|4VULN|3DMG|2CDMG	1579VULN|278DMG|3MBVNT|4RCVC|67CDMG|7BPWR|aRCR
56	51412 52311	1	   	268.31	DCR|3VULN|2TLV|1DMG|1CDMG|1AART	167VULN|2AART|3ASPD|4DMG|56TLV|6BPWR|8RCR|9CDMG|aLIT
57	52512 12126	3	   	267.62	DCR|3VULN|2TLV|2DUR|1DMG	159VULN|29TLV|3LIT|45DUR|59BPWR|6RCR|7MBVNT|89LHND|aDMG
58	52316 53122	7	   	267.51	DCR|3VULN|3DUR|1TLV|1CDMG|1AART	159VULN|2TLV|3CDMG|478DUR|6RCR|aAART
59	52316 53122	6	   	267.51	DCR|3VULN|3DUR|1TLV|1CDMG|1AART	159VULN|2TLV|3CDMG|478DUR|6RCR|aAART
60	52236 13242	3	   	267.35	DCR|4VULN|2DMG|1TLV	147aVULN|2TLV|3RPLT|57DMG|67LHND|7BPWR|8RCR|9ASPD
61	52225 13216	5	 * 	267.32	DCR|4VULN|2DMG|3TLV	147aVULN|24aTLV|3RPLT|47aBPWR|57DMG|67LHND|8RCR|9aBEXP
62	52225 13216	6	   	267.32	DCR|4VULN|2DMG|3TLV	147aVULN|24aTLV|3RPLT|47aBPWR|57DMG|67LHND|8RCR|9aBEXP
63	52226 13216	4	   	267.32	DCR|4VULN|2DMG|3TLV	147aVULN|24aTLV|3RPLT|47aBPWR|57DMG|67LHND|8RCR|9aBEXP
64	52236 13216	3	   	267.32	DCR|4VULN|2DMG|2TLV	147aVULN|2aTLV|3RPLT|57DMG|67LHND|7aBPWR|8RCR|9aBEXP
65	51316 21633	10	   	267.29	DCR|3VULN|3DMG|1TLV|1CDMG	178VULN|24DUST|378DMG|578ZMB|6RCR|78BPWR|9CDMG|aTLV
66	52225 13214	6	   	267.22	DCR|4VULN|2DMG|2TLV	147aVULN|24TLV|3RPLT|47BPWR|57DMG|67LHND|8RCR|9BEXP
67	52225 13214	5	   	267.22	DCR|4VULN|2DMG|2TLV	147aVULN|24TLV|3RPLT|47BPWR|57DMG|67LHND|8RCR|9BEXP
68	52225 13222	5	   	267.22	DCR|4VULN|2DMG|2TLV	147aVULN|24TLV|3RPLT|47BPWR|57DMG|67LHND|8RCR|9ZMB
69	52225 13222	6	   	267.22	DCR|4VULN|2DMG|2TLV	147aVULN|24TLV|3RPLT|47BPWR|57DMG|67LHND|8RCR|9ZMB
70	52226 13214	4	   	267.22	DCR|4VULN|2DMG|2TLV	147aVULN|24TLV|3RPLT|47BPWR|57DMG|67LHND|8RCR|9BEXP
71	52226 13222	4	   	267.22	DCR|4VULN|2DMG|2TLV	147aVULN|24TLV|3RPLT|47BPWR|57DMG|67LHND|8RCR|9ZMB
72	33234 55133	5	 * 	267.15	DCR|5VULN|3DUR|1NUKE|1AART	1NUKE|2AART|368DUR|4568aVULN|68BPWR|7RCVC|9RCR
73	52263 11123	8	   	267.08	DCR|4VULN|2DUR|1TLV|2LIT	1579VULN|2TLV|3RPLT|47LIT|67DUR|7BPWR|8MLV|aRCR
74	53263 11523	7	   	267.08	DCR|4VULN|2DUR|1TLV|2LIT	1578VULN|2CGEN|3RPLT|47LIT|67DUR|7BPWR|9TLV|aRCR
75	33233 42133	6	   	267.05	DCR|5VULN|3DUR|1NUKE|1AART	1NUKE|2AART|358DUR|4678aVULN|8BPWR|9RCR
76	33234 52153	5	   	267.05	DCR|5VULN|3DUR|1NUKE|1AART	1NUKE|2AART|368DUR|45678VULN|68BPWR|9BBNT|aRCR
77	51212 35361	1	   	266.41	DCR|3VULN|2TLV|1DMG|2CDMG|1AART	178VULN|2AART|3RMIN|4DMG|57TLV|67CDMG|7BPWR|9RCR|aLIT
78	51212 35362	1	   	266.41	DCR|3VULN|2TLV|1DMG|2CDMG|1AART	178VULN|2AART|3RMIN|4DMG|57TLV|67CDMG|7BPWR|9RCR|aASPD
79	52512 13125	3	   	266.19	DCR|3VULN|2DUR|1TLV|1DMG|2LIT	159VULN|2TLV|39LIT|45DUR|59BPWR|6RCR|7BEXP|89LHND|aDMG
80	52263 11143	9	   	266.09	DCR|3VULN|2DUR|1TLV|1DMG|2LIT	157VULN|2TLV|3RPLT|47LIT|67DUR|7BPWR|8MLV|9DMG|aRCR
81	52263 11263	7	   	266.09	DCR|3VULN|2DUR|1TLV|1DMG|2LIT	157VULN|2TLV|3RPLT|47LIT|67DUR|7BPWR|8DMG|9MLV|aRCR
82	53263 11253	7	   	266.09	DCR|3VULN|2DUR|1TLV|1DMG|2LIT	157VULN|2CGEN|3RPLT|47LIT|67DUR|7BPWR|8DMG|9TLV|aRCR
83	52226 11214	6	   	265.68	DCR|4VULN|2TLV|1DMG|1DUR	145aVULN|24TLV|3RPLT|4BPWR|6DUR|7DMG|8RCR|9BEXP
84	52226 11222	6	   	265.68	DCR|4VULN|2TLV|1DMG|1DUR	145aVULN|24TLV|3RPLT|4BPWR|6DUR|7DMG|8RCR|9ZMB
85	52316 53211	8	   	265.67	DCR|4VULN|2DUR|1TLV|1CDMG	159aVULN|2TLV|3CDMG|47DUR|6RCR|8CGEN
86	52311 63261	9	   	265.67	DCR|4VULN|2DUR|1TLV|1CDMG	168aVULN|2TLV|3CDMG|46DUR|5DMSP|6BPWR|7ERES|9RCR
87	52311 63263	10	   	265.67	DCR|4VULN|2DUR|1TLV|1CDMG	168aVULN|2TLV|3CDMG|46DUR|5DMSP|6BPWR|7ERES|9RCR
88	52316 53311	8	   	265.57	DCR|4VULN|2DUR|1TLV|1CDMG	159aVULN|2TLV|3CDMG|47DUR|6RCR|8ERES
89	51323 36312	8	   	265.48	DCR|4VULN|2TLV|1DMG|1DUR	169aVULN|2DUST|3DMG|47TLV|5DUR|8RCR
90	51323 36342	9	   	265.48	DCR|4VULN|2TLV|1DMG|1DUR	169aVULN|2DUST|3DMG|47TLV|5DUR|8RCR
91	52331 44233	4	 * 	265.26	DCR|3VULN|2TLV|2DUR|3CDMG	147VULN|26TLV|37aCDMG|57DUR|7BPWR|8BEXP|9RCR
92	52311 52431	10	 * 	265.16	DCR|2VULN|3DMG|1TLV|2CDMG|1DUR	19VULN|2TLV|39CDMG|4DUR|5DMSP|6RCR|7LHND|89aDMG|9BPWR
93	53315 31161	5	   	264.79	DCR|3VULN|2DUR|1TLV|1DMG|1CDMG	159VULN|2CGEN|3CDMG|45DUR|5BPWR|6RCR|7DMG|8RMIN|aTLV
94	53315 31261	5	   	264.79	DCR|3VULN|2DUR|1TLV|1DMG|1CDMG	159VULN|2CGEN|3CDMG|45DUR|5BPWR|6RCR|7DMG|8ZMB|aTLV
95	52335 62212	10	   	264.56	DCR|4VULN|1TLV|1DMG|1CDMG|1AART	1489VULN|2TLV|3CDMG|5RCVC|6RCR|7DMG|aAART
96	53226 23522	1	   	264.50	DCR|5VULN|1DMG|2ASPD|2LIT	14578VULN|2DMG|37ASPD|67LIT|7BPWR|9RCR|aBBNT
97	52234 14321	2	   	264.49	DCR|3VULN|2TLV|1DMG|2CDMG|2ASPD	178VULN|27TLV|35ASPD|4DMG|67CDMG|7BPWR|9ERES|aRCR
98	52512 43223	6	   	264.46	DCR|3VULN|3DUR|1TLV|3LIT	179VULN|2TLV|379LIT|4LHND|5LWND|679DUR|79BPWR|8RCR|aFEWX
99	52316 14232	6	   	264.36	DCR|3VULN|3DUR|1TLV|2CDMG	157VULN|2TLV|37CDMG|47aDUR|6RCVC|7BPWR|8BEXP|9RCR
100	52512 43222	6	   	264.36	DCR|3VULN|3DUR|1TLV|3LIT	179VULN|2TLV|379LIT|4LHND|5LWND|679DUR|79BPWR|8RCR|aDUST
101	52331 36134	7	   	264.29	DCR|4VULN|2TLV|2CDMG|2LIT	1478VULN|25TLV|37CDMG|67LIT|7BPWR|9BELT|aRCR
102	52311 52432	9	 * 	264.09	DCR|2VULN|2DMG|2DUR|1TLV|2CDMG	19VULN|2TLV|39CDMG|4aDUR|5DMSP|6RCR|7LHND|89DMG|9BPWR
103	51113 51361	1	   	264.00	DCR|3VULN|2DMG|1TLV|1DUR|1AART	167VULN|2AART|3FEWX|47DMG|567LHND|67BPWR|8RCR|9DUR|aTLV
104	52133 35325	3	   	263.60	DCR|3VULN|2DMG|1TLV|1DUR|1AART	15aVULN|2TLV|3ERES|46DMG|7AART|8RCR|9DUR
105	33332 52325	4	   	263.49	DCR|4VULN|2TLV|1DUR|1NUKE|1AART	1NUKE|2AART|3ASPD|467aVULN|56TLV|6BPWR|8RCR|9DUR
106	52223 12365	4	   	263.05	DCR|4VULN|2TLV|2AART|1DUR	1468VULN|24TLV|3RPLT|4BPWR|57AART|9RCR|aDUR
107	52331 42261	9	   	262.98	DCR|4VULN|2TLV|1DMG|1CDMG	148aVULN|25TLV|3CDMG|6BEXP|7DMG|9RCR
108	52331 42263	10	   	262.98	DCR|4VULN|2TLV|1DMG|1CDMG	148aVULN|25TLV|3CDMG|6BEXP|7DMG|9RCR
109	52331 54211	5	   	262.98	DCR|4VULN|2TLV|1DMG|1CDMG	149aVULN|25TLV|3CDMG|6DMG|7RCR|8LWND
110	52331 62111	8	   	262.98	DCR|4VULN|2TLV|1DMG|1CDMG	149aVULN|25TLV|3CDMG|6RCR|7DMG|8FEWX
111	52331 62211	10	   	262.98	DCR|4VULN|2TLV|1DMG|1CDMG	1489VULN|25TLV|3CDMG|6RCR|7DMG|aFEWX
112	52331 62211	7	   	262.98	DCR|4VULN|2TLV|1DMG|1CDMG	149aVULN|25TLV|3CDMG|6RCR|7DMG|8LWND
113	52331 62211	9	   	262.98	DCR|4VULN|2TLV|1DMG|1CDMG	1489VULN|25TLV|3CDMG|6RCR|7DMG|aZMB
114	52331 62214	9	   	262.98	DCR|4VULN|2TLV|1DMG|1CDMG	1489VULN|25TLV|3CDMG|6RCR|7DMG|aRPLT
115	52331 62215	9	   	262.98	DCR|4VULN|2TLV|1DMG|1CDMG	1489VULN|25TLV|3CDMG|6RCR|7DMG|aBEXP
116	52331 62215	10	   	262.98	DCR|4VULN|2TLV|1DMG|1CDMG	1489VULN|25TLV|3CDMG|6RCR|7DMG|aCGEN
117	52331 62216	9	   	262.98	DCR|4VULN|2TLV|1DMG|1CDMG	1489VULN|25TLV|3CDMG|6RCR|7DMG|aFEWX
118	52331 62221	8	   	262.98	DCR|4VULN|2TLV|1DMG|1CDMG	1489VULN|25TLV|3CDMG|6RCR|7DMG|aZMB
119	52331 62223	10	   	262.98	DCR|4VULN|2TLV|1DMG|1CDMG	148aVULN|25TLV|3CDMG|6RCR|7DMG|9RPLT
120	52331 62224	8	   	262.98	DCR|4VULN|2TLV|1DMG|1CDMG	1489VULN|25TLV|3CDMG|6RCR|7DMG|aRPLT
121	52331 62225	8	   	262.98	DCR|4VULN|2TLV|1DMG|1CDMG	1489VULN|25TLV|3CDMG|6RCR|7DMG|aBEXP
122	52331 62226	8	   	262.98	DCR|4VULN|2TLV|1DMG|1CDMG	1489VULN|25TLV|3CDMG|6RCR|7DMG|aFEWX
123	52331 62251	9	   	262.98	DCR|4VULN|2TLV|1DMG|1CDMG	148aVULN|25TLV|3CDMG|6RCR|7DMG|9LHND
124	52331 62253	10	   	262.98	DCR|4VULN|2TLV|1DMG|1CDMG	148aVULN|25TLV|3CDMG|6RCR|7DMG|9LHND
125	52331 62261	8	   	262.98	DCR|4VULN|2TLV|1DMG|1CDMG	148aVULN|25TLV|3CDMG|6RCR|7DMG|9LHND
126	52331 62341	10	   	262.98	DCR|4VULN|2TLV|1DMG|1CDMG	149aVULN|25TLV|3CDMG|6RCR|7DMG|8BELT
127	52331 62611	8	   	262.98	DCR|4VULN|2TLV|1DMG|1CDMG	149aVULN|25TLV|3CDMG|6RCR|7DMG|8BEXP
128	52331 54111	5	   	262.88	DCR|4VULN|2TLV|1DMG|1CDMG	149aVULN|25TLV|3CDMG|6DMG|7RCR|8MBVNT
129	52331 62111	7	   	262.88	DCR|4VULN|2TLV|1DMG|1CDMG	149aVULN|25TLV|3CDMG|6RCR|7DMG|8MBVNT
130	52331 62213	10	   	262.88	DCR|4VULN|2TLV|1DMG|1CDMG	1489VULN|25TLV|3CDMG|6RCR|7DMG|aERES
131	52331 62214	10	   	262.88	DCR|4VULN|3TLV|1DMG|1CDMG	1489VULN|25aTLV|3CDMG|6RCR|7DMG
132	52336 32261	9	   	262.88	DCR|4VULN|2TLV|1DMG|1CDMG	148aVULN|26TLV|3CDMG|5DUST|7DMG|9RCR
133	51412 52321	1	   	262.60	DCR|3VULN|2TLV|1DMG|1DUR|1AART	167VULN|2AART|3ASPD|4DMG|56TLV|6BPWR|8RCR|9DUR|aCGEN
134	51412 52322	1	   	262.60	DCR|3VULN|2TLV|1DMG|1DUR|1AART	167VULN|2AART|3ASPD|4DMG|56TLV|6BPWR|8RCR|9DUR|aLWND
135	52226 11253	6	   	262.60	DCR|3VULN|2TLV|1DMG|1DUR|1AART	145VULN|24TLV|3RPLT|4BPWR|6DUR|7DMG|8RCR|9LIT|aAART
136	52236 13232	3	   	262.55	DCR|3VULN|2DMG|1TLV|1DUR	147VULN|2TLV|3RPLT|57DMG|67LHND|7BPWR|8RCR|9DUR|aLIT
137	52236 13253	3	   	262.55	DCR|3VULN|2DMG|1TLV|1DUR	147VULN|2TLV|3RPLT|57DMG|67LHND|7BPWR|8RCR|9LIT|aDUR
138	51412 52323	1	   	262.50	DCR|3VULN|2TLV|1DMG|1DUR|1AART	167VULN|2AART|3ASPD|4DMG|56TLV|6BPWR|8RCR|9DUR|aDUST
139	51356 21131	9	   	262.45	DCR|3VULN|2DMG|1TLV|1DUR	147VULN|2DUST|37DMG|57ZMB|6RCR|7BPWR|8LIT|9TLV|aDUR
140	52225 13215	6	   	262.42	DCR|3VULN|2DMG|2TLV|1DUR	147VULN|24TLV|3RPLT|47BPWR|57DMG|67LHND|8RCR|9BEXP|aDUR
141	52225 13215	5	   	262.42	DCR|3VULN|2DMG|2TLV|1DUR	147VULN|24TLV|3RPLT|47BPWR|57DMG|67LHND|8RCR|9BEXP|aDUR
142	52225 13226	6	   	262.42	DCR|3VULN|2DMG|2TLV|1DUR	147VULN|24TLV|3RPLT|47BPWR|57DMG|67LHND|8RCR|9ZMB|aDUR
143	52225 13226	5	   	262.42	DCR|3VULN|2DMG|2TLV|1DUR	147VULN|24TLV|3RPLT|47BPWR|57DMG|67LHND|8RCR|9ZMB|aDUR
144	52225 13236	6	   	262.42	DCR|3VULN|2DMG|2TLV|1DUR	147VULN|24TLV|3RPLT|47BPWR|57DMG|67LHND|8RCR|9DUR|aBELT
145	52225 13236	5	   	262.42	DCR|3VULN|2DMG|2TLV|1DUR	147VULN|24TLV|3RPLT|47BPWR|57DMG|67LHND|8RCR|9DUR|aBELT
146	52225 13262	6	   	262.42	DCR|3VULN|2DMG|2TLV|1DUR	147VULN|24TLV|3RPLT|47BPWR|57DMG|679LHND|8RCR|aDUR
147	52225 13262	5	   	262.42	DCR|3VULN|2DMG|2TLV|1DUR	147VULN|24TLV|3RPLT|47BPWR|57DMG|679LHND|8RCR|aDUR
148	52226 13215	4	   	262.42	DCR|3VULN|2DMG|2TLV|1DUR	147VULN|24TLV|3RPLT|47BPWR|57DMG|67LHND|8RCR|9BEXP|aDUR
149	52226 13226	4	   	262.42	DCR|3VULN|2DMG|2TLV|1DUR	147VULN|24TLV|3RPLT|47BPWR|57DMG|67LHND|8RCR|9ZMB|aDUR
150	52226 13236	4	   	262.42	DCR|3VULN|2DMG|2TLV|1DUR	147VULN|24TLV|3RPLT|47BPWR|57DMG|67LHND|8RCR|9DUR|aBELT
151	52226 13262	4	   	262.42	DCR|3VULN|2DMG|2TLV|1DUR	147VULN|24TLV|3RPLT|47BPWR|57DMG|679LHND|8RCR|aDUR
152	52225 13231	6	   	262.32	DCR|3VULN|2DMG|2TLV|1DUR	147VULN|24TLV|3RPLT|47BPWR|57DMG|67LHND|8RCR|9DUR|aERES
153	52225 13231	5	   	262.32	DCR|3VULN|2DMG|2TLV|1DUR	147VULN|24TLV|3RPLT|47BPWR|57DMG|67LHND|8RCR|9DUR|aERES
154	52225 13233	6	   	262.32	DCR|3VULN|2DMG|2TLV|1DUR	147VULN|24TLV|3RPLT|47BPWR|57DMG|67LHND|8RCR|9DUR|aTBNT
155	52225 13233	5	   	262.32	DCR|3VULN|2DMG|2TLV|1DUR	147VULN|24TLV|3RPLT|47BPWR|57DMG|67LHND|8RCR|9DUR|aTBNT
156	52226 13231	4	   	262.32	DCR|3VULN|2DMG|2TLV|1DUR	147VULN|24TLV|3RPLT|47BPWR|57DMG|67LHND|8RCR|9DUR|aERES
157	52226 13233	4	   	262.32	DCR|3VULN|2DMG|2TLV|1DUR	147VULN|24TLV|3RPLT|47BPWR|57DMG|67LHND|8RCR|9DUR|aTBNT
158	52222 12434	5	   	262.12	DCR|3VULN|2DMG|2TLV|1DUR	14aVULN|24TLV|3RPLT|4BPWR|5DUST|6RCR|78DMG|9DUR
159	52222 12434	4	   	262.12	DCR|3VULN|2DMG|2TLV|1DUR	14aVULN|24TLV|3RPLT|4BPWR|5DUST|6RCR|78DMG|9DUR
160	51323 46312	8	   	262.02	DCR|3VULN|2DMG|2TLV|1DUR	19aVULN|2DUST|36DMG|47TLV|5DUR|8RCR
161	51316 21611	8	   	261.95	DCR|3VULN|3DMG|1TLV	178VULN|24DUST|378DMG|578ZMB|6RCR|78BPWR|9LIT|aTLV
162	52231 44321	2	   	261.88	DCR|3VULN|2DMG|2TLV|2ASPD|1SELL	178VULN|26TLV|37ASPD|47DMG|5SELL|7BPWR|9ERES|aRCR
163	52512 16313	3	   	261.63	DCR|2VULN|3DUR|1TLV|1DMG|1CDMG	15VULN|2TLV|3LIT|45aDUR|5BPWR|6RCR|7DMG|8CDMG|9LHND
164	52333 64121	5	   	261.42	DCR|4VULN|1TLV|1DMG|2CDMG	1479VULN|2TLV|37CDMG|57ZMB|6RMIN|7BPWR|8DMG|aRCR
165	52333 54121	5	   	261.32	DCR|4VULN|1TLV|1DMG|2CDMG|1NUKE	1479VULN|2TLV|37CDMG|57ZMB|6NUKE|7BPWR|8DMG|aRCR
166	52335 62213	9	   	261.22	DCR|4VULN|1TLV|1DMG|2CDMG	1489VULN|2TLV|3aCDMG|5RCVC|6RCR|7DMG
167	52335 62223	8	   	261.22	DCR|4VULN|1TLV|1DMG|2CDMG	1489VULN|2TLV|3aCDMG|5RCVC|6RCR|7DMG
