0	Index      	Bounty	 *	Score 	Summary	Detail	
1	31522 28484	10	 * 	279.96	DCR|3VULN|3DUR|3ASPD|2CDMG	1BELT|27aASPD|347DUR|57aVULN|6MBVNT|7aBPWR|8aCDMG|9RCR
30	23456 13332	9	   	263.29	DCR|5VULN|1DMG|1TLV	1TLV|2ERES|3459aVULN|6DMG|7FEWX|8RCR
31	51121 11142	4	   	263.29	DCR|5VULN|1DMG|1DUR	1DUST|2DUR|3467aVULN|5BEXP|8RCR|9DMG
32	24622 31112	6	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	1TLV|23DUR|47aVULN|5BEXP|6DMG|8RCR|9ASPD
33	21414 33241	1	 * 	262.92	DCR|2VULN|2DMG|3LIT|2TLV|1DUR|1ASPD	19TLV|24DMG|349LIT|49BPWR|5DUR|6TBNT|7ASPD|89VULN|aRCR
34	51125 22116	3	   	262.60	DCR|4VULN|3DUR|1ASPD	1DUST|245DUR|3567VULN|5BPWR|8ASPD|9CGEN|aRCR
35	51225 22116	1	   	262.60	DCR|4VULN|3DUR|1ASPD	1DUST|2567VULN|345DUR|5BPWR|8ASPD|9CGEN|aRCR
36	31466 11221	10	 * 	262.49	DCR|3VULN|2ASPD|1DMG|2CDMG|1DUR	1BELT|24ASPD|34CDMG|4BPWR|589VULN|6DUR|7RCR|aDMG
37	24122 35142	7	 * 	262.29	DCR|2VULN|3DMG|2DUR|2TLV	17TLV|27DUR|3DMSP|4aVULN|5BEXP|679DMG|7BPWR|8RCR
38	51122 42315	6	 * 	261.72	DCR|4VULN|2CDMG|1DUR|1AART	17DUST|2DUR|3479VULN|5AART|67CDMG|7BPWR|8LIT|aRCR
39	61132 11652	5	   	261.54	DCR|4VULN|2DMG|1DUR	1aLHND|2DUR|367aVULN|4MBVNT|5DMSP|8RCR|9aDMG|aBPWR
40	61134 11652	4	   	261.54	DCR|4VULN|2DMG|1DUR	1aLHND|2DUR|367aVULN|4MBVNT|5RCVC|8RCR|9aDMG|aBPWR
41	25231 11143	2	   	261.44	DCR|4VULN|2DMG|1TLV	1TLV|2FEWX|367aVULN|49DMG|5BEXP|8RCR
42	25231 11542	2	   	261.44	DCR|4VULN|2DMG|1TLV	1TLV|2FEWX|3678VULN|49DMG|5BEXP|aRCR
43	25233 11143	1	   	261.44	DCR|4VULN|2DMG|1TLV	1TLV|2BEXP|367aVULN|49DMG|5LWND|8RCR
44	25233 11542	1	   	261.44	DCR|4VULN|2DMG|1TLV	1TLV|2BEXP|3678VULN|49DMG|5LWND|aRCR
45	42235 34212	1	   	261.44	DCR|4VULN|2DMG|1TLV	18ZMB|2LEGI|356aVULN|45DMG|5BPWR|7RCR|9TLV
46	51125 11142	1	   	261.44	DCR|4VULN|2DMG|1DUR	1aDUST|267aVULN|3LHND|4DUR|5RCVC|8RCR|9aDMG|aBPWR
47	23412 36332	9	   	261.34	DCR|4VULN|2DMG|1TLV	1TLV|2ERES|379aVULN|46DMG|5FEWX|8RCR
48	52231 11143	1	   	261.34	DCR|4VULN|2DMG|1TLV	1DUST|2TLV|367aVULN|49DMG|5BEXP|8RCR
49	52232 11143	1	   	261.34	DCR|4VULN|2DMG|1TLV	1DUST|2TLV|367aVULN|49DMG|5FEWX|8RCR
50	52231 11542	1	   	261.34	DCR|4VULN|2DMG|1TLV	1DUST|2TLV|3678VULN|49DMG|5BEXP|aRCR
51	52232 11542	1	   	261.34	DCR|4VULN|2DMG|1TLV	1DUST|2TLV|3678VULN|49DMG|5FEWX|aRCR
52	61326 11115	5	   	261.25	DCR|4VULN|2ASPD|1TLV|1DUR	1LHND|2DUR|39ASPD|4TLV|567aVULN|8RCR
53	23414 36332	9	   	261.24	DCR|4VULN|2DMG|1TLV	1TLV|2ERES|379aVULN|46DMG|5DUST|8RCR
54	42235 34223	1	 * 	260.80	DCR|4VULN|3DMG|1SELL	18aZMB|2LEGI|356aVULN|45aDMG|5aBPWR|7RCR|9SELL
55	23452 32142	5	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1TLV|2ERES|346aVULN|5DUR|7BEXP|8RCR|9DMG
56	31522 28273	9	   	259.99	DCR|3VULN|3DUR|3ASPD	1BELT|279ASPD|347DUR|579VULN|6MBVNT|79BPWR|89FEWX|aRCR
57	61525 33112	1	   	259.89	DCR|4VULN|2DUR|2ASPD	1aLHND|256aVULN|35DUR|4RCVC|5aBPWR|7LWND|8RCR|9aASPD
58	21612 21611	10	   	259.86	DCR|2VULN|3DUR|2DMG|2TLV	17TLV|24LWND|357DUR|67VULN|7BPWR|8aDMG|9RCR
59	21622 21611	10	   	259.86	DCR|2VULN|3DUR|2DMG|2TLV	17TLV|2LWND|357DUR|4RCVC|67VULN|7BPWR|8aDMG|9RCR
60	21661 21611	10	   	259.86	DCR|2VULN|3DUR|2DMG|2TLV	17TLV|25LWND|347DUR|67VULN|7BPWR|8aDMG|9RCR
61	61525 21112	1	   	259.79	DCR|4VULN|2DUR|2ASPD	1aLHND|257aVULN|35DUR|4RCVC|5aBPWR|6DUST|8RCR|9aASPD
62	61136 11612	5	   	259.69	DCR|4VULN|2DUR|2ASPD	1aLHND|25DUR|367aVULN|4MBVNT|8RCR|9aASPD|aBPWR
63	51122 11112	4	   	259.59	DCR|4VULN|2DUR|2ASPD	1aDUST|2aDUR|3467VULN|5FEWX|8RCR|9aASPD|aBPWR
64	51124 11112	5	   	259.59	DCR|4VULN|2DUR|2ASPD	1aDUST|2aDUR|3467VULN|5LHND|8RCR|9aASPD|aBPWR
65	51126 11112	5	   	259.59	DCR|4VULN|2DUR|2ASPD	1aDUST|2aDUR|3467VULN|5LWND|8RCR|9aASPD|aBPWR
66	51222 11112	1	   	259.59	DCR|4VULN|2DUR|2ASPD	1aDUST|267aVULN|34DUR|5FEWX|8RCR|9aASPD|aBPWR
67	51125 25112	4	   	259.49	DCR|4VULN|2DUR|2ASPD	16aDUST|25DUR|345aVULN|5aBPWR|7LEGI|8RCR|9aASPD
68	21136 11423	8	   	259.11	DCR|3VULN|2DUR|3TLV|1CDMG|1AART	148TLV|2LWND|3AART|568VULN|78DUR|8BPWR|9RCR|aCDMG
69	51125 31116	4	   	259.04	DCR|4VULN|2DUR|1ASPD|1AART	1DUST|25DUR|3457VULN|5BPWR|6BEXP|8RCR|9ASPD|aAART
70	51122 21423	8	   	259.01	DCR|3VULN|2DUR|2TLV|1CDMG|1AART	18DUST|27DUR|348VULN|5AART|68TLV|8BPWR|9RCR|aCDMG
71	21343 31542	1	 * 	258.76	DCR|3VULN|2DMG|2TLV|1DUR	13TLV|29DMG|4DUR|5LHND|678VULN|aRCR
72	21343 31145	1	   	258.76	DCR|3VULN|2DMG|2TLV|1DUR	13TLV|29DMG|4DUR|5LHND|67aVULN|8RCR
73	21136 11424	8	 * 	258.68	DCR|3VULN|3DUR|3TLV|1AART	148TLV|2LWND|3AART|568VULN|78aDUR|8BPWR|9RCR
74	26313 22352	6	   	258.54	DCR|4VULN|2DUR|2TLV	19TLV|2ZMB|3RCVC|4RMIN|569aVULN|79DUR|8RCR|9BPWR
75	31466 23213	8	 * 	258.54	DCR|4VULN|3ASPD|2CDMG	1BELT|247ASPD|34CDMG|47BPWR|579aVULN|67CGEN|8RCR
76	61125 32142	3	   	258.54	DCR|4VULN|2DUR|1DMG	1LHND|25DUR|356aVULN|4RCVC|5BPWR|7BEXP|8RCR|9DMG
77	51125 31141	4	   	258.44	DCR|4VULN|2DUR|1DMG	1DUST|25DUR|3457VULN|5BPWR|6aBEXP|8RCR|9DMG
78	51115 31142	4	   	258.34	DCR|4VULN|2DUR|1DMG	14DUST|25DUR|357aVULN|5BPWR|6BEXP|8RCR|9DMG
79	51121 11142	3	   	258.34	DCR|4VULN|2DUR|1DMG	1DUST|24DUR|367aVULN|5BEXP|8RCR|9DMG
80	51125 22142	4	   	258.34	DCR|4VULN|2DUR|1DMG	16DUST|25DUR|345aVULN|5BPWR|7BEXP|8RCR|9DMG
81	51125 31143	4	   	258.34	DCR|4VULN|2DUR|1DMG	1DUST|25DUR|3457VULN|5BPWR|6BEXP|8RCR|9DMG|aBBNT
82	51221 11142	1	   	258.34	DCR|4VULN|2DUR|1DMG	1DUST|267aVULN|34DUR|5BEXP|8RCR|9DMG
83	53411 62332	8	   	258.34	DCR|4VULN|2DUR|1DMG	12aDUST|2aBPWR|367aVULN|4DMG|5LWND|8RCR|9aDUR
84	53415 23332	8	   	258.34	DCR|4VULN|2DUR|1DMG	12aDUST|2aBPWR|356aVULN|4DMG|7FEWX|8RCR|9aDUR
85	41421 23612	1	   	258.29	DCR|2VULN|2DMG|2DUR|1CDMG|1AART	17ZMB|27DMG|3LIT|4AART|5CDMG|67DUR|7BPWR|89VULN|aRCR
86	25235 32142	2	 * 	258.27	DCR|3VULN|3DMG|2TLV	15TLV|2FEWX|36aVULN|459DMG|5BPWR|7BEXP|8RCR
87	25235 33142	2	   	258.27	DCR|3VULN|3DMG|2TLV	15TLV|2FEWX|36aVULN|459DMG|5BPWR|7LWND|8RCR
88	25235 21142	2	   	258.17	DCR|3VULN|3DMG|2TLV	15TLV|2FEWX|37aVULN|459DMG|5BPWR|6DUST|8RCR
89	25235 21142	1	   	258.17	DCR|3VULN|3DMG|2TLV	15TLV|2BEXP|37aVULN|459DMG|5BPWR|6DUST|8RCR
90	51125 31122	4	   	257.91	DCR|5VULN|2DUR	1DUST|25DUR|3457aVULN|5BPWR|6BEXP|8RCR|9CGEN
91	24122 35112	7	   	257.64	DCR|2VULN|2DMG|2DUR|2TLV|1ASPD	17TLV|27DUR|3DMSP|4aVULN|5BEXP|67DMG|7BPWR|8RCR|9ASPD
92	11312 24541	10	   	257.57	DCR|3VULN|2DMG|2TLV|2LIT	19LIT|23TLV|49DMG|5RPLT|6RCVC|79aVULN|8RCR|9BPWR
93	23456 12212	7	   	257.40	DCR|4VULN|1DMG|1TLV|1CDMG	1TLV|2ERES|3458VULN|6DMG|7CDMG|9CGEN|aRCR
94	23456 13331	10	   	257.40	DCR|4VULN|1DMG|1TLV|1CDMG	1TLV|2ERES|3459VULN|6DMG|7FEWX|8RCR|aCDMG
95	21142 35315	4	 * 	257.33	DCR|4VULN|1DMG|2TLV|1AART	17TLV|27LWND|3AART|4ERES|5DMG|679aVULN|7BPWR|8RCR
96	31466 11223	9	   	257.01	DCR|3VULN|2DUR|2ASPD|2CDMG	1BELT|24ASPD|34CDMG|4BPWR|589VULN|6aDUR|7RCR
97	31466 11233	8	   	257.01	DCR|3VULN|2DUR|2ASPD|2CDMG	1BELT|24ASPD|34CDMG|4BPWR|589VULN|6aDUR|7RCR
98	35411 11351	3	   	256.70	DCR|3VULN|2DUR|1TLV|2LIT|1AART	1BELT|23aVULN|4RPLT|5TLV|6aDUR|7AART|8aLIT|9RCR|aBPWR
99	35431 11351	4	   	256.70	DCR|3VULN|2DUR|1TLV|2LIT|1AART	1BELT|23aVULN|4RPLT|5TLV|6aDUR|7AART|8aLIT|9RCR|aBPWR
100	31232 62461	2	 * 	256.69	ACR|5VULN|2DUR|2ASPD|1AART	1BELT|28ASPD|3RCR|4AART|58DUR|6789aVULN|8BPWR
101	32232 62461	3	   	256.69	ACR|5VULN|2DUR|2ASPD|1AART	1BELT|2RCR|38ASPD|4AART|58DUR|6789aVULN|8BPWR
102	21412 55212	1	   	256.65	DCR|2VULN|2DMG|1TLV|1DUR|2LIT|1CDMG	1TLV|24DMG|34LIT|4BPWR|5DLOT|68VULN|7DUR|9CDMG|aRCR
103	61211 33142	1	   	256.49	DCR|4VULN|2DMG|1ASPD	13aLHND|236aVULN|3aBPWR|4ASPD|5RMIN|7LWND|8RCR|9aDMG
104	21136 11426	8	   	256.46	DCR|3VULN|2DUR|3TLV|1ASPD|1AART	148TLV|2LWND|3AART|568VULN|78DUR|8BPWR|9RCR|aASPD
105	61211 21142	1	   	256.39	DCR|4VULN|2DMG|1ASPD	13aLHND|237aVULN|3aBPWR|4ASPD|5RMIN|6DUST|8RCR|9aDMG
106	51122 61141	10	   	256.36	DCR|3VULN|2DUR|1DMG|1ASPD|1AART	1DUST|26DUR|349VULN|5AART|7DMG|8ASPD|aRCR
107	24623 22126	4	   	256.21	DCR|3VULN|3DUR|1TLV|1ASPD	1TLV|235DUR|479VULN|6CGEN|8ASPD|aRCR
108	61326 11121	5	   	256.21	DCR|3VULN|3DUR|1TLV|1ASPD	1LHND|29aDUR|3ASPD|4TLV|567VULN|8RCR
109	21412 46211	1	   	256.05	DCR|2VULN|3DMG|1TLV|2LIT|1CDMG	1TLV|24aDMG|34LIT|4BPWR|5DLOT|6RCR|78VULN|9CDMG
110	35523 34312	6	   	255.98	DCR|2VULN|3DMG|2DUR|1CDMG	1BELT|29VULN|39DUR|4FEWX|5CDMG|69aDMG|7RCR|8RPLT|9BPWR
111	24622 31141	6	   	255.95	DCR|2VULN|3DUR|2DMG|1TLV	1TLV|23aDUR|47VULN|5BEXP|69DMG|8RCR
112	51235 31141	6	   	255.85	DCR|2VULN|3DUR|2DMG|1TLV	1DUST|24aDUR|3TLV|57VULN|69DMG|8RCR
113	23213 34416	2	 * 	255.77	DCR|4VULN|2CDMG|2TLV	19TLV|29ERES|38CDMG|4LIT|5679VULN|9BPWR|aRCR
114	23165 31142	3	 * 	255.76	DCR|3VULN|2DUR|2TLV|1DMG	15TLV|2ERES|3BEXP|45DUR|5BPWR|67aVULN|8RCR|9DMG
115	51122 25133	6	   	255.43	DCR|3VULN|2TLV|1DUR|1CDMG|1ASPD|1AART	17DUST|2DUR|347VULN|5AART|67TLV|7BPWR|8CDMG|9ASPD|aRCR
116	12213 61442	8	   	255.34	DCR|3VULN|2DUR|2LIT|1CDMG|1ASPD	15LIT|2LWND|3CDMG|45DUR|5BPWR|6RCR|7ASPD|89aVULN
117	24621 16323	5	   	255.29	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	1TLV|23DUR|468VULN|5LWND|7AART|9RCR|aCDMG
118	61234 16323	4	   	255.29	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	1LHND|24DUR|3TLV|568VULN|7AART|9RCR|aCDMG
119	51122 21323	7	   	255.19	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	1DUST|27DUR|348VULN|5AART|6TLV|9RCR|aCDMG
120	51122 21523	8	   	255.19	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	1DUST|27DUR|348VULN|5AART|6TLV|9RCR|aCDMG
121	23233 66412	1	   	255.15	DCR|3VULN|2DMG|1TLV|1DUR	1TLV|2RPLT|356VULN|46LWND|6BPWR|7RCR|89DMG|aDUR
122	24122 31145	6	   	255.05	DCR|3VULN|2DMG|1TLV|1DUR	1TLV|2DUR|3DMSP|47aVULN|5BEXP|69DMG|8RCR
123	25231 11141	2	   	255.05	DCR|3VULN|2DMG|1TLV|1DUR	1TLV|2FEWX|367VULN|49DMG|5BEXP|8RCR|aDUR
124	25233 11141	1	   	255.05	DCR|3VULN|2DMG|1TLV|1DUR	1TLV|2BEXP|367VULN|49DMG|5LWND|8RCR|aDUR
125	24122 31542	6	   	255.05	DCR|3VULN|2DMG|1TLV|1DUR	1TLV|2DUR|3DMSP|478VULN|5BEXP|69DMG|aRCR
126	24132 31542	2	   	255.05	DCR|3VULN|2DMG|1TLV|1DUR	1TLV|2DUR|35FEWX|49DMG|678VULN|aRCR
127	24232 31542	3	   	255.05	DCR|3VULN|2DMG|1TLV|1DUR	1TLV|2DUR|35FEWX|49DMG|678VULN|aRCR
128	24132 31145	2	   	255.05	DCR|3VULN|2DMG|1TLV|1DUR	1TLV|2DUR|35FEWX|49DMG|67aVULN|8RCR
129	24232 31145	3	   	255.05	DCR|3VULN|2DMG|1TLV|1DUR	1TLV|2DUR|35FEWX|49DMG|67aVULN|8RCR
130	61216 12142	1	   	254.96	DCR|4VULN|1DMG|1TLV|1ASPD	13LHND|235aVULN|3BPWR|4ASPD|6TLV|7BEXP|8RCR|9DMG
131	23413 13242	4	   	254.95	DCR|3VULN|2DMG|1TLV|1DUR	1TLV|2ERES|367VULN|49DMG|5DUR|8RMIN|aRCR
132	23413 31145	4	   	254.95	DCR|3VULN|2DMG|1TLV|1DUR	1TLV|2ERES|37aVULN|49DMG|5DUR|6RMIN|8RCR
133	52231 11141	1	   	254.95	DCR|3VULN|2DMG|1TLV|1DUR	1DUST|2TLV|367VULN|49DMG|5BEXP|8RCR|aDUR
134	52232 11141	1	   	254.95	DCR|3VULN|2DMG|1TLV|1DUR	1DUST|2TLV|367VULN|49DMG|5FEWX|8RCR|aDUR
135	23413 31542	4	   	254.95	DCR|3VULN|2DMG|1TLV|1DUR	1TLV|2ERES|378VULN|49DMG|5DUR|6RMIN|aRCR
136	25231 11112	2	   	254.86	DCR|4VULN|1DMG|1TLV|1ASPD	1TLV|2FEWX|367aVULN|4DMG|5BEXP|8RCR|9ASPD
137	25233 11112	1	   	254.86	DCR|4VULN|1DMG|1TLV|1ASPD	1TLV|2BEXP|367aVULN|4DMG|5LWND|8RCR|9ASPD
138	52231 11112	1	   	254.76	DCR|4VULN|1DMG|1TLV|1ASPD	1DUST|2TLV|367aVULN|4DMG|5BEXP|8RCR|9ASPD
139	31356 34111	2	   	254.64	DCR|3VULN|2ASPD|2CDMG|1DMG	13BELT|29ASPD|489VULN|5LIT|6DMG|79CDMG|9BPWR|aRCR
140	25233 16142	1	   	254.45	DCR|3VULN|3DMG|1TLV	1TLV|2BEXP|36aVULN|479DMG|5LWND|8RCR
141	52231 16142	1	   	254.35	DCR|3VULN|3DMG|1TLV	1DUST|2TLV|36aVULN|479DMG|5BEXP|8RCR
142	52235 31142	1	   	254.35	DCR|3VULN|3DMG|1TLV	15DUST|2TLV|37aVULN|459DMG|5BPWR|6BEXP|8RCR
143	23456 21332	9	   	254.23	DCR|5VULN|1TLV|1ASPD	1TLV|2ERES|3459aVULN|6BEXP|7ASPD|8RCR
144	51121 11112	4	   	254.23	DCR|5VULN|1DUR|1ASPD	1DUST|2DUR|3467aVULN|5BEXP|8RCR|9ASPD
145	21663 13342	6	   	253.94	DCR|3VULN|2DUR|1TLV|1CDMG	1TLV|2LWND|34DUR|5CDMG|6RCR|7LIT|89aVULN
146	24363 13342	6	   	253.94	DCR|3VULN|2DUR|1TLV|1CDMG	1TLV|24DUR|3LWND|5CDMG|6RCR|7LIT|89aVULN
147	11152 15352	6	   	253.84	DCR|3VULN|2DUR|1TLV|1CDMG	1LIT|2TLV|38DUR|479VULN|5DUST|6RCR|aCDMG
148	64331 22412	2	   	253.75	DCR|2VULN|3DMG|3CDMG|1TLV	1LHND|245CDMG|345DMG|45BPWR|67VULN|8TLV|9CGEN|aRCR
149	24622 36112	6	   	253.73	DCR|2VULN|2DMG|2DUR|1TLV|1ASPD	1TLV|23DUR|4aVULN|5BEXP|67DMG|8RCR|9ASPD
150	21233 24516	1	   	253.72	DCR|3VULN|2DMG|2TLV|1ASPD	1aTLV|2aDMG|3ASPD|4RCVC|59MLV|68aVULN|7RCR|aBPWR
151	21531 24152	1	   	253.72	DCR|3VULN|2DMG|2TLV|1ASPD	19TLV|29DMG|3ZMB|4RCVC|5ASPD|69aVULN|7RCR|8RMIN|9BPWR
152	14213 42147	2	   	253.65	DCR|3VULN|2DMG|1TLV|2LIT	1aLIT|2BELT|3TLV|46aVULN|5MBVNT|7aDMG|8BBNT|9RCR|aBPWR
153	14213 42547	2	   	253.65	DCR|3VULN|2DMG|1TLV|2LIT	1aLIT|2BELT|3TLV|46aVULN|5MBVNT|7aDMG|8TBNT|9RCR|aBPWR
154	36213 42147	2	   	253.65	DCR|3VULN|2DMG|1TLV|2LIT	1BELT|2aLIT|3TLV|46aVULN|5MBVNT|7aDMG|8BBNT|9RCR|aBPWR
155	36213 42547	2	   	253.65	DCR|3VULN|2DMG|1TLV|2LIT	1BELT|2aLIT|3TLV|46aVULN|5MBVNT|7aDMG|8TBNT|9RCR|aBPWR
156	11316 24421	8	 * 	253.65	DCR|3DMG|1VULN|2DUR|3TLV|2LIT|1AART	17LIT|235TLV|457DMG|57BPWR|67DUR|8RCR|9VULN|aAART
157	54331 22412	2	   	253.65	DCR|2VULN|3DMG|3CDMG|1TLV	1DUST|245CDMG|345DMG|45BPWR|67VULN|8TLV|9CGEN|aRCR
158	25235 32112	2	   	253.62	DCR|3VULN|2DMG|2TLV|1ASPD	15TLV|2FEWX|36aVULN|45DMG|5BPWR|7BEXP|8RCR|9ASPD
159	25235 36112	1	   	253.62	DCR|3VULN|2DMG|2TLV|1ASPD	15TLV|2BEXP|36aVULN|45DMG|5BPWR|7LHND|8RCR|9ASPD
160	25235 51112	1	   	253.62	DCR|3VULN|2DMG|2TLV|1ASPD	15TLV|2BEXP|37aVULN|45DMG|5BPWR|6LHND|8RCR|9ASPD
161	63412 32342	9	   	253.58	DCR|3VULN|2DMG|2DUR	12aLHND|2aBPWR|37aVULN|46DMG|5FEWX|8RCR|9aDUR
162	63412 32362	8	   	253.58	DCR|3VULN|2DMG|2DUR	12aLHND|2aBPWR|37aVULN|46DMG|5FEWX|8RCR|9aDUR
163	11315 15235	7	 * 	253.53	DCR|3VULN|3TLV|1DMG|2LIT|1CDMG	17LIT|237TLV|4DMG|5CDMG|679VULN|7BPWR|8DMSP|aRCR
164	25235 21112	1	   	253.52	DCR|3VULN|2DMG|2TLV|1ASPD	15TLV|2BEXP|37aVULN|45DMG|5BPWR|6DUST|8RCR|9ASPD
165	25235 35112	1	   	253.52	DCR|3VULN|2DMG|2TLV|1ASPD	15TLV|2BEXP|36aVULN|45DMG|5BPWR|7LEGI|8RCR|9ASPD
166	21133 65341	4	   	253.51	DCR|4VULN|3TLV|1DUR|1AART	147TLV|27LWND|3AART|578aVULN|6RCR|7BPWR|9DUR
167	61112 11142	5	   	253.48	DCR|3VULN|2DMG|2DUR	1aLHND|2aDUR|367VULN|4DUST|5DMSP|8RCR|9aDMG|aBPWR
168	61115 11142	4	   	253.48	DCR|3VULN|2DMG|2DUR	1aLHND|2aDUR|367VULN|4DUST|5RCVC|8RCR|9aDMG|aBPWR
169	61116 11142	5	   	253.48	DCR|3VULN|2DMG|2DUR	15aLHND|2aDUR|367VULN|4DUST|8RCR|9aDMG|aBPWR
170	61126 11142	3	   	253.48	DCR|3VULN|2DMG|2DUR	1aLHND|2aDUR|367VULN|4RCVC|5DUST|8RCR|9aDMG|aBPWR
171	61132 41652	5	   	253.48	DCR|3VULN|2DMG|2DUR	1aLHND|26DUR|37aVULN|4MBVNT|5DMSP|8RCR|9aDMG|aBPWR
172	61134 41652	4	   	253.48	DCR|3VULN|2DMG|2DUR	1aLHND|26DUR|37aVULN|4MBVNT|5RCVC|8RCR|9aDMG|aBPWR
173	63414 32332	8	   	253.48	DCR|3VULN|2DMG|2DUR	12aLHND|2aBPWR|37aVULN|46DMG|5DUST|8RCR|9aDUR
174	21142 32315	4	   	253.41	DCR|4VULN|1DMG|1TLV|1AART	1TLV|2LWND|3AART|4ERES|5DMG|689aVULN|7RCR
