0	Index      	Bounty	 *	Score 	Summary	Detail	
1	32312 45544	9	 * 	265.25	DCR|4VULN|3DUR|3CDMG	1RMIN|279aVULN|3MBVNT|4ERES|57aDUR|67aCDMG|7aBPWR|8RCR
42	12331 31531	2	   	245.21	DCR|4VULN|1DMG|1CDMG	1LIT|2DUST|369aVULN|4ASPD|5CDMG|7DMG|8RCR
43	15151 31531	1	   	245.21	DCR|4VULN|1DMG|1CDMG	1LIT|2ASPD|3DUST|469aVULN|5CDMG|7DMG|8RCR
44	51631 31531	1	   	245.21	DCR|4VULN|1DMG|1CDMG	1DUST|269aVULN|3LIT|4ASPD|5CDMG|7DMG|8RCR
45	56331 31531	2	   	245.21	DCR|4VULN|1DMG|1CDMG	1DUST|2LIT|369aVULN|4ASPD|5CDMG|7DMG|8RCR
46	32512 35121	7	 * 	244.84	ACR|3VULN|2DMG|2DUR|1TLV	1RMIN|26aVULN|3RPLT|4aDUR|5RCR|7TLV|8ASPD|9aDMG|aBPWR
47	32512 36121	6	   	244.84	ACR|3VULN|2DMG|2DUR|1TLV	1RMIN|26aVULN|3RPLT|4aDUR|5RCR|7TLV|8ASPD|9aDMG|aBPWR
48	32354 32336	2	   	244.60	DCR|3VULN|3DUR|1TLV	1RMIN|249VULN|346DUR|469BPWR|569BEXP|79FEWX|8RCR|aTLV
49	13212 45131	1	   	244.35	DCR|4VULN|1TLV|2LIT	12LIT|2BPWR|3ASPD|4RPLT|5TLV|689aVULN|7RCR
50	32363 24176	7	   	244.30	DCR|3VULN|3DUR|1TLV	1RMIN|247VULN|3MBVNT|579DUR|67LHND|7BPWR|8TLV|aRCR
51	11136 12235	3	 * 	244.22	DCR|4VULN|2TLV|2LIT	16LIT|2ZMB|39TLV|4BELT|567aVULN|6BPWR|8RCR
52	32312 45554	8	   	244.20	DCR|3VULN|3DUR|3CDMG	1RMIN|27aVULN|3MBVNT|4ERES|57aDUR|67aCDMG|7aBPWR|8RCR|9RCVC
53	32351 36315	2	   	244.20	DCR|3VULN|3DUR|1TLV	1RMIN|249VULN|347DUR|4BPWR|5BELT|6DLOT|8TLV|aRCR
54	32246 61232	5	   	244.10	DCR|3VULN|3DUR|3CDMG	1RMIN|257VULN|3DLOT|479DUR|67aCDMG|7BPWR|8RCR
55	32246 61232	6	   	244.10	DCR|3VULN|3DUR|3CDMG	1RMIN|257VULN|3DLOT|479DUR|67aCDMG|7BPWR|8RCR
56	32312 45524	9	   	244.10	DCR|3VULN|3DUR|3CDMG	1RMIN|27aVULN|3MBVNT|49ERES|57aDUR|67aCDMG|7aBPWR|8RCR
57	32312 45532	8	   	244.10	DCR|3VULN|3DUR|3CDMG	1RMIN|27aVULN|3MBVNT|4ERES|57aDUR|67aCDMG|7aBPWR|8RCR|9DLOT
58	32361 24477	7	   	244.09	DCR|3VULN|2DMG|2ASPD|1DUR	1RMIN|249VULN|3MBVNT|59ASPD|69DMG|7RCVC|8RCR|9BPWR|aDUR
59	32328 74221	10	 * 	244.03	DCR|2VULN|2DMG|2DUR|1TLV	1RMIN|27VULN|3MBVNT|4ZMB|57DMG|67DUR|7BPWR|8BEXP|9RCR|aTLV
60	32328 74521	10	   	244.03	DCR|2VULN|2DMG|2DUR|1TLV	1RMIN|27VULN|3MBVNT|4ZMB|57DMG|67DUR|7BPWR|8LWND|9RCR|aTLV
61	32328 74721	10	   	244.03	DCR|2VULN|2DMG|2DUR|1TLV	1RMIN|27VULN|3MBVNT|4ZMB|57DMG|67DUR|7BPWR|8LHND|9RCR|aTLV
62	33531 44332	9	   	244.03	DCR|2VULN|2DMG|2DUR|1TLV	1RMIN|2ERES|3aVULN|4BEXP|5LWND|6aDUR|7TLV|8RCR|9aDMG|aBPWR
63	32312 45514	8	   	243.96	DCR|3VULN|3DUR|3CDMG|1SELL	1RMIN|27aVULN|3MBVNT|4ERES|57aDUR|67aCDMG|7aBPWR|8RCR|9SELL
64	32312 45584	9	   	243.96	DCR|3VULN|3DUR|3CDMG|1SELL	1RMIN|27aVULN|3MBVNT|4ERES|57aDUR|67aCDMG|7aBPWR|8RCR|9SELL
65	32328 74321	10	   	243.93	DCR|2VULN|2DMG|2DUR|1TLV	1RMIN|27VULN|3MBVNT|4ZMB|57DMG|67DUR|7BPWR|8DUST|9RCR|aTLV
66	32328 74821	10	   	243.93	DCR|2VULN|2DMG|2DUR|1TLV	1RMIN|27VULN|3MBVNT|4ZMB|57DMG|67DUR|7BPWR|8LEGI|9RCR|aTLV
67	32351 31416	2	   	243.93	DCR|2VULN|2DMG|2DUR|1TLV	1RMIN|24VULN|34DUR|4BPWR|5BELT|6DLOT|79DMG|8TLV|aRCR
68	32367 21182	6	   	243.83	DCR|2VULN|2DMG|2DUR|1TLV	1RMIN|24VULN|3MBVNT|56DMG|79DUR|8RCR|aTLV
69	11222 35626	8	   	243.38	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG|1AART	1LIT|2ZMB|37VULN|4DUR|5TLV|6AART|8RCR|9CDMG|aDMG
70	32243 15532	9	   	243.10	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1RMIN|2aVULN|3DLOT|4DUR|5aZMB|6CDMG|7RCR|8TLV|9aDMG|aBPWR
71	11151 32531	2	   	243.05	DCR|4VULN|1TLV|1CDMG	1LIT|2ZMB|3DUST|469aVULN|5CDMG|7TLV|8RCR
72	11252 56131	6	   	243.05	DCR|4VULN|1TLV|1CDMG	1LIT|2ZMB|389aVULN|4MBVNT|5TLV|6CDMG|7RCR
73	11254 44661	8	   	243.05	DCR|4VULN|1TLV|1CDMG	1LIT|2ZMB|367aVULN|4MBVNT|5CDMG|8TLV|9RCR
74	61112 36161	1	 * 	242.93	DCR|3VULN|2TLV|3CDMG	17FEWX|27aVULN|3BEXP|4LHND|57aCDMG|6RCR|7aBPWR|8ASPD|9aTLV
75	61212 36161	1	   	242.83	DCR|3VULN|2TLV|3CDMG	17FEWX|27aVULN|3DUST|4LHND|57aCDMG|6RCR|7aBPWR|8ASPD|9aTLV
76	32552 41323	7	   	242.69	DCR|2VULN|2DUR|1TLV|1DMG|2ASPD	1RMIN|28VULN|3RPLT|48ASPD|5TLV|6LWND|78DUR|8BPWR|9DMG|aRCR
77	32325 21874	6	 * 	242.62	DCR|3VULN|2DMG|2DUR	1RMIN|25aVULN|3MBVNT|459ZMB|5aBPWR|6aDMG|7RCR|8aDUR
78	32387 32721	10	   	242.59	DCR|2VULN|2DUR|1TLV|1DMG|2ASPD	1RMIN|27VULN|3MBVNT|4FEWX|57ASPD|67DUR|7BPWR|8DMG|9RCR|aTLV
79	32552 31323	7	   	242.59	DCR|2VULN|2DUR|1TLV|1DMG|2ASPD	1RMIN|28VULN|3RPLT|48ASPD|5TLV|6DUST|78DUR|8BPWR|9DMG|aRCR
80	32328 74227	9	   	242.52	DCR|3VULN|2DMG|2DUR	1RMIN|27aVULN|3MBVNT|4ZMB|57DMG|67DUR|7BPWR|8BEXP|9RCR
81	32312 34764	9	   	242.42	DCR|3VULN|2DMG|2DUR	1RMIN|27aVULN|3MBVNT|4ERES|5aDUR|6RPLT|8aDMG|9RCR|aBPWR
82	32328 74327	9	   	242.42	DCR|3VULN|2DMG|2DUR	1RMIN|27aVULN|3MBVNT|4ZMB|57DMG|67DUR|7BPWR|8DUST|9RCR
83	11222 44511	10	   	241.80	DCR|2VULN|2TLV|1DMG|1DUR|1CDMG	1LIT|2ZMB|37VULN|4DUR|58TLV|6CDMG|9DMG|aRCR
84	32511 34421	8	 * 	241.77	DCR|3VULN|3DUR|3ASPD	1RMIN|267VULN|3RPLT|47aDUR|579ASPD|7BPWR|8RCR
85	32511 34431	9	   	241.77	DCR|3VULN|3DUR|3ASPD	1RMIN|267VULN|3RPLT|47aDUR|579ASPD|7BPWR|8RCR
86	32463 53232	9	 * 	241.72	DCR|2VULN|2TLV|1DMG|2CDMG|1AART	1RMIN|2aVULN|3AART|4FEWX|5aTLV|6DMG|7ASPD|8RCR|9aCDMG|aBPWR
87	32526 25131	4	 * 	241.70	DCR|5VULN|1DMG	1RMIN|2489aVULN|3RPLT|4BPWR|5DMG|6LIT|7RCR
88	32314 26152	3	   	241.15	DCR|4VULN|1TLV|1DMG	1RMIN|2479VULN|3MBVNT|5LHND|6DMG|8RCR|aTLV
89	32315 26152	3	   	241.15	DCR|4VULN|1TLV|1DMG	1RMIN|2479VULN|3MBVNT|5FEWX|6DMG|8RCR|aTLV
90	32364 16152	6	   	241.15	DCR|4VULN|1TLV|1DMG	1RMIN|2479VULN|3MBVNT|5LWND|6DMG|8RCR|aTLV
91	32364 26152	3	   	241.15	DCR|4VULN|1TLV|1DMG	1RMIN|2479VULN|3MBVNT|4BPWR|5LHND|6DMG|8RCR|aTLV
92	32364 26152	5	   	241.15	DCR|4VULN|1TLV|1DMG	1RMIN|2479VULN|3MBVNT|5LWND|6DMG|8RCR|aTLV
93	32364 26152	4	   	241.15	DCR|4VULN|1TLV|1DMG	1RMIN|2479VULN|3MBVNT|5LHND|6DMG|8RCR|aTLV
94	32365 13152	7	   	241.15	DCR|4VULN|1TLV|1DMG	1RMIN|2479VULN|3MBVNT|5FEWX|6DMG|8RCR|aTLV
95	32362 13152	7	   	241.05	DCR|4VULN|1TLV|1DMG	1RMIN|2479VULN|3MBVNT|5DUST|6DMG|8RCR|aTLV
96	32362 13477	9	   	241.05	DCR|4VULN|1TLV|1DMG	1RMIN|247aVULN|3MBVNT|5DUST|6DMG|8TLV|9RCR
97	32362 13478	10	   	241.05	DCR|4VULN|1TLV|1DMG	1RMIN|247aVULN|3MBVNT|5DUST|6DMG|8TLV|9RCR
98	32362 16152	6	   	241.05	DCR|4VULN|1TLV|1DMG	1RMIN|2479VULN|3MBVNT|5DUST|6DMG|8RCR|aTLV
99	32362 26152	5	   	241.05	DCR|4VULN|1TLV|1DMG	1RMIN|2479VULN|3MBVNT|5DUST|6DMG|8RCR|aTLV
100	16222 35126	7	   	240.91	DCR|3VULN|1TLV|1DUR|2LIT|1AART	19LIT|2RMIN|379VULN|4DUR|5TLV|6AART|89DUST|9BPWR|aRCR
101	34222 35126	7	   	240.91	DCR|3VULN|1TLV|1DUR|2LIT|1AART	1RMIN|29LIT|379VULN|4DUR|5TLV|6AART|89DUST|9BPWR|aRCR
102	32414 62332	4	   	240.73	DCR|3VULN|2DUR|1TLV|1AART	1RMIN|28aVULN|3AART|48BEXP|5BBNT|6RCR|78DUR|8BPWR|9TLV
103	32414 62332	3	   	240.73	DCR|3VULN|2DUR|1TLV|1AART	1RMIN|28aVULN|3AART|48FEWX|5BBNT|6RCR|78DUR|8BPWR|9TLV
104	32424 62332	3	   	240.73	DCR|3VULN|2DUR|1TLV|1AART	1RMIN|28aVULN|3AART|48BEXP|5BBNT|6RCR|78DUR|8BPWR|9TLV
105	15631 11332	1	 * 	240.54	DCR|3DMG|1VULN|2DUR|2LIT|1CDMG	18LIT|2ASPD|368DMG|4CDMG|5BEXP|78DUR|8BPWR|9RCR|aVULN
106	32526 22412	8	   	239.99	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1RMIN|24VULN|3RPLT|4BPWR|57DUR|6DMG|8RCR|9CDMG|aTLV
107	33522 42112	7	   	239.89	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1RMIN|2ERES|38VULN|4CDMG|57DUR|6RCR|9DMG|aTLV
108	33524 42121	7	   	239.78	DCR|2VULN|2DMG|2DUR|1CDMG	1RMIN|2ERES|3aVULN|4CDMG|5LWND|6RCR|7aDUR|8ASPD|9aDMG|aBPWR
109	62522 26313	7	   	239.70	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	12FEWX|367VULN|4CDMG|5AART|8RCR|9DUR|aTLV
110	32312 44121	6	   	239.68	DCR|2VULN|2DMG|2DUR|1CDMG	1RMIN|2aVULN|3MBVNT|4ERES|5aDUR|6CDMG|7RCR|8ASPD|9aDMG|aBPWR
111	32351 14223	7	 * 	239.47	DCR|2VULN|3DUR|1TLV|1DMG	1RMIN|27VULN|3MBVNT|4LEGI|567DUR|7BPWR|8DMG|9RCR|aTLV
112	32353 42371	9	 * 	239.47	DCR|2VULN|3DUR|1TLV|2CDMG	1RMIN|2aVULN|3MBVNT|4LEGI|5TLV|6aCDMG|78aDUR|9RCR|aBPWR
113	32353 51371	9	   	239.47	DCR|2VULN|3DUR|1TLV|2CDMG	1RMIN|2aVULN|3MBVNT|4LEGI|5TLV|68aDUR|7aCDMG|9RCR|aBPWR
114	32161 16222	8	   	239.45	DCR|3VULN|2TLV|2DUR	1RMIN|27aVULN|37LHND|4aTLV|5LWND|67BEXP|7aBPWR|8aDUR|9RCR
115	11113 61265	10	   	239.42	DCR|3VULN|2TLV|1DUR|2LIT	17LIT|2ZMB|37TLV|4LHND|5ERES|679VULN|7BPWR|8DUR|aRCR
116	11122 61265	10	   	239.42	DCR|3VULN|2TLV|1DUR|2LIT	17LIT|2ZMB|37TLV|4ERES|5BEXP|679VULN|7BPWR|8DUR|aRCR
117	11136 12213	3	   	239.42	DCR|3VULN|2TLV|1DUR|2LIT	16LIT|2ZMB|3aTLV|4BELT|567VULN|6BPWR|8RCR|9DUR
118	32341 25382	9	   	239.35	DCR|3VULN|2TLV|2DUR	1RMIN|27aVULN|3MBVNT|4aLHND|57DUR|67LWND|7aBPWR|8RCR|9aTLV
119	11212 24551	9	   	239.28	DCR|3VULN|2TLV|1DUR|2LIT|1SELL	1aLIT|2ZMB|37aVULN|4SELL|5CGEN|6DUR|8aTLV|9RCR|aBPWR
120	11213 24551	9	   	239.28	DCR|3VULN|2TLV|1DUR|2LIT|1SELL	1aLIT|2ZMB|37aVULN|4SELL|5DUR|6CGEN|8aTLV|9RCR|aBPWR
121	32161 13222	8	   	239.25	DCR|3VULN|2TLV|2DUR	1RMIN|27aVULN|3LHND|4aTLV|5LWND|6BEXP|8aDUR|9RCR|aBPWR
122	32351 25382	9	   	239.25	DCR|3VULN|2TLV|2DUR	1RMIN|27aVULN|3MBVNT|4LEGI|57DUR|67aLWND|7aBPWR|8RCR|9aTLV
123	32161 46322	8	   	239.25	DCR|3VULN|2TLV|2DUR	1RMIN|27aVULN|37LHND|4aTLV|5LWND|67DUR|7aBPWR|8aDUST|9RCR
124	32513 35361	9	   	239.25	DCR|3VULN|2TLV|2DUR	1RMIN|26aVULN|3RPLT|48DUR|5aLHND|7aTLV|9RCR|aBPWR
125	32132 24361	7	 * 	239.16	ACR|3VULN|3DMG|3DUR|1SELL	1RMIN|279VULN|37LHND|4RCR|5SELL|679DMG|79BPWR|89aDUR
126	32343 57326	10	   	239.15	DCR|3VULN|2TLV|2DUR	1RMIN|27aVULN|3MBVNT|4LHND|57TLV|67DUR|7BPWR|8RPLT|9RCR
127	32363 22382	9	   	239.15	DCR|3VULN|2TLV|2DUR	1RMIN|24aVULN|3MBVNT|5aDUR|6LHND|7LWND|8RCR|9aTLV|aBPWR
128	32361 55343	10	   	239.06	DCR|4VULN|1TLV|1AART	1RMIN|2479VULN|3MBVNT|5ASPD|6AART|8RCR|aTLV
129	32241 25124	6	   	238.95	DCR|3VULN|2TLV|2DUR	1RMIN|28aVULN|35DLOT|4aDUR|6RCR|7aTLV|9TBNT|aBPWR
130	62522 23243	7	   	238.51	DCR|3VULN|1TLV|2LIT|1CDMG|1AART	12aFEWX|36aVULN|4CDMG|5AART|7TLV|8RCR|9aLIT|aBPWR
131	41321 15621	7	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1BEXP|2BELT|3LIT|4DUR|568VULN|7TLV|9CDMG|aRCR
132	61321 15621	7	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1FEWX|2BELT|3LIT|4DUR|568VULN|7TLV|9CDMG|aRCR
133	41323 62341	5	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1BEXP|2BELT|3LIT|4DUR|5CDMG|6TLV|789VULN|aRCR
134	61235 22341	5	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1FEWX|2BELT|3DUR|4CDMG|5TLV|6LIT|789VULN|aRCR
135	61323 62341	5	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1FEWX|2BELT|3LIT|4DUR|5CDMG|6TLV|789VULN|aRCR
136	61351 32341	4	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1FEWX|2BELT|3LIT|4CDMG|5TLV|6DUR|789VULN|aRCR
137	32351 11343	2	   	238.26	DCR|3VULN|3DUR|2CDMG	1RMIN|24aVULN|346DUR|4aBPWR|5BELT|7aLHND|8RCR|9aCDMG
138	32354 33341	2	 * 	238.26	DCR|3VULN|3DUR|1DMG	1RMIN|249VULN|346DUR|46BPWR|56BEXP|7DMG|8RCR|aLWND
139	32354 33342	2	   	238.26	DCR|3VULN|3DUR|1DMG	1RMIN|249VULN|346DUR|46BPWR|56BEXP|7DMG|8RCR|aFEWX
140	32361 18341	10	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1RMIN|247VULN|3MBVNT|5ASPD|6CDMG|8RCR|9DUR|aTLV
141	51321 15621	7	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1DUST|2BELT|3LIT|4DUR|568VULN|7TLV|9CDMG|aRCR
142	51323 62341	5	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1DUST|2BELT|3LIT|4DUR|5CDMG|6TLV|789VULN|aRCR
143	32354 33343	2	   	238.16	DCR|3VULN|3DUR|1DMG	1RMIN|249VULN|346DUR|46BPWR|56BEXP|7DMG|8RCR|aBBNT
144	11131 13431	3	   	238.14	DCR|2VULN|2TLV|1DUR|2LIT|1CDMG|1AART	1aLIT|2ZMB|3aTLV|4BELT|5CDMG|6AART|7RCR|8DUR|9aVULN|aBPWR
145	32246 61231	6	   	238.06	DCR|3VULN|3DUR|2CDMG	1RMIN|257VULN|3DLOT|479DUR|67CDMG|7BPWR|8RCR|aBEXP
146	32246 61231	5	   	238.06	DCR|3VULN|3DUR|2CDMG	1RMIN|257VULN|3DLOT|479DUR|67CDMG|7BPWR|8RCR|aBEXP
147	11222 35663	8	   	238.03	DCR|2VULN|1TLV|1DMG|1DUR|1AART	1LIT|2ZMB|37VULN|4DUR|5TLV|6AART|8RCR|9DMG|aASPD
148	16222 35135	10	   	238.03	DCR|2VULN|1TLV|1DMG|1DUR|1AART	1LIT|2RMIN|37VULN|4DUR|5TLV|6AART|8DMG|9ASPD|aRCR
149	34222 35135	10	   	238.03	DCR|2VULN|1TLV|1DMG|1DUR|1AART	1RMIN|2LIT|37VULN|4DUR|5TLV|6AART|8DMG|9ASPD|aRCR
150	32256 13332	6	   	238.02	DCR|3VULN|2TLV|1DUR|1CDMG	1RMIN|25aVULN|3DLOT|4aDUST|6DUR|7CDMG|8aTLV|9RCR|aBPWR
151	32256 63332	5	   	238.02	DCR|3VULN|2TLV|1DUR|1CDMG	1RMIN|25aVULN|3DLOT|4aDUST|6CDMG|7DUR|8aTLV|9RCR|aBPWR
152	32256 63332	6	   	238.02	DCR|3VULN|2TLV|1DUR|1CDMG	1RMIN|25aVULN|3DLOT|4aDUST|6CDMG|7DUR|8aTLV|9RCR|aBPWR
153	32246 61233	5	   	237.96	DCR|3VULN|3DUR|2CDMG	1RMIN|257VULN|3DLOT|479DUR|67CDMG|7BPWR|8RCR|aDUST
154	32246 61233	6	   	237.96	DCR|3VULN|3DUR|2CDMG	1RMIN|257VULN|3DLOT|479DUR|67CDMG|7BPWR|8RCR|aDUST
155	32312 45542	9	   	237.96	DCR|3VULN|3DUR|2CDMG	1RMIN|279VULN|3MBVNT|4ERES|57aDUR|67CDMG|7BPWR|8RCR
156	32312 42544	9	   	237.96	DCR|3VULN|3DUR|2CDMG	1RMIN|29aVULN|3MBVNT|4ERES|57aDUR|6aCDMG|8RCR|aBPWR
157	51311 36321	1	   	237.96	DCR|3VULN|3DUR|1DMG	1DUST|268VULN|3DLOT|4RPLT|567DUR|6BPWR|9RCR|aDMG
158	11222 35611	10	   	237.90	DCR|2VULN|2DUR|1TLV|1CDMG|1AART	1LIT|2ZMB|37VULN|49DUR|5TLV|6AART|8RCR|aCDMG
159	11222 35614	9	   	237.90	DCR|2VULN|2DUR|1TLV|1CDMG|1AART	1LIT|2ZMB|37VULN|49DUR|5TLV|6AART|8RCR|aCDMG
160	11222 43635	8	   	237.90	DCR|2VULN|2DUR|1TLV|1CDMG|1AART	1LIT|2ZMB|3aVULN|48DUR|5TLV|6CDMG|7AART|9RCR
161	32125 24422	9	   	237.89	DCR|3VULN|2DMG|1TLV	1RMIN|257VULN|37LHND|4RPLT|67DMG|7BPWR|8RCR|9ERES|aTLV
