0	Index      	Bounty	 *	Score 	Summary	Detail	
1	52162 32311	1	 * 	289.79	DCR|4VULN|2DUR|2ASPD|1TLV|1CDMG	17DUR|24LWND|3457VULN|47BPWR|67ASPD|8CDMG|9TLV|aRCR
13	52162 32412	1	   	279.43	DCR|5VULN|2DUR|2ASPD	17DUR|24LWND|3457aVULN|47BPWR|67ASPD|8MLV|9RCR
14	46315 21112	7	 * 	278.08	DCR|5VULN|2DUR|1DMG	1RMIN|2356aVULN|45DUR|5BPWR|7DMG|8BEXP|9RCR
15	46315 21212	8	   	278.08	DCR|5VULN|2DUR|1DMG	1RMIN|2356aVULN|45DUR|5BPWR|7DMG|8BEXP|9RCR
16	46315 21312	7	   	278.08	DCR|5VULN|2DUR|1DMG	1RMIN|2356aVULN|45DUR|5BPWR|7DMG|8LHND|9RCR
17	46315 21322	8	   	276.50	DCR|4VULN|2DUR|1DMG|1AART	1RMIN|2356VULN|45DUR|5BPWR|7DMG|8LIT|9RCR|aAART
18	54122 32112	1	 * 	276.22	DCR|4VULN|2DMG|2DUR	17DUR|2BEXP|357aVULN|47DMG|6DMSP|7BPWR|8CGEN|9RCR
19	54122 32412	1	   	276.22	DCR|4VULN|2DMG|2DUR	17DUR|2BEXP|357aVULN|47DMG|6DMSP|7BPWR|8MLV|9RCR
20	55122 32112	1	   	276.22	DCR|4VULN|2DMG|2DUR	17DUR|2FEWX|357aVULN|47DMG|6DMSP|7BPWR|8CGEN|9RCR
21	55122 32412	1	   	276.22	DCR|4VULN|2DMG|2DUR	17DUR|2FEWX|357aVULN|47DMG|6DMSP|7BPWR|8MLV|9RCR
22	52162 32114	1	   	276.14	DCR|4VULN|2DUR|2ASPD|1TLV	17DUR|24LWND|3457VULN|47BPWR|67ASPD|8CGEN|9RCR|aTLV
23	52122 12112	2	   	276.02	DCR|4VULN|2DMG|2DUR	17DUR|26DUST|357aVULN|47DMG|7BPWR|8CGEN|9RCR
24	52122 12412	2	   	276.02	DCR|4VULN|2DMG|2DUR	17DUR|26DUST|357aVULN|47DMG|7BPWR|8MLV|9RCR
25	52422 12112	3	   	276.02	DCR|4VULN|2DMG|2DUR	17DUR|26DUST|357aVULN|47DMG|7BPWR|8CGEN|9RCR
26	52422 12412	3	   	276.02	DCR|4VULN|2DMG|2DUR	17DUR|26DUST|357aVULN|47DMG|7BPWR|8MLV|9RCR
27	52632 12112	4	   	276.02	DCR|4VULN|2DMG|2DUR	17DUR|26DUST|37DMG|457aVULN|7BPWR|8CGEN|9RCR
28	52632 12412	4	   	276.02	DCR|4VULN|2DMG|2DUR	17DUR|26DUST|37DMG|457aVULN|7BPWR|8MLV|9RCR
29	53122 12112	1	   	276.02	DCR|4VULN|2DMG|2DUR	17DUR|26DUST|357aVULN|47DMG|7BPWR|8CGEN|9RCR
30	53122 12412	1	   	276.02	DCR|4VULN|2DMG|2DUR	17DUR|26DUST|357aVULN|47DMG|7BPWR|8MLV|9RCR
31	33651 53322	2	 * 	275.77	DCR|4VULN|2DMG|2ASPD|1AART|2SELL	12SELL|3aDMG|456aVULN|7RCR|8aASPD|9AART|aBPWR
32	52162 33122	1	   	274.50	DCR|5VULN|1DMG|1DUR|1ASPD	1DUR|24LWND|3459aVULN|4BPWR|6ASPD|7RCR|8DMG
33	46312 42211	4	 * 	273.73	DCR|3VULN|2ASPD|1DMG|1TLV|1DUR|2LIT	1RMIN|23aVULN|4DUR|5aLIT|6DMG|7RCR|8TLV|9aASPD|aBPWR
34	52412 21342	4	   	272.87	DCR|5VULN|2DUR|2LIT	1aDUR|2DUST|3457aVULN|6aLIT|8RPLT|9RCR|aBPWR
35	52112 25342	2	 * 	271.76	DCR|4VULN|3DUR|3LIT	17aDUR|2DUST|357aVULN|4RCVC|67aLIT|7aBPWR|8RPLT|9RCR
36	53112 25342	1	   	271.76	DCR|4VULN|3DUR|3LIT	17aDUR|2DUST|357aVULN|4RCVC|67aLIT|7aBPWR|8RPLT|9RCR
37	52126 12622	2	   	271.70	DCR|2VULN|3DMG|3DUR|1TLV	157DUR|26DUST|37VULN|457DMG|57BPWR|8TLV|9ZMB|aRCR
38	53126 12622	1	   	271.70	DCR|2VULN|3DMG|3DUR|1TLV	157DUR|26DUST|37VULN|457DMG|57BPWR|8TLV|9ZMB|aRCR
39	32446 13211	6	   	271.56	DCR|2VULN|3DMG|3DUR|1TLV|1SELL	1SELL|2TLV|356DUR|456DMG|56BPWR|7RCR|8LHND|9aVULN
40	54126 33231	1	   	271.11	DCR|2VULN|3DUR|2DMG|1TLV|2LIT	15aDUR|2BEXP|3aVULN|45DMG|5aBPWR|6DMSP|7RCR|8TLV|9aLIT
41	55126 33231	1	   	271.11	DCR|2VULN|3DUR|2DMG|1TLV|2LIT	15aDUR|2FEWX|3aVULN|45DMG|5aBPWR|6DMSP|7RCR|8TLV|9aLIT
42	55252 33122	2	   	271.11	DCR|4VULN|1DMG|1TLV|1DUR|1ASPD	1DUR|2TLV|3CGEN|459aVULN|6ASPD|7RCR|8DMG
43	52612 42131	3	   	270.91	DCR|2VULN|3DUR|2DMG|1TLV|2LIT	18aDUR|2DUST|3aDMG|4TLV|57VULN|6RCR|9aLIT|aBPWR
44	52126 13231	2	   	270.91	DCR|2VULN|3DUR|2DMG|1TLV|2LIT	15aDUR|26DUST|3aVULN|45DMG|5aBPWR|7RCR|8TLV|9aLIT
45	52426 13231	3	   	270.91	DCR|2VULN|3DUR|2DMG|1TLV|2LIT	15aDUR|26DUST|3aVULN|45DMG|5aBPWR|7RCR|8TLV|9aLIT
46	52636 13231	4	   	270.91	DCR|2VULN|3DUR|2DMG|1TLV|2LIT	15aDUR|26DUST|3aDMG|45VULN|5aBPWR|7RCR|8TLV|9aLIT
47	53126 13231	1	   	270.91	DCR|2VULN|3DUR|2DMG|1TLV|2LIT	15aDUR|26DUST|3aVULN|45DMG|5aBPWR|7RCR|8TLV|9aLIT
48	54122 32114	1	   	269.83	DCR|3VULN|2DMG|2DUR|1TLV	17DUR|2BEXP|357VULN|47DMG|6DMSP|7BPWR|8CGEN|9RCR|aTLV
49	55122 32114	1	   	269.83	DCR|3VULN|2DMG|2DUR|1TLV	17DUR|2FEWX|357VULN|47DMG|6DMSP|7BPWR|8CGEN|9RCR|aTLV
50	43123 16331	1	   	269.73	DCR|3VULN|2DMG|2DUR|1TLV	1RMIN|259VULN|39DUR|4TBNT|6RPLT|7RCR|89DMG|9BPWR|aTLV
51	46123 16331	2	   	269.73	DCR|3VULN|2DMG|2DUR|1TLV	1RMIN|259VULN|39DUR|4TBNT|6RPLT|7RCR|89DMG|9BPWR|aTLV
52	46223 16331	3	   	269.73	DCR|3VULN|2DMG|2DUR|1TLV	1RMIN|259VULN|39DUR|4TBNT|6RPLT|7RCR|89DMG|9BPWR|aTLV
53	52122 12114	2	   	269.63	DCR|3VULN|2DMG|2DUR|1TLV	17DUR|26DUST|357VULN|47DMG|7BPWR|8CGEN|9RCR|aTLV
54	52422 12114	3	   	269.63	DCR|3VULN|2DMG|2DUR|1TLV	17DUR|26DUST|357VULN|47DMG|7BPWR|8CGEN|9RCR|aTLV
55	52632 12114	4	   	269.63	DCR|3VULN|2DMG|2DUR|1TLV	17DUR|26DUST|37DMG|457VULN|7BPWR|8CGEN|9RCR|aTLV
56	53122 12114	1	   	269.63	DCR|3VULN|2DMG|2DUR|1TLV	17DUR|26DUST|357VULN|47DMG|7BPWR|8CGEN|9RCR|aTLV
57	52162 32115	1	   	269.55	DCR|4VULN|2DUR|2ASPD|1AART	17DUR|24LWND|3457VULN|47BPWR|67ASPD|8CGEN|9RCR|aAART
58	23265 33122	5	   	269.54	DCR|4VULN|2DUR|1DMG|1ASPD	1LHND|2RCVC|35DUR|459aVULN|5BPWR|6ASPD|7RCR|8DMG
59	52126 13242	2	   	269.53	DCR|3VULN|2DMG|2DUR|1TLV	15DUR|26DUST|39aVULN|45DMG|5BPWR|7RCR|8TLV
60	53126 13242	1	   	269.53	DCR|3VULN|2DMG|2DUR|1TLV	15DUR|26DUST|39aVULN|45DMG|5BPWR|7RCR|8TLV
61	52121 51522	2	   	269.34	DCR|4VULN|2DUR|1DMG|1ASPD	16DUR|2DUST|389aVULN|4DMG|5ASPD|7RCR
62	52633 31522	6	   	269.34	DCR|4VULN|2DUR|1DMG|1ASPD	16DUR|2DUST|3DMG|489aVULN|5ASPD|7RCR
63	52633 61122	6	   	269.34	DCR|4VULN|2DUR|1DMG|1ASPD	18DUR|2DUST|3DMG|469aVULN|5ASPD|7RCR
64	53121 51522	1	   	269.34	DCR|4VULN|2DUR|1DMG|1ASPD	16DUR|2DUST|389aVULN|4DMG|5ASPD|7RCR
65	52162 42211	1	   	268.19	DCR|4VULN|2DUR|2ASPD	1aDUR|24LWND|345aVULN|4aBPWR|6LIT|7RCR|8CGEN|9aASPD
66	52412 22211	4	   	267.99	DCR|4VULN|2DUR|2ASPD	1aDUR|2DUST|345aVULN|6LIT|7RCR|8CGEN|9aASPD|aBPWR
67	52415 22211	5	   	267.99	DCR|4VULN|2DUR|2ASPD	1aDUR|25DUST|345aVULN|5aBPWR|6LIT|7RCR|8CGEN|9aASPD
68	23265 32311	5	   	267.14	DCR|3VULN|2DUR|2ASPD|1TLV|1CDMG	17LHND|2RCVC|35DUR|457VULN|57BPWR|67ASPD|8CDMG|9TLV|aRCR
69	54122 33231	1	   	267.10	DCR|3VULN|2DUR|1DMG|1TLV|2LIT	1aDUR|2BEXP|35aVULN|4DMG|6DMSP|7RCR|8TLV|9aLIT|aBPWR
70	55122 33231	1	   	267.10	DCR|3VULN|2DUR|1DMG|1TLV|2LIT	1aDUR|2FEWX|35aVULN|4DMG|6DMSP|7RCR|8TLV|9aLIT|aBPWR
71	52112 32311	1	   	267.04	DCR|3VULN|2DUR|2ASPD|1TLV|1CDMG	17DUR|2LWND|357VULN|4RCVC|67ASPD|7BPWR|8CDMG|9TLV|aRCR
72	52142 32311	1	   	267.04	DCR|3VULN|2DUR|2ASPD|1TLV|1CDMG	17DUR|24LWND|357VULN|67ASPD|7BPWR|8CDMG|9TLV|aRCR
73	53542 32311	2	   	266.94	DCR|3VULN|2DUR|2ASPD|1TLV|1CDMG	17DUR|2RCVC|357VULN|4LEGI|67ASPD|7BPWR|8CDMG|9TLV|aRCR
74	52122 13231	2	   	266.90	DCR|3VULN|2DUR|1DMG|1TLV|2LIT	1aDUR|26DUST|35aVULN|4DMG|7RCR|8TLV|9aLIT|aBPWR
75	52422 13231	3	   	266.90	DCR|3VULN|2DUR|1DMG|1TLV|2LIT	1aDUR|26DUST|35aVULN|4DMG|7RCR|8TLV|9aLIT|aBPWR
76	53122 13231	1	   	266.90	DCR|3VULN|2DUR|1DMG|1TLV|2LIT	1aDUR|26DUST|35aVULN|4DMG|7RCR|8TLV|9aLIT|aBPWR
77	31163 32332	1	 * 	266.86	DCR|5VULN|1DMG|2CDMG|1SELL	1SELL|29CDMG|3TBNT|45789VULN|6RCR|9BPWR|aDMG
78	31563 32332	1	 * 	266.86	DCR|5VULN|1DMG|2CDMG|1SELL	1SELL|29CDMG|3BBNT|45789VULN|6RCR|9BPWR|aDMG
79	52432 12311	4	   	266.84	DCR|3VULN|2DUR|2ASPD|1TLV|1CDMG	17DUR|26DUST|357VULN|47ASPD|7BPWR|8CDMG|9TLV|aRCR
80	46315 21321	8	   	266.84	DCR|4VULN|2DUR|1DMG	1RMIN|2356VULN|45DUR|5BPWR|7DMG|8LIT|9RCR|aLWND
81	46315 21323	8	   	266.84	DCR|4VULN|2DUR|1DMG	1RMIN|2356VULN|45DUR|5BPWR|7DMG|8LIT|9RCR|aRCVC
82	53111 53141	10	   	266.74	DCR|4VULN|2DUR|2CDMG	18DUR|2RCVC|38CDMG|4678VULN|5LEGI|8BPWR|9LIT|aRCR
83	52636 12232	4	   	266.61	DCR|3VULN|3DUR|2DMG	157DUR|26DUST|37DMG|457VULN|57BPWR|8BEXP|9ERES|aRCR
84	52411 12342	6	   	266.56	DCR|4VULN|3DUR|2LIT	15aDUR|2DUST|346aVULN|7aLIT|8RPLT|9RCR|aBPWR
85	52411 12342	7	   	266.56	DCR|4VULN|3DUR|2LIT	15aDUR|2DUST|346aVULN|7aLIT|8RPLT|9RCR|aBPWR
86	52411 21342	5	   	266.56	DCR|4VULN|3DUR|2LIT	15aDUR|2DUST|347aVULN|6aLIT|8RPLT|9RCR|aBPWR
87	23265 14311	6	   	265.80	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1LHND|2RCVC|35DUR|456VULN|5BPWR|7DMG|8CDMG|9TLV|aRCR
88	55133 16333	2	   	265.71	DCR|2VULN|3DUR|2DMG|1TLV|1AART	139DUR|2TLV|4BBNT|59VULN|6RPLT|7RCR|89DMG|9BPWR|aAART
89	55233 16333	3	   	265.71	DCR|2VULN|3DUR|2DMG|1TLV|1AART	139DUR|2TLV|4BBNT|59VULN|6RPLT|7RCR|89DMG|9BPWR|aAART
90	52512 42122	1	   	265.63	DCR|4VULN|2DUR|1TLV|1ASPD	18DUR|2LWND|3ASPD|4TLV|579aVULN|6RCR
91	52411 14311	6	   	265.60	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	15DUR|2DUST|346VULN|7DMG|8CDMG|9TLV|aRCR
92	52512 42122	2	   	265.53	DCR|4VULN|2DUR|1TLV|1ASPD	18DUR|2DUST|3ASPD|4TLV|579aVULN|6RCR
93	53512 42122	1	   	265.53	DCR|4VULN|2DUR|1TLV|1ASPD	18DUR|2DUST|3ASPD|4TLV|579aVULN|6RCR
94	52162 33112	1	 * 	265.16	DCR|4VULN|2ASPD|1DMG|1DUR	1DUR|24LWND|345aVULN|4BPWR|69ASPD|7RCR|8DMG
95	52633 61222	6	   	264.96	DCR|4VULN|2ASPD|1DMG|1DUR	1DUR|2DUST|3DMG|469aVULN|58ASPD|7RCR
96	43523 62211	6	   	264.86	DCR|3VULN|2DMG|1TLV|2LIT|1ASPD	1RMIN|2aLIT|3FEWX|45aVULN|6ASPD|7RCR|8TLV|9aDMG|aBPWR
97	43123 16333	1	   	264.49	DCR|3VULN|2DMG|2DUR|1ASPD	1RMIN|259VULN|39DUR|4TBNT|6RPLT|7RCR|89DMG|9BPWR|aASPD
98	46123 16333	2	   	264.49	DCR|3VULN|2DMG|2DUR|1ASPD	1RMIN|259VULN|39DUR|4TBNT|6RPLT|7RCR|89DMG|9BPWR|aASPD
99	46223 16333	3	   	264.49	DCR|3VULN|2DMG|2DUR|1ASPD	1RMIN|259VULN|39DUR|4TBNT|6RPLT|7RCR|89DMG|9BPWR|aASPD
100	52121 51422	2	   	264.29	DCR|3VULN|2DMG|2DUR|1ASPD	16DUR|2DUST|39aVULN|48DMG|5ASPD|7RCR
101	52633 31422	6	   	264.29	DCR|3VULN|2DMG|2DUR|1ASPD	16DUR|2DUST|38DMG|49aVULN|5ASPD|7RCR
102	53121 51422	1	   	264.29	DCR|3VULN|2DMG|2DUR|1ASPD	16DUR|2DUST|39aVULN|48DMG|5ASPD|7RCR
103	52124 42131	2	   	263.98	DCR|3VULN|3DUR|1DMG|2LIT	18aDUR|2DUST|37aVULN|4DMG|5CGEN|6RCR|9aLIT|aBPWR
104	53124 42131	1	   	263.98	DCR|3VULN|3DUR|1DMG|2LIT	18aDUR|2DUST|37aVULN|4DMG|5CGEN|6RCR|9aLIT|aBPWR
105	55223 23122	6	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	13DUR|2TLV|4ZMB|5ASPD|69aVULN|7RCR|8DMG
106	55243 23122	6	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	13DUR|2TLV|4RMIN|5ASPD|69aVULN|7RCR|8DMG
107	31163 32333	1	 * 	263.05	DCR|5VULN|2CDMG|1TLV|1SELL	1SELL|29CDMG|3TBNT|45789VULN|6RCR|9BPWR|aTLV
108	31563 32333	1	 * 	263.05	DCR|5VULN|2CDMG|1TLV|1SELL	1SELL|29CDMG|3BBNT|45789VULN|6RCR|9BPWR|aTLV
109	52612 42111	3	   	262.95	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	18DUR|2DUST|3DMG|4TLV|57aVULN|6RCR|9ASPD
110	52636 13211	4	   	262.95	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	15DUR|26DUST|3DMG|45aVULN|5BPWR|7RCR|8TLV|9ASPD
111	13113 53441	10	   	261.90	DCR|4VULN|1TLV|1DUR|1CDMG	1ERES|2TLV|3CDMG|4578VULN|6DUR|9LIT|aRCR
112	32133 23122	6	   	261.87	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD|1SELL	1SELL|2TLV|3CDMG|4DUR|5ASPD|69aVULN|7RCR|8DMG
113	22633 34412	8	   	261.54	DCR|4VULN|2DMG|1TLV	157LHND|26DUST|37DMG|457aVULN|57BPWR|8TLV|9RCR
114	52512 42222	1	   	261.25	DCR|4VULN|2ASPD|1TLV|1DUR	1DUR|2LWND|38ASPD|4TLV|579aVULN|6RCR
115	52122 26312	2	   	261.24	DCR|4VULN|2DMG|1DUR	1DUR|2DUST|358aVULN|47DMG|6ERES|9RCR
116	52422 26312	3	   	261.24	DCR|4VULN|2DMG|1DUR	1DUR|2DUST|358aVULN|47DMG|6ERES|9RCR
117	52632 26312	4	   	261.24	DCR|4VULN|2DMG|1DUR	1DUR|2DUST|37DMG|458aVULN|6ERES|9RCR
118	53122 26312	1	   	261.24	DCR|4VULN|2DMG|1DUR	1DUR|2DUST|358aVULN|47DMG|6ERES|9RCR
119	52512 42222	2	   	261.15	DCR|4VULN|2ASPD|1TLV|1DUR	1DUR|2DUST|38ASPD|4TLV|579aVULN|6RCR
120	53512 42222	1	   	261.15	DCR|4VULN|2ASPD|1TLV|1DUR	1DUR|2DUST|38ASPD|4TLV|579aVULN|6RCR
121	23113 53141	10	   	260.53	DCR|4VULN|2DUR|1CDMG	18LHND|2RCVC|3CDMG|4578VULN|68DUR|8BPWR|9LIT|aRCR
122	23113 53145	9	   	260.53	DCR|4VULN|2DUR|1CDMG	18LHND|2RCVC|3CDMG|4578VULN|68DUR|8BPWR|9LIT|aRCR
123	31163 32342	1	   	260.45	DCR|5VULN|1DMG|1CDMG|1SELL	1SELL|2CDMG|3TBNT|45789VULN|6RCR|aDMG
124	31563 32342	1	   	260.45	DCR|5VULN|1DMG|1CDMG|1SELL	1SELL|2CDMG|3BBNT|45789VULN|6RCR|aDMG
125	52412 22312	4	   	260.43	DCR|4VULN|2DUR|1CDMG	1aDUR|2DUST|345aVULN|6LIT|7RCR|8CDMG|9aLWND|aBPWR
126	52412 22362	4	   	260.43	DCR|4VULN|2DUR|1CDMG	1aDUR|2DUST|345aVULN|6LIT|7RCR|8CDMG|9aLHND|aBPWR
127	52415 22312	5	   	260.43	DCR|4VULN|2DUR|1CDMG	1aDUR|25DUST|345aVULN|5aBPWR|6LIT|7RCR|8CDMG|9aLWND
128	52162 42332	1	   	260.43	DCR|4VULN|2DUR|1CDMG	1aDUR|24LWND|345aVULN|4aBPWR|6LIT|7RCR|8CDMG|9aDUST
129	41214 63323	7	 * 	260.21	DCR|3VULN|2DMG|2ASPD|1DUR	1RMIN|28ASPD|3DUR|4RPLT|58DMG|6DMSP|78aVULN|8BPWR|9RCR
130	54122 33242	1	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1DUR|2BEXP|359aVULN|4DMG|6DMSP|7RCR|8TLV
131	55122 33242	1	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1DUR|2FEWX|359aVULN|4DMG|6DMSP|7RCR|8TLV
132	13132 42431	2	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1ERES|2TLV|3FEWX|4DUR|579aVULN|6RCR|8DMG
133	13222 42431	4	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1ERES|2TLV|3DUR|4BEXP|579aVULN|6RCR|8DMG
134	13262 42431	4	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1ERES|2TLV|3DUR|4FEWX|579aVULN|6RCR|8DMG
135	13532 42431	3	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1ERES|2TLV|3FEWX|4DUR|579aVULN|6RCR|8DMG
136	14332 42431	2	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1ERES|2FEWX|3TLV|4DUR|579aVULN|6RCR|8DMG
137	61332 42431	1	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1BEXP|2ERES|3TLV|4DUR|579aVULN|6RCR|8DMG
138	16332 42431	1	   	259.90	DCR|4VULN|1DMG|1DUR|1TLV	1ERES|2DUST|3TLV|4DUR|579aVULN|6RCR|8DMG
139	52122 13242	2	   	259.90	DCR|4VULN|1DMG|1TLV|1DUR	1DUR|26DUST|359aVULN|4DMG|7RCR|8TLV
140	52422 13242	3	   	259.90	DCR|4VULN|1DMG|1TLV|1DUR	1DUR|26DUST|359aVULN|4DMG|7RCR|8TLV
141	52632 13242	4	   	259.90	DCR|4VULN|1DMG|1TLV|1DUR	1DUR|26DUST|3DMG|459aVULN|7RCR|8TLV
142	53122 13242	1	   	259.90	DCR|4VULN|1DMG|1TLV|1DUR	1DUR|26DUST|359aVULN|4DMG|7RCR|8TLV
143	23265 32112	5	   	259.89	DCR|4VULN|2DUR|2ASPD	17LHND|2RCVC|35DUR|457aVULN|57BPWR|67ASPD|8CGEN|9RCR
144	23265 32412	5	   	259.89	DCR|4VULN|2DUR|2ASPD	17LHND|2RCVC|35DUR|457aVULN|57BPWR|67ASPD|8MLV|9RCR
145	52162 32113	1	   	259.89	DCR|4VULN|2DUR|2ASPD	17DUR|24LWND|3457VULN|47BPWR|67ASPD|8CGEN|9RCR|aRMIN
146	52162 32116	1	   	259.89	DCR|4VULN|2DUR|2ASPD	17DUR|24LWND|3457VULN|47BPWR|67ASPD|8CGEN|9RCR|aMLV
147	52162 32413	1	   	259.89	DCR|4VULN|2DUR|2ASPD	17DUR|24LWND|3457VULN|47BPWR|67ASPD|8MLV|9RCR|aRMIN
