0	Index      	Bounty	 *	Score 	Summary	Detail	
1	13133 26145	6	 * 	294.14	DCR|3VULN|3DMG|2DUR|1TLV|1AART	18aDMG|268VULN|3LWND|4TLV|58DUR|7AART|8BPWR|9RCR
33	12333 24135	6	   	276.80	DCR|3VULN|2DMG|2TLV|2DUR|1NUKE	19DMG|2RPLT|358VULN|49DUR|69TLV|7NUKE|9BPWR|aRCR
34	12333 34135	4	   	276.80	DCR|3VULN|2DMG|2TLV|2DUR|1NUKE	19DMG|2RPLT|368VULN|49DUR|59TLV|7NUKE|9BPWR|aRCR
35	12353 23135	3	   	276.80	DCR|3VULN|2DMG|2TLV|2DUR|1NUKE	19DMG|2RPLT|378VULN|49DUR|59TLV|6NUKE|9BPWR|aRCR
36	12353 34135	3	   	276.80	DCR|3VULN|2DMG|2TLV|2DUR|1NUKE	19DMG|2RPLT|368VULN|49DUR|59TLV|7NUKE|9BPWR|aRCR
37	13635 23135	4	   	276.80	DCR|3VULN|2DMG|2TLV|2DUR|1NUKE	19DMG|278VULN|39TLV|49DUR|5RPLT|6NUKE|9BPWR|aRCR
38	13652 12136	10	   	276.07	DCR|2VULN|3DMG|2TLV|2DUR	18aDMG|24VULN|38TLV|5ERES|6LIT|78DUR|8BPWR|9RCR
39	12331 32135	5	   	275.29	DCR|4VULN|2DMG|1TLV|1DUR	19DMG|2RPLT|3689VULN|4DUR|5TLV|79ZMB|9BPWR|aRCR
40	12333 22135	6	   	275.29	DCR|4VULN|2DMG|1TLV|1DUR	19DMG|2RPLT|3589VULN|4DUR|6TLV|79ZMB|9BPWR|aRCR
41	12333 32135	4	   	275.29	DCR|4VULN|2DMG|1TLV|1DUR	19DMG|2RPLT|3689VULN|4DUR|5TLV|79ZMB|9BPWR|aRCR
42	12353 32135	3	   	275.29	DCR|4VULN|2DMG|1TLV|1DUR	19DMG|2RPLT|3689VULN|4DUR|5TLV|79ZMB|9BPWR|aRCR
43	13635 32135	4	   	275.29	DCR|4VULN|2DMG|1TLV|1DUR	19DMG|2689VULN|3TLV|4DUR|5RPLT|79ZMB|9BPWR|aRCR
44	12632 23135	6	   	275.19	DCR|4VULN|2DMG|1TLV|2ASPD	19DMG|2RPLT|39ASPD|4TLV|5LWND|6789VULN|9BPWR|aRCR
45	12634 23135	6	   	275.19	DCR|4VULN|2DMG|1TLV|2ASPD	19DMG|2RPLT|39ASPD|4TLV|5LHND|6789VULN|9BPWR|aRCR
46	13132 36142	6	   	275.10	DCR|2VULN|3DUR|2DMG|2TLV|1AART	18DMG|28VULN|3LWND|45TLV|68aDUR|7AART|8BPWR|9RCR
47	13633 35151	6	   	275.10	DCR|2VULN|3DUR|2DMG|2TLV|1AART	18DMG|29VULN|38TLV|458DUR|6AART|7RCR|8BPWR|aLHND
48	13633 35152	6	   	275.00	DCR|2VULN|3DUR|2DMG|2TLV|1AART	18DMG|29VULN|38TLV|458DUR|6AART|7RCR|8BPWR|aMBVNT
49	13652 41232	8	 * 	274.59	DCR|4VULN|3DMG|1TLV	19aDMG|2489VULN|3TLV|5ERES|6RCR|79LHND|9BPWR
50	13652 43232	8	   	274.59	DCR|4VULN|3DMG|1TLV	19aDMG|2489VULN|3TLV|5ERES|6RCR|79LWND|9BPWR
51	13633 33244	6	   	274.35	DCR|3VULN|2DUR|1TLV|1DMG|1CDMG|1AART	1DMG|28aVULN|3TLV|45DUR|6AART|7CDMG|9RCR
52	12331 33135	7	 * 	273.96	DCR|3VULN|2DMG|1TLV|2CDMG|1DUR|1SELL	19DMG|2RPLT|389VULN|4DUR|5TLV|6SELL|79CDMG|9BPWR|aRCR
53	12333 22235	7	 * 	273.96	DCR|3VULN|2DMG|1TLV|2CDMG|1DUR|1SELL	19DMG|2RPLT|359VULN|4DUR|6TLV|7SELL|89CDMG|9BPWR|aRCR
54	13652 12131	10	   	273.64	DCR|2VULN|3DUR|2DMG|2TLV	18DMG|24VULN|38TLV|5ERES|6LIT|78aDUR|8BPWR|9RCR
55	13611 56121	5	   	273.57	ACR|3VULN|3DMG|3DUR|1TLV|1SELL	19aDMG|29aVULN|3TLV|4RCR|5ASPD|6SELL|7TBNT|89aDUR|9aBPWR
56	13251 31243	8	   	273.33	DCR|4VULN|2DMG|2DUR|1AART	1aDMG|247aVULN|3ZMB|5BEXP|6AART|8aDUR|9RCR|aBPWR
57	13251 31443	7	   	273.33	DCR|4VULN|2DMG|2DUR|1AART	1aDMG|247aVULN|3ZMB|5BEXP|6AART|8aDUR|9RCR|aBPWR
58	13251 31443	6	   	273.33	DCR|4VULN|2DMG|2DUR|1AART	1aDMG|247aVULN|3ZMB|5BEXP|6AART|8aDUR|9RCR|aBPWR
59	13255 21243	8	   	273.33	DCR|4VULN|2DMG|2DUR|1AART	1aDMG|247aVULN|3ZMB|5AART|6LWND|8aDUR|9RCR|aBPWR
60	13633 42134	9	   	272.57	DCR|3VULN|3DUR|1TLV|1DMG	1DMG|268VULN|3TLV|457DUR|9ASPD|aRCR
61	13243 41433	5	   	272.49	DCR|4VULN|2DMG|1TLV|1CDMG	14DMG|2679VULN|3ZMB|5TLV|8CDMG|aRCR
62	13633 42336	6	 * 	272.34	DCR|3VULN|3DUR|2TLV|1DMG	1DMG|267VULN|39TLV|45aDUR|8RCR
63	21434 22143	1	   	271.89	DCR|4VULN|2DUR|1DMG|2ASPD|1AART	1aDUR|234aVULN|5LWND|6DMG|7AART|8aASPD|9RCR|aBPWR
64	15111 11162	5	   	271.88	DCR|4VULN|2DMG|2DUR	19DMG|2ASPD|3BELT|459aVULN|6RCR|79DUR|8BBNT|9BPWR
65	13653 21433	6	   	271.29	DCR|4VULN|2TLV|1DMG|1CDMG	1DMG|2479VULN|35TLV|6ASPD|8CDMG|aRCR
66	21433 22432	1	 * 	271.04	DCR|5VULN|3DUR|1CDMG	169DUR|2348aVULN|5CDMG|7RCR
67	13232 63535	7	 * 	270.84	DCR|3VULN|3TLV|3CDMG|1DMG|1DUR	1DMG|289VULN|3ZMB|4DUR|589TLV|6LWND|789CDMG|89BPWR|aRCR
68	12334 53135	4	   	270.63	DCR|3VULN|2DMG|2TLV|1DUR	19DMG|2RPLT|389VULN|4DUR|5ASPD|6DMSP|79TLV|9BPWR|aRCR
69	13232 12555	7	   	270.63	DCR|3VULN|2DMG|2TLV|1DUR	18DMG|268VULN|3ZMB|4DUR|58TLV|7RPLT|8BPWR|9ASPD|aRCR
70	13655 22332	5	   	270.43	DCR|3VULN|2DMG|2TLV|1DUR	16DMG|247VULN|39TLV|5DUR|8RCR|aASPD
71	13655 22311	5	   	270.19	DCR|3VULN|2DMG|1TLV|2ASPD|1DUR	16DMG|247VULN|3TLV|5DUR|8RCR|9aASPD
72	13652 12131	9	   	270.08	DCR|2VULN|2DMG|2TLV|2DUR|1AART	18DMG|24VULN|38TLV|5ERES|6LIT|78DUR|8BPWR|9RCR|aAART
73	11336 26333	8	   	269.72	DCR|2VULN|3DMG|1TLV|1DUR|2LIT|1AART	148DMG|28LIT|3LWND|5AART|6DUR|78VULN|8BPWR|9TLV|aRCR
74	11336 26343	9	   	269.72	DCR|2VULN|3DMG|1TLV|1DUR|2LIT|1AART	148DMG|28LIT|3LWND|5AART|6DUR|78VULN|8BPWR|9TLV|aRCR
75	13655 22322	5	   	269.69	DCR|3VULN|3DMG|1TLV|1DUR	16aDMG|247VULN|3TLV|5DUR|8RCR|9CGEN
76	62322 24635	2	 * 	269.62	DCR|4VULN|2TLV|2DUR|1AART|1SELL	1SELL|2389VULN|4MBVNT|5AART|69DUR|79TLV|9BPWR|aRCR
77	13336 22332	4	   	269.59	DCR|3VULN|3DMG|1TLV|1DUR	16aDMG|257VULN|3ERES|4DUR|8RCR|9TLV
78	13133 36145	5	   	269.45	DCR|2VULN|3DMG|2DUR|1TLV|1AART	18aDMG|28VULN|3LWND|4TLV|58DUR|6RCVC|7AART|8BPWR|9RCR
79	13332 16134	10	   	268.90	DCR|3VULN|2DMG|1TLV|1DUR|2LIT	18DMG|26aVULN|38ERES|4DUR|5TLV|78LIT|8BPWR|9RCR
80	12331 32545	5	   	268.82	DCR|3VULN|2DMG|2DUR|1TLV	18DMG|2RPLT|368VULN|49DUR|5TLV|78ZMB|8BPWR|aRCR
81	12333 22545	6	   	268.82	DCR|3VULN|2DMG|2DUR|1TLV	18DMG|2RPLT|358VULN|49DUR|6TLV|78ZMB|8BPWR|aRCR
82	12333 32545	4	   	268.82	DCR|3VULN|2DMG|2DUR|1TLV	18DMG|2RPLT|368VULN|49DUR|5TLV|78ZMB|8BPWR|aRCR
83	12331 21135	7	   	268.82	DCR|3VULN|2DMG|2DUR|1TLV	19DMG|2RPLT|389VULN|47DUR|5TLV|69ZMB|9BPWR|aRCR
84	12335 22135	6	   	268.82	DCR|3VULN|2DMG|2DUR|1TLV	19DMG|2RPLT|389VULN|45DUR|6TLV|79ZMB|9BPWR|aRCR
85	13224 34135	4	   	268.82	DCR|3VULN|2DMG|2DUR|1TLV	19DMG|289VULN|3ZMB|4RPLT|5TLV|69DUR|7RCVC|9BPWR|aRCR
86	13263 22135	7	   	268.82	DCR|3VULN|2DMG|2DUR|1TLV	19DMG|289VULN|3ZMB|4RCVC|5TLV|69DUR|7RPLT|9BPWR|aRCR
87	13615 23531	4	 * 	268.82	ACR|5VULN|3DMG|3TLV|1NUKE	189DMG|2789aVULN|389TLV|4RCR|5RPLT|6NUKE|89BPWR
88	13132 31541	4	   	268.72	DCR|3VULN|2DMG|2DUR|1TLV	17DMG|278VULN|3LWND|4TLV|5MBVNT|67DUR|7BPWR|9RCR|aRPLT
89	13132 31546	4	   	268.72	DCR|3VULN|2DMG|2DUR|1TLV	17DMG|278VULN|3LWND|4TLV|5MBVNT|67DUR|7BPWR|9RCR|aLHND
90	13132 31547	4	   	268.72	DCR|3VULN|2DMG|2DUR|1TLV	17DMG|278VULN|3LWND|4TLV|5MBVNT|67DUR|7BPWR|9RCR|aDMSP
91	13132 31843	4	   	268.72	DCR|3VULN|2DMG|2DUR|1TLV	17DMG|27aVULN|3LWND|4TLV|5MBVNT|67DUR|7BPWR|8RCVC|9RCR
92	13652 31541	3	   	268.72	DCR|3VULN|2DMG|2DUR|1TLV	17DMG|278VULN|3TLV|4LWND|5MBVNT|67DUR|7BPWR|9RCR|aRPLT
93	13652 31843	3	   	268.72	DCR|3VULN|2DMG|2DUR|1TLV	17DMG|27aVULN|3TLV|4LWND|5MBVNT|67DUR|7BPWR|8RCVC|9RCR
94	13132 31542	4	   	268.62	DCR|3VULN|2DMG|2DUR|1TLV	17DMG|278VULN|3LWND|4TLV|5MBVNT|67DUR|7BPWR|9RCR|aDUST
95	13633 42322	6	   	268.62	DCR|3VULN|2DMG|2DUR|1TLV	1aDMG|267VULN|3TLV|45DUR|8RCR|9CGEN
96	13633 42352	6	   	268.62	DCR|3VULN|2DMG|2DUR|1TLV	1aDMG|267VULN|3TLV|45DUR|8RCR|9RMIN
97	13652 31542	3	   	268.62	DCR|3VULN|2DMG|2DUR|1TLV	17DMG|278VULN|3TLV|4LWND|5MBVNT|67DUR|7BPWR|9RCR|aDUST
98	12335 23535	6	   	268.36	DCR|2VULN|2DMG|2TLV|2DUR|2ASPD	19DMG|2RPLT|39VULN|45DUR|67TLV|89ASPD|9BPWR|aRCR
99	15135 14114	10	   	268.21	DCR|3VULN|3DMG|2ASPD|2LIT|1AART	17aDMG|27ASPD|3BELT|4AART|57aVULN|6MBVNT|7aBPWR|8aLIT|9RCR
100	11153 52136	10	   	268.09	DCR|2VULN|3DMG|2DUR|1TLV	18aDMG|2LIT|3RCVC|48VULN|5TLV|6MLV|78DUR|8BPWR|9RCR
101	13642 31136	3	   	267.96	DCR|2VULN|3DMG|2TLV|2DUR	179DMG|27VULN|39TLV|4LHND|5MBVNT|67DUR|79BPWR|89FEWX|aRCR
102	13241 31243	8	   	267.94	DCR|3VULN|3DMG|2DUR|1AART	14aDMG|27aVULN|3ZMB|5BEXP|6AART|8aDUR|9RCR|aBPWR
103	13241 31443	6	   	267.94	DCR|3VULN|3DMG|2DUR|1AART	14aDMG|27aVULN|3ZMB|5BEXP|6AART|8aDUR|9RCR|aBPWR
104	13241 31443	7	   	267.94	DCR|3VULN|3DMG|2DUR|1AART	14aDMG|27aVULN|3ZMB|5BEXP|6AART|8aDUR|9RCR|aBPWR
105	13245 21243	8	   	267.94	DCR|3VULN|3DMG|2DUR|1AART	14aDMG|27aVULN|3ZMB|5AART|6LWND|8aDUR|9RCR|aBPWR
106	13632 33244	6	   	267.84	DCR|3VULN|2TLV|1DMG|1DUR|1CDMG|1AART	1DMG|28aVULN|35TLV|4DUR|6AART|7CDMG|9RCR
107	13643 21433	6	   	267.83	DCR|3VULN|2DMG|2TLV|1CDMG	14DMG|279VULN|35TLV|6ASPD|8CDMG|aRCR
108	13633 23176	3	   	267.66	DCR|2VULN|3DMG|2TLV|2DUR	169DMG|24VULN|39TLV|5MBVNT|79DUR|8TBNT|9BPWR|aRCR
109	13633 42332	6	   	267.42	DCR|3VULN|2TLV|2DUR|1DMG	1DMG|267VULN|39TLV|45DUR|8RCR|aASPD
110	13633 42335	6	   	267.42	DCR|3VULN|2TLV|2DUR|1DMG	1DMG|267VULN|39TLV|45DUR|8RCR|aLIT
111	13652 41231	8	   	267.25	DCR|4VULN|2DMG|1TLV	19DMG|2489VULN|3TLV|5ERES|6RCR|79LHND|9BPWR|aASPD
112	13652 43231	8	   	267.25	DCR|4VULN|2DMG|1TLV	19DMG|2489VULN|3TLV|5ERES|6RCR|79LWND|9BPWR|aASPD
113	13633 42311	6	   	267.19	DCR|3VULN|2DUR|1TLV|1DMG|2ASPD	1DMG|267VULN|3TLV|45DUR|8RCR|9aASPD
114	12551 23135	5	   	267.02	DCR|4VULN|2DMG|2TLV|1NUKE	19DMG|2RPLT|3BEXP|4789VULN|59TLV|6NUKE|9BPWR|aRCR
115	12553 23135	4	   	267.02	DCR|4VULN|2DMG|2TLV|1NUKE	19DMG|2RPLT|3BEXP|4789VULN|59TLV|6NUKE|9BPWR|aRCR
116	13633 26142	6	   	267.02	DCR|2VULN|3DUR|2DMG|1TLV|1AART	18DMG|28VULN|3TLV|45aDUR|68LHND|7AART|8BPWR|9RCR
117	13633 32142	7	   	267.02	DCR|2VULN|3DUR|2DMG|1TLV|1AART	18DMG|28VULN|3TLV|45aDUR|6AART|78FEWX|8BPWR|9RCR
118	13633 34142	7	   	267.02	DCR|2VULN|3DUR|2DMG|1TLV|1AART	18DMG|28VULN|3TLV|45aDUR|6AART|78LWND|8BPWR|9RCR
119	13633 36142	7	   	267.02	DCR|2VULN|3DUR|2DMG|1TLV|1AART	18DMG|28VULN|3TLV|45aDUR|6AART|78LHND|8BPWR|9RCR
120	13633 36142	5	   	267.02	DCR|2VULN|3DUR|2DMG|1TLV|1AART	18DMG|28VULN|3TLV|45aDUR|68LHND|7AART|8BPWR|9RCR
121	21142 14142	1	   	267.02	DCR|2VULN|3DUR|2DMG|1TLV|1AART	18aDUR|28VULN|36BEXP|4TLV|5AART|78DMG|8BPWR|9RCR
122	21243 24142	1	   	267.02	DCR|2VULN|3DUR|2DMG|1TLV|1AART	18aDUR|28VULN|36LWND|4TLV|5AART|78DMG|8BPWR|9RCR
123	13133 36142	5	   	267.02	DCR|2VULN|3DUR|2DMG|1TLV|1AART	18DMG|28VULN|3LWND|4TLV|58aDUR|6RCVC|7AART|8BPWR|9RCR
124	13133 56142	6	   	267.02	DCR|2VULN|3DUR|2DMG|1TLV|1AART	18DMG|28VULN|36LWND|4TLV|58aDUR|7AART|8BPWR|9RCR
125	13623 23135	2	   	266.92	DCR|4VULN|2DMG|2TLV|1NUKE	19DMG|2789VULN|3LEGI|4RPLT|59TLV|6NUKE|9BPWR|aRCR
126	13623 34135	2	   	266.92	DCR|4VULN|2DMG|2TLV|1NUKE	19DMG|2689VULN|3LEGI|4RPLT|59TLV|7NUKE|9BPWR|aRCR
127	13615 23533	4	   	266.73	ACR|4VULN|3DMG|3TLV|1DUR|1NUKE	189DMG|2789VULN|389TLV|4RCR|5RPLT|6NUKE|89BPWR|aDUR
128	62111 24531	6	   	266.59	ACR|4VULN|3DMG|3TLV|1DUR|1SELL	1SELL|289aVULN|3RCR|4DUR|5RMIN|689TLV|789DMG|89BPWR
129	15111 11164	5	   	266.48	DCR|3VULN|3DMG|2DUR	19aDMG|2ASPD|3BELT|459VULN|6RCR|79DUR|8BBNT|9BPWR
130	21433 25633	1	 * 	265.85	DCR|4VULN|2DUR|1DMG|2CDMG	16DUR|2349VULN|57CDMG|8DMG|aRCR
131	13231 36264	10	   	265.81	DCR|4VULN|1TLV|1DMG|1DUR	1DMG|2789VULN|3ZMB|4DUR|5ASPD|6RCR|aTLV
132	11153 52131	10	   	265.66	DCR|2VULN|3DUR|2DMG|1TLV	18DMG|2LIT|3RCVC|48VULN|5TLV|6MLV|78aDUR|8BPWR|9RCR
133	13553 12151	10	   	265.66	DCR|2VULN|3DUR|2DMG|1TLV	18DMG|24VULN|38CGEN|5TLV|6LIT|78aDUR|8BPWR|9RCR
134	13133 12326	2	   	265.66	DCR|4VULN|2DMG|2LIT|1AART	18DMG|278aVULN|3FEWX|4AART|5ASPD|68LIT|8BPWR|9RCR
135	13614 31631	5	   	265.61	ACR|3VULN|3DMG|3DUR|1TLV	178DMG|279VULN|3TLV|4RCR|59LHND|679DUR|79BPWR|aBELT
136	13614 31633	5	   	265.61	ACR|3VULN|3DMG|3DUR|1TLV	178DMG|279VULN|3TLV|4RCR|59LHND|679DUR|79BPWR|aRMIN
137	13132 21126	5	   	265.54	DCR|2VULN|3DMG|2TLV|2LIT|1CDMG	168DMG|28VULN|3LWND|45TLV|78LIT|8BPWR|9CDMG|aRCR
138	13452 21126	5	   	265.54	DCR|2VULN|3DMG|2TLV|2LIT|1CDMG	168DMG|28VULN|3LHND|45TLV|78LIT|8BPWR|9CDMG|aRCR
139	13643 11126	5	   	265.54	DCR|2VULN|3DMG|2TLV|2LIT|1CDMG	148DMG|28VULN|35TLV|6FEWX|78LIT|8BPWR|9CDMG|aRCR
140	13643 31126	6	   	265.54	DCR|2VULN|3DMG|2TLV|2LIT|1CDMG	148DMG|28VULN|35TLV|6FEWX|78LIT|8BPWR|9CDMG|aRCR
141	12335 21633	6	   	265.34	DCR|2VULN|3DUR|2DMG|2TLV	19DMG|2RPLT|39VULN|458DUR|69TLV|7MBVNT|9BPWR|aRCR
142	13633 22336	5	   	265.24	DCR|2VULN|3DUR|2DMG|2TLV	16DMG|27VULN|39TLV|45aDUR|8RCR
143	13633 43336	7	   	265.24	DCR|2VULN|3DUR|2DMG|2TLV	17DMG|26VULN|39TLV|45aDUR|8RCR
144	12333 21452	10	   	264.69	DCR|3VULN|2DUR|1TLV|1DMG|1CDMG	1DMG|2RPLT|358VULN|4aDUR|6TLV|7CDMG|9RCR
145	13255 51231	5	   	264.56	DCR|4VULN|1TLV|1DMG|1CDMG|1AART	1DMG|2469VULN|3ZMB|5AART|7CDMG|8TLV|aRCR
146	13633 42123	10	   	264.26	DCR|3VULN|3DUR|1TLV|1DMG	1DMG|268VULN|3TLV|457DUR|9LWND|aRCR
147	13633 42153	10	   	264.16	DCR|3VULN|3DUR|1TLV|1DMG	1DMG|268VULN|3TLV|457DUR|9DUST|aRCR
