0	Index      	Bounty	 *	Score 	Summary	Detail	
1	21562 22234	5	 * 	287.10	DCR|3VULN|2DMG|2DUR|3LIT|1CDMG	167LIT|2CDMG|357VULN|47DMG|7BPWR|8RCR|9aDUR
16	23123 63542	9	   	278.50	DCR|4VULN|2DUR|3LIT|1DMG	169LIT|2479VULN|3LHND|5DMG|89DUR|9BPWR|aRCR
17	23311 61315	2	 * 	275.42	DCR|2VULN|3DMG|3DUR|3LIT	139LIT|2aVULN|479DMG|569DUR|8RCR|9aBPWR
18	25311 61315	1	   	275.42	DCR|2VULN|3DMG|3DUR|3LIT	139LIT|2aVULN|479DMG|569DUR|8RCR|9aBPWR
19	23562 22236	5	   	274.87	DCR|3VULN|2DMG|3LIT|1DUR|1TLV|1SELL	167LIT|257VULN|3SELL|47DMG|7BPWR|8RCR|9DUR|aTLV
20	62363 32422	6	   	273.93	DCR|3VULN|2DUR|1DMG|2CDMG|1AART	19CDMG|289VULN|3LIT|4DMG|59DUR|6AART|7RPLT|9BPWR|aRCR
21	62363 33422	7	   	273.93	DCR|3VULN|2DUR|1DMG|2CDMG|1AART	19CDMG|289VULN|3LIT|4DMG|59DUR|6AART|7RPLT|9BPWR|aRCR
22	63362 32422	6	   	273.93	DCR|3VULN|2DUR|1DMG|2CDMG|1AART	19CDMG|29DUR|3LIT|4DMG|589VULN|6AART|7RPLT|9BPWR|aRCR
23	63362 33422	7	   	273.93	DCR|3VULN|2DUR|1DMG|2CDMG|1AART	19CDMG|29DUR|3LIT|4DMG|589VULN|6AART|7RPLT|9BPWR|aRCR
24	23123 51141	10	   	273.49	DCR|4VULN|2DUR|1DMG|2LIT	19LIT|2489VULN|3LHND|5DMG|6RCVC|79DUR|9BPWR|aRCR
25	23123 53541	10	   	273.49	DCR|4VULN|2DUR|1DMG|2LIT	19LIT|2479VULN|3LHND|5DMG|6RCVC|89DUR|9BPWR|aRCR
26	23123 61412	7	   	273.45	DCR|3VULN|2DMG|2DUR|3LIT	169LIT|249VULN|3LHND|58DMG|79DUR|9BPWR|aRCR
27	23562 22234	5	   	273.20	DCR|3VULN|2DMG|2DUR|3LIT|1SELL	167LIT|257VULN|3SELL|47DMG|7BPWR|8RCR|9aDUR
28	21562 22214	5	   	272.51	DCR|3VULN|2DMG|3LIT|1DUR|1CDMG	167LIT|2CDMG|357VULN|47DMG|7BPWR|8RCR|9LWND|aDUR
29	21562 22231	5	   	272.41	DCR|3VULN|2DMG|3LIT|1DUR|1CDMG	167LIT|2CDMG|357VULN|47DMG|7BPWR|8RCR|9DUR|aERES
30	21562 22236	5	   	272.41	DCR|3VULN|2DMG|3LIT|1DUR|1CDMG	167LIT|2CDMG|357VULN|47DMG|7BPWR|8RCR|9DUR|aBBNT
31	21562 62231	6	   	272.41	DCR|3VULN|2DMG|3LIT|1DUR|1CDMG	167LIT|2CDMG|357VULN|47DMG|7BPWR|8RCR|9DUR|aERES
32	23562 22235	5	   	272.27	DCR|3VULN|2DMG|3LIT|1DUR|1CDMG|1SELL	167LIT|257VULN|3SELL|47DMG|7BPWR|8RCR|9DUR|aCDMG
33	21562 22233	5	   	272.27	DCR|3VULN|2DMG|3LIT|1DUR|1CDMG|1SELL	167LIT|2CDMG|357VULN|47DMG|7BPWR|8RCR|9DUR|aSELL
34	21562 62233	6	   	272.27	DCR|3VULN|2DMG|3LIT|1DUR|1CDMG|1SELL	167LIT|2CDMG|357VULN|47DMG|7BPWR|8RCR|9DUR|aSELL
35	63216 31312	1	   	272.11	DCR|3VULN|2DUR|1DMG|2CDMG|1TLV	19CDMG|2DMG|379VULN|4TLV|5CGEN|6BBNT|89DUR|9BPWR|aRCR
36	65216 31312	2	   	272.11	DCR|3VULN|2DUR|1DMG|2CDMG|1TLV	19CDMG|2DMG|379VULN|4TLV|5CGEN|6BBNT|89DUR|9BPWR|aRCR
37	62112 21533	4	 * 	271.86	DCR|4VULN|3DUR|2CDMG	19CDMG|269aVULN|3CGEN|4MLV|569DUR|69BPWR|7RCR|8RMIN
38	62112 21533	3	   	271.86	DCR|4VULN|3DUR|2CDMG	19CDMG|269aVULN|3CGEN|4MLV|569DUR|69BPWR|7RCR|8RMIN
39	63116 21533	5	   	271.86	DCR|4VULN|3DUR|2CDMG	19CDMG|269DUR|3CGEN|4MLV|569aVULN|69BPWR|7RCR|8RMIN
40	22131 42425	1	   	271.52	DCR|3VULN|2DUR|1DMG|2LIT|1ASPD|1AART	19LIT|2ASPD|39DUR|4DMG|5BEXP|689VULN|7AART|9BPWR|aRCR
41	65213 33621	7	 * 	271.28	DCR|2VULN|3DMG|3CDMG|2AART|1DUR	138CDMG|238DMG|38BPWR|4ZMB|5DUR|6aAART|78VULN|9RCR
42	26126 32215	10	   	271.12	DCR|2VULN|3DMG|3LIT|1DUR|1CDMG|1AART	17aLIT|2AART|3DUR|47aDMG|57MLV|6RCR|7aBPWR|8CDMG|9aVULN
43	62112 21535	4	 * 	269.29	DCR|3VULN|3DUR|1DMG|2CDMG	19CDMG|269VULN|3CGEN|4MLV|569DUR|69BPWR|7RCR|8RMIN|aDMG
44	62112 21535	3	   	269.29	DCR|3VULN|3DUR|1DMG|2CDMG	19CDMG|269VULN|3CGEN|4MLV|569DUR|69BPWR|7RCR|8RMIN|aDMG
45	11226 61324	1	 * 	269.24	DCR|3VULN|3DMG|2DUR	147ZMB|2TBNT|38DUR|578VULN|678DMG|78BPWR|9BBNT|aRCR
46	63132 13212	1	   	268.99	DCR|3VULN|3DUR|1DMG|2CDMG	18CDMG|2DMG|38ERES|489VULN|567DUR|8BPWR|aRCR
47	65132 13212	2	   	268.99	DCR|3VULN|3DUR|1DMG|2CDMG	18CDMG|2DMG|38ERES|489VULN|567DUR|8BPWR|aRCR
48	21233 22225	4	 * 	268.62	DCR|3VULN|2DMG|3CDMG|3LIT	167LIT|23aCDMG|479VULN|57DMG|7BPWR|8RCR
49	21561 22225	4	   	268.62	DCR|3VULN|2DMG|3CDMG|3LIT	167LIT|25aCDMG|379VULN|47DMG|7BPWR|8RCR
50	62362 22225	5	   	268.62	DCR|3VULN|2DMG|3CDMG|3LIT	17aCDMG|259VULN|367LIT|47DMG|7BPWR|8RCR
51	63335 23521	1	 * 	267.67	DCR|2VULN|3DMG|3TLV|2CDMG|1DUR	17CDMG|267DMG|3ZMB|48VULN|567TLV|67BPWR|9DUR|aRCR
52	23422 54522	5	 * 	267.04	DCR|3VULN|2ASPD|1DMG|1DUR|2LIT|1AART	19LIT|289VULN|3AART|4DMG|5MBVNT|6DUR|79ASPD|9BPWR|aRCR
53	21233 22234	4	 * 	266.50	DCR|2VULN|2DMG|2DUR|3LIT|2CDMG	167LIT|23CDMG|47VULN|57DMG|7BPWR|8RCR|9aDUR
54	21561 22234	4	   	266.50	DCR|2VULN|2DMG|2DUR|3LIT|2CDMG	167LIT|25CDMG|37VULN|47DMG|7BPWR|8RCR|9aDUR
55	62362 22234	5	   	266.50	DCR|2VULN|2DMG|2DUR|3LIT|2CDMG	17CDMG|25VULN|367LIT|47DMG|7BPWR|8RCR|9aDUR
56	26126 31215	10	   	265.91	DCR|2VULN|3DMG|1DUR|2LIT|1CDMG|1AART	1aLIT|2AART|3DUR|47aDMG|5MLV|6RCR|8CDMG|9aVULN|aBPWR
57	21562 12235	9	   	265.81	DCR|4VULN|1DMG|1DUR|1CDMG	1LIT|2CDMG|3579VULN|4DMG|6RCVC|8DUR|aRCR
58	21562 32235	9	   	265.81	DCR|4VULN|1DMG|1DUR|1CDMG	1LIT|2CDMG|3579VULN|4DMG|6DMSP|8DUR|aRCR
59	62362 12235	9	   	265.81	DCR|4VULN|1DMG|1DUR|1CDMG	1CDMG|2579VULN|3LIT|4DMG|6RCVC|8DUR|aRCR
60	62362 32235	9	   	265.81	DCR|4VULN|1DMG|1DUR|1CDMG	1CDMG|2579VULN|3LIT|4DMG|6DMSP|8DUR|aRCR
61	62112 21165	4	   	265.80	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1CDMG|268VULN|3CGEN|4MLV|56DUR|6BPWR|7RCR|9TLV|aDMG
62	62112 21165	3	   	265.80	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1CDMG|268VULN|3CGEN|4MLV|56DUR|6BPWR|7RCR|9TLV|aDMG
63	23422 61224	8	 * 	265.52	DCR|3VULN|3ASPD|3LIT|1DMG|1AART	189LIT|289VULN|3AART|4DMG|5MBVNT|6LWND|789ASPD|89BPWR|aRCR
64	62112 21536	3	   	265.47	DCR|3VULN|3DUR|2CDMG|1TLV	19CDMG|269VULN|3CGEN|4MLV|569DUR|69BPWR|7RCR|8RMIN|aTLV
65	62112 21536	4	   	265.47	DCR|3VULN|3DUR|2CDMG|1TLV	19CDMG|269VULN|3CGEN|4MLV|569DUR|69BPWR|7RCR|8RMIN|aTLV
66	43142 22123	1	 * 	265.35	DCR|4VULN|2DMG|2TLV	124FEWX|29BPWR|379aVULN|59TLV|69DMG|8RCR
67	23562 22222	5	   	265.01	DCR|4VULN|2DMG|3LIT|1SELL	167LIT|2579VULN|3SELL|47DMG|7BPWR|8RCR|aCGEN
68	23562 62222	6	   	265.01	DCR|4VULN|2DMG|3LIT|1SELL	167LIT|2579VULN|3SELL|47DMG|7BPWR|8RCR|aCGEN
69	23562 22221	5	   	264.91	DCR|4VULN|2DMG|3LIT|1SELL	167LIT|2579VULN|3SELL|47DMG|7BPWR|8RCR|aERES
70	23562 22223	5	   	264.91	DCR|4VULN|2DMG|3LIT|1SELL	167LIT|2579VULN|3SELL|47DMG|7BPWR|8RCR|aBBNT
71	23562 22261	5	   	264.91	DCR|4VULN|2DMG|3LIT|1SELL	167LIT|257aVULN|3SELL|47DMG|7BPWR|8RCR|9BBNT
72	23562 62221	6	   	264.91	DCR|4VULN|2DMG|3LIT|1SELL	167LIT|2579VULN|3SELL|47DMG|7BPWR|8RCR|aERES
73	23562 62223	6	   	264.91	DCR|4VULN|2DMG|3LIT|1SELL	167LIT|2579VULN|3SELL|47DMG|7BPWR|8RCR|aBBNT
74	63613 41334	1	 * 	264.31	DCR|3VULN|3DMG|3CDMG	137CDMG|237DMG|378BPWR|4TBNT|578VULN|6RPLT|9MBVNT|aRCR
75	65213 41334	3	   	264.31	DCR|3VULN|3DMG|3CDMG	137CDMG|237DMG|378BPWR|4TBNT|578VULN|6RPLT|9MBVNT|aRCR
76	63362 21326	5	 * 	264.13	DCR|2VULN|3DUR|2TLV|1DMG|1CDMG	1CDMG|289DUR|3LIT|4DMG|58VULN|6DUST|78TLV|8BPWR|aRCR
77	62363 21326	5	   	264.13	DCR|2VULN|3DUR|2TLV|1DMG|1CDMG	1CDMG|28VULN|3LIT|4DMG|589DUR|6DUST|78TLV|8BPWR|aRCR
78	61351 33234	4	   	263.81	DCR|3VULN|2DMG|3CDMG|2LIT	159CDMG|29aFEWX|38LIT|4aDMG|69aVULN|7RCR|9aBPWR
79	65213 33623	7	   	263.51	DCR|2VULN|3DMG|3CDMG|1DUR|1AART	138CDMG|238DMG|38BPWR|4ZMB|5DUR|6AART|78VULN|9RCR|aRPLT
80	65213 33622	7	   	263.41	DCR|2VULN|3DMG|3CDMG|1DUR|1AART	138CDMG|238DMG|38BPWR|4ZMB|5DUR|6AART|78VULN|9RCR|aERES
81	26142 31324	7	   	262.98	DCR|2VULN|3DUR|2CDMG|1TLV|2LIT|1AART	19LIT|2AART|369DUR|4TLV|58CDMG|79VULN|9BPWR|aRCR
82	23222 42312	5	   	262.92	DCR|3VULN|3DMG|2LIT|1AART	18LIT|268VULN|3MLV|4LWND|589DMG|7AART|8BPWR|aRCR
83	23222 63312	5	   	262.92	DCR|3VULN|3DMG|2LIT|1AART	18LIT|278VULN|3MLV|4LWND|589DMG|6AART|8BPWR|aRCR
84	62112 21335	3	   	262.77	DCR|3VULN|3DUR|1DMG|1CDMG	1CDMG|269VULN|3CGEN|4MLV|568DUR|6BPWR|7RCR|aDMG
85	62112 21335	4	   	262.77	DCR|3VULN|3DUR|1DMG|1CDMG	1CDMG|269VULN|3CGEN|4MLV|568DUR|6BPWR|7RCR|aDMG
86	63116 21335	5	   	262.77	DCR|3VULN|3DUR|1DMG|1CDMG	1CDMG|268DUR|3CGEN|4MLV|569VULN|6BPWR|7RCR|aDMG
87	23123 15161	10	   	262.62	DCR|4VULN|2TLV|1DMG|2LIT	19LIT|2479VULN|3LHND|5DMG|6RMIN|89TLV|9BPWR|aRCR
88	23123 16161	10	   	262.62	DCR|4VULN|2TLV|1DMG|2LIT	19LIT|2489VULN|3LHND|5DMG|6RMIN|79TLV|9BPWR|aRCR
89	21233 22222	4	   	262.58	DCR|3VULN|2DMG|3LIT|2CDMG	167LIT|23CDMG|479VULN|57DMG|7BPWR|8RCR|aCGEN
90	21233 22244	4	   	262.58	DCR|3VULN|2DMG|3LIT|2CDMG	167LIT|23CDMG|47aVULN|57DMG|7BPWR|8RCR|9RMIN
91	21233 22264	4	   	262.58	DCR|3VULN|2DMG|3LIT|2CDMG	167LIT|23CDMG|47aVULN|57DMG|7BPWR|8RCR|9CGEN
92	21561 22222	4	   	262.58	DCR|3VULN|2DMG|3LIT|2CDMG	167LIT|25CDMG|379VULN|47DMG|7BPWR|8RCR|aCGEN
93	21543 22225	4	   	262.58	DCR|3VULN|2DMG|3LIT|2CDMG	167LIT|2aCDMG|379VULN|4RCVC|57DMG|7BPWR|8RCR
94	21562 22225	4	   	262.58	DCR|3VULN|2DMG|3LIT|2CDMG	167LIT|2aCDMG|379VULN|47DMG|5RCVC|7BPWR|8RCR
95	62362 22222	5	   	262.58	DCR|3VULN|2DMG|3LIT|2CDMG	17CDMG|259VULN|367LIT|47DMG|7BPWR|8RCR|aCGEN
96	62362 62222	6	   	262.58	DCR|3VULN|2DMG|3LIT|2CDMG	17CDMG|259VULN|367LIT|47DMG|7BPWR|8RCR|aCGEN
97	21233 22221	4	   	262.48	DCR|3VULN|2DMG|3LIT|2CDMG	167LIT|23CDMG|479VULN|57DMG|7BPWR|8RCR|aERES
98	21233 22223	4	   	262.48	DCR|3VULN|2DMG|3LIT|2CDMG	167LIT|23CDMG|479VULN|57DMG|7BPWR|8RCR|aBBNT
99	21561 22221	4	   	262.48	DCR|3VULN|2DMG|3LIT|2CDMG	167LIT|25CDMG|379VULN|47DMG|7BPWR|8RCR|aERES
100	21561 22223	4	   	262.48	DCR|3VULN|2DMG|3LIT|2CDMG	167LIT|25CDMG|379VULN|47DMG|7BPWR|8RCR|aBBNT
101	62362 22221	5	   	262.48	DCR|3VULN|2DMG|3LIT|2CDMG	17CDMG|259VULN|367LIT|47DMG|7BPWR|8RCR|aERES
102	62362 22223	5	   	262.48	DCR|3VULN|2DMG|3LIT|2CDMG	17CDMG|259VULN|367LIT|47DMG|7BPWR|8RCR|aBBNT
103	62362 62221	6	   	262.48	DCR|3VULN|2DMG|3LIT|2CDMG	17CDMG|259VULN|367LIT|47DMG|7BPWR|8RCR|aERES
104	62362 62223	6	   	262.48	DCR|3VULN|2DMG|3LIT|2CDMG	17CDMG|259VULN|367LIT|47DMG|7BPWR|8RCR|aBBNT
105	21562 22251	5	   	262.33	DCR|3VULN|2DMG|3LIT|2CDMG|1SELL	167LIT|2aCDMG|357VULN|47DMG|7BPWR|8RCR|9SELL
106	33212 31643	1	   	261.36	DCR|4VULN|3DUR|1AART	19aERES|27LWND|369aVULN|4AART|59aDUR|8RCR|9aBPWR
107	62314 13422	7	 * 	260.49	DCR|3VULN|2ASPD|2CDMG|1DUR|1AART	19CDMG|289VULN|3LIT|4DUR|5AART|69ASPD|7RPLT|9BPWR|aRCR
108	23162 61623	2	   	260.25	DCR|3VULN|2DUR|1DMG|1TLV	1LIT|24aVULN|3BBNT|56DUR|7DMG|8TLV|9RCR
109	21543 22234	4	   	260.19	DCR|2VULN|2DMG|2DUR|3LIT|1CDMG	167LIT|2CDMG|37VULN|4RCVC|57DMG|7BPWR|8RCR|9aDUR
110	21562 22234	4	   	260.19	DCR|2VULN|2DMG|2DUR|3LIT|1CDMG	167LIT|2CDMG|37VULN|47DMG|5RCVC|7BPWR|8RCR|9aDUR
111	23311 33351	2	   	259.38	DCR|3VULN|1DMG|1DUR|2LIT|1CDMG|1AART	13LIT|29aVULN|4DMG|5DUR|6CDMG|7RCR|8AART
112	25311 33351	1	   	259.38	DCR|3VULN|1DMG|1DUR|2LIT|1CDMG|1AART	13LIT|29aVULN|4DMG|5DUR|6CDMG|7RCR|8AART
113	63363 33351	5	   	259.38	DCR|3VULN|1DMG|1DUR|2LIT|1CDMG|1AART	1CDMG|2DUR|35LIT|4DMG|69aVULN|7RCR|8AART
114	21562 23351	6	   	259.22	DCR|4VULN|1DMG|1CDMG|1AART	1LIT|2CDMG|359aVULN|4DMG|6FEWX|7RCR|8AART
115	23424 31151	4	   	259.22	DCR|4VULN|1DMG|1CDMG|1AART	1LIT|259aVULN|3AART|4DMG|6RCR|7LHND|8CDMG
116	23436 31151	3	   	259.22	DCR|4VULN|1DMG|1CDMG|1AART	1LIT|249aVULN|3AART|5DMG|6RCR|7LHND|8CDMG
117	62362 23351	6	   	259.22	DCR|4VULN|1DMG|1CDMG|1AART	1CDMG|259aVULN|3LIT|4DMG|6FEWX|7RCR|8AART
118	21563 52111	10	   	259.17	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG|1SELL	1LIT|2CDMG|369VULN|4DMG|5DUR|7SELL|8TLV|aRCR
119	62363 52111	10	   	259.17	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG|1SELL	1CDMG|269VULN|3LIT|4DMG|5DUR|7SELL|8TLV|aRCR
120	63362 52111	10	   	259.17	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG|1SELL	1CDMG|2DUR|3LIT|4DMG|569VULN|7SELL|8TLV|aRCR
121	63361 33351	4	   	259.14	DCR|3VULN|1DMG|2CDMG|1DUR|1AART	15CDMG|2DUR|3LIT|4DMG|69aVULN|7RCR|8AART
122	21352 53351	6	   	259.12	DCR|4VULN|1DMG|1CDMG|1AART	1LIT|2CDMG|3DUST|4DMG|569aVULN|7RCR|8AART
123	63613 11152	1	   	259.11	DCR|2VULN|2DMG|2CDMG|1TLV|1DUR|1ASPD	13CDMG|23DMG|3BPWR|4TBNT|57VULN|6DUR|8TLV|9ASPD|aRCR
124	65213 11152	3	   	259.11	DCR|2VULN|2DMG|2CDMG|1TLV|1DUR|1ASPD	13CDMG|23DMG|3BPWR|4TBNT|57VULN|6DUR|8TLV|9ASPD|aRCR
125	62112 21223	3	   	258.96	DCR|3VULN|3DUR|1TLV|1CDMG	1CDMG|26aVULN|3CGEN|4MLV|569DUR|6BPWR|7RCR|8TLV
126	62112 21223	4	   	258.96	DCR|3VULN|3DUR|1TLV|1CDMG	1CDMG|26aVULN|3CGEN|4MLV|569DUR|6BPWR|7RCR|8TLV
127	63116 21223	5	   	258.96	DCR|3VULN|3DUR|1TLV|1CDMG	1CDMG|269DUR|3CGEN|4MLV|56aVULN|6BPWR|7RCR|8TLV
128	23213 63412	7	   	258.86	DCR|3VULN|2DMG|3LIT|1DUR	168LIT|278VULN|3MLV|4CGEN|58DMG|8BPWR|9DUR|aRCR
129	23311 42412	2	   	258.86	DCR|3VULN|2DMG|3LIT|1DUR	139LIT|279VULN|48DMG|5DUR|69FEWX|9BPWR|aRCR
130	25311 42412	1	   	258.86	DCR|3VULN|2DMG|3LIT|1DUR	139LIT|279VULN|48DMG|5DUR|69FEWX|9BPWR|aRCR
131	23123 61111	10	   	258.71	DCR|4VULN|1DMG|1DUR|2LIT	16LIT|2489VULN|3LHND|5DMG|7DUR|aRCR
132	23123 63511	10	   	258.71	DCR|4VULN|1DMG|1DUR|2LIT	16LIT|2479VULN|3LHND|5DMG|8DUR|aRCR
133	23562 22214	5	   	258.62	DCR|3VULN|2DMG|3LIT|1DUR|1SELL	167LIT|257VULN|3SELL|47DMG|7BPWR|8RCR|9LWND|aDUR
134	23543 22226	4	   	258.62	DCR|3VULN|2DMG|3LIT|1TLV|1SELL	167LIT|279VULN|3SELL|4RCVC|57DMG|7BPWR|8RCR|aTLV
135	62132 32151	6	   	258.54	DCR|4VULN|2DUR|2CDMG	19CDMG|2579VULN|3CGEN|4aLHND|6RCR|89DUR|9BPWR
136	62132 32154	6	   	258.54	DCR|4VULN|2DUR|2CDMG	19CDMG|2579VULN|3CGEN|4LHND|6RCR|89DUR|9BPWR|aLWND
137	62132 32156	6	   	258.54	DCR|4VULN|2DUR|2CDMG	19CDMG|2579VULN|3CGEN|4LHND|6RCR|89DUR|9BPWR|aDMSP
138	23562 22231	5	   	258.52	DCR|3VULN|2DMG|3LIT|1DUR|1SELL	167LIT|257VULN|3SELL|47DMG|7BPWR|8RCR|9DUR|aERES
139	23562 22263	5	   	258.52	DCR|3VULN|2DMG|3LIT|1DUR|1SELL	167LIT|257VULN|3SELL|47DMG|7BPWR|8RCR|9BBNT|aDUR
140	23562 62231	6	   	258.52	DCR|3VULN|2DMG|3LIT|1DUR|1SELL	167LIT|257VULN|3SELL|47DMG|7BPWR|8RCR|9DUR|aERES
141	62512 32151	6	   	258.44	DCR|4VULN|2DUR|2CDMG	19CDMG|2579VULN|3aLHND|4ERES|6RCR|89DUR|9BPWR
142	62132 32153	6	   	258.44	DCR|4VULN|2DUR|2CDMG	19CDMG|2579VULN|3CGEN|4LHND|6RCR|89DUR|9BPWR|aERES
143	23562 22233	5	   	258.37	DCR|3VULN|2DMG|3LIT|1DUR|2SELL	167LIT|257VULN|3aSELL|47DMG|7BPWR|8RCR|9DUR
144	23562 62233	6	   	258.37	DCR|3VULN|2DMG|3LIT|1DUR|2SELL	167LIT|257VULN|3aSELL|47DMG|7BPWR|8RCR|9DUR
145	62512 32153	6	   	258.34	DCR|4VULN|2DUR|2CDMG	19CDMG|2579VULN|3LHND|4aERES|6RCR|89DUR|9BPWR
146	21233 22235	4	   	257.96	DCR|2VULN|2DMG|3CDMG|3LIT|1DUR	167LIT|23aCDMG|47VULN|57DMG|7BPWR|8RCR|9DUR
147	21561 22235	4	   	257.96	DCR|2VULN|2DMG|3CDMG|3LIT|1DUR	167LIT|25aCDMG|37VULN|47DMG|7BPWR|8RCR|9DUR
148	62362 22235	5	   	257.96	DCR|2VULN|2DMG|3CDMG|3LIT|1DUR	17aCDMG|25VULN|367LIT|47DMG|7BPWR|8RCR|9DUR
