0	Index      	Bounty	 *	Score 	Summary	Detail	
1	65332 11121	7	 * 	277.04	DCR|5VULN|1DMG|1TLV|1CDMG	1RCVC|23457VULN|45BPWR|6TLV|8CDMG|9RCR|aDMG
46	66323 12121	6	 * 	255.78	DCR|2VULN|3DMG|2DUR|1CDMG	1RCVC|26DUR|35VULN|45aDMG|5BPWR|7CDMG|8TBNT|9RCR
47	66323 62121	5	   	255.78	DCR|2VULN|3DMG|2DUR|1CDMG	1RCVC|26DUR|35VULN|45aDMG|5BPWR|7CDMG|8TBNT|9RCR
48	65332 11231	10	   	255.35	DCR|5VULN|2TLV	1RCVC|23457VULN|459BPWR|69TLV|8RCR|aLIT
49	22323 65136	6	   	255.09	DCR|4VULN|1DUR|1TLV|2LIT	1aLHND|2CGEN|378aVULN|4DUR|5TLV|6RCR|9aLIT|aBPWR
50	66331 14711	5	   	254.92	DCR|3VULN|3DUR|2LIT|1ASPD	1RCVC|246DUR|346VULN|46BPWR|5MBVNT|79LIT|8ASPD|aRCR
51	66335 21123	4	   	254.87	DCR|3VULN|3DUR|1TLV|1AART	1RCVC|245DUR|348VULN|4BPWR|6BBNT|7TLV|9AART|aRCR
52	66333 33131	10	   	254.72	DCR|4VULN|2DUR|1TLV	1RCVC|24DUR|3479VULN|4BPWR|5TLV|68ZMB|aRCR
53	14336 53321	1	 * 	254.45	DCR|3VULN|3DMG|1DUR	1DUST|267DMG|3LWND|4BEXP|568VULN|6BPWR|9DUR|aRCR
54	66323 33126	6	   	254.45	DCR|3VULN|3DMG|1DUR	1RCVC|2DUR|358VULN|457DMG|5BPWR|6ZMB|9TBNT|aRCR
55	65332 11213	10	   	254.33	DCR|5VULN|1TLV|1ASPD	1RCVC|23457VULN|45BPWR|6TLV|8RCR|9CGEN|aASPD
56	65332 11243	10	   	254.33	DCR|5VULN|1TLV|1ASPD	1RCVC|23457VULN|45BPWR|6TLV|8RCR|9RMIN|aASPD
57	65332 11233	8	   	254.23	DCR|5VULN|1TLV|1ASPD	1RCVC|23457VULN|45BPWR|6TLV|8RCR|9BBNT|aASPD
58	65332 11521	7	   	254.23	DCR|5VULN|1TLV|1ASPD	1RCVC|23457VULN|45BPWR|6TLV|8BBNT|9ASPD|aRCR
59	61323 15353	8	   	253.75	DCR|3VULN|2DMG|1DUR|2LIT	1RCVC|2BEXP|358VULN|45DMG|5BPWR|6DUR|79LIT|aRCR
60	62423 15323	8	   	253.65	DCR|3VULN|2DMG|1DUR|2LIT	1RCVC|2LEGI|358VULN|45DMG|5BPWR|6DUR|79LIT|aRCR
61	65332 11613	9	   	252.89	DCR|5VULN|1TLV|1AART	1RCVC|23457VULN|45BPWR|6TLV|8AART|9ERES|aRCR
62	65332 11623	6	   	252.89	DCR|5VULN|1TLV|1AART	1RCVC|23459VULN|45BPWR|6TLV|7ERES|8AART|aRCR
63	21323 11166	8	   	252.55	DCR|3VULN|2DMG|1DUR|1CDMG	12LHND|35aVULN|45DMG|5BPWR|6DUR|7BELT|8CDMG|9RCR
64	26323 11166	8	   	252.55	DCR|3VULN|2DMG|1DUR|1CDMG	1LHND|2RCVC|35aVULN|45DMG|5BPWR|6DUR|7BELT|8CDMG|9RCR
65	66323 13225	10	   	252.49	DCR|2VULN|2DMG|2DUR|1TLV|1AART	1RCVC|26DUR|35VULN|45DMG|5BPWR|7TLV|8LHND|9AART|aRCR
66	22324 43226	9	   	252.26	DCR|4VULN|2TLV|1DUR	1aLHND|2CGEN|368aVULN|4DUR|5LIT|7aTLV|9RCR|aBPWR
67	22332 46223	7	   	252.16	DCR|4VULN|1DMG|1TLV	1LHND|2CGEN|3569VULN|4TLV|7LIT|8DMG|aRCR
68	15324 31226	9	   	252.06	DCR|4VULN|2TLV|1DUR	1aDUST|2CGEN|378aVULN|4DUR|5LIT|6aTLV|9RCR|aBPWR
69	16334 31226	9	   	252.06	DCR|4VULN|2TLV|1DUR	1aDUST|2DUR|378aVULN|4CGEN|5LIT|6aTLV|9RCR|aBPWR
70	16436 32211	2	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1DUST|26DUR|3TLV|4BEXP|568VULN|6BPWR|7RPLT|9RCR|aDMG
71	66331 54442	9	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1RCVC|24DUR|346VULN|4BPWR|5MBVNT|7DMG|8TLV|9RCR|aFEWX
72	66331 54444	10	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1RCVC|24DUR|346VULN|4BPWR|5MBVNT|7DMG|8TLV|9RCR|aRMIN
73	66331 54444	9	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1RCVC|24DUR|346VULN|4BPWR|5MBVNT|7DMG|8TLV|9RCR|aZMB
74	66331 54422	8	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV|1NUKE	1RCVC|24DUR|346VULN|4BPWR|5MBVNT|7DMG|8TLV|9NUKE|aRCR
75	66331 54441	10	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1RCVC|24DUR|346VULN|4BPWR|5MBVNT|7DMG|8TLV|9RCR|aDUST
76	66334 13121	4	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1RCVC|24DUR|349VULN|4BPWR|5TBNT|6BBNT|7TLV|8DMG|aRCR
77	61335 32423	8	   	251.73	DCR|5VULN|1DUR	1RCVC|24BEXP|34789VULN|4BPWR|5LIT|6DUR|aRCR
78	66331 11314	5	   	251.70	DCR|4VULN|3DUR	1RCVC|246DUR|3468VULN|46BPWR|5MBVNT|7BEXP|9RMIN|aRCR
79	66331 11434	5	   	251.70	DCR|4VULN|3DUR	1RCVC|246DUR|3469VULN|46BPWR|5MBVNT|7BEXP|8CGEN|aRCR
80	65323 32423	8	   	251.63	DCR|5VULN|1DUR	1RCVC|23789VULN|4LIT|5BEXP|6DUR|aRCR
81	65332 11533	9	   	251.63	DCR|5VULN|1TLV	1RCVC|23457VULN|45BPWR|6TLV|8ZMB|9LIT|aRCR
82	65333 36123	4	   	251.63	DCR|5VULN|1DUR	1RCVC|23469VULN|4BPWR|5DUR|7LIT|8BEXP|aRCR
83	65333 36321	4	   	251.63	DCR|5VULN|1DUR	1aRCVC|23469VULN|4BPWR|5DUR|7LIT|8RCR
84	65333 36322	4	   	251.63	DCR|5VULN|1DUR	1RCVC|23469VULN|4BPWR|5DUR|7LIT|8RCR|aBEXP
85	65333 36323	4	   	251.63	DCR|5VULN|1DUR	1RCVC|23469VULN|4BPWR|5DUR|7LIT|8RCR|aFEWX
86	16353 38322	4	   	251.60	DCR|4VULN|3DUR	17DUST|267DUR|367aVULN|4BELT|5MBVNT|67BPWR|8MLV|9RCR
87	16353 38322	5	   	251.60	DCR|4VULN|3DUR	17DUST|267DUR|367aVULN|4BELT|5MBVNT|67BPWR|8MLV|9RCR
88	66331 11621	5	   	251.60	DCR|4VULN|3DUR	1RCVC|246DUR|3469VULN|46BPWR|5MBVNT|7BEXP|8DUST|aRCR
89	66331 51124	9	   	251.60	DCR|4VULN|3DUR	1RCVC|249DUR|3468VULN|4BPWR|5MBVNT|7MLV|aRCR
90	66323 13263	7	   	251.13	DCR|2VULN|2DMG|2DUR|1TLV	1RCVC|26DUR|35VULN|45DMG|5BPWR|7TLV|8RMIN|9LIT|aRCR
91	21323 52165	6	 * 	251.12	DCR|3VULN|2DMG|2CDMG	128LHND|358VULN|45DMG|58BPWR|6ZMB|78CDMG|9LIT|aRCR
92	22323 65124	6	   	251.04	DCR|4VULN|1TLV|1DUR|1ASPD	1LHND|2CGEN|3789VULN|4DUR|5TLV|6RCR|aASPD
93	65332 12621	6	   	251.04	DCR|4VULN|1TLV|1DUR|1ASPD	1RCVC|2345VULN|45BPWR|6TLV|7LWND|8DUR|9RCR|aASPD
94	65332 12621	7	   	251.04	DCR|4VULN|1TLV|1DUR|1ASPD	1RCVC|2345VULN|45BPWR|6TLV|7LHND|8DUR|9RCR|aASPD
95	66331 52231	4	   	251.02	DCR|3VULN|3DUR|1CDMG	1RCVC|246DUR|349VULN|4BPWR|5LIT|7RPLT|8CDMG|aRCR
96	65332 14221	7	   	250.94	DCR|4VULN|1TLV|1DUR|1ASPD	1RCVC|2345VULN|45BPWR|6TLV|7DUR|8DUST|9RCR|aASPD
97	65331 13422	8	   	250.81	DCR|4VULN|1DMG|1CDMG|1AART	1RCVC|234aVULN|4BPWR|5CDMG|6RCR|7DUST|8AART|9DMG
98	66331 22223	4	   	250.75	DCR|3VULN|2DUR|1DMG|2LIT	1RCVC|24DUR|346VULN|4BPWR|59LIT|7LHND|8DMG|aRCR
99	66331 24223	4	   	250.75	DCR|3VULN|2DUR|1DMG|2LIT	1RCVC|24DUR|346VULN|4BPWR|59LIT|7LWND|8DMG|aRCR
100	66335 22223	5	   	250.75	DCR|3VULN|2DUR|1DMG|2LIT	1RCVC|24DUR|346VULN|4BPWR|59LIT|7LHND|8DMG|aRCR
101	66335 32223	7	   	250.75	DCR|3VULN|2DUR|1DMG|2LIT	1RCVC|24DUR|347VULN|4BPWR|59LIT|6LWND|8DMG|aRCR
102	66331 42262	6	 * 	250.27	DCR|3VULN|3DUR|2ASPD	1RCVC|247DUR|348VULN|48BPWR|5MBVNT|68ASPD|9RCR|aRPLT
103	66331 42263	6	   	250.27	DCR|3VULN|3DUR|2ASPD	1RCVC|247DUR|348VULN|48BPWR|5MBVNT|68ASPD|9RCR|aBEXP
104	66331 42264	6	   	250.17	DCR|3VULN|3DUR|2ASPD	1RCVC|247DUR|348VULN|48BPWR|5MBVNT|68ASPD|9RCR|aDUST
105	66323 12123	6	   	249.79	DCR|2VULN|2DMG|2DUR|1CDMG|1AART	1RCVC|26DUR|35VULN|45DMG|5BPWR|7CDMG|8TBNT|9RCR|aAART
106	66323 62123	5	   	249.79	DCR|2VULN|2DMG|2DUR|1CDMG|1AART	1RCVC|26DUR|35VULN|45DMG|5BPWR|7CDMG|8TBNT|9RCR|aAART
107	21335 42236	7	   	249.66	DCR|4VULN|1DMG|1CDMG	124LHND|347aVULN|4BPWR|5LIT|6RCR|8DMG|9CDMG
108	62423 21336	10	   	249.31	DCR|3VULN|3DMG|1ASPD	1RCVC|2LEGI|357VULN|457DMG|57BPWR|67MLV|8ASPD|9MBVNT|aRCR
109	16322 15621	5	   	249.28	DCR|4VULN|2DUR|1ASPD	1DUST|26DUR|3568VULN|4RCVC|6BPWR|7ERES|9RCR|aASPD
110	61333 12562	6	 * 	249.22	DCR|3VULN|3DUR|2TLV	1RCVC|249BEXP|34aVULN|49BPWR|59TLV|679DUR|8RCR
111	16216 33161	2	   	249.02	DCR|3VULN|3DUR|1DMG	1DUST|269DUR|3LWND|4CGEN|568VULN|6BPWR|7DMG|aRCR
112	16256 32121	3	   	249.02	DCR|3VULN|3DUR|1DMG	1DUST|267DUR|3CGEN|4LHND|569VULN|6BPWR|8DMG|aRCR
113	65332 52221	8	 * 	248.71	DCR|4VULN|2ASPD|2CDMG	1RCVC|2345VULN|45BPWR|67CDMG|8aASPD|9RCR
114	21323 25125	10	   	248.56	DCR|3VULN|2DMG|1DUR|1AART	12LHND|358VULN|45DMG|5BPWR|6MLV|7AART|9DUR|aRCR
115	21323 25424	9	   	248.56	DCR|3VULN|2DMG|1TLV|1AART	12LHND|35aVULN|45DMG|5BPWR|6MLV|7AART|8TLV|9RCR
116	21323 55125	10	   	248.56	DCR|3VULN|2DMG|1DUR|1AART	12LHND|358VULN|45DMG|5BPWR|6ZMB|7AART|9DUR|aRCR
117	26323 25125	10	   	248.56	DCR|3VULN|2DMG|1DUR|1AART	1LHND|2RCVC|358VULN|45DMG|5BPWR|6MLV|7AART|9DUR|aRCR
118	61323 25125	10	   	248.56	DCR|3VULN|2DMG|1DUR|1AART	1RCVC|2BEXP|358VULN|45DMG|5BPWR|6MLV|7AART|9DUR|aRCR
119	22323 65121	6	   	248.35	DCR|4VULN|1TLV|1DUR	1LHND|2CGEN|3789VULN|4DUR|5TLV|6RCR|aLIT
120	65333 36332	4	   	248.25	DCR|4VULN|1TLV|1DUR	1RCVC|2346VULN|4BPWR|5DUR|7LIT|8RCR|9DUST|aTLV
121	65325 21331	10	   	248.10	DCR|4VULN|1TLV|1DUR|1SELL	1RCVC|2389VULN|4LIT|5SELL|6RCR|7TLV|aDUR
122	65331 11113	6	 * 	247.77	DCR|4VULN|1DMG|2CDMG	1RCVC|2348VULN|48BPWR|58CDMG|6RCR|78LHND|9LWND|aDMG
123	65331 15113	7	   	247.77	DCR|4VULN|1DMG|2CDMG	1RCVC|2348VULN|48BPWR|58CDMG|6RCR|78LWND|9LHND|aDMG
124	65331 16113	7	   	247.77	DCR|4VULN|1DMG|2CDMG	1RCVC|2348VULN|48BPWR|58CDMG|6RCR|78LHND|9LWND|aDMG
125	65331 11125	6	   	247.44	DCR|5VULN|2CDMG	1RCVC|2348aVULN|48aBPWR|58CDMG|6RCR|78aLHND|9aZMB
126	22525 31226	9	   	247.31	DCR|3VULN|2DMG|1TLV	1aLHND|2CGEN|3RMIN|4aDMG|5LIT|6TLV|78aVULN|9RCR|aBPWR
127	21323 12663	6	   	247.21	DCR|3VULN|2DMG|1DUR	12LHND|358VULN|45DMG|5BPWR|6DUR|7RCVC|9LIT|aRCR
128	21323 16663	6	   	247.21	DCR|3VULN|2DMG|1DUR	127LHND|358VULN|45DMG|5BPWR|6DUR|9LIT|aRCR
129	21323 24663	5	   	247.21	DCR|3VULN|2DMG|1DUR	12LHND|358VULN|45DMG|5BPWR|6RCVC|7DUR|9LIT|aRCR
130	21323 62663	5	   	247.21	DCR|3VULN|2DMG|1DUR	12LHND|358VULN|45DMG|5BPWR|6DUR|7RCVC|9LIT|aRCR
131	26323 12663	6	   	247.21	DCR|3VULN|2DMG|1DUR	1LHND|27RCVC|358VULN|45DMG|5BPWR|6DUR|9LIT|aRCR
132	61323 15313	10	   	247.21	DCR|3VULN|2DMG|1DUR	1RCVC|2BEXP|358VULN|45DMG|5BPWR|6DUR|7LIT|9BELT|aRCR
133	61323 15343	9	   	247.21	DCR|3VULN|2DMG|1DUR	1RCVC|2BEXP|358VULN|45DMG|5BPWR|6DUR|7LIT|9FEWX|aRCR
134	66323 25313	10	   	247.21	DCR|3VULN|2DMG|1DUR	1RCVC|2DUR|358VULN|45DMG|5BPWR|6BEXP|7LIT|9BELT|aRCR
135	65331 13125	7	   	247.14	DCR|5VULN|2CDMG	1RCVC|2348aVULN|48aBPWR|58CDMG|6RCR|78aDUST|9aZMB
136	65332 21522	7	   	247.14	DCR|5VULN|1DMG	1RCVC|23457VULN|45BPWR|6ZMB|8BELT|9RCR|aDMG
137	22125 31225	10	   	247.11	DCR|3VULN|2DMG|1DUR	1LHND|2CGEN|34DMG|5LIT|6DUR|78aVULN|9RCR
138	62423 15313	9	   	247.11	DCR|3VULN|2DMG|1DUR	1RCVC|2LEGI|358VULN|45DMG|5BPWR|6DUR|7LIT|9FEWX|aRCR
139	62423 15313	8	   	247.11	DCR|3VULN|2DMG|1DUR	1RCVC|2LEGI|358VULN|45DMG|5BPWR|6DUR|7LIT|9DMSP|aRCR
140	15121 51226	9	   	247.11	DCR|3VULN|2DMG|1TLV	1aDUST|2CGEN|3aDMG|4LIT|5TLV|6RMIN|78aVULN|9RCR|aBPWR
141	21323 13553	8	   	247.11	DCR|3VULN|2DMG|1DUR	12LHND|359VULN|45DMG|5BPWR|6DUR|7DUST|8LIT|aRCR
142	21323 15125	10	   	247.11	DCR|3VULN|2DMG|1DUR	12LHND|35aVULN|45DMG|5BPWR|6DUR|7LIT|8ERES|9RCR
143	21323 15253	7	   	247.11	DCR|3VULN|2DMG|1DUR	12LHND|359VULN|45DMG|5BPWR|6DUR|7LIT|8DUST|aRCR
144	21323 15453	8	   	247.11	DCR|3VULN|2DMG|1DUR	12LHND|359VULN|45DMG|5BPWR|6DUR|7LIT|8DUST|aRCR
145	26323 13553	8	   	247.11	DCR|3VULN|2DMG|1DUR	1LHND|2RCVC|359VULN|45DMG|5BPWR|6DUR|7DUST|8LIT|aRCR
146	26323 15125	10	   	247.11	DCR|3VULN|2DMG|1DUR	1LHND|2RCVC|35aVULN|45DMG|5BPWR|6DUR|7LIT|8ERES|9RCR
147	26323 15253	7	   	247.11	DCR|3VULN|2DMG|1DUR	1LHND|2RCVC|359VULN|45DMG|5BPWR|6DUR|7LIT|8DUST|aRCR
148	61323 15125	10	   	247.11	DCR|3VULN|2DMG|1DUR	1RCVC|2BEXP|35aVULN|45DMG|5BPWR|6DUR|7LIT|8ERES|9RCR
149	61323 15253	7	   	247.11	DCR|3VULN|2DMG|1DUR	1RCVC|2BEXP|359VULN|45DMG|5BPWR|6DUR|7LIT|8DUST|aRCR
150	61323 15323	9	   	247.11	DCR|3VULN|2DMG|1DUR	1RCVC|2BEXP|358VULN|45DMG|5BPWR|6DUR|7LIT|9DUST|aRCR
151	61323 15333	8	   	247.11	DCR|3VULN|2DMG|1DUR	1RCVC|2BEXP|358VULN|45DMG|5BPWR|6DUR|7LIT|9DUST|aRCR
152	66323 25323	9	   	247.11	DCR|3VULN|2DMG|1DUR	1RCVC|2DUR|358VULN|45DMG|5BPWR|6BEXP|7LIT|9DUST|aRCR
153	66323 25333	8	   	247.11	DCR|3VULN|2DMG|1DUR	1RCVC|2DUR|358VULN|45DMG|5BPWR|6BEXP|7LIT|9DUST|aRCR
