0	Index      	Bounty	 *	Score 	Summary	Detail	
1	32331 13242	7	 * 	290.74	DCR|4VULN|3DMG|1TLV|2ASPD	138aVULN|2aASPD|4ERES|5TLV|67aDMG|9RCR|aBPWR
45	34215 23227	5	   	270.37	DCR|5VULN|2DUR|1TLV	1679aVULN|2LHND|3TLV|46DUR|5MBVNT|6BPWR|8RCR
46	52331 13451	10	   	269.93	DCR|3VULN|3DMG|2TLV	1RMIN|238VULN|4ERES|58TLV|678DMG|8BPWR|9RCR|aASPD
47	33321 44523	7	   	269.79	DCR|3VULN|3DMG|1TLV|1DUR	178VULN|2BEXP|378DUST|4MLV|5DUR|678DMG|78BPWR|9TLV|aRCR
48	31252 36431	6	   	269.72	DCR|2VULN|3DMG|1TLV|1DUR|2LIT|1AART	17VULN|2AART|347DMG|57LIT|6RCR|7BPWR|8RCVC|9TLV|aDUR
49	32331 13642	7	   	269.69	DCR|3VULN|3DMG|1TLV|2ASPD	13aVULN|2aASPD|4ERES|5TLV|67aDMG|8RCVC|9RCR|aBPWR
50	31342 33255	6	   	269.34	DCR|3VULN|2DUR|1TLV|2LIT|1CDMG|1AART	18aVULN|2AART|3ZMB|4aLIT|5TLV|6RCR|7CDMG|9aDUR|aBPWR
51	31211 11315	6	   	269.00	DCR|3VULN|2DUR|1TLV|1DMG|1AART	179VULN|2AART|3DMG|4aDUR|5ASPD|6RCR|8TLV
52	31111 53663	4	   	268.98	DCR|3VULN|2TLV|2DUR|1DMG|1AART	157VULN|2AART|3aTLV|47DUR|67MLV|7BPWR|8DMG|9RCR
53	31153 12621	10	   	268.98	DCR|3VULN|2TLV|2DUR|1DMG|1AART	19aVULN|2AART|39TLV|4DMG|5RCVC|6RCR|7CGEN|89DUR|9BPWR
54	34255 33212	3	   	268.61	DCR|4VULN|2TLV|2DUR	179aVULN|2LHND|39TLV|4ASPD|5MLV|69DUR|8RCR|9BPWR
55	31213 13255	7	   	268.40	DCR|2VULN|2DMG|2DUR|1TLV|2LIT|1AART|1SELL	1aVULN|2AART|3aDMG|49DUR|5TLV|6RCR|7aLIT|8SELL|aBPWR
56	31213 15255	6	   	268.40	DCR|2VULN|2DMG|2DUR|1TLV|2LIT|1AART|1SELL	1aVULN|2AART|3aDMG|49DUR|5TLV|6RCR|7aLIT|8SELL|aBPWR
57	31213 43255	7	   	268.40	DCR|2VULN|2DMG|2DUR|1TLV|2LIT|1AART|1SELL	1aVULN|2AART|3aDMG|49DUR|5TLV|6aLIT|7RCR|8SELL|aBPWR
58	32334 53633	9	   	267.84	DCR|4VULN|2DUR|1DMG|1CDMG	136aVULN|2ASPD|4ERES|56DUR|6BPWR|7DMG|8RCR|9CDMG
59	31213 13142	7	   	267.71	DCR|2VULN|2DMG|1TLV|1DUR|2LIT|1CDMG|1AART	19VULN|2AART|39DMG|4DUR|5TLV|6RCR|79LIT|8RMIN|9BPWR|aCDMG
60	31213 15142	6	   	267.71	DCR|2VULN|2DMG|1TLV|1DUR|2LIT|1CDMG|1AART	19VULN|2AART|39DMG|4DUR|5TLV|6RCR|79LIT|8RMIN|9BPWR|aCDMG
61	31213 43142	7	   	267.71	DCR|2VULN|2DMG|1TLV|1DUR|2LIT|1CDMG|1AART	19VULN|2AART|39DMG|4DUR|5TLV|69LIT|7RCR|8RMIN|9BPWR|aCDMG
62	32342 63151	10	   	267.56	DCR|3VULN|3DUR|1TLV|2LIT	137VULN|2ASPD|47LIT|567DUR|7BPWR|8RCVC|9RCR|aTLV
63	32342 63313	9	   	267.42	DCR|4VULN|3DUR|3LIT	1379VULN|2ASPD|478LIT|567DUR|7BPWR|aRCR
64	32333 61242	6	   	267.23	DCR|5VULN|2DMG|2ASPD	1358aVULN|2aASPD|4ERES|6MLV|7aDMG|9RCR|aBPWR
65	32333 62242	8	   	267.23	DCR|5VULN|2DMG|2ASPD	1357aVULN|2aASPD|4ERES|6MLV|8aDMG|9RCR|aBPWR
66	32333 63242	7	   	267.23	DCR|5VULN|2DMG|2ASPD	1358aVULN|2aASPD|4ERES|6MLV|7aDMG|9RCR|aBPWR
67	31112 51534	8	   	267.16	DCR|4VULN|1TLV|1DMG|1DUR|1AART	1678VULN|2AART|3TLV|4DUR|5LHND|9DMG|aRCR
68	31111 62633	4	   	267.06	DCR|4VULN|1TLV|1DMG|1DUR|1AART	158aVULN|2AART|3TLV|4DUR|6TBNT|7DMG|9RCR
69	31211 66633	4	   	267.06	DCR|4VULN|1TLV|1DMG|1DUR|1AART	158aVULN|2AART|3DMG|4DUR|6TBNT|7TLV|9RCR
70	31213 11633	5	   	267.06	DCR|4VULN|1TLV|1DMG|1DUR|1AART	178aVULN|2AART|3DMG|4DUR|5TLV|6BBNT|9RCR
71	13223 11355	2	   	266.83	DCR|5VULN|3DMG	1RPLT|269DMG|3469aVULN|5BBNT|69BPWR|7RCR|89LHND
72	16223 11355	1	   	266.83	DCR|5VULN|3DMG	1RPLT|269DMG|3469aVULN|5BBNT|69BPWR|7RCR|89LHND
73	32343 21525	6	   	266.72	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	136VULN|2ASPD|4LIT|5DMG|7TLV|8CDMG|9RCR|aDUR
74	32343 31525	5	   	266.72	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	136VULN|2ASPD|4LIT|5DMG|7TLV|8CDMG|9RCR|aDUR
75	13223 11455	2	   	266.63	DCR|5VULN|3DMG	1RPLT|269DMG|3469aVULN|5BBNT|69BPWR|7RCR|89DUST
76	32222 65433	2	 * 	266.38	DCR|3VULN|3DMG|2DUR	168VULN|2ASPD|3TBNT|48DUR|578DMG|8BPWR|9MBVNT|aRCR
77	32324 16376	8	   	266.32	DCR|4VULN|2DMG|2AART|2ASPD	1359VULN|29ASPD|4MBVNT|69DMG|78AART|9BPWR|aRCR
78	32343 33143	10	   	265.91	DCR|4VULN|1TLV|1DMG|2ASPD	1378VULN|27ASPD|4LIT|5DMG|67ZMB|7BPWR|9TLV|aRCR
79	22133 23212	2	   	265.88	DCR|4VULN|2TLV|1DMG|1DUR	19CGEN|24TLV|349aVULN|49BPWR|5DUR|6DMG|79LHND|8RCR
80	32356 31243	3	   	265.81	DCR|4VULN|1TLV|1DMG|1DUR	1348VULN|2ASPD|5ZMB|6TLV|7DMG|9RCR|aDUR
81	32324 18147	10	   	265.71	DCR|4VULN|1TLV|1DMG|1DUR	1357VULN|2ASPD|4MBVNT|6DMG|8DUR|9RCR|aTLV
82	32353 41315	10	 * 	265.71	DCR|4VULN|3CDMG|3LIT|1DUR	139aVULN|2ASPD|49aCDMG|5ERES|6DUR|7RCR|89aLIT|9aBPWR
83	32353 21523	7	 * 	265.68	DCR|4VULN|2TLV|2CDMG|2ASPD	138aVULN|28ASPD|4aCDMG|5ERES|68LWND|7RCR|8aBPWR|9aTLV
84	32352 61523	7	   	265.58	DCR|4VULN|2TLV|2CDMG|2ASPD	138aVULN|28ASPD|4aCDMG|5LHND|68ERES|7RCR|8aBPWR|9aTLV
85	34215 23223	5	   	265.25	DCR|4VULN|3DUR|1TLV	1679VULN|2LHND|3TLV|46aDUR|5MBVNT|6BPWR|8RCR
86	31242 32132	9	   	264.71	DCR|2VULN|2DUR|1TLV|1DMG|2LIT|1CDMG|1AART	19VULN|2AART|3DMG|49LIT|5TLV|6RCR|7CGEN|89DUR|9BPWR|aCDMG
87	42113 61153	2	   	264.69	DCR|3VULN|2DUR|1TLV|1DMG|1CDMG	12DUR|379VULN|4BELT|5DMG|6RCR|8TLV|aCDMG
88	42213 61153	4	   	264.69	DCR|3VULN|2DUR|1TLV|1DMG|1CDMG	12DUR|3BELT|479VULN|5DMG|6RCR|8TLV|aCDMG
89	32351 31352	6	 * 	264.64	DCR|4VULN|3ASPD|2CDMG|1DUR|1AART	1378VULN|257ASPD|47CDMG|6RCR|7BPWR|9AART|aDUR
90	31242 34132	9	   	264.61	DCR|2VULN|2DUR|1TLV|1DMG|2LIT|1CDMG|1AART	19VULN|2AART|3DMG|49LIT|5TLV|6RCR|7ERES|89DUR|9BPWR|aCDMG
91	45311 24211	3	 * 	264.36	DCR|3VULN|3DUR|1TLV|1DMG	19aDUR|2ERES|359VULN|4TLV|6DMG|79LHND|8RCR|9BPWR
92	45313 24211	3	   	264.36	DCR|3VULN|3DUR|1TLV|1DMG	159DUR|2ERES|39aVULN|4TLV|6DMG|79LHND|8RCR|9BPWR
93	42113 61211	2	   	264.26	DCR|3VULN|3DUR|1TLV|1DMG	129DUR|378VULN|4BELT|5DMG|6RCR|aTLV
94	42213 61211	4	   	264.26	DCR|3VULN|3DUR|1TLV|1DMG	129DUR|3BELT|478VULN|5DMG|6RCR|aTLV
95	42613 61211	3	   	264.26	DCR|3VULN|3DUR|1TLV|1DMG	129DUR|378VULN|4BELT|5DMG|6RCR|aTLV
96	31246 33212	9	   	264.04	DCR|3VULN|2DMG|2TLV|1AART	18aVULN|2AART|38DMG|4LIT|5BEXP|68TLV|7RCR|8BPWR|9FEWX
97	31246 33242	9	   	264.04	DCR|3VULN|2DMG|2TLV|1AART	18aVULN|2AART|38DMG|4LIT|5BEXP|68TLV|7RCR|8BPWR|9LWND
98	31246 33242	8	   	264.04	DCR|3VULN|2DMG|2TLV|1AART	18aVULN|2AART|38DMG|4LIT|5BEXP|68TLV|7RCR|8BPWR|9LHND
99	32324 37183	4	   	263.95	DCR|3VULN|3DUR|2DMG	139VULN|2ASPD|4MBVNT|569DUR|79DMG|8BBNT|9BPWR|aRCR
100	31235 35215	9	   	263.94	DCR|3VULN|2DMG|2TLV|1AART	179VULN|2AART|39DMG|4RPLT|59TLV|6DLOT|8RCR|9BPWR|aLIT
101	31235 35216	10	   	263.94	DCR|3VULN|2DMG|2TLV|1AART	179VULN|2AART|39DMG|4RPLT|59TLV|6DLOT|8RCR|9BPWR|aLIT
102	31246 31232	8	   	263.94	DCR|3VULN|2DMG|2TLV|1AART	18aVULN|2AART|38DMG|4LIT|5BEXP|68TLV|7MBVNT|8BPWR|9RCR
103	31246 33252	8	   	263.94	DCR|3VULN|2DMG|2TLV|1AART	18aVULN|2AART|38DMG|4LIT|5BEXP|68TLV|7RCR|8BPWR|9LEGI
104	31246 33252	9	   	263.94	DCR|3VULN|2DMG|2TLV|1AART	18aVULN|2AART|38DMG|4LIT|5BEXP|68TLV|7RCR|8BPWR|9DUST
105	31243 67232	8	   	263.84	DCR|3VULN|2DMG|2TLV|1AART	18aVULN|2AART|38DMG|4LIT|5DUST|6MBVNT|78TLV|8BPWR|9RCR
106	32341 56322	5	   	263.70	DCR|4VULN|3DUR|2ASPD	1378VULN|27ASPD|4LIT|5BEXP|679DUR|7BPWR|aRCR
107	32341 66322	6	   	263.70	DCR|4VULN|3DUR|2ASPD	1378VULN|27ASPD|4LIT|5BEXP|679DUR|7BPWR|aRCR
108	31235 12132	8	   	263.66	DCR|2VULN|2DMG|1TLV|2ASPD|1DUR|1AART	18VULN|2AART|38DMG|4RPLT|5TLV|6LIT|78ASPD|8BPWR|9DUR|aRCR
109	31242 12132	8	   	263.66	DCR|2VULN|2DMG|1TLV|2ASPD|1DUR|1AART	18VULN|2AART|38DMG|4LIT|5TLV|6RPLT|78ASPD|8BPWR|9DUR|aRCR
110	32343 56322	4	   	263.60	DCR|4VULN|3DUR|2ASPD	1378VULN|27ASPD|4LIT|5DUST|679DUR|7BPWR|aRCR
111	35612 12212	7	   	263.57	DCR|4VULN|2DMG|2DUR	179aVULN|2ERES|39DMG|4CGEN|5LWND|69DUR|8RCR|9BPWR
112	35612 12212	8	   	263.57	DCR|4VULN|2DMG|2DUR	179aVULN|2ERES|39DMG|4CGEN|5LWND|69DUR|8RCR|9BPWR
113	35612 13212	6	   	263.57	DCR|4VULN|2DMG|2DUR	179aVULN|2ERES|39DMG|4CGEN|5LWND|69DUR|8RCR|9BPWR
114	35612 33212	5	   	263.57	DCR|4VULN|2DMG|2DUR	179aVULN|2ERES|39DMG|4CGEN|5LWND|69DUR|8RCR|9BPWR
115	35616 12212	7	   	263.57	DCR|4VULN|2DMG|2DUR	179aVULN|2ERES|39DMG|4CGEN|5LHND|69DUR|8RCR|9BPWR
116	35616 13212	6	   	263.57	DCR|4VULN|2DMG|2DUR	179aVULN|2ERES|39DMG|4CGEN|5LHND|69DUR|8RCR|9BPWR
117	35616 33212	5	   	263.57	DCR|4VULN|2DMG|2DUR	179aVULN|2ERES|39DMG|4CGEN|5LHND|69DUR|8RCR|9BPWR
118	35652 13212	6	   	263.57	DCR|4VULN|2DMG|2DUR	179aVULN|2ERES|39DMG|4LHND|5MLV|69DUR|8RCR|9BPWR
119	35652 33212	5	   	263.57	DCR|4VULN|2DMG|2DUR	179aVULN|2ERES|39DMG|4LHND|5MLV|69DUR|8RCR|9BPWR
120	31213 11421	6	   	263.46	DCR|3VULN|2DMG|1TLV|1DUR|1AART|1SELL	17aVULN|2AART|39DMG|4DUR|5TLV|6RCR|8SELL
121	31213 24421	5	   	263.46	DCR|3VULN|2DMG|1TLV|1DUR|1AART|1SELL	16aVULN|2AART|39DMG|4DUR|5TLV|7RCR|8SELL
122	31151 52631	9	   	263.44	DCR|2VULN|2DMG|2TLV|2ASPD|1DUR|1AART	18VULN|2AART|36TLV|48DMG|58ASPD|7RPLT|8BPWR|9RCR|aDUR
123	31151 52632	10	   	263.44	DCR|2VULN|2DMG|2TLV|2ASPD|1DUR|1AART	18VULN|2AART|36TLV|48DMG|58ASPD|7RPLT|8BPWR|9RCR|aDUR
124	31246 33233	9	   	263.37	DCR|2VULN|2DMG|2TLV|2AART|1DUR	18VULN|29AART|38DMG|4LIT|5BEXP|68TLV|7RCR|8BPWR|aDUR
125	35343 23336	10	   	263.11	DCR|4VULN|1TLV|1DMG|1CDMG	1367VULN|2ERES|4LIT|5DMG|8TLV|9CDMG|aRCR
126	32321 64278	5	 * 	262.83	DCR|4VULN|3DUR|3ASPD	138aVULN|28aASPD|4MBVNT|5FEWX|6DUST|78aDUR|8aBPWR|9RCR
127	32155 11361	1	   	262.77	DCR|3VULN|2TLV|2ASPD|1DUR|1CDMG	15aVULN|2CDMG|3aTLV|4LIT|6DUR|7BELT|8aASPD|9RCR|aBPWR
128	31211 11316	6	   	262.73	DCR|3VULN|1TLV|1DMG|1DUR|1AART	179VULN|2AART|3DMG|4DUR|5ASPD|6RCR|8TLV|aLIT
129	31111 11241	6	   	262.59	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	17aVULN|2AART|3TLV|48DUR|5ASPD|6RCR|9CDMG
130	31111 24241	5	   	262.59	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	16aVULN|2AART|3TLV|48DUR|5ASPD|7RCR|9CDMG
131	31151 21563	8	   	262.50	DCR|3VULN|2TLV|1DMG|1DUR|1AART	178VULN|2AART|3aTLV|4DMG|5ASPD|6DUR|9RCR
132	31211 11313	6	   	262.50	DCR|3VULN|2TLV|1DMG|1DUR|1AART	179VULN|2AART|3DMG|4DUR|5ASPD|6RCR|8aTLV
133	34243 63211	5	   	262.32	DCR|3VULN|2DMG|2TLV|1DUR	179VULN|2LHND|39TLV|4LWND|5CGEN|69DMG|8RCR|9BPWR|aDUR
134	34243 63211	4	   	262.32	DCR|3VULN|2DMG|2TLV|1DUR	179VULN|2LHND|39TLV|4LWND|5MLV|69DMG|8RCR|9BPWR|aDUR
135	34255 13212	7	   	262.32	DCR|3VULN|2DMG|2TLV|1DUR	19aVULN|2LHND|39TLV|46MLV|5DUR|79DMG|8RCR|9BPWR
136	34211 53212	7	   	262.32	DCR|3VULN|2DMG|2TLV|1DUR	19aVULN|2LHND|39TLV|4DUR|5RCVC|6CGEN|79DMG|8RCR|9BPWR
137	34213 63212	7	   	262.32	DCR|3VULN|2DMG|2TLV|1DUR	19aVULN|2LHND|39TLV|4DUR|5CGEN|6RCVC|79DMG|8RCR|9BPWR
138	34216 53212	7	   	262.32	DCR|3VULN|2DMG|2TLV|1DUR	19aVULN|25LHND|39TLV|4DUR|6CGEN|79DMG|8RCR|9BPWR
139	32324 13147	10	   	262.25	DCR|3VULN|2DMG|1TLV|1DUR	135VULN|2ASPD|4MBVNT|67DMG|8DUR|9RCR|aTLV
140	34214 53213	7	   	262.22	DCR|3VULN|2DMG|2TLV|1DUR	159VULN|2LHND|39TLV|4DUR|6CGEN|79DMG|8RCR|9BPWR|aBBNT
141	34225 63211	3	   	262.22	DCR|3VULN|2DMG|2TLV|1DUR	179VULN|2LHND|39TLV|4ERES|5FEWX|69DMG|8RCR|9BPWR|aDUR
142	34244 33211	8	   	262.22	DCR|3VULN|2DMG|2TLV|1DUR	159VULN|2LHND|39TLV|4LWND|6ERES|79DMG|8RCR|9BPWR|aDUR
143	34244 33211	7	   	262.22	DCR|3VULN|2DMG|2TLV|1DUR	159VULN|2LHND|39TLV|4LWND|6ERES|79DMG|8RCR|9BPWR|aDUR
144	31152 13223	8	   	262.14	DCR|2VULN|2DMG|2TLV|1DUR|2LIT|1AART	18VULN|2AART|38TLV|49DMG|5FEWX|6RCR|78LIT|8BPWR|aDUR
145	31152 43223	8	   	262.14	DCR|2VULN|2DMG|2TLV|1DUR|2LIT|1AART	18VULN|2AART|38TLV|49DMG|5FEWX|68LIT|7RCR|8BPWR|aDUR
146	31155 13223	8	   	262.14	DCR|2VULN|2DMG|2TLV|1DUR|2LIT|1AART	18VULN|2AART|38TLV|49DMG|5BEXP|6RCR|78LIT|8BPWR|aDUR
147	31155 43223	8	   	262.14	DCR|2VULN|2DMG|2TLV|1DUR|2LIT|1AART	18VULN|2AART|38TLV|49DMG|5BEXP|68LIT|7RCR|8BPWR|aDUR
148	32351 61143	6	 * 	262.13	DCR|4VULN|2DUR|2CDMG|2ASPD	137aVULN|25ASPD|47CDMG|67DUR|7BPWR|8LWND|9RCR
149	31242 22543	5	   	262.10	DCR|2VULN|2DMG|2DUR|1TLV|1AART	19VULN|2AART|39DMG|4LIT|5TLV|6RMIN|7RCR|89DUR|9BPWR|aCGEN
150	31242 33143	8	   	262.10	DCR|2VULN|2DMG|2DUR|1TLV|1AART	19VULN|2AART|39DMG|4LIT|5TLV|6RCR|7RMIN|89DUR|9BPWR|aCGEN
151	31242 33144	8	   	262.10	DCR|2VULN|2DMG|2DUR|1TLV|1AART	19VULN|2AART|39DMG|4LIT|5TLV|6RCR|7RMIN|89DUR|9BPWR|aRPLT
152	31242 33146	8	   	262.10	DCR|2VULN|2DMG|2DUR|1TLV|1AART	19VULN|2AART|39DMG|4LIT|5TLV|6RCR|7RMIN|89DUR|9BPWR|aBEXP
153	31242 33543	7	   	262.10	DCR|2VULN|2DMG|2DUR|1TLV|1AART	19VULN|2AART|39DMG|4LIT|5TLV|6RCR|7RMIN|89DUR|9BPWR|aCGEN
154	31242 43143	7	   	262.10	DCR|2VULN|2DMG|2DUR|1TLV|1AART	19VULN|2AART|39DMG|4LIT|5TLV|69DUR|7RCR|8RMIN|9BPWR|aCGEN
155	31154 13223	8	   	262.04	DCR|2VULN|2DMG|2TLV|1DUR|2LIT|1AART	18VULN|2AART|38TLV|49DMG|5DUST|6RCR|78LIT|8BPWR|aDUR
156	31154 43223	8	   	262.04	DCR|2VULN|2DMG|2TLV|1DUR|2LIT|1AART	18VULN|2AART|38TLV|49DMG|5DUST|68LIT|7RCR|8BPWR|aDUR
157	31242 31223	8	   	262.04	DCR|2VULN|2DMG|2TLV|1DUR|2LIT|1AART	18VULN|2AART|39DMG|48LIT|58TLV|6RCR|7MBVNT|8BPWR|aDUR
158	31242 31244	10	   	262.04	DCR|2VULN|2DMG|2TLV|1DUR|2LIT|1AART	18VULN|2AART|3aDMG|48LIT|58TLV|6RCR|7MBVNT|8BPWR|9DUR
159	31242 22541	5	   	262.00	DCR|2VULN|2DMG|2DUR|1TLV|1AART	19VULN|2AART|39DMG|4LIT|5TLV|6RMIN|7RCR|89DUR|9BPWR|aDUST
160	31242 33141	8	   	262.00	DCR|2VULN|2DMG|2DUR|1TLV|1AART	19VULN|2AART|39DMG|4LIT|5TLV|6RCR|7RMIN|89DUR|9BPWR|aDUST
161	31242 33541	7	   	262.00	DCR|2VULN|2DMG|2DUR|1TLV|1AART	19VULN|2AART|39DMG|4LIT|5TLV|6RCR|7RMIN|89DUR|9BPWR|aDUST
162	31242 43141	7	   	262.00	DCR|2VULN|2DMG|2DUR|1TLV|1AART	19VULN|2AART|39DMG|4LIT|5TLV|69DUR|7RCR|8RMIN|9BPWR|aDUST
