0	Index      	Bounty	 *	Score 	Summary	Detail	
1	12611 46112	9	 * 	286.56	DCR|3VULN|2DMG|2TLV|2DUR|1AART	17DMG|278VULN|3RCVC|47TLV|5AART|6RCR|7BPWR|9aDUR
32	12132 13161	2	   	267.69	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	18DMG|257VULN|3FEWX|4DUR|6TLV|9CDMG|aRCR
33	12132 13161	3	   	267.69	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	18DMG|257VULN|3FEWX|4DUR|6TLV|9CDMG|aRCR
34	12132 13161	1	   	267.69	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	18DMG|257VULN|3FEWX|4DUR|6TLV|9CDMG|aRCR
35	12332 13161	3	   	267.69	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	18DMG|257VULN|3BEXP|4DUR|6TLV|9CDMG|aRCR
36	23532 13161	1	   	267.69	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	1BEXP|257VULN|38DMG|4DUR|6TLV|9CDMG|aRCR
37	56232 23411	6	 * 	267.57	DCR|5VULN|2TLV|3LIT|1NUKE	19TLV|259LIT|3NUKE|45679VULN|59BPWR|8RCR|aERES
38	56232 23413	6	   	267.57	DCR|5VULN|2TLV|3LIT|1NUKE	19TLV|259LIT|3NUKE|45679VULN|59BPWR|8RCR|aDUST
39	16622 13621	2	   	267.56	DCR|4VULN|2DMG|2CDMG|2LIT	19DMG|28LIT|3569VULN|49CDMG|7BBNT|9BPWR|aRCR
40	16622 13621	3	   	267.56	DCR|4VULN|2DMG|2CDMG|2LIT	19DMG|28LIT|3569VULN|49CDMG|7BBNT|9BPWR|aRCR
41	56232 23412	6	   	267.43	DCR|5VULN|2TLV|3LIT|1NUKE|1SELL	19TLV|259LIT|3NUKE|45679VULN|59BPWR|8RCR|aSELL
42	52226 31122	5	   	267.24	DCR|4VULN|1TLV|2ASPD|1DUR|1CDMG	1TLV|2589VULN|37ASPD|4DUR|6CDMG|aRCR
43	56232 53212	4	   	267.23	DCR|3VULN|3DUR|2TLV|2LIT|1NUKE	19TLV|28LIT|3NUKE|469VULN|579DUR|9BPWR|aRCR
44	32543 15322	7	 * 	267.15	DCR|4VULN|2DMG|1TLV	1CGEN|2367VULN|4TLV|59DMG|8LIT|aRCR
45	32532 43411	8	   	266.13	DCR|3VULN|3DUR|2TLV|1CDMG	18CGEN|234VULN|58TLV|678DUR|8BPWR|9RCR|aCDMG
46	52462 21212	8	 * 	266.03	DCR|3VULN|2DMG|2TLV|2CDMG	18TLV|278VULN|3ZMB|46DMG|58CDMG|8BPWR|9CGEN|aRCR
47	12612 35163	5	   	265.99	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	19DMG|29VULN|3RCVC|4TLV|5MBVNT|6CDMG|79DUR|8RCR|9BPWR|aLIT
48	52631 13412	4	 * 	265.93	DCR|3VULN|2DMG|2TLV|3LIT	19TLV|247VULN|3RCVC|59DMG|69aLIT|8RCR|9BPWR
49	52631 13412	5	   	265.93	DCR|3VULN|2DMG|2TLV|3LIT	19TLV|247VULN|3RCVC|59DMG|69aLIT|8RCR|9BPWR
50	12616 13412	5	   	265.93	DCR|3VULN|2DMG|2TLV|3LIT	19DMG|257VULN|3RCVC|49TLV|69aLIT|8RCR|9BPWR
51	12616 13423	5	   	265.81	DCR|4VULN|1TLV|1DMG|1DUR	1DMG|257aVULN|3RCVC|4TLV|6LIT|8RCR|9DUR
52	52631 13423	4	   	265.81	DCR|4VULN|1TLV|1DMG|1DUR	1TLV|247aVULN|3RCVC|5DMG|6LIT|8RCR|9DUR
53	52631 13423	5	   	265.81	DCR|4VULN|1TLV|1DMG|1DUR	1TLV|247aVULN|3RCVC|5DMG|6LIT|8RCR|9DUR
54	32531 13421	4	   	265.81	DCR|4VULN|1TLV|1DMG|1DUR	1CGEN|2347VULN|5DMG|6LIT|8RCR|9DUR|aTLV
55	32531 13421	5	   	265.81	DCR|4VULN|1TLV|1DMG|1DUR	1CGEN|2347VULN|5DMG|6LIT|8RCR|9DUR|aTLV
56	32531 63421	6	   	265.81	DCR|4VULN|1TLV|1DMG|1DUR	1CGEN|2347VULN|5DMG|6LIT|8RCR|9DUR|aTLV
57	32541 32532	10	   	265.78	DCR|5VULN|2TLV|1AART	17CGEN|2367aVULN|47TLV|5AART|7BPWR|8LIT|9RCR
58	16242 13224	4	   	265.69	DCR|5VULN|2DMG|2LIT|1SELL	19DMG|29LIT|3SELL|45689VULN|7BBNT|9BPWR|aRCR
59	16262 13224	3	   	265.69	DCR|5VULN|2DMG|2LIT|1SELL	19DMG|29LIT|3SELL|45689VULN|7BBNT|9BPWR|aRCR
60	16632 13224	2	   	265.69	DCR|5VULN|2DMG|2LIT|1SELL	19DMG|29LIT|35689VULN|4SELL|7BBNT|9BPWR|aRCR
61	16632 13224	3	   	265.69	DCR|5VULN|2DMG|2LIT|1SELL	19DMG|29LIT|35689VULN|4SELL|7BBNT|9BPWR|aRCR
62	12613 34122	5	   	264.69	DCR|3VULN|2DUR|1TLV|1DMG|1CDMG	1DMG|289VULN|3RCVC|4TLV|57DUR|6CDMG|aRCR
63	12653 34122	5	   	264.69	DCR|3VULN|2DUR|1TLV|1DMG|1CDMG	1DMG|289VULN|3RCVC|47DUR|5TLV|6CDMG|aRCR
64	32211 62152	3	   	264.58	DCR|3VULN|2DMG|2DUR|1CDMG	1CGEN|29aVULN|3ASPD|4CDMG|59DMG|6ZMB|79DUR|8RCR|9BPWR
65	12222 21152	7	   	264.48	DCR|3VULN|2DMG|2DUR|1CDMG|1NUKE	19DMG|29aVULN|3ASPD|4RMIN|5CDMG|6NUKE|79DUR|8RCR|9BPWR
66	12222 22152	6	   	264.48	DCR|3VULN|2DMG|2DUR|1CDMG|1NUKE	19DMG|29aVULN|3ASPD|4RMIN|5CDMG|6NUKE|79DUR|8RCR|9BPWR
67	13235 22243	1	   	264.48	DCR|3VULN|2DMG|2DUR|1CDMG	19DMG|2CGEN|39aVULN|4LIT|5TBNT|6CDMG|79DUR|8RCR|9BPWR
68	16612 22243	2	   	264.48	DCR|3VULN|2DMG|2DUR|1CDMG	19DMG|2LIT|39aVULN|4BBNT|5CGEN|6CDMG|79DUR|8RCR|9BPWR
69	16612 22243	3	   	264.48	DCR|3VULN|2DMG|2DUR|1CDMG	19DMG|2LIT|39aVULN|4BBNT|5CGEN|6CDMG|79DUR|8RCR|9BPWR
70	12223 34122	3	   	264.38	DCR|3VULN|2DMG|2DUR|1CDMG	14DMG|289VULN|3ASPD|57DUR|6CDMG|aRCR
71	12241 35122	3	   	264.38	DCR|3VULN|2DMG|2DUR|1CDMG	17DMG|289VULN|3ASPD|45DUR|6CDMG|aRCR
72	52262 22152	6	   	264.32	DCR|2VULN|2TLV|2DUR|1DMG|2ASPD|1CDMG|1NUKE	19TLV|2aVULN|39ASPD|4NUKE|5CDMG|6DMG|79DUR|8RCR|9BPWR
73	12611 46113	8	   	264.04	DCR|3VULN|2DMG|2TLV|1AART	17DMG|278VULN|3RCVC|47TLV|5AART|6RCR|7BPWR|9LIT|aBELT
74	32531 13413	5	   	263.94	DCR|4VULN|2DMG|1DUR|2LIT	19CGEN|2347VULN|59DMG|69LIT|8RCR|9BPWR|aDUR
75	32531 13413	4	   	263.94	DCR|4VULN|2DMG|1DUR|2LIT	19CGEN|2347VULN|59DMG|69LIT|8RCR|9BPWR|aDUR
76	32531 63413	6	   	263.94	DCR|4VULN|2DMG|1DUR|2LIT	19CGEN|2347VULN|59DMG|69LIT|8RCR|9BPWR|aDUR
77	52211 63714	4	   	263.94	DCR|3VULN|2DMG|2TLV|1AART	19TLV|29aVULN|3ASPD|4AART|5MBVNT|6RCR|7MLV|89DMG|9BPWR
78	32541 32112	7	   	263.69	DCR|4VULN|2TLV|1DUR|1AART	17CGEN|2367VULN|47TLV|5AART|7BPWR|8RCR|9LIT|aDUR
79	32541 32532	9	   	263.69	DCR|4VULN|2TLV|1DUR|1AART	17CGEN|2367VULN|47TLV|5AART|7BPWR|8LIT|9RCR|aDUR
80	12611 46132	10	   	263.50	DCR|3VULN|2DMG|2TLV|2AART	17DMG|278VULN|3RCVC|47TLV|5aAART|6RCR|7BPWR|9LWND
81	12232 11322	8	   	263.21	DCR|4VULN|1TLV|1DMG|1CDMG	1DMG|2679VULN|3ASPD|4CGEN|5CDMG|8TLV|aRCR
82	15312 11322	8	   	263.21	DCR|4VULN|1TLV|1DMG|1CDMG	1DMG|2MLV|3CDMG|4679VULN|5ASPD|8TLV|aRCR
83	52211 15122	3	   	263.21	DCR|4VULN|1TLV|1DMG|1CDMG	1TLV|2689VULN|3ASPD|4CDMG|5DMG|7RMIN|aRCR
84	12242 11322	8	   	263.11	DCR|4VULN|1TLV|1DMG|1CDMG	1DMG|2679VULN|3ASPD|4ERES|5CDMG|8TLV|aRCR
85	16622 14131	2	   	263.11	DCR|4VULN|1TLV|1DMG|1CDMG	1DMG|2LIT|3567VULN|4CDMG|8TLV|9MBVNT|aRCR
86	16622 14131	3	   	263.11	DCR|4VULN|1TLV|1DMG|1CDMG	1DMG|2LIT|3567VULN|4CDMG|8TLV|9MBVNT|aRCR
87	16332 21525	8	   	263.07	DCR|2VULN|3DMG|1TLV|1DUR|1AART	15aDMG|2LIT|3CGEN|45VULN|5BPWR|6TLV|7DUR|8AART|9RCR
88	23513 43126	1	   	262.96	DCR|3VULN|3DMG|1TLV|1AART|1SELL	1BEXP|26aVULN|367DMG|4SELL|5AART|6BPWR|8RCR|9TLV
89	12223 22151	3	 * 	262.96	DCR|2VULN|3DMG|3DUR|2ASPD	149DMG|26VULN|39ASPD|59aDUR|7RPLT|8RCR|9BPWR
90	12223 42154	3	   	262.96	DCR|2VULN|3DMG|3DUR|2ASPD	149DMG|2aVULN|39ASPD|569DUR|7RPLT|8RCR|9BPWR
91	52213 42332	8	   	262.73	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1TLV|258VULN|3ASPD|4AART|6RCR|7LIT|9DMG|aDUR
92	52213 62622	8	   	262.73	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1TLV|258VULN|3ASPD|4AART|6DUR|7LIT|9RCR|aDMG
93	56232 23116	6	   	262.67	DCR|5VULN|2TLV|2LIT|1NUKE	19TLV|25LIT|3NUKE|45679VULN|59BPWR|89BEXP|aRCR
94	32552 23162	7	   	262.64	DCR|4VULN|2DMG|1DUR|1CDMG	19CGEN|239aVULN|4DUR|5CDMG|69DMG|7MBVNT|8RCR|9BPWR
95	12432 11263	10	   	262.46	DCR|4VULN|2DMG|2CDMG|1AART	18DMG|2678VULN|3ZMB|4CGEN|58CDMG|8BPWR|9RCR|aAART
96	16332 43421	5	   	262.45	DCR|3VULN|2DMG|1TLV|1DUR	15DMG|2LIT|3CGEN|457VULN|5BPWR|6RCVC|8RCR|9DUR|aTLV
97	12223 22131	3	   	262.35	DCR|3VULN|2DMG|1TLV|1DUR	14DMG|26aVULN|3ASPD|5DUR|7RPLT|8RCR|9TLV
98	12223 25266	3	   	262.35	DCR|3VULN|2DMG|1TLV|1DUR	14DMG|26aVULN|3ASPD|5DUR|7CGEN|8RCR|9TLV
99	12225 51431	3	   	262.35	DCR|3VULN|2DMG|1TLV|1DUR	14DMG|28aVULN|3ASPD|5RPLT|6RCR|7DUR|9TLV
100	12631 41423	4	   	262.35	DCR|3VULN|2DMG|1TLV|1DUR	15DMG|24aVULN|3RCVC|6LIT|7TLV|8RCR|9DUR
101	12631 41423	5	   	262.35	DCR|3VULN|2DMG|1TLV|1DUR	15DMG|24aVULN|3RCVC|6LIT|7TLV|8RCR|9DUR
102	32131 66262	3	   	262.32	DCR|3VULN|2DMG|2TLV|1DUR	1CGEN|27aVULN|3FEWX|4DUR|5aTLV|6RCR|8MLV|9aDMG|aBPWR
103	32131 66262	2	   	262.32	DCR|3VULN|2DMG|2TLV|1DUR	1CGEN|27aVULN|3FEWX|4DUR|5aTLV|6RCR|8MLV|9aDMG|aBPWR
104	32131 66262	1	   	262.32	DCR|3VULN|2DMG|2TLV|1DUR	1CGEN|27aVULN|3FEWX|4DUR|5aTLV|6RCR|8MLV|9aDMG|aBPWR
105	32331 66262	3	   	262.32	DCR|3VULN|2DMG|2TLV|1DUR	1CGEN|27aVULN|3BEXP|4DUR|5aTLV|6RCR|8MLV|9aDMG|aBPWR
106	52213 43126	8	   	262.26	DCR|3VULN|1TLV|1DMG|2ASPD|1DUR|1AART	1TLV|258VULN|39ASPD|4AART|6RCR|7DUR|aDMG
107	12223 22152	5	   	262.22	DCR|3VULN|2DMG|2TLV|2ASPD	19DMG|26aVULN|39ASPD|4RMIN|59TLV|7RPLT|8RCR|9BPWR
108	52213 43162	8	   	262.17	DCR|3VULN|3DUR|1TLV|1AART	1TLV|258VULN|3ASPD|4AART|6RCR|79aDUR
109	12611 42331	8	   	261.55	DCR|2VULN|3DMG|2TLV|2LIT|1AART	19aDMG|28VULN|3RCVC|4aTLV|5AART|6RCR|7aLIT|aBPWR
110	12432 11262	10	   	261.11	DCR|4VULN|2DMG|2CDMG	18DMG|2678VULN|3ZMB|4CGEN|58CDMG|8BPWR|9RCR|aLIT
111	12242 11212	8	   	261.01	DCR|4VULN|2DMG|2CDMG	18DMG|2678VULN|3ASPD|4ERES|58CDMG|8BPWR|9CGEN|aRCR
112	16613 13221	5	   	261.01	DCR|4VULN|2DMG|2CDMG	19DMG|2LIT|3689VULN|4RCVC|59CDMG|7BBNT|9BPWR|aRCR
113	16614 13221	4	   	261.01	DCR|4VULN|2DMG|2CDMG	19DMG|2LIT|3689VULN|4RCVC|59CDMG|7BBNT|9BPWR|aRCR
114	12612 73543	6	   	260.83	DCR|3VULN|2DMG|2TLV|2LIT	19DMG|27aVULN|3RCVC|49TLV|5MBVNT|6RCR|89LIT|9BPWR
115	32541 51112	7	   	260.80	DCR|3VULN|2DUR|1TLV|1DMG|1AART	19CGEN|239VULN|4TLV|5AART|6DUST|7RCR|89DUR|9BPWR|aDMG
116	52221 31122	4	   	260.77	DCR|3VULN|2DUR|1TLV|2ASPD|1CDMG	1TLV|289VULN|37ASPD|45DUR|6CDMG|aRCR
117	52226 31132	5	   	260.77	DCR|3VULN|2DUR|1TLV|2ASPD|1CDMG	1TLV|258VULN|37ASPD|49DUR|6CDMG|aRCR
118	52241 31122	3	   	260.77	DCR|3VULN|2DUR|1TLV|2ASPD|1CDMG	1TLV|289VULN|37ASPD|45DUR|6CDMG|aRCR
119	56233 23413	6	   	260.47	DCR|4VULN|2TLV|1DUR|2LIT|1NUKE	19TLV|29LIT|3NUKE|4679VULN|5RCVC|8RCR|9BPWR|aDUR
120	15523 13111	7	 * 	260.46	ACR|4VULN|3DMG|3DUR	19aDMG|2MLV|39aDUR|4RCR|5RMIN|6BELT|789aVULN|9aBPWR
121	56232 23421	6	   	260.37	DCR|4VULN|2TLV|1DUR|2LIT|1NUKE	1aTLV|25LIT|3NUKE|4567VULN|5BPWR|8RCR|9DUR
122	12611 46111	7	   	260.34	DCR|2VULN|3DMG|2TLV|1CDMG|1AART	178DMG|27VULN|3RCVC|47TLV|5AART|6RCR|7BPWR|9MLV|aCDMG
123	52632 35311	10	 * 	260.30	DCR|4VULN|2TLV|2DUR	1aTLV|2456VULN|3RCVC|7aMLV|8aDUR|9RCR|aBPWR
124	12611 46131	7	   	260.24	DCR|2VULN|3DMG|2TLV|1CDMG|1AART	178DMG|27VULN|3RCVC|47TLV|5AART|6RCR|7BPWR|9CDMG|aERES
125	12611 46133	7	   	260.24	DCR|2VULN|3DMG|2TLV|1CDMG|1AART	178DMG|27VULN|3RCVC|47TLV|5AART|6RCR|7BPWR|9CDMG|aLEGI
126	12611 46132	7	   	260.10	DCR|2VULN|3DMG|2TLV|1CDMG|1AART|1SELL	178DMG|27VULN|3RCVC|47TLV|5AART|6RCR|7BPWR|9CDMG|aSELL
127	52221 31214	6	   	259.81	DCR|3VULN|1TLV|1DMG|1DUR|2LIT	1TLV|26aVULN|3ASPD|4DUR|5aLWND|7DMG|8RCR|9aLIT|aBPWR
128	52226 21214	6	   	259.81	DCR|3VULN|1TLV|1DMG|1DUR|2LIT	1TLV|25aVULN|3ASPD|4DUR|6aLWND|7DMG|8RCR|9aLIT|aBPWR
129	51226 31214	6	   	259.81	DCR|3VULN|1TLV|1DMG|1DUR|2LIT	1TLV|2aLWND|3ASPD|4DUR|56aVULN|7DMG|8RCR|9aLIT|aBPWR
130	12232 11352	8	   	259.75	DCR|3VULN|2DMG|1TLV|1CDMG	19DMG|267VULN|3ASPD|4CGEN|5CDMG|8TLV|aRCR
131	15312 11352	8	   	259.75	DCR|3VULN|2DMG|1TLV|1CDMG	19DMG|2MLV|3CDMG|467VULN|5ASPD|8TLV|aRCR
132	52211 15152	3	   	259.75	DCR|3VULN|2DMG|1TLV|1CDMG	1TLV|268VULN|3ASPD|4CDMG|59DMG|7RMIN|aRCR
133	12242 11352	8	   	259.65	DCR|3VULN|2DMG|1TLV|1CDMG	19DMG|267VULN|3ASPD|4ERES|5CDMG|8TLV|aRCR
134	16623 14131	3	   	259.65	DCR|3VULN|2DMG|1TLV|1CDMG	15DMG|2LIT|367VULN|4CDMG|8TLV|9MBVNT|aRCR
135	16623 14131	2	   	259.65	DCR|3VULN|2DMG|1TLV|1CDMG	15DMG|2LIT|367VULN|4CDMG|8TLV|9MBVNT|aRCR
136	52432 23162	7	   	259.62	DCR|3VULN|2DMG|2TLV|1CDMG	19TLV|29aVULN|3ZMB|4RMIN|5CDMG|69DMG|7MBVNT|8RCR|9BPWR
137	32531 43632	9	 * 	259.53	DCR|4VULN|2DUR|1DMG|1CDMG	1CGEN|2348VULN|5DMG|67DUR|9CDMG|aRCR
138	32552 24122	6	   	259.53	DCR|4VULN|2DUR|1DMG|1CDMG	1CGEN|2389VULN|47DUR|5CDMG|6DMG|aRCR
139	12526 34122	5	   	259.43	DCR|4VULN|2DUR|1DMG|1CDMG	1DMG|2589VULN|3ERES|47DUR|6CDMG|aRCR
140	52226 32122	5	   	259.40	DCR|4VULN|1TLV|1DUR|1CDMG	1TLV|2589VULN|3ASPD|4DUR|6CDMG|7RCVC|aRCR
141	12241 22131	3	   	259.34	DCR|3VULN|2DUR|1TLV|1DMG	1DMG|26aVULN|3ASPD|45DUR|7RPLT|8RCR|9TLV
142	32543 15312	7	   	259.22	DCR|4VULN|1TLV|1DMG|1AART	1CGEN|2367VULN|4TLV|5DMG|8LIT|9RCR|aAART
143	32531 13452	5	   	259.22	DCR|4VULN|1TLV|1DMG|1AART	1CGEN|2347VULN|5DMG|6LIT|8RCR|9TLV|aAART
144	32531 13452	4	   	259.22	DCR|4VULN|1TLV|1DMG|1AART	1CGEN|2347VULN|5DMG|6LIT|8RCR|9TLV|aAART
145	32541 32126	7	   	259.19	DCR|4VULN|2TLV|1DMG|1AART	17CGEN|2367VULN|47TLV|5AART|7BPWR|8RCR|9FEWX|aDMG
146	12432 11261	10	 * 	258.84	DCR|4VULN|2DMG|3CDMG	18DMG|2678VULN|3ZMB|4CGEN|58aCDMG|8BPWR|9RCR
147	12213 22152	4	   	258.77	DCR|3VULN|2DMG|2DUR|2ASPD	19DMG|26aVULN|39ASPD|4DMSP|59DUR|7RPLT|8RCR|9BPWR
148	12216 42152	6	   	258.77	DCR|3VULN|2DMG|2DUR|2ASPD	19DMG|25aVULN|39ASPD|4DMSP|69DUR|7RPLT|8RCR|9BPWR
149	12253 22152	3	   	258.77	DCR|3VULN|2DMG|2DUR|2ASPD	19DMG|26aVULN|39ASPD|4RCVC|59DUR|7RPLT|8RCR|9BPWR
150	12232 11331	8	   	258.41	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DMG|267VULN|3ASPD|4CGEN|5CDMG|8TLV|9DUR|aRCR
151	15312 11331	8	   	258.41	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DMG|2MLV|3CDMG|467VULN|5ASPD|8TLV|9DUR|aRCR
152	52211 15131	3	   	258.41	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1TLV|268VULN|3ASPD|4CDMG|5DMG|7RMIN|9DUR|aRCR
153	12242 11331	8	   	258.31	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DMG|267VULN|3ASPD|4ERES|5CDMG|8TLV|9DUR|aRCR
154	52262 22112	6	   	258.31	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG|1NUKE	1TLV|29aVULN|3ASPD|4NUKE|5CDMG|6DMG|7DUR|8RCR
155	56623 22213	3	   	258.31	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1TLV|2LIT|39aVULN|4CDMG|5DMG|6TBNT|7DUR|8RCR
156	56623 22213	2	   	258.31	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1TLV|2LIT|39aVULN|4CDMG|5DMG|6TBNT|7DUR|8RCR
157	52213 24336	6	   	257.96	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG|1AART	1TLV|25VULN|3ASPD|4AART|6CDMG|7RCR|8DMG|9aDUR
158	12151 12452	4	   	257.95	DCR|3VULN|2DMG|1TLV|2CDMG	19DMG|28aVULN|39FEWX|4LHND|5TLV|69CDMG|7RCR|9BPWR
159	12351 12452	4	   	257.95	DCR|3VULN|2DMG|1TLV|2CDMG	19DMG|28aVULN|39BEXP|4LHND|5TLV|69CDMG|7RCR|9BPWR
160	12612 74462	6	   	257.85	DCR|3VULN|2DMG|1TLV|2CDMG	19DMG|29aVULN|3RCVC|4TLV|5MBVNT|6RCR|7FEWX|89CDMG|9BPWR
161	12612 72541	10	   	257.75	DCR|3VULN|2DMG|1TLV|2CDMG	19DMG|29aVULN|3RCVC|4TLV|5MBVNT|6RCR|7ERES|89CDMG|9BPWR
162	12612 73463	7	   	257.72	DCR|2VULN|2DMG|1TLV|2CDMG|1DUR	19DMG|29VULN|3RCVC|4TLV|5MBVNT|6RCR|7DUR|89CDMG|9BPWR|aLIT
163	12612 35161	5	   	257.68	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	19DMG|29VULN|3RCVC|4TLV|5MBVNT|6CDMG|79DUR|8RCR|9BPWR|aLWND
164	12612 35164	5	   	257.68	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	19DMG|29VULN|3RCVC|4TLV|5MBVNT|6CDMG|79DUR|8RCR|9BPWR|aBEXP
