0	Index      	Bounty	 *	Score 	Summary	Detail	
1	14231 23552	8	 * 	292.58	DCR|3VULN|3DMG|2TLV|1DUR|1AART	167DMG|2AART|3DUR|47TLV|57aVULN|7BPWR|8LIT|9RCR
70	11164 33142	3	   	269.70	DCR|2VULN|3DUR|2DMG|1TLV|1CDMG	17DMG|267DUR|3CDMG|4TLV|57VULN|7BPWR|8BEXP|9BBNT|aRCR
71	11164 33242	3	   	269.70	DCR|2VULN|3DUR|2DMG|1TLV|1CDMG	17DMG|267DUR|3CDMG|4TLV|57VULN|7BPWR|8LHND|9BBNT|aRCR
72	11164 33612	3	   	269.70	DCR|2VULN|3DUR|2DMG|1TLV|1CDMG	17DMG|267DUR|3CDMG|4TLV|57VULN|7BPWR|8MBVNT|9CGEN|aRCR
73	31423 11326	2	 * 	269.61	DCR|3VULN|2DUR|3LIT|1DMG|1CDMG	138LIT|238VULN|38BPWR|4LHND|5CDMG|6RCR|78DUR|9BELT|aDMG
74	11164 33342	3	   	269.60	DCR|2VULN|3DUR|2DMG|1TLV|1CDMG	17DMG|267DUR|3CDMG|4TLV|57VULN|7BPWR|8DUST|9BBNT|aRCR
75	11164 33632	3	   	269.60	DCR|2VULN|3DUR|2DMG|1TLV|1CDMG	17DMG|267DUR|3CDMG|4TLV|57VULN|7BPWR|8MBVNT|9ERES|aRCR
76	31423 11365	3	   	269.51	DCR|3VULN|2DUR|3LIT|1DMG|1CDMG	18aLIT|238VULN|4LHND|5CDMG|6RCR|78DUR|8BPWR|9DMG
77	13314 33663	4	   	269.39	DCR|3VULN|2DMG|2DUR|1TLV|1SELL	17DMG|2SELL|36DUR|478VULN|57ERES|7BPWR|9RCR|aTLV
78	13332 33663	5	   	269.39	DCR|3VULN|2DMG|2DUR|1TLV|1SELL	17DMG|2SELL|35DUR|47ERES|678VULN|7BPWR|9RCR|aTLV
79	13332 33663	6	   	269.39	DCR|3VULN|2DMG|2DUR|1TLV|1SELL	17DMG|2SELL|35DUR|47ERES|678VULN|7BPWR|9RCR|aTLV
80	13333 33663	5	   	269.39	DCR|3VULN|2DMG|2DUR|1TLV|1SELL	17DMG|2SELL|36DUR|47ERES|578VULN|7BPWR|9RCR|aTLV
81	12131 43631	2	 * 	269.04	DCR|3VULN|3DMG|2DUR	19aDMG|2DUST|3TBNT|4aDUR|58aVULN|6RCR|7RPLT|aBPWR
82	14212 32442	3	   	268.62	DCR|3VULN|2DMG|2TLV|1DUR|1AART	18DMG|2AART|3DUR|489VULN|58TLV|6BELT|7RCR|8BPWR|aMLV
83	14212 32443	3	   	268.62	DCR|3VULN|2DMG|2TLV|1DUR|1AART	18DMG|2AART|3DUR|489VULN|58TLV|6BELT|7RCR|8BPWR|aLWND
84	14231 32442	5	   	268.62	DCR|3VULN|2DMG|2TLV|1DUR|1AART	18DMG|2AART|3DUR|48TLV|589VULN|6BELT|7RCR|8BPWR|aMLV
85	14231 32443	5	   	268.62	DCR|3VULN|2DMG|2TLV|1DUR|1AART	18DMG|2AART|3DUR|48TLV|589VULN|6BELT|7RCR|8BPWR|aLWND
86	14231 53115	10	   	268.62	DCR|3VULN|2DMG|2TLV|1DUR|1AART	17DMG|2AART|3DUR|47TLV|567VULN|7BPWR|8FEWX|9ZMB|aRCR
87	14231 53315	10	   	268.62	DCR|3VULN|2DMG|2TLV|1DUR|1AART	17DMG|2AART|3DUR|47TLV|567VULN|7BPWR|8LHND|9ZMB|aRCR
88	16131 61222	10	   	268.62	DCR|3VULN|2DMG|2CDMG|1DUR|1AART	17DMG|27CDMG|3LWND|4DUR|5RMIN|679VULN|7BPWR|8AART|aRCR
89	14212 32441	3	   	268.52	DCR|3VULN|2DMG|2TLV|1DUR|1AART	18DMG|2AART|3DUR|489VULN|58TLV|6BELT|7RCR|8BPWR|aDUST
90	14231 32441	5	   	268.52	DCR|3VULN|2DMG|2TLV|1DUR|1AART	18DMG|2AART|3DUR|48TLV|589VULN|6BELT|7RCR|8BPWR|aDUST
91	11121 61222	10	   	268.52	DCR|3VULN|2DMG|2CDMG|1DUR|1AART	17DMG|2DUR|37CDMG|4LEGI|5RMIN|679VULN|7BPWR|8AART|aRCR
92	11153 53412	9	   	268.52	DCR|3VULN|2DMG|2CDMG|1DUR|1AART	19DMG|2DUR|39CDMG|4AART|5DMSP|689VULN|7LEGI|9BPWR|aRCR
93	11641 23326	9	   	268.37	DCR|2VULN|3DMG|2TLV|1DUR|1ASPD|1AART	167DMG|2DUR|37TLV|4AART|57VULN|7BPWR|8LHND|9ASPD|aRCR
94	14131 23126	9	   	268.37	DCR|2VULN|3DMG|2TLV|1DUR|1ASPD|1AART	167DMG|2AART|3LHND|47TLV|57VULN|7BPWR|8DUR|9ASPD|aRCR
95	14231 23326	9	   	268.37	DCR|2VULN|3DMG|2TLV|1DUR|1ASPD|1AART	167DMG|2AART|3DUR|47TLV|57VULN|7BPWR|8LHND|9ASPD|aRCR
96	14231 23426	9	   	268.37	DCR|2VULN|3DMG|2TLV|1DUR|1ASPD|1AART	167DMG|2AART|3DUR|47TLV|57VULN|7BPWR|8FEWX|9ASPD|aRCR
97	14622 13326	9	   	268.37	DCR|2VULN|3DMG|2TLV|1DUR|1ASPD|1AART	137DMG|2AART|4DUR|57TLV|67VULN|7BPWR|8LHND|9ASPD|aRCR
98	13314 63122	6	   	268.28	DCR|3VULN|2DMG|2TLV|1DUR|1AART|1SELL	17DMG|2SELL|3DUR|467VULN|57TLV|7BPWR|8ERES|9AART|aRCR
99	23342 12432	1	 * 	268.17	DCR|3VULN|2DMG|2ASPD|1TLV|1SELL	1SELL|257VULN|3LIT|47DMG|67ASPD|7BPWR|8RCR|9BBNT|aTLV
100	23342 12415	1	 * 	268.09	DCR|3VULN|2DMG|3ASPD|2LIT|1SELL	1SELL|257VULN|3aLIT|47DMG|679ASPD|7BPWR|8RCR
101	23342 12423	1	 * 	267.68	DCR|3VULN|3DMG|2ASPD|1SELL	1SELL|257VULN|3LIT|47aDMG|67ASPD|7BPWR|8RCR|9ZMB
102	23342 12453	1	 * 	267.58	DCR|3VULN|3DMG|2ASPD|1SELL	1SELL|257VULN|3LIT|47aDMG|67ASPD|7BPWR|8RCR|9ERES
103	12125 33515	1	   	267.27	DCR|3VULN|2DMG|2TLV|1DUR	17DMG|27aVULN|37TLV|4RMIN|5RPLT|6RCR|7BPWR|8LIT|9DUR
104	31462 11343	4	   	267.17	DCR|3VULN|3DUR|1TLV|1CDMG	1LIT|23aVULN|4CDMG|579DUR|6RCR|8TLV
105	11133 33661	6	   	267.13	DCR|3VULN|2DMG|2DUR|1CDMG	17DMG|27DUR|3CDMG|4ERES|578VULN|6RCVC|7BPWR|9RCR|aMLV
106	11133 33662	6	   	267.13	DCR|3VULN|2DMG|2DUR|1CDMG	17DMG|27DUR|3CDMG|4ERES|578VULN|6RCVC|7BPWR|9RCR|aLHND
107	11133 33666	6	   	267.13	DCR|3VULN|2DMG|2DUR|1CDMG	17DMG|27DUR|3CDMG|4ERES|578VULN|6RCVC|7BPWR|9RCR|aBELT
108	11133 53661	5	   	267.13	DCR|3VULN|2DMG|2DUR|1CDMG	17DMG|27DUR|3CDMG|4ERES|578VULN|6RCVC|7BPWR|9RCR|aMLV
109	11133 53662	5	   	267.13	DCR|3VULN|2DMG|2DUR|1CDMG	17DMG|27DUR|3CDMG|4ERES|578VULN|6RCVC|7BPWR|9RCR|aLHND
110	11141 61421	8	   	267.13	DCR|3VULN|2DMG|2DUR|1CDMG	17DMG|27DUR|3CDMG|4FEWX|5RMIN|67aVULN|7BPWR|8ERES|9RCR
111	11141 61521	7	   	267.13	DCR|3VULN|2DMG|2DUR|1CDMG	17DMG|27DUR|3CDMG|4FEWX|5RMIN|67aVULN|7BPWR|8ERES|9RCR
112	16321 61321	8	   	267.13	DCR|3VULN|2DMG|2DUR|1CDMG	17DMG|2CDMG|37DUR|4LEGI|5RMIN|67aVULN|7BPWR|8MLV|9RCR
113	31423 11312	3	   	267.08	DCR|4VULN|2DUR|2LIT|1CDMG	18LIT|2389VULN|4LHND|5CDMG|6RCR|78DUR|8BPWR|aBEXP
114	31423 11315	3	   	267.08	DCR|4VULN|2DUR|2LIT|1CDMG	18LIT|2389VULN|4LHND|5CDMG|6RCR|78DUR|8BPWR|aMLV
115	31423 11316	3	   	267.08	DCR|4VULN|2DUR|2LIT|1CDMG	18LIT|2389VULN|4LHND|5CDMG|6RCR|78DUR|8BPWR|aZMB
116	31423 11351	3	   	267.08	DCR|4VULN|2DUR|2LIT|1CDMG	18LIT|238aVULN|4LHND|5CDMG|6RCR|78DUR|8BPWR|9BEXP
117	31461 11312	5	   	267.08	DCR|4VULN|2DUR|2LIT|1CDMG	18LIT|2389VULN|4CDMG|5FEWX|6RCR|78DUR|8BPWR|aBEXP
118	31461 11315	5	   	267.08	DCR|4VULN|2DUR|2LIT|1CDMG	18LIT|2389VULN|4CDMG|5FEWX|6RCR|78DUR|8BPWR|aMLV
119	31461 11316	5	   	267.08	DCR|4VULN|2DUR|2LIT|1CDMG	18LIT|2389VULN|4CDMG|5FEWX|6RCR|78DUR|8BPWR|aZMB
120	31461 11341	5	   	267.08	DCR|4VULN|2DUR|2LIT|1CDMG	18LIT|238aVULN|4CDMG|5FEWX|6RCR|78DUR|8BPWR|9LHND
121	31462 11312	5	   	267.08	DCR|4VULN|2DUR|2LIT|1CDMG	18LIT|2389VULN|4CDMG|5LWND|6RCR|78DUR|8BPWR|aBEXP
122	31462 11315	5	   	267.08	DCR|4VULN|2DUR|2LIT|1CDMG	18LIT|2389VULN|4CDMG|5LWND|6RCR|78DUR|8BPWR|aMLV
123	31462 11316	5	   	267.08	DCR|4VULN|2DUR|2LIT|1CDMG	18LIT|2389VULN|4CDMG|5LWND|6RCR|78DUR|8BPWR|aZMB
124	31462 11341	5	   	267.08	DCR|4VULN|2DUR|2LIT|1CDMG	18LIT|238aVULN|4CDMG|5LWND|6RCR|78DUR|8BPWR|9LHND
125	11133 33615	6	   	267.03	DCR|3VULN|2DMG|2DUR|1CDMG	17DMG|27DUR|3CDMG|4ERES|578VULN|6RCVC|7BPWR|9BBNT|aRCR
126	11133 53615	5	   	267.03	DCR|3VULN|2DMG|2DUR|1CDMG	17DMG|27DUR|3CDMG|4ERES|578VULN|6RCVC|7BPWR|9BBNT|aRCR
127	11133 53661	6	   	267.03	DCR|3VULN|2DMG|2DUR|1CDMG	17DMG|27DUR|3CDMG|46ERES|578VULN|7BPWR|9RCR|aMLV
128	11133 53662	6	   	267.03	DCR|3VULN|2DMG|2DUR|1CDMG	17DMG|27DUR|3CDMG|46ERES|578VULN|7BPWR|9RCR|aLHND
129	12351 32268	1	   	267.03	DCR|3VULN|2DMG|2DUR|1CDMG	1aDMG|28aVULN|3LEGI|4ZMB|5CDMG|6aDUR|7MBVNT|9RCR|aBPWR
130	16321 61421	8	   	267.03	DCR|3VULN|2DMG|2DUR|1CDMG	17DMG|2CDMG|37DUR|4LEGI|5RMIN|67aVULN|7BPWR|8ERES|9RCR
131	16321 61521	7	   	267.03	DCR|3VULN|2DMG|2DUR|1CDMG	17DMG|2CDMG|37DUR|4LEGI|5RMIN|67aVULN|7BPWR|8ERES|9RCR
132	31423 11313	3	   	266.98	DCR|4VULN|2DUR|2LIT|1CDMG	18LIT|2389VULN|4LHND|5CDMG|6RCR|78DUR|8BPWR|aDUST
133	31423 11314	3	   	266.98	DCR|4VULN|2DUR|2LIT|1CDMG	18LIT|2389VULN|4LHND|5CDMG|6RCR|78DUR|8BPWR|aTBNT
134	31423 11331	3	   	266.98	DCR|4VULN|2DUR|2LIT|1CDMG	18LIT|238aVULN|4LHND|5CDMG|6RCR|78DUR|8BPWR|9DUST
135	31423 21317	3	   	266.98	DCR|4VULN|2DUR|2LIT|1CDMG	18LIT|2389VULN|4LHND|5CDMG|6MBVNT|78DUR|8BPWR|aRCR
136	31461 11313	5	   	266.98	DCR|4VULN|2DUR|2LIT|1CDMG	18LIT|2389VULN|4CDMG|5FEWX|6RCR|78DUR|8BPWR|aDUST
137	31461 11314	5	   	266.98	DCR|4VULN|2DUR|2LIT|1CDMG	18LIT|2389VULN|4CDMG|5FEWX|6RCR|78DUR|8BPWR|aTBNT
138	31461 11331	5	   	266.98	DCR|4VULN|2DUR|2LIT|1CDMG	18LIT|238aVULN|4CDMG|5FEWX|6RCR|78DUR|8BPWR|9DUST
139	31461 21317	5	   	266.98	DCR|4VULN|2DUR|2LIT|1CDMG	18LIT|2389VULN|4CDMG|5FEWX|6MBVNT|78DUR|8BPWR|aRCR
140	31462 11313	5	   	266.98	DCR|4VULN|2DUR|2LIT|1CDMG	18LIT|2389VULN|4CDMG|5LWND|6RCR|78DUR|8BPWR|aDUST
141	31462 11314	5	   	266.98	DCR|4VULN|2DUR|2LIT|1CDMG	18LIT|2389VULN|4CDMG|5LWND|6RCR|78DUR|8BPWR|aTBNT
142	31462 11331	5	   	266.98	DCR|4VULN|2DUR|2LIT|1CDMG	18LIT|238aVULN|4CDMG|5LWND|6RCR|78DUR|8BPWR|9DUST
143	31462 21317	5	   	266.98	DCR|4VULN|2DUR|2LIT|1CDMG	18LIT|2389VULN|4CDMG|5LWND|6MBVNT|78DUR|8BPWR|aRCR
144	11133 53615	6	   	266.93	DCR|3VULN|2DMG|2DUR|1CDMG	17DMG|27DUR|3CDMG|46ERES|578VULN|7BPWR|9BBNT|aRCR
145	36411 53121	6	   	266.66	DCR|4VULN|3DUR|2LIT	19LIT|256DUR|3789VULN|49FEWX|9BPWR|aRCR
146	11114 63315	6	 * 	266.50	DCR|2VULN|2DMG|2DUR|2TLV|2CDMG	17DMG|27DUR|38CDMG|46VULN|57TLV|7BPWR|9BBNT|aRCR
147	36423 23631	9	   	266.46	DCR|4VULN|3DUR|2LIT	18LIT|259DUR|3567VULN|4LEGI|5BPWR|aRCR
148	13332 33664	5	   	266.37	DCR|3VULN|3DUR|2DMG|1SELL	17DMG|2SELL|35aDUR|47ERES|678VULN|7BPWR|9RCR
149	13332 33664	6	   	266.37	DCR|3VULN|3DUR|2DMG|1SELL	17DMG|2SELL|35aDUR|47ERES|678VULN|7BPWR|9RCR
150	13333 33664	5	   	266.37	DCR|3VULN|3DUR|2DMG|1SELL	17DMG|2SELL|36aDUR|47ERES|578VULN|7BPWR|9RCR
151	56313 32363	6	   	266.14	DCR|4VULN|3CDMG|1TLV|1DUR	18aERES|28aCDMG|3DUR|4TLV|578aVULN|6RCVC|8aBPWR|9RCR
152	11164 53122	3	   	266.14	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG|1AART	17DMG|27DUR|3CDMG|4TLV|57VULN|6RCVC|7BPWR|8ERES|9AART|aRCR
153	31423 14141	2	   	266.07	DCR|3VULN|1DMG|1DUR|1TLV|2LIT|1CDMG	13LIT|23aVULN|3BPWR|4LHND|5CDMG|6RCR|7DMG|8DUR|9TLV
154	14233 42162	7	   	266.04	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG|1AART	18DMG|2AART|3aDUR|4TLV|5CDMG|6RCR|79VULN
155	14131 53532	7	   	266.02	DCR|3VULN|2DMG|2TLV|1CDMG|1AART	17DMG|2AART|3LHND|47TLV|567VULN|7BPWR|8CGEN|9CDMG|aRCR
156	14131 53632	7	   	266.02	DCR|3VULN|2DMG|2TLV|1CDMG|1AART	17DMG|2AART|3LHND|47TLV|567VULN|7BPWR|8MLV|9CDMG|aRCR
157	14131 53232	8	   	265.92	DCR|3VULN|2DMG|2TLV|1CDMG|1AART	17DMG|2AART|3LHND|47TLV|567VULN|7BPWR|8ERES|9CDMG|aRCR
158	14223 23414	7	   	265.81	DCR|2VULN|3DUR|2DMG|1TLV|1AART	18DMG|2AART|359DUR|48FEWX|6RCR|78VULN|8BPWR|aTLV
