0	Index      	Bounty	 *	Score 	Summary	Detail	
1	22326 41522	1	 * 	290.12	DCR|3VULN|3DUR|2DMG|1CDMG|1AART	18aDUR|23aVULN|4CDMG|5LHND|6aDMG|7AART|9RCR|aBPWR
37	21363 23232	9	 * 	271.54	DCR|5VULN|3DUR	17aDUR|27FEWX|3RPLT|4567aVULN|7aBPWR|8aCGEN|9RCR
38	22324 43312	3	 * 	271.19	DCR|2VULN|2DMG|2DUR|2CDMG|1TLV	19DUR|2TLV|39DMG|4aCDMG|5BELT|6RCR|7LIT|89VULN|9BPWR
39	22624 43312	2	   	271.19	DCR|2VULN|2DMG|2DUR|2CDMG|1TLV	19DUR|2TLV|39DMG|4aCDMG|5BELT|6RCR|7LIT|89VULN|9BPWR
40	22435 16133	6	 * 	270.87	DCR|2VULN|3DUR|2DMG|2TLV|1ASPD	157DUR|29TLV|3RMIN|47VULN|67DMG|7BPWR|8ASPD|aRCR
41	33353 56133	7	   	270.70	DCR|3VULN|3DMG|1TLV|1DUR	1LEGI|2TLV|346DMG|569VULN|6BPWR|7RCR|8DUR|aFEWX
42	33353 56131	7	   	270.60	DCR|3VULN|3DMG|1TLV|1DUR	1LEGI|2TLV|346DMG|569VULN|6BPWR|7RCR|8DUR|aBBNT
43	33353 56132	7	   	270.60	DCR|3VULN|3DMG|1TLV|1DUR	1LEGI|2TLV|346DMG|569VULN|6BPWR|7RCR|8DUR|aDUST
44	22612 61226	6	   	270.21	DCR|3VULN|2DUR|2TLV|1CDMG|1ASPD|1AART	1aDUR|2aTLV|3AART|4ASPD|5CDMG|6RPLT|7RCR|89aVULN|aBPWR
45	26652 32211	2	   	269.74	DCR|2VULN|2DMG|2DUR|2ASPD|1CDMG	18DUR|28ASPD|39DMG|4TBNT|5CDMG|68VULN|7RCR|8BPWR|aLIT
46	22353 51232	9	   	269.73	DCR|3VULN|2DMG|2DUR|1TLV	16DUR|2TLV|34DMG|569VULN|6BPWR|7BEXP|8LWND|aRCR
47	22353 53232	9	   	269.73	DCR|3VULN|2DMG|2DUR|1TLV	16DUR|2TLV|34DMG|569VULN|6BPWR|7FEWX|8LWND|aRCR
48	22353 55132	9	   	269.73	DCR|3VULN|2DMG|2DUR|1TLV	16DUR|2TLV|34DMG|569VULN|6BPWR|7LWND|8FEWX|aRCR
49	22353 51132	7	   	269.63	DCR|3VULN|2DMG|2DUR|1TLV	16DUR|2TLV|34DMG|569VULN|6BPWR|7BEXP|8BBNT|aRCR
50	22353 51332	9	   	269.63	DCR|3VULN|2DMG|2DUR|1TLV	16DUR|2TLV|34DMG|569VULN|6BPWR|7BEXP|8LEGI|aRCR
51	22353 51532	9	   	269.63	DCR|3VULN|2DMG|2DUR|1TLV	16DUR|2TLV|34DMG|569VULN|6BPWR|7BEXP|8DUST|aRCR
52	22353 53132	6	   	269.63	DCR|3VULN|2DMG|2DUR|1TLV	16DUR|2TLV|34DMG|569VULN|6BPWR|7FEWX|8BBNT|aRCR
53	22353 53132	7	   	269.63	DCR|3VULN|2DMG|2DUR|1TLV	16DUR|2TLV|34DMG|569VULN|6BPWR|7FEWX|8BBNT|aRCR
54	22353 53332	9	   	269.63	DCR|3VULN|2DMG|2DUR|1TLV	16DUR|2TLV|34DMG|569VULN|6BPWR|7FEWX|8LEGI|aRCR
55	22353 53532	9	   	269.63	DCR|3VULN|2DMG|2DUR|1TLV	16DUR|2TLV|34DMG|569VULN|6BPWR|7FEWX|8DUST|aRCR
56	22353 55132	7	   	269.63	DCR|3VULN|2DMG|2DUR|1TLV	16DUR|2TLV|34DMG|569VULN|6BPWR|7LWND|8BBNT|aRCR
57	22353 56232	9	   	269.63	DCR|3VULN|2DMG|2DUR|1TLV	16DUR|2TLV|34DMG|569VULN|6BPWR|7DUST|8LWND|aRCR
58	22353 56132	7	   	269.53	DCR|3VULN|2DMG|2DUR|1TLV	16DUR|2TLV|34DMG|569VULN|6BPWR|7DUST|8BBNT|aRCR
59	22353 56332	9	   	269.53	DCR|3VULN|2DMG|2DUR|1TLV	16DUR|2TLV|34DMG|569VULN|6BPWR|7DUST|8LEGI|aRCR
60	23315 41522	2	 * 	269.53	DCR|2VULN|3DUR|2DMG|2CDMG|1AART	18aDUR|2aCDMG|3LHND|45VULN|6aDMG|7AART|9RCR|aBPWR
61	23624 41322	5	   	269.43	DCR|2VULN|3DUR|2DMG|2CDMG|1AART	15aDUR|2aCDMG|37DMG|4DUST|6AART|8aVULN|9RCR|aBPWR
62	22353 16116	7	   	269.38	DCR|2VULN|3DMG|2DUR|1TLV|1ASPD	18DUR|2TLV|346DMG|59VULN|7RCR|aASPD
63	22354 22216	7	   	269.38	DCR|2VULN|3DMG|2DUR|1TLV|1ASPD	17DUR|2TLV|345DMG|6RCR|89VULN|aASPD
64	23632 44213	4	   	269.30	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD|1AART	19DUR|2CDMG|39DMG|4ASPD|5BELT|6RCR|7LIT|89VULN|9BPWR|aAART
65	21363 23431	10	   	269.12	DCR|5VULN|2DUR|1ASPD	17DUR|27FEWX|3RPLT|4567aVULN|7BPWR|8ASPD|9RCR
66	21363 23436	9	   	269.12	DCR|5VULN|2DUR|1ASPD	17DUR|27FEWX|3RPLT|4567aVULN|7BPWR|8ASPD|9RCR
67	23643 42211	3	   	269.11	DCR|2VULN|3DMG|3DUR|1CDMG	18aDUR|2CDMG|389DMG|4BBNT|58VULN|6RMIN|7RCR|8BPWR
68	23222 46134	2	 * 	268.10	DCR|4VULN|2DUR|2CDMG|1AART	17DUR|27CDMG|3BELT|4LEGI|5789VULN|6AART|7BPWR|aRCR
69	22353 16112	7	   	268.04	DCR|2VULN|3DMG|2DUR|1TLV|1AART	18DUR|2TLV|346DMG|59VULN|7RCR|aAART
70	22354 22212	7	   	268.04	DCR|2VULN|3DMG|2DUR|1TLV|1AART	17DUR|2TLV|345DMG|6RCR|89VULN|aAART
71	22353 66322	8	   	267.99	DCR|2VULN|3DMG|2DUR|1TLV|1AART|1SELL	1aDUR|2TLV|34aDMG|5aVULN|6SELL|7RMIN|8AART|9RCR|aBPWR
72	22351 41531	1	   	267.88	DCR|5VULN|1TLV|1DUR	1DUR|23589VULN|4TLV|6RCVC|7LIT|aRCR
73	22351 26632	1	   	267.85	DCR|4VULN|3DUR|1TLV	178DUR|2359VULN|4TLV|6CGEN|aRCR
74	33353 53312	7	 * 	267.83	DCR|3VULN|3DMG|2TLV|1AART	1LEGI|28TLV|346DMG|56aVULN|6BPWR|7AART|9RCR
75	22435 16113	6	   	267.15	DCR|2VULN|3DUR|2DMG|1TLV|1ASPD	157DUR|2TLV|39RMIN|47VULN|67DMG|7BPWR|8ASPD|aRCR
76	23643 42212	3	   	266.88	DCR|2VULN|3DMG|2DUR|1CDMG|1ASPD	18DUR|2CDMG|389DMG|4BBNT|58VULN|6RMIN|7RCR|8BPWR|aASPD
77	23614 33431	10	 * 	266.86	DCR|3VULN|2DUR|1DMG|2CDMG|1ASPD	17DUR|27CDMG|3DMG|4MLV|57aVULN|6LEGI|7BPWR|8ASPD|9RCR
78	54115 12133	7	 * 	266.83	DCR|3VULN|3ASPD|2DUR|3LIT	1RCVC|267LIT|39LWND|479VULN|567ASPD|679BPWR|89DUR|aRCR
79	22353 16115	7	   	266.68	DCR|2VULN|3DMG|2DUR|1TLV	18DUR|2TLV|346DMG|59VULN|7RCR|aLIT
80	22354 22215	7	   	266.68	DCR|2VULN|3DMG|2DUR|1TLV	17DUR|2TLV|345DMG|6RCR|89VULN|aLIT
81	22353 16222	10	   	266.68	DCR|2VULN|3DMG|2DUR|1TLV	19DUR|2TLV|346DMG|5aVULN|7RCR|8LIT
82	22621 64132	4	   	266.55	DCR|3VULN|3DUR|2TLV|2AART	147DUR|27TLV|36AART|578VULN|7BPWR|9RCR|aBEXP
83	22621 64133	4	   	266.55	DCR|3VULN|3DUR|2TLV|2AART	147DUR|27TLV|36AART|578VULN|7BPWR|9RCR|aRCVC
84	23632 44212	4	   	265.95	DCR|2VULN|2DMG|2DUR|2CDMG|1ASPD	19DUR|2aCDMG|39DMG|4ASPD|5BELT|6RCR|7LIT|89VULN|9BPWR
85	21363 23434	9	   	265.83	DCR|4VULN|2DUR|1TLV|1ASPD	17DUR|27FEWX|3RPLT|4567VULN|7BPWR|8ASPD|9RCR|aTLV
86	21363 23435	10	   	265.83	DCR|4VULN|2DUR|1TLV|1ASPD	17DUR|27FEWX|3RPLT|4567VULN|7BPWR|8ASPD|9RCR|aTLV
87	22325 51522	3	   	265.59	DCR|2VULN|3DUR|2TLV|1DMG|1CDMG|1AART	18aDUR|2aTLV|3DMG|4CDMG|5RMIN|6aVULN|7AART|9RCR|aBPWR
88	22335 66322	8	   	265.57	DCR|2VULN|3DUR|2DMG|1TLV|1AART|1SELL	15aDUR|2TLV|3aDMG|4aVULN|6SELL|7RMIN|8AART|9RCR|aBPWR
89	22431 41522	5	   	265.57	DCR|2VULN|3DUR|2DMG|1TLV|1AART|1SELL	18aDUR|2TLV|3RMIN|4aVULN|5SELL|6aDMG|7AART|9RCR|aBPWR
90	22335 51212	6	   	265.27	DCR|3VULN|3DUR|1DMG|1TLV	156DUR|2TLV|3DMG|469VULN|6BPWR|7MLV|8BBNT|aRCR
91	22335 51253	6	   	265.27	DCR|3VULN|3DUR|1DMG|1TLV	156DUR|2TLV|3DMG|46aVULN|6BPWR|7MLV|8BBNT|9RCR
92	22335 53212	7	   	265.27	DCR|3VULN|3DUR|1DMG|1TLV	156DUR|2TLV|3DMG|469VULN|6BPWR|7CGEN|8BBNT|aRCR
93	22335 53253	7	   	265.27	DCR|3VULN|3DUR|1DMG|1TLV	156DUR|2TLV|3DMG|46aVULN|6BPWR|7CGEN|8BBNT|9RCR
94	22335 53312	6	   	265.27	DCR|3VULN|3DUR|1DMG|1TLV	156DUR|2TLV|3DMG|469VULN|6BPWR|7BBNT|8CGEN|aRCR
95	22335 53353	6	   	265.27	DCR|3VULN|3DUR|1DMG|1TLV	156DUR|2TLV|3DMG|46aVULN|6BPWR|7BBNT|8CGEN|9RCR
96	22324 43311	3	   	264.88	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	19DUR|2TLV|39DMG|4CDMG|5BELT|6RCR|7LIT|89VULN|9BPWR|aLHND
97	22324 43314	3	   	264.88	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	19DUR|2TLV|39DMG|4CDMG|5BELT|6RCR|7LIT|89VULN|9BPWR|aZMB
98	22324 43316	3	   	264.88	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	19DUR|2TLV|39DMG|4CDMG|5BELT|6RCR|7LIT|89VULN|9BPWR|aRMIN
99	22624 43311	2	   	264.88	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	19DUR|2TLV|39DMG|4CDMG|5BELT|6RCR|7LIT|89VULN|9BPWR|aLHND
100	22324 43315	3	   	264.78	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	19DUR|2TLV|39DMG|4CDMG|5BELT|6RCR|7LIT|89VULN|9BPWR|aBBNT
101	22353 52631	8	   	264.68	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	16DUR|2TLV|34DMG|56VULN|6BPWR|7CDMG|8LIT|9TBNT|aRCR
102	22651 52212	1	 * 	264.38	DCR|4VULN|2DUR|3CDMG	18DUR|268aVULN|368CDMG|4TBNT|5MBVNT|68BPWR|7RCR|9DUST
103	22335 51123	10	   	264.36	DCR|2VULN|3DUR|2DMG|1TLV	156DUR|2TLV|39DMG|46VULN|6BPWR|7RPLT|8LIT|aRCR
104	13414 53223	9	   	264.02	DCR|3VULN|3DUR|2ASPD|1CDMG	19LWND|2CDMG|346DUR|579VULN|89ASPD|9BPWR|aRCR
105	22351 62224	1	   	263.25	DCR|4VULN|1TLV|1DUR|1CDMG|1AART	1DUR|235aVULN|4TLV|6BBNT|7CDMG|8RCR|9AART
106	21361 43336	6	   	263.24	DCR|3VULN|2DMG|2DUR|1AART	19DUR|2FEWX|3RPLT|49aVULN|5AART|6RCR|7RCVC|89DMG|9BPWR
107	21361 43336	7	   	263.24	DCR|3VULN|2DMG|2DUR|1AART	19DUR|2FEWX|37RPLT|49aVULN|5AART|6RCR|89DMG|9BPWR
108	21361 46331	6	   	263.14	DCR|3VULN|2DMG|2DUR|1AART	19DUR|2FEWX|3RPLT|479VULN|5AART|6RCR|89DMG|9BPWR|aERES
109	21361 46332	6	   	263.14	DCR|3VULN|2DMG|2DUR|1AART	19DUR|2FEWX|3RPLT|479VULN|5AART|6RCR|89DMG|9BPWR|aMBVNT
110	12353 22462	10	   	262.76	DCR|3VULN|3DMG|1TLV	1LWND|2TLV|348DMG|59aVULN|6RCR|7LIT
111	33353 56213	8	   	262.76	DCR|3VULN|3DMG|1TLV	1LEGI|2TLV|346DMG|56aVULN|6BPWR|7RCR|8LIT|9FEWX
112	33353 56213	9	   	262.76	DCR|3VULN|3DMG|1TLV	1LEGI|2TLV|346DMG|56aVULN|6BPWR|7RCR|8LIT|9LWND
113	33353 56233	8	   	262.76	DCR|3VULN|3DMG|1TLV	1LEGI|2TLV|346DMG|56aVULN|6BPWR|7RCR|8LIT|9LHND
114	12353 16262	10	   	262.76	DCR|3VULN|3DMG|1TLV	1LWND|2TLV|346DMG|59aVULN|7RCR|8LIT
115	33353 56233	9	   	262.66	DCR|3VULN|3DMG|1TLV	1LEGI|2TLV|346DMG|56aVULN|6BPWR|7RCR|8LIT|9DUST
116	51323 26532	6	   	262.60	DCR|4VULN|3DUR|1ASPD	1RCVC|2ERES|3589VULN|457DUR|5BPWR|6ASPD|aRCR
117	23123 33432	9	 * 	262.49	DCR|3VULN|2ASPD|1DMG|2CDMG|1DUR	1DUR|2aCDMG|3CGEN|4DUST|56aVULN|7DMG|8aASPD|9RCR|aBPWR
118	12331 55631	10	   	262.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1LWND|2TLV|3DMG|48aVULN|5CDMG|6DUR|7ASPD|9RCR
119	22331 45631	10	   	262.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1DUR|2TLV|3DMG|48aVULN|5CDMG|6LWND|7ASPD|9RCR
120	22223 33431	10	   	262.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1DUR|2TLV|3CDMG|4DUST|56aVULN|7DMG|8ASPD|9RCR
121	23323 33431	10	   	262.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1DUR|2CDMG|3TLV|4DUST|56aVULN|7DMG|8ASPD|9RCR
122	13613 62113	3	   	262.00	DCR|4VULN|1TLV|1DUR|1CDMG	1LWND|2CDMG|347aVULN|5LIT|6RCR|8DUR|9TLV
123	13621 62113	4	   	262.00	DCR|4VULN|1TLV|1DUR|1CDMG	1LWND|2CDMG|357aVULN|4LIT|6RCR|8DUR|9TLV
124	23614 43313	4	   	261.86	DCR|2VULN|3DUR|2DMG|1CDMG	19aDUR|2CDMG|39DMG|4MLV|5BELT|6RCR|7LIT|89VULN|9BPWR
125	23614 43313	3	   	261.86	DCR|2VULN|3DUR|2DMG|1CDMG	19aDUR|2CDMG|39DMG|4CGEN|5BELT|6RCR|7LIT|89VULN|9BPWR
126	33353 56221	9	   	261.76	DCR|2VULN|3DMG|1TLV|1DUR|1AART	1LEGI|2TLV|346DMG|56VULN|6BPWR|7RCR|8LIT|9DUR|aAART
127	33353 56222	10	   	261.76	DCR|2VULN|3DMG|1TLV|1DUR|1AART	1LEGI|2TLV|346DMG|56VULN|6BPWR|7RCR|8LIT|9DUR|aAART
128	23654 33323	10	   	261.76	DCR|2VULN|3DUR|2DMG|1CDMG	178DUR|2CDMG|37DMG|4RMIN|57VULN|6MBVNT|7BPWR|9LIT|aRCR
129	11316 66212	2	   	261.64	DCR|4VULN|2DMG|1DUR	17LWND|2FEWX|3567VULN|47DMG|7BPWR|8MLV|9DUR|aRCR
130	31316 66212	2	   	261.54	DCR|4VULN|2DMG|1DUR	1LEGI|27FEWX|3567VULN|47DMG|7BPWR|8MLV|9DUR|aRCR
131	31316 66212	1	   	261.54	DCR|4VULN|2DMG|1DUR	1LEGI|27FEWX|3567VULN|47DMG|7BPWR|8MLV|9DUR|aRCR
132	26652 32212	2	   	261.44	DCR|2VULN|2DMG|2DUR|2ASPD|1CDMG	18DUR|28ASPD|39DMG|4TBNT|5CDMG|68VULN|7RCR|8BPWR|aFEWX
133	26652 32213	2	   	261.44	DCR|2VULN|2DMG|2DUR|2ASPD|1CDMG	18DUR|28ASPD|39DMG|4TBNT|5CDMG|68VULN|7RCR|8BPWR|aLWND
134	21316 64132	2	   	261.34	DCR|4VULN|2DMG|1DUR	1DUR|2FEWX|3568VULN|47DMG|9TBNT|aRCR
135	26336 16213	6	   	261.01	DCR|2VULN|3DUR|2DMG|2ASPD|1NUKE	179DUR|25ASPD|3NUKE|47VULN|67DMG|7BPWR|8MLV|aRCR
136	26335 16111	6	   	261.01	DCR|2VULN|3DUR|2DMG|2ASPD|1NUKE	157DUR|28ASPD|3NUKE|47VULN|67DMG|7BPWR|9RCR|aLWND
137	26335 16113	6	   	260.91	DCR|2VULN|3DUR|2DMG|2ASPD|1NUKE	157DUR|28ASPD|3NUKE|47VULN|67DMG|7BPWR|9RCR|aDUST
138	22322 34116	1	   	260.77	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1AART	1DUR|239VULN|4CDMG|5AART|6DMG|7RCR|8ZMB|aTLV
139	22612 34116	1	   	260.77	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1AART	1DUR|249VULN|3CDMG|5AART|6DMG|7RCR|8ZMB|aTLV
140	22352 62243	1	   	260.59	DCR|3VULN|2DUR|1TLV|2LIT|1CDMG	1aDUR|23aVULN|4TLV|5RCVC|6BBNT|7CDMG|8RCR|9aLIT|aBPWR
141	21361 41333	6	   	260.57	DCR|2VULN|3DUR|2DMG|1ASPD|1AART	189DUR|2FEWX|3RPLT|49VULN|5AART|6RCR|79DMG|9BPWR|aASPD
142	21363 23652	9	   	260.53	DCR|4VULN|2DUR|1CDMG	17DUR|27FEWX|3RPLT|4567VULN|7BPWR|8CDMG|9LIT|aRCR
