0	Index      	Bounty	 *	Score 	Summary	Detail	
1	26844 13713	10	 * 	278.80	DCR|3VULN|3DMG|2DUR|1AART	1AART|2MBVNT|389DMG|478VULN|5RCVC|68DUR|8BPWR|aRCR
26	22215 26523	8	   	263.32	DCR|3VULN|2DMG|1DUR|2LIT|1AART	1AART|28LIT|3MBVNT|48aVULN|58DMG|6RCR|7DLOT|8BPWR|9DUR
27	22215 26531	8	   	263.32	DCR|3VULN|2DMG|1TLV|2LIT|1AART	1AART|28LIT|3MBVNT|48aVULN|58DMG|6RCR|7DLOT|8BPWR|9TLV
28	22215 51811	9	   	263.32	DCR|3VULN|2DMG|1TLV|2LIT|1AART	1AART|27LIT|3MBVNT|47aVULN|57DMG|6DLOT|7BPWR|8TLV|9RCR
29	26335 21733	9	   	263.32	DCR|3VULN|2DMG|1DUR|2LIT|1AART	1AART|2MBVNT|379VULN|49LIT|59DMG|6RCR|8LEGI|9BPWR|aDUR
30	26844 13721	10	   	263.14	DCR|3VULN|2DMG|2DUR|1AART	1AART|2MBVNT|38DMG|478VULN|5RCVC|68DUR|8BPWR|9RCR|aBELT
31	26844 13721	9	   	263.14	DCR|3VULN|2DMG|2DUR|1AART	1AART|2MBVNT|38DMG|478VULN|5RCVC|68DUR|8BPWR|9RCR|aCGEN
32	26844 13723	9	   	263.14	DCR|3VULN|2DMG|2DUR|1AART	1AART|2MBVNT|38DMG|478VULN|5RCVC|68DUR|8BPWR|9RCR|aRMIN
33	26844 13724	10	   	263.14	DCR|3VULN|2DMG|2DUR|1AART	1AART|2MBVNT|38DMG|478VULN|5RCVC|68DUR|8BPWR|9RCR|aLHND
34	26323 21781	3	   	263.14	DCR|3VULN|2DMG|2DUR|1AART	1AART|2MBVNT|349VULN|49BPWR|59DUR|6DMSP|79DMG|8RCR|aCGEN
35	26323 21783	3	   	263.14	DCR|3VULN|2DMG|2DUR|1AART	1AART|2MBVNT|349VULN|49BPWR|59DUR|6DMSP|79DMG|8RCR|aRMIN
36	26323 41781	3	   	263.14	DCR|3VULN|2DMG|2DUR|1AART	1AART|2MBVNT|349VULN|49BPWR|59DUR|6RCVC|79DMG|8RCR|aCGEN
37	26323 41783	3	   	263.14	DCR|3VULN|2DMG|2DUR|1AART	1AART|2MBVNT|349VULN|49BPWR|59DUR|6RCVC|79DMG|8RCR|aRMIN
38	26844 13743	9	   	263.14	DCR|3VULN|2DMG|2DUR|1AART	1AART|2MBVNT|38DMG|478VULN|5RCVC|68DUR|8BPWR|9LHND|aRCR
39	26844 13743	8	   	263.14	DCR|3VULN|2DMG|2DUR|1AART	1AART|2MBVNT|38DMG|478VULN|5RCVC|68DUR|8BPWR|9FEWX|aRCR
40	26844 13722	9	   	263.04	DCR|3VULN|2DMG|2DUR|1AART	1AART|2MBVNT|38DMG|478VULN|5RCVC|68DUR|8BPWR|9RCR|aERES
41	26844 13723	10	   	263.04	DCR|3VULN|2DMG|2DUR|1AART	1AART|2MBVNT|38DMG|478VULN|5RCVC|68DUR|8BPWR|9RCR|aERES
42	26844 13724	9	   	263.04	DCR|3VULN|2DMG|2DUR|1NUKE|1AART	1AART|2MBVNT|38DMG|478VULN|5RCVC|68DUR|8BPWR|9RCR|aNUKE
43	26323 21782	3	   	263.04	DCR|3VULN|2DMG|2DUR|1AART	1AART|2MBVNT|349VULN|49BPWR|59DUR|6DMSP|79DMG|8RCR|aERES
44	26323 21784	3	   	263.04	DCR|3VULN|2DMG|2DUR|1NUKE|1AART	1AART|2MBVNT|349VULN|49BPWR|59DUR|6DMSP|79DMG|8RCR|aNUKE
45	26323 41782	3	   	263.04	DCR|3VULN|2DMG|2DUR|1AART	1AART|2MBVNT|349VULN|49BPWR|59DUR|6RCVC|79DMG|8RCR|aERES
46	26323 41784	3	   	263.04	DCR|3VULN|2DMG|2DUR|1NUKE|1AART	1AART|2MBVNT|349VULN|49BPWR|59DUR|6RCVC|79DMG|8RCR|aNUKE
47	22288 21434	10	 * 	262.99	DCR|4VULN|2DUR|2LIT|1AART	1AART|29LIT|3MBVNT|4RMIN|59DUR|6RCR|789aVULN|9BPWR
48	26352 12183	8	   	262.94	DCR|3VULN|2DMG|2DUR|1AART	1AART|2MBVNT|379VULN|45DUST|69DUR|89DMG|9BPWR|aRCR
49	26353 33383	6	   	262.94	DCR|3VULN|2DMG|2DUR|1AART	1AART|2MBVNT|379VULN|48DUST|59DMG|69DUR|9BPWR|aRCR
50	22228 21434	10	   	262.89	DCR|4VULN|2DUR|2LIT|1AART	1AART|29LIT|3MBVNT|4ERES|59DUR|6RCR|789aVULN|9BPWR
51	15334 24133	5	   	262.67	DCR|3VULN|3DUR|1DMG|1CDMG	1CGEN|235DUR|4DMG|689VULN|7RCR|aCDMG
52	15334 24133	6	   	262.67	DCR|3VULN|3DUR|1DMG|1CDMG	1CGEN|235DUR|4DMG|689VULN|7RCR|aCDMG
53	26335 21382	8	   	261.83	DCR|3VULN|2DMG|2ASPD|1AART	1AART|2MBVNT|379VULN|4LIT|59DMG|6RCR|89ASPD|9BPWR|aRPLT
54	26335 21383	8	   	261.83	DCR|3VULN|2DMG|2ASPD|1AART	1AART|2MBVNT|379VULN|4LIT|59DMG|6RCR|89ASPD|9BPWR|aLHND
55	26335 21381	8	   	261.73	DCR|3VULN|2DMG|2ASPD|1AART	1AART|2MBVNT|379VULN|4LIT|59DMG|6RCR|89ASPD|9BPWR|aERES
56	22215 21731	9	   	260.72	DCR|3VULN|2DMG|2LIT|1CDMG|1AART	1AART|29LIT|3MBVNT|479VULN|59DMG|6RCR|8LEGI|9BPWR|aCDMG
57	22215 21732	10	   	260.72	DCR|3VULN|2DMG|2LIT|1CDMG|1AART	1AART|29LIT|3MBVNT|479VULN|59DMG|6RCR|8LEGI|9BPWR|aCDMG
58	26335 21731	9	   	260.72	DCR|3VULN|2DMG|2LIT|1CDMG|1AART	1AART|2MBVNT|379VULN|49LIT|59DMG|6RCR|8LEGI|9BPWR|aCDMG
59	26335 21732	10	   	260.72	DCR|3VULN|2DMG|2LIT|1CDMG|1AART	1AART|2MBVNT|379VULN|49LIT|59DMG|6RCR|8LEGI|9BPWR|aCDMG
60	26326 12381	3	   	260.63	DCR|3VULN|2ASPD|1DUR|2LIT|1CDMG|1AART	1AART|2MBVNT|349VULN|49BPWR|59ASPD|6DUR|7CDMG|89LIT|aRCR
61	22215 21222	9	   	260.41	DCR|3VULN|2DUR|1DMG|2LIT|1AART	1AART|2aLIT|3MBVNT|47aVULN|5DMG|6RCR|8ZMB|9aDUR|aBPWR
62	22215 21226	10	   	260.41	DCR|3VULN|2DUR|1DMG|2LIT|1AART	1AART|2aLIT|3MBVNT|47aVULN|5DMG|6RCR|8ZMB|9aDUR|aBPWR
63	22288 21436	10	   	260.41	DCR|3VULN|2DUR|1DMG|2LIT|1AART	1AART|29LIT|3MBVNT|4RMIN|59DUR|6RCR|789VULN|9BPWR|aDMG
64	26335 21222	9	   	260.41	DCR|3VULN|2DUR|1DMG|2LIT|1AART	1AART|2MBVNT|37aVULN|4aLIT|5DMG|6RCR|8ZMB|9aDUR|aBPWR
65	26335 21226	10	   	260.41	DCR|3VULN|2DUR|1DMG|2LIT|1AART	1AART|2MBVNT|37aVULN|4aLIT|5DMG|6RCR|8ZMB|9aDUR|aBPWR
66	22228 21436	10	   	260.31	DCR|3VULN|2DUR|1DMG|2LIT|1AART	1AART|29LIT|3MBVNT|4ERES|59DUR|6RCR|789VULN|9BPWR|aDMG
67	22214 13167	4	 * 	259.89	DCR|4VULN|2TLV|2AART|2LIT	16AART|28LIT|3MBVNT|4789VULN|58TLV|8BPWR|aRCR
68	26314 13167	3	   	259.89	DCR|4VULN|2TLV|2AART|2LIT	16AART|2MBVNT|3789VULN|48LIT|58TLV|8BPWR|aRCR
69	26324 31127	3	   	259.89	DCR|4VULN|2TLV|2AART|2LIT	19AART|2MBVNT|3468VULN|48BPWR|58LIT|78TLV|aRCR
70	26334 13167	4	   	259.89	DCR|4VULN|2TLV|2AART|2LIT	16AART|2MBVNT|3789VULN|48LIT|58TLV|8BPWR|aRCR
71	24214 32412	10	 * 	259.21	DCR|3VULN|2DUR|2TLV|1CDMG|1AART	1AART|2RMIN|38TLV|48DUR|5LHND|6CDMG|789VULN|8BPWR|aRCR
72	24162 21521	9	 * 	258.78	DCR|3VULN|3DUR|3LIT|1AART	1AART|2RMIN|37aVULN|47aDUR|5DLOT|67aLIT|7aBPWR|8RCR|9RPLT
73	24162 21531	8	   	258.78	DCR|3VULN|3DUR|3LIT|1AART	1AART|2RMIN|37aVULN|47aDUR|5DLOT|67aLIT|7aBPWR|8RCR|9RPLT
74	24163 11423	9	   	258.78	DCR|3VULN|3DUR|1DMG|1AART	1AART|2RMIN|359VULN|456DUR|5BPWR|7ZMB|8RCR|aDMG
75	22122 44135	7	   	258.68	DCR|3VULN|3DUR|3LIT|1AART	1AART|239LIT|469DUR|5RCVC|789VULN|9BPWR|aRCR
76	22228 21333	9	   	258.58	DCR|3VULN|3DUR|3LIT|1AART	1AART|29aLIT|3MBVNT|4aERES|589DUR|6RCR|79aVULN|9aBPWR
77	15333 25242	8	   	258.58	DCR|2VULN|3DMG|2DUR|1TLV	17CGEN|23DUR|478DMG|5RPLT|67VULN|7BPWR|9RCR|aTLV
78	15333 25252	9	   	258.58	DCR|2VULN|3DMG|2DUR|1TLV	17CGEN|23DUR|478DMG|5RPLT|67VULN|7BPWR|9RCR|aTLV
79	26335 22326	9	   	258.19	DCR|2VULN|2DMG|2DUR|1CDMG|1AART	1AART|2MBVNT|3aVULN|4LIT|5aDMG|6RCR|7CDMG|8LWND|9aDUR|aBPWR
80	22215 26511	8	   	258.07	DCR|3VULN|2DMG|2LIT|1ASPD|1AART	1AART|28LIT|3MBVNT|48aVULN|58DMG|6RCR|7DLOT|8BPWR|9ASPD
81	22215 21385	8	   	257.72	DCR|2VULN|2DMG|2ASPD|1TLV|2LIT|1AART	1AART|29LIT|3MBVNT|47VULN|59DMG|6RCR|89ASPD|9BPWR|aTLV
82	23161 11422	1	   	257.37	DCR|2VULN|3DMG|2TLV|1DUR|1AART	1AART|23aDMG|3aBPWR|4CGEN|5aTLV|6RCR|7FEWX|8DUR|9aVULN
83	23141 11422	1	   	257.27	DCR|2VULN|3DMG|2TLV|1DUR|1AART	1AART|23aDMG|3aBPWR|4ERES|5aTLV|6RCR|7FEWX|8DUR|9aVULN
84	26324 81117	3	 * 	257.13	DCR|4VULN|3LIT|2TLV|1AART	1AART|2MBVNT|348aVULN|48BPWR|568LIT|78TLV|9RCR
85	26324 81126	3	   	257.13	DCR|4VULN|3LIT|2TLV|1AART	1AART|2MBVNT|3489VULN|48BPWR|568LIT|78TLV|aRCR
86	22215 21336	8	   	256.47	DCR|4VULN|1DMG|1ASPD|1AART	1AART|2LIT|3MBVNT|479aVULN|5DMG|6RCR|8ASPD
87	26335 21336	8	   	256.47	DCR|4VULN|1DMG|1ASPD|1AART	1AART|2MBVNT|379aVULN|4LIT|5DMG|6RCR|8ASPD
88	23662 13623	1	   	256.46	DCR|3VULN|2DUR|1DMG|1ASPD|1AART	1AART|2DMG|36DUR|4ASPD|5CGEN|79aVULN|8RCR
89	25611 11623	7	   	256.46	DCR|3VULN|2DUR|1DMG|1ASPD|1AART	1AART|2CGEN|3ASPD|46DUR|5DMG|79aVULN|8RCR
90	25611 13623	6	   	256.46	DCR|3VULN|2DUR|1DMG|1ASPD|1AART	1AART|2CGEN|3ASPD|46DUR|5DMG|79aVULN|8RCR
91	25611 13623	5	   	256.46	DCR|3VULN|2DUR|1DMG|1ASPD|1AART	1AART|2CGEN|3ASPD|46DUR|5DMG|79aVULN|8RCR
92	26843 12452	9	   	256.36	DCR|3VULN|2DUR|1DMG|1ASPD|1AART	1AART|2MBVNT|3DMG|478VULN|5ASPD|69DUR|aRCR
93	31611 13511	10	   	256.31	DCR|4VULN|1DMG|2LIT|1CDMG	17BEXP|2RCVC|3CDMG|47LIT|5678VULN|7BPWR|9RCR|aDMG
94	24135 31412	3	 * 	256.21	DCR|2VULN|2DUR|2ASPD|1DMG|1TLV|1AART	1AART|2RMIN|3aVULN|4CGEN|5aASPD|6TLV|7DMG|8aDUR|9RCR|aBPWR
95	15333 25243	8	   	255.98	DCR|2VULN|3DMG|2DUR|1CDMG	17CGEN|23DUR|478DMG|5RPLT|67VULN|7BPWR|9RCR|aCDMG
96	15333 25253	9	   	255.98	DCR|2VULN|3DMG|2DUR|1CDMG	17CGEN|23DUR|478DMG|5RPLT|67VULN|7BPWR|9RCR|aCDMG
97	23461 13223	1	 * 	255.80	DCR|3VULN|2ASPD|2TLV|1DMG|1AART	1AART|2DMG|34ASPD|58TLV|6RCR|79aVULN
98	31611 13514	9	 * 	255.79	DCR|5VULN|2LIT|1CDMG	17BEXP|2RCVC|3CDMG|47LIT|5678aVULN|7BPWR|9RCR
99	22335 23126	2	   	255.04	DCR|3VULN|2DMG|2AART|2LIT	19AART|28LIT|3MLV|478VULN|5RMIN|68DMG|8BPWR|aRCR
100	22335 33126	2	   	255.04	DCR|3VULN|2DMG|2AART|2LIT	19AART|28LIT|3MLV|468VULN|5RMIN|78DMG|8BPWR|aRCR
101	22435 23126	3	   	255.04	DCR|3VULN|2DMG|2AART|2LIT	19AART|28LIT|3CGEN|478VULN|5RMIN|68DMG|8BPWR|aRCR
102	22435 33126	3	   	255.04	DCR|3VULN|2DMG|2AART|2LIT	19AART|28LIT|3CGEN|468VULN|5RMIN|78DMG|8BPWR|aRCR
103	26362 61132	6	   	254.94	DCR|3VULN|2DMG|2AART|2LIT	15AART|2MBVNT|389VULN|4BELT|68DMG|78LIT|8BPWR|aRCR
104	61135 25341	1	   	254.85	DCR|3VULN|2DMG|1TLV|1DUR	1DUST|2TBNT|35aVULN|45DMG|5BPWR|6TLV|7DUR|8MBVNT|9RCR
105	22215 26543	10	   	254.84	DCR|3VULN|2DMG|2AART|2LIT	1aAART|28LIT|3MBVNT|489VULN|58DMG|6RCR|7DLOT|8BPWR
106	26372 42183	8	   	254.75	DCR|4VULN|2DMG|1AART	1AART|2MBVNT|3679VULN|4BEXP|59DUST|89DMG|9BPWR|aRCR
107	32263 35213	10	   	254.55	DCR|3VULN|3DMG|1DUR	17BEXP|2ERES|3RPLT|467VULN|578DMG|7BPWR|9DUR|aRCR
108	32263 35242	8	   	254.55	DCR|3VULN|3DMG|1TLV	17BEXP|2ERES|3RPLT|467VULN|578DMG|7BPWR|9RCR|aTLV
109	32263 35252	9	   	254.55	DCR|3VULN|3DMG|1TLV	17BEXP|2ERES|3RPLT|467VULN|578DMG|7BPWR|9RCR|aTLV
110	55322 43213	3	 * 	254.52	DCR|4VULN|3ASPD|1DUR	1LWND|256ASPD|3DUR|479aVULN|8RCR
111	26351 12483	8	 * 	254.38	DCR|3VULN|2DUR|2ASPD|2AART	15AART|2MBVNT|379VULN|4DUST|69DUR|89ASPD|9BPWR|aRCR
112	22288 21431	9	   	254.00	DCR|3VULN|2DUR|2LIT|1CDMG|1AART	1AART|29LIT|3MBVNT|4RMIN|59DUR|6RCR|789VULN|9BPWR|aCDMG
113	22288 21432	10	   	254.00	DCR|3VULN|2DUR|2LIT|1CDMG|1AART	1AART|29LIT|3MBVNT|4RMIN|59DUR|6RCR|789VULN|9BPWR|aCDMG
114	22552 12621	3	   	254.00	DCR|3VULN|2DUR|2LIT|1CDMG|1AART	1AART|2aLIT|3CDMG|4aDUR|5DUST|6BEXP|78aVULN|9RCR|aBPWR
115	22228 21431	9	   	253.90	DCR|3VULN|2DUR|2LIT|1CDMG|1AART	1AART|29LIT|3MBVNT|4ERES|59DUR|6RCR|789VULN|9BPWR|aCDMG
116	22288 21336	10	   	253.58	DCR|3VULN|3DUR|2LIT|1AART	1AART|29LIT|3MBVNT|4RMIN|589DUR|6RCR|79aVULN|9BPWR
117	22288 21433	9	   	253.58	DCR|3VULN|3DUR|2LIT|1AART	1AART|29LIT|3MBVNT|4RMIN|59aDUR|6RCR|789VULN|9BPWR
118	26378 12123	8	   	253.51	DCR|4VULN|1DMG|1DUR|1AART	1AART|2MBVNT|3579VULN|45BEXP|5BPWR|6DUR|8DMG|aRCR
119	22228 21334	9	   	253.48	DCR|3VULN|3DUR|2LIT|1AART	1AART|29LIT|3MBVNT|4ERES|589DUR|6RCR|79aVULN|9BPWR
120	22228 21336	10	   	253.48	DCR|3VULN|3DUR|2LIT|1AART	1AART|29LIT|3MBVNT|4ERES|589DUR|6RCR|79aVULN|9BPWR
121	22228 21433	9	   	253.48	DCR|3VULN|3DUR|2LIT|1AART	1AART|29LIT|3MBVNT|4ERES|59aDUR|6RCR|789VULN|9BPWR
122	26845 31214	4	   	253.46	DCR|2VULN|3DMG|1TLV|1DUR|1AART	1AART|2MBVNT|357DMG|45VULN|5BPWR|6TLV|8DUR|9ZMB|aRCR
123	26364 11132	5	   	253.37	DCR|4VULN|2ASPD|2LIT|1AART	1AART|2MBVNT|3689VULN|4BELT|58ASPD|78LIT|8BPWR|aRCR
124	26368 11132	4	   	253.37	DCR|4VULN|2ASPD|2LIT|1AART	1AART|2MBVNT|3689VULN|4BELT|58ASPD|78LIT|8BPWR|aRCR
125	26325 21132	3	   	253.37	DCR|4VULN|2ASPD|2LIT|1AART	1AART|2MBVNT|3489VULN|48BPWR|5BELT|68ASPD|78LIT|aRCR
126	26363 21132	5	   	253.37	DCR|4VULN|2ASPD|2LIT|1AART	1AART|2MBVNT|3589VULN|4BELT|68ASPD|78LIT|8BPWR|aRCR
127	23141 13423	1	   	253.36	DCR|2VULN|3DMG|1TLV|1DUR|1AART	1AART|23aDMG|3BPWR|4ERES|5TLV|6RCR|79VULN|8DUR
128	26351 14823	6	   	253.13	DCR|3VULN|2DUR|1DMG|2AART	15AART|2MBVNT|379VULN|47DUST|67DUR|7BPWR|8DMG|aRCR
129	23325 13323	3	   	253.09	DCR|5VULN|1TLV|1AART	1AART|24LHND|3479aVULN|4BPWR|5TLV|6RCVC|8RCR
130	55312 23632	10	   	252.85	DCR|3VULN|2DUR|1TLV|1ASPD|1AART	148LWND|2ASPD|38DUR|568VULN|7AART|8BPWR|9RCR|aTLV
131	15433 31241	1	   	252.83	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1CGEN|257VULN|3DMG|4CDMG|6DUR|8AART|9RCR|aLIT
132	22215 22481	7	   	252.73	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1AART|2LIT|3MBVNT|49aVULN|5DMG|6RCR|7CDMG|8DUR
133	22215 35481	5	   	252.73	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1AART|2LIT|3MBVNT|49aVULN|5DMG|6CDMG|7RCR|8DUR
134	26335 22481	7	   	252.73	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1AART|2MBVNT|39aVULN|4LIT|5DMG|6RCR|7CDMG|8DUR
135	22215 26533	8	   	252.66	DCR|2VULN|2DMG|1TLV|1DUR|2LIT|1AART	1AART|28LIT|3MBVNT|48VULN|58DMG|6RCR|7DLOT|8BPWR|9TLV|aDUR
136	22215 51813	9	   	252.66	DCR|2VULN|2DMG|1TLV|1DUR|2LIT|1AART	1AART|27LIT|3MBVNT|47VULN|57DMG|6DLOT|7BPWR|8TLV|9RCR|aDUR
137	16336 62112	8	   	252.59	DCR|2VULN|2DMG|2DUR|1TLV|1AART	1aCGEN|2LHND|3aDUR|47VULN|5TLV|6AART|8aDMG|9RCR|aBPWR
138	31611 13515	10	   	252.50	DCR|4VULN|1DUR|2LIT|1CDMG	17BEXP|2RCVC|3CDMG|47LIT|5678VULN|7BPWR|9RCR|aDUR
139	12336 62112	8	   	252.49	DCR|2VULN|2DMG|2DUR|1TLV|1AART	1aCGEN|2LEGI|3aDUR|47VULN|5TLV|6AART|8aDMG|9RCR|aBPWR
140	24163 11422	10	   	252.37	DCR|3VULN|3DUR|1CDMG|1AART	1AART|2RMIN|359VULN|456DUR|5BPWR|7ZMB|8RCR|aCDMG
141	24163 12241	8	   	252.37	DCR|3VULN|3DUR|1CDMG|1AART	1AART|2RMIN|357VULN|456DUR|5BPWR|8CDMG|9RCR|aLWND
142	24141 21521	10	 * 	252.27	DCR|3VULN|2DMG|2CDMG|1AART	1AART|2RMIN|37aVULN|4MBVNT|5BELT|6aCDMG|8aDMG|9RCR|aBPWR
143	26363 21521	10	   	252.27	DCR|3VULN|2DMG|2CDMG|1AART	1AART|2MBVNT|35aVULN|4BELT|6aCDMG|7RMIN|8aDMG|9RCR|aBPWR
144	24163 12242	8	   	252.27	DCR|3VULN|3DUR|1CDMG|1AART	1AART|2RMIN|357VULN|456DUR|5BPWR|8CDMG|9RCR|aTBNT
145	22288 21222	8	   	252.16	DCR|2VULN|3DMG|1DUR|2LIT|1AART	1AART|2aLIT|3MBVNT|4RMIN|5DUR|6RCR|7aVULN|89aDMG|aBPWR
146	26324 31151	3	   	252.12	DCR|4VULN|2TLV|2LIT|1AART	1AART|2MBVNT|3468VULN|48BPWR|58LIT|78TLV|9RPLT|aRCR
147	26344 31167	3	   	252.12	DCR|4VULN|2TLV|2LIT|1AART	1AART|2MBVNT|3689VULN|4DMSP|58LIT|78TLV|8BPWR|aRCR
148	22217 31167	4	   	252.12	DCR|4VULN|2TLV|2LIT|1AART	1AART|28LIT|3MBVNT|4689VULN|5RCVC|78TLV|8BPWR|aRCR
149	23141 13223	1	 * 	252.07	DCR|3VULN|2DMG|2TLV|1AART	1AART|23DMG|3BPWR|4ERES|58TLV|6RCR|79aVULN
150	22215 26514	10	   	252.06	DCR|2VULN|3DMG|1DUR|2LIT|1AART	1AART|28LIT|3MBVNT|48VULN|58aDMG|6RCR|7DLOT|8BPWR|9DUR
151	22215 51814	10	   	252.06	DCR|2VULN|3DMG|1TLV|2LIT|1AART	1AART|27LIT|3MBVNT|47VULN|57aDMG|6DLOT|7BPWR|8TLV|9RCR
152	21111 11615	10	   	251.99	DCR|2VULN|3DMG|2DUR|1AART	1AART|2RCVC|38BEXP|46DUR|589DMG|78VULN|8BPWR|aRCR
153	21411 11615	10	   	251.99	DCR|2VULN|3DMG|2DUR|1AART	1AART|2RCVC|38LHND|46DUR|589DMG|78VULN|8BPWR|aRCR
154	23511 11615	10	   	251.99	DCR|2VULN|3DMG|2DUR|1AART	1AART|28LHND|3DMSP|46DUR|589DMG|78VULN|8BPWR|aRCR
155	31111 11615	10	   	251.99	DCR|2VULN|3DMG|2DUR|1AART	18BEXP|2RCVC|36DUR|4AART|589DMG|78VULN|8BPWR|aRCR
156	26843 12432	9	   	251.98	DCR|3VULN|2ASPD|1DMG|1DUR|1AART	1AART|2MBVNT|3DMG|478VULN|59ASPD|6DUR|aRCR
157	32263 35243	8	   	251.95	DCR|3VULN|3DMG|1CDMG	17BEXP|2ERES|3RPLT|467VULN|578DMG|7BPWR|9RCR|aCDMG
158	32263 35253	9	   	251.95	DCR|3VULN|3DMG|1CDMG	17BEXP|2ERES|3RPLT|467VULN|578DMG|7BPWR|9RCR|aCDMG
159	23166 14222	1	   	251.89	DCR|2VULN|3DMG|2DUR|1AART	1AART|23aDMG|3aBPWR|45CGEN|6aVULN|7TBNT|8aDUR|9RCR
160	26844 11713	10	   	251.89	DCR|2VULN|3DMG|2DUR|1AART	1AART|2MBVNT|389DMG|48VULN|5RCVC|68DUR|7DMSP|8BPWR|aRCR
