0	Index      	Bounty	 *	Score 	Summary	Detail	
1	22226 32551	8	 * 	292.56	DCR|3VULN|3DMG|3TLV|2DUR|1NUKE	17aTLV|2aDUR|367DMG|47aVULN|5RCVC|7aBPWR|8NUKE|9RCR
27	23252 64122	8	   	277.43	DCR|2VULN|3DMG|2TLV|2DUR|1AART	19TLV|249DMG|3ERES|56VULN|7AART|89DUR|9BPWR|aRCR
28	63333 15622	6	 * 	277.37	DCR|2VULN|2DMG|2DUR|1TLV|3ASPD|1AART	19VULN|257ASPD|3TLV|49DMG|69DUR|8AART|9BPWR|aRCR
29	23122 12552	10	   	276.90	DCR|3VULN|2DMG|2TLV|2DUR	1aTLV|2aDMG|346VULN|5RCVC|7RCR|8CGEN|9aDUR|aBPWR
30	23125 23316	10	   	276.90	DCR|3VULN|2DMG|2TLV|2DUR	1aTLV|2aDMG|348VULN|5LHND|6RMIN|7RCR|9aDUR|aBPWR
31	64622 12222	7	   	276.80	DCR|4VULN|3DUR|2DMG	1346VULN|239DUR|3BPWR|5RCVC|7RCR|8aDMG
32	23154 42418	7	   	276.68	DCR|4VULN|2DMG|2TLV|1AART	17TLV|27DMG|3567VULN|4MBVNT|7BPWR|8RCVC|9RCR|aAART
33	23152 81361	5	   	276.66	DCR|3VULN|2DMG|2TLV|2DUR|1SELL	1aTLV|26DMG|36aVULN|4MBVNT|5RPLT|6aBPWR|7SELL|8aDUR|9RCR
34	22222 24321	7	   	276.00	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	1TLV|2DUR|3aDMG|469VULN|5LIT|7RCR|8CDMG
35	63323 12552	10	 * 	275.80	DCR|4VULN|2DUR|1TLV|3ASPD	146aVULN|25aASPD|3TLV|7RCR|8CGEN|9aDUR|aBPWR
36	63123 12652	10	   	275.80	DCR|4VULN|2DUR|1TLV|3ASPD	146aVULN|25aASPD|3CGEN|7RCR|8TLV|9aDUR|aBPWR
37	64623 11111	7	   	275.36	DCR|4VULN|3DUR|1DMG|2ASPD	1347VULN|236DUR|37BPWR|57ASPD|8DUST|9RCR|aDMG
38	23154 42215	9	   	275.33	DCR|4VULN|2DMG|2TLV	17TLV|27DMG|3567VULN|4MBVNT|7BPWR|8BEXP|9LIT|aRCR
39	23154 42515	9	   	275.33	DCR|4VULN|2DMG|2TLV	17TLV|27DMG|3567VULN|4MBVNT|7BPWR|8LHND|9LIT|aRCR
40	23154 42715	9	   	275.33	DCR|4VULN|2DMG|2TLV	17TLV|27DMG|3567VULN|4MBVNT|7BPWR|8LWND|9LIT|aRCR
41	23154 42315	9	   	275.23	DCR|4VULN|2DMG|2TLV	17TLV|27DMG|3567VULN|4MBVNT|7BPWR|8DUST|9LIT|aRCR
42	63325 23361	10	   	275.19	DCR|4VULN|2DMG|1TLV|2ASPD	148aVULN|2aASPD|3TLV|5LHND|6RMIN|7RCR|9aDMG|aBPWR
43	23154 45214	7	   	274.99	DCR|4VULN|2DMG|1TLV|1DUR	1TLV|28DMG|3567VULN|4MBVNT|9RCR|aDUR
44	61623 61223	5	   	274.30	DCR|4VULN|3DMG|2ASPD|1AART	1347VULN|2LHND|57ASPD|678DMG|7BPWR|9AART|aRCR
45	61633 11123	6	   	274.30	DCR|4VULN|3DMG|2ASPD|1AART	1378VULN|2LHND|467DMG|57ASPD|7BPWR|9AART|aRCR
46	61633 21123	5	   	274.30	DCR|4VULN|3DMG|2ASPD|1AART	1378VULN|2LHND|467DMG|57ASPD|7BPWR|9AART|aRCR
47	61633 41223	6	   	274.30	DCR|4VULN|3DMG|2ASPD|1AART	1367VULN|2LHND|478DMG|57ASPD|7BPWR|9AART|aRCR
48	63323 12265	7	   	273.65	DCR|4VULN|1TLV|1DMG|2ASPD|1DUR	1469VULN|25ASPD|3TLV|7RCR|8DMG|aDUR
49	63633 61112	5	   	273.51	DCR|2VULN|3DUR|2DMG|1TLV|2ASPD	17VULN|25ASPD|347DUR|67DMG|7BPWR|8TLV|9RCR|aLHND
50	63633 61113	5	   	273.51	DCR|2VULN|3DUR|2DMG|1TLV|2ASPD	17VULN|25ASPD|347DUR|67DMG|7BPWR|8TLV|9RCR|aFEWX
51	22222 24324	7	   	272.99	DCR|3VULN|2DUR|1TLV|1DMG|1CDMG	1TLV|2aDUR|3DMG|469VULN|5LIT|7RCR|8CDMG
52	22251 32143	10	   	272.87	DCR|3VULN|2TLV|2DUR|1DMG|1CDMG	19TLV|29DUR|3DMG|4MBVNT|5BELT|6CDMG|7RCR|89aVULN|9BPWR
53	64623 13111	7	   	272.67	DCR|3VULN|3DUR|1TLV|1DMG	134VULN|236DUR|3BPWR|5ASPD|7ZMB|8TLV|9RCR|aDMG
54	22222 24315	9	   	272.57	DCR|3VULN|3DUR|1TLV|1DMG	1TLV|28aDUR|3DMG|469VULN|5LIT|7RCR
55	22222 24334	8	   	272.57	DCR|3VULN|3DUR|1TLV|1DMG	1TLV|289DUR|3DMG|46aVULN|5LIT|7RCR
56	22222 24362	10	   	272.57	DCR|3VULN|3DUR|1TLV|1DMG	1TLV|289DUR|3DMG|46aVULN|5LIT|7RCR
57	22222 24364	9	   	272.57	DCR|3VULN|3DUR|1TLV|1DMG	1TLV|289DUR|3DMG|46aVULN|5LIT|7RCR
58	22222 24365	8	   	272.57	DCR|3VULN|3DUR|1TLV|1DMG	1TLV|28aDUR|3DMG|469VULN|5LIT|7RCR
59	23121 11666	6	   	272.49	DCR|4VULN|2DMG|1TLV|1CDMG	1TLV|2aDMG|3479VULN|5CDMG|6LHND|8RCR
60	23121 51626	5	   	272.49	DCR|4VULN|2DMG|1TLV|1CDMG	1TLV|29DMG|347aVULN|5CDMG|6LWND|8RCR
61	23121 61626	5	   	272.49	DCR|4VULN|2DMG|1TLV|1CDMG	1TLV|29DMG|347aVULN|5CDMG|6BEXP|8RCR
62	23154 45213	7	   	272.39	DCR|4VULN|2DMG|1TLV|1CDMG	1TLV|28DMG|3567VULN|4MBVNT|9RCR|aCDMG
63	64633 31321	5	   	271.85	DCR|3VULN|3DUR|2DMG|2ASPD|1SELL	13aVULN|238DUR|3aBPWR|4aDMG|5aASPD|6RPLT|7SELL|9RCR
64	65212 24211	7	 * 	271.44	DCR|5VULN|2DMG|3LIT	1689aVULN|289ZMB|3aDMG|4aLWND|589LIT|7RCR|89aBPWR
65	23132 41163	6	   	271.38	DCR|3VULN|3DMG|2TLV|1AART	18TLV|248DMG|389VULN|5RCVC|6BELT|7AART|8BPWR|aRCR
66	23132 44623	9	   	271.38	DCR|3VULN|3DMG|2TLV|1AART	19TLV|249DMG|379VULN|5RCVC|6BELT|8AART|9BPWR|aRCR
67	23132 45163	7	   	271.38	DCR|3VULN|3DMG|2TLV|1AART	18TLV|248DMG|389VULN|5RCVC|6BELT|7AART|8BPWR|aRCR
68	26133 61143	2	   	271.38	DCR|3VULN|3DMG|2TLV|1AART	18TLV|2AART|3BELT|478DMG|568VULN|8BPWR|9DMSP|aRCR
69	23121 11632	6	   	271.15	DCR|4VULN|1TLV|1DMG|1DUR|1CDMG	1TLV|2DMG|347aVULN|5CDMG|6LHND|8RCR|9DUR
70	23121 51632	5	   	271.15	DCR|4VULN|1TLV|1DMG|1DUR|1CDMG	1TLV|2DMG|347aVULN|5CDMG|6LWND|8RCR|9DUR
71	23121 61632	5	   	271.15	DCR|4VULN|1TLV|1DMG|1DUR|1CDMG	1TLV|2DMG|347aVULN|5CDMG|6BEXP|8RCR|9DUR
72	26263 61211	3	   	270.77	DCR|3VULN|2TLV|2DUR|1CDMG|1AART	1aTLV|2AART|38aVULN|4MBVNT|5CDMG|6RCR|7LIT|9aDUR|aBPWR
73	22226 42613	10	   	270.63	DCR|3VULN|2DMG|2TLV|1DUR	17TLV|2DUR|37DMG|467VULN|5RCVC|7BPWR|8LWND|9LIT|aRCR
74	21432 35121	3	   	270.45	DCR|3VULN|3DUR|2TLV|1AART	1aTLV|2LIT|3AART|47aDUR|59aVULN|6RPLT|8RCR|aBPWR
75	21462 35121	4	   	270.45	DCR|3VULN|3DUR|2TLV|1AART	1aTLV|2LIT|3AART|47aDUR|59aVULN|6RPLT|8RCR|aBPWR
76	63354 42415	9	   	270.07	DCR|4VULN|2TLV|2ASPD|1DUR	1567VULN|27ASPD|37TLV|4MBVNT|7BPWR|8DUR|9LIT|aRCR
77	64521 33232	8	   	269.40	DCR|3VULN|3DUR|2DMG|1CDMG	148VULN|238DUR|5CDMG|6ERES|78DMG|8BPWR|9RCR|aLWND
78	64521 33233	8	   	269.30	DCR|3VULN|3DUR|2DMG|1CDMG	148VULN|238DUR|5CDMG|6ERES|78DMG|8BPWR|9RCR|aDUST
79	64521 33231	8	   	269.15	DCR|3VULN|3DUR|2DMG|1CDMG|1SELL	148VULN|238DUR|5CDMG|6ERES|78DMG|8BPWR|9RCR|aSELL
80	22222 24323	9	   	269.00	DCR|3VULN|2DUR|1TLV|1DMG|1AART	1TLV|28DUR|3DMG|46aVULN|5LIT|7RCR|9AART
81	62631 36311	8	   	268.92	DCR|3VULN|2DMG|2DUR|1TLV	13aVULN|23FEWX|3aBPWR|4aDMG|5LWND|6RCR|7TLV|8aDUR|9RMIN
82	23115 64122	9	   	268.88	DCR|3VULN|2TLV|2DUR|1DMG|1AART	17TLV|2DMG|379VULN|4LWND|5ERES|67DUR|7BPWR|8AART|aRCR
83	62633 36311	8	   	268.82	DCR|3VULN|2DMG|2DUR|1TLV	13aVULN|23FEWX|3aBPWR|4aDMG|5DUST|6RCR|7TLV|8aDUR|9RMIN
84	66631 33311	8	   	268.82	DCR|3VULN|2DMG|2DUR|1TLV	13aVULN|2BEXP|4aDMG|5LWND|6RCR|7TLV|8aDUR|9RMIN|aBPWR
85	22256 74333	7	   	268.78	DCR|3VULN|2TLV|2DUR|1DMG|1AART	18TLV|28DUR|3DMG|4MBVNT|5ERES|6AART|78aVULN|8BPWR|9RCR
86	62136 14211	7	 * 	268.65	DCR|4VULN|3DMG|3LIT	189aVULN|23aFEWX|489DMG|589LIT|6RMIN|7RCR|89aBPWR
87	62636 12212	6	   	268.55	DCR|4VULN|3DMG|3LIT	1389VULN|23FEWX|389BPWR|489DMG|589LIT|6RMIN|7LEGI|aRCR
88	23154 45218	7	   	268.40	DCR|4VULN|2DMG|1TLV|1AART	1TLV|28DMG|3567VULN|4MBVNT|9RCR|aAART
89	63322 12552	10	   	268.37	DCR|4VULN|2DUR|1TLV|2ASPD	146aVULN|2aASPD|3TLV|5RCVC|7RCR|8CGEN|9aDUR|aBPWR
90	63325 23316	10	   	268.37	DCR|4VULN|2DUR|1TLV|2ASPD	148aVULN|2aASPD|3TLV|5LHND|6RMIN|7RCR|9aDUR|aBPWR
91	63122 12652	10	   	268.37	DCR|4VULN|2DUR|1TLV|2ASPD	146aVULN|2aASPD|3CGEN|5RCVC|7RCR|8TLV|9aDUR|aBPWR
92	22136 33552	10	   	268.09	DCR|2VULN|3DMG|2DUR|1TLV	1TLV|29DUR|3CGEN|4MLV|59VULN|6ASPD|7RCR|89aDMG|9BPWR
93	23132 12552	10	   	267.86	DCR|2VULN|3DMG|2TLV|2DUR	1aTLV|24aDMG|36VULN|5RCVC|7RCR|8CGEN|9aDUR|aBPWR
94	23135 23316	10	   	267.86	DCR|2VULN|3DMG|2TLV|2DUR	1aTLV|24aDMG|38VULN|5LHND|6RMIN|7RCR|9aDUR|aBPWR
95	63336 62213	7	   	267.79	DCR|3VULN|2DMG|1TLV|2ASPD|1CDMG	157VULN|27ASPD|3TLV|48DMG|67ZMB|7BPWR|9RCR|aCDMG
96	22258 81111	6	   	267.76	DCR|2VULN|3DMG|2TLV|2DUR	1aTLV|26DUR|36aDMG|4MBVNT|5RMIN|6aBPWR|7RCR|8aVULN|9LEGI
97	23136 61324	4	   	267.76	DCR|2VULN|3DMG|2TLV|2DUR	1aTLV|246DMG|3aVULN|5ERES|7BEXP|8aDUR|9RCR|aBPWR
98	23124 36632	6	   	267.69	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	1TLV|26DMG|34aVULN|5FEWX|7CDMG|8RCR|9DUR
99	23125 36632	6	   	267.69	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	1TLV|26DMG|34aVULN|5LHND|7CDMG|8RCR|9DUR
100	23131 11632	6	   	267.69	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	1TLV|24DMG|37aVULN|5CDMG|6LHND|8RCR|9DUR
101	23131 51632	5	   	267.69	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	1TLV|24DMG|37aVULN|5CDMG|6LWND|8RCR|9DUR
102	23131 61632	5	   	267.69	DCR|3VULN|2DMG|1TLV|1DUR|1CDMG	1TLV|24DMG|37aVULN|5CDMG|6BEXP|8RCR|9DUR
103	23125 42622	8	   	267.50	DCR|4VULN|2TLV|1DMG|1AART	17TLV|2DMG|3467VULN|57LHND|7BPWR|8AART|9ASPD|aRCR
104	63325 42212	7	   	267.50	DCR|4VULN|2TLV|1DMG|1AART	1467VULN|2ASPD|37TLV|57LHND|7BPWR|8DMG|9AART|aRCR
105	22222 24313	10	   	267.42	DCR|3VULN|2TLV|2DUR|1DMG	1aTLV|28DUR|3DMG|469VULN|5LIT|7RCR
106	22244 14311	10	   	267.42	DCR|3VULN|2TLV|2DUR|1DMG	15TLV|28DUR|3DMG|4LIT|69aVULN|7RCR
107	64623 12111	7	   	267.42	DCR|4VULN|3DUR|1DMG	1347VULN|236DUR|3BPWR|5ASPD|8DUST|9RCR|aDMG
108	22653 11411	8	 * 	267.39	DCR|3DMG|3DUR|1VULN|2TLV|2ASPD	17TLV|236DUR|47aDMG|57ASPD|7BPWR|8VULN|9RCR
109	63336 21311	5	   	267.19	DCR|3VULN|2DUR|1TLV|1DMG|2ASPD	15aVULN|2aASPD|3TLV|4DMG|6MBVNT|7RCR|8aDUR|9LEGI|aBPWR
110	63354 11311	6	   	267.19	DCR|3VULN|2DUR|1TLV|1DMG|2ASPD	15aVULN|2aASPD|3TLV|4MBVNT|6DMG|7RCR|8aDUR|9LEGI|aBPWR
111	63354 21311	5	   	267.19	DCR|3VULN|2DUR|1TLV|1DMG|2ASPD	15aVULN|2aASPD|3TLV|4MBVNT|6DMG|7RCR|8aDUR|9LEGI|aBPWR
112	23123 61521	4	   	267.15	DCR|4VULN|2DMG|1TLV	1TLV|2aDMG|3489VULN|5RPLT|6LIT|7RCR
113	23122 12254	7	   	267.15	DCR|4VULN|2DMG|1TLV	1TLV|28DMG|3469VULN|5RCVC|7RCR|aLIT
114	25225 33332	10	   	267.12	DCR|4VULN|2DMG|2TLV	1aTLV|2DMSP|389aVULN|4MLV|5LHND|6aDMG|7RCR|aBPWR
115	23121 11626	6	   	267.09	DCR|3VULN|3DMG|1TLV|1CDMG	1TLV|29aDMG|347VULN|5CDMG|6LHND|8RCR
116	23124 36622	6	   	267.09	DCR|3VULN|3DMG|1TLV|1CDMG	1TLV|269DMG|34aVULN|5FEWX|7CDMG|8RCR
117	23125 36622	6	   	267.09	DCR|3VULN|3DMG|1TLV|1CDMG	1TLV|269DMG|34aVULN|5LHND|7CDMG|8RCR
118	23131 11666	6	   	267.09	DCR|3VULN|3DMG|1TLV|1CDMG	1TLV|24aDMG|379VULN|5CDMG|6LHND|8RCR
119	23131 11622	6	   	267.09	DCR|3VULN|3DMG|1TLV|1CDMG	1TLV|249DMG|37aVULN|5CDMG|6LHND|8RCR
120	23131 51622	5	   	267.09	DCR|3VULN|3DMG|1TLV|1CDMG	1TLV|249DMG|37aVULN|5CDMG|6LWND|8RCR
121	23131 61622	5	   	267.09	DCR|3VULN|3DMG|1TLV|1CDMG	1TLV|249DMG|37aVULN|5CDMG|6BEXP|8RCR
122	23154 42411	7	   	267.02	DCR|4VULN|2DMG|2TLV	17TLV|27DMG|3567VULN|4MBVNT|7BPWR|8aRCVC|9RCR
123	23154 42412	7	   	267.02	DCR|4VULN|2DMG|2TLV	17TLV|27DMG|3567VULN|4MBVNT|7BPWR|8RCVC|9RCR|aLHND
124	23154 42416	7	   	267.02	DCR|4VULN|2DMG|2TLV	17TLV|27DMG|3567VULN|4MBVNT|7BPWR|8RCVC|9RCR|aCGEN
125	23154 42417	7	   	267.02	DCR|4VULN|2DMG|2TLV	17TLV|27DMG|3567VULN|4MBVNT|7BPWR|8RCVC|9RCR|aZMB
126	62631 32334	10	 * 	266.93	DCR|5VULN|3DMG	1389aVULN|23FEWX|3aBPWR|47aDMG|5aLWND|6RCR
127	61632 32334	10	   	266.83	DCR|5VULN|3DMG	1389aVULN|2LHND|47aDMG|5aFEWX|6RCR|aBPWR
128	23154 42288	8	   	266.78	DCR|4VULN|2DMG|2TLV|1SELL	17TLV|27DMG|3567VULN|4MBVNT|7BPWR|8BEXP|9SELL|aRCR
129	23154 42388	7	   	266.78	DCR|4VULN|2DMG|2TLV|1SELL	17TLV|27DMG|3567VULN|4MBVNT|7BPWR|8FEWX|9SELL|aRCR
130	35222 12252	7	   	266.73	DCR|5VULN|3DMG	1RMIN|2469aVULN|38aDMG|5RCVC|7RCR|aBPWR
131	23154 42388	8	   	266.68	DCR|4VULN|2DMG|2TLV|1SELL	17TLV|27DMG|3567VULN|4MBVNT|7BPWR|8DUST|9SELL|aRCR
132	21132 66326	2	   	266.49	DCR|3VULN|2TLV|1DMG|2ASPD|1CDMG	1aTLV|2LIT|3aASPD|4CDMG|5DMG|6TBNT|79aVULN|8RCR|aBPWR
133	63323 12225	7	   	266.25	DCR|3VULN|1TLV|1DMG|2ASPD|1DUR|1CDMG	146VULN|25ASPD|3TLV|7RCR|8DMG|9DUR|aCDMG
134	61633 51123	6	 * 	266.08	DCR|4VULN|2DMG|3ASPD|1AART	1378VULN|2LHND|47DMG|567ASPD|7BPWR|9AART|aRCR
135	66132 34212	1	 * 	266.00	DCR|5VULN|3DUR	12389VULN|289BPWR|489DUR|5LIT|6DUST|789LHND|aRCR
136	22222 24316	10	   	265.89	DCR|3VULN|2DUR|1TLV|1DMG|2LIT	1TLV|28DUR|3DMG|469VULN|5aLIT|7RCR
137	23123 61524	4	   	265.81	DCR|4VULN|1TLV|1DMG|1DUR	1TLV|2DMG|3489VULN|5RPLT|6LIT|7RCR|aDUR
138	63322 12265	7	   	265.81	DCR|4VULN|1TLV|1DMG|1DUR	1469VULN|2ASPD|3TLV|5RCVC|7RCR|8DMG|aDUR
139	23154 45415	9	   	265.71	DCR|4VULN|1TLV|1DMG|1DUR	1TLV|2DMG|3567VULN|4MBVNT|8DUR|9LIT|aRCR
140	23154 46432	6	   	265.71	DCR|4VULN|1TLV|1DMG|1DUR	1TLV|2DMG|356aVULN|4MBVNT|7RCR|8LIT|9DUR
141	22136 33551	9	   	265.66	DCR|2VULN|3DUR|2DMG|1TLV	1TLV|29aDUR|3CGEN|4MLV|59VULN|6ASPD|7RCR|89DMG|9BPWR
142	35254 12241	10	   	265.58	DCR|4VULN|2TLV|1DMG|2ASPD	1RMIN|259aVULN|3DMG|4MBVNT|6aASPD|7aTLV|8RCR|aBPWR
143	22222 24366	10	   	265.46	DCR|2VULN|3DUR|2DMG|1TLV	1TLV|289DUR|3aDMG|46VULN|5LIT|7RCR
144	22352 31325	3	 * 	265.34	DCR|2VULN|3DUR|2DMG|3TLV	158TLV|269DUR|3RPLT|49DMG|79VULN|9BPWR|aRCR
145	22223 47374	10	   	265.24	DCR|2VULN|3DUR|2DMG|3TLV	16aTLV|278DUR|3aDMG|4aVULN|5MBVNT|9RCR|aBPWR
146	22223 67474	10	   	265.24	DCR|2VULN|3DUR|2DMG|3TLV	18aTLV|267DUR|3aDMG|4aVULN|5MBVNT|9RCR|aBPWR
147	22254 47374	10	   	265.24	DCR|2VULN|3DUR|2DMG|3TLV	16aTLV|278DUR|3aDMG|4MBVNT|5aVULN|9RCR|aBPWR
148	23146 14322	7	 * 	265.06	DCR|3VULN|2TLV|1DMG|2CDMG	1aTLV|2DMG|39aVULN|4LIT|5ASPD|6RMIN|7RCR|8aCDMG|aBPWR
149	35612 24211	7	   	264.53	DCR|5VULN|2DUR|3LIT	1RMIN|2689aVULN|3aDUR|489ZMB|589LIT|7RCR|89aBPWR
150	63323 34122	8	   	264.41	DCR|3VULN|2DUR|1TLV|3ASPD|1AART	149VULN|259ASPD|3TLV|6CGEN|7AART|89DUR|9BPWR|aRCR
151	63323 53322	6	   	264.41	DCR|3VULN|2DUR|1TLV|3ASPD|1AART	149VULN|259ASPD|3TLV|6AART|7MLV|89DUR|9BPWR|aRCR
152	63123 51122	8	   	264.41	DCR|3VULN|2DUR|1TLV|3ASPD|1AART	149VULN|259ASPD|3CGEN|6AART|7TLV|89DUR|9BPWR|aRCR
153	63323 53122	8	   	264.31	DCR|3VULN|2DUR|1TLV|3ASPD|1AART	149VULN|259ASPD|3TLV|6AART|7ERES|89DUR|9BPWR|aRCR
154	63523 51122	8	   	264.31	DCR|3VULN|2DUR|1TLV|3ASPD|1AART	149VULN|259ASPD|3ERES|6AART|7TLV|89DUR|9BPWR|aRCR
155	64512 21312	8	   	264.05	DCR|3VULN|3DUR|2DMG|1NUKE	169VULN|239DUR|4LWND|5LIT|79DMG|8NUKE|9BPWR|aRCR
156	21451 11121	6	   	264.04	DCR|3VULN|2DMG|2TLV|1AART	1aTLV|2LIT|3AART|4RMIN|5RPLT|6aDMG|79aVULN|8RCR|aBPWR
157	21451 11421	6	   	264.04	DCR|3VULN|2DMG|2TLV|1AART	1aTLV|2LIT|3AART|4RMIN|5RPLT|6aDMG|78aVULN|9RCR|aBPWR
158	23125 32622	8	   	264.04	DCR|3VULN|2DMG|2TLV|1AART	17TLV|26DMG|347VULN|57LHND|7BPWR|8AART|9ASPD|aRCR
159	23135 42622	8	   	264.04	DCR|3VULN|2DMG|2TLV|1AART	17TLV|24DMG|367VULN|57LHND|7BPWR|8AART|9ASPD|aRCR
160	61333 61612	2	   	263.80	DCR|3VULN|2DMG|1TLV|2ASPD|1AART	147VULN|25LHND|37ASPD|67DMG|7BPWR|8TLV|9AART|aRCR
161	62631 32316	10	   	263.77	DCR|4VULN|2DMG|2DUR	138aVULN|23aFEWX|3aBPWR|47DMG|5LWND|6RCR|9aDUR
162	61632 32316	10	   	263.67	DCR|4VULN|2DMG|2DUR	138aVULN|2aLHND|47DMG|5FEWX|6RCR|9aDUR|aBPWR
163	23153 12723	4	   	263.34	DCR|2VULN|2DMG|2TLV|2ASPD|1DUR|1AART	19TLV|29DMG|3aVULN|4MBVNT|5DUR|69ASPD|7RCR|8AART|9BPWR
164	23157 12723	5	   	263.34	DCR|2VULN|2DMG|2TLV|2ASPD|1DUR|1AART	19TLV|29DMG|3aVULN|4MBVNT|5DUR|69ASPD|7RCR|8AART|9BPWR
165	23123 54422	5	   	263.21	DCR|4VULN|1TLV|1DMG|1CDMG	1TLV|2DMG|348aVULN|5ASPD|6BELT|7CDMG|9RCR
166	22251 23817	10	   	262.84	DCR|2VULN|3DMG|2TLV|1DUR|1AART	1aTLV|2DUR|36aDMG|4MBVNT|5BELT|7AART|8aVULN|9RCR|aBPWR
167	23412 25121	2	   	262.84	DCR|2VULN|3DMG|3TLV|1DUR|1AART	149TLV|249DMG|3TBNT|49BPWR|5RPLT|6AART|7RCR|89VULN|aDUR
168	22226 32112	9	   	262.84	DCR|2VULN|3DMG|2TLV|1DUR|1AART	17TLV|2DUR|367DMG|47VULN|5RCVC|7BPWR|8ERES|9AART|aRCR
