0	Index      	Bounty	 *	Score 	Summary	Detail	
1	34511 52222	10	 * 	262.92	DCR|3VULN|3DMG|1DUR|1SELL	178ZMB|2SELL|378VULN|4LIT|5CGEN|678DMG|78BPWR|9DUR|aRCR
55	14333 34135	1	   	243.61	DCR|4VULN|1DMG|1TLV|1SELL	1BEXP|2469VULN|3DMG|5SELL|7TLV|8RCR|aRCVC
56	13335 21416	2	   	243.54	ACR|5VULN|2DMG|1ASPD	1BEXP|2RCR|35DMG|4578aVULN|5BPWR|6LWND|9ASPD
57	13335 31416	2	   	243.54	ACR|5VULN|2DMG|1ASPD	1BEXP|2RCR|35DMG|4578aVULN|5BPWR|6FEWX|9ASPD
58	23335 21416	2	   	243.54	ACR|5VULN|2DMG|1ASPD	1FEWX|2RCR|35DMG|4578aVULN|5BPWR|6LWND|9ASPD
59	14333 32136	1	   	243.51	DCR|4VULN|1DMG|1TLV|1SELL	1BEXP|2469VULN|3DMG|5SELL|7ERES|8RCR|aTLV
60	14333 34132	1	   	243.51	DCR|4VULN|1DMG|1TLV|1SELL	1BEXP|2469VULN|3DMG|5SELL|7TLV|8RCR|aDUST
61	14333 34133	1	   	243.51	DCR|4VULN|1DMG|1TLV|1SELL	1BEXP|2469VULN|3DMG|5SELL|7TLV|8RCR|aERES
62	14333 34162	1	   	243.51	DCR|4VULN|1DMG|1TLV|1SELL	1BEXP|246aVULN|3DMG|5SELL|7TLV|8RCR|9TBNT
63	24333 34162	1	   	243.51	DCR|4VULN|1DMG|1TLV|1SELL	1FEWX|246aVULN|3DMG|5SELL|7TLV|8RCR|9TBNT
64	33226 16216	7	   	242.98	DCR|2VULN|3DUR|1DMG|1ASPD|1AART	18ZMB|2DMG|389DUR|4RCVC|58VULN|6AART|7RCR|8BPWR|aASPD
65	12333 34134	1	   	242.85	DCR|4VULN|1TLV|1ASPD|1SELL	1BEXP|2ASPD|3469VULN|5SELL|7TLV|8RCR|aLIT
66	13335 61432	2	   	242.80	ACR|4VULN|2DMG|1DUR|1CDMG	1BEXP|2RCR|35DMG|4578VULN|5BPWR|6DUR|9MBVNT|aCDMG
67	23335 61432	2	   	242.80	ACR|4VULN|2DMG|1DUR|1CDMG	1FEWX|2RCR|35DMG|4578VULN|5BPWR|6DUR|9MBVNT|aCDMG
68	53243 12162	10	   	242.72	DCR|2VULN|2DMG|2DUR|1TLV	1RMIN|2FEWX|39DUR|4TLV|56VULN|78DMG|aRCR
69	52213 63148	8	 * 	242.61	DCR|3VULN|2DMG|2TLV	1RMIN|2aTLV|3MBVNT|4FEWX|57aVULN|6RCR|8RCVC|9aDMG|aBPWR
70	52213 63448	7	   	242.61	DCR|3VULN|2DMG|2TLV	18RMIN|2aTLV|3MBVNT|4FEWX|57aVULN|6RCR|9aDMG|aBPWR
71	52213 63714	8	 * 	242.46	DCR|4VULN|2TLV|2LIT	1RMIN|2aTLV|3MBVNT|4FEWX|578aVULN|6RCR|9aLIT|aBPWR
72	53223 13124	7	 * 	242.28	DCR|2VULN|3DUR|1DMG|2CDMG	1RMIN|28FEWX|389DUR|4DMG|56VULN|78CDMG|8BPWR|aRCR
73	14333 36136	1	   	242.18	DCR|3VULN|2ASPD|1DMG|1TLV|1SELL	1BEXP|246VULN|3DMG|5SELL|79ASPD|8RCR|aTLV
74	24333 36136	1	   	242.18	DCR|3VULN|2ASPD|1DMG|1TLV|1SELL	1FEWX|246VULN|3DMG|5SELL|79ASPD|8RCR|aTLV
75	33266 31142	8	 * 	242.03	DCR|2VULN|3DMG|2DUR	1ZMB|289DMG|35DUR|4ERES|6RCR|7aVULN
76	33315 54213	8	   	241.61	DCR|2VULN|2DMG|2TLV|1DUR|1AART	1ZMB|2aDMG|3ERES|4AART|5DUR|6RCR|7aVULN|8LHND|9aTLV|aBPWR
77	33642 11352	2	   	241.29	DCR|2VULN|2DMG|2DUR|2LIT|1SELL	1aZMB|2aDMG|35LIT|4SELL|68VULN|7RCR|9aDUR|aBPWR
78	24334 31116	1	   	241.25	DCR|4VULN|1DMG|1CDMG	1FEWX|245aVULN|3DMG|6ZMB|7CDMG|8RCR|9LHND
79	14334 21135	1	   	241.15	DCR|4VULN|1DMG|1CDMG	1BEXP|2459VULN|3DMG|6ERES|7CDMG|8RCR|aRCVC
80	24334 31162	1	   	241.15	DCR|4VULN|1DMG|1CDMG	1FEWX|245aVULN|3DMG|6ZMB|7CDMG|8RCR|9TBNT
81	14334 21132	1	   	241.05	DCR|4VULN|1DMG|1CDMG	1BEXP|2459VULN|3DMG|6ERES|7CDMG|8RCR|aDUST
82	14334 21133	1	   	241.05	DCR|4VULN|1DMG|1CDMG	1BEXP|2459VULN|3DMG|6aERES|7CDMG|8RCR
83	14334 21162	1	   	241.05	DCR|4VULN|1DMG|1CDMG	1BEXP|245aVULN|3DMG|6ERES|7CDMG|8RCR|9TBNT
84	54333 23125	8	   	241.01	DCR|4VULN|1DMG|1CDMG|1SELL	1RMIN|2CDMG|3568VULN|4SELL|7LWND|9DMG|aRCR
85	13335 21422	2	   	240.84	ACR|5VULN|2DMG	1BEXP|2RCR|35DMG|4578aVULN|5BPWR|6LWND|9LIT
86	13335 31422	2	   	240.84	ACR|5VULN|2DMG	1BEXP|2RCR|35DMG|4578aVULN|5BPWR|6FEWX|9LIT
87	23265 21422	3	   	240.84	ACR|5VULN|2DMG	1FEWX|2RCR|3578aVULN|45DMG|5BPWR|6LWND|9LIT
88	23335 21422	2	   	240.84	ACR|5VULN|2DMG	1FEWX|2RCR|35DMG|4578aVULN|5BPWR|6LWND|9LIT
89	12334 14531	1	   	240.52	DCR|3VULN|1DMG|1DUR|1ASPD	1BEXP|2ASPD|345VULN|6FEWX|7DUR|8DMG|9RCR|aLIT
90	12335 11531	1	   	240.52	DCR|3VULN|1DMG|1DUR|1ASPD	1BEXP|2ASPD|347VULN|5DUR|6FEWX|8DMG|9RCR|aLIT
91	12335 21531	1	   	240.52	DCR|3VULN|1DMG|1DUR|1ASPD	1BEXP|2ASPD|347VULN|5DUR|6LWND|8DMG|9RCR|aLIT
92	14335 11531	1	   	240.52	DCR|3VULN|1DMG|1DUR|1ASPD	1BEXP|247VULN|3DMG|5DUR|6FEWX|8ASPD|9RCR|aLIT
93	14335 21531	1	   	240.52	DCR|3VULN|1DMG|1DUR|1ASPD	1BEXP|247VULN|3DMG|5DUR|6LWND|8ASPD|9RCR|aLIT
94	22334 51531	1	   	240.52	DCR|3VULN|1DMG|1DUR|1ASPD	1FEWX|2ASPD|345VULN|6DUR|7LWND|8DMG|9RCR|aLIT
95	22334 52531	1	   	240.52	DCR|3VULN|1DMG|1DUR|1ASPD	1FEWX|2ASPD|345VULN|6DUR|7BEXP|8DMG|9RCR|aLIT
96	22336 61531	1	   	240.52	DCR|3VULN|1DMG|1DUR|1ASPD	1FEWX|2ASPD|347VULN|5BEXP|6DUR|8DMG|9RCR|aLIT
97	13335 61152	2	   	240.50	ACR|3VULN|2DMG|2DUR|1ASPD	1BEXP|2RCR|35DMG|457VULN|5BPWR|6aDUR|8LIT|9ASPD
98	13335 61512	2	   	240.50	ACR|3VULN|2DMG|2DUR|1ASPD	1BEXP|2RCR|35DMG|457VULN|5BPWR|6aDUR|8ASPD|9LIT
99	23335 61152	2	   	240.50	ACR|3VULN|2DMG|2DUR|1ASPD	1FEWX|2RCR|35DMG|457VULN|5BPWR|6aDUR|8LIT|9ASPD
100	23335 61512	2	   	240.50	ACR|3VULN|2DMG|2DUR|1ASPD	1FEWX|2RCR|35DMG|457VULN|5BPWR|6aDUR|8ASPD|9LIT
101	23335 46221	2	   	240.43	ACR|3VULN|3DMG|1TLV|1AART	18FEWX|2RCR|358DMG|458VULN|58BPWR|6AART|7RMIN|9LIT|aTLV
102	23335 46222	2	   	240.43	ACR|3VULN|3DMG|1DUR|1AART	18FEWX|2RCR|358DMG|458VULN|58BPWR|6AART|7RMIN|9LIT|aDUR
103	12335 61531	1	   	240.42	DCR|3VULN|1DMG|1DUR|1ASPD	1BEXP|2ASPD|347VULN|5DUR|6DUST|8DMG|9RCR|aLIT
104	22335 61531	1	   	240.42	DCR|3VULN|1DMG|1DUR|1ASPD	1FEWX|2ASPD|347VULN|5DUR|6DUST|8DMG|9RCR|aLIT
105	24334 53121	1	   	240.42	DCR|3VULN|1DMG|1DUR|1ASPD	1FEWX|245VULN|3DMG|6DUR|7MBVNT|8LIT|9RCR|aASPD
106	12334 21134	1	   	240.40	DCR|4VULN|1CDMG|1ASPD	1BEXP|2ASPD|3459VULN|6ERES|7CDMG|8RCR|aLIT
107	22334 31121	1	   	240.39	DCR|3VULN|2DUR|1CDMG|1ASPD	1FEWX|2ASPD|345VULN|6ZMB|7CDMG|8RCR|9aDUR
108	13335 61411	2	   	240.25	ACR|4VULN|2DMG|1DUR|1ASPD	1BEXP|2RCR|35DMG|4578VULN|5BPWR|6DUR|9ASPD|aCGEN
109	13335 61412	2	   	240.25	ACR|4VULN|2DMG|1DUR|1ASPD	1BEXP|2RCR|35DMG|4578VULN|5BPWR|6DUR|9ASPD|aLWND
110	23335 61316	2	   	240.25	ACR|4VULN|2DMG|1DUR|1ASPD	18FEWX|2RCR|35DMG|457aVULN|5BPWR|6DUR|9ASPD
111	23335 61411	2	   	240.25	ACR|4VULN|2DMG|1DUR|1ASPD	1FEWX|2RCR|35DMG|4578VULN|5BPWR|6DUR|9ASPD|aCGEN
112	23335 61412	2	   	240.25	ACR|4VULN|2DMG|1DUR|1ASPD	1FEWX|2RCR|35DMG|4578VULN|5BPWR|6DUR|9ASPD|aLWND
113	31223 14155	8	   	240.22	DCR|2VULN|2DMG|2DUR|1CDMG	1ZMB|2DUST|39DUR|49DMG|5FEWX|69VULN|7CDMG|8LWND|9BPWR|aRCR
114	13335 61413	2	   	240.15	ACR|4VULN|2DMG|1DUR|1ASPD	1BEXP|2RCR|35DMG|4578VULN|5BPWR|6DUR|9ASPD|aTBNT
115	23335 61413	2	   	240.15	ACR|4VULN|2DMG|1DUR|1ASPD	1FEWX|2RCR|35DMG|4578VULN|5BPWR|6DUR|9ASPD|aTBNT
116	53223 53431	7	   	240.12	DCR|2VULN|2DMG|2DUR|1CDMG	1RMIN|2FEWX|3aDUR|49DMG|57VULN|6RCR|8CDMG
117	16325 33252	9	   	240.12	DCR|2VULN|2DMG|2DUR|1CDMG	1BEXP|2aDUST|3LHND|46DMG|5aDUR|7CDMG|8aVULN|9RCR|aBPWR
118	33226 22245	4	   	240.12	DCR|2VULN|2DMG|2DUR|1CDMG	1ZMB|25DMG|35DUR|4RCVC|5BPWR|6TBNT|7CDMG|89VULN|aRCR
119	33236 22245	3	   	240.12	DCR|2VULN|2DMG|2DUR|1CDMG	1ZMB|25DMG|35DUR|4RCVC|5BPWR|6TBNT|7CDMG|89VULN|aRCR
120	12335 32121	1	   	240.07	DCR|2VULN|2ASPD|1DMG|1TLV|1DUR	1BEXP|2aASPD|34VULN|5DUR|6DMG|7LIT|8TLV|9RCR
121	54322 42132	9	 * 	239.98	DCR|3VULN|1DMG|2CDMG|2LIT	1RMIN|2aCDMG|39aVULN|4LWND|5RCVC|6DMG|7aLIT|8RCR|aBPWR
122	33216 53152	7	   	239.90	DCR|2VULN|3DUR|2DMG	18ZMB|29DMG|38aDUR|4FEWX|5BEXP|6RCR|78VULN|8BPWR
123	23565 13322	9	 * 	239.83	ACR|2VULN|3DMG|2DUR|1TLV|1CDMG	1FEWX|2RCR|35DUR|458DMG|5BPWR|6TLV|7CDMG|9aVULN
124	33347 14624	1	   	239.80	DCR|2VULN|3DUR|2DMG	18ZMB|2LHND|38DMG|4MBVNT|568DUR|7RCR|8BPWR|9aVULN
125	53223 52221	7	   	239.80	DCR|2VULN|3DUR|2DMG	1RMIN|28FEWX|39aDUR|48DMG|58VULN|6RCR|7DLOT|8BPWR
126	53223 52421	8	   	239.80	DCR|2VULN|3DUR|2DMG	1RMIN|28FEWX|39aDUR|48DMG|58VULN|6RCR|7DLOT|8BPWR
127	33566 32222	7	   	239.80	DCR|2VULN|3DUR|2DMG	136ZMB|28DMG|489DUR|58VULN|7DLOT|8BPWR|aRCR
128	13335 21443	2	   	239.65	ACR|4VULN|3DMG|1ASPD	1BEXP|2RCR|359DMG|4578VULN|5BPWR|6LWND|aASPD
129	13335 31443	2	   	239.65	ACR|4VULN|3DMG|1ASPD	1BEXP|2RCR|359DMG|4578VULN|5BPWR|6FEWX|aASPD
130	23335 21443	2	   	239.65	ACR|4VULN|3DMG|1ASPD	1FEWX|2RCR|359DMG|4578VULN|5BPWR|6LWND|aASPD
131	35613 13135	1	   	239.18	DCR|3VULN|1DMG|1TLV|1AART	1ZMB|2AART|3TLV|4BELT|56aVULN|7LIT|8RCR|9DMG
132	33313 54223	10	   	239.08	DCR|3VULN|1DMG|1DUR|1AART	1ZMB|2DMG|3ERES|4AART|57aVULN|6RCR|8LIT|9DUR
133	53223 52433	10	   	238.90	DCR|3VULN|2DMG|1DUR	1RMIN|28FEWX|3DUR|48DMG|589VULN|6RCR|7DLOT|8BPWR|aBEXP
134	53223 52433	9	   	238.90	DCR|3VULN|2DMG|1DUR	1RMIN|28FEWX|3DUR|48DMG|589VULN|6RCR|7DLOT|8BPWR|aLWND
135	53223 53252	8	   	238.90	DCR|3VULN|2DMG|1DUR	1RMIN|29FEWX|3DUR|49DMG|579VULN|6RCR|8RPLT|9BPWR|aDLOT
136	53223 53253	8	   	238.90	DCR|3VULN|2DMG|1DUR	1RMIN|29FEWX|3DUR|49DMG|579VULN|6RCR|8RPLT|9BPWR|aERES
137	53223 52431	10	   	238.80	DCR|3VULN|2DMG|1DUR	1RMIN|28FEWX|3DUR|48DMG|589VULN|6RCR|7DLOT|8BPWR|aDUST
138	33226 25126	5	   	238.79	DCR|2VULN|2DUR|1DMG|1TLV|1CDMG	1ZMB|2DMG|39DUR|4RCVC|57VULN|6CDMG|8RCR|aTLV
139	53223 53251	8	   	238.75	DCR|3VULN|2DMG|1DUR|1SELL	1RMIN|29FEWX|3DUR|49DMG|579VULN|6RCR|8RPLT|9BPWR|aSELL
140	53223 53321	10	   	238.75	DCR|3VULN|2DMG|1DUR|1SELL	1RMIN|29FEWX|3DUR|49DMG|579VULN|6RCR|8SELL|9BPWR|aRPLT
141	53223 53323	10	   	238.75	DCR|3VULN|2DMG|1DUR|1SELL	1RMIN|29FEWX|3DUR|49DMG|579VULN|6RCR|8SELL|9BPWR|aBEXP
142	53223 53324	9	   	238.75	DCR|3VULN|2DMG|1DUR|1SELL	1RMIN|29FEWX|3DUR|49DMG|579VULN|6RCR|8SELL|9BPWR|aLHND
143	53223 53325	10	   	238.75	DCR|3VULN|2DMG|1DUR|1SELL	1RMIN|29FEWX|3DUR|49DMG|579VULN|6RCR|8SELL|9BPWR|aLWND
144	53223 53326	9	   	238.75	DCR|3VULN|2DMG|1DUR|1SELL	1RMIN|29FEWX|3DUR|49DMG|579VULN|6RCR|8SELL|9BPWR|aCGEN
145	53623 53321	9	   	238.75	DCR|3VULN|2DMG|1DUR|1SELL	1RMIN|29FEWX|3LWND|49DMG|579VULN|6RCR|8SELL|9BPWR|aDUR
146	22326 53141	1	   	238.75	DCR|2VULN|3DMG|1DUR|1ASPD	168FEWX|2ASPD|38VULN|458DMG|7RPLT|8BPWR|9DUR|aRCR
147	31335 43251	2	   	238.72	DCR|3VULN|3DUR|1AART	18ZMB|2DUST|348VULN|58aDUR|6AART|7RMIN|8BPWR|9RCR
148	53223 53322	9	   	238.65	DCR|3VULN|2DMG|1DUR|1SELL	1RMIN|29FEWX|3DUR|49DMG|579VULN|6RCR|8SELL|9BPWR|aDUST
149	53223 53323	9	   	238.65	DCR|3VULN|2DMG|1DUR|1SELL	1RMIN|29FEWX|3DUR|49DMG|579VULN|6RCR|8SELL|9BPWR|aERES
150	53223 53324	10	   	238.65	DCR|3VULN|2DMG|1DUR|1SELL	1RMIN|29FEWX|3DUR|49DMG|579VULN|6RCR|8SELL|9BPWR|aDUST
151	53223 53325	9	   	238.65	DCR|3VULN|2DMG|1DUR|1SELL	1RMIN|29FEWX|3DUR|49DMG|579VULN|6RCR|8SELL|9BPWR|aMBVNT
152	53223 53343	8	   	238.65	DCR|3VULN|2DMG|1DUR|1SELL	1RMIN|2aFEWX|3DUR|4aDMG|57aVULN|6RCR|8SELL|9BBNT|aBPWR
153	13335 53482	2	   	238.61	ACR|3VULN|3DMG|1TLV|1DUR	18BEXP|2RCR|358DMG|458VULN|58BPWR|6RCVC|7MBVNT|9TLV|aDUR
154	13335 43213	2	   	238.51	ACR|4VULN|3DMG|1AART	189BEXP|2RCR|358DMG|458aVULN|58BPWR|6AART|7RMIN
155	23335 46231	2	   	238.51	ACR|4VULN|3DMG|1AART	18FEWX|2RCR|358DMG|4589VULN|58BPWR|6AART|7RMIN|aCGEN
156	23335 46232	2	   	238.51	ACR|4VULN|3DMG|1AART	18FEWX|2RCR|358DMG|4589VULN|58BPWR|6AART|7RMIN|aBEXP
157	23335 46233	2	   	238.51	ACR|4VULN|3DMG|1AART	18FEWX|2RCR|358DMG|4589VULN|58BPWR|6AART|7RMIN|aMLV
158	12334 22125	1	   	238.51	DCR|4VULN|1DMG|1ASPD	18BEXP|2ASPD|3457VULN|6ERES|9DMG|aRCR
159	33123 42236	10	   	238.50	DCR|3VULN|3DMG	179ZMB|279DMG|3RMIN|479VULN|5LEGI|6BELT|79BPWR|8RCVC|aRCR
160	22334 62225	1	   	238.41	DCR|4VULN|1DMG|1ASPD	1FEWX|2ASPD|3456VULN|78ERES|9DMG|aRCR
161	31243 13164	7	   	238.36	DCR|2VULN|3DUR|2CDMG|1TLV	18ZMB|2DUST|389DUR|4TLV|56VULN|78CDMG|8BPWR|aRCR
162	14333 36116	1	   	238.36	DCR|4VULN|1DMG|1ASPD|1SELL	1BEXP|246aVULN|3DMG|5SELL|7ASPD|8RCR|9LHND
163	24333 36116	1	   	238.36	DCR|4VULN|1DMG|1ASPD|1SELL	1FEWX|246aVULN|3DMG|5SELL|7ASPD|8RCR|9LHND
164	34532 21216	10	   	238.33	DCR|3VULN|3DUR|1AART|2SELL	1aZMB|24SELL|38aVULN|5AART|69aDUR|7RCR|aBPWR
165	12333 34136	1	   	238.26	DCR|4VULN|2TLV|1ASPD|1SELL	1BEXP|2ASPD|3469VULN|5SELL|7aTLV|8RCR
166	14333 36162	1	   	238.26	DCR|4VULN|1DMG|1ASPD|1SELL	1BEXP|246aVULN|3DMG|5SELL|7ASPD|8RCR|9TBNT
167	24333 36162	1	   	238.26	DCR|4VULN|1DMG|1ASPD|1SELL	1FEWX|246aVULN|3DMG|5SELL|7ASPD|8RCR|9TBNT
168	33526 25231	2	   	238.20	DCR|3VULN|3DMG	1aZMB|268DMG|35aVULN|4RPLT|7BBNT|9RCR|aBPWR
169	21334 63232	3	   	238.10	DCR|3VULN|3DMG	1FEWX|2RCVC|3ERES|456VULN|7RCR|89aDMG
170	24634 13232	1	   	238.10	DCR|3VULN|3DMG	16FEWX|245VULN|3ERES|7RCR|89aDMG
