0	Index      	Bounty	 *	Score 	Summary	Detail	
1	33111 53164	3	 * 	288.53	DCR|4VULN|1DMG|2CDMG|1TLV|2LIT|1AART	1aLIT|235aVULN|4DMG|6AART|7RCR|8TLV|9aCDMG|aBPWR
49	33434 13423	5	   	268.37	DCR|4VULN|1DMG|1DUR|2LIT|1AART	14LIT|245aVULN|3AART|4BPWR|6DMG|7RCR|8ERES|9DUR
50	33133 53424	6	   	268.34	DCR|3VULN|2DMG|2DUR|2LIT	18LIT|238VULN|4ERES|5aDUR|6RCR|78DMG|8BPWR|9RCVC
51	33123 53614	10	 * 	268.33	DCR|3VULN|3DUR|1DMG|1ASPD	1LIT|238VULN|4ASPD|57aDUR|6RCR|9DMG
52	33123 53614	9	   	268.33	DCR|3VULN|3DUR|1DMG|1ASPD	1LIT|238VULN|4ASPD|57aDUR|6RCR|9DMG
53	33123 55312	9	 * 	268.32	DCR|3VULN|2DMG|2ASPD|1DUR	1LIT|237VULN|48ASPD|5DUR|6RCR|9aDMG
54	52221 16711	10	   	267.95	DCR|4VULN|3DUR|1TLV	18CGEN|2TLV|3468VULN|589DUR|7MBVNT|8BPWR|aRCR
55	33142 26143	3	   	267.95	DCR|5VULN|1DUR|2LIT|1AART	14LIT|2349aVULN|4BPWR|5DUR|6AART|7RCR|8BEXP
56	33142 26243	3	   	267.95	DCR|5VULN|1DUR|2LIT|1AART	14LIT|2349aVULN|4BPWR|5DUR|6AART|7RCR|8LWND
57	33133 53416	6	   	267.41	DCR|3VULN|2DMG|1DUR|2LIT|1CDMG	18LIT|238VULN|4ERES|5DUR|6RCR|78DMG|8BPWR|9LWND|aCDMG
58	33133 53436	6	   	267.41	DCR|3VULN|2DMG|1DUR|2LIT|1CDMG	18LIT|238VULN|4ERES|5DUR|6RCR|78DMG|8BPWR|9CGEN|aCDMG
59	33434 13122	5	   	267.09	DCR|3VULN|3LIT|1DMG|1TLV|1DUR|1AART	14aLIT|245VULN|3AART|4BPWR|6DMG|7RCR|8TLV|9DUR
60	33112 26151	7	   	266.66	DCR|4VULN|3DUR|2LIT	17LIT|2378VULN|467DUR|5BELT|7BPWR|9RCR|aLWND
61	33112 26155	7	   	266.66	DCR|4VULN|3DUR|2LIT	17LIT|2378VULN|467DUR|5BELT|7BPWR|9RCR|aCGEN
62	33112 26551	8	   	266.66	DCR|4VULN|3DUR|2LIT	17LIT|2378VULN|467DUR|5BELT|7BPWR|9RCR|aLWND
63	33112 26153	7	   	266.56	DCR|4VULN|3DUR|2LIT|1NUKE	17LIT|2378VULN|467DUR|5BELT|7BPWR|9RCR|aNUKE
64	33112 26553	8	   	266.56	DCR|4VULN|3DUR|2LIT|1NUKE	17LIT|2378VULN|467DUR|5BELT|7BPWR|9RCR|aNUKE
65	33123 55351	8	 * 	266.53	DCR|3VULN|3ASPD|2DUR|3LIT	19aLIT|237VULN|489ASPD|59DUR|6RCR|9BPWR
66	33112 26156	7	   	266.41	DCR|4VULN|3DUR|2LIT|1SELL	17LIT|2378VULN|467DUR|5BELT|7BPWR|9RCR|aSELL
67	33121 53542	4	   	266.41	DCR|4VULN|1TLV|1CDMG|1ASPD|1AART	1LIT|2358VULN|4ASPD|6AART|7RCR|9TLV|aCDMG
68	33131 53542	3	   	266.41	DCR|4VULN|1TLV|1CDMG|1ASPD|1AART	1LIT|2358VULN|4ASPD|6AART|7RCR|9TLV|aCDMG
69	25623 23143	7	   	265.91	DCR|4VULN|1DMG|1DUR|1CDMG	13LWND|2349VULN|3BPWR|5LIT|6DMG|7CDMG|8DUR|aRCR
70	25623 23513	9	   	265.91	DCR|4VULN|1DMG|1DUR|1CDMG	13LWND|2349VULN|3BPWR|5LIT|6DMG|7CDMG|8DUR|aRCR
71	33434 13313	5	   	265.87	DCR|4VULN|1DMG|2LIT|1CDMG|1AART	14LIT|2459VULN|3AART|4BPWR|6DMG|7RCR|8FEWX|aCDMG
72	33434 13512	5	   	265.87	DCR|4VULN|1DMG|2LIT|1CDMG|1AART	14LIT|2458VULN|3AART|4BPWR|6DMG|7RCR|9CDMG|aCGEN
73	33434 32114	6	   	265.87	DCR|4VULN|1DMG|2LIT|1CDMG|1AART	14LIT|2456VULN|3AART|4BPWR|7DMG|8LHND|9CDMG|aRCR
74	33434 32214	6	   	265.87	DCR|4VULN|1DMG|2LIT|1CDMG|1AART	14LIT|2456VULN|3AART|4BPWR|7DMG|8FEWX|9CDMG|aRCR
75	33534 24113	10	   	265.81	DCR|4VULN|1DMG|1TLV|1CDMG	1LIT|279aVULN|3TLV|4CDMG|5CGEN|6DMG|8RCR
76	52223 23113	10	   	265.81	DCR|4VULN|1DMG|1TLV|1CDMG	1CGEN|2TLV|349aVULN|5LIT|6DMG|7CDMG|8RCR
77	33434 13511	5	   	265.77	DCR|4VULN|1DMG|2LIT|1CDMG|1AART	14LIT|2458VULN|3AART|4BPWR|6DMG|7RCR|9CDMG|aTBNT
78	33434 13532	5	   	265.77	DCR|4VULN|1DMG|2LIT|1CDMG|1AART	14LIT|2458VULN|3AART|4BPWR|6DMG|7RCR|9ERES|aCDMG
79	33532 24113	10	   	265.71	DCR|4VULN|1DMG|1TLV|1CDMG	1LIT|279aVULN|3TLV|4CDMG|5ERES|6DMG|8RCR
80	33125 63124	5	   	265.55	DCR|3VULN|2DUR|2ASPD|2LIT|1CDMG	19LIT|239VULN|48ASPD|5CDMG|6BBNT|79DUR|9BPWR|aRCR
81	33123 53616	10	 * 	265.31	DCR|3VULN|2DUR|2ASPD|1DMG	1LIT|238VULN|4aASPD|57DUR|6RCR|9DMG
82	33123 55314	10	   	265.31	DCR|3VULN|2DUR|2ASPD|1DMG	1LIT|237VULN|48ASPD|5aDUR|6RCR|9DMG
83	33123 55314	9	   	265.31	DCR|3VULN|2DUR|2ASPD|1DMG	1LIT|237VULN|48ASPD|5aDUR|6RCR|9DMG
84	33123 53153	8	   	265.23	DCR|3VULN|3DUR|2ASPD|2LIT	19LIT|23aVULN|49ASPD|579DUR|6RCR|8RCVC|9BPWR
85	33123 53553	8	   	265.23	DCR|3VULN|3DUR|2ASPD|2LIT	19LIT|23aVULN|49ASPD|579DUR|6RCR|8DMSP|9BPWR
86	33123 53651	8	   	265.23	DCR|3VULN|3DUR|2ASPD|2LIT	19LIT|238VULN|49ASPD|579DUR|6RCR|9BPWR|aLWND
87	33123 53652	8	   	265.23	DCR|3VULN|3DUR|2ASPD|2LIT	19LIT|238VULN|49ASPD|579DUR|6RCR|9BPWR|aRCVC
88	33514 23123	1	   	264.86	DCR|3VULN|2DMG|1DUR|2LIT|1ASPD	17LIT|2DUR|37aVULN|4LHND|5BEXP|67DMG|7BPWR|8ASPD|9RCR
89	33515 23123	1	   	264.86	DCR|3VULN|2DMG|1DUR|2LIT|1ASPD	17LIT|2DUR|37aVULN|4LHND|5FEWX|67DMG|7BPWR|8ASPD|9RCR
90	33564 23123	1	   	264.86	DCR|3VULN|2DMG|1DUR|2LIT|1ASPD	17LIT|2DUR|37aVULN|4LWND|5BEXP|67DMG|7BPWR|8ASPD|9RCR
91	33565 23123	1	   	264.86	DCR|3VULN|2DMG|1DUR|2LIT|1ASPD	17LIT|2DUR|37aVULN|4LWND|5FEWX|67DMG|7BPWR|8ASPD|9RCR
92	34156 23123	5	   	264.86	DCR|3VULN|2DMG|1DUR|2LIT|1ASPD	17LIT|2LHND|37aVULN|4FEWX|5DUR|67DMG|7BPWR|8ASPD|9RCR
93	35114 23123	3	   	264.86	DCR|3VULN|2DMG|1DUR|2LIT|1ASPD	17LIT|2DUR|37aVULN|4LHND|5BEXP|67DMG|7BPWR|8ASPD|9RCR
94	35115 23123	3	   	264.86	DCR|3VULN|2DMG|1DUR|2LIT|1ASPD	17LIT|2DUR|37aVULN|4LHND|5FEWX|67DMG|7BPWR|8ASPD|9RCR
95	35154 23123	4	   	264.86	DCR|3VULN|2DMG|1DUR|2LIT|1ASPD	17LIT|2DUR|37aVULN|4FEWX|5BEXP|67DMG|7BPWR|8ASPD|9RCR
96	35155 23123	5	   	264.86	DCR|3VULN|2DMG|1DUR|2LIT|1ASPD	17LIT|2DUR|37aVULN|4FEWX|5LHND|67DMG|7BPWR|8ASPD|9RCR
97	35164 23123	3	   	264.86	DCR|3VULN|2DMG|1DUR|2LIT|1ASPD	17LIT|2DUR|37aVULN|4LWND|5BEXP|67DMG|7BPWR|8ASPD|9RCR
98	35165 23123	3	   	264.86	DCR|3VULN|2DMG|1DUR|2LIT|1ASPD	17LIT|2DUR|37aVULN|4LWND|5FEWX|67DMG|7BPWR|8ASPD|9RCR
99	35514 23123	2	   	264.86	DCR|3VULN|2DMG|1DUR|2LIT|1ASPD	17LIT|2DUR|37aVULN|4LHND|5BEXP|67DMG|7BPWR|8ASPD|9RCR
100	35515 23123	2	   	264.86	DCR|3VULN|2DMG|1DUR|2LIT|1ASPD	17LIT|2DUR|37aVULN|4LHND|5FEWX|67DMG|7BPWR|8ASPD|9RCR
101	33142 34422	3	   	264.76	DCR|3VULN|2DMG|1DUR|2LIT|1ASPD	14LIT|234VULN|4BPWR|5DUR|6ASPD|7aDMG|8RCR|9RCVC
102	33133 53463	6	   	264.76	DCR|3VULN|2DMG|1DUR|2LIT|1ASPD	18LIT|238VULN|4ERES|5DUR|6RCR|78DMG|8BPWR|9FEWX|aASPD
103	33111 63442	3	   	264.66	DCR|3VULN|2DMG|1DUR|2LIT|1ASPD	19LIT|235VULN|4aDMG|6DUR|7ASPD|8RCR
104	33143 53153	3	   	264.66	DCR|4VULN|1TLV|1DUR|2LIT|1AART	14LIT|234aVULN|4BPWR|5ZMB|6AART|7RCR|8TLV|9DUR
105	33123 53652	10	   	264.23	DCR|4VULN|2DUR|2LIT|1ASPD	19LIT|238aVULN|4ASPD|57DUR|6RCR
106	33123 53355	8	   	264.09	DCR|2VULN|3DUR|3ASPD|1TLV|2LIT	19LIT|23VULN|489ASPD|579DUR|6RCR|9BPWR|aTLV
107	33113 43152	6	 * 	263.79	ACR|4VULN|2DMG|2DUR|3LIT	169LIT|237aVULN|49DUR|5RCR|89DMG|9BPWR
108	33134 22266	7	   	263.42	DCR|3VULN|2DMG|1DUR|2LIT|1AART	18LIT|238VULN|4ERES|5CGEN|68DMG|7AART|8BPWR|9RCR|aDUR
109	33142 26135	3	   	263.42	DCR|3VULN|2DMG|1DUR|2LIT|1AART	14LIT|234VULN|4BPWR|5DUR|6AART|7RCR|8BEXP|9aDMG
110	33142 26235	3	   	263.42	DCR|3VULN|2DMG|1DUR|2LIT|1AART	14LIT|234VULN|4BPWR|5DUR|6AART|7RCR|8LWND|9aDMG
111	33142 36153	3	   	263.30	DCR|4VULN|1DUR|2LIT|1CDMG|1ASPD	14LIT|234aVULN|4BPWR|5DUR|6ASPD|7TBNT|8CDMG|9RCR
112	33144 11122	3	   	263.29	DCR|5VULN|3LIT|1TLV	146LIT|2345aVULN|4BPWR|7TLV|8LHND|9RCR
113	33544 11122	2	   	263.29	DCR|5VULN|3LIT|1TLV	146LIT|2345aVULN|4BPWR|7TLV|8LHND|9RCR
114	52263 23143	7	   	263.23	DCR|3VULN|2TLV|1DMG|1DUR|1CDMG	1CGEN|24TLV|349VULN|4BPWR|5LIT|6DMG|7CDMG|8DUR|aRCR
115	52263 23513	9	   	263.23	DCR|3VULN|2TLV|1DMG|1DUR|1CDMG	1CGEN|24TLV|349VULN|4BPWR|5LIT|6DMG|7CDMG|8DUR|aRCR
116	33434 13521	5	   	263.22	DCR|4VULN|1DMG|2LIT|1ASPD|1AART	14LIT|2458VULN|3AART|4BPWR|6DMG|7RCR|9ASPD|aLWND
117	33434 13523	5	   	263.22	DCR|4VULN|1DMG|2LIT|1ASPD|1AART	14LIT|2458VULN|3AART|4BPWR|6DMG|7RCR|9ASPD|aBEXP
118	33121 53264	4	   	263.22	DCR|4VULN|2CDMG|2LIT|1ASPD|1AART	1aLIT|235aVULN|4ASPD|6AART|7RCR|8MLV|9aCDMG|aBPWR
119	33131 53264	3	   	263.22	DCR|4VULN|2CDMG|2LIT|1ASPD|1AART	1aLIT|235aVULN|4ASPD|6AART|7RCR|8MLV|9aCDMG|aBPWR
120	33123 55612	10	   	263.16	DCR|4VULN|1DMG|1DUR|1ASPD	1LIT|2378VULN|4ASPD|5DUR|6RCR|9DMG|aBEXP
121	33123 55622	8	   	263.16	DCR|4VULN|1DMG|1DUR|1ASPD	1LIT|2378VULN|4ASPD|5DUR|6RCR|9ZMB|aDMG
122	33123 55611	9	   	263.06	DCR|4VULN|1DMG|1DUR|1ASPD	1LIT|2378VULN|4ASPD|5DUR|6RCR|9DMG|aBBNT
123	33123 55613	10	   	263.06	DCR|4VULN|1DMG|1DUR|1ASPD	1LIT|2378VULN|4ASPD|5DUR|6RCR|9DMG|aMBVNT
124	33142 26253	3	   	262.99	DCR|4VULN|2DUR|2LIT|1AART	14LIT|234aVULN|4BPWR|59DUR|6AART|7RCR|8LWND
125	33431 16143	5	   	262.99	DCR|4VULN|2DUR|2LIT|1AART	14LIT|249aVULN|3AART|4BPWR|56DUR|7RCR|8BEXP
126	33431 16243	5	   	262.99	DCR|4VULN|2DUR|2LIT|1AART	14LIT|249aVULN|3AART|4BPWR|56DUR|7RCR|8LWND
127	33432 16143	4	   	262.99	DCR|4VULN|2DUR|2LIT|1AART	14LIT|249aVULN|3AART|4BPWR|56DUR|7RCR|8BEXP
128	33432 16243	4	   	262.99	DCR|4VULN|2DUR|2LIT|1AART	14LIT|249aVULN|3AART|4BPWR|56DUR|7RCR|8LWND
129	35131 15343	7	   	262.93	DCR|4VULN|2DUR|1TLV	1LIT|27DUR|3589VULN|4RPLT|6TLV|aRCR
130	33123 55623	8	   	262.64	DCR|5VULN|1DUR|1ASPD	1LIT|2378aVULN|4ASPD|5DUR|6RCR|9ZMB
131	33434 13125	5	   	262.08	DCR|3VULN|1DMG|1TLV|1DUR|2LIT|1AART	14LIT|245VULN|3AART|4BPWR|6DMG|7RCR|8TLV|9DUR|aBEXP
132	33434 13126	5	   	262.08	DCR|3VULN|1DMG|1TLV|1DUR|2LIT|1AART	14LIT|245VULN|3AART|4BPWR|6DMG|7RCR|8TLV|9DUR|aCGEN
133	33433 13123	5	   	262.08	DCR|3VULN|1DMG|1TLV|1DUR|2LIT|1AART	14LIT|24aVULN|3AART|4BPWR|5RCVC|6DMG|7RCR|8TLV|9DUR
134	33435 13123	4	   	262.08	DCR|3VULN|1DMG|1TLV|1DUR|2LIT|1AART	14LIT|24aVULN|3AART|4BPWR|5DMSP|6DMG|7RCR|8TLV|9DUR
135	33434 13124	5	   	261.98	DCR|3VULN|1DMG|1DUR|1TLV|2LIT|1AART	14LIT|245VULN|3AART|4BPWR|6DMG|7RCR|8TLV|9DUR|aDUST
136	33111 53122	3	   	261.98	DCR|3VULN|1DMG|1TLV|1DUR|2LIT|1AART	1aLIT|235VULN|4DMG|6AART|7RCR|8TLV|9DUR
137	33511 53122	2	   	261.98	DCR|3VULN|1DMG|1TLV|1DUR|2LIT|1AART	1aLIT|235VULN|4DMG|6AART|7RCR|8TLV|9DUR
138	33142 26313	3	   	261.96	DCR|4VULN|1DUR|2LIT|1CDMG|1AART	14LIT|2349VULN|4BPWR|5DUR|6AART|7RCR|8ERES|aCDMG
139	33542 26313	2	   	261.96	DCR|4VULN|1DUR|2LIT|1CDMG|1AART	14LIT|2349VULN|4BPWR|5DUR|6AART|7RCR|8ERES|aCDMG
140	33111 53223	3	   	261.82	DCR|4VULN|1DMG|1DUR|1AART	1LIT|235aVULN|4DMG|6AART|7RCR|8MLV|9DUR
141	33111 53541	3	   	261.82	DCR|4VULN|1DMG|1TLV|1AART	1LIT|2358VULN|4DMG|6AART|7RCR|9TLV|aLWND
142	33111 53543	3	   	261.82	DCR|4VULN|1DMG|1TLV|1AART	1LIT|2358VULN|4DMG|6AART|7RCR|9TLV|aBEXP
143	33511 53223	2	   	261.82	DCR|4VULN|1DMG|1DUR|1AART	1LIT|235aVULN|4DMG|6AART|7RCR|8MLV|9DUR
144	33111 53423	3	   	261.72	DCR|4VULN|1DMG|1DUR|1AART	1LIT|235aVULN|4DMG|6AART|7RCR|8ERES|9DUR
145	33511 53423	2	   	261.72	DCR|4VULN|1DMG|1DUR|1AART	1LIT|235aVULN|4DMG|6AART|7RCR|8ERES|9DUR
146	33114 21224	10	   	261.69	DCR|3VULN|2DMG|2DUR	1LIT|239VULN|45DUR|67DMG|8RMIN|aRCR
147	33143 53612	9	   	261.69	DCR|3VULN|2DMG|2DUR	1LIT|238VULN|4ZMB|57DUR|6RCR|9aDMG
148	35113 53612	9	   	261.69	DCR|3VULN|2DMG|2DUR	1LIT|27DUR|358VULN|4CGEN|6RCR|9aDMG
149	33114 36124	5	 * 	261.65	DCR|3VULN|2DUR|2CDMG|2LIT|1ASPD	19LIT|239VULN|45DUR|6ASPD|7TBNT|89CDMG|9BPWR|aRCR
150	33114 36124	4	   	261.65	DCR|3VULN|2DUR|2CDMG|2LIT|1ASPD	19LIT|239VULN|45DUR|6ASPD|7TBNT|89CDMG|9BPWR|aRCR
151	33123 53611	10	   	261.65	DCR|3VULN|2DUR|1DMG|2LIT|1ASPD	1aLIT|238VULN|4ASPD|57DUR|6RCR|9DMG
152	33123 53613	9	   	261.65	DCR|3VULN|2DUR|1DMG|2LIT|1ASPD	1aLIT|238VULN|4ASPD|57DUR|6RCR|9DMG
153	33123 55411	10	   	261.65	DCR|3VULN|2DUR|1DMG|2LIT|1ASPD	1aLIT|237VULN|4ASPD|58DUR|6RCR|9DMG
154	33123 55413	9	   	261.65	DCR|3VULN|2DUR|1DMG|2LIT|1ASPD	1aLIT|237VULN|4ASPD|58DUR|6RCR|9DMG
155	33114 13124	6	   	261.59	DCR|3VULN|2DMG|2DUR	1LIT|237VULN|45DUR|6MBVNT|8aDMG|9RCR
156	33133 53612	9	   	261.59	DCR|3VULN|2DMG|2DUR	1LIT|238VULN|4ERES|57DUR|6RCR|9aDMG
157	33123 55352	8	   	261.52	DCR|3VULN|3ASPD|2DUR|2LIT	19LIT|237VULN|489ASPD|59DUR|6RCR|9BPWR|aDMSP
158	33123 55353	8	   	261.52	DCR|3VULN|3ASPD|2DUR|2LIT	19LIT|237VULN|489ASPD|59DUR|6RCR|9BPWR|aRPLT
159	33123 53353	8	   	261.49	DCR|2VULN|3DUR|3ASPD|2LIT|1CDMG	19LIT|23VULN|489ASPD|579DUR|6RCR|9BPWR|aCDMG
160	33131 22214	7	   	260.82	DCR|3VULN|2DMG|2LIT|1CDMG|1AART	18LIT|238VULN|4ERES|5MLV|68DMG|7AART|8BPWR|9CDMG|aRCR
161	33134 22214	7	   	260.82	DCR|3VULN|2DMG|2LIT|1CDMG|1AART	18LIT|238VULN|4ERES|5CGEN|68DMG|7AART|8BPWR|9CDMG|aRCR
162	33134 22263	7	   	260.82	DCR|3VULN|2DMG|2LIT|1CDMG|1AART	18LIT|238VULN|4ERES|5CGEN|68DMG|7AART|8BPWR|9RCR|aCDMG
163	35331 24111	9	   	260.72	DCR|3VULN|1DMG|1DUR|2LIT|1CDMG|1ASPD	13LIT|2DUR|4CDMG|579VULN|6DMG|8RCR|aASPD
164	35331 24132	8	   	260.72	DCR|3VULN|1DMG|1DUR|2LIT|1CDMG|1ASPD	13LIT|2DUR|4CDMG|57aVULN|6DMG|8RCR|9ASPD
165	35331 24141	8	   	260.72	DCR|3VULN|1DMG|1DUR|2LIT|1CDMG|1ASPD	13LIT|2DUR|4CDMG|579VULN|6DMG|8RCR|aASPD
166	25623 23111	9	   	260.66	DCR|4VULN|1DMG|1CDMG|1ASPD	13LWND|2349VULN|3BPWR|5LIT|6DMG|7CDMG|8RCR|aASPD
167	25623 23141	8	   	260.66	DCR|4VULN|1DMG|1CDMG|1ASPD	13LWND|2349VULN|3BPWR|5LIT|6DMG|7CDMG|8RCR|aASPD
