0	Index      	Bounty	 *	Score 	Summary	Detail	
1	35326 12511	8	 * 	277.67	橙4易伤1等级1伤害2暴击1时间	18基地爆炸2时间358a易伤4伤害6等级78暴击8序列升级9核
33	45333 12511	8	   	265.71	橙4易伤1等级2暴击1时间	18挖尘2时间348a易伤5攻速6等级78暴击8序列升级9核
34	32362 13133	3	   	264.73	橙5易伤2伤害1暴击	1基地爆炸23467易伤56伤害6序列升级8暴击9矿等a核
35	32362 13153	3	   	264.73	橙5易伤2伤害1暴击	1基地爆炸23467易伤56伤害6序列升级8暴击9低血量敌人a核
36	32362 33516	3	   	264.69	橙3易伤2时间1等级1伤害1暴击	1基地爆炸234易伤5伤害6等级7暴击8a时间9核
37	32342 13346	4	 * 	264.64	橙4易伤3伤害1时间	14基地爆炸2367易伤56a伤害6序列升级8时间9核
38	42362 13133	3	   	264.63	橙5易伤2伤害1暴击	1挖尘23467易伤56伤害6序列升级8暴击9矿等a核
39	42362 13153	3	   	264.63	橙5易伤2伤害1暴击	1挖尘23467易伤56伤害6序列升级8暴击9低血量敌人a核
40	42332 13346	3	   	264.44	橙4易伤3伤害1时间	14挖尘2367易伤56a伤害6序列升级8时间9核
41	13231 22442	3	 * 	262.83	橙4易伤3时间3攻速	19a攻速2平台389a易伤4赏金塔59a时间6赏金邻近7核9a序列升级
42	62121 41263	1	   	262.68	橙3易伤2伤害2等级	17等级27伤害3雷电4矿等579易伤6随机矿7序列升级8攻速a核
43	35326 12512	8	 * 	262.66	橙3易伤1等级3暴击1伤害1时间	18基地爆炸2时间358易伤4伤害6等级78a暴击8序列升级9核
44	62121 61163	1	   	262.35	橙3易伤2伤害1等级1时间	1等级26伤害3雷电4矿等589易伤7时间a核
45	35326 11336	9	   	262.12	橙3易伤2伤害2等级1时间	1基地爆炸2时间359易伤4a伤害68等级7核
46	64312 12532	6	 * 	261.82	橙3易伤3伤害3等级	179等级2a金币生成37a伤害4基地爆炸5最后敌人67a易伤7a序列升级8核
47	35335 51332	10	   	261.68	橙4易伤2时间1等级1全技能	1基地爆炸25时间3459易伤5序列升级6加一7核8等级a全技能
48	65433 32133	9	   	260.69	橙2易伤2伤害2等级1时间1暴击1全技能1卖塔	1a等级2卖塔3全技能4时间5a易伤6策反7核8暴击9a伤害a序列升级
49	35335 21432	10	   	260.43	橙4易伤2时间1等级	1基地爆炸25时间3458易伤5序列升级6攻速7平台9等级a核
50	35335 51332	9	   	260.33	橙4易伤2时间1等级	1基地爆炸25时间3459易伤5序列升级6加一7核8等级a雷电
51	32362 33614	3	   	259.75	橙3易伤2伤害1等级1暴击	1基地爆炸234易伤5a伤害6等级7暴击8雷电9核
52	35333 12516	8	 * 	259.44	橙3易伤2时间1等级2暴击	18基地爆炸2a时间348易伤5攻速6等级78暴击8序列升级9核
53	35335 33333	5	   	259.44	橙3易伤2时间1等级1伤害	1基地爆炸25时间345易伤5序列升级6核7最后敌人8雷电9伤害a等级
54	32362 13246	3	   	259.39	橙5易伤2伤害	1基地爆炸23467易伤56伤害6序列升级8攻速9策反a核
55	45335 33333	5	   	259.34	橙3易伤2时间1等级1伤害	1挖尘25时间345易伤5序列升级6核7最后敌人8雷电9伤害a等级
56	32362 13536	3	   	259.29	橙5易伤2伤害1核弹	1基地爆炸23467易伤56伤害6序列升级8核弹9攻速a核
57	35326 11331	10	 * 	259.12	橙3易伤2等级2时间1伤害	1基地爆炸2a时间359易伤4伤害68等级7核
58	32362 15131	3	   	258.94	橙4易伤2伤害1等级	17基地爆炸2346易伤56伤害6序列升级8核9等级a低血量敌人
59	32362 15135	3	   	258.94	橙4易伤2伤害1等级	17基地爆炸2346易伤56伤害6序列升级8核9等级a平台
60	32342 13131	4	   	258.94	橙4易伤2伤害1等级	14基地爆炸2367易伤56伤害6序列升级8核9等级a低血量敌人
61	32342 13135	4	   	258.94	橙4易伤2伤害1等级	14基地爆炸2367易伤56伤害6序列升级8核9等级a平台
62	32342 13144	4	   	258.94	橙4易伤2伤害1等级	14基地爆炸2367易伤56伤害6序列升级8核9随机矿a等级
63	32342 13154	4	   	258.94	橙4易伤2伤害1等级	14基地爆炸2367易伤56伤害6序列升级8核9金币生成a等级
64	32662 13131	2	   	258.94	橙4易伤2伤害1等级	13基地爆炸2467易伤56伤害6序列升级8核9等级a低血量敌人
65	32662 13135	2	   	258.94	橙4易伤2伤害1等级	13基地爆炸2467易伤56伤害6序列升级8核9等级a平台
66	32362 15114	3	   	258.84	橙4易伤2伤害1等级	17基地爆炸2346易伤56伤害6序列升级8核9掉矿a等级
67	32342 13114	4	   	258.84	橙4易伤2伤害1等级	14基地爆炸2367易伤56伤害6序列升级8核9掉矿a等级
68	32662 13114	2	   	258.84	橙4易伤2伤害1等级	13基地爆炸2467易伤56伤害6序列升级8核9掉矿a等级
69	42313 43225	2	   	258.74	橙4易伤2伤害1等级1核弹	1挖尘246a易伤3平台56伤害6序列升级7核8核弹9等级
70	42323 43225	3	   	258.74	橙4易伤2伤害1等级1核弹	1挖尘236a易伤4平台56伤害6序列升级7核8核弹9等级
71	42162 13131	2	   	258.74	橙4易伤2伤害1等级	13挖尘2467易伤56伤害6序列升级8核9等级a低血量敌人
72	42162 13135	2	   	258.74	橙4易伤2伤害1等级	13挖尘2467易伤56伤害6序列升级8核9等级a平台
73	42332 13131	3	   	258.74	橙4易伤2伤害1等级	14挖尘2367易伤56伤害6序列升级8核9等级a低血量敌人
74	42332 13135	3	   	258.74	橙4易伤2伤害1等级	14挖尘2367易伤56伤害6序列升级8核9等级a平台
75	42332 13144	3	   	258.74	橙4易伤2伤害1等级	14挖尘2367易伤56伤害6序列升级8核9随机矿a等级
76	42332 13154	3	   	258.74	橙4易伤2伤害1等级	14挖尘2367易伤56伤害6序列升级8核9金币生成a等级
77	42162 13114	2	   	258.64	橙4易伤2伤害1等级	13挖尘2467易伤56伤害6序列升级8核9掉矿a等级
78	42332 13114	3	   	258.64	橙4易伤2伤害1等级	14挖尘2367易伤56伤害6序列升级8核9掉矿a等级
79	35326 11333	9	   	258.18	橙3易伤2等级1伤害1时间1暴击	1基地爆炸2时间359易伤4伤害68等级7核a暴击
80	35326 11363	8	   	258.18	橙3易伤2等级1伤害1时间1暴击	1基地爆炸2时间359易伤4伤害68等级7核a暴击
81	35326 12513	8	   	256.62	橙3易伤1等级1伤害2暴击1时间	18基地爆炸2时间358易伤4伤害6等级78暴击8序列升级9核a敌人爆炸
82	32362 33512	3	   	256.42	橙3易伤1等级2暴击1伤害1时间	1基地爆炸234易伤5伤害6等级7a暴击8时间9核
83	42362 33512	3	   	256.32	橙3易伤1等级1伤害2暴击1时间	1挖尘234易伤5伤害6等级7a暴击8时间9核
84	32362 33211	3	   	254.90	橙4易伤1等级1伤害1暴击	1基地爆炸234a易伤5伤害6等级7暴击8低血量敌人9核
85	42362 33211	3	   	254.80	橙4易伤1等级1伤害1暴击	1挖尘234a易伤5伤害6等级7暴击8低血量敌人9核
86	13245 32612	8	 * 	254.73	橙2易伤3时间2伤害3攻速	15a攻速2平台3a易伤468时间7核9a伤害a序列升级
87	13245 35312	8	   	254.73	橙2易伤3时间2伤害3攻速	15a攻速2平台3a易伤467时间8核9a伤害a序列升级
88	31242 23146	8	   	254.38	橙3易伤2伤害2等级	19基地爆炸2额外掉落369易伤4雷电57等级89伤害9序列升级a核
89	32242 23146	8	   	254.38	橙3易伤2伤害2等级	19基地爆炸269易伤3额外掉落4雷电57等级89伤害9序列升级a核
90	62121 41163	1	   	254.38	橙3易伤2伤害2等级	17等级27伤害3雷电4矿等579易伤6随机矿7序列升级8金币生成a核
91	35335 51441	10	   	254.19	橙4易伤2时间1伤害	1基地爆炸25时间3458易伤5序列升级6加一7核9攻速a伤害
92	35326 41331	10	   	254.04	橙3易伤2伤害1等级1时间	1基地爆炸2时间359易伤4a伤害6策反7核8等级
93	64362 21323	7	   	254.00	橙2易伤2伤害1等级2攻速1时间	1等级2金币生成3a伤害4a易伤5最后敌人6a攻速7核8雷电9时间a序列升级
94	64362 21323	8	   	254.00	橙2易伤2伤害1等级2攻速1时间	1等级2金币生成3a伤害4a易伤5最后敌人6a攻速7核8雷电9时间a序列升级
95	35326 11231	10	   	253.94	橙3易伤2伤害1等级1时间	1基地爆炸2时间359易伤4a伤害6等级7核8掉矿
96	42313 43224	2	   	253.94	橙3易伤2伤害1等级1时间1核弹	1挖尘246易伤3平台56伤害6序列升级7核8核弹9等级a时间
97	42323 43224	3	   	253.94	橙3易伤2伤害1等级1时间1核弹	1挖尘236易伤4平台56伤害6序列升级7核8核弹9等级a时间
98	45333 11335	9	   	253.73	橙4易伤2等级1时间	1挖尘2时间349a易伤5攻速68等级7核
99	32431 42335	4	   	253.44	橙3易伤3伤害1等级	1基地爆炸256易伤3平台456伤害56序列升级78挖尘9等级a核
100	13232 55234	4	   	253.31	橙2易伤3伤害1等级2攻速	1a攻速2平台3a易伤4等级5雷电6核7双倍物品89a伤害a序列升级
101	32313 52553	8	 * 	253.18	橙5易伤1等级1暴击	1基地爆炸23689易伤4低血量敌人5等级7暴击a核
102	35333 11462	7	   	253.07	橙3易伤1等级1伤害1时间	1基地爆炸2时间349易伤5攻速6等级7核8伤害a雷电
103	35326 11332	10	   	252.84	橙3易伤2等级1伤害1时间	1基地爆炸2时间359易伤4伤害68等级7核a雷电
104	35333 11336	9	   	252.84	橙3易伤2等级1伤害1时间	1基地爆炸2时间349易伤5攻速68等级7核a伤害
105	35333 11366	8	   	252.84	橙3易伤2等级1伤害1时间	1基地爆炸2时间349易伤5攻速68等级7核a伤害
106	13233 42364	4	   	252.66	橙2易伤2伤害1等级2攻速1暴击1全技能	16攻速2平台3a易伤4等级56伤害6序列升级7全技能8核9暴击
107	35335 51433	10	   	252.47	橙5易伤2时间	1基地爆炸25时间34589易伤5序列升级6加一7核a雷电
108	32123 11363	9	   	252.11	橙2易伤3伤害1等级2雷电	1基地爆炸2a易伤3金币生成4攻速59a伤害6等级7核8a雷电a序列升级
109	64112 11242	3	 * 	252.11	橙2易伤2伤害2等级2时间	16等级28金币生成34时间56伤害6序列升级7a易伤9核
110	35335 51333	9	   	252.02	橙4易伤2时间1等级	1基地爆炸25时间3459易伤5序列升级6加一7核8等级a低血量敌人
111	35335 51334	9	   	252.02	橙4易伤2时间1等级	1基地爆炸25时间3459易伤5序列升级6加一7核8等级a策反
112	35335 51334	10	   	252.02	橙4易伤2时间1等级	1基地爆炸25时间3459易伤5序列升级6加一7核8等级a最后敌人
113	42123 11363	9	   	252.01	橙2易伤3伤害1等级2雷电	1挖尘2a易伤3金币生成4攻速59a伤害6等级7核8a雷电a序列升级
114	35335 51331	9	   	251.92	橙4易伤2时间1等级	1基地爆炸25时间3459易伤5序列升级6加一7核8等级a挖尘
115	35335 51333	10	   	251.92	橙4易伤2时间1等级	1基地爆炸25时间3459易伤5序列升级6加一7核8等级a掉矿
116	45326 11331	10	   	251.91	橙2易伤2伤害2等级2时间	15挖尘2a时间39易伤45伤害5序列升级68等级7核
117	61432 33263	4	   	251.64	橙3易伤2等级1伤害2雷电	17等级27雷电36最后敌人4伤害579易伤7序列升级8攻速a核
118	61433 33263	5	   	251.64	橙3易伤2等级1伤害2雷电	17等级27雷电36最后敌人4伤害579易伤7序列升级8攻速a核
119	32342 15133	4	   	251.54	橙3易伤2伤害1等级1暴击	147基地爆炸236易伤56伤害6序列升级8暴击9等级a核
120	32662 15133	2	   	251.54	橙3易伤2伤害1等级1暴击	137基地爆炸246易伤56伤害6序列升级8暴击9等级a核
121	35326 22511	8	   	251.46	橙4易伤1伤害2暴击1时间	18基地爆炸2时间358a易伤4伤害6金币生成78暴击8序列升级9核
122	64113 22532	5	 * 	251.34	橙3伤害3时间1易伤3等级	179等级2a金币生成37a时间4低血量敌人5易伤67a伤害7a序列升级8核
123	13224 66211	9	   	251.14	橙2易伤2等级2时间1伤害	1攻速2平台3a易伤4掉矿5雷电6a等级7伤害8核9a时间a序列升级
124	13224 66213	10	   	251.14	橙2易伤2等级2时间1伤害	1攻速2平台3a易伤4掉矿5雷电6a等级7伤害8核9a时间a序列升级
125	32166 31411	5	   	251.09	橙4易伤1等级1时间1暴击	1基地爆炸245a易伤3金币生成6等级7时间8暴击9核
126	32166 33511	5	   	251.09	橙4易伤1等级1时间1暴击	1基地爆炸245a易伤3金币生成6等级7暴击8时间9核
127	32365 31411	3	   	251.09	橙4易伤1等级1时间1暴击	1基地爆炸234a易伤5矿等6等级7时间8暴击9核
128	32365 33511	3	   	251.09	橙4易伤1等级1时间1暴击	1基地爆炸234a易伤5矿等6等级7暴击8时间9核
129	32366 31411	5	   	251.09	橙4易伤1等级1时间1暴击	1基地爆炸235a易伤4金币生成6等级7时间8暴击9核
130	32366 33511	5	   	251.09	橙4易伤1等级1时间1暴击	1基地爆炸235a易伤4金币生成6等级7暴击8时间9核
131	32362 14142	3	   	251.08	橙5易伤2伤害	1基地爆炸2346a易伤56伤害6序列升级7矿等8策反9核
132	32342 13442	4	   	251.08	橙5易伤2伤害	14基地爆炸2367a易伤56伤害6序列升级8敌人爆炸9核
133	35326 31432	10	   	251.04	橙3易伤2时间1等级1伤害	1基地爆炸26时间358易伤4伤害7平台9等级a核
134	32336 31411	5	   	250.99	橙4易伤1等级1时间1暴击	1基地爆炸235a易伤4掉矿6等级7时间8暴击9核
135	32336 33511	5	   	250.99	橙4易伤1等级1时间1暴击	1基地爆炸235a易伤4掉矿6等级7暴击8时间9核
136	32636 31411	5	   	250.99	橙4易伤1等级1时间1暴击	1基地爆炸245a易伤3掉矿6等级7时间8暴击9核
137	32636 33511	5	   	250.99	橙4易伤1等级1时间1暴击	1基地爆炸245a易伤3掉矿6等级7暴击8时间9核
138	32362 11142	3	   	250.98	橙5易伤2伤害	1基地爆炸2346a易伤56伤害6序列升级7掉矿8策反9核
139	45326 11333	9	   	250.98	橙2易伤2伤害2等级1时间1暴击	15挖尘2时间39易伤45伤害5序列升级68等级7核a暴击
140	32362 43133	3	   	250.91	橙4易伤1等级1伤害1全技能	16基地爆炸2347易伤5伤害8核9等级a全技能
141	35333 12512	8	   	250.90	橙3易伤1等级3暴击1时间	18基地爆炸2时间348易伤5攻速6等级78a暴击8序列升级9核
142	42336 31411	5	   	250.89	橙4易伤1等级1时间1暴击	1挖尘235a易伤4掉矿6等级7时间8暴击9核
143	42336 33511	5	   	250.89	橙4易伤1等级1时间1暴击	1挖尘235a易伤4掉矿6等级7暴击8时间9核
144	42362 11142	3	   	250.88	橙5易伤2伤害	1挖尘2346a易伤56伤害6序列升级7掉矿8策反9核
145	42162 13162	2	   	250.88	橙5易伤2伤害	13挖尘2467a易伤56伤害6序列升级8核9基地爆炸
146	42332 13162	3	   	250.88	橙5易伤2伤害	14挖尘2367a易伤56伤害6序列升级8核9基地爆炸
147	42332 13442	3	   	250.88	橙5易伤2伤害	14挖尘2367a易伤56伤害6序列升级8敌人爆炸9核
148	42162 63133	2	   	250.71	橙4易伤1等级1伤害1全技能	13挖尘2467易伤5伤害8核9等级a全技能
149	42332 63133	3	   	250.71	橙4易伤1等级1伤害1全技能	14挖尘2367易伤5伤害8核9等级a全技能
150	45333 12512	8	   	250.70	橙3易伤1等级3暴击1时间	18挖尘2时间348易伤5攻速6等级78a暴击8序列升级9核
151	32362 33612	3	   	250.24	橙3易伤2等级1伤害1暴击	1基地爆炸234易伤5伤害6a等级7暴击8雷电9核
152	32362 33661	3	   	250.24	橙3易伤2等级1伤害1暴击	1基地爆炸234易伤5伤害69等级7暴击8雷电a核
153	42362 33612	3	   	250.14	橙3易伤2等级1伤害1暴击	1挖尘234易伤5伤害6a等级7暴击8雷电9核
154	13231 51115	8	   	250.12	橙3易伤1等级3暴击3攻速	178攻速2平台389易伤4等级59低血量敌人689暴击89序列升级a核
155	32362 33216	3	   	250.10	橙3易伤1等级1伤害1时间1暴击	1基地爆炸234易伤5伤害6等级7暴击8低血量敌人9核a时间
156	32362 33513	3	   	250.10	橙3易伤1等级1伤害1时间1暴击	1基地爆炸234易伤5伤害6等级7暴击8时间9核a敌人爆炸
157	32362 33514	3	   	250.10	橙3易伤1等级1伤害1时间1暴击	1基地爆炸234易伤5伤害6等级7暴击8时间9核a平台
158	35326 11225	7	   	250.10	橙3易伤1等级1伤害1时间1暴击	1基地爆炸2时间35a易伤4伤害6等级7核8最后敌人9暴击
159	35326 12411	7	   	250.10	橙3易伤1等级1伤害1时间1暴击	18基地爆炸2时间35a易伤4伤害6等级7暴击9核
160	32342 33511	4	   	250.10	橙3易伤1等级1伤害1时间1暴击	14基地爆炸23a易伤5伤害6等级7暴击8时间9核
161	32662 33511	2	   	250.10	橙3易伤1等级1伤害1时间1暴击	13基地爆炸24a易伤5伤害6等级7暴击8时间9核
162	32362 33553	3	   	250.00	橙3易伤1等级1伤害1时间1暴击	1基地爆炸234易伤5伤害6等级7暴击8时间9赏金邻近a核
163	35326 11235	10	   	250.00	橙3易伤1等级1伤害1时间1暴击	1基地爆炸2时间359易伤4伤害6等级7核8掉矿a暴击
164	42362 33216	3	   	250.00	橙3易伤1等级1伤害1时间1暴击	1挖尘234易伤5伤害6等级7暴击8低血量敌人9核a时间
165	42362 33513	3	   	250.00	橙3易伤1等级1伤害1时间1暴击	1挖尘234易伤5伤害6等级7暴击8时间9核a敌人爆炸
166	13233 51115	8	   	249.92	橙3易伤1等级3暴击3攻速	178攻速2平台389易伤4等级59挖尘689暴击89序列升级a核
167	42162 33511	2	   	249.90	橙3易伤1等级1伤害1时间1暴击	13挖尘24a易伤5伤害6等级7暴击8时间9核
168	42332 33511	3	   	249.90	橙3易伤1等级1伤害1时间1暴击	14挖尘23a易伤5伤害6等级7暴击8时间9核
169	32362 43342	3	   	249.64	橙5易伤1伤害1时间	16基地爆炸2347a易伤5伤害8时间9核
170	32362 43136	3	   	249.56	橙4易伤1等级1伤害	16基地爆炸2347易伤5伤害8核9等级a雷电
171	42332 63342	3	   	249.44	橙5易伤1伤害1时间	14挖尘2367a易伤5伤害8时间9核
172	42332 63136	3	   	249.36	橙4易伤1等级1伤害	14挖尘2367易伤5伤害8核9等级a雷电
173	32362 43134	3	   	249.33	橙4易伤2等级1伤害	16基地爆炸2347易伤5伤害8核9a等级
174	32526 11332	10	   	249.33	橙4易伤2等级1伤害	1基地爆炸259a易伤3低血量敌人4伤害68等级7核
175	32363 11246	3	   	249.23	橙4易伤2等级1伤害1核弹	1基地爆炸2346易伤56等级6序列升级7掉矿8核弹9核a伤害
176	42332 63134	3	   	249.13	橙4易伤2等级1伤害	14挖尘2367易伤5伤害8核9a等级
177	32362 15343	3	   	248.99	橙4易伤2伤害1时间	17a基地爆炸2346易伤56伤害6序列升级8时间9核
178	32342 13343	4	   	248.99	橙4易伤2伤害1时间	14a基地爆炸2367易伤56伤害6序列升级8时间9核
179	32342 13344	4	   	248.99	橙4易伤2伤害1时间	14基地爆炸2367易伤56伤害6序列升级8时间9核a平台
180	32662 13343	2	   	248.99	橙4易伤2伤害1时间	13a基地爆炸2467易伤56伤害6序列升级8时间9核
181	42351 33263	3	   	248.98	橙4易伤2时间2雷电	17挖尘2369易伤47雷电57时间7序列升级8攻速a核
182	42351 33263	4	   	248.98	橙4易伤2时间2雷电	17挖尘2369易伤47雷电57时间7序列升级8攻速a核
183	32362 15341	3	   	248.89	橙4易伤2伤害1时间	17基地爆炸2346易伤56伤害6序列升级8时间9核a赏金塔
184	32342 13341	4	   	248.89	橙4易伤2伤害1时间	14基地爆炸2367易伤56伤害6序列升级8时间9核a赏金塔
185	32342 13345	4	   	248.89	橙4易伤2伤害1时间	14基地爆炸2367易伤56伤害6序列升级8时间9核a掉矿
186	32662 13341	2	   	248.89	橙4易伤2伤害1时间	13基地爆炸2467易伤56伤害6序列升级8时间9核a赏金塔
187	42313 43444	2	   	248.79	橙4易伤2伤害1时间	1挖尘2469易伤3平台56伤害6序列升级7核8加一a时间
188	42323 43444	3	   	248.79	橙4易伤2伤害1时间	1挖尘2369易伤4平台56伤害6序列升级7核8加一a时间
189	42162 13343	2	   	248.79	橙4易伤2伤害1时间	13挖尘2467易伤56伤害6序列升级8时间9核a基地爆炸
190	42332 13343	3	   	248.79	橙4易伤2伤害1时间	14挖尘2367易伤56伤害6序列升级8时间9核a基地爆炸
191	42332 13344	3	   	248.79	橙4易伤2伤害1时间	14挖尘2367易伤56伤害6序列升级8时间9核a平台
192	42162 13341	2	   	248.69	橙4易伤2伤害1时间	13挖尘2467易伤56伤害6序列升级8时间9核a赏金塔
193	42332 13341	3	   	248.69	橙4易伤2伤害1时间	14挖尘2367易伤56伤害6序列升级8时间9核a赏金塔
194	42332 13345	3	   	248.69	橙4易伤2伤害1时间	14挖尘2367易伤56伤害6序列升级8时间9核a掉矿
195	32431 33321	10	   	248.59	橙4易伤3伤害	157基地爆炸279a易伤36平台479伤害79a序列升级8核
196	31133 22442	1	   	248.49	橙4易伤3伤害	19a基地爆炸2赏金塔3平台49a伤害589a易伤6赏金邻近7核9a序列升级
197	31133 52642	1	   	248.49	橙4易伤3伤害	19a基地爆炸2赏金塔3平台49a伤害569a易伤7核8赏金邻近9a序列升级
198	32133 22442	1	   	248.49	橙4易伤3伤害	19a基地爆炸2赏金邻近3平台49a伤害589a易伤6赏金塔7核9a序列升级
199	32133 52642	1	   	248.49	橙4易伤3伤害	19a基地爆炸2赏金邻近3平台49a伤害569a易伤7核8赏金塔9a序列升级
200	32431 12441	10	   	248.49	橙4易伤3伤害	159基地爆炸289a易伤3平台469伤害7核9a序列升级
201	32362 33641	3	   	248.47	橙3易伤1等级2暴击1伤害	1基地爆炸234易伤5伤害6等级79暴击8雷电a核
202	32342 13146	4	   	248.39	橙4易伤3伤害	14基地爆炸2367易伤56a伤害6序列升级8核9随机矿
203	32342 13156	4	   	248.39	橙4易伤3伤害	14基地爆炸2367易伤56a伤害6序列升级8核9金币生成
204	32362 11146	3	   	248.29	橙4易伤3伤害	1基地爆炸2346易伤56a伤害6序列升级7掉矿8策反9核
205	42332 13146	3	   	248.19	橙4易伤3伤害	14挖尘2367易伤56a伤害6序列升级8核9随机矿
206	42332 13156	3	   	248.19	橙4易伤3伤害	14挖尘2367易伤56a伤害6序列升级8核9金币生成
207	42332 13166	3	   	248.19	橙4易伤3伤害	14挖尘2367易伤56a伤害6序列升级8核9基地爆炸
208	11531 61163	2	   	248.10	橙3易伤2时间1伤害2雷电	1攻速24雷电34时间4序列升级589易伤6伤害7矿等a核
209	35335 32311	8	   	247.88	橙4易伤2时间1暴击	1基地爆炸25时间345a易伤5序列升级6金币生成7暴击8攻速9核
210	64152 11313	4	   	247.83	橙3易伤2等级1时间2雷电	17等级27金币生成3时间46雷电578易伤7序列升级9攻速a核
211	64152 11313	3	   	247.83	橙3易伤2等级1时间2雷电	17等级27金币生成3时间46雷电578易伤7序列升级9攻速a核
212	35335 42311	8	   	247.78	橙4易伤2时间1暴击	1基地爆炸25时间345a易伤5序列升级6掉矿7暴击8攻速9核
213	45335 32311	8	   	247.78	橙4易伤2时间1暴击	1挖尘25时间345a易伤5序列升级6金币生成7暴击8攻速9核
214	45335 32311	7	   	247.78	橙4易伤2时间1暴击	1挖尘25时间345a易伤5序列升级6金币生成7暴击8攻速9核
215	61522 21263	2	   	247.73	橙3易伤2等级1时间2雷电	17等级27雷电3时间4掉矿579易伤6立即金币7序列升级8攻速a核
216	32363 14142	3	 * 	247.71	橙5易伤2等级	1基地爆炸2346a易伤56等级6序列升级7矿等8策反9核
217	32363 15152	3	   	247.71	橙5易伤2等级	17基地爆炸2346a易伤56等级6序列升级8核9金币生成
