0	Index      	 *	Score 	Summary	Detail	
1	31315 32115	 * 	190.27	DCR|3VULN|3ZMB|1AART|1DMG	19aBEXP|2RMIN|39aZMB|4MLV|5AART|6DMG|7RCR|89aVULN|9aBPWR
19	12352 21651	   	176.03	DCR|3VULN|2AART|2CDMG	1RCVC|28CDMG|38FEWX|45AART|6RCR|789VULN|8BPWR|aRPLT
20	12352 21652	   	176.03	DCR|3VULN|2AART|2CDMG	1RCVC|28CDMG|38FEWX|45AART|6RCR|789VULN|8BPWR|aLHND
21	12153 21211	 * 	175.94	DCR|2DMG|1AART|1VULN|2CDMG|2ZMB	1RCVC|28CDMG|3CANSTR|48DMG|5AART|6RPLT|78ZMB|8BPWR|9RCR|aVULN
22	31262 21636	 * 	175.83	DCR|3DMG|1AART|2CDMG|2ASPD	149BEXP|2RMIN|34CDMG|49BPWR|59aDMG|6RCR|79ASPD|8AART
23	12352 21653	   	175.78	DCR|3VULN|2AART|2CDMG|1SELL	1RCVC|28CDMG|38FEWX|45AART|6RCR|789VULN|8BPWR|aSELL
24	21631 51341	   	175.67	DCR|3VULN|1AART|1DMG|2ZMB|1DUR	17CGEN|2LIT|37ZMB|457VULN|6AART|7BPWR|8DUR|9DMG|aRCR
25	45151 34433	 * 	175.48	DCR|4VULN|1AART|1DMG	1RPLT|2MBVNT|3LIT|489aVULN|5AART|6DMG|7RCR
26	12153 23211	 * 	174.64	DCR|2DMG|1AART|1VULN|2CDMG|2ASPD	1RCVC|28CDMG|3CANSTR|48DMG|5AART|6RPLT|78ASPD|8BPWR|9RCR|aVULN
27	12352 21262	   	173.92	DCR|2AART|2VULN|1DMG|1CDMG	1RCVC|2CDMG|3FEWX|45AART|6RCR|78VULN|9LIT|aDMG
28	42232 14252	   	173.89	ACR|3DMG|1AART|1VULN|2DUR|1SELL	1RPLT|279DMG|38DUR|4RCR|5AART|6SELL|aVULN
29	21631 51623	   	173.54	DCR|3VULN|1AART|1DMG|2ZMB	17CGEN|2LIT|37ZMB|457VULN|6AART|7BPWR|8RCR|9MGNSTR|aDMG
30	42232 16512	 * 	173.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR|1SELL	1RPLT|2DMG|3DUR|4RCR|5AART|6SELL|7aVULN|8ASPD|9CDMG
31	23631 51631	   	173.31	DCR|4VULN|1AART|1CDMG|1ASPD	17CGEN|2ASPD|37LIT|4579VULN|6AART|7BPWR|8RCR|aCDMG
32	45151 34431	 * 	172.83	DCR|3VULN|2AART|1DMG	1RPLT|2MBVNT|3LIT|489VULN|5aAART|6DMG|7RCR
33	12512 21322	   	172.75	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1RCVC|2CDMG|3DUR|4CGEN|5DMG|6RCR|7ASPD|89VULN|aAART
34	12412 22322	   	172.65	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1RCVC|2CDMG|3ERES|4ASPD|5DUR|6RCR|7DMG|89VULN|aAART
35	12462 21322	   	172.65	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1RCVC|2CDMG|3ERES|4DUR|5DMG|6RCR|7ASPD|89VULN|aAART
36	45151 34434	   	172.38	DCR|3VULN|1AART|1DMG|1ZMB	1RPLT|2MBVNT|3LIT|489VULN|5AART|6DMG|7RCR|aZMB
37	12351 21256	   	172.17	DCR|4VULN|1AART|1CDMG	1RCVC|2CDMG|35FEWX|4AART|6RCR|789aVULN
38	12412 22631	 * 	171.65	DCR|2DMG|2AART|2CDMG|1DUR|1ASPD	1RCVC|29CDMG|39ERES|4ASPD|5DUR|6RCR|79DMG|8aAART|9BPWR
39	12362 21256	   	171.57	DCR|4VULN|1AART|1CDMG	1RCVC|2CDMG|34FEWX|5AART|6RCR|789aVULN
40	12352 21623	   	171.38	DCR|2AART|2VULN|2CDMG|1ZMB	1RCVC|28CDMG|38FEWX|45AART|6RCR|78VULN|8BPWR|9RPLT|aZMB
41	12351 21625	   	171.38	DCR|2AART|2VULN|2CDMG|1ZMB	1RCVC|28CDMG|358FEWX|4aAART|6RCR|78VULN|8BPWR|9ZMB
42	45445 34313	   	171.35	DCR|2VULN|2DMG|1AART|1ASPD	1RPLT|2MBVNT|3aVULN|4DUST|5ASPD|6RCR|7AART|89DMG
43	42141 33211	   	171.33	ACR|3VULN|2DMG|1ZMB|1DUR	1RPLT|2aDMG|3ZMB|4RCR|5aFEWX|6DUST|7DUR|89aVULN|aBPWR
44	45724 34211	   	171.33	ACR|3VULN|2DMG|1ZMB|1DUR	1RPLT|2MBVNT|3aDMG|4RCR|5aFEWX|6DUR|7ZMB|89aVULN|aBPWR
45	45724 34224	   	171.33	ACR|3DMG|2VULN|1ZMB|1DUR	1RPLT|2MBVNT|39aDMG|4RCR|59FEWX|6DUR|7ZMB|89VULN|9BPWR
46	12412 22632	   	171.21	DCR|2DMG|1AART|2CDMG|1ZMB|1DUR|1ASPD	1RCVC|29CDMG|39ERES|4ASPD|5DUR|6RCR|79DMG|8AART|9BPWR|aZMB
47	31262 21632	   	171.18	DCR|2DMG|1AART|2CDMG|2ASPD|1ZMB	149BEXP|2RMIN|34CDMG|49BPWR|59DMG|6RCR|79ASPD|8AART|aZMB
48	45222 41622	 * 	170.90	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB	1RPLT|2MBVNT|38ASPD|4RCR|5AART|68DMG|78CGEN|8BPWR|9ZMB|aVULN
49	45222 43622	   	170.90	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB	1RPLT|2MBVNT|38ASPD|4RCR|5AART|68DMG|78MLV|8BPWR|9ZMB|aVULN
50	12362 21625	   	170.78	DCR|2AART|2VULN|2CDMG|1ZMB	1RCVC|28CDMG|348FEWX|5aAART|6RCR|78VULN|8BPWR|9ZMB
51	45222 44622	   	170.70	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB	1RPLT|2MBVNT|38ASPD|4RCR|5AART|68DMG|78ERES|8BPWR|9ZMB|aVULN
52	45222 42713	   	170.57	ACR|2VULN|2DMG|1AART|1ASPD	1RPLT|2MBVNT|3ASPD|4RCR|5AART|69DMG|7LEGI|8aVULN
53	31262 21232	 * 	170.40	DCR|2DMG|3ZMB|3CDMG|2ASPD	149BEXP|2RMIN|349CDMG|49aBPWR|5aDMG|6RCR|7aASPD|89aZMB
54	42433 12413	 * 	170.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RPLT|2DMG|3SNIHEL|4RCR|5ZMB|6AART|7RMIN|8CDMG|9aVULN
55	12352 21236	   	169.51	DCR|3VULN|2AART|1CDMG	1RCVC|2CDMG|3FEWX|45AART|6RCR|78aVULN|9DMSP
56	12352 21251	   	169.51	DCR|3VULN|2AART|1CDMG	1RCVC|2CDMG|3FEWX|45AART|6RCR|789VULN|aRPLT
57	12352 21252	   	169.51	DCR|3VULN|2AART|1CDMG	1RCVC|2CDMG|3FEWX|45AART|6RCR|789VULN|aLHND
58	12352 21254	   	169.51	DCR|3VULN|2AART|1CDMG	1RCVC|2CDMG|3aFEWX|45AART|6RCR|789VULN
59	12352 21255	   	169.41	DCR|3VULN|2AART|1CDMG	1RCVC|2CDMG|3FEWX|45AART|6RCR|789VULN|aERES
60	45228 14313	   	169.37	ACR|2VULN|2DMG|1AART|1ASPD	1RPLT|2MBVNT|3ASPD|4RCR|5aVULN|6DUST|7AART|89DMG
61	12352 21253	   	169.27	DCR|3VULN|2AART|1CDMG|1SELL	1RCVC|2CDMG|3FEWX|45AART|6RCR|789VULN|aSELL
62	42336 15221	   	169.24	ACR|3VULN|3DMG	1RPLT|29aDMG|39aFEWX|4RCR|5LWND|6DUST|7RMIN|89aVULN|9aBPWR
63	23255 22513	 * 	169.17	DCR|1AART|1DMG|1VULN|1FLTHEA|1ZMB|1ASPD|1DUR	1CGEN|2ASPD|3ZMB|4DUR|5AART|6RCR|7FEWX|8DMG|9FLTHEA|aVULN
64	23255 23513	   	169.17	DCR|1AART|1DMG|1VULN|1FLTHEA|1ZMB|1ASPD|1DUR	1CGEN|2ASPD|3ZMB|4DUR|5AART|6RCR|7BEXP|8DMG|9FLTHEA|aVULN
65	23255 21242	   	169.07	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1CGEN|2ASPD|3ZMB|4DUR|5AART|6RCR|7LEGI|8CDMG|9DMG|aVULN
66	23255 21513	   	169.07	DCR|1AART|1DMG|1VULN|1FLTHEA|1ZMB|1ASPD|1DUR	1CGEN|2ASPD|3ZMB|4DUR|5AART|6RCR|7LEGI|8DMG|9FLTHEA|aVULN
67	42215 43321	   	169.03	ACR|3VULN|2DMG|1ZMB|1DUR	1RPLT|2aDMG|3DUR|46aVULN|5RCR|7BEXP|8ZMB|9aLHND|aBPWR
68	42215 43331	   	169.03	ACR|3VULN|2DMG|1ZMB|1DUR	1RPLT|2aDMG|3DUR|46aVULN|5RCR|7BEXP|8ZMB|9aFEWX|aBPWR
69	36115 23631	   	169.02	DCR|2VULN|2DMG|1AART|1ZMB	19BEXP|2MBVNT|3ZMB|49DMG|5TLV|6LIT|79VULN|8RCR|9BPWR|aAART
70	42431 11311	   	168.94	ACR|3VULN|3DMG	1RPLT|269DMG|3SNIHEL|4RCR|59LIT|79aVULN|8MBVNT|9BPWR
71	42142 22352	 * 	168.90	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	1RPLT|2DMG|3ZMB|4RCR|59ASPD|6aVULN|7ERES|8AART
72	42141 16312	   	168.85	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1RPLT|2DMG|3ZMB|4RCR|5FEWX|6aVULN|7SELL|8AART|9CDMG
73	42232 22662	 * 	168.84	ACR|3VULN|1AART|1DMG|1DUR	16RPLT|2DMG|3DUR|4RCR|5AART|7LWND|89aVULN
74	42232 23662	   	168.84	ACR|3VULN|1AART|1DMG|1DUR	16RPLT|2DMG|3DUR|4RCR|5AART|7BEXP|89aVULN
75	42433 13353	   	168.78	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	1RPLT|2aDMG|3SNIHEL|4RCR|5ZMB|6AART|78DUR|9VULN
76	42232 21662	   	168.74	ACR|3VULN|1AART|1DMG|1DUR	16RPLT|2DMG|3DUR|4RCR|5AART|7DUST|89aVULN
77	42232 25272	   	168.74	ACR|3VULN|1AART|1DMG|1DUR	16RPLT|2DMG|3DUR|4RCR|5AART|79aVULN|8MBVNT
78	42232 32615	 * 	168.74	ACR|3DMG|1AART|2CDMG|1DUR	1RPLT|29aDMG|3DUR|4RCR|5AART|6aERES|7DMSP|8aCDMG|aBPWR
79	36612 32116	 * 	168.72	DCR|3VULN|3DMG	19aBEXP|2MBVNT|3RCVC|4MLV|5DLOT|69aDMG|7RCR|89aVULN|9aBPWR
80	45414 22831	   	168.16	DCR|2VULN|2DMG|1AART|1CDMG	1RPLT|2MBVNT|37VULN|4LWND|57DMG|67MLV|7BPWR|8AART|9CDMG|aRCR
81	23631 51341	   	167.76	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	17CGEN|2ASPD|37LIT|457VULN|6AART|7BPWR|8DUR|9DMG|aRCR
82	21631 51633	   	167.57	DCR|4VULN|1AART|2ZMB	17CGEN|2LIT|37ZMB|4579VULN|6AART|7BPWR|8RCR|aRMIN
83	34363 15232	   	167.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BEXP|28DMG|3ZMB|46CGEN|5VULN|7RCR|9CDMG|aAART
84	34363 25132	   	167.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	18BEXP|2DMG|3ZMB|4CGEN|56VULN|7RCR|9CDMG|aAART
85	12351 21615	   	167.31	DCR|2AART|2VULN|2CDMG|1ASPD	1RCVC|28CDMG|358FEWX|4aAART|6RCR|78VULN|8BPWR|9ASPD
86	21631 51611	   	167.12	DCR|3VULN|1AART|2ZMB|1CDMG	179CGEN|2LIT|37ZMB|457VULN|6AART|7BPWR|8RCR|aCDMG
87	23255 25312	   	166.97	DCR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1CGEN|2ASPD|3ZMB|4DUR|58AART|6RCR|7VULN|9DMG|aRPLT
88	23255 25313	   	166.97	DCR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1CGEN|2ASPD|3ZMB|4DUR|58AART|6RCR|7VULN|9DMG|aLIT
89	12351 21612	   	166.87	DCR|2VULN|1AART|2CDMG|1ZMB|1ASPD	1RCVC|28CDMG|358FEWX|4AART|6RCR|78VULN|8BPWR|9ASPD|aZMB
90	23255 25311	   	166.87	DCR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1CGEN|2ASPD|3ZMB|4DUR|58AART|6RCR|7VULN|9DMG|aTLV
91	45222 41612	   	166.83	ACR|2DMG|1AART|1VULN|2ASPD|1DUR	1RPLT|2MBVNT|38ASPD|4RCR|5AART|68DMG|78CGEN|8BPWR|9DUR|aVULN
92	45222 43612	   	166.83	ACR|2DMG|1AART|1VULN|2ASPD|1DUR	1RPLT|2MBVNT|38ASPD|4RCR|5AART|68DMG|78MLV|8BPWR|9DUR|aVULN
93	42232 32616	 * 	166.73	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RPLT|29DMG|3DUR|4RCR|5AART|6ERES|7DMSP|8CDMG|aVULN
94	12362 21615	   	166.71	DCR|2AART|2VULN|2CDMG|1ASPD	1RCVC|28CDMG|348FEWX|5aAART|6RCR|78VULN|8BPWR|9ASPD
95	45222 42744	   	166.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RPLT|2MBVNT|3ASPD|4RCR|5AART|6DMG|7LEGI|8aVULN|9CDMG
96	45222 44612	   	166.63	ACR|2DMG|1AART|1VULN|2ASPD|1DUR	1RPLT|2MBVNT|38ASPD|4RCR|5AART|68DMG|78ERES|8BPWR|9DUR|aVULN
97	42215 42123	   	166.63	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1RPLT|2DMG|38DUR|46VULN|5RCR|7ERES|9CDMG|aAART
98	42315 42331	   	166.60	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RPLT|2DMG|3FEWX|46VULN|5RCR|7ERES|8AART|9CDMG|aZMB
99	42232 13412	   	166.59	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1RPLT|2DMG|3DUR|4RCR|5AART|6SELL|7MLV|8aVULN|9CDMG
100	42332 16512	   	166.59	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	1RPLT|2DMG|3FEWX|4RCR|5AART|6SELL|7aVULN|8ASPD|9CDMG
101	12312 25246	   	166.59	DCR|2DMG|1AART|1VULN|2CDMG	1RCVC|29CDMG|37FEWX|49CGEN|59DMG|6RCR|8AART|9BPWR|aVULN
102	23253 25232	   	166.59	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB|1ASPD	1CGEN|2ASPD|3ZMB|48DUR|56VULN|7RCR|9CDMG|aAART
103	61315 32115	   	166.52	DCR|3VULN|3ZMB|1AART|1DMG|3MSE	19aMSE|2RMIN|39aZMB|4MLV|5AART|6DMG|7RCR|89aVULN|9aBPWR
104	42433 13214	   	166.49	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1RPLT|2DMG|3SNIHEL|4RCR|5ZMB|6AART|7DUR|8ASPD|9VULN|aCDMG
105	45143 54433	   	166.42	DCR|4VULN|1AART|1ZMB	1RPLT|2MBVNT|3LIT|4ZMB|5AART|689aVULN|7RCR
106	12312 22632	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCVC|2CDMG|3FEWX|4CGEN|5DMG|6RCR|7DUR|8aVULN|9AART
107	12512 25632	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCVC|2CDMG|3DUR|4CGEN|5DMG|6RCR|7FEWX|8aVULN|9AART
108	12362 21612	   	166.27	DCR|2VULN|1AART|2CDMG|1ZMB|1ASPD	1RCVC|28CDMG|348FEWX|5AART|6RCR|78VULN|8BPWR|9ASPD|aZMB
109	42142 22336	   	166.24	ACR|2DMG|1AART|1VULN|2ZMB|1ASPD	19RPLT|2aDMG|3aZMB|4RCR|5ASPD|6VULN|7aERES|8AART|aBPWR
110	33115 23143	   	166.20	DCR|3VULN|3ZMB|1DMG|1DUR	18aBEXP|26LWND|38aZMB|4DMG|5DUR|78aVULN|8aBPWR|9RCR
111	12512 21631	 * 	166.17	DCR|2AART|1DMG|2CDMG|2ASPD|2DUR	1RCVC|29CDMG|39DUR|4CGEN|5DMG|6RCR|79ASPD|8aAART|9BPWR
112	42142 22316	   	166.14	ACR|2DMG|1AART|1VULN|2ZMB|1ASPD	1RPLT|2aDMG|3aZMB|4RCR|5ASPD|6VULN|79aERES|8AART|aBPWR
113	42142 22322	 * 	166.14	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	1RPLT|2DMG|39ZMB|4RCR|5ASPD|6aVULN|7ERES|8AART
114	22246 31212	 * 	166.12	ACR|2VULN|2AART|1CDMG|1ZMB|1DUR	1CGEN|2DUST|3CDMG|4ZMB|5RCR|67AART|8aVULN|9DUR
115	52246 31212	   	166.02	ACR|2VULN|2AART|1CDMG|1ZMB|1DUR	1ERES|2DUST|3CDMG|4ZMB|5RCR|67AART|8aVULN|9DUR
116	24262 21322	   	165.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|24LWND|3CDMG|5DMG|6RCR|7ASPD|89VULN|aAART
117	26242 21322	   	165.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	12CGEN|3LWND|4CDMG|5DMG|6RCR|7ASPD|89VULN|aAART
118	24235 22322	   	165.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|25LWND|3CDMG|4ASPD|6RCR|7DMG|89VULN|aAART
119	24236 22322	   	165.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|2LWND|3CDMG|4ASPD|5DMSP|6RCR|7DMG|89VULN|aAART
120	12512 21632	   	165.72	DCR|1AART|1DMG|2CDMG|2ASPD|2DUR|1ZMB	1RCVC|29CDMG|39DUR|4CGEN|5DMG|6RCR|79ASPD|8AART|9BPWR|aZMB
121	26542 21322	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	12CGEN|3LEGI|4CDMG|5DMG|6RCR|7ASPD|89VULN|aAART
122	54235 22322	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ERES|25LWND|3CDMG|4ASPD|6RCR|7DMG|89VULN|aAART
123	54236 22322	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ERES|2LWND|3CDMG|4ASPD|5DMSP|6RCR|7DMG|89VULN|aAART
124	23631 51623	   	165.62	DCR|3VULN|1AART|1DMG|1ASPD	17CGEN|2ASPD|37LIT|457VULN|6AART|7BPWR|8RCR|9MGNSTR|aDMG
125	42232 22552	   	165.62	ACR|2DMG|1AART|1VULN|2DUR|1ASPD	16RPLT|28DMG|38DUR|4RCR|5AART|78LWND|8BPWR|9ASPD|aVULN
126	42232 23552	   	165.62	ACR|2DMG|1AART|1VULN|2DUR|1ASPD	16RPLT|28DMG|38DUR|4RCR|5AART|78BEXP|8BPWR|9ASPD|aVULN
127	42234 15211	   	165.62	ACR|3VULN|2DMG|2DUR	1RPLT|2aDMG|3aDUR|4RCR|5BEXP|6DUST|7RMIN|89aVULN|aBPWR
128	42235 31211	   	165.62	ACR|3VULN|2DMG|2DUR	1RPLT|2aDMG|3aDUR|4RCR|5RMIN|6DUST|7FEWX|89aVULN|aBPWR
129	42235 35211	   	165.62	ACR|3VULN|2DMG|2DUR	1RPLT|2aDMG|3aDUR|4RCR|5RMIN|6DUST|7BEXP|89aVULN|aBPWR
130	12414 22322	   	165.61	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCVC|2CDMG|3ERES|4ASPD|5LEGI|6RCR|7DMG|89VULN|aAART
131	16142 21322	   	165.61	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCVC|2LEGI|3ERES|4CDMG|5DMG|6RCR|7ASPD|89VULN|aAART
132	54252 21322	   	165.61	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	14ERES|2LWND|3CDMG|5DMG|6RCR|7ASPD|89VULN|aAART
133	34261 11133	   	165.51	DCR|3DMG|1AART|2CDMG|2DUR	19BEXP|249DMG|34CDMG|49BPWR|5LHND|69DUR|7AART|8RCVC|aRCR
134	34266 13233	   	165.51	DCR|3DMG|1AART|2CDMG|2DUR	19BEXP|249DMG|34CDMG|49BPWR|56DUR|7AART|89LHND|aRCR
135	42232 21552	   	165.42	ACR|2DMG|1AART|1VULN|2DUR|1ASPD	16RPLT|28DMG|38DUR|4RCR|5AART|78DUST|8BPWR|9ASPD|aVULN
136	34266 13333	   	165.31	DCR|3DMG|1AART|2CDMG|2DUR	19BEXP|249DMG|34CDMG|49BPWR|56DUR|7AART|89DUST|aRCR
137	31262 26412	   	165.29	DCR|2DMG|1AART|1VULN|2CDMG	14BEXP|2RMIN|34CDMG|4BPWR|58DMG|6RCR|7VULN|9MLV|aAART
138	31262 26421	   	165.29	DCR|2DMG|1AART|1VULN|2CDMG	14BEXP|2RMIN|34CDMG|4BPWR|58DMG|6RCR|7VULN|9LHND|aAART
139	31262 26431	   	165.29	DCR|2DMG|1AART|1VULN|2CDMG	14BEXP|2RMIN|34CDMG|4BPWR|58DMG|6RCR|7VULN|9LWND|aAART
140	42232 22543	   	165.27	ACR|3DMG|1AART|2DUR|1ZMB	16RPLT|289DMG|38DUR|4RCR|5AART|78LWND|8BPWR|aZMB
141	42232 23543	   	165.27	ACR|3DMG|1AART|2DUR|1ZMB	16RPLT|289DMG|38DUR|4RCR|5AART|78BEXP|8BPWR|aZMB
142	11242 21631	 * 	165.21	DCR|2DMG|2AART|2ASPD|1CDMG	1RCVC|2RMIN|39BEXP|4CDMG|59DMG|6RCR|79ASPD|8aAART|9BPWR
143	11542 21631	   	165.21	DCR|2DMG|2AART|1CDMG|2ASPD	1RCVC|2RMIN|39LWND|4CDMG|59DMG|6RCR|79ASPD|8aAART|9BPWR
144	31442 21631	   	165.21	DCR|2DMG|2AART|2ASPD|1CDMG	19BEXP|23RMIN|4CDMG|59DMG|6RCR|79ASPD|8aAART|9BPWR
145	42232 21543	   	165.07	ACR|3DMG|1AART|2DUR|1ZMB	16RPLT|289DMG|38DUR|4RCR|5AART|78DUST|8BPWR|aZMB
146	12122 15113	   	164.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCVC|2CDMG|3CANSTR|4AART|5RCR|6LIT|7DUR|89VULN|aDMG
147	21631 51622	 * 	164.92	DCR|3VULN|2AART|2ZMB	17CGEN|2LIT|37ZMB|457VULN|6aAART|7BPWR|8RCR|9MGNSTR
148	34261 21633	   	164.91	DCR|3DMG|1AART|2CDMG|2DUR	19BEXP|249DMG|34CDMG|49BPWR|5LHND|6DMSP|79DUR|8AART|aRCR
149	45222 48132	 * 	164.89	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1RPLT|2MBVNT|3ASPD|4RCR|59AART|6DMG|7DUR|8ZMB|aVULN
150	12352 21223	   	164.86	DCR|2AART|2VULN|1CDMG|1ZMB	1RCVC|2CDMG|3FEWX|45AART|6RCR|78VULN|9RPLT|aZMB
151	12352 21552	   	164.86	DCR|2AART|2VULN|1CDMG|1ZMB	1RCVC|2CDMG|3FEWX|45AART|6RCR|79VULN|8RMIN|aZMB
152	12512 22243	 * 	164.80	DCR|2DMG|3CDMG|1AART|2DUR	1RCVC|29aCDMG|37DUR|49CGEN|59DMG|6RCR|8AART|9BPWR
153	42235 16312	   	164.79	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1RPLT|2DMG|3DUR|4RCR|5RMIN|6aVULN|7SELL|8AART|9CDMG
154	11242 21632	   	164.77	DCR|2DMG|1AART|2ASPD|1CDMG|1ZMB	1RCVC|2RMIN|39BEXP|4CDMG|59DMG|6RCR|79ASPD|8AART|9BPWR|aZMB
155	11542 21632	   	164.77	DCR|2DMG|1AART|1CDMG|2ASPD|1ZMB	1RCVC|2RMIN|39LWND|4CDMG|59DMG|6RCR|79ASPD|8AART|9BPWR|aZMB
156	31442 21632	   	164.77	DCR|2DMG|1AART|2ASPD|1CDMG|1ZMB	19BEXP|23RMIN|4CDMG|59DMG|6RCR|79ASPD|8AART|9BPWR|aZMB
157	13346 51212	 * 	164.63	ACR|2VULN|2AART|1DMG|1DUR	1RCVC|2RPLT|3CGEN|4RCR|57AART|6DMG|8aVULN|9DUR
