0	Index      	 *	Score 	Summary	Detail	
1	23142 82242	 * 	190.99	ACR|2VULN|2DMG|1AART|3DUR|1ZMB	1AART|269DUR|3MBVNT|4FEWX|5RCR|79DMG|89VULN|9BPWR|aZMB
26	23142 82243	   	179.88	ACR|2VULN|2DMG|1AART|3DUR	1AART|269DUR|3MBVNT|4FEWX|5RCR|79DMG|89VULN|9BPWR|aDUST
27	25413 14134	 * 	179.19	ACR|3DMG|2VULN|1AART	1AART|26aERES|3AIRHEA|4MBVNT|5RCR|78aDMG|9aVULN|aBPWR
28	25212 63611	 * 	178.97	DCR|3VULN|2DMG|1AART	1AART|256ERES|3aDMG|4aCGEN|79aVULN|8RCR|aBPWR
29	21412 23246	 * 	178.70	DCR|2VULN|1AART|2ASPD|1CDMG|2DUR|1ZMB	1AART|2LHND|35ASPD|45DUR|5BPWR|68VULN|7RCR|9ZMB|aCDMG
30	23127 24523	   	178.05	DCR|2VULN|2DMG|1AART|2DUR	1AART|2aDUR|3MBVNT|4TLV|5aDMG|6LWND|7RCR|8LIT|9aVULN|aBPWR
31	23127 74523	   	178.05	DCR|2VULN|2DMG|1AART|2DUR	1AART|2aDUR|3MBVNT|4TLV|5aDMG|6LHND|7RCR|8LIT|9aVULN|aBPWR
32	31353 22622	 * 	177.98	ACR|2VULN|1AART|1DMG|1FLTHEA|1CDMG|1DUR	1ERES|2DMSP|3DUR|4RCR|58VULN|6FLTHEA|7DMG|9AART|aCDMG
33	31253 14226	 * 	177.69	ACR|4VULN|2AART|1ZMB	1ERES|2DMSP|3589VULN|4RCR|6aAART|7ZMB
34	25222 13132	 * 	177.43	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2ERES|3DMG|49aVULN|5LWND|6CGEN|7RCR|8CDMG
35	25222 33132	   	177.43	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2ERES|3DMG|49aVULN|5LWND|6MLV|7RCR|8CDMG
36	22623 16123	   	177.26	DCR|2VULN|2DMG|1AART|1CDMG	1AART|29aLIT|3MLV|4aVULN|5CDMG|6LWND|7aDMG|8RCR|aBPWR
37	23113 18811	   	177.19	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1AART|2DUR|3MBVNT|4LWND|5ASPD|69VULN|7aDMG|8RCR
38	23143 18811	   	177.19	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|2DUR|3MBVNT|4FEWX|5ASPD|69VULN|7aDMG|8RCR
39	23173 18811	   	177.19	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|2DUR|3MBVNT|4BEXP|5ASPD|69VULN|7aDMG|8RCR
40	31253 14323	   	177.14	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1ERES|2DMSP|35VULN|4RCR|6AART|7ZMB|8CDMG|9DMG|aDUR
41	25261 13222	   	176.72	DCR|2DMG|2VULN|1AART|1ZMB	1AART|2aERES|3aDMG|4ZMB|5LEGI|6LHND|7RCR|8aVULN|9BELT|aBPWR
42	25261 23222	   	176.72	DCR|2DMG|2VULN|1AART|1ZMB	1AART|2aERES|3aDMG|4ZMB|5LEGI|6LWND|7RCR|8aVULN|9BELT|aBPWR
43	25263 13222	   	176.72	DCR|2DMG|2VULN|1AART|1ZMB	1AART|2aERES|3aDMG|4ZMB|5LHND|6LEGI|7RCR|8aVULN|9BELT|aBPWR
44	31212 34513	 * 	176.57	DCR|3DMG|1AART|1VULN|2ASPD|1DUR	17ERES|2DMSP|3VULN|457DMG|67ASPD|7BPWR|8RCR|9DUR|aAART
45	32313 33233	   	176.32	DCR|3DMG|1AART|1VULN|1ZMB|1ASPD	1ERES|2MLV|3ASPD|456DMG|7RCR|8ZMB|9VULN|aAART
46	23127 24413	   	176.11	DCR|3DMG|1AART|1VULN|2DUR	1AART|29DUR|3MBVNT|4TLV|589DMG|69LWND|7RCR|9BPWR|aVULN
47	23142 18681	   	176.07	ACR|2VULN|2DMG|1AART|2DUR	1AART|29DUR|3MBVNT|49FEWX|5RCR|6TLV|7aDMG|89VULN|9BPWR
48	23112 82168	 * 	176.04	ACR|2VULN|1AART|1DMG|3DUR|1CDMG	1AART|26aDUR|3MBVNT|4aLWND|5RCR|7DMG|8CDMG|9aVULN|aBPWR
49	23326 33264	   	176.01	DCR|3VULN|1AART|1DMG|2DUR	1AART|2aDUR|3LWND|4aERES|5DMG|6TLV|7RCR|89aVULN|aBPWR
50	26423 35321	 * 	175.88	ACR|3VULN|1AART|2FLTHEA|1ASPD|1DUR	1AART|28FEWX|3ASPD|48FLTHEA|5RCR|6BELT|789VULN|8BPWR|aDUR
51	45111 13312	 * 	175.84	ACR|4VULN|2DMG|1ZMB|1SELL	1SELL|26DMG|369aVULN|4DMSP|5RCR|6BPWR|7CGEN|8ZMB
52	22623 26226	 * 	175.72	DCR|2AART|2DMG|1VULN|1CDMG	1aAART|2LIT|3MLV|4VULN|5CDMG|6RCR|78DMG|9CGEN
53	23124 13255	   	175.66	DCR|4VULN|1AART|1ZMB|1DUR	1AART|2DUR|3MBVNT|4TLV|568aVULN|7RCR|9ZMB
54	23164 13255	   	175.66	DCR|4VULN|1AART|1ZMB|1DUR	1AART|2DUR|3MBVNT|4ERES|568aVULN|7RCR|9ZMB
55	23124 13182	 * 	175.65	DCR|3VULN|2AART|1CDMG|1DUR	19AART|2DUR|3MBVNT|4TLV|56aVULN|7RCR|8CDMG
56	23535 13222	 * 	175.51	DCR|2VULN|1AART|1DMG|2ZMB|2DUR	1AART|2aDUR|3CGEN|4aZMB|5DMG|6LHND|7RCR|8aVULN|9BELT|aBPWR
57	23535 23222	   	175.51	DCR|2VULN|1AART|1DMG|2ZMB|2DUR	1AART|2aDUR|3CGEN|4aZMB|5DMG|6LWND|7RCR|8aVULN|9BELT|aBPWR
58	23635 13222	   	175.51	DCR|2VULN|1AART|1DMG|2ZMB|2DUR	1AART|2aDUR|3MLV|4aZMB|5DMG|6LHND|7RCR|8aVULN|9BELT|aBPWR
59	23635 23222	   	175.51	DCR|2VULN|1AART|1DMG|2ZMB|2DUR	1AART|2aDUR|3MLV|4aZMB|5DMG|6LWND|7RCR|8aVULN|9BELT|aBPWR
60	45113 42113	   	175.50	DCR|2VULN|2DMG|1AART|2DUR|1SELL	1SELL|2aDMG|3aVULN|4DMSP|5ERES|6RCR|7LIT|8aDUR|9AART|aBPWR
61	45111 14322	 * 	175.29	ACR|3VULN|2DMG|2ASPD|1ZMB|1SELL	1SELL|26DMG|36aVULN|4DMSP|5RCR|6BPWR|79ASPD|8ZMB
62	22623 22663	   	175.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2LIT|3MLV|48VULN|5CDMG|6RCR|7FEWX|9ZMB|aDMG
63	31353 42521	   	175.21	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	17ERES|2DMSP|3DUR|4RCR|57VULN|67DMG|7BPWR|8CANHEL|9AART|aASPD
64	31252 22626	   	174.98	ACR|2VULN|2DMG|1AART|1FLTHEA	1ERES|2DMSP|38VULN|4RCR|5FEWX|6FLTHEA|7aDMG|9AART
65	25222 13244	   	174.78	DCR|3VULN|1AART|1DMG|1ZMB	1AART|2ERES|3DMG|48aVULN|5LWND|6CGEN|7RCR|9ZMB
66	25222 33244	   	174.78	DCR|3VULN|1AART|1DMG|1ZMB	1AART|2ERES|3DMG|48aVULN|5LWND|6MLV|7RCR|9ZMB
67	21142 68611	   	174.74	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2LHND|3MBVNT|4FEWX|5RCR|6ZMB|7aDMG|89VULN
68	24172 23831	   	174.74	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2LWND|3MBVNT|4BEXP|5RCR|68VULN|7ZMB|9aDMG
69	31353 42362	   	174.71	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	17ERES|2DMSP|3DUR|4RCR|57VULN|67DMG|7BPWR|8ASPD|9LWND|aAART
70	23443 23253	   	174.64	DCR|3VULN|2AART|2DUR|1ASPD	14AART|2aDUR|3ASPD|59aLHND|68aVULN|7RCR|aBPWR
71	24132 23831	   	174.64	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2LWND|3MBVNT|4DUST|5RCR|68VULN|7ZMB|9aDMG
72	25225 22161	   	174.27	DCR|3DMG|2VULN|1AART	1AART|2ERES|356DMG|46VULN|6BPWR|7CGEN|8RPLT|9LHND|aRCR
73	25225 23522	   	174.27	DCR|3DMG|2VULN|1AART	1AART|2ERES|356DMG|46VULN|6BPWR|7LIT|8LHND|9BELT|aRCR
74	25225 22111	   	174.17	DCR|3DMG|2VULN|1AART	1AART|2ERES|356DMG|46VULN|6BPWR|7CGEN|8RPLT|9DUST|aRCR
75	25225 23351	   	174.17	DCR|3DMG|2VULN|1AART	1AART|2ERES|356DMG|46VULN|6BPWR|7LIT|8LWND|9SNIHEL|aRCR
76	25225 25321	   	174.17	DCR|3DMG|2VULN|1AART	1AART|2ERES|356DMG|46VULN|6BPWR|7LHND|8RPLT|9TLV|aRCR
77	23112 18413	   	174.03	ACR|3DMG|1AART|1VULN|2DUR	1AART|29DUR|3MBVNT|4LWND|5RCR|69TLV|789DMG|9BPWR|aVULN
78	23112 78413	   	174.03	ACR|3DMG|1AART|1VULN|2DUR	1AART|29DUR|3MBVNT|4LWND|5RCR|69ERES|789DMG|9BPWR|aVULN
79	21412 23132	 * 	174.01	DCR|2VULN|1AART|2CDMG|2ASPD|2DUR	1AART|2LHND|35ASPD|45DUR|5BPWR|6aVULN|7RCR|89CDMG
80	23413 23244	   	173.99	DCR|3VULN|1AART|2DUR|1ZMB|1ASPD	1AART|24DUR|3ASPD|5LHND|68aVULN|7RCR|9ZMB
81	45111 16112	 * 	173.98	ACR|4VULN|2DMG|1DUR|1SELL	1SELL|26DMG|369aVULN|4DMSP|5RCR|6BPWR|7RCVC|8DUR
82	25414 34138	   	173.97	DCR|3VULN|2DMG|1AART	1AART|2ERES|3AIRHEA|4MBVNT|569VULN|78DMG|aRCR
83	31353 42315	 * 	173.77	ACR|3VULN|2DMG|2ASPD|1DUR	17ERES|2DMSP|3DUR|4RCR|579VULN|67DMG|7BPWR|8aASPD
84	21412 23253	 * 	173.72	DCR|3VULN|1AART|3DUR|2ASPD	1AART|29aLHND|35ASPD|45aDUR|5aBPWR|68aVULN|7RCR
85	23433 32243	   	173.60	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	1AART|2aDUR|3ASPD|4ZMB|5LHND|68VULN|7DMG|9RCR
86	23136 31178	   	173.55	DCR|2VULN|2DMG|1AART|2DUR	1AART|27DUR|3MBVNT|47BASHEA|5RCVC|67VULN|7BPWR|89DMG|aRCR
87	23443 23132	 * 	173.45	DCR|2AART|2VULN|2CDMG|1ASPD|1DUR	14AART|2DUR|3ASPD|5LHND|6aVULN|7RCR|89CDMG
88	31253 14221	   	173.18	ACR|4VULN|1AART|1ZMB|1DUR	1ERES|2DMSP|3589VULN|4RCR|6AART|7ZMB|aDUR
89	23126 42255	   	173.15	DCR|2VULN|2DMG|1AART|2DUR	1AART|2aDUR|3MBVNT|4aTLV|5CGEN|68VULN|7aDMG|9RCR|aBPWR
90	21421 35151	 * 	173.06	DCR|2AART|2VULN|1DMG|1FLTHEA|1ASPD	17AART|2LHND|3ASPD|4FLTHEA|5CGEN|69VULN|8DMG|aRCR
91	21422 35161	 * 	173.06	DCR|2AART|2DMG|1VULN|1FLTHEA|1ASPD	17AART|2LHND|3ASPD|4FLTHEA|5MLV|6VULN|89DMG|aRCR
92	45111 11431	   	173.04	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	1SELL|26DMG|36VULN|4DMSP|5RCR|6BPWR|7LWND|8AART|9CDMG|aVENICY
93	45111 11433	   	173.04	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	1SELL|26DMG|36VULN|4DMSP|5RCR|6BPWR|7LWND|8AART|9CDMG|aERES
94	23124 33255	   	173.01	DCR|3VULN|2AART|1ZMB|1DUR	16AART|2DUR|3MBVNT|4TLV|58aVULN|7RCR|9ZMB
95	23164 33255	   	173.01	DCR|3VULN|2AART|1ZMB|1DUR	16AART|2DUR|3MBVNT|4ERES|58aVULN|7RCR|9ZMB
96	66111 32532	   	172.93	DCR|3DMG|1AART|1VULN|2ASPD	157LHND|267DMG|37ASPD|4RCVC|7BPWR|8RCR|9VULN|aAART
97	22441 33152	   	172.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|29LIT|39DMG|4ZMB|5RPLT|6CDMG|7RCR|89BASHEA|9BPWR|aVULN
98	25222 33246	   	172.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2ERES|3DMG|48VULN|5LWND|6MLV|7RCR|9ZMB|aCDMG
99	24132 23838	 * 	172.70	ACR|3VULN|1AART|1DMG|1ZMB	1AART|2LWND|3MBVNT|4DUST|5RCR|68aVULN|7ZMB|9DMG
100	24124 13433	   	172.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2LWND|3MBVNT|4ERES|56VULN|7RCR|8DMG|9CDMG|aZMB
101	25221 13262	   	172.65	DCR|2VULN|2DMG|1AART|1DUR	1AART|2ERES|3aDMG|48VULN|5DUR|6CGEN|7RCR|9LIT
102	22422 12662	   	172.63	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2LIT|3DMG|48aVULN|5DUST|6LHND|7CDMG|9RCR
103	23124 13411	   	172.55	DCR|2VULN|2DMG|1AART|1DUR	1AART|2DUR|3MBVNT|4TLV|56VULN|7RCR|8aDMG|9LWND
104	23124 13441	   	172.55	DCR|2VULN|2DMG|1AART|1DUR	1AART|2DUR|3MBVNT|4TLV|56VULN|7RCR|8aDMG|9FEWX
105	23124 13531	   	172.55	DCR|2VULN|2DMG|1AART|1DUR	1AART|2DUR|3MBVNT|4TLV|56VULN|7RCR|8BEXP|9aDMG
106	23127 24438	   	172.55	DCR|2VULN|2DMG|1AART|1DUR	1AART|2DUR|3MBVNT|4TLV|58DMG|6LWND|7RCR|9aVULN
107	23127 24611	   	172.55	DCR|2VULN|2DMG|1AART|1DUR	1AART|2DUR|3MBVNT|4TLV|5aDMG|6LWND|7RCR|89VULN
108	23127 34418	   	172.55	DCR|2VULN|2DMG|1AART|1DUR	1AART|2DUR|3MBVNT|4TLV|58DMG|6aVULN|7RCR|9LWND
109	23127 34448	   	172.55	DCR|2VULN|2DMG|1AART|1DUR	1AART|2DUR|3MBVNT|4TLV|58DMG|6aVULN|7RCR|9FEWX
110	23127 34481	   	172.55	DCR|2VULN|2DMG|1AART|1DUR	1AART|2DUR|3MBVNT|4TLV|58DMG|6aVULN|7RCR|9RPLT
111	23127 34711	   	172.55	DCR|2VULN|2DMG|1AART|1DUR	1AART|2DUR|3MBVNT|4TLV|5aDMG|69VULN|7RCR|8LWND
112	23127 74438	   	172.55	DCR|2VULN|2DMG|1AART|1DUR	1AART|2DUR|3MBVNT|4TLV|58DMG|6LHND|7RCR|9aVULN
113	23127 74611	   	172.55	DCR|2VULN|2DMG|1AART|1DUR	1AART|2DUR|3MBVNT|4TLV|5aDMG|6LHND|7RCR|89VULN
114	23164 13411	   	172.55	DCR|2VULN|2DMG|1AART|1DUR	1AART|2DUR|3MBVNT|4ERES|56VULN|7RCR|8aDMG|9LWND
115	23164 13441	   	172.55	DCR|2VULN|2DMG|1AART|1DUR	1AART|2DUR|3MBVNT|4ERES|56VULN|7RCR|8aDMG|9FEWX
116	23164 13531	   	172.55	DCR|2VULN|2DMG|1AART|1DUR	1AART|2DUR|3MBVNT|4ERES|56VULN|7RCR|8BEXP|9aDMG
117	23124 13477	   	172.45	DCR|2VULN|2DMG|1AART|1DUR	1AART|2DUR|3MBVNT|4TLV|56VULN|7RCR|8aDMG|9AIRHEA
118	23127 34474	   	172.45	DCR|2VULN|2DMG|1AART|1DUR	1AART|2DUR|3MBVNT|4TLV|58DMG|6aVULN|7RCR|9AIRHEA
119	23164 13477	   	172.45	DCR|2VULN|2DMG|1AART|1DUR	1AART|2DUR|3MBVNT|4ERES|56VULN|7RCR|8aDMG|9AIRHEA
120	25226 21421	   	172.36	DCR|2AART|2VULN|2DMG	18AART|25ERES|36DMG|46VULN|6BPWR|7MLV|9RCR|aCGEN
121	25226 21422	   	172.36	DCR|2AART|2VULN|2DMG	18AART|25ERES|36DMG|46VULN|6BPWR|7MLV|9RCR|aLHND
122	25226 21423	   	172.26	DCR|2AART|2VULN|2DMG	18AART|25aERES|36DMG|46VULN|6BPWR|7MLV|9RCR
123	31253 14251	   	172.10	ACR|3VULN|1AART|1DMG|1ZMB	1ERES|2DMSP|358VULN|4RCR|6AART|7ZMB|9SNIHEL|aDMG
124	31253 14434	   	172.10	ACR|3VULN|1AART|1DMG|1ZMB	1ERES|2DMSP|359VULN|4RCR|6AART|7ZMB|8MBVNT|aDMG
125	23142 82162	   	172.03	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|26DUR|3MBVNT|4FEWX|5RCR|7DMG|8CDMG|9aVULN
126	23172 82162	   	172.03	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|26DUR|3MBVNT|4BEXP|5RCR|7DMG|8CDMG|9aVULN
127	23413 23246	   	171.99	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB|1ASPD	1AART|24DUR|3ASPD|5LHND|68VULN|7RCR|9ZMB|aCDMG
128	63353 42211	   	171.98	ACR|2VULN|2DMG|1AART|1DUR	17LHND|2CGEN|3RCVC|4RCR|57VULN|67DMG|7BPWR|8DUR|9AART|aBELT
129	63353 42212	   	171.98	ACR|2VULN|2DMG|1AART|1DUR	17LHND|2CGEN|3RCVC|4RCR|57VULN|67DMG|7BPWR|8DUR|9AART|aFEWX
130	63353 42213	   	171.98	ACR|2VULN|2DMG|1AART|1DUR	17LHND|2CGEN|3RCVC|4RCR|57VULN|67DMG|7BPWR|8DUR|9AART|aLIT
131	36353 42211	   	171.78	ACR|2VULN|2DMG|1AART|1DUR	17ERES|2LHND|3RCVC|4RCR|57VULN|67DMG|7BPWR|8DUR|9AART|aBELT
132	36353 42212	   	171.78	ACR|2VULN|2DMG|1AART|1DUR	17ERES|2LHND|3RCVC|4RCR|57VULN|67DMG|7BPWR|8DUR|9AART|aFEWX
133	36353 42213	   	171.78	ACR|2VULN|2DMG|1AART|1DUR	17ERES|2LHND|3RCVC|4RCR|57VULN|67DMG|7BPWR|8DUR|9AART|aLIT
134	23124 13245	   	171.60	DCR|4VULN|1AART|1DUR|1ASPD	1AART|2DUR|3MBVNT|4TLV|568aVULN|7RCR|9ASPD
135	23164 13245	   	171.60	DCR|4VULN|1AART|1DUR|1ASPD	1AART|2DUR|3MBVNT|4ERES|568aVULN|7RCR|9ASPD
136	23127 22443	   	171.31	DCR|3DMG|1AART|1VULN|2DUR	1AART|28DUR|3MBVNT|4TLV|578DMG|68LWND|8BPWR|9RCR|aVULN
137	31353 22621	   	171.27	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR|1ASPD	1ERES|2DMSP|3DUR|4RCR|58VULN|6FLTHEA|7DMG|9AART|aASPD
138	45111 22113	   	171.22	ACR|2VULN|2DMG|1AART|2DUR|1SELL	1SELL|2aDMG|3aVULN|4DMSP|5RCR|6MLV|7LIT|8aDUR|9AART|aBPWR
139	22616 26211	   	171.21	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2LIT|3MLV|4CDMG|5VULN|6RCR|78DMG|9LWND|aASPD
140	22623 26211	   	171.21	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2LIT|3MLV|4VULN|5CDMG|6RCR|78DMG|9LWND|aASPD
141	22623 26241	   	171.21	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2LIT|3MLV|4VULN|5CDMG|6RCR|78DMG|9LHND|aASPD
142	23126 42455	   	171.21	DCR|3DMG|1AART|1VULN|2DUR	1AART|2aDUR|3MBVNT|4aTLV|5CGEN|6VULN|78aDMG|9RCR|aBPWR
143	23124 13247	   	171.14	DCR|3VULN|1AART|1CDMG|1DUR|1ASPD	1AART|2DUR|3MBVNT|4TLV|568VULN|7RCR|9ASPD|aCDMG
144	23164 13247	   	171.14	DCR|3VULN|1AART|1CDMG|1DUR|1ASPD	1AART|2DUR|3MBVNT|4ERES|568VULN|7RCR|9ASPD|aCDMG
145	23361 22611	   	171.13	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1AART|2DUR|3LWND|4BEXP|5RCR|69VULN|7ASPD|8ZMB|aDMG
146	23112 23853	   	171.13	ACR|3VULN|2AART|1ZMB|1DUR	1aAART|2DUR|3MBVNT|4LWND|5RCR|689VULN|7ZMB
147	45111 52113	   	171.12	ACR|2VULN|2DMG|1AART|2DUR|1SELL	1SELL|2aDMG|3aVULN|4DMSP|5RCR|6ERES|7LIT|8aDUR|9AART|aBPWR
148	23236 11265	   	171.05	DCR|2VULN|2DMG|1AART|2DUR	1AART|28DUR|3LIT|48DMG|5CGEN|69VULN|78BEXP|8BPWR|aRCR
149	23236 12265	   	171.05	DCR|2VULN|2DMG|1AART|2DUR	1AART|28DUR|3LIT|48DMG|5CGEN|69VULN|78FEWX|8BPWR|aRCR
150	31252 22622	   	171.05	ACR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	1ERES|2DMSP|38VULN|4RCR|5FEWX|6FLTHEA|7DMG|9AART|aCDMG
151	31256 22622	   	171.05	ACR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	1ERES|2DMSP|38VULN|4RCR|5BEXP|6FLTHEA|7DMG|9AART|aCDMG
152	23112 23411	   	171.03	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1AART|2DUR|3MBVNT|4LWND|5RCR|69VULN|7ZMB|8ASPD|aDMG
153	23172 23411	   	171.03	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1AART|2DUR|3MBVNT|4BEXP|5RCR|69VULN|7ZMB|8ASPD|aDMG
154	23331 22611	   	171.03	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1AART|2DUR|3LWND|4DUST|5RCR|69VULN|7ASPD|8ZMB|aDMG
155	23124 13184	   	171.00	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR	19AART|2DUR|3MBVNT|4TLV|56VULN|7RCR|8CDMG|aZMB
156	25221 13234	   	170.82	DCR|3VULN|1AART|1DMG|1DUR	1AART|2aERES|3DMG|48aVULN|5DUR|6CGEN|7RCR|9aBEXP|aBPWR
157	25221 13254	   	170.82	DCR|3VULN|1AART|1DMG|1DUR	1AART|2aERES|3DMG|48aVULN|5DUR|6CGEN|7RCR|9aLHND|aBPWR
158	22616 26213	 * 	170.79	DCR|2DMG|1AART|1VULN|2CDMG	1AART|2aLIT|3MLV|4aCDMG|5VULN|6RCR|78DMG|9aLWND|aBPWR
159	21516 14132	 * 	170.72	DCR|3VULN|1AART|2CDMG|1DUR	1AART|2LHND|3CGEN|4DUR|56aVULN|7RCR|89CDMG
160	25221 13261	   	170.72	DCR|3VULN|1AART|1DMG|1DUR	1AART|2ERES|3DMG|48aVULN|5DUR|6CGEN|7RCR|9LIT
161	23112 28436	   	170.67	ACR|2VULN|2DMG|1AART|1DUR	1AART|2DUR|3MBVNT|4LWND|5RCR|6aVULN|7FEWX|89DMG
162	24172 22831	   	170.67	ACR|2VULN|2DMG|1AART|1ASPD	1AART|2LWND|3MBVNT|4BEXP|5RCR|68VULN|7ASPD|9aDMG
