0	Index      	 *	Score 	Summary	Detail	
1	52234 22142	 * 	201.99	ACR|4VULN|1AART|1DMG|1CDMG|1DUR	189aVULN|2RCR|3DUR|4AART|5DMG|6RCVC|7CDMG
37	52234 31235	   	188.53	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	18VULN|2RCR|37DUR|4AART|5DMG|6LHND|9ZMB|aCDMG
38	53534 31323	 * 	188.39	ACR|4VULN|2DMG|1AART	1678VULN|2MLV|38DMG|48CGEN|5RCR|8BPWR|9LWND|aAART
39	52222 22142	   	188.27	ACR|4VULN|1AART|1CDMG|1ASPD|1DUR	189aVULN|2RCR|3DUR|4ASPD|5AART|6RCVC|7CDMG
40	52234 12224	   	187.89	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	19aVULN|2RCR|3DUR|4AART|5DMG|6FEWX|7CDMG|8LWND
41	52234 22132	   	187.89	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	18aVULN|2RCR|3DUR|4AART|5DMG|69RCVC|7CDMG
42	52234 22141	   	187.89	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	189VULN|2RCR|3DUR|4AART|5DMG|6RCVC|7CDMG|aMLV
43	52234 22143	   	187.89	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	189VULN|2RCR|3DUR|4AART|5DMG|6aRCVC|7CDMG
44	52234 32224	   	187.89	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	19aVULN|2RCR|3DUR|4AART|5DMG|6LHND|7CDMG|8LWND
45	52234 62223	   	187.89	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	189VULN|2RCR|3DUR|4AART|5DMG|6LIT|7CGEN|aCDMG
46	52234 63123	   	187.89	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	179VULN|2RCR|3DUR|4AART|5DMG|6LIT|8CGEN|aCDMG
47	52222 12154	 * 	187.80	ACR|2AART|2VULN|3CDMG|2DUR|1ASPD	19VULN|2RCR|39DUR|4ASPD|5aAART|6FEWX|789CDMG|9BPWR
48	52322 63411	   	187.74	ACR|4VULN|1AART|1DMG|1ASPD	1789VULN|2RCR|3LHND|4ASPD|5AART|6LIT|aDMG
49	52634 12122	 * 	187.26	ACR|3VULN|1AART|1DMG|2CDMG	18aVULN|2RCR|36FEWX|4AART|5DMG|79CDMG
50	52634 32122	   	187.26	ACR|3VULN|1AART|1DMG|2CDMG	18aVULN|2RCR|3FEWX|4AART|5DMG|6RCVC|79CDMG
51	52222 63316	 * 	186.72	ACR|4VULN|1AART|2ASPD|2DUR	179aVULN|2RCR|38DUR|4aASPD|5AART|6aLIT|aBPWR
52	52225 12126	 * 	186.52	ACR|4VULN|3CDMG|2ASPD|2DUR	179aVULN|2RCR|39DUR|4aASPD|5aERES|689CDMG|9aBPWR
53	52234 31224	   	186.33	ACR|2AART|2VULN|1DMG|2DUR|1ZMB	18VULN|2RCR|37DUR|49AART|5DMG|6LHND|aZMB
54	52331 12142	   	185.99	ACR|4VULN|1AART|1CDMG|1ZMB	189aVULN|2RCR|3LHND|4AART|5DMSP|6ZMB|7CDMG
55	52332 12142	   	185.99	ACR|4VULN|1AART|1CDMG|1ZMB	189aVULN|2RCR|3LHND|4AART|5RCVC|6ZMB|7CDMG
56	52531 12142	   	185.99	ACR|4VULN|1AART|1CDMG|1ZMB	189aVULN|2RCR|3BEXP|4AART|5DMSP|6ZMB|7CDMG
57	52631 12142	   	185.99	ACR|4VULN|1AART|1CDMG|1ZMB	189aVULN|2RCR|3FEWX|4AART|5DMSP|6ZMB|7CDMG
58	33425 12136	 * 	185.90	ACR|3VULN|2DMG|2CDMG|2ZMB	19ZMB|2RCVC|39aVULN|48CDMG|5RCR|6LHND|79DMG|9BPWR
59	33425 32136	   	185.90	ACR|3VULN|2DMG|2CDMG|2ZMB	19ZMB|2RCVC|39aVULN|48CDMG|5RCR|6LWND|79DMG|9BPWR
60	35155 32322	 * 	185.90	ACR|3DMG|2VULN|2CDMG|2ZMB	19ZMB|29VULN|3CGEN|4aCDMG|5RCR|679DMG|8RCVC|9BPWR
61	52222 63311	   	185.87	ACR|3VULN|1AART|1DMG|2DUR|1ASPD	179VULN|2RCR|38DUR|4ASPD|5AART|6LIT|aDMG
62	52231 32153	   	185.24	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	179VULN|2RCR|3DUR|4AART|5DMSP|6BELT|8ZMB|aDMG
63	52232 32153	   	185.24	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	179VULN|2RCR|3DUR|4AART|5RCVC|6BELT|8ZMB|aDMG
64	52234 23214	   	185.24	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	189VULN|2RCR|3DUR|4AART|5DMG|6RCVC|7LHND|aZMB
65	52234 62221	   	185.24	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	189VULN|2RCR|3DUR|4AART|5DMG|6LIT|7CGEN|aZMB
66	52234 63121	   	185.24	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	179VULN|2RCR|3DUR|4AART|5DMG|6LIT|8CGEN|aZMB
67	52231 12146	   	185.14	ACR|3VULN|1AART|2CDMG|1ZMB|1DUR	189VULN|2RCR|3DUR|4AART|5DMSP|6ZMB|7aCDMG
68	52232 12146	   	185.14	ACR|3VULN|1AART|2CDMG|1ZMB|1DUR	189VULN|2RCR|3DUR|4AART|5RCVC|6ZMB|7aCDMG
69	52334 43312	   	185.09	ACR|3VULN|2DMG|1AART	17aVULN|2RCR|3LHND|4AART|5aDMG|6LWND|8FEWX|9aBEXP|aBPWR
70	52163 62112	 * 	184.91	ACR|5VULN|2DMG	1689aVULN|2RCR|3RPLT|4DUST|5aERES|7aDMG|aBPWR
71	52532 12153	   	184.79	ACR|2VULN|1AART|3CDMG|1DMG|1DUR	19VULN|2RCR|39BEXP|4AART|5DUR|6CGEN|789CDMG|9BPWR|aDMG
72	52533 22153	   	184.79	ACR|2VULN|1AART|3CDMG|1DMG|1DUR	19VULN|2RCR|39BEXP|4AART|5MLV|6DUR|789CDMG|9BPWR|aDMG
73	52632 12153	   	184.79	ACR|2VULN|1AART|3CDMG|1DMG|1DUR	19VULN|2RCR|39FEWX|4AART|5DUR|6CGEN|789CDMG|9BPWR|aDMG
74	52532 32153	   	184.69	ACR|2VULN|1AART|3CDMG|1DMG|1DUR	19VULN|2RCR|39BEXP|4AART|5DUR|6ERES|789CDMG|9BPWR|aDMG
75	52632 32153	   	184.69	ACR|2VULN|1AART|3CDMG|1DMG|1DUR	19VULN|2RCR|39FEWX|4AART|5DUR|6ERES|789CDMG|9BPWR|aDMG
76	52343 41221	   	184.52	ACR|4VULN|2DMG|2DUR	189aVULN|2RCR|3LHND|49DUR|5DUST|6BEXP|79DMG|9BPWR
77	52512 22153	   	184.19	ACR|2VULN|1AART|3CDMG|1DMG|1DUR	19VULN|2RCR|39BEXP|4CGEN|5AART|6DUR|789CDMG|9BPWR|aDMG
78	52231 12122	   	184.12	ACR|3VULN|1AART|1CDMG|2DUR|1ZMB	18aVULN|2RCR|39DUR|4AART|5DMSP|6ZMB|7CDMG
79	52232 12122	   	184.12	ACR|3VULN|1AART|1CDMG|2DUR|1ZMB	18aVULN|2RCR|39DUR|4AART|5RCVC|6ZMB|7CDMG
80	52222 63326	 * 	184.07	ACR|3VULN|2AART|2ASPD|2DUR	17aVULN|2RCR|38DUR|4aASPD|59AART|6aLIT|aBPWR
81	35213 51361	 * 	184.06	DCR|4VULN|2DMG|2ZMB|1DUR	18ZMB|2478VULN|3FEWX|5TLV|68DMG|8BPWR|9RCR|aDUR
82	52234 22126	   	183.84	ACR|2VULN|1AART|1DMG|2CDMG|2DUR	18VULN|2RCR|39DUR|4AART|5DMG|6RCVC|7aCDMG
83	52234 22322	   	183.68	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	19VULN|2RCR|3DUR|4aAART|5DMG|6RCVC|7CDMG|8LWND
84	52234 42222	   	183.68	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	19VULN|2RCR|3DUR|4aAART|5DMG|68LWND|7CDMG
85	42334 32253	 * 	183.68	ACR|2AART|2DMG|1VULN|1CDMG|1ASPD	1FEWX|2RCR|3LHND|49AART|58DMG|6ASPD|7CDMG|aVULN
86	52126 33513	   	183.59	ACR|3VULN|2DMG|1AART	179VULN|2RCR|3RPLT|4BEXP|5LSRREG|6AART|8aDMG
87	52223 32634	 * 	183.48	ACR|4VULN|2ZMB|2ASPD|1CDMG|1DUR|1SELL	1789VULN|2RCR|3DUR|49ASPD|5SELL|69ZMB|9BPWR|aCDMG
88	52234 23235	   	183.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	18VULN|2RCR|3DUR|4AART|5DMG|6RCVC|7LHND|9ZMB|aCDMG
89	52233 53523	   	183.14	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	17VULN|2RCR|3DUR|4AART|5BASHEA|6ZMB|8CDMG|9DMG|aLHND
90	52233 53531	   	183.14	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	17VULN|2RCR|3DUR|4AART|5BASHEA|6ZMB|8CDMG|9RMIN|aDMG
91	52233 53521	   	183.04	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	17VULN|2RCR|3DUR|4AART|5BASHEA|6ZMB|8CDMG|9DMG|aNUKE
92	52233 53522	   	183.04	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	17VULN|2RCR|3DUR|4AART|5BASHEA|6ZMB|8CDMG|9DMG|aERES
93	52222 12151	 * 	182.97	ACR|2VULN|1AART|3CDMG|2ASPD|2DUR	19VULN|2RCR|39DUR|4aASPD|5AART|6FEWX|789CDMG|9BPWR
94	52222 32151	   	182.97	ACR|2VULN|1AART|3CDMG|2ASPD|2DUR	19VULN|2RCR|39DUR|4aASPD|5AART|6LHND|789CDMG|9BPWR
95	52222 42151	   	182.97	ACR|2VULN|1AART|3CDMG|2ASPD|2DUR	19VULN|2RCR|39DUR|4aASPD|5AART|6LWND|789CDMG|9BPWR
96	31534 43222	 * 	182.83	ACR|2VULN|2DMG|1AART|2ZMB|1DUR	19ZMB|2LWND|39DMG|4CGEN|5RCR|6AART|7LHND|89VULN|9BPWR|aDUR
97	31534 43223	   	182.83	ACR|2VULN|2DMG|1AART|2ZMB|1ASPD	19ZMB|2LWND|39DMG|4CGEN|5RCR|6AART|7LHND|89VULN|9BPWR|aASPD
98	52224 12151	   	182.37	ACR|2VULN|3CDMG|1AART|2ASPD|2DUR	19VULN|2RCR|39DUR|4aASPD|5FEWX|6AART|789CDMG|9BPWR
99	52333 53333	   	182.02	ACR|3VULN|2AART|2DUR|1ZMB	179VULN|2RCR|39LHND|4aAART|5BASHEA|6ZMB|89DUR|9BPWR
100	52231 42142	   	181.83	ACR|4VULN|1AART|1CDMG|1DUR	189aVULN|2RCR|3DUR|4AART|5DMSP|6TLV|7CDMG
101	52232 42142	   	181.83	ACR|4VULN|1AART|1CDMG|1DUR	189aVULN|2RCR|3DUR|4AART|5RCVC|6TLV|7CDMG
102	52222 42252	   	181.76	ACR|2AART|2VULN|2CDMG|2DUR|1ASPD	19VULN|2RCR|39DUR|4ASPD|5aAART|68LWND|79CDMG|9BPWR
103	31155 32251	 * 	181.75	ACR|3DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2LWND|3CGEN|4CDMG|5RCR|678DMG|9AART|aVULN
104	52253 32126	 * 	181.69	ACR|4VULN|2CDMG|2ZMB|2DUR	179aVULN|2RCR|39DUR|48CDMG|5ERES|69ZMB|9BPWR
105	52222 63321	   	181.66	ACR|2VULN|2AART|1DMG|2DUR|1ASPD	17VULN|2RCR|38DUR|4ASPD|59AART|6LIT|aDMG
106	52234 11236	   	181.47	ACR|2VULN|2DMG|1AART|2DUR	18VULN|2RCR|37DUR|4AART|5aDMG|6FEWX|9LIT
107	52334 43212	   	181.40	ACR|4VULN|1AART|1DMG	1789VULN|2RCR|3LHND|4AART|5DMG|6LWND|aBEXP
108	52233 13534	 * 	181.34	ACR|2VULN|1AART|1DMG|3DUR|2ASPD	19VULN|2RCR|379DUR|4AART|5BASHEA|6BEXP|89ASPD|9BPWR|aDMG
109	52233 23534	   	181.34	ACR|2VULN|1AART|1DMG|3DUR|2ASPD	19VULN|2RCR|379DUR|4AART|5BASHEA|6FEWX|89ASPD|9BPWR|aDMG
110	52322 22142	   	181.33	ACR|4VULN|1AART|1CDMG|1ASPD	189aVULN|2RCR|3LHND|4ASPD|5AART|6RCVC|7CDMG
111	52322 32142	   	181.33	ACR|4VULN|1AART|1CDMG|1ASPD	189aVULN|2RCR|36LHND|4ASPD|5AART|7CDMG
112	52622 12142	   	181.33	ACR|4VULN|1AART|1CDMG|1ASPD	189aVULN|2RCR|36FEWX|4ASPD|5AART|7CDMG
113	52622 32142	   	181.33	ACR|4VULN|1AART|1CDMG|1ASPD	189aVULN|2RCR|3FEWX|4ASPD|5AART|6RCVC|7CDMG
114	52334 43211	   	181.30	ACR|4VULN|1AART|1DMG	1789VULN|2RCR|3LHND|4AART|5DMG|6LWND|aMBVNT
115	52334 43213	   	181.30	ACR|4VULN|1AART|1DMG	1789VULN|2RCR|3LHND|4AART|5DMG|6LWND|aERES
116	52242 62232	 * 	181.07	ACR|3DMG|2VULN|3DUR|1ASPD	19VULN|2RCR|345DUR|6ASPD|79aDMG|89TLV|9BPWR
117	52234 23224	   	181.03	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	18VULN|2RCR|3DUR|49AART|5DMG|6RCVC|7LHND|aZMB
118	52222 12254	 * 	180.97	ACR|3VULN|1AART|2ASPD|1CDMG|1DUR	19aVULN|2RCR|3DUR|49ASPD|5AART|6FEWX|7CDMG|89LWND|9BPWR
119	52222 32254	   	180.97	ACR|3VULN|1AART|2ASPD|1CDMG|1DUR	19aVULN|2RCR|3DUR|49ASPD|5AART|6LHND|7CDMG|89LWND|9BPWR
120	52334 22141	   	180.95	ACR|3VULN|1AART|1DMG|1CDMG	189VULN|2RCR|3LHND|4AART|5DMG|6RCVC|7CDMG|aMLV
121	52334 22143	   	180.95	ACR|3VULN|1AART|1DMG|1CDMG	189VULN|2RCR|3LHND|4AART|5DMG|6aRCVC|7CDMG
122	52334 22242	   	180.95	ACR|3VULN|1AART|1DMG|1CDMG	19aVULN|2RCR|38LHND|4AART|5DMG|6RCVC|7CDMG
123	52334 32141	   	180.95	ACR|3VULN|1AART|1DMG|1CDMG	189VULN|2RCR|36LHND|4AART|5DMG|7CDMG|aMLV
124	52334 32143	   	180.95	ACR|3VULN|1AART|1DMG|1CDMG	189VULN|2RCR|36LHND|4AART|5DMG|7CDMG|aRCVC
125	52334 32242	   	180.95	ACR|3VULN|1AART|1DMG|1CDMG	19aVULN|2RCR|368LHND|4AART|5DMG|7CDMG
126	52334 62223	   	180.95	ACR|3VULN|1AART|1DMG|1CDMG	189VULN|2RCR|3LHND|4AART|5DMG|6LIT|7CGEN|aCDMG
127	52334 63123	   	180.95	ACR|3VULN|1AART|1DMG|1CDMG	179VULN|2RCR|3LHND|4AART|5DMG|6LIT|8CGEN|aCDMG
128	52634 32112	   	180.95	ACR|3VULN|1AART|1DMG|1CDMG	18aVULN|2RCR|39FEWX|4AART|5DMG|6RCVC|7CDMG
129	52233 53311	   	180.93	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	17VULN|2RCR|3DUR|48AART|5BASHEA|6ZMB|9DMG|aLHND
130	52233 53312	   	180.93	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	17VULN|2RCR|3DUR|48AART|5BASHEA|6ZMB|9DMG|aFEWX
131	52233 53315	   	180.93	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	17VULN|2RCR|3DUR|48AART|5BASHEA|6ZMB|9DMG|aLWND
132	52233 53316	   	180.93	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	17VULN|2RCR|3DUR|48AART|5BASHEA|6ZMB|9DMG|aBELT
133	52233 53336	   	180.93	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	17VULN|2RCR|3DUR|48AART|5BASHEA|6ZMB|9LIT|aDMG
134	52212 12154	   	180.87	ACR|2AART|2VULN|3CDMG|2DUR	19VULN|2RCR|39DUR|4CGEN|5aAART|6FEWX|789CDMG|9BPWR
135	52233 53314	   	180.83	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	17VULN|2RCR|3DUR|48AART|5BASHEA|6ZMB|9DMG|aCANSTR
136	52233 53313	   	180.69	ACR|2AART|2VULN|1DMG|1ZMB|1DUR|1SELL	17VULN|2RCR|3DUR|48AART|5BASHEA|6ZMB|9DMG|aSELL
137	52222 22146	   	180.48	ACR|3VULN|1AART|2CDMG|1ASPD|1DUR	189VULN|2RCR|3DUR|4ASPD|5AART|6RCVC|7aCDMG
138	52221 12254	   	180.27	ACR|3VULN|1AART|2ASPD|1CDMG|1DUR	19aVULN|2RCR|3DUR|49ASPD|5DUST|6AART|7CDMG|89LWND|9BPWR
139	52222 32154	 * 	180.17	ACR|2VULN|1AART|3CDMG|3DUR|1ASPD	19VULN|2RCR|39aDUR|4ASPD|5AART|6LHND|789CDMG|9BPWR
140	52231 12352	   	180.12	ACR|2AART|2VULN|1CDMG|2DUR|1ZMB	19VULN|2RCR|39DUR|4aAART|5DMSP|6ZMB|7CDMG|89LWND|9BPWR
141	52232 12352	   	180.12	ACR|2AART|2VULN|1CDMG|2DUR|1ZMB	19VULN|2RCR|39DUR|4aAART|5RCVC|6ZMB|7CDMG|89LWND|9BPWR
142	35534 31333	   	179.94	ACR|4VULN|2DMG|2ZMB	18ZMB|267aVULN|38DMG|48CGEN|5RCR|8BPWR|9AIRHEL
143	52225 12121	   	179.81	ACR|4VULN|3CDMG|2DUR|1ASPD	179aVULN|2RCR|39DUR|4ASPD|5ERES|689CDMG|9BPWR
144	35534 21311	   	179.67	ACR|3DMG|2VULN|3ZMB	18aZMB|27VULN|38aDMG|468aCGEN|5RCR|8aBPWR|9DMSP
145	35534 32311	   	179.67	ACR|3DMG|2VULN|3ZMB	18aZMB|26VULN|38aDMG|478aCGEN|5RCR|8aBPWR|9DMSP
146	52215 12326	 * 	179.66	ACR|5VULN|2CDMG|2DUR	1789aVULN|2RCR|39DUR|4CGEN|5ERES|69CDMG|9BPWR
147	52231 32221	   	179.63	ACR|3VULN|1AART|2CDMG|2DUR	17aVULN|2RCR|3aDUR|4AART|5DMSP|6BELT|8aCDMG|9RMIN|aBPWR
148	52232 32221	   	179.63	ACR|3VULN|1AART|2CDMG|2DUR	17aVULN|2RCR|3aDUR|4AART|5RCVC|6BELT|8aCDMG|9RMIN|aBPWR
149	33425 32631	   	179.59	ACR|3VULN|2DMG|2ZMB|1CDMG	19ZMB|2RCVC|389VULN|4CDMG|5RCR|6LWND|79DMG|9BPWR|aLIT
150	35155 32323	   	179.59	ACR|3DMG|2VULN|2ZMB|1CDMG	19ZMB|29VULN|3CGEN|4CDMG|5RCR|679DMG|8RCVC|9BPWR|aLWND
151	52234 11212	   	179.53	ACR|3VULN|1AART|1DMG|2DUR	189VULN|2RCR|37DUR|4AART|5DMG|6FEWX|aBEXP
152	52234 11215	   	179.53	ACR|3VULN|1AART|1DMG|2DUR	189VULN|2RCR|37DUR|4AART|5DMG|6FEWX|aRCVC
153	52234 31212	   	179.53	ACR|3VULN|1AART|1DMG|2DUR	189VULN|2RCR|37DUR|4AART|5DMG|6LHND|aBEXP
154	52234 31215	   	179.53	ACR|3VULN|1AART|1DMG|2DUR	189VULN|2RCR|37DUR|4AART|5DMG|6LHND|aBELT
155	52234 41212	   	179.53	ACR|3VULN|1AART|1DMG|2DUR	189VULN|2RCR|37DUR|4AART|5DMG|6LWND|aBEXP
156	52234 63313	   	179.53	ACR|3VULN|1AART|1DMG|2DUR	179VULN|2RCR|38DUR|4AART|5DMG|6LIT|aRPLT
157	52534 21212	   	179.53	ACR|3VULN|1AART|1DMG|2DUR	189VULN|2RCR|3aBEXP|4AART|5DMG|67DUR
158	35155 32321	   	179.49	ACR|3DMG|2VULN|2ZMB|1CDMG	19ZMB|29VULN|3CGEN|4CDMG|5RCR|679DMG|8RCVC|9BPWR|aDUST
159	35214 21612	   	179.47	ACR|3VULN|2DMG|3ZMB	179ZMB|249VULN|3FEWX|5RCR|6CGEN|89DMG|9BPWR|aLIT
160	33434 21611	   	179.47	ACR|3VULN|2DMG|3ZMB	179ZMB|2RCVC|39aVULN|4FEWX|5RCR|6CGEN|89DMG|9BPWR
161	52222 22122	   	179.46	ACR|3VULN|1AART|1CDMG|2DUR|1ASPD	18aVULN|2RCR|39DUR|4ASPD|5AART|6RCVC|7CDMG
162	52234 11211	   	179.43	ACR|3VULN|1AART|1DMG|2DUR	189VULN|2RCR|37DUR|4AART|5DMG|6FEWX|aMBVNT
163	52234 11213	   	179.43	ACR|3VULN|1AART|1DMG|2DUR	189VULN|2RCR|37DUR|4AART|5DMG|6FEWX|aERES
164	52234 31211	   	179.43	ACR|3VULN|1AART|1DMG|2DUR	189VULN|2RCR|37DUR|4AART|5DMG|6LHND|aMBVNT
165	52234 31213	   	179.43	ACR|3VULN|1AART|1DMG|2DUR	189VULN|2RCR|37DUR|4AART|5DMG|6LHND|aERES
166	52234 31216	   	179.43	ACR|3VULN|1AART|1DMG|2DUR	189VULN|2RCR|37DUR|4AART|5DMG|6LHND|aDUST
167	52234 41211	   	179.43	ACR|3VULN|1AART|1DMG|2DUR	189VULN|2RCR|37DUR|4AART|5DMG|6LWND|aMBVNT
168	52234 41213	   	179.43	ACR|3VULN|1AART|1DMG|2DUR	189VULN|2RCR|37DUR|4AART|5DMG|6LWND|aERES
