0	Index      	 *	Score 	Summary	Detail	
1	53632 21612	 * 	202.27	DCR|3VULN|3DMG|1AART|1FLTHEA	124DMG|24BPWR|34DUST|58aVULN|6FLTHEA|7AART|9RCR
79	53213 36261	   	179.41	DCR|3DMG|2VULN|1AART|1DUR	127DMG|2BPWR|3aVULN|4CGEN|5MLV|6DUR|8AART|9RCR
80	32123 11242	   	179.36	DCR|2DMG|1AART|1VULN|1CDMG|1FLTHEA|1ASPD	1BEXP|2AART|3CDMG|47DMG|5ASPD|6FLTHEA|8RCR|9TLV|aVULN
81	42123 11252	   	179.36	DCR|2DMG|1AART|1VULN|1CDMG|1FLTHEA|1ASPD	1DUST|2AART|3CDMG|47DMG|5ASPD|6FLTHEA|8RCR|9CGEN|aVULN
82	21422 23116	   	179.33	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	19VULN|26SNIHEL|3CDMG|4DMG|57AART|8RCR|aZMB
83	42123 11242	   	179.26	DCR|2DMG|1AART|1VULN|1CDMG|1FLTHEA|1ASPD	1DUST|2AART|3CDMG|47DMG|5ASPD|6FLTHEA|8RCR|9TLV|aVULN
84	32513 41251	   	179.06	DCR|2AART|2VULN|2DMG	17BEXP|28AART|37DMG|4RMIN|57ERES|6RCR|7BPWR|9aVULN
85	23342 12262	 * 	178.78	DCR|4VULN|3DMG|1AART|2MSE	1357VULN|237DMG|37BPWR|4LEGI|67MSE|8AART|9RCR|aFEWX
86	23342 12263	 * 	178.78	DCR|4VULN|3DMG|1AART|2MSE	1357VULN|237DMG|37BPWR|4LEGI|67MSE|8AART|9RCR|aLHND
87	23342 12264	 * 	178.78	DCR|4VULN|3DMG|1AART|2MSE	1357VULN|237DMG|37BPWR|4LEGI|67MSE|8AART|9RCR|aCGEN
88	23342 12265	 * 	178.68	DCR|4VULN|3DMG|1AART|2MSE	1357VULN|237DMG|37BPWR|4LEGI|67MSE|8AART|9RCR|aDUST
89	53242 12261	 * 	178.68	DCR|4VULN|3DMG|1AART|2MSE	127DMG|27BPWR|357aVULN|4LEGI|67MSE|8AART|9RCR
90	23313 35662	   	178.65	DCR|3VULN|3DMG|2DUR	139VULN|239DMG|39BPWR|47CGEN|5MLV|69DUR|8RCR|aBEXP
91	23313 35661	   	178.55	DCR|3VULN|3DMG|2DUR	139VULN|239DMG|39BPWR|47CGEN|5MLV|69DUR|8RCR|aERES
92	23313 35663	   	178.55	DCR|3VULN|3DMG|2DUR	139VULN|239DMG|39BPWR|47CGEN|5MLV|69DUR|8RCR|aDLOT
93	23362 25633	   	178.54	DCR|4VULN|2DMG|1DUR|1ASPD	1357VULN|23DMG|3BPWR|4LHND|6LWND|8RCR|9DUR|aASPD
94	21613 41332	   	178.37	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	17aVULN|2SNIHEL|3AART|4DMG|5DUR|6CDMG|8DMSP|9RCR
95	42162 51132	   	178.34	DCR|3VULN|1AART|2CDMG|1DMG	1DUST|2AART|38CDMG|46aVULN|5DMG|7MGNSTR|9RCR
96	23561 13421	 * 	178.32	DCR|4VULN|2DMG|2ASPD	179aVULN|29DMG|3LHND|4LIT|59ASPD|6RMIN|8RCR|9BPWR
97	23661 13421	   	178.22	DCR|4VULN|2DMG|2ASPD	179aVULN|29DMG|3DUST|4LIT|59ASPD|6RMIN|8RCR|9BPWR
98	21613 32515	   	178.02	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	17aVULN|2SNIHEL|3AART|4DMG|5DUR|6MBVNT|8RCR|9ZMB
99	53344 32232	 * 	177.76	DCR|3DMG|2VULN|2ASPD|1CDMG	12aDMG|2aBPWR|3aASPD|4CDMG|5BELT|6LEGI|7LIT|8RCR|9aVULN
100	21614 41132	   	177.74	DCR|3VULN|1AART|1DMG|2CDMG	17aVULN|2SNIHEL|3AART|4DMG|5FEWX|68CDMG|9RCR
101	21616 41132	   	177.74	DCR|3VULN|1AART|1DMG|2CDMG	17aVULN|2SNIHEL|3AART|4DMG|5LWND|68CDMG|9RCR
102	24611 23143	   	177.52	ACR|3VULN|1AART|1CDMG|2DUR|1ZMB	168VULN|2CGEN|3DUST|4RCR|56DUR|6BPWR|7AART|9ZMB|aCDMG
103	23362 25613	   	177.49	DCR|5VULN|2DMG	1357aVULN|23DMG|3BPWR|4LHND|6LWND|8RCR|9BELT
104	25611 23143	   	177.42	ACR|3VULN|1AART|1CDMG|2DUR|1ZMB	168VULN|2TLV|3DUST|4RCR|56DUR|6BPWR|7AART|9ZMB|aCDMG
105	23343 12358	 * 	177.37	DCR|3VULN|3DMG|2ASPD	13aVULN|23aDMG|3aBPWR|4LEGI|5FEWX|6BEXP|7aASPD|8MBVNT|9RCR
106	23553 13423	   	177.32	DCR|3VULN|3DMG|1ZMB	179VULN|29aDMG|3LHND|4ZMB|59LIT|6RMIN|8RCR|9BPWR
107	32125 52231	   	177.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1BEXP|2AART|3CDMG|4DMG|5RCR|6aVULN|7FEWX|8ZMB|9ASPD
108	42125 53333	   	177.14	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1DUST|2AART|3CDMG|4DMG|5RCR|6aVULN|7RCVC|8ZMB|9ASPD
109	23323 46253	   	177.12	DCR|3VULN|2DMG|1AART|1SELL	13aVULN|23DMG|3BPWR|49BEXP|5FEWX|6SELL|7RCR|8AART
110	23323 46263	   	177.12	DCR|3VULN|2DMG|1AART|1SELL	13aVULN|23DMG|3BPWR|4BEXP|59FEWX|6SELL|7RCR|8AART
111	23512 52622	   	176.97	DCR|3VULN|2DMG|1AART	17aVULN|27DMG|37aLHND|4RMIN|5AART|6DLOT|7aBPWR|8RCR|9aFEWX
112	23362 35611	   	176.90	DCR|4VULN|2DMG|2DUR	1357VULN|23DMG|3BPWR|4LHND|6aDUR|8RCR|9BELT
113	23362 35631	   	176.90	DCR|4VULN|2DMG|2DUR	1357VULN|23DMG|3BPWR|4LHND|69DUR|8RCR|aLIT
114	23362 34632	   	176.90	DCR|4VULN|2DMG|2DUR	135aVULN|23DMG|3BPWR|47LHND|69DUR|8RCR
115	23532 35632	   	176.90	DCR|4VULN|2DMG|2DUR	157aVULN|24DMG|34LHND|4BPWR|69DUR|8RCR
116	53426 11322	   	176.87	ACR|3DMG|2VULN|1CDMG|2DUR	12aDMG|2aBPWR|3CDMG|4aVULN|5RCR|69DUR|7ERES|8aCGEN
117	53426 12312	   	176.77	ACR|3DMG|2VULN|1CDMG|2DUR	127DMG|2BPWR|3CDMG|48VULN|5RCR|6aDUR|9LHND
118	53426 12322	   	176.77	ACR|3DMG|2VULN|1CDMG|2DUR	127DMG|2BPWR|3CDMG|48VULN|5RCR|6aDUR|9FEWX
119	53426 12332	   	176.77	ACR|3DMG|2VULN|1CDMG|2DUR	127DMG|2BPWR|3CDMG|48VULN|5RCR|6aDUR|9BEXP
120	63356 23133	 * 	176.76	ACR|2VULN|1AART|3ASPD|1DMG|1FLTHEA	123ASPD|2BPWR|4RCR|59VULN|6FLTHEA|7DMG|8LHND|aAART
121	63356 23233	   	176.76	ACR|2VULN|1AART|3ASPD|1DMG|1FLTHEA	123ASPD|2BPWR|4RCR|59VULN|6FLTHEA|7DMG|8LWND|aAART
122	63356 23333	   	176.76	ACR|2VULN|1AART|3ASPD|1DMG|1FLTHEA	123ASPD|2BPWR|4RCR|59VULN|6FLTHEA|7DMG|8FEWX|aAART
123	51325 41132	   	176.64	DCR|3VULN|1AART|1DMG|2CDMG	1DMG|2LHND|3LSRICY|47aVULN|5AART|68CDMG|9RCR
124	32125 51231	   	176.64	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	1BEXP|2AART|3CDMG|49DMG|5RCR|6aVULN|7SELL|8CGEN
125	21422 11132	   	176.54	DCR|3VULN|1AART|1DMG|2CDMG	17aVULN|2SNIHEL|38CDMG|4DMG|5AART|6LWND|9RCR
126	32125 51431	   	176.54	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	1BEXP|2AART|3CDMG|49DMG|5RCR|6aVULN|7SELL|8TLV
127	42125 51231	   	176.54	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	1DUST|2AART|3CDMG|49DMG|5RCR|6aVULN|7SELL|8CGEN
128	21422 51132	   	176.44	DCR|3VULN|1AART|1DMG|2CDMG	17aVULN|2SNIHEL|38CDMG|4DMG|5AART|6DUST|9RCR
129	24313 13267	   	176.08	ACR|3VULN|3DMG|1ASPD	19aVULN|2CGEN|39aLWND|4RCR|5ASPD|6MBVNT|7DUST|89aDMG|9aBPWR
130	32162 12115	   	176.04	DCR|3VULN|1AART|1DMG|2CDMG	1BEXP|2AART|36CDMG|456VULN|6BPWR|7RCVC|8DMG|9DUST|aRCR
131	21613 32511	   	176.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	17VULN|2SNIHEL|3AART|4DMG|5DUR|6MBVNT|8RCR|9ZMB|aCDMG
132	23553 13421	   	175.77	DCR|4VULN|2DMG|1ZMB	179aVULN|29DMG|3LHND|4ZMB|59LIT|6RMIN|8RCR|9BPWR
133	23323 32645	   	175.69	DCR|3DMG|2VULN|1CDMG|1DUR|1ASPD	13VULN|23aDMG|3BPWR|4BEXP|5FEWX|6DUR|7ASPD|8CDMG|9RCR
134	22211 23565	 * 	175.68	ACR|4VULN|1DMG|1CDMG|2DUR	169aVULN|2FEWX|3TLV|4RCR|56DUR|6BPWR|7CDMG|8DMG
135	23331 41231	   	175.62	DCR|4VULN|3DMG	1389VULN|239DMG|39BPWR|45LWND|6CANHEL|79LIT|aRCR
136	23532 41231	   	175.62	DCR|4VULN|3DMG	1589VULN|249DMG|34LHND|49BPWR|6CANHEL|79LIT|aRCR
137	53426 32313	   	175.54	ACR|3DMG|2VULN|1CDMG|1ZMB	127DMG|2BPWR|3CDMG|48VULN|5RCR|6BEXP|9LHND|aZMB
138	53426 32323	   	175.54	ACR|3DMG|2VULN|1CDMG|1ZMB	127DMG|2BPWR|3CDMG|48VULN|5RCR|6BEXP|9FEWX|aZMB
139	23362 62411	   	175.52	DCR|4VULN|3DMG	1357VULN|237DMG|37BPWR|47LHND|6DMSP|8NUKE|9DUST|aRCR
140	23522 41531	   	175.52	DCR|4VULN|3DMG	1459VULN|289DMG|3LHND|6CANHEL|79LIT|9BPWR|aRCR
141	53262 41231	   	175.52	DCR|4VULN|3DMG	129DMG|29BPWR|3589VULN|4LHND|6CANHEL|79LIT|aRCR
142	23322 41531	   	175.42	DCR|4VULN|3DMG	1359VULN|238DMG|3BPWR|4BEXP|6CANHEL|7LIT|aRCR
143	23342 62421	   	175.42	DCR|4VULN|3DMG	1357VULN|237DMG|37BPWR|4LEGI|6DMSP|8NUKE|9LHND|aRCR
144	23342 62431	   	175.42	DCR|4VULN|3DMG	1357VULN|237DMG|37BPWR|4LEGI|6DMSP|8NUKE|9FEWX|aRCR
145	23362 41531	   	175.42	DCR|4VULN|3DMG	1359VULN|238DMG|3BPWR|4LHND|6CANHEL|7LIT|aRCR
146	23342 41531	   	175.32	DCR|4VULN|3DMG	1359VULN|238DMG|3BPWR|4LEGI|6CANHEL|7LIT|aRCR
147	23342 62411	   	175.32	DCR|4VULN|3DMG	1357VULN|237DMG|37BPWR|4LEGI|6DMSP|8NUKE|9DUST|aRCR
148	23311 52226	   	175.22	DCR|3DMG|2VULN|1CDMG|1ZMB	13VULN|237DMG|3BPWR|4CGEN|5RPLT|6ZMB|8RCR|9RMIN|aCDMG
149	23311 52263	   	175.22	DCR|3DMG|2VULN|1CDMG|1ZMB	13VULN|237DMG|3BPWR|4CGEN|5RPLT|6ZMB|8RCR|9CDMG|aLIT
150	32123 32413	   	175.14	DCR|2AART|2DMG|1CDMG|1ZMB|1ASPD|1DUR	1BEXP|29AART|3CDMG|46DMG|5ASPD|7DUR|8RCR|aZMB
151	23512 56221	   	175.13	DCR|3VULN|1AART|1DMG|2ASPD	19aVULN|2DMG|39LHND|4RMIN|5AART|6DLOT|7RCR|89ASPD|9BPWR
152	23323 46224	   	175.12	DCR|2VULN|2DMG|1AART|1CDMG|1SELL	13VULN|23DMG|3BPWR|4BEXP|5FEWX|6SELL|7RCR|8AART|9LIT|aCDMG
153	23311 52264	   	175.12	DCR|3DMG|2VULN|1CDMG|1ZMB	13VULN|237DMG|3BPWR|4CGEN|5RPLT|6ZMB|8RCR|9CDMG|aERES
154	23316 62133	   	175.12	DCR|3VULN|2DMG|1CDMG|1ZMB	139VULN|23DMG|3BPWR|4CGEN|5FEWX|6CDMG|7LSRREG|8RCR|aZMB
155	23316 64133	   	175.12	DCR|3VULN|2DMG|1CDMG|1ZMB	139VULN|23DMG|3BPWR|4CGEN|5FEWX|6CDMG|7BASICY|8RCR|aZMB
156	53211 52261	   	175.12	DCR|3DMG|2VULN|1CDMG|1ZMB	127DMG|2BPWR|3aVULN|4CGEN|5RPLT|6ZMB|8RCR|9CDMG
157	23313 41531	   	175.07	DCR|3VULN|3DMG|1FLTHEA	139VULN|238DMG|3BPWR|4CGEN|5MLV|6FLTHEA|7LIT|aRCR
158	21613 41133	   	175.07	DCR|2VULN|1AART|3CDMG|1DMG|1DUR	17VULN|2SNIHEL|3AART|4DMG|5DUR|68aCDMG|9RCR
159	42123 32413	   	175.04	DCR|2AART|2DMG|1CDMG|1ZMB|1ASPD|1DUR	1DUST|29AART|3CDMG|46DMG|5ASPD|7DUR|8RCR|aZMB
160	23356 62133	   	175.02	DCR|3VULN|2DMG|1CDMG|1ZMB	139VULN|23DMG|3BPWR|4ERES|5FEWX|6CDMG|7LSRREG|8RCR|aZMB
161	23353 41531	   	174.97	DCR|3VULN|3DMG|1FLTHEA	139VULN|238DMG|3BPWR|4ERES|5MLV|6FLTHEA|7LIT|aRCR
162	53242 62213	   	174.97	DCR|3VULN|3DMG|1CDMG	127DMG|27BPWR|357VULN|4LEGI|6DMSP|8CDMG|9RPLT|aRCR
163	36422 13113	 * 	174.94	DCR|2AART|2DMG|1VULN|2CDMG	16BEXP|2LSRICY|3aCDMG|46DMG|57AART|6BPWR|8RCR|9VULN
164	21423 16133	   	174.92	DCR|3VULN|2DMG|1CDMG|1ZMB	179VULN|2SNIHEL|3CDMG|4aDMG|5ZMB|6DUST|8RCR
165	53431 13316	   	174.90	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	12DMG|2BPWR|3CDMG|4CGEN|57VULN|6ASPD|8AART|9DUST|aRCR
166	53632 15213	   	174.87	DCR|3VULN|3DMG|1CDMG	124DMG|24BPWR|34DUST|567VULN|8CDMG|9RPLT|aRCR
167	36422 43112	   	174.84	DCR|2AART|2VULN|1DMG|2CDMG	1BEXP|2LSRICY|36CDMG|4DMG|57AART|8RCR|9aVULN
168	21422 43113	   	174.74	DCR|2AART|2VULN|1DMG|2CDMG	19VULN|2SNIHEL|36CDMG|4DMG|57AART|8RCR|aBEXP
