0	Index      	 *	Score 	Summary	Detail	
1	43415 44532	 * 	183.61	DCR|3VULN|2DMG|1AART|1DUR	1MBVNT|2aLIT|34aVULN|5SNIHEL|6DUR|7RCR|8aDMG|9AART|aBPWR
26	43424 17242	   	177.32	DCR|2VULN|2DMG|1AART|1ZMB	1MBVNT|2aLIT|3aVULN|4AART|59DMG|6RCR|7ZMB|8aAIRHEA|aBPWR
27	43424 22437	 * 	177.30	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1MBVNT|2LIT|39VULN|4AART|57DMG|6CDMG|8DUR|aRCR
28	43424 17243	   	177.22	DCR|2VULN|2DMG|1AART|1ZMB	1MBVNT|2LIT|3aVULN|4AART|59DMG|6RCR|7ZMB|8AIRHEA
29	46413 13226	   	176.96	DCR|2VULN|2DMG|1AART|1CDMG	1MBVNT|2aDMG|3aVULN|4CGEN|5RPLT|6RCR|7CDMG|8aERES|9AART|aBPWR
30	43424 14468	 * 	176.81	DCR|3VULN|1AART|1DMG|2DUR	1MBVNT|29LIT|39aVULN|4AART|5DMG|6RCR|7FEWX|89DUR|9BPWR
31	46413 13425	   	176.60	DCR|2VULN|2DMG|1CDMG|2DUR|1ZMB	1MBVNT|29DMG|39VULN|4CGEN|5RPLT|6RCR|7CDMG|89DUR|9BPWR|aZMB
32	43424 16722	 * 	175.73	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1MBVNT|2aLIT|3VULN|4AART|5aDMG|6RCR|7VENICY|8DUR|9aCDMG|aBPWR
33	43424 12185	 * 	175.58	DCR|2VULN|1AART|1DMG|2CDMG|1DUR|1SELL	1MBVNT|2aLIT|3aVULN|4AART|5DMG|6RCR|7DUR|8SELL|9aCDMG|aBPWR
34	46218 22442	   	175.47	DCR|3VULN|2DMG|1AART	1MBVNT|2aDMG|3DLOT|4BEXP|5aLHND|69aVULN|7AART|8RCR|aBPWR
35	43424 17212	   	175.38	DCR|3VULN|1AART|1DMG|1ZMB	1MBVNT|2aLIT|39aVULN|4AART|5DMG|6RCR|7ZMB|8aAIRHEA|aBPWR
36	43424 17632	   	175.38	DCR|3VULN|1AART|1DMG|1ZMB	1MBVNT|2LIT|38aVULN|4AART|5DMG|6RCR|7ZMB|9BELT
37	43424 18152	   	175.38	DCR|3VULN|1AART|1DMG|1ZMB	1MBVNT|2LIT|39aVULN|4AART|5DMG|6RCR|7BELT|8ZMB
38	43424 26437	 * 	175.37	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2LIT|379VULN|4AART|5DMG|6CDMG|8DUR|aRCR
39	43424 17213	   	175.28	DCR|3VULN|1AART|1DMG|1ZMB	1MBVNT|2LIT|39aVULN|4AART|5DMG|6RCR|7ZMB|8AIRHEA
40	43424 17338	   	174.18	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2LIT|3VULN|4aAART|5DMG|6RCR|7ZMB|8DUR|9CDMG
41	43424 17352	   	174.18	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2LIT|3VULN|49AART|5DMG|6RCR|7ZMB|8DUR|aCDMG
42	46421 43345	 * 	174.00	DCR|4VULN|2DMG|1DUR	1MBVNT|2aDMG|345aVULN|6CGEN|7RCR|8DUR|9aLWND|aBPWR
43	46421 43315	   	173.80	DCR|4VULN|2DMG|1DUR	1MBVNT|2aDMG|345aVULN|6CGEN|7RCR|8DUR|9aDUST|aBPWR
44	43424 12537	   	173.61	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1MBVNT|2LIT|3VULN|4AART|5aDMG|6RCR|7DUR|8ASPD|9ZMB
45	43424 17612	   	173.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2LIT|38VULN|4AART|5DMG|6RCR|7ZMB|9LWND|aCDMG
46	43424 17218	   	173.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2LIT|39VULN|4AART|5DMG|6RCR|7ZMB|8AIRHEA|aCDMG
47	43424 17248	   	173.28	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1MBVNT|2LIT|3VULN|4AART|59DMG|6RCR|7ZMB|8AIRHEA|aCDMG
48	43424 17742	   	173.28	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1MBVNT|2LIT|3VULN|4AART|59DMG|6RCR|7ZMB|8DUST|aCDMG
49	43424 14438	   	173.25	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|2LIT|3aVULN|4AART|59DMG|6RCR|7FEWX|8DUR
50	43424 12838	   	173.15	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|2LIT|3aVULN|4AART|59DMG|6RCR|7DUR|8DUST
51	43424 16443	   	173.15	DCR|2VULN|2DMG|1AART|1ASPD	1MBVNT|2LIT|3aVULN|4AART|58DMG|6RCR|7VENICY|9ASPD
52	43424 16843	   	173.15	DCR|2VULN|2DMG|1AART|1ASPD	1MBVNT|2LIT|3aVULN|4AART|59DMG|6RCR|7VENICY|8ASPD
53	16421 15222	 * 	172.80	ACR|3VULN|1AART|1DMG|1ZMB	1ERES|2RPLT|3RCR|4CGEN|578VULN|6ZMB|9AART|aDMG
54	46432 11132	   	172.61	DCR|2DMG|3ZMB|1VULN|2CDMG|1DUR	1MBVNT|27DMG|3VULN|457ZMB|67CDMG|7BPWR|8RCR|9BEXP|aDUR
55	46432 11136	   	172.61	DCR|2DMG|3ZMB|1VULN|2CDMG|1ASPD	1MBVNT|27DMG|3VULN|457ZMB|67CDMG|7BPWR|8RCR|9BEXP|aASPD
56	46432 11142	   	172.61	DCR|2DMG|3ZMB|1VULN|2CDMG|1DUR	1MBVNT|27DMG|3VULN|457ZMB|67CDMG|7BPWR|8RCR|9LWND|aDUR
57	46432 11146	   	172.61	DCR|2DMG|3ZMB|1VULN|2CDMG|1ASPD	1MBVNT|27DMG|3VULN|457ZMB|67CDMG|7BPWR|8RCR|9LWND|aASPD
58	43424 11355	 * 	172.61	DCR|2AART|2DMG|1VULN|2DUR	1MBVNT|2aLIT|3VULN|49AART|5aDMG|6RCR|7RMIN|8aDUR|aBPWR
59	43424 12255	   	172.61	DCR|2AART|2DMG|1VULN|2DUR	1MBVNT|2aLIT|3VULN|49AART|5aDMG|6RCR|7aDUR|8RMIN|aBPWR
60	43424 14463	 * 	172.61	DCR|2AART|2VULN|1DMG|2DUR	1MBVNT|29LIT|39VULN|4aAART|5DMG|6RCR|7FEWX|89DUR|9BPWR
61	46421 33824	 * 	172.59	DCR|5VULN|2DMG	1MBVNT|29DMG|34568VULN|79MLV|9BPWR|aRCR
62	46421 33814	   	172.49	DCR|5VULN|2DMG	1MBVNT|29DMG|34568VULN|7MLV|aRCR
63	11325 51162	 * 	172.12	DCR|3DMG|1AART|1VULN|1DUR	19aERES|2RCVC|3AART|49aLWND|5DUR|6RCR|7VULN|89aDMG|9aBPWR
64	43424 11622	   	171.32	DCR|3VULN|1AART|1DMG|1ASPD	1MBVNT|2LIT|38aVULN|4AART|5DMG|6RCR|7RMIN|9ASPD
65	46218 22432	   	171.26	DCR|2VULN|2DMG|2AART	1MBVNT|2aDMG|3DLOT|4BEXP|5aLHND|6aVULN|79AART|8RCR|aBPWR
66	43424 16813	   	171.22	DCR|3VULN|1AART|1DMG|1ASPD	1MBVNT|2LIT|39aVULN|4AART|5DMG|6RCR|7VENICY|8ASPD
67	43424 18112	   	171.18	DCR|2AART|2VULN|1DMG|1ZMB	1MBVNT|2LIT|3aVULN|49AART|5DMG|6RCR|7BELT|8ZMB
68	43425 72342	 * 	171.03	DCR|3VULN|2AART|1DMG	1MBVNT|2LIT|36aVULN|47AART|5LWND|8RCR|9DMG
69	43424 16822	 * 	170.62	DCR|2DMG|1AART|1VULN|2ZMB|1ASPD	1MBVNT|2aLIT|3VULN|4AART|5aDMG|6RCR|7VENICY|8ASPD|9aZMB|aBPWR
70	43424 22337	   	170.26	DCR|2VULN|2DMG|1AART|1CDMG	1MBVNT|2LIT|39VULN|4AART|57DMG|6CDMG|8DUST|aRCR
71	46432 11352	   	170.21	DCR|2DMG|3ZMB|1VULN|2CDMG|1DUR	1MBVNT|27DMG|3VULN|457ZMB|67CDMG|7BPWR|8LWND|9RCR|aDUR
72	43424 12552	   	170.11	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1MBVNT|2LIT|3VULN|49AART|5DMG|6RCR|7DUR|8ASPD|aCDMG
73	46433 51132	   	169.99	DCR|2VULN|2DMG|3ZMB|1DUR|1SELL	1MBVNT|27DMG|37VULN|467ZMB|5SELL|7BPWR|8RCR|9BEXP|aDUR
74	46433 51142	   	169.99	DCR|2VULN|2DMG|3ZMB|1DUR|1SELL	1MBVNT|27DMG|37VULN|467ZMB|5SELL|7BPWR|8RCR|9LWND|aDUR
75	16221 46222	   	169.98	DCR|3VULN|1AART|1DMG|1ZMB	1ERES|2RPLT|358VULN|4CGEN|6ZMB|7RCR|9AART|aDMG
76	46421 43812	 * 	169.87	DCR|4VULN|1DMG|1FLTHEA|1DUR	1MBVNT|2DMG|3459VULN|6CGEN|7RCR|8FLTHEA|aDUR
77	46421 43814	   	169.87	DCR|4VULN|1DMG|1FLTHEA|1ASPD	1MBVNT|2DMG|3459VULN|6CGEN|7RCR|8FLTHEA|aASPD
78	46421 23174	   	169.86	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1MBVNT|2DMG|345VULN|6AART|7FEWX|8ASPD|9RCR|aDUR
79	43453 62342	   	169.83	DCR|3VULN|2AART|1DMG	1MBVNT|2LIT|35aVULN|4LWND|67AART|8RCR|9DMG
80	41733 12262	 * 	169.73	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1MBVNT|28CGEN|3CDMG|4RCR|5LEGI|68DMG|78DUR|8BPWR|9AART|aVULN
81	43424 11621	   	169.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1MBVNT|2LIT|38VULN|4AART|5DMG|6RCR|7RMIN|9ASPD|aCDMG
82	43424 11652	   	169.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2LIT|38VULN|4AART|5DMG|6RCR|7RMIN|9DUR|aCDMG
83	43424 16448	   	169.21	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1MBVNT|2LIT|3VULN|4AART|58DMG|6RCR|7VENICY|9ASPD|aCDMG
84	46234 44514	 * 	169.17	DCR|2VULN|2DMG|1AART|2ZMB	1MBVNT|29DMG|3DLOT|4CANSTR|59VULN|69ZMB|7RPLT|8AART|9BPWR|aRCR
85	43424 12187	   	169.07	DCR|2DMG|1AART|1VULN|1CDMG|1DUR|1SELL	1MBVNT|2LIT|3VULN|4AART|5aDMG|6RCR|7DUR|8SELL|9CDMG
86	43424 25812	 * 	169.02	DCR|2AART|2DMG|1VULN|1CDMG	1MBVNT|2LIT|3VULN|49AART|5aDMG|6CDMG|7MGNSTR|8RCR
87	43425 72341	   	169.02	DCR|2AART|2VULN|1DMG|1CDMG	1MBVNT|2LIT|36VULN|47AART|5LWND|8RCR|9DMG|aCDMG
88	46413 13128	   	169.01	DCR|3DMG|2VULN|1CDMG	1MBVNT|29aDMG|39VULN|4CGEN|5RPLT|6RCR|7CDMG|89BEXP|9BPWR
89	43424 16322	   	168.69	DCR|2DMG|1AART|1VULN|2CDMG	1MBVNT|2aLIT|3VULN|4AART|5aDMG|6RCR|7VENICY|8DUST|9aCDMG|aBPWR
90	23336 43243	   	168.65	DCR|2VULN|2AART|1DMG|1ASPD|1DUR	1ASPD|2BELT|3DUR|45VULN|6DUST|7RCR|8DMG|9aAART
91	43424 14185	 * 	168.64	DCR|2VULN|1AART|2CDMG|1DMG|1SELL	1MBVNT|2aLIT|3aVULN|4AART|5DMG|6RCR|7FEWX|8SELL|9aCDMG|aBPWR
92	54124 22213	   	168.60	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1TLV|2ERES|3DUR|45VULN|6CDMG|7RCR|89DMG|aZMB
93	54131 52213	   	168.60	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1TLV|2ERES|3DUR|4CDMG|56VULN|7RCR|89DMG|aZMB
94	46833 44232	   	168.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1MBVNT|29DMG|3CDMG|4RMIN|5ZMB|6MLV|7RCR|8AART|aVULN
95	43424 52238	   	168.35	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|2LIT|3aVULN|4AART|59DMG|6DUST|7DUR|8RCR
96	43424 26337	   	168.33	DCR|3VULN|1AART|1DMG|1CDMG	1MBVNT|2LIT|379VULN|4AART|5DMG|6CDMG|8DUST|aRCR
97	23136 33246	   	168.32	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2BELT|3FEWX|45aVULN|6RCR|7DUST|8DMG|9AART
98	43423 13262	 * 	168.30	DCR|3VULN|3ZMB|1AART	1MBVNT|29aLIT|39aVULN|4AART|5LHND|6BEXP|79aZMB|8RCR|9aBPWR
99	23651 23242	 * 	168.25	ACR|2VULN|1AART|3ASPD|1DMG|1DUR	136ASPD|2BELT|47VULN|5RCR|8DMG|9AART|aDUR
100	43427 13262	   	168.20	DCR|3VULN|3ZMB|1AART	1MBVNT|29aLIT|39aVULN|4AART|5DUST|6BEXP|79aZMB|8RCR|9aBPWR
101	43424 14467	   	168.10	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1MBVNT|29LIT|39VULN|4AART|5DMG|6RCR|7FEWX|89DUR|9BPWR|aASPD
102	43424 17382	 * 	168.02	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7ZMB|89DUR|aCDMG
103	42417 52311	   	167.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1MBVNT|2LHND|3CDMG|4ZMB|5AART|6LIT|79DMG|8RCR|aVULN
104	43445 44532	   	167.95	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|2aLIT|3aVULN|4RCVC|5SNIHEL|6DUR|7RCR|8aDMG|9AART|aBPWR
105	43453 62341	   	167.82	DCR|2VULN|2AART|1DMG|1CDMG	1MBVNT|2LIT|35VULN|4LWND|67AART|8RCR|9DMG|aCDMG
106	43424 52263	   	167.71	DCR|2AART|2VULN|1DMG|2DUR	1MBVNT|29LIT|39VULN|4aAART|5DMG|6DUST|79DUR|8RCR|9BPWR
107	43424 12533	   	167.47	DCR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1MBVNT|2LIT|3VULN|4aAART|5DMG|6RCR|7DUR|8ASPD|9ZMB
108	43614 44261	   	167.45	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|29LIT|39DMG|4LHND|5DUR|6AART|79VULN|8RCR|9BPWR|aBEXP
109	43614 44262	   	167.45	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|29LIT|39DMG|4LHND|5DUR|6AART|79VULN|8RCR|9BPWR|aLWND
110	43614 44264	   	167.45	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|29LIT|39DMG|4LHND|5DUR|6AART|79VULN|8RCR|9BPWR|aRPLT
111	43624 44261	   	167.35	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|29LIT|39DMG|4DUST|5DUR|6AART|79VULN|8RCR|9BPWR|aBEXP
112	43624 44262	   	167.35	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|29LIT|39DMG|4DUST|5DUR|6AART|79VULN|8RCR|9BPWR|aLWND
113	43624 44264	   	167.35	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|29LIT|39DMG|4DUST|5DUR|6AART|79VULN|8RCR|9BPWR|aRPLT
114	43424 17152	   	167.24	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1MBVNT|2LIT|3VULN|49AART|5DMG|6RCR|7ZMB|8BEXP|aCDMG
115	43424 17452	   	167.24	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1MBVNT|2LIT|3VULN|49AART|5DMG|6RCR|7ZMB|8LWND|aCDMG
116	43624 44238	   	167.15	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|2LIT|39DMG|4DUST|5DUR|6AART|7aVULN|8RCR
117	46421 21714	   	167.13	DCR|3VULN|1AART|1DMG|1CDMG	1MBVNT|2DMG|345VULN|6AART|7ERES|8CDMG|9CGEN|aRCR
118	43424 11357	   	167.11	DCR|2AART|2DMG|1VULN|1DUR	1MBVNT|2LIT|3VULN|49AART|5aDMG|6RCR|7RMIN|8DUR
119	43424 12257	   	167.11	DCR|2AART|2DMG|1VULN|1DUR	1MBVNT|2LIT|3VULN|49AART|5aDMG|6RCR|7DUR|8RMIN
120	43424 12863	   	167.11	DCR|2AART|2VULN|1DMG|1DUR	1MBVNT|29LIT|39VULN|4aAART|5DMG|6RCR|7DUR|89DUST|9BPWR
121	43424 14428	   	167.11	DCR|2AART|2VULN|1DMG|1DUR	1MBVNT|2LIT|3aVULN|49AART|5DMG|6RCR|7FEWX|8DUR
122	43424 14433	   	167.11	DCR|2AART|2DMG|1VULN|1DUR	1MBVNT|2LIT|3VULN|4aAART|59DMG|6RCR|7FEWX|8DUR
123	46421 43245	   	167.07	DCR|4VULN|2DMG	1MBVNT|2aDMG|345aVULN|6CGEN|7RCR|8BEXP|9aLWND|aBPWR
124	46421 43445	   	167.07	DCR|4VULN|2DMG	1MBVNT|2aDMG|345aVULN|6CGEN|7RCR|8FEWX|9aLWND|aBPWR
125	43424 12828	   	167.01	DCR|2AART|2VULN|1DMG|1DUR	1MBVNT|2LIT|3aVULN|49AART|5DMG|6RCR|7DUR|8DUST
126	43424 12833	   	167.01	DCR|2AART|2DMG|1VULN|1DUR	1MBVNT|2LIT|3VULN|4aAART|59DMG|6RCR|7DUR|8DUST
127	14322 51162	   	166.91	DCR|2VULN|2DMG|1AART	129ERES|3AART|49LWND|5LHND|6RCR|7aVULN|89DMG|9BPWR
128	46421 43215	   	166.87	DCR|4VULN|2DMG	1MBVNT|2aDMG|345aVULN|6CGEN|7RCR|8BEXP|9aDUST|aBPWR
129	46421 43415	   	166.87	DCR|4VULN|2DMG	1MBVNT|2aDMG|345aVULN|6CGEN|7RCR|8FEWX|9aDUST|aBPWR
130	46322 21328	   	166.84	DCR|3DMG|2VULN|1ASPD|1DUR	1MBVNT|29aDMG|3DUR|49VULN|5BEXP|6ASPD|7RCR|89CGEN|9BPWR
131	43424 14537	   	166.67	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1MBVNT|2LIT|3VULN|4AART|5aDMG|6RCR|7FEWX|8ASPD|9ZMB
132	46421 42446	   	166.63	DCR|3VULN|1AART|1DMG|1CDMG	1MBVNT|2DMG|345VULN|6CGEN|7AART|8CDMG|9RPLT|aRCR
133	42423 17462	   	166.60	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1MBVNT|2LHND|3CDMG|4BEXP|5RCR|6ZMB|79DMG|8AART|aVULN
134	43424 17331	 * 	166.58	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7aZMB|8DUR|9CDMG
135	43424 16421	   	166.57	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1MBVNT|2LIT|3VULN|4AART|58DMG|6RCR|7VENICY|9DUR|aZMB
136	43424 17623	   	166.57	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1MBVNT|2LIT|38VULN|4AART|5DMG|6RCR|7ZMB|9ASPD|aSNIHEL
137	43424 16823	   	166.57	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1MBVNT|2LIT|3aVULN|4AART|5DMG|6RCR|7VENICY|8ASPD|9ZMB
138	43424 17348	   	166.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MBVNT|2LIT|3aVULN|4AART|5DMG|6RCR|7ZMB|8DUR|9ERES
139	43424 11615	   	166.51	DCR|2VULN|2DMG|1AART	1MBVNT|2aLIT|38VULN|4AART|5aDMG|6RCR|7RMIN|9aLWND|aBPWR
140	43424 16452	   	166.41	DCR|2VULN|2DMG|1AART	1MBVNT|2aLIT|3aVULN|4AART|58DMG|6RCR|7VENICY|9aBEXP|aBPWR
141	43424 11212	   	166.31	DCR|2VULN|2DMG|1AART	1MBVNT|2aLIT|39VULN|4AART|5aDMG|6RCR|7RMIN|8aAIRHEA|aBPWR
142	43424 11617	   	166.31	DCR|2VULN|2DMG|1AART	1MBVNT|2LIT|38VULN|4AART|5aDMG|6RCR|7RMIN|9LWND
143	43424 16112	   	166.31	DCR|2VULN|2DMG|1AART	1MBVNT|2aLIT|39VULN|4AART|5aDMG|6RCR|7aVENICY|8RMIN|aBPWR
144	43424 11243	   	166.21	DCR|2VULN|2DMG|1AART	1MBVNT|2LIT|3aVULN|4AART|59DMG|6RCR|7RMIN|8AIRHEA
145	43424 16143	   	166.21	DCR|2VULN|2DMG|1AART	1MBVNT|2LIT|3aVULN|4AART|59DMG|6RCR|7VENICY|8RMIN
146	43424 16432	   	166.21	DCR|2VULN|2DMG|1AART	1MBVNT|2aLIT|3aVULN|4AART|58DMG|6RCR|7VENICY|9aDUST|aBPWR
147	43424 16474	   	166.21	DCR|2VULN|2DMG|1AART	1MBVNT|2LIT|3aVULN|4AART|58DMG|6RCR|7VENICY|9CGEN
148	43424 16484	   	166.21	DCR|2VULN|2DMG|1AART	1MBVNT|2LIT|3aVULN|4AART|58DMG|6RCR|7VENICY|9MLV
149	43424 16544	   	166.21	DCR|2VULN|2DMG|1AART	1MBVNT|2LIT|3aVULN|4AART|59DMG|6RCR|7VENICY|8MLV
150	46413 14126	   	166.17	DCR|3VULN|2DMG|1ZMB	1MBVNT|2aDMG|37aVULN|4CGEN|5RPLT|6RCR|8ZMB|9aTLV|aBPWR
151	46333 46213	 * 	166.15	DCR|3VULN|2DMG|1CDMG|1DUR	1MBVNT|29DMG|3DUR|4BEXP|5CDMG|678VULN|aRCR
152	46423 38213	   	166.15	DCR|3VULN|2DMG|1CDMG|1DUR	1MBVNT|29DMG|348VULN|5CDMG|6FEWX|7DUR|aRCR
153	45283 14412	   	166.13	DCR|2DMG|2AART|1VULN|1ZMB|1SELL	1MBVNT|2SELL|3MLV|4aDMG|5ZMB|6VULN|7RCR|89AART
154	43422 16444	   	166.11	DCR|2VULN|2DMG|1AART	1MBVNT|2LIT|3aVULN|4AART|5ERES|6RCR|7AIRHEA|89DMG
155	46423 18313	   	166.05	DCR|3VULN|2DMG|1CDMG|1DUR	1MBVNT|29DMG|346VULN|5CDMG|7DUR|8DUST|aRCR
156	46423 11418	   	166.03	DCR|3VULN|1AART|1DMG|1CDMG	1MBVNT|2DMG|346VULN|5CDMG|7FEWX|8AART|9BEXP|aRCR
157	46423 12418	   	166.03	DCR|3VULN|1AART|1DMG|1CDMG	1MBVNT|2DMG|346VULN|5CDMG|7LWND|8AART|9BEXP|aRCR
158	46423 14418	   	166.03	DCR|3VULN|1AART|1DMG|1CDMG	1MBVNT|2DMG|346VULN|5CDMG|7LHND|8AART|9BEXP|aRCR
159	46423 34418	   	166.03	DCR|3VULN|1AART|1DMG|1CDMG	1MBVNT|2DMG|347VULN|5CDMG|6FEWX|8AART|9BEXP|aRCR
160	46423 11448	   	165.93	DCR|3VULN|1AART|1DMG|1CDMG	1MBVNT|2DMG|346VULN|5CDMG|7FEWX|8AART|9DUST|aRCR
